table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_hhs_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
12710,r020,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,19,"['521,988', '']","['121', '']","['37', '']","['488,417', '']","['0', '']","['8,585', '']","['1,166', '']","['3,550', '']","['1,386', '']","['18,047', '']","['679', '']"
12710,r021,All institutions -> Harvard U.,All institutions,Harvard U.,2,20,"['490,149', '']","['4,408', '']","['10,553', '']","['394,186', '']","['13,543', '']","['12,522', '']","['1,967', '']","['32,397', '']","['190', '']","['16,980', '']","['3,403', '']"
12710,r022,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,21,"['479,309', '']","['2,312', '']","['282', '']","['413,682', '']","['957', '']","['4,939', '']","['18,488', '']","['16,345', '']","['3', '']","['18,509', '']","['3,792', '']"
12710,r023,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,22,"['465,199', '']","['68', '']","['57', '']","['390,187', '']","['33', '']","['8,677', '']","['3,887', '']","['22,065', '']","['27,566', '']","['11,037', '']","['1,622', '']"
12710,r024,All institutions -> U. Southern California,All institutions,U. Southern California,2,23,"['456,503', '']","['6,682', '']","['115', '']","['364,954', '']","['0', '']","['2,768', '']","['4,465', '']","['52,969', '']","['0', '']","['14,450', '']","['10,100', '']"
12710,r025,All institutions -> U. Colorado Anschutz Medical Campus,All institutions,U. Colorado Anschutz Medical Campus,2,24,"['447,861', '']","['0', '']","['75', '']","['445,566', '']","['0', '']","['97', '']","['829', '']","['56', '']","['0', '']","['567', '']","['671', '']"
12710,r026,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,25,"['428,792', '']","['343', '']","['87', '']","['387,411', '']","['511', '']","['1,500', '']","['3,059', '']","['3,809', '']","['8,419', '']","['11,506', '']","['12,147', '']"
12710,r027,All institutions -> Cornell U.,All institutions,Cornell U.,2,26,"['423,066', '']","['1,051', '']","['0', '']","['379,894', '']","['33', '']","['20,141', '']","['2,781', '']","['1,459', '']","['0', '']","['16,578', '']","['1,129', '']"
12710,r028,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,27,"['417,750', '']","['0', '']","['0', '']","['402,390', '']","['0', '']","['531', '']","['6,756', '']","['387', '']","['0', '']","['6,946', '']","['740', '']"
12710,r029,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,28,"['388,194', '']","['3,064', '']","['0', '']","['359,607', '']","['217', '']","['1,792', '']","['898', '']","['3,250', '']","['175', '']","['17,026', '']","['2,165', '']"
12710,r030,All institutions -> U. Maryland<sup>b</sup>,All institutions,U. Maryland<sup>b</sup>,2,29,"['382,208', '']","['2,428', '']","['652', '']","['324,603', '']","['221', '']","['3,942', '']","['9,108', '']","['7,017', '']","['749', '']","['17,788', '']","['15,700', '']"
12710,r031,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,30,"['377,953', '']","['0', '']","['0', '']","['377,953', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12710,r032,All institutions -> Oregon Health and Science U.,All institutions,Oregon Health and Science U.,2,31,"['359,424', '']","['0', '']","['0', '']","['347,979', '']","['0', '']","['13', '']","['0', '']","['0', '']","['0', '']","['11,432', '']","['0', '']"
12710,r033,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,32,"['346,063', '']","['0', '']","['0', '']","['331,100', '']","['81', '']","['1,807', '']","['8,909', '']","['1,684', '']","['0', '']","['1,534', '']","['948', '']"
12710,r034,All institutions -> U. Chicago,All institutions,U. Chicago,2,33,"['333,843', '']","['10,301', '']","['0', '']","['290,731', '']","['457', '']","['13,744', '']","['3,611', '']","['4,403', '']","['0', '']","['7,150', '']","['3,446', '']"
12710,r035,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,34,"['331,669', '']","['1,421', '']","['0', '']","['299,613', '']","['465', '']","['5,805', '']","['7,613', '']","['3,144', '']","['263', '']","['11,821', '']","['1,524', '']"
12710,r036,All institutions -> Boston U.,All institutions,Boston U.,2,35,"['319,715', '']","['0', '']","['0', '']","['257,250', '']","['1,765', '']","['10,445', '']","['13,056', '']","['61', '']","['253', '']","['32,987', '']","['3,898', '']"
12710,r037,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,36,"['317,632', '']","['0', '']","['0', '']","['317,632', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12710,r038,All institutions -> U. Florida,All institutions,U. Florida,2,37,"['304,254', '']","['1,378', '']","['693', '']","['261,089', '']","['387', '']","['10,660', '']","['11,181', '']","['1,944', '']","['0', '']","['15,222', '']","['1,700', '']"
12710,r039,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,38,"['303,877', '']","['266', '']","['411', '']","['267,700', '']","['485', '']","['7,140', '']","['2,538', '']","['10,141', '']","['0', '']","['15,048', '']","['148', '']"
12710,r040,All institutions -> U. Utah,All institutions,U. Utah,2,39,"['277,075', '']","['0', '']","['33', '']","['240,341', '']","['457', '']","['3,341', '']","['2,780', '']","['11,911', '']","['0', '']","['10,556', '']","['7,656', '']"
12710,r041,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,40,"['270,149', '']","['534', '']","['167', '']","['250,557', '']","['503', '']","['1,573', '']","['6,566', '']","['167', '']","['0', '']","['6,320', '']","['3,762', '']"
12710,r042,All institutions -> Scripps Research Institute,All institutions,Scripps Research Institute,2,41,"['269,196', '']","['0', '']","['0', '']","['269,196', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12710,r043,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,42,"['239,726', '']","['0', '']","['0', '']","['206,431', '']","['11,268', '']","['11,668', '']","['4,908', '']","['5,451', '']","['0', '']","['0', '']","['0', '']"
12710,r044,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,43,"['233,253', '']","['781', '']","['0', '']","['185,467', '']","['0', '']","['4,616', '']","['4,324', '']","['8', '']","['0', '']","['19,496', '']","['18,561', '']"
12710,r045,All institutions -> U. Iowa,All institutions,U. Iowa,2,44,"['232,801', '']","['954', '']","['53', '']","['214,829', '']","['250', '']","['1,178', '']","['6,574', '']","['47', '']","['3', '']","['5,209', '']","['3,704', '']"
12710,r046,All institutions -> Albert Einstein C. of Medicine,All institutions,Albert Einstein C. of Medicine,2,45,"['223,495', '']","['0', '']","['0', '']","['223,495', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12710,r047,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,46,"['221,676', '']","['2,946', '']","['0', '']","['190,540', '']","['402', '']","['6,166', '']","['4,620', '']","['96', '']","['0', '']","['13,632', '']","['3,274', '']"
12710,r048,All institutions -> U. Rochester,All institutions,U. Rochester,2,47,"['221,412', '']","['101', '']","['0', '']","['199,343', '']","['0', '']","['1,681', '']","['5,203', '']","['0', '']","['7,272', '']","['7,812', '']","['0', '']"
12710,r049,All institutions -> U. Arizona,All institutions,U. Arizona,2,48,"['219,085', '']","['965', '']","['0', '']","['197,610', '']","['528', '']","['2,851', '']","['8,000', '']","['1,443', '']","['822', '']","['6,444', '']","['422', '']"
12710,r050,"All institutions -> U. Massachusetts, Medical School",All institutions,"U. Massachusetts, Medical School",2,49,"['214,698', '']","['0', '']","['0', '']","['214,698', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12710,r051,All institutions -> U. Miami,All institutions,U. Miami,2,50,"['210,961', '']","['1,566', '']","['873', '']","['194,594', '']","['0', '']","['585', '']","['11,514', '']","['188', '']","['0', '']","['1,641', '']","['0', '']"
12710,r052,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,51,"['205,543', '']","['814', '']","['0', '']","['187,496', '']","['108', '']","['4,059', '']","['882', '']","['528', '']","['219', '']","['10,006', '']","['1,431', '']"
12710,r053,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,52,"['191,087', '']","['0', '']","['23', '']","['175,056', '']","['352', '']","['1,265', '']","['5,135', '']","['1,354', '']","['92', '']","['5,852', '']","['1,958', '']"
12710,r054,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,53,"['186,595', '']","['43', '']","['0', '']","['185,697', '']","['3', '']","['286', '']","['119', '']","['0', '']","['0', '']","['441', '']","['6', '']"
12710,r055,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,54,"['186,358', '']","['2,043', '']","['170', '']","['130,774', '']","['2,233', '']","['3,822', '']","['23,486', '']","['7,571', '']","['0', '']","['13,776', '']","['2,483', '']"
12710,r056,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,55,"['179,002', '']","['0', '']","['0', '']","['179,002', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12710,r057,All institutions -> Brown U.,All institutions,Brown U.,2,56,"['165,621', '']","['3,088', '']","['0', '']","['118,886', '']","['885', '']","['1,035', '']","['9,450', '']","['22,796', '']","['7,132', '']","['2,349', '']","['0', '']"
12710,r058,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,57,"['164,520', '']","['223', '']","['1,112', '']","['110,961', '']","['354', '']","['9,297', '']","['6,125', '']","['4,016', '']","['23,613', '']","['8,654', '']","['165', '']"
12710,r059,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,58,"['163,137', '']","['8,663', '']","['209', '']","['71,206', '']","['0', '']","['12,990', '']","['342', '']","['1,466', '']","['703', '']","['67,139', '']","['419', '']"
12710,r060,All institutions -> Medical U. South Carolina,All institutions,Medical U. South Carolina,2,59,"['160,174', 'i']","['0', 'i']","['0', 'i']","['160,174', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12710,r061,All institutions -> Medical C. Wisconsin,All institutions,Medical C. Wisconsin,2,60,"['143,675', '']","['0', '']","['0', '']","['139,884', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,791', '']","['0', '']"
12710,r062,All institutions -> U. South Florida,All institutions,U. South Florida,2,61,"['139,899', '']","['311', '']","['0', '']","['123,203', '']","['0', '']","['2,104', '']","['1,967', '']","['8,959', '']","['0', '']","['2,735', '']","['620', '']"
12710,r063,"All institutions -> U. Nebraska, Lincoln and Medical Center<sup>c</sup>",All institutions,"U. Nebraska, Lincoln and Medical Center<sup>c</sup>",2,62,"['138,888', '']","['0', '']","['0', '']","['122,612', '']","['313', '']","['4,348', '']","['6,354', '']","['2,258', '']","['0', '']","['2,347', '']","['656', '']"
12710,r064,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,63,"['138,334', '']","['67', '']","['0', '']","['120,975', '']","['39', '']","['1,074', '']","['7,327', '']","['429', '']","['0', '']","['2,847', '']","['5,576', '']"
12710,r065,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,64,"['137,564', '']","['6', '']","['0', '']","['120,828', '']","['331', '']","['2,320', '']","['4,092', '']","['270', '']","['260', '']","['9,278', '']","['179', '']"
12710,r066,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,65,"['135,171', '']","['556', '']","['72', '']","['112,090', '']","['92', '']","['2,359', '']","['11,350', '']","['498', '']","['0', '']","['5,520', '']","['2,634', '']"
12710,r067,All institutions -> U. Kansas,All institutions,U. Kansas,2,66,"['134,942', '']","['0', '']","['0', '']","['108,627', '']","['0', '']","['4,722', '']","['5,259', '']","['278', '']","['0', '']","['1,414', '']","['14,642', '']"
12710,r068,"All institutions -> U. Texas Health Science Center, San Antonio",All institutions,"U. Texas Health Science Center, San Antonio",2,67,"['133,227', '']","['0', '']","['0', '']","['133,227', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12710,r069,All institutions -> U. Texas Medical Branch,All institutions,U. Texas Medical Branch,2,68,"['133,123', '']","['0', '']","['0', '']","['132,616', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['507', '']","['0', '']"
12710,r070,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,69,"['128,822', '']","['1,464', '']","['0', '']","['76,472', '']","['521', '']","['4,138', '']","['9,582', '']","['10,877', '']","['0', '']","['14,838', '']","['10,930', '']"
12710,r071,All institutions -> Tulane U.,All institutions,Tulane U.,2,70,"['128,199', '']","['6', '']","['650', '']","['121,935', '']","['24', '']","['219', '']","['1,695', '']","['1,235', '']","['0', '']","['2,303', '']","['132', '']"
12710,r072,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,71,"['123,004', '']","['642', '']","['2,374', '']","['84,737', '']","['1,112', '']","['4,965', '']","['5,147', '']","['5,193', '']","['1,018', '']","['15,600', '']","['2,216', '']"
12710,r073,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,72,"['120,363', '']","['40', '']","['0', '']","['109,709', '']","['221', '']","['1,370', '']","['6,109', '']","['1,887', '']","['0', '']","['1,013', '']","['14', '']"
12710,r074,All institutions -> Temple U.,All institutions,Temple U.,2,73,"['118,846', '']","['0', '']","['0', '']","['105,060', '']","['64', '']","['2,081', '']","['7,567', '']","['521', '']","['0', '']","['1,592', '']","['1,961', '']"
12710,r075,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,74,"['118,308', '']","['489', '']","['593', '']","['95,760', '']","['96', '']","['3,072', '']","['7,703', '']","['164', '']","['0', '']","['10,256', '']","['175', '']"
12710,r076,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,75,"['118,142', '']","['1,097', '']","['43', '']","['89,378', '']","['1,265', '']","['4,508', '']","['7,410', '']","['1,515', '']","['18', '']","['9,206', '']","['3,702', '']"
12710,r077,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,76,"['114,981', '']","['0', '']","['0', '']","['102,709', '']","['38', '']","['1,318', '']","['3,591', '']","['526', '']","['79', '']","['2,793', '']","['3,927', '']"
12710,r078,All institutions -> George Washington U.,All institutions,George Washington U.,2,77,"['114,480', '']","['240', '']","['0', '']","['106,332', '']","['161', '']","['890', '']","['2,722', '']","['712', '']","['995', '']","['2,056', '']","['372', '']"
12710,r079,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,78,"['103,377', '']","['342', '']","['0', '']","['88,039', '']","['0', '']","['6,806', '']","['2,373', '']","['135', '']","['239', '']","['1,476', '']","['3,967', '']"
12710,r080,All institutions -> Thomas Jefferson U.,All institutions,Thomas Jefferson U.,2,79,"['102,067', '']","['0', '']","['0', '']","['102,067', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12710,r081,All institutions -> Rockefeller U.,All institutions,Rockefeller U.,2,80,"['99,873', '']","['0', '']","['0', '']","['97,253', '']","['86', '']","['2,534', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12710,r082,All institutions -> U. Georgia,All institutions,U. Georgia,2,81,"['98,339', '']","['535', '']","['0', '']","['77,986', '']","['144', '']","['1,979', '']","['14,841', '']","['339', '']","['0', '']","['1,437', '']","['1,078', '']"
12710,r083,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,82,"['96,381', '']","['29', '']","['0', '']","['92,776', '']","['0', '']","['959', '']","['898', '']","['1,704', '']","['0', '']","['0', '']","['15', '']"
12710,r084,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,83,"['95,343', '']","['1,019', '']","['3', '']","['43,709', '']","['37', '']","['13,055', '']","['3,605', '']","['197', '']","['17', '']","['26,324', '']","['7,377', '']"
12710,r085,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,84,"['92,264', '']","['382', '']","['169', '']","['77,103', '']","['0', '']","['5,912', '']","['1,658', '']","['243', '']","['0', '']","['5,860', '']","['937', '']"
12710,r086,All institutions -> Rush U.,All institutions,Rush U.,2,85,"['92,007', '']","['0', '']","['0', '']","['88,254', '']","['0', '']","['0', '']","['3,753', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12710,r087,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,86,"['90,679', '']","['1,636', '']","['30', '']","['72,604', '']","['1,808', '']","['3,856', '']","['3,441', '']","['157', '']","['132', '']","['5,938', '']","['1,077', '']"
12710,r088,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,87,"['88,827', '']","['679', '']","['0', '']","['50,766', '']","['102', '']","['4,190', '']","['6,001', '']","['4,630', '']","['369', '']","['15,586', '']","['6,504', '']"
12710,r089,All institutions -> Tufts U.,All institutions,Tufts U.,2,88,"['88,814', '']","['107', '']","['0', '']","['60,281', '']","['432', '']","['3,766', '']","['655', '']","['295', '']","['14,704', '']","['8,328', '']","['246', '']"
12710,r090,All institutions -> U. Arkansas for Medical Sciences,All institutions,U. Arkansas for Medical Sciences,2,89,"['88,064', '']","['0', '']","['0', '']","['88,064', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12710,r091,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,90,"['83,845', '']","['113', '']","['11', '']","['57,134', '']","['604', '']","['7,505', '']","['3,026', '']","['702', '']","['0', '']","['12,880', '']","['1,870', '']"
12710,r092,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,91,"['81,652', '']","['295', '']","['0', '']","['59,397', '']","['0', '']","['11,948', '']","['931', '']","['1,118', '']","['0', '']","['7,963', '']","['0', '']"
12710,r093,All institutions -> U. Louisville,All institutions,U. Louisville,2,92,"['80,972', '']","['0', '']","['0', '']","['73,497', '']","['92', '']","['299', '']","['1,593', '']","['268', '']","['5', '']","['3,656', '']","['1,562', '']"
12710,r094,All institutions -> U. Vermont,All institutions,U. Vermont,2,93,"['80,259', '']","['16', '']","['0', '']","['77,088', '']","['120', '']","['401', '']","['2,069', '']","['0', '']","['0', '']","['352', '']","['213', '']"
12710,r095,"All institutions -> U. North Texas, Health Science Center",All institutions,"U. North Texas, Health Science Center",2,94,"['73,730', '']","['0', '']","['0', '']","['73,124', '']","['0', '']","['0', '']","['0', '']","['606', '']","['0', '']","['0', '']","['0', '']"
12710,r096,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,95,"['70,737', '']","['548', '']","['0', '']","['40,448', '']","['254', '']","['883', '']","['11,323', '']","['3,578', '']","['513', '']","['13,019', '']","['171', '']"
12710,r097,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,96,"['66,974', '']","['450', '']","['0', '']","['58,143', '']","['289', '']","['29', '']","['6,114', '']","['78', '']","['0', '']","['528', '']","['1,343', '']"
12710,r098,All institutions -> Drexel U.,All institutions,Drexel U.,2,97,"['66,855', '']","['520', '']","['0', '']","['53,993', '']","['0', '']","['97', '']","['2,307', '']","['0', '']","['0', '']","['5,212', '']","['4,726', '']"
12710,r099,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,98,"['66,714', '']","['0', '']","['275', '']","['49,896', '']","['450', '']","['2,925', '']","['2,158', '']","['834', '']","['6,169', '']","['3,746', '']","['261', '']"
12710,r100,"All institutions -> U. Tennessee, Health Science Center",All institutions,"U. Tennessee, Health Science Center",2,99,"['66,422', '']","['0', '']","['0', '']","['66,102', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['320', '']"
12710,r101,All institutions -> Washington State U.,All institutions,Washington State U.,2,100,"['65,634', '']","['1,320', '']","['0', '']","['54,826', '']","['0', '']","['1,037', '']","['2,062', '']","['1,458', '']","['451', '']","['1,329', '']","['3,151', '']"
12710,r102,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,101,"['61,996', '']","['1,496', '']","['0', '']","['43,864', '']","['190', '']","['1,681', '']","['1,369', '']","['681', '']","['0', '']","['12,703', '']","['12', '']"
12710,r103,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,102,"['61,331', '']","['4,100', '']","['136', '']","['21,700', '']","['33', '']","['11,316', '']","['6,049', '']","['675', '']","['0', '']","['16,153', '']","['1,169', '']"
12710,r104,All institutions -> Augusta U.,All institutions,Augusta U.,2,103,"['61,257', '']","['0', '']","['0', '']","['61,082', '']","['0', '']","['82', '']","['93', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12710,r105,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,104,"['59,848', '']","['0', '']","['0', '']","['58,884', '']","['0', '']","['179', '']","['49', '']","['15', '']","['0', '']","['272', '']","['449', '']"
12710,r106,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,105,"['58,933', '']","['12', '']","['0', '']","['41,329', '']","['337', '']","['4,000', '']","['3,486', '']","['6,718', '']","['0', '']","['0', '']","['3,051', '']"
12710,r107,All institutions -> Princeton U.,All institutions,Princeton U.,2,106,"['58,218', '']","['1,004', '']","['227', '']","['45,353', '']","['338', '']","['5,261', '']","['1,062', '']","['2,468', '']","['0', '']","['2,505', '']","['0', '']"
12710,r108,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,107,"['56,807', '']","['0', '']","['3,622', '']","['12,850', '']","['0', '']","['8,873', '']","['83', '']","['55', '']","['0', '']","['31,324', '']","['0', '']"
12710,r109,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,108,"['55,509', '']","['196', '']","['55', '']","['52,162', '']","['77', '']","['928', '']","['701', '']","['17', '']","['13', '']","['855', '']","['505', '']"
12710,r110,All institutions -> U. Delaware,All institutions,U. Delaware,2,109,"['53,333', '']","['1,832', '']","['0', '']","['25,157', '']","['0', '']","['7,779', '']","['5,575', '']","['1,238', '']","['524', '']","['10,604', '']","['624', '']"
