table_id,row_id,state_or_territory_control_and_institution_full_path,state_or_territory_control_and_institution_level_1,state_or_territory_control_and_institution_level_2,state_or_territory_control_and_institution_level_3,state_or_territory_control_and_institution_hierarchy_depth,field_all_fields,field_agricultural_sciences,field_biological_and_biomedical_sciences,field_computer_and_information_sciences,field_engineering,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_health_sciences,field_mathematics_and_statistics,field_natural_resources_and_conservation,field_physical_sciences,field_psychology,field_social_sciences,field_other
3038,r031,Arkansas -> Public -> U. Central Arkansas,Arkansas,Public,U. Central Arkansas,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r032,California,California,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3038,r033,California -> Public,California,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3038,r034,"California -> Public -> California Polytechnic State U., San Luis Obispo",California,Public,"California Polytechnic State U., San Luis Obispo",3,"['1,500', '']","['500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,000', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r035,"California -> Public -> California State Polytechnic U., Pomona",California,Public,"California State Polytechnic U., Pomona",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r036,"California -> Public -> California State U., Bakersfield",California,Public,"California State U., Bakersfield",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r037,"California -> Public -> California State U., Channel Islands",California,Public,"California State U., Channel Islands",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r038,"California -> Public -> California State U., Chico",California,Public,"California State U., Chico",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r039,"California -> Public -> California State U., Dominguez Hills",California,Public,"California State U., Dominguez Hills",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r040,"California -> Public -> California State U., Fresno",California,Public,"California State U., Fresno",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r041,"California -> Public -> California State U., Fullerton",California,Public,"California State U., Fullerton",3,"['27,000', '']","['0', '']","['13,000', '']","['0', '']","['0', '']","['14,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r042,"California -> Public -> California State U., Long Beach",California,Public,"California State U., Long Beach",3,"['26,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['26,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r043,"California -> Public -> California State U., Los Angeles",California,Public,"California State U., Los Angeles",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r044,"California -> Public -> California State U., Maritime Academy",California,Public,"California State U., Maritime Academy",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r045,"California -> Public -> California State U., Monterey Bay",California,Public,"California State U., Monterey Bay",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r046,"California -> Public -> California State U., Northridge",California,Public,"California State U., Northridge",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r047,"California -> Public -> California State U., Sacramento",California,Public,"California State U., Sacramento",3,"['1,700', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,700', '']","['0', '']","['0', '']","['0', '']"
3038,r048,"California -> Public -> California State U., San Bernardino",California,Public,"California State U., San Bernardino",3,"['1,004', '']","['0', '']","['1,004', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r049,"California -> Public -> California State U., San Marcos",California,Public,"California State U., San Marcos",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r050,"California -> Public -> California State U., Stanislaus",California,Public,"California State U., Stanislaus",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r051,California -> Public -> Humboldt State U.,California,Public,Humboldt State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r052,California -> Public -> San Diego State U.,California,Public,San Diego State U.,3,"['7,518', '']","['0', '']","['400', '']","['0', '']","['1,900', '']","['0', '']","['718', '']","['0', '']","['0', '']","['4,500', '']","['0', '']","['0', '']","['0', '']"
3038,r053,California -> Public -> San Francisco State U.,California,Public,San Francisco State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r054,California -> Public -> San Jose State U.,California,Public,San Jose State U.,3,"['1,400', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,400', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r055,"California -> Public -> U. California, Berkeley",California,Public,"U. California, Berkeley",3,"['88,500', '']","['0', '']","['18,000', '']","['1,500', '']","['10,500', '']","['0', '']","['0', '']","['0', '']","['40,000', '']","['6,000', '']","['0', '']","['12,000', '']","['500', '']"
3038,r056,"California -> Public -> U. California, Davis",California,Public,"U. California, Davis",3,"['22,256', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['22,256', '']","['0', '']","['0', '']","['0', '']"
3038,r057,"California -> Public -> U. California, Irvine",California,Public,"U. California, Irvine",3,"['67,035', '']","['0', '']","['1,667', '']","['600', '']","['14,832', '']","['0', '']","['35,995', '']","['0', '']","['0', '']","['12,249', '']","['746', '']","['946', '']","['0', '']"
3038,r058,"California -> Public -> U. California, Los Angeles",California,Public,"U. California, Los Angeles",3,"['94,070', '']","['0', '']","['41,340', '']","['0', '']","['750', '']","['600', '']","['630', '']","['0', '']","['0', '']","['0', '']","['50,750', '']","['0', '']","['0', '']"
3038,r059,"California -> Public -> U. California, Merced",California,Public,"U. California, Merced",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r060,"California -> Public -> U. California, Riverside",California,Public,"U. California, Riverside",3,"['36,746', '']","['27,016', '']","['0', '']","['0', '']","['0', '']","['0', '']","['9,730', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r061,"California -> Public -> U. California, San Diego",California,Public,"U. California, San Diego",3,"['44,302', '']","['0', '']","['0', '']","['0', '']","['21,345', '']","['6,040', '']","['13,611', '']","['0', '']","['0', '']","['1,163', '']","['1,065', '']","['1,078', '']","['0', '']"
3038,r062,"California -> Public -> U. California, San Francisco",California,Public,"U. California, San Francisco",3,"['229,600', '']","['0', '']","['76,500', '']","['0', '']","['0', '']","['0', '']","['153,100', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r063,"California -> Public -> U. California, Santa Barbara",California,Public,"U. California, Santa Barbara",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r064,"California -> Public -> U. California, Santa Cruz",California,Public,"U. California, Santa Cruz",3,"['6,288', '']","['0', '']","['0', '']","['1,288', '']","['2,500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,500', '']","['0', '']","['0', '']","['0', '']"
3038,r065,California -> Private,California,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3038,r066,California -> Private -> Azusa Pacific U.,California,Private,Azusa Pacific U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r067,California -> Private -> Biola U.,California,Private,Biola U.,3,"['500', '']","['0', '']","['500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r068,California -> Private -> California Institute of Technology,California,Private,California Institute of Technology,3,"['13,722', '']","['0', '']","['0', '']","['0', '']","['8,441', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5,281', '']","['0', '']","['0', '']","['0', '']"
3038,r069,California -> Private -> Chapman U.,California,Private,Chapman U.,3,"['2,475', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,475', '']","['0', '']"
3038,r070,California -> Private -> Charles R. Drew U. of Medicine and Science,California,Private,Charles R. Drew U. of Medicine and Science,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r071,California -> Private -> Claremont Graduate U.,California,Private,Claremont Graduate U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r072,California -> Private -> Claremont McKenna C.,California,Private,Claremont McKenna C.,3,"['500', '']","['0', '']","['500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r073,California -> Private -> Harvey Mudd C.,California,Private,Harvey Mudd C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r074,California -> Private -> Keck Graduate Institute,California,Private,Keck Graduate Institute,3,"['1,500', '']","['0', '']","['750', '']","['0', '']","['0', '']","['0', '']","['750', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r075,California -> Private -> Loma Linda U.,California,Private,Loma Linda U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r076,California -> Private -> Loyola Marymount U.,California,Private,Loyola Marymount U.,3,"['438', '']","['0', '']","['0', '']","['0', '']","['438', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r077,California -> Private -> Marshall B. Ketchum U.,California,Private,Marshall B. Ketchum U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r078,California -> Private -> Occidental C.,California,Private,Occidental C.,3,"['590', '']","['0', '']","['320', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['270', '']","['0', '']","['0', '']","['0', '']"
3038,r079,California -> Private -> Pomona C.,California,Private,Pomona C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r080,California -> Private -> Scripps Research Institute,California,Private,Scripps Research Institute,3,"['17,700', '']","['0', '']","['17,700', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r081,California -> Private -> Stanford U.,California,Private,Stanford U.,3,"['35,255', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['34,328', '']","['0', '']","['0', '']","['0', '']","['0', '']","['927', '']","['0', '']"
3038,r082,California -> Private -> Touro U.,California,Private,Touro U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r083,California -> Private -> U. of the Pacific,California,Private,U. of the Pacific,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r084,California -> Private -> U. San Diego,California,Private,U. San Diego,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r085,California -> Private -> U. San Francisco,California,Private,U. San Francisco,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r086,California -> Private -> U. Southern California,California,Private,U. Southern California,3,"['6,525', '']","['0', '']","['1,139', '']","['0', '']","['4,486', '']","['900', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r087,California -> Private -> Western U. of Health Sciences,California,Private,Western U. of Health Sciences,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r088,Colorado,Colorado,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3038,r089,Colorado -> Public,Colorado,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3038,r090,Colorado -> Public -> Colorado School of Mines,Colorado,Public,Colorado School of Mines,3,"['280', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['280', '']","['0', '']","['0', '']","['0', '']"
3038,r091,"Colorado -> Public -> Colorado State U., Fort Collins",Colorado,Public,"Colorado State U., Fort Collins",3,"['974', '']","['292', '']","['415', '']","['0', '']","['0', '']","['0', '']","['267', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r092,Colorado -> Public -> Fort Lewis C.,Colorado,Public,Fort Lewis C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r093,Colorado -> Public -> U. Colorado Boulder,Colorado,Public,U. Colorado Boulder,3,"['7,505', '']","['0', '']","['0', '']","['0', '']","['5,560', '']","['0', '']","['0', '']","['0', '']","['558', '']","['665', '']","['722', '']","['0', '']","['0', '']"
3038,r094,Colorado -> Public -> U. Colorado Colorado Springs,Colorado,Public,U. Colorado Colorado Springs,3,"['965', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['965', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r095,Colorado -> Public -> U. Colorado Denver and Anschutz Medical Campus,Colorado,Public,U. Colorado Denver and Anschutz Medical Campus,3,"['41,326', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['41,326', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r096,Colorado -> Public -> U. Northern Colorado,Colorado,Public,U. Northern Colorado,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r097,Colorado -> Private,Colorado,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3038,r098,Colorado -> Private -> Colorado C.,Colorado,Private,Colorado C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r099,Colorado -> Private -> U. Denver,Colorado,Private,U. Denver,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r100,Connecticut,Connecticut,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3038,r101,Connecticut -> Public,Connecticut,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3038,r102,Connecticut -> Public -> Central Connecticut State U.,Connecticut,Public,Central Connecticut State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r103,Connecticut -> Public -> Southern Connecticut State U.,Connecticut,Public,Southern Connecticut State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r104,Connecticut -> Public -> U. Connecticut,Connecticut,Public,U. Connecticut,3,"['8,520', '']","['0', '']","['4,246', '']","['0', '']","['0', '']","['0', '']","['4,274', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r105,Connecticut -> Private,Connecticut,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3038,r106,Connecticut -> Private -> Connecticut C.,Connecticut,Private,Connecticut C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r107,"Connecticut -> Private -> Trinity C., Hartford",Connecticut,Private,"Trinity C., Hartford",3,"['500', '']","['0', '']","['500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3038,r108,Connecticut -> Private -> U. New Haven,Connecticut,Private,U. New Haven,3,"['3,700', '']","['0', '']","['700', '']","['0', '']","['0', '']","['0', '']","['2,000', '']","['0', '']","['0', '']","['1,000', '']","['0', '']","['0', '']","['0', '']"
3038,r109,Connecticut -> Private -> Wesleyan U.,Connecticut,Private,Wesleyan U.,3,"['685', '']","['0', '']","['400', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['285', '']","['0', '']","['0', '']"
3038,r110,Connecticut -> Private -> Yale U.,Connecticut,Private,Yale U.,3,"['547,296', '']","['0', '']","['379,430', '']","['0', '']","['7,280', '']","['18,790', '']","['33,255', '']","['42,882', '']","['2,435', '']","['49,372', '']","['0', '']","['13,852', '']","['0', '']"
3038,r111,Delaware,Delaware,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3038,r112,Delaware -> Public,Delaware,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
