table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_paid_for_by_the_company_total,field_paid_for_by_the_company_r_d_performed_by_others_purchased_and_collaborative_r_d_,field_paid_for_by_the_company_r_d_performed_by_the_company,field_paid_for_by_others_total,field_paid_for_by_others_r_d_performed_by_others_subcontracted_passed_through_r_d_costs_,field_paid_for_by_others_r_d_performed_by_the_company_total,field_paid_for_by_others_r_d_performed_by_the_company_paid_for_by_the_u_s_government,field_paid_for_by_others_r_d_performed_by_the_company_paid_for_by_non_u_s_government_sources
8835,r011,All industries -> Manufacturing industries -> Chemicals -> Basic chemicals,All industries,Manufacturing industries,Chemicals,Basic chemicals,,4,3251,"['2,588', '&nbsp;']","['65', '&nbsp;']","['2,523', '&nbsp;']","['172', '&nbsp;']","['1', '&nbsp;']","['171', '&nbsp;']","['5', '&nbsp;']","['166', '&nbsp;']"
8835,r012,"All industries -> Manufacturing industries -> Chemicals -> Resin, synthetic rubber, and artificial synthetic fibers and filaments",All industries,Manufacturing industries,Chemicals,"Resin, synthetic rubber, and artificial synthetic fibers and filaments",,4,3252,"['1,188', 'i']","['27', '&nbsp;']","['1,161', '&nbsp;']","['101', '&nbsp;']","['28', '&nbsp;']","['73', '&nbsp;']","['4', '&nbsp;']","['68', '&nbsp;']"
8835,r013,"All industries -> Manufacturing industries -> Chemicals -> Pesticide, fertilizer, and other agricultural chemicals",All industries,Manufacturing industries,Chemicals,"Pesticide, fertilizer, and other agricultural chemicals",,4,3253,"['842 - 860', '&nbsp;']","['68 - 85', '&nbsp;']","['775', '&nbsp;']","['288 - 304', '&nbsp;']","['0 - 13', '&nbsp;']","['284 - 291', '&nbsp;']","['0', '&nbsp;']","['284 - 291', '&nbsp;']"
8835,r014,All industries -> Manufacturing industries -> Chemicals -> Pharmaceuticals and medicines,All industries,Manufacturing industries,Chemicals,Pharmaceuticals and medicines,,4,3254,"['105,944', '&nbsp;']","['25,086', '&nbsp;']","['80,858', '&nbsp;']","['15,083', '&nbsp;']","['4,165', '&nbsp;']","['10,918', '&nbsp;']","['1,066', '&nbsp;']","['9,852', '&nbsp;']"
8835,r015,"All industries -> Manufacturing industries -> Chemicals -> Soap, cleaning compound, and toilet preparation",All industries,Manufacturing industries,Chemicals,"Soap, cleaning compound, and toilet preparation",,4,3256,"['2,729', '&nbsp;']","['253', '&nbsp;']","['2,476', '&nbsp;']","['196', '&nbsp;']","['7', '&nbsp;']","['189', '&nbsp;']","['0', '&nbsp;']","['189', '&nbsp;']"
8835,r016,"All industries -> Manufacturing industries -> Chemicals -> Paint, coating, adhesive, and other chemicals",All industries,Manufacturing industries,Chemicals,"Paint, coating, adhesive, and other chemicals",,4,"3255, 3259","['1,644 - 1,659', '&nbsp;']","['33 - 49', '&nbsp;']","['1,610', '&nbsp;']","['32 - 47', '&nbsp;']","['0 - 13', '&nbsp;']","['32 - 39', '&nbsp;']","['25', '&nbsp;']","['8 - 14', '&nbsp;']"
8835,r017,All industries -> Manufacturing industries -> Plastics and rubber products,All industries,Manufacturing industries,Plastics and rubber products,,,3,326,"['2,628', '&nbsp;']","['21', '&nbsp;']","['2,607', '&nbsp;']","['28', '&nbsp;']","['2', '&nbsp;']","['26', '&nbsp;']","['*', '&nbsp;']","['26', '&nbsp;']"
8835,r018,All industries -> Manufacturing industries -> Nonmetallic mineral products,All industries,Manufacturing industries,Nonmetallic mineral products,,,3,327,"['1,711', '&nbsp;']","['92', 'i']","['1,619', 'i']","['99', '&nbsp;']","['1', '&nbsp;']","['98', '&nbsp;']","['2', '&nbsp;']","['96', '&nbsp;']"
8835,r019,All industries -> Manufacturing industries -> Primary metals,All industries,Manufacturing industries,Primary metals,,,3,331,"['815', '&nbsp;']","['20', '&nbsp;']","['795', '&nbsp;']","['21', '&nbsp;']","['1', '&nbsp;']","['20', '&nbsp;']","['0 - 2', '&nbsp;']","['18 - 21', '&nbsp;']"
8835,r020,All industries -> Manufacturing industries -> Fabricated metal products,All industries,Manufacturing industries,Fabricated metal products,,,3,332,"['3,422', '&nbsp;']","['86', '&nbsp;']","['3,336', '&nbsp;']","['63', '&nbsp;']","['3', '&nbsp;']","['60', '&nbsp;']","['12', '&nbsp;']","['49', '&nbsp;']"
8835,r021,All industries -> Manufacturing industries -> Machinery,All industries,Manufacturing industries,Machinery,,,3,333,"['15,451', '&nbsp;']","['379', '&nbsp;']","['15,071', '&nbsp;']","['1,213', '&nbsp;']","['61', '&nbsp;']","['1,152', '&nbsp;']","['98', '&nbsp;']","['1,054', '&nbsp;']"
8835,r022,All industries -> Manufacturing industries -> Machinery -> Agricultural implement,All industries,Manufacturing industries,Machinery,Agricultural implement,,4,33311,"['1,936', '&nbsp;']","['177', '&nbsp;']","['1,760', '&nbsp;']","['10 - 61', '&nbsp;']","['0 - 10', '&nbsp;']","['10 - 52', '&nbsp;']","['*', '&nbsp;']","['9 - 52', '&nbsp;']"
8835,r023,All industries -> Manufacturing industries -> Machinery -> Semiconductor machinery,All industries,Manufacturing industries,Machinery,Semiconductor machinery,,4,333242,"['4,127', '&nbsp;']","['6', '&nbsp;']","['4,121', '&nbsp;']","['729', '&nbsp;']","['43', '&nbsp;']","['686', '&nbsp;']","['*', '&nbsp;']","['685', '&nbsp;']"
8835,r024,"All industries -> Manufacturing industries -> Machinery -> Engine, turbine, and power transmission equipment",All industries,Manufacturing industries,Machinery,"Engine, turbine, and power transmission equipment",,4,3336,"['1,535', '&nbsp;']","['12', '&nbsp;']","['1,523', '&nbsp;']","['131', '&nbsp;']","['9', '&nbsp;']","['122', '&nbsp;']","['87', '&nbsp;']","['35', '&nbsp;']"
8835,r025,All industries -> Manufacturing industries -> Machinery -> Other machinery,All industries,Manufacturing industries,Machinery,Other machinery,,4,other 333,"['7,852', '&nbsp;']","['185', 'i']","['7,667', '&nbsp;']","['292 - 343', '&nbsp;']","['0 - 10', '&nbsp;']","['292 - 334', '&nbsp;']","['9', '&nbsp;']","['282 - 325', '&nbsp;']"
8835,r026,All industries -> Manufacturing industries -> Computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,,,3,334,"['91,680', '&nbsp;']","['3,175', '&nbsp;']","['88,505', '&nbsp;']","['11,589', '&nbsp;']","['559', 'i']","['11,030', '&nbsp;']","['6,434', 'i']","['4,596', '&nbsp;']"
8835,r027,All industries -> Manufacturing industries -> Computer and electronic products -> Communications equipment,All industries,Manufacturing industries,Computer and electronic products,Communications equipment,,4,3342,"['12,142', '&nbsp;']","['1,035', '&nbsp;']","['11,107', '&nbsp;']","['1,042', 'i']","['46', 'i']","['996', 'i']","['366 - 531', 'i']","['465 - 630', 'i']"
8835,r028,All industries -> Manufacturing industries -> Computer and electronic products -> Semiconductor and other electronic components,All industries,Manufacturing industries,Computer and electronic products,Semiconductor and other electronic components,,4,3344,"['41,022', '&nbsp;']","['221', '&nbsp;']","['40,801', '&nbsp;']","['2,463', '&nbsp;']","['83', '&nbsp;']","['2,380', '&nbsp;']","['68', '&nbsp;']","['2,312', '&nbsp;']"
8835,r029,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",,4,3345,"['11,301', '&nbsp;']","['290', '&nbsp;']","['11,012', '&nbsp;']","['7,913', 'i']","['420', 'i']","['7,493', '&nbsp;']","['5,837', 'i']","['1,656', '&nbsp;']"
8835,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatus",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatus",5,"334510, 334517","['2,708', '&nbsp;']","['101', '&nbsp;']","['2,606', '&nbsp;']","['256', '&nbsp;']","['4', '&nbsp;']","['251', '&nbsp;']","['12', '&nbsp;']","['240', '&nbsp;']"
8835,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical system and instrument",5,334511,"['3,591 - 3,751', '&nbsp;']","['30 - 189', '&nbsp;']","['3,561', '&nbsp;']","['7,440', 'i']","['415', 'i']","['7,025', 'i']","['5,788', 'i']","['1,237', '&nbsp;']"
8835,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling device",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling device,5,other 3345,"['4,843 - 5,002', '&nbsp;']","['0 - 158', '&nbsp;']","['4,844', '&nbsp;']","['218', '&nbsp;']","['1', '&nbsp;']","['217', '&nbsp;']","['38', '&nbsp;']","['179', '&nbsp;']"
8835,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['27,215', '&nbsp;']","['1,629', '&nbsp;']","['25,585', '&nbsp;']","['171', '&nbsp;']","['9', '&nbsp;']","['161', '&nbsp;']","['0 - 162', '&nbsp;']","['0 - 162', '&nbsp;']"
8835,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['4,589', '&nbsp;']","['96', '&nbsp;']","['4,492', '&nbsp;']","['506', '&nbsp;']","['1', '&nbsp;']","['506', '&nbsp;']","['29', '&nbsp;']","['477', '&nbsp;']"
8835,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['33,805', '&nbsp;']","['3,573', '&nbsp;']","['30,232', '&nbsp;']","['20,930', '&nbsp;']","['2,366', '&nbsp;']","['18,564', '&nbsp;']","['13,961', 'i']","['4,603', '&nbsp;']"
8835,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['22,634', '&nbsp;']","['3,112', '&nbsp;']","['19,522', '&nbsp;']","['3,765 - 3,778', '&nbsp;']","['166 - 178', '&nbsp;']","['3,599', '&nbsp;']","['68', '&nbsp;']","['3,531', '&nbsp;']"
8835,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['9,499', '&nbsp;']","['388', '&nbsp;']","['9,111', '&nbsp;']","['15,992', '&nbsp;']","['2,189', '&nbsp;']","['13,803', 'i']","['12,797', 'i']","['1,007', '&nbsp;']"
8835,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['8,540', '&nbsp;']","['260', 'i']","['8,281', '&nbsp;']","['15,195', '&nbsp;']","['2,185', '&nbsp;']","['13,011', 'i']","['12,051', 'i']","['960', '&nbsp;']"
8835,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['959', '&nbsp;']","['129', '&nbsp;']","['831', '&nbsp;']","['797', '&nbsp;']","['4', '&nbsp;']","['793', '&nbsp;']","['746', '&nbsp;']","['47', '&nbsp;']"
8835,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank component",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank component",,4,336992,"['4', '&nbsp;']","['*', '&nbsp;']","['4', '&nbsp;']","['6', '&nbsp;']","['0', '&nbsp;']","['6', '&nbsp;']","['0 - 7', '&nbsp;']","['0 - 7', '&nbsp;']"
8835,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['1,667', '&nbsp;']","['73', '&nbsp;']","['1,594', '&nbsp;']","['1,155 - 1,165', '&nbsp;']","['0 - 10', '&nbsp;']","['1,155', '&nbsp;']","['1,088 - 1,098', '&nbsp;']","['57 - 67', '&nbsp;']"
8835,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['513', '&nbsp;']","['20', '&nbsp;']","['492', '&nbsp;']","['4', '&nbsp;']","['*', '&nbsp;']","['3', '&nbsp;']","['*', '&nbsp;']","['3', '&nbsp;']"
8835,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['19,517', '&nbsp;']","['941', '&nbsp;']","['18,576', '&nbsp;']","['235 - 243', '&nbsp;']","['9 - 22', '&nbsp;']","['215 - 233', '&nbsp;']","['65 - 72', '&nbsp;']","['147 - 168', '&nbsp;']"
8835,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['16,815', '&nbsp;']","['871', '&nbsp;']","['15,944', '&nbsp;']","['183', '&nbsp;']","['10', '&nbsp;']","['173', '&nbsp;']","['36', '&nbsp;']","['137', '&nbsp;']"
8835,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['2,702', '&nbsp;']","['70', 'i']","['2,632', '&nbsp;']","['53 - 60', '&nbsp;']","['0 - 12', '&nbsp;']","['42 - 60', '&nbsp;']","['29 - 36', '&nbsp;']","['9 - 31', '&nbsp;']"
8835,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['205,595', '&nbsp;']","['4,029', '&nbsp;']","['201,566', '&nbsp;']","['29,824', '&nbsp;']","['2,215', '&nbsp;']","['27,608', '&nbsp;']","['7,195', '&nbsp;']","['20,414', '&nbsp;']"
8835,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['1,199', '&nbsp;']","['79', '&nbsp;']","['1,121', '&nbsp;']","['45', '&nbsp;']","['0', '&nbsp;']","['45', '&nbsp;']","['3', 'i']","['42', '&nbsp;']"
8835,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['414', '&nbsp;']","['190', '&nbsp;']","['224', '&nbsp;']","['48', '&nbsp;']","['8', '&nbsp;']","['40', '&nbsp;']","['35', '&nbsp;']","['5', '&nbsp;']"
8835,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['1,155', '&nbsp;']","['154', '&nbsp;']","['1,001', '&nbsp;']","['106', '&nbsp;']","['49', '&nbsp;']","['58', '&nbsp;']","['0', '&nbsp;']","['58', '&nbsp;']"
8835,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['3,837 - 19,445', 'i']","['0 - 106', '&nbsp;']","['3,837 - 19,343', 'i']","['2 - 50', '&nbsp;']","['0', '&nbsp;']","['2 - 50', '&nbsp;']","['0', '&nbsp;']","['2 - 50', '&nbsp;']"
8835,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['5,156', 'i']","['203', 'i']","['4,954', 'i']","['3', '&nbsp;']","['0', '&nbsp;']","['3', '&nbsp;']","['0', '&nbsp;']","['3', '&nbsp;']"
8835,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['130,486', '&nbsp;']","['2,136', '&nbsp;']","['128,350', '&nbsp;']","['1,224', '&nbsp;']","['111', '&nbsp;']","['1,113', '&nbsp;']","['364', '&nbsp;']","['749', '&nbsp;']"
8835,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['35,762', '&nbsp;']","['1,246', '&nbsp;']","['34,516', '&nbsp;']","['562', '&nbsp;']","['52', '&nbsp;']","['509', '&nbsp;']","['65', '&nbsp;']","['444', '&nbsp;']"
8835,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['64', '&nbsp;']","['4', '&nbsp;']","['60', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8835,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['35,698', '&nbsp;']","['1,242', '&nbsp;']","['34,456', '&nbsp;']","['562', '&nbsp;']","['52', '&nbsp;']","['509', '&nbsp;']","['65', '&nbsp;']","['444', '&nbsp;']"
8835,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,825', '&nbsp;']","['453', '&nbsp;']","['3,371', '&nbsp;']","['54 - 68', '&nbsp;']","['0 - 3', '&nbsp;']","['54 - 66', '&nbsp;']","['2 - 14', '&nbsp;']","['40 - 63', '&nbsp;']"
8835,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['41,390', '&nbsp;']","['285', '&nbsp;']","['41,105', '&nbsp;']","['503', '&nbsp;']","['57', '&nbsp;']","['446', '&nbsp;']","['287', '&nbsp;']","['159', '&nbsp;']"
8835,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['49,510', '&nbsp;']","['153', '&nbsp;']","['49,358', '&nbsp;']","['91 - 107', '&nbsp;']","['0 - 3', '&nbsp;']","['91 - 105', '&nbsp;']","['0 - 11', '&nbsp;']","['81 - 105', '&nbsp;']"
8835,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['12,494', '&nbsp;']","['290', '&nbsp;']","['12,204', '&nbsp;']","['93', '&nbsp;']","['1', '&nbsp;']","['92', '&nbsp;']","['45', '&nbsp;']","['47', '&nbsp;']"
8835,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['3,249', '&nbsp;']","['*', '&nbsp;']","['3,249', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']"
8835,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['7', '&nbsp;']","['0', '&nbsp;']","['7', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']","['0', '&nbsp;']","['*', '&nbsp;']"
8835,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['3,242', '&nbsp;']","['*', '&nbsp;']","['3,242', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
8835,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['29,166', '&nbsp;']","['844', '&nbsp;']","['28,322', '&nbsp;']","['28,067', '&nbsp;']","['2,022', '&nbsp;']","['26,045', '&nbsp;']","['6,733', '&nbsp;']","['19,313', '&nbsp;']"
8835,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['2,278', '&nbsp;']","['65', '&nbsp;']","['2,214', '&nbsp;']","['2,451', '&nbsp;']","['450', '&nbsp;']","['2,001', '&nbsp;']","['1,466', '&nbsp;']","['534', '&nbsp;']"
8835,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['14,531', '&nbsp;']","['239', '&nbsp;']","['14,293', '&nbsp;']","['3,662', '&nbsp;']","['19', '&nbsp;']","['3,643', '&nbsp;']","['662', '&nbsp;']","['2,980', '&nbsp;']"
8835,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['6,739', '&nbsp;']","['493', '&nbsp;']","['6,246', '&nbsp;']","['20,822', '&nbsp;']","['1,468', '&nbsp;']","['19,354', '&nbsp;']","['3,914', '&nbsp;']","['15,439', 'i']"
8835,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['125 - 129', 'i']","['0 - 3', '&nbsp;']","['126', 'i']","['58', 'i']","['5', 'i']","['53', 'i']","['38', 'i']","['15', 'i']"
8835,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['1,358', '&nbsp;']","['182', '&nbsp;']","['1,176', '&nbsp;']","['5,112', '&nbsp;']","['98', '&nbsp;']","['5,014', '&nbsp;']","['117', '&nbsp;']","['4,898', '&nbsp;']"
8835,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['5,213 - 5,219', 'i']","['307 - 312', '&nbsp;']","['4,906', 'i']","['13,643 - 14,999', 'i']","['11 - 1,367', '&nbsp;']","['13,632', 'i']","['3,157', '&nbsp;']","['10,476', 'i']"
8835,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['38', '&nbsp;']","['0', '&nbsp;']","['38', '&nbsp;']","['653 - 2,008', '&nbsp;']","['0 - 1,354', '&nbsp;']","['654', '&nbsp;']","['603', '&nbsp;']","['51', '&nbsp;']"
8835,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['5,617', '&nbsp;']","['47', '&nbsp;']","['5,570', '&nbsp;']","['1,132', '&nbsp;']","['84', '&nbsp;']","['1,048', '&nbsp;']","['690', '&nbsp;']","['359', '&nbsp;']"
