table_id,row_id,characteristic_full_path,characteristic_level_1,characteristic_level_2,characteristic_level_3,characteristic_level_4,characteristic_level_5,characteristic_level_6,characteristic_hierarchy_depth,field_all_fields,field_life_sciencesa,field_physical_sciences_and_earth_sciences,field_mathematics_and_computer_sciences,field_psychology_and_social_sciences,field_engineering,field_education,field_humanities_and_arts,field_otherb
1791,r014,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Nonprofit organization,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Nonprofit organization,,,4,6.2,9.9,3.2,2.4,8.3,3.3,7.8,8.6,4.0
1791,r015,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Other or unknown<sup>j</sup>,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Other or unknown<sup>j</sup>,,,4,6.6,3.5,3.8,1.6,5.2,2.1,24.5,7.1,3.6
1791,r016,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Primary activity<sup>k</sup>,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Primary activity<sup>k</sup>,,,4,,,,,,,,,
1791,r017,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Primary activity<sup>k</sup> -> R&D,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Primary activity<sup>k</sup>,R&D,,5,44.1,46.0,67.6,65.1,36.1,74.2,12.6,8.9,37.9
1791,r018,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Primary activity<sup>k</sup> -> Teaching,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Primary activity<sup>k</sup>,Teaching,,5,31.6,25.5,16.2,22.8,34.8,9.0,42.7,71.0,44.4
1791,r019,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Primary activity<sup>k</sup> -> Management or administration,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Primary activity<sup>k</sup>,Management or administration,,5,10.2,8.7,3.1,2.4,8.3,3.9,32.7,9.7,9.7
1791,r020,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Primary activity<sup>k</sup> -> Professional services,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Primary activity<sup>k</sup>,Professional services,,5,13.8,19.0,12.3,9.5,20.4,12.4,11.7,10.1,7.9
1791,r021,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Primary activity<sup>k</sup> -> Other,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Primary activity<sup>k</sup>,Other,,5,0.4,0.8,0.7,0.2,0.3,0.5,0.2,0.3,0.1
1791,r022,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Secondary activity<sup>l</sup>,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Secondary activity<sup>l</sup>,,,4,,,,,,,,,
1791,r023,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Secondary activity<sup>l</sup> -> R&D,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Secondary activity<sup>l</sup>,R&D,,5,25.9,25.5,13.7,20.5,31.8,12.3,29.2,40.5,40.2
1791,r024,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Secondary activity<sup>l</sup> -> Teaching,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Secondary activity<sup>l</sup>,Teaching,,5,14.2,10.1,3.6,9.8,20.6,6.6,18.2,13.2,35.1
1791,r025,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Secondary activity<sup>l</sup> -> Management or administration,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Secondary activity<sup>l</sup>,Management or administration,,5,11.1,16.5,14.3,6.9,10.1,13.2,10.8,8.4,4.7
1791,r026,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Secondary activity<sup>l</sup> -> Professional services,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Secondary activity<sup>l</sup>,Professional services,,5,6.0,8.4,5.7,5.3,6.0,4.8,7.7,5.6,3.6
1791,r027,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Secondary activity<sup>l</sup> -> Other,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Secondary activity<sup>l</sup>,Other,,5,0.3,0.4,0.2,0.3,0.3,0.2,0.3,0.5,0.2
1791,r028,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Secondary activity<sup>l</sup> -> No secondary activity,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Secondary activity<sup>l</sup>,No secondary activity,,5,42.4,39.1,62.6,57.4,31.2,62.9,33.8,31.9,16.3
1791,r029,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Activity unknown,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Activity unknown,,,4,4.8,4.4,5.3,4.1,4.7,4.8,4.5,5.4,5.6
1791,r030,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup>,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,,,,3,,,,,,,,,
1791,r031,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup>,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,,,4,89.7,92.5,88.1,88.0,87.4,90.1,93.3,88.9,85.4
1791,r032,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup> -> New England,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,New England,,5,8.7,10.8,9.9,7.7,8.9,8.6,4.1,9.0,6.4
1791,r033,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup> -> Middle Atlantic,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,Middle Atlantic,,5,12.5,12.4,11.7,14.1,13.5,10.1,11.0,16.7,13.0
1791,r034,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup> -> East North Central,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,East North Central,,5,11.3,10.5,9.9,10.8,11.6,10.9,14.1,12.0,13.7
1791,r035,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup> -> West North Central,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,West North Central,,5,4.9,6.4,3.3,3.1,5.1,3.4,6.9,5.1,6.0
1791,r036,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup> -> South Atlantic,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,South Atlantic,,5,15.8,18.2,13.1,11.9,17.9,12.4,20.1,15.5,15.8
1791,r037,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup> -> East South Central,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,East South Central,,5,3.5,3.9,1.9,1.9,2.6,2.5,7.6,4.4,4.5
1791,r038,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup> -> West South Central,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,West South Central,,5,7.2,6.3,6.4,5.2,7.1,7.2,10.6,7.8,9.0
1791,r039,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup> -> Mountain,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,Mountain,,5,5.8,5.2,7.1,3.6,5.5,6.2,8.3,4.7,5.5
1791,r040,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> United States<sup>n</sup> -> Pacific and insular,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,United States<sup>n</sup>,Pacific and insular,,5,19.4,17.8,24.5,29.1,14.7,28.4,10.3,13.1,10.5
1791,r041,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> Not in United States,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,Not in United States,,,4,10.2,7.5,11.9,12.0,12.5,9.8,6.6,11.1,14.6
1791,r042,All doctorate recipients (number)<sup>c</sup> -> Postgraduation status (number)<sup>d</sup> -> Postgraduation location (%)<sup>m</sup> -> Location unknown,All doctorate recipients (number)<sup>c</sup>,Postgraduation status (number)<sup>d</sup>,Postgraduation location (%)<sup>m</sup>,Location unknown,,,4,0.05,0.05,0.05,0.0,0.1,0.1,0.05,0.1,0.1
1791,r043,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number),All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),,,,,2,29798,5659,4214,3043,3641,7726,1496,2567,1452
1791,r044,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup>,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,,,,3,,,,,,,,,
1791,r045,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite postgraduation study,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite postgraduation study,,,4,7238,2229,1559,674,759,1587,80,265,85
1791,r046,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment,,,4,11548,1282,1109,1423,1714,3126,908,1078,908
1791,r047,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Seeking employment or study,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Seeking employment or study,,,4,7692,1406,1172,661,753,2237,335,887,241
1791,r048,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Other<sup>e</sup>,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Other<sup>e</sup>,,,4,777,329,71,43,55,147,34,72,26
1791,r049,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite postgraduation study (%)<sup>f</sup>,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite postgraduation study (%)<sup>f</sup>,,,4,,,,,,,,,
1791,r050,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite postgraduation study (%)<sup>f</sup> -> Postdoc fellowship or research associateship,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite postgraduation study (%)<sup>f</sup>,Postdoc fellowship or research associateship,,5,94.9,93.7,97.4,96.6,92.0,95.7,87.5,93.2,92.9
1791,r051,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite postgraduation study (%)<sup>f</sup> -> Other or unknown<sup>g</sup>,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite postgraduation study (%)<sup>f</sup>,Other or unknown<sup>g</sup>,,5,5.1,6.3,2.6,3.4,8.0,4.3,12.5,6.8,7.1
1791,r052,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup>,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,,,4,,,,,,,,,
1791,r053,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Academe,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Academe,,5,39.2,37.4,17.4,30.5,55.0,15.7,58.9,71.2,76.0
1791,r054,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Government,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Government,,5,7.6,11.1,7.2,4.4,12.8,7.9,4.3,3.4,5.4
1791,r055,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Industry or business<sup>i</sup>,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Industry or business<sup>i</sup>,,5,43.2,42.0,68.7,61.3,20.5,71.2,5.2,7.1,12.9
1791,r056,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Nonprofit organization,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Nonprofit organization,,5,5.2,6.4,3.2,2.3,8.1,3.0,8.1,11.2,2.6
1791,r057,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Other or unknown<sup>j</sup>,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Other or unknown<sup>j</sup>,,5,4.7,3.1,3.4,1.4,3.7,2.2,23.5,7.1,3.1
1791,r058,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Primary activity<sup>k</sup>,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Primary activity<sup>k</sup>,,5,,,,,,,,,
1791,r059,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Primary activity<sup>k</sup> -> R&D,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Primary activity<sup>k</sup>,R&D,6,52.7,54.2,70.3,67.3,40.0,76.2,12.7,9.2,41.2
1791,r060,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Primary activity<sup>k</sup> -> Teaching,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Primary activity<sup>k</sup>,Teaching,6,26.7,21.3,13.8,21.1,33.3,8.7,39.7,70.1,43.6
1791,r061,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Primary activity<sup>k</sup> -> Management or administration,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Primary activity<sup>k</sup>,Management or administration,6,8.1,7.6,3.1,2.4,7.9,3.8,38.9,8.6,7.8
1791,r062,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Primary activity<sup>k</sup> -> Professional services,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Primary activity<sup>k</sup>,Professional services,6,12.1,16.4,12.1,9.0,18.5,10.8,8.4,11.9,7.4
1791,r063,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Primary activity<sup>k</sup> -> Other,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Primary activity<sup>k</sup>,Other,6,0.4,0.6,0.7,0.2,0.3,0.5,0.2,0.2,0.0
1791,r064,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Secondary activity<sup>l</sup>,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Secondary activity<sup>l</sup>,,5,,,,,,,,,
1791,r065,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Secondary activity<sup>l</sup> -> R&D,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Secondary activity<sup>l</sup>,R&D,6,22.7,23.1,12.5,18.8,30.6,11.9,28.8,37.9,38.9
1791,r066,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Secondary activity<sup>l</sup> -> Teaching,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Secondary activity<sup>l</sup>,Teaching,6,13.8,11.1,3.7,9.8,22.9,6.3,19.4,14.4,38.2
1791,r067,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Secondary activity<sup>l</sup> -> Management or administration,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Secondary activity<sup>l</sup>,Management or administration,6,11.5,17.8,14.2,7.2,10.6,13.4,10.9,8.9,4.7
1791,r068,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Secondary activity<sup>l</sup> -> Professional services,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Secondary activity<sup>l</sup>,Professional services,6,5.7,7.8,6.0,5.3,5.8,4.8,8.4,5.6,3.3
1791,r069,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Secondary activity<sup>l</sup> -> Other,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Secondary activity<sup>l</sup>,Other,6,0.2,0.2,0.1,0.3,0.3,0.2,0.2,0.4,0.1
1791,r070,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Secondary activity<sup>l</sup> -> No secondary activity,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Secondary activity<sup>l</sup>,No secondary activity,6,46.1,40.0,63.6,58.6,29.8,63.3,32.4,32.8,14.9
1791,r071,All doctorate recipients (number)<sup>c</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>d</sup> -> Definite employment (%)<sup>h</sup> -> Activity unknown,All doctorate recipients (number)<sup>c</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>d</sup>,Definite employment (%)<sup>h</sup>,Activity unknown,,5,4.7,4.2,5.2,3.7,4.0,5.0,3.9,5.7,5.9
