table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_usda_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
12708,r014,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,13,"['37,842', '']","['63', '']","['863', '']","['30,092', '']","['67', '']","['8', '']","['0', '']","['3,022', '']","['2', '']","['3,331', '']","['394', '']"
12708,r015,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,14,"['36,525', '']","['0', '']","['359', '']","['30,924', '']","['121', '']","['0', '']","['0', '']","['1,820', '']","['172', '']","['2,743', '']","['386', '']"
12708,r016,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,15,"['34,662', '']","['32', '']","['319', '']","['24,916', '']","['2', '']","['169', '']","['1,591', '']","['5,487', '']","['0', '']","['1,185', '']","['961', '']"
12708,r017,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,16,"['34,371', '']","['0', '']","['120', '']","['24,273', '']","['0', '']","['0', '']","['0', '']","['1,541', '']","['93', '']","['3,954', '']","['4,390', '']"
12708,r018,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,17,"['33,628', '']","['89', '']","['0', '']","['24,179', '']","['86', '']","['0', '']","['0', '']","['2,416', '']","['0', '']","['5,826', '']","['1,032', '']"
12708,r019,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,18,"['32,057', '']","['0', '']","['14', '']","['30,297', '']","['0', '']","['260', '']","['0', '']","['187', '']","['0', '']","['235', '']","['1,064', '']"
12708,r020,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,19,"['31,471', '']","['0', '']","['533', '']","['28,270', '']","['0', '']","['235', '']","['0', '']","['97', '']","['1,073', '']","['1,206', '']","['57', '']"
12708,r021,All institutions -> U. Maryland<sup>a</sup>,All institutions,U. Maryland<sup>a</sup>,2,20,"['30,601', '']","['71', '']","['2,279', '']","['25,673', '']","['0', '']","['6', '']","['0', '']","['80', '']","['0', '']","['2,492', '']","['0', '']"
12708,r022,"All institutions -> U. Nebraska, Lincoln and Medical Center<sup>b</sup>",All institutions,"U. Nebraska, Lincoln and Medical Center<sup>b</sup>",2,21,"['29,004', '']","['19', '']","['8', '']","['25,323', '']","['65', '']","['0', '']","['30', '']","['353', '']","['0', '']","['2,909', '']","['297', '']"
12708,r023,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,22,"['28,874', '']","['91', '']","['2', '']","['23,098', '']","['0', '']","['0', '']","['41', '']","['3,022', '']","['0', '']","['960', '']","['1,660', '']"
12708,r024,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,23,"['27,860', '']","['2,399', '']","['12', '']","['20,681', '']","['4', '']","['182', '']","['552', '']","['494', '']","['0', '']","['3,308', '']","['228', '']"
12708,r025,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,24,"['26,449', '']","['255', '']","['56', '']","['22,370', '']","['51', '']","['1,080', '']","['0', '']","['1,804', '']","['0', '']","['672', '']","['161', '']"
12708,r026,All institutions -> U. Vermont,All institutions,U. Vermont,2,25,"['21,988', '']","['0', '']","['0', '']","['20,978', '']","['0', '']","['0', '']","['0', '']","['980', '']","['0', '']","['30', '']","['0', '']"
12708,r027,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,26,"['20,615', '']","['0', '']","['1,132', '']","['19,068', '']","['0', '']","['0', '']","['0', '']","['229', '']","['0', '']","['129', '']","['57', '']"
12708,r028,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,27,"['20,159', '']","['0', '']","['27', '']","['16,072', '']","['0', '']","['0', '']","['0', '']","['44', '']","['1,388', '']","['2,483', '']","['145', '']"
12708,r029,All institutions -> U. Idaho,All institutions,U. Idaho,2,28,"['20,068', '']","['0', '']","['138', '']","['17,966', '']","['0', '']","['105', '']","['0', '']","['915', '']","['0', '']","['644', '']","['300', '']"
12708,r030,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,29,"['19,630', '']","['90', '']","['117', '']","['18,797', '']","['0', '']","['11', '']","['0', '']","['32', '']","['0', '']","['579', '']","['4', '']"
12708,r031,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,30,"['19,062', '']","['61', '']","['2,632', '']","['15,438', '']","['0', '']","['0', '']","['0', '']","['172', '']","['0', '']","['759', '']","['0', '']"
12708,r032,All institutions -> Tufts U.,All institutions,Tufts U.,2,31,"['18,688', '']","['0', '']","['204', '']","['14,988', '']","['0', '']","['0', '']","['0', '']","['394', '']","['1,497', '']","['1,605', '']","['0', '']"
12708,r033,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,32,"['18,169', '']","['0', '']","['96', '']","['15,873', '']","['0', '']","['113', '']","['0', '']","['0', '']","['0', '']","['1,998', '']","['89', '']"
12708,r034,All institutions -> U. Arizona,All institutions,U. Arizona,2,33,"['17,750', '']","['74', '']","['312', '']","['14,646', '']","['82', '']","['0', '']","['0', '']","['314', '']","['0', '']","['2,254', '']","['68', '']"
12708,r035,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,34,"['16,990', '']","['0', '']","['0', '']","['16,990', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12708,r036,All institutions -> U. Maine,All institutions,U. Maine,2,35,"['16,986', '']","['0', '']","['466', '']","['15,261', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['218', '']","['1,041', '']"
12708,r037,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,36,"['16,517', '']","['14', '']","['0', '']","['14,159', '']","['0', '']","['210', '']","['11', '']","['425', '']","['0', '']","['1,698', '']","['0', '']"
12708,r038,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,37,"['16,487', '']","['0', '']","['0', '']","['13,336', '']","['0', '']","['40', '']","['0', '']","['1,230', '']","['0', '']","['1,295', '']","['586', '']"
12708,r039,All institutions -> South Dakota State U.,All institutions,South Dakota State U.,2,38,"['15,238', '']","['0', '']","['144', '']","['13,858', '']","['11', '']","['23', '']","['76', '']","['380', '']","['0', '']","['746', '']","['0', '']"
12708,r040,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,39,"['14,775', '']","['10', '']","['4', '']","['10,512', '']","['0', '']","['49', '']","['274', '']","['1,301', '']","['0', '']","['1,748', '']","['877', '']"
12708,r041,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,40,"['12,709', '']","['0', '']","['38', '']","['10,779', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,629', '']","['263', '']","['0', '']"
12708,r042,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,41,"['12,516', '']","['0', '']","['885', '']","['10,212', '']","['0', '']","['0', '']","['0', '']","['180', '']","['875', '']","['236', '']","['128', '']"
12708,r043,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,42,"['12,045', '']","['0', '']","['314', '']","['11,003', '']","['0', '']","['125', '']","['0', '']","['266', '']","['0', '']","['313', '']","['24', '']"
12708,r044,All institutions -> Clemson U.,All institutions,Clemson U.,2,43,"['11,985', '']","['1,290', '']","['0', '']","['6,977', '']","['0', '']","['0', '']","['0', '']","['645', '']","['0', '']","['314', '']","['2,759', '']"
12708,r045,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,44,"['11,701', '']","['0', '']","['8', '']","['10,655', '']","['0', '']","['0', '']","['0', '']","['190', '']","['295', '']","['335', '']","['218', '']"
12708,r046,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,45,"['11,514', '']","['224', '']","['83', '']","['8,852', '']","['6', '']","['208', '']","['163', '']","['1,614', '']","['0', '']","['364', '']","['0', '']"
12708,r047,All institutions -> Utah State U.,All institutions,Utah State U.,2,46,"['11,413', '']","['22', '']","['0', '']","['10,283', '']","['31', '']","['97', '']","['0', '']","['326', '']","['0', '']","['129', '']","['525', '']"
12708,r048,All institutions -> Tennessee State U.,All institutions,Tennessee State U.,2,47,"['10,846', '']","['9', '']","['0', '']","['10,581', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['227', '']","['29', '']"
12708,r049,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,48,"['10,818', '']","['0', '']","['270', '']","['10,298', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['250', '']","['0', '']"
12708,r050,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,49,"['9,883', '']","['0', '']","['313', '']","['8,539', '']","['5', '']","['67', '']","['0', '']","['702', '']","['0', '']","['257', '']","['0', '']"
12708,r051,All institutions -> Alcorn State U.,All institutions,Alcorn State U.,2,50,"['9,485', '']","['0', '']","['0', '']","['6,661', '']","['0', '']","['0', '']","['0', '']","['2,824', '']","['0', '']","['0', '']","['0', '']"
12708,r052,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,51,"['9,100', '']","['0', '']","['689', '']","['8,135', '']","['0', '']","['0', '']","['0', '']","['255', '']","['0', '']","['4', '']","['17', '']"
12708,r053,All institutions -> North Carolina A&T State U.,All institutions,North Carolina A&T State U.,2,52,"['8,379', '']","['602', '']","['0', '']","['7,770', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['7', '']"
12708,r054,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,53,"['7,610', '']","['19', '']","['512', '']","['7,011', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['49', '']","['19', '']"
12708,r055,All institutions -> Kentucky State U.,All institutions,Kentucky State U.,2,54,"['7,605', '']","['0', '']","['0', '']","['7,605', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12708,r056,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,55,"['7,158', '']","['0', '']","['2', '']","['7,131', '']","['0', '']","['0', '']","['0', '']","['7', '']","['0', '']","['4', '']","['14', '']"
12708,r057,All institutions -> U. Delaware,All institutions,U. Delaware,2,56,"['7,014', '']","['0', '']","['117', '']","['5,899', '']","['0', '']","['105', '']","['0', '']","['607', '']","['96', '']","['190', '']","['0', '']"
12708,r058,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,57,"['6,867', '']","['0', '']","['2,147', '']","['3,999', '']","['0', '']","['0', '']","['0', '']","['586', '']","['132', '']","['0', '']","['3', '']"
12708,r059,All institutions -> Prairie View A&M U.,All institutions,Prairie View A&M U.,2,58,"['6,566', '']","['0', '']","['0', '']","['5,693', '']","['0', '']","['225', '']","['0', '']","['264', '']","['0', '']","['265', '']","['119', '']"
12708,r060,All institutions -> Fort Valley State U.,All institutions,Fort Valley State U.,2,59,"['6,477', '']","['0', '']","['0', '']","['6,477', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12708,r061,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,60,"['5,998', '']","['0', '']","['661', '']","['3,099', '']","['0', '']","['765', '']","['0', '']","['123', '']","['0', '']","['120', '']","['1,230', '']"
12708,r062,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,61,"['5,750', '']","['39', '']","['587', '']","['3,781', '']","['0', '']","['0', '']","['0', '']","['1,169', '']","['0', '']","['166', '']","['8', '']"
12708,r063,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,62,"['5,499', '']","['0', '']","['0', '']","['4,446', '']","['0', '']","['0', '']","['19', '']","['704', '']","['0', '']","['5', '']","['325', '']"
12708,r064,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,63,"['5,424', '']","['187', '']","['95', '']","['4,101', '']","['0', '']","['0', '']","['0', '']","['933', '']","['0', '']","['0', '']","['108', '']"
12708,r065,"All institutions -> U. Maryland, Eastern Shore",All institutions,"U. Maryland, Eastern Shore",2,64,"['5,377', '']","['0', '']","['0', '']","['5,314', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['63', '']","['0', '']"
12708,r066,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,65,"['5,233', '']","['0', '']","['15', '']","['4,762', '']","['0', '']","['0', '']","['0', '']","['241', '']","['197', '']","['18', '']","['0', '']"
12708,r067,All institutions -> Delaware State U.,All institutions,Delaware State U.,2,66,"['5,147', '']","['112', '']","['484', '']","['4,551', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12708,r068,All institutions -> Tuskegee U.,All institutions,Tuskegee U.,2,67,"['4,987', '']","['0', '']","['0', '']","['4,987', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12708,r069,"All institutions -> Southern U. and A&M C., Agricultural Research and Extension Center",All institutions,"Southern U. and A&M C., Agricultural Research and Extension Center",2,68,"['4,688', '']","['0', '']","['0', '']","['4,688', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12708,r070,All institutions -> Central State U.,All institutions,Central State U.,2,69,"['4,682', '']","['0', '']","['98', '']","['4,584', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12708,r071,All institutions -> Tarleton State U.,All institutions,Tarleton State U.,2,70,"['4,467', '']","['0', '']","['92', '']","['4,375', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12708,r072,All institutions -> Virginia State U.,All institutions,Virginia State U.,2,71,"['4,360', '']","['0', '']","['45', '']","['4,315', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12708,r073,All institutions -> U. Guam,All institutions,U. Guam,2,72,"['4,150', '']","['0', '']","['89', '']","['4,026', '']","['0', '']","['0', '']","['0', '']","['35', '']","['0', '']","['0', '']","['0', '']"
12708,r074,"All institutions -> Lincoln U., Jefferson City",All institutions,"Lincoln U., Jefferson City",2,73,"['4,107', '']","['0', '']","['278', '']","['3,766', '']","['0', '']","['0', '']","['0', '']","['19', '']","['44', '']","['0', '']","['0', '']"
12708,r075,All institutions -> U. of the Virgin Islands,All institutions,U. of the Virgin Islands,2,74,"['4,090', '']","['0', '']","['24', '']","['4,066', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12708,r076,All institutions -> Langston U.,All institutions,Langston U.,2,75,"['3,984', '']","['0', '']","['0', '']","['3,934', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['50', '']"
12708,r077,"All institutions -> U. California, Merced",All institutions,"U. California, Merced",2,76,"['3,810', '']","['0', '']","['83', '']","['563', '']","['0', '']","['82', '']","['0', '']","['0', '']","['0', '']","['2,589', '']","['493', '']"
12708,r078,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,77,"['3,722', '']","['0', '']","['0', '']","['2,757', '']","['0', '']","['0', '']","['0', '']","['136', '']","['224', '']","['494', '']","['111', '']"
12708,r079,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,78,"['3,609', '']","['0', '']","['0', '']","['1,178', '']","['0', '']","['252', '']","['0', '']","['1,129', '']","['90', '']","['881', '']","['79', '']"
12708,r080,All institutions -> Johns Hopkins U.<sup>c</sup>,All institutions,Johns Hopkins U.<sup>c</sup>,2,79,"['3,553', '']","['1,052', '']","['619', '']","['594', '']","['0', '']","['79', '']","['0', '']","['0', '']","['0', '']","['1,209', '']","['0', '']"
12708,r081,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,80,"['3,154', '']","['0', '']","['5', '']","['2,399', '']","['0', '']","['52', '']","['0', '']","['29', '']","['0', '']","['0', '']","['669', '']"
12708,r082,"All institutions -> U. Arkansas, Pine Bluff",All institutions,"U. Arkansas, Pine Bluff",2,81,"['3,085', '']","['0', '']","['0', '']","['2,892', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['193', '']"
12708,r083,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,82,"['3,062', '']","['0', '']","['28', '']","['2,784', '']","['0', '']","['0', '']","['0', '']","['43', '']","['0', '']","['207', '']","['0', '']"
12708,r084,All institutions -> Texas A&M U.-Kingsville,All institutions,Texas A&M U.-Kingsville,2,83,"['2,980', '']","['0', '']","['0', '']","['2,754', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['226', '']","['0', '']"
12708,r085,All institutions -> South Carolina State U.,All institutions,South Carolina State U.,2,84,"['2,784', '']","['429', '']","['278', '']","['1,608', '']","['0', '']","['0', '']","['0', '']","['184', '']","['0', '']","['108', '']","['177', '']"
12708,r086,All institutions -> Florida Atlantic U.,All institutions,Florida Atlantic U.,2,85,"['2,722', '']","['0', '']","['0', '']","['2,537', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['185', '']","['0', '']"
12708,r087,All institutions -> Thomas Jefferson U.,All institutions,Thomas Jefferson U.,2,86,"['2,699', '']","['0', '']","['0', '']","['2,699', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12708,r088,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,87,"['2,554', '']","['0', '']","['23', '']","['2,258', '']","['0', '']","['0', '']","['0', '']","['29', '']","['0', '']","['0', '']","['244', '']"
12708,r089,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,88,"['2,508', '']","['0', '']","['0', '']","['11', '']","['0', '']","['0', '']","['0', '']","['222', '']","['0', '']","['49', '']","['2,226', '']"
12708,r090,All institutions -> West Virginia State U.,All institutions,West Virginia State U.,2,89,"['2,502', '']","['0', '']","['0', '']","['2,502', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12708,r091,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,90,"['2,473', '']","['0', '']","['8', '']","['2,358', '']","['0', '']","['0', '']","['0', '']","['107', '']","['0', '']","['0', '']","['0', '']"
12708,r092,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,91,"['2,392', '']","['2,257', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['135', '']","['0', '']"
12708,r093,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,92,"['2,383', '']","['0', '']","['0', '']","['2,383', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12708,r094,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,93,"['2,248', '']","['0', '']","['1,843', '']","['260', '']","['0', '']","['0', '']","['0', '']","['24', '']","['0', '']","['121', '']","['0', '']"
12708,r095,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,94,"['2,158', '']","['0', '']","['226', '']","['1,800', '']","['0', '']","['0', '']","['0', '']","['112', '']","['0', '']","['20', '']","['0', '']"
12708,r096,All institutions -> U. Texas Rio Grande Valley,All institutions,U. Texas Rio Grande Valley,2,95,"['2,143', '']","['97', '']","['0', '']","['1,837', '']","['0', '']","['0', '']","['0', '']","['14', '']","['63', '']","['51', '']","['81', '']"
12708,r097,All institutions -> Western Illinois U.,All institutions,Western Illinois U.,2,96,"['2,104', '']","['0', '']","['0', '']","['2,104', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12708,r098,"All institutions -> SUNY, C. of Environmental Science and Forestry",All institutions,"SUNY, C. of Environmental Science and Forestry",2,97,"['2,077', '']","['0', '']","['139', '']","['1,858', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['80', '']","['0', '']"
12708,r099,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,98,"['2,051', '']","['0', '']","['137', '']","['337', '']","['0', '']","['157', '']","['0', '']","['0', '']","['0', '']","['188', '']","['1,232', '']"
12708,r100,All institutions -> Cold Spring Harbor Laboratory,All institutions,Cold Spring Harbor Laboratory,2,99,"['1,983', '']","['0', '']","['0', '']","['1,983', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12708,r101,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,100,"['1,947', '']","['0', '']","['1,892', '']","['55', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12708,r102,All institutions -> Texas State U.,All institutions,Texas State U.,2,101,"['1,913', '']","['0', '']","['0', '']","['1,316', '']","['0', '']","['109', '']","['0', '']","['107', '']","['0', '']","['64', '']","['317', '']"
12708,r103,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,102,"['1,818', '']","['0', '']","['0', '']","['1,581', '']","['0', '']","['102', '']","['0', '']","['0', '']","['0', '']","['113', '']","['22', '']"
12708,r104,"All institutions -> California Polytechnic State U., San Luis Obispo",All institutions,"California Polytechnic State U., San Luis Obispo",2,103,"['1,743', '']","['0', '']","['0', '']","['1,661', '']","['0', '']","['0', '']","['0', '']","['82', '']","['0', '']","['0', '']","['0', '']"
12708,r105,"All institutions -> Southern Illinois U., Carbondale",All institutions,"Southern Illinois U., Carbondale",2,104,"['1,691', '']","['62', '']","['71', '']","['1,258', '']","['0', '']","['0', '']","['0', '']","['0', '']","['300', '']","['0', '']","['0', '']"
12708,r106,All institutions -> Boise State U.,All institutions,Boise State U.,2,105,"['1,663', '']","['0', '']","['133', '']","['971', '']","['0', '']","['88', '']","['35', '']","['6', '']","['0', '']","['260', '']","['170', '']"
12708,r107,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,106,"['1,640', '']","['215', '']","['307', '']","['646', '']","['32', '']","['0', '']","['0', '']","['416', '']","['0', '']","['0', '']","['24', '']"
12708,r108,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,107,"['1,613', '']","['299', '']","['0', '']","['181', '']","['0', '']","['0', '']","['0', '']","['156', '']","['0', '']","['929', '']","['48', '']"
12708,r109,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,108,"['1,578', '']","['46', '']","['0', '']","['1,282', '']","['0', '']","['66', '']","['0', '']","['175', '']","['0', '']","['0', '']","['9', '']"
12708,r110,All institutions -> Colby C.,All institutions,Colby C.,2,109,"['1,546', '']","['0', '']","['0', '']","['1,471', '']","['10', '']","['0', '']","['0', '']","['65', '']","['0', '']","['0', '']","['0', '']"
12708,r111,All institutions -> Baylor U.,All institutions,Baylor U.,2,110,"['1,536', '']","['0', '']","['0', '']","['539', '']","['0', '']","['349', '']","['0', '']","['648', '']","['0', '']","['0', '']","['0', '']"
12708,r112,"All institutions -> California State Polytechnic U., Humboldt",All institutions,"California State Polytechnic U., Humboldt",2,111,"['1,498', '']","['0', '']","['0', '']","['520', '']","['0', '']","['0', '']","['0', '']","['978', '']","['0', '']","['0', '']","['0', '']"
12708,r113,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,112,"['1,415', '']","['0', '']","['12', '']","['259', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,144', '']"
12708,r114,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,113,"['1,354', '']","['0', '']","['1,012', '']","['220', '']","['0', '']","['0', '']","['0', '']","['122', '']","['0', '']","['0', '']","['0', '']"
12708,r115,All institutions -> U. Iowa,All institutions,U. Iowa,2,114,"['1,252', '']","['0', '']","['0', '']","['504', '']","['0', '']","['125', '']","['0', '']","['7', '']","['0', '']","['616', '']","['0', '']"
