table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2020,field_2021,field_2022_all_non_s_e_fields,field_2022_business_management_and_business_administration,field_2022_communication_and_communications_technologies,field_2022_education,field_2022_humanities,field_2022_law,field_2022_social_work,field_2022_visual_and_performing_arts,field_2022_other
10151,r011,All institutions -> Washington State U.,All institutions,Washington State U.,2,10,"['19,600', '']","['17,081', '']","['23,985', '']","['3,183', '']","['1,152', '']","['17,663', '']","['462', '']","['0', '']","['28', '']","['5', '']","['1,492', '']"
10151,r012,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,11,"['17,485', '']","['19,474', '']","['21,941', '']","['0', '']","['5', '']","['20,525', '']","['62', '']","['0', '']","['313', '']","['27', '']","['1,009', '']"
10151,r013,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,12,"['21,966', '']","['19,390', '']","['21,318', '']","['0', '']","['0', '']","['20,858', '']","['83', '']","['0', '']","['0', '']","['20', '']","['357', '']"
10151,r014,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,13,"['19,161', '']","['18,506', '']","['20,709', '']","['46', '']","['43', '']","['17,425', '']","['55', '']","['152', '']","['63', '']","['0', '']","['2,925', '']"
10151,r015,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,14,"['15,773', '']","['17,666', '']","['20,599', '']","['3,269', '']","['664', '']","['9,787', '']","['793', '']","['2', '']","['5,962', '']","['122', '']","['0', '']"
10151,r016,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,15,"['14,125', '']","['17,648', '']","['20,572', '']","['7,227', '']","['0', '']","['8,657', '']","['4,348', '']","['0', '']","['0', '']","['114', '']","['226', '']"
10151,r017,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,16,"['16,093', '']","['15,927', '']","['20,456', '']","['591', '']","['101', '']","['18,012', '']","['429', '']","['39', '']","['0', '']","['0', '']","['1,284', '']"
10151,r018,All institutions -> Texas State U.,All institutions,Texas State U.,2,17,"['13,652', '']","['15,180', '']","['20,181', '']","['0', '']","['0', '']","['5,708', '']","['200', '']","['13,935', '']","['0', '']","['0', '']","['338', '']"
10151,r019,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,18,"['12,811', '']","['14,850', '']","['20,027', '']","['2,418', '']","['626', '']","['15,921', '']","['139', '']","['198', '']","['0', '']","['589', '']","['136', '']"
10151,r020,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,19,"['14,656', '']","['15,444', '']","['19,870', '']","['58', '']","['541', '']","['16,569', '']","['1,072', '']","['0', '']","['0', '']","['0', '']","['1,630', '']"
10151,r021,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,20,"['15,517', '']","['16,017', '']","['19,812', '']","['811', '']","['5,851', '']","['5,119', '']","['1,534', '']","['630', '']","['0', '']","['197', '']","['5,670', '']"
10151,r022,All institutions -> U. Maryland<sup>a</sup>,All institutions,U. Maryland<sup>a</sup>,2,21,"['20,102', '']","['19,989', '']","['19,789', '']","['926', '']","['205', '']","['4,732', '']","['1,308', '']","['242', '']","['8,521', '']","['16', '']","['3,839', '']"
10151,r023,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,22,"['14,855', '']","['17,410', '']","['19,218', '']","['0', '']","['0', '']","['0', '']","['0', '']","['16', '']","['19,180', '']","['0', '']","['22', '']"
10151,r024,All institutions -> U. South Florida<sup>b</sup>,All institutions,U. South Florida<sup>b</sup>,2,23,"['16,872', '']","['24,086', '']","['19,061', '']","['274', '']","['381', '']","['17,397', '']","['97', '']","['0', '']","['115', '']","['33', '']","['764', '']"
10151,r025,All institutions -> U. Southern California,All institutions,U. Southern California,2,24,"['12,592', '']","['15,153', '']","['18,166', '']","['900', '']","['608', '']","['2,785', '']","['47', '']","['591', '']","['6,550', '']","['1,973', '']","['4,712', '']"
10151,r026,All institutions -> U. Florida,All institutions,U. Florida,2,25,"['21,625', '']","['18,722', '']","['17,766', '']","['2,235', '']","['710', '']","['11,803', '']","['52', '']","['48', '']","['0', '']","['528', '']","['2,390', '']"
10151,r027,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,26,"['12,964', '']","['17,615', '']","['17,765', '']","['1,748', '']","['352', '']","['4,096', '']","['73', '']","['0', '']","['0', '']","['0', '']","['11,496', '']"
10151,r028,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,27,"['6,685', '']","['16,343', '']","['16,991', '']","['3,002', '']","['1,426', '']","['10,486', '']","['1,130', '']","['428', '']","['505', '']","['14', '']","['0', '']"
10151,r029,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,28,"['15,364', '']","['18,398', '']","['16,205', '']","['378', '']","['1,793', '']","['10,150', '']","['0', '']","['700', '']","['2,883', '']","['301', '']","['0', '']"
10151,r030,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,29,"['15,393', '']","['15,435', '']","['15,952', '']","['1,535', '']","['92', '']","['13,834', '']","['183', '']","['0', '']","['57', '']","['0', '']","['251', '']"
10151,r031,All institutions -> New York U.,All institutions,New York U.,2,30,"['15,252', '']","['12,475', '']","['15,767', '']","['214', '']","['0', '']","['10,045', '']","['410', '']","['192', '']","['2,682', '']","['96', '']","['2,128', '']"
10151,r032,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,31,"['15,767', '']","['17,136', '']","['14,611', '']","['154', '']","['0', '']","['14,402', '']","['4', '']","['28', '']","['0', '']","['23', '']","['0', '']"
10151,r033,All institutions -> U. Oregon,All institutions,U. Oregon,2,32,"['15,096', '']","['13,625', '']","['14,397', '']","['96', '']","['637', '']","['10,807', '']","['251', '']","['72', '']","['0', '']","['0', '']","['2,534', '']"
10151,r034,"All institutions -> U. North Carolina, Greensboro",All institutions,"U. North Carolina, Greensboro",2,33,"['9,868', '']","['12,066', '']","['14,360', '']","['263', '']","['0', '']","['11,509', '']","['26', '']","['0', '']","['1,009', '']","['2', '']","['1,551', '']"
10151,r035,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,34,"['9,624', '']","['14,134', '']","['13,768', '']","['352', '']","['698', '']","['9,754', '']","['726', '']","['0', '']","['0', '']","['684', '']","['1,554', '']"
10151,r036,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,35,"['11,348', '']","['12,238', '']","['13,675', '']","['748', '']","['62', '']","['3,316', '']","['182', '']","['51', '']","['1,974', '']","['164', '']","['7,178', '']"
10151,r037,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,36,"['4,088', '']","['12,251', '']","['13,473', '']","['788', '']","['101', '']","['11,371', '']","['5', '']","['80', '']","['202', '']","['55', '']","['871', '']"
10151,r038,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,37,"['753', '']","['27,633', '']","['12,527', '']","['2', '']","['0', '']","['2,470', '']","['1,244', '']","['0', '']","['0', '']","['0', '']","['8,811', '']"
10151,r039,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,38,"['11,863', '']","['10,275', '']","['12,202', '']","['1,156', '']","['1,484', '']","['7,512', '']","['905', '']","['0', '']","['433', '']","['10', '']","['702', '']"
10151,r040,All institutions -> U. West Florida,All institutions,U. West Florida,2,39,"['9,681', '']","['9,624', '']","['11,381', '']","['10,397', '']","['0', '']","['949', '']","['0', '']","['0', '']","['0', '']","['0', '']","['35', '']"
10151,r041,All institutions -> U. Denver,All institutions,U. Denver,2,40,"['10,202', '']","['9,902', '']","['10,496', '']","['122', '']","['0', '']","['2,909', '']","['126', '']","['38', '']","['7,301', '']","['0', '']","['0', '']"
10151,r042,All institutions -> Clemson U.,All institutions,Clemson U.,2,41,"['7,765', '']","['6,152', '']","['10,391', '']","['34', '']","['31', '']","['2,355', '']","['43', '']","['0', '']","['0', '']","['0', '']","['7,928', '']"
10151,r043,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,42,"['8,799', '']","['8,284', '']","['9,710', '']","['60', '']","['0', '']","['1,679', '']","['1', '']","['0', '']","['0', '']","['0', '']","['7,970', '']"
10151,r044,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,43,"['1,840', '']","['2,442', '']","['9,161', '']","['110', '']","['218', '']","['892', '']","['118', '']","['0', '']","['0', '']","['15', '']","['7,808', '']"
10151,r045,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,44,"['7,501', '']","['8,958', '']","['9,046', '']","['226', '']","['0', '']","['5,505', '']","['498', '']","['6', '']","['2,353', '']","['247', '']","['211', '']"
10151,r046,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,45,"['4,886', '']","['6,331', '']","['9,024', '']","['985', '']","['729', '']","['5,946', '']","['179', '']","['1,151', '']","['0', '']","['2', '']","['32', '']"
10151,r047,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,46,"['10,678', '']","['8,249', '']","['9,022', '']","['498', '']","['161', '']","['6,305', '']","['921', '']","['356', '']","['436', '']","['41', '']","['304', '']"
10151,r048,All institutions -> U. Utah,All institutions,U. Utah,2,47,"['7,394', '']","['10,897', '']","['8,505', '']","['563', '']","['1,376', '']","['68', '']","['1,201', '']","['7', '']","['0', '']","['3,825', '']","['1,465', '']"
10151,r049,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,48,"['12,568', '']","['8,735', '']","['8,308', '']","['0', '']","['0', '']","['7,934', '']","['72', '']","['0', '']","['0', '']","['302', '']","['0', '']"
10151,r050,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,49,"['5,819', '']","['7,491', '']","['8,283', '']","['725', '']","['1', '']","['4,568', '']","['30', '']","['0', '']","['2,935', '']","['0', '']","['24', '']"
10151,r051,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,50,"['7,257', '']","['6,982', '']","['8,213', '']","['1,506', '']","['410', '']","['3,331', '']","['429', '']","['0', '']","['1,681', '']","['12', '']","['844', '']"
10151,r052,All institutions -> Harvard U.,All institutions,Harvard U.,2,51,"['7,290', '']","['7,279', '']","['8,186', '']","['0', '']","['37', '']","['6,601', '']","['1,328', '']","['220', '']","['0', '']","['0', '']","['0', '']"
10151,r053,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,52,"['7,040', '']","['7,809', '']","['8,085', '']","['411', '']","['0', '']","['2,592', '']","['1,641', '']","['0', '']","['1,070', '']","['15', '']","['2,356', '']"
10151,r054,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,53,"['4,759', '']","['8,657', '']","['8,013', '']","['3,494', '']","['245', '']","['634', '']","['725', '']","['0', '']","['0', '']","['428', '']","['2,487', '']"
10151,r055,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,54,"['6,715', '']","['6,711', '']","['7,494', '']","['313', '']","['23', '']","['4,475', '']","['66', '']","['0', '']","['856', '']","['0', '']","['1,761', '']"
10151,r056,All institutions -> U. Chicago,All institutions,U. Chicago,2,55,"['4,713', '']","['4,177', '']","['7,350', '']","['426', '']","['0', '']","['1,068', '']","['399', '']","['0', '']","['3,377', '']","['0', '']","['2,080', '']"
10151,r057,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,56,"['4,318', '']","['5,735', '']","['7,113', '']","['361', '']","['161', '']","['3,033', '']","['144', '']","['0', '']","['0', '']","['0', '']","['3,414', '']"
10151,r058,All institutions -> Boston U.,All institutions,Boston U.,2,57,"['5,785', '']","['5,758', '']","['6,951', '']","['110', '']","['0', '']","['4,445', '']","['85', '']","['34', '']","['2,277', '']","['0', '']","['0', '']"
10151,r059,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,58,"['4,287', '']","['4,986', '']","['6,852', '']","['161', '']","['0', '']","['0', '']","['582', '']","['40', '']","['0', '']","['0', '']","['6,069', '']"
10151,r060,All institutions -> U. Iowa,All institutions,U. Iowa,2,59,"['4,022', '']","['5,148', '']","['6,812', '']","['497', '']","['398', '']","['2,385', '']","['2,927', '']","['30', '']","['567', '']","['0', '']","['8', '']"
10151,r061,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,60,"['10,237', '']","['7,834', '']","['6,723', '']","['200', '']","['186', '']","['3,561', '']","['2,004', '']","['502', '']","['93', '']","['177', '']","['0', '']"
10151,r062,"All institutions -> California State U., East Bay",All institutions,"California State U., East Bay",2,61,"['1,330', '']","['1,858', '']","['6,615', '']","['0', '']","['18', '']","['6,597', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10151,r063,All institutions -> Drexel U.,All institutions,Drexel U.,2,62,"['4,611', '']","['5,319', '']","['6,305', '']","['0', '']","['0', '']","['2,023', '']","['265', '']","['0', '']","['0', '']","['68', '']","['3,949', '']"
10151,r064,All institutions -> George Mason U.,All institutions,George Mason U.,2,63,"['4,738', '']","['3,802', '']","['5,963', '']","['2,011', '']","['374', '']","['3,042', '']","['253', '']","['0', '']","['0', '']","['0', '']","['283', '']"
10151,r065,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,64,"['5,848', '']","['5,648', '']","['5,865', '']","['0', '']","['0', '']","['39', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5,826', '']"
10151,r066,All institutions -> U. Georgia,All institutions,U. Georgia,2,65,"['4,004', '']","['3,604', '']","['5,838', '']","['184', '']","['132', '']","['2,422', '']","['115', '']","['62', '']","['1,808', '']","['0', '']","['1,115', '']"
10151,r067,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,66,"['6,857', '']","['5,702', '']","['5,779', '']","['470', '']","['0', '']","['1,521', '']","['377', '']","['0', '']","['643', '']","['0', '']","['2,768', '']"
10151,r068,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,67,"['4,521', '']","['4,780', '']","['5,771', '']","['867', '']","['232', '']","['2,578', '']","['194', '']","['843', '']","['0', '']","['470', '']","['587', '']"
10151,r069,All institutions -> William & Mary,All institutions,William & Mary,2,68,"['4,976', '']","['5,395', '']","['5,751', '']","['256', '']","['0', '']","['4,786', '']","['258', '']","['422', '']","['0', '']","['0', '']","['29', '']"
10151,r070,All institutions -> Portland State U.,All institutions,Portland State U.,2,69,"['6,563', '']","['5,745', '']","['5,746', '']","['0', '']","['146', '']","['1,273', '']","['144', '']","['0', '']","['1,058', '']","['0', '']","['3,125', '']"
10151,r071,All institutions -> Boston C.,All institutions,Boston C.,2,70,"['5,825', '']","['5,519', '']","['5,720', '']","['54', '']","['0', '']","['2,094', '']","['0', '']","['0', '']","['3,572', '']","['0', '']","['0', '']"
10151,r072,All institutions -> U. Houston,All institutions,U. Houston,2,71,"['2,792', '']","['4,255', '']","['5,608', '']","['342', '']","['112', '']","['2,836', '']","['53', '']","['42', '']","['2,223', '']","['0', '']","['0', '']"
10151,r073,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,72,"['3,114', '']","['5,092', '']","['5,534', '']","['390', '']","['0', '']","['1,892', '']","['0', '']","['364', '']","['0', '']","['0', '']","['2,888', '']"
10151,r074,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,73,"['4,323', '']","['4,846', '']","['5,487', '']","['1,487', '']","['257', '']","['287', '']","['0', '']","['2,739', '']","['197', '']","['0', '']","['520', '']"
10151,r075,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,74,"['3,624', '']","['4,203', '']","['5,446', '']","['138', '']","['91', '']","['2,393', '']","['100', '']","['18', '']","['0', '']","['16', '']","['2,690', '']"
10151,r076,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,75,"['3,897', '']","['4,488', '']","['5,429', '']","['99', '']","['162', '']","['3,569', '']","['298', '']","['0', '']","['0', '']","['1,301', '']","['0', '']"
10151,r077,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,76,"['4,146', '']","['4,934', '']","['5,423', '']","['0', '']","['0', '']","['2,280', '']","['3,143', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10151,r078,All institutions -> U. Delaware,All institutions,U. Delaware,2,77,"['4,460', '']","['5,060', '']","['5,401', '']","['414', '']","['0', '']","['3,953', '']","['3', '']","['0', '']","['0', '']","['0', '']","['1,031', '']"
10151,r079,All institutions -> Delaware State U.,All institutions,Delaware State U.,2,78,"['3,478', 'i']","['3,999', '']","['5,342', '']","['195', '']","['0', '']","['4,733', '']","['0', '']","['0', '']","['414', '']","['0', '']","['0', '']"
10151,r080,All institutions -> Temple U.,All institutions,Temple U.,2,79,"['8,036', '']","['7,215', '']","['5,177', '']","['1,857', '']","['14', '']","['1,852', '']","['2', '']","['264', '']","['609', '']","['37', '']","['542', '']"
10151,r081,All institutions -> Western Michigan U. and Homer Stryker M.D. School of Medicine,All institutions,Western Michigan U. and Homer Stryker M.D. School of Medicine,2,80,"['7,813', '']","['6,091', '']","['5,159', '']","['0', '']","['0', '']","['5,159', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10151,r082,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,81,"['3,322', '']","['3,846', '']","['4,961', '']","['0', '']","['81', '']","['1,517', '']","['4', '']","['0', '']","['3,359', '']","['0', '']","['0', '']"
10151,r083,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,82,"['4,013', '']","['3,484', '']","['4,953', '']","['0', '']","['0', '']","['4,220', '']","['200', '']","['0', '']","['0', '']","['454', '']","['79', '']"
10151,r084,All institutions -> Cornell U.,All institutions,Cornell U.,2,83,"['3,675', '']","['4,358', '']","['4,677', '']","['176', '']","['1,310', '']","['250', '']","['122', '']","['41', '']","['0', '']","['427', '']","['2,351', '']"
10151,r085,All institutions -> Naval War C.,All institutions,Naval War C.,2,84,"['5,220', '']","['4,748', '']","['4,600', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4,600', '']"
10151,r086,All institutions -> Florida International U.,All institutions,Florida International U.,2,85,"['5,608', '']","['4,839', '']","['4,517', '']","['2,064', '']","['0', '']","['2,326', '']","['109', '']","['0', '']","['0', '']","['9', '']","['9', '']"
10151,r087,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,86,"['6,558', '']","['5,243', '']","['4,480', '']","['226', '']","['0', '']","['2,088', '']","['0', '']","['4', '']","['883', '']","['0', '']","['1,279', '']"
10151,r088,All institutions -> Winston-Salem State U.,All institutions,Winston-Salem State U.,2,87,"['1,264', '']","['651', '']","['4,461', '']","['208', '']","['107', '']","['569', '']","['41', '']","['0', '']","['0', '']","['0', '']","['3,536', '']"
10151,r089,All institutions -> U. North Florida,All institutions,U. North Florida,2,88,"['3,401', '']","['5,350', '']","['4,449', '']","['1,349', '']","['0', '']","['3,061', '']","['0', '']","['0', '']","['0', '']","['0', '']","['39', '']"
10151,r090,All institutions -> American U.,All institutions,American U.,2,89,"['2,632', '']","['3,012', '']","['4,407', '']","['403', '']","['1,138', '']","['502', '']","['0', '']","['1,219', '']","['0', '']","['0', '']","['1,145', '']"
10151,r091,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,90,"['4,601', '']","['6,268', '']","['4,360', '']","['0', '']","['0', '']","['605', '']","['106', '']","['3', '']","['3,030', '']","['18', '']","['598', '']"
10151,r092,All institutions -> Naval Postgraduate School,All institutions,Naval Postgraduate School,2,91,"['3,161', '']","['5,489', '']","['4,316', '']","['1,008', '']","['63', '']","['732', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,513', '']"
10151,r093,All institutions -> North Carolina A&T State U.,All institutions,North Carolina A&T State U.,2,92,"['3,168', '']","['3,920', '']","['4,297', '']","['931', '']","['0', '']","['851', '']","['0', '']","['0', '']","['132', '']","['0', '']","['2,383', '']"
10151,r094,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,93,"['7,133', '']","['5,387', '']","['4,294', '']","['0', '']","['0', '']","['0', '']","['4,135', '']","['0', '']","['0', '']","['0', '']","['159', '']"
10151,r095,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,94,"['3,415', '']","['5,197', '']","['4,137', '']","['212', '']","['0', '']","['2,775', '']","['84', '']","['0', '']","['0', '']","['0', '']","['1,066', '']"
10151,r096,All institutions -> Rhode Island C.,All institutions,Rhode Island C.,2,95,"['3,026', '']","['3,424', '']","['4,074', '']","['465', '']","['0', '']","['3,140', '']","['0', '']","['0', '']","['459', '']","['0', '']","['10', '']"
10151,r097,All institutions -> Morgan State U.,All institutions,Morgan State U.,2,96,"['85', '']","['1,112', '']","['3,931', '']","['342', '']","['0', '']","['2,731', '']","['80', '']","['0', '']","['408', '']","['0', '']","['370', '']"
10151,r098,All institutions -> U. Baltimore,All institutions,U. Baltimore,2,97,"['10,724', '']","['10,844', '']","['3,761', '']","['0', '']","['0', '']","['0', '']","['0', '']","['120', '']","['0', '']","['0', '']","['3,641', '']"
10151,r099,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,98,"['2,816', '']","['2,137', '']","['3,700', '']","['752', '']","['79', '']","['445', '']","['0', '']","['0', '']","['1,106', '']","['0', '']","['1,318', '']"
10151,r100,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,99,"['4,326', '']","['3,033', '']","['3,672', '']","['116', '']","['192', '']","['3,032', '']","['260', '']","['0', '']","['68', '']","['0', '']","['4', '']"
10151,r101,All institutions -> U. Memphis,All institutions,U. Memphis,2,100,"['2,136', '']","['4,040', '']","['3,657', '']","['11', '']","['0', '']","['1,804', '']","['0', '']","['0', '']","['137', '']","['0', '']","['1,705', '']"
10151,r102,All institutions -> Johns Hopkins U.<sup>c</sup>,All institutions,Johns Hopkins U.<sup>c</sup>,2,101,"['2,673', '']","['2,121', '']","['3,641', '']","['0', '']","['0', '']","['0', '']","['3,594', '']","['0', '']","['0', '']","['0', '']","['47', '']"
10151,r103,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,102,"['2,505', '']","['2,974', '']","['3,618', '']","['184', '']","['0', '']","['2,035', '']","['805', '']","['0', '']","['0', '']","['40', '']","['554', '']"
10151,r104,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,103,"['3,696', '']","['3,100', '']","['3,608', '']","['982', '']","['889', '']","['1,470', '']","['36', '']","['231', '']","['0', '']","['0', '']","['0', '']"
10151,r105,"All institutions -> U. Tennessee, Knoxville<sup>d</sup>",All institutions,"U. Tennessee, Knoxville<sup>d</sup>",2,104,"['1,661', '']","['2,129', '']","['3,607', '']","['528', '']","['1,017', '']","['1,275', '']","['21', '']","['12', '']","['7', '']","['1', '']","['746', '']"
10151,r106,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,105,"['2,068', '']","['3,086', '']","['3,567', '']","['339', '']","['145', '']","['2,349', '']","['48', '']","['0', '']","['682', '']","['0', '']","['4', '']"
10151,r107,All institutions -> Northwest Indian C.,All institutions,Northwest Indian C.,2,106,"['2,540', 'i']","['3,021', 'i']","['3,507', '']","['0', '']","['65', '']","['3,442', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10151,r108,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,107,"['1,523', '']","['2,221', '']","['3,427', '']","['20', '']","['0', '']","['3,172', '']","['10', '']","['0', '']","['0', '']","['0', '']","['225', '']"
10151,r109,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,108,"['4,085', '']","['2,604', '']","['3,401', '']","['181', '']","['77', '']","['1,073', '']","['26', '']","['0', '']","['1,534', '']","['510', '']","['0', '']"
10151,r110,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,109,"['2,936', '']","['2,849', '']","['3,312', '']","['15', '']","['5', '']","['1,343', '']","['127', '']","['0', '']","['0', '']","['0', '']","['1,822', '']"
10151,r111,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,110,"['1,822', '']","['1,775', '']","['3,309', '']","['41', '']","['102', '']","['1,377', '']","['34', '']","['0', '']","['795', '']","['47', '']","['913', '']"
10151,r112,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,111,"['2,202', '']","['4,085', '']","['3,273', '']","['134', '']","['231', '']","['1,633', '']","['35', '']","['0', '']","['22', '']","['10', '']","['1,208', '']"
