table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_total_all_r_d_expenditures,field_total_clinical_trials,field_federal_all_r_d_expenditures,field_federal_clinical_trials,field_nonfederal_all_r_d_expenditures,field_nonfederal_clinical_trials
8017,r098,"Iowa -> Private -> Palmer C. of Chiropractic, Davenport",Iowa,Private,"Palmer C. of Chiropractic, Davenport",3,"['2,233', '']","['2,000', '']","['1,733', '']","['1,500', '']","['500', '']","['500', '']"
8017,r099,Kansas,Kansas,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r100,Kansas -> Public,Kansas,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r101,Kansas -> Public -> U. Kansas,Kansas,Public,U. Kansas,3,"['385,637', '']","['13,249', '']","['187,249', '']","['1,411', '']","['198,388', '']","['11,838', '']"
8017,r102,Kentucky,Kentucky,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r103,Kentucky -> Public,Kentucky,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r104,Kentucky -> Public -> U. Kentucky,Kentucky,Public,U. Kentucky,3,"['429,241', '']","['10,955', '']","['220,703', '']","['5,335', '']","['208,538', '']","['5,620', '']"
8017,r105,Kentucky -> Public -> U. Louisville,Kentucky,Public,U. Louisville,3,"['200,362', '']","['8,263', '']","['97,179', '']","['2,673', '']","['103,183', '']","['5,590', '']"
8017,r106,Louisiana,Louisiana,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r107,Louisiana -> Public,Louisiana,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r108,"Louisiana -> Public -> Louisiana State U., Baton Rouge",Louisiana,Public,"Louisiana State U., Baton Rouge",3,"['296,673', '']","['15,042', '']","['103,178', '']","['10,871', '']","['193,495', '']","['4,171', '']"
8017,r109,"Louisiana -> Public -> Louisiana State U., Health Sciences Center, New Orleans",Louisiana,Public,"Louisiana State U., Health Sciences Center, New Orleans",3,"['44,370', '']","['849', '']","['34,272', '']","['23', '']","['10,098', '']","['826', '']"
8017,r110,"Louisiana -> Public -> Louisiana State U., Health Sciences Center, Shreveport",Louisiana,Public,"Louisiana State U., Health Sciences Center, Shreveport",3,"['24,600', '']","['209', '']","['12,359', '']","['82', '']","['12,241', '']","['127', '']"
8017,r111,Louisiana -> Private,Louisiana,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r112,Louisiana -> Private -> Tulane U.,Louisiana,Private,Tulane U.,3,"['205,206', '']","['6,796', '']","['113,819', '']","['177', '']","['91,387', '']","['6,619', '']"
8017,r113,Maine,Maine,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r114,Maine -> Private,Maine,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r115,Maine -> Private -> U. New England,Maine,Private,U. New England,3,"['6,234', '']","['97', '']","['3,864', '']","['97', '']","['2,370', '']","['0', '']"
8017,r116,Maryland,Maryland,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r117,Maryland -> Public,Maryland,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r118,Maryland -> Public -> Towson U.,Maryland,Public,Towson U.,3,"['3,794', '']","['11', '']","['1,758', '']","['11', '']","['2,036', '']","['0', '']"
8017,r119,Maryland -> Public -> U. Maryland<sup>c</sup>,Maryland,Public,U. Maryland<sup>c</sup>,3,"['1,142,264', '']","['35,658', '']","['713,283', '']","['5,564', '']","['428,981', '']","['30,094', '']"
8017,r120,Maryland -> Private,Maryland,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r121,Maryland -> Private -> Johns Hopkins U.<sup>d</sup>,Maryland,Private,Johns Hopkins U.<sup>d</sup>,3,"['3,181,385', '']","['40,085', '']","['2,774,643', '']","['463', '']","['406,742', '']","['39,622', '']"
8017,r122,Massachusetts,Massachusetts,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r123,Massachusetts -> Public,Massachusetts,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r124,"Massachusetts -> Public -> U. Massachusetts, Medical School",Massachusetts,Public,"U. Massachusetts, Medical School",3,"['347,337', '']","['5,588', '']","['248,873', '']","['154', '']","['98,464', '']","['5,434', '']"
8017,r125,Massachusetts -> Private,Massachusetts,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r126,Massachusetts -> Private -> Boston C.,Massachusetts,Private,Boston C.,3,"['65,156', '']","['675', '']","['34,257', '']","['675', '']","['30,899', '']","['0', '']"
8017,r127,Massachusetts -> Private -> Boston U.,Massachusetts,Private,Boston U.,3,"['652,096', '']","['2,121', '']","['402,443', '']","['200', '']","['249,653', '']","['1,921', '']"
8017,r128,Massachusetts -> Private -> Harvard U.,Massachusetts,Private,Harvard U.,3,"['1,254,008', '']","['48,595', '']","['616,589', '']","['42,294', '']","['637,419', '']","['6,301', '']"
8017,r129,Massachusetts -> Private -> New England C. of Optometry,Massachusetts,Private,New England C. of Optometry,3,"['1,978', '']","['676', '']","['1,623', '']","['577', '']","['355', '']","['99', '']"
8017,r130,Massachusetts -> Private -> Tufts U.,Massachusetts,Private,Tufts U.,3,"['224,956', '']","['1,576', '']","['166,809', '']","['688', '']","['58,147', '']","['888', '']"
8017,r131,Michigan,Michigan,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r132,Michigan -> Public,Michigan,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r133,Michigan -> Public -> Central Michigan U.,Michigan,Public,Central Michigan U.,3,"['21,726', '']","['201', '']","['6,919', '']","['112', '']","['14,807', '']","['89', '']"
8017,r134,Michigan -> Public -> Grand Valley State U.,Michigan,Public,Grand Valley State U.,3,"['6,809', '']","['482', '']","['1,415', '']","['482', '']","['5,394', '']","['0', '']"
8017,r135,Michigan -> Public -> Michigan State U.,Michigan,Public,Michigan State U.,3,"['710,178', '']","['2,330', '']","['349,889', '']","['1,773', '']","['360,289', '']","['557', '']"
8017,r136,Michigan -> Public -> Michigan Technological U.,Michigan,Public,Michigan Technological U.,3,"['81,715', '']","['38', '']","['41,505', '']","['37', '']","['40,210', '']","['1', '']"
8017,r137,"Michigan -> Public -> U. Michigan, Ann Arbor",Michigan,Public,"U. Michigan, Ann Arbor",3,"['1,639,645', '']","['34,916', '']","['891,125', '']","['3,728', '']","['748,520', '']","['31,188', '']"
8017,r138,"Michigan -> Public -> U. Michigan, Flint",Michigan,Public,"U. Michigan, Flint",3,"['752', '']","['23', '']","['113', '']","['23', '']","['639', '']","['0', '']"
8017,r139,Michigan -> Public -> Wayne State U.,Michigan,Public,Wayne State U.,3,"['235,519', '']","['14,679', '']","['117,976', '']","['1,138', '']","['117,543', '']","['13,541', '']"
8017,r140,Michigan -> Public -> Western Michigan U. and Homer Stryker M.D. School of Medicine,Michigan,Public,Western Michigan U. and Homer Stryker M.D. School of Medicine,3,"['25,314', '']","['296', '']","['13,944', '']","['0', '']","['11,370', '']","['296', '']"
8017,r141,Minnesota,Minnesota,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r142,Minnesota -> Public,Minnesota,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r143,"Minnesota -> Public -> U. Minnesota, Twin Cities",Minnesota,Public,"U. Minnesota, Twin Cities",3,"['1,072,961', '']","['63,194', '']","['570,946', '']","['43,345', '']","['502,015', '']","['19,849', '']"
8017,r144,Mississippi,Mississippi,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r145,Mississippi -> Public,Mississippi,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r146,Mississippi -> Public -> U. Mississippi,Mississippi,Public,U. Mississippi,3,"['116,175', '']","['4,856', '']","['76,886', '']","['4,132', '']","['39,289', '']","['724', '']"
8017,r147,Missouri,Missouri,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r148,Missouri -> Public,Missouri,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r149,"Missouri -> Public -> U. Missouri, Columbia",Missouri,Public,"U. Missouri, Columbia",3,"['388,779', '']","['3,252', '']","['163,576', '']","['1,079', '']","['225,203', '']","['2,173', '']"
8017,r150,"Missouri -> Public -> U. Missouri, Kansas City",Missouri,Public,"U. Missouri, Kansas City",3,"['33,855', '']","['319', '']","['21,203', '']","['123', '']","['12,652', '']","['196', '']"
8017,r151,Missouri -> Private,Missouri,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r152,Missouri -> Private -> Saint Louis U.,Missouri,Private,Saint Louis U.,3,"['79,005', '']","['2,153', '']","['41,411', '']","['245', '']","['37,594', '']","['1,908', '']"
8017,r153,"Missouri -> Private -> Washington U., Saint Louis",Missouri,Private,"Washington U., Saint Louis",3,"['989,214', '']","['25,405', '']","['606,127', '']","['9,294', 'i']","['383,087', '']","['16,111', 'i']"
8017,r154,Montana,Montana,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r155,Montana -> Public,Montana,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r156,"Montana -> Public -> Montana State U., Bozeman",Montana,Public,"Montana State U., Bozeman",3,"['193,577', '']","['1,090', '']","['113,257', '']","['1,070', '']","['80,320', '']","['20', '']"
8017,r157,Nebraska,Nebraska,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r158,Nebraska -> Public,Nebraska,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r159,"Nebraska -> Public -> U. Nebraska, Kearney",Nebraska,Public,"U. Nebraska, Kearney",3,"['3,201', '']","['206', '']","['1,327', '']","['206', '']","['1,874', '']","['0', '']"
8017,r160,"Nebraska -> Public -> U. Nebraska, Lincoln",Nebraska,Public,"U. Nebraska, Lincoln",3,"['307,083', '']","['2,141', '']","['106,564', '']","['2,066', '']","['200,519', '']","['75', '']"
8017,r161,"Nebraska -> Public -> U. Nebraska, Medical Center",Nebraska,Public,"U. Nebraska, Medical Center",3,"['200,974', '']","['14,872', '']","['111,042', '']","['10,066', '']","['89,932', '']","['4,806', '']"
8017,r162,Nebraska -> Private,Nebraska,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r163,Nebraska -> Private -> Creighton U.,Nebraska,Private,Creighton U.,3,"['23,251', '']","['1,800', 'i']","['8,585', '']","['573', 'i']","['14,666', '']","['1,227', 'i']"
8017,r164,Nevada,Nevada,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r165,Nevada -> Public,Nevada,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r166,"Nevada -> Public -> U. Nevada, Reno",Nevada,Public,"U. Nevada, Reno",3,"['175,386', '']","['652', '']","['77,246', '']","['582', '']","['98,140', '']","['70', '']"
8017,r167,Nevada -> Private,Nevada,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r168,Nevada -> Private -> Roseman U. of Health Sciences,Nevada,Private,Roseman U. of Health Sciences,3,"['5,985', '']","['91', '']","['53', '']","['0', '']","['5,932', '']","['91', '']"
8017,r169,New Hampshire,New Hampshire,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
8017,r170,New Hampshire -> Private,New Hampshire,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
