table_id,row_id,_b_state_or_territory_control_and_institution_b_full_path,_b_state_or_territory_control_and_institution_b_level_1,_b_state_or_territory_control_and_institution_b_level_2,_b_state_or_territory_control_and_institution_b_level_3,_b_state_or_territory_control_and_institution_b_hierarchy_depth,field_all_fields,field_agricultural_sciences,field_biological_and_biomedical_sciences,field_computer_and_information_sciences,field_engineering,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_health_sciences,field_mathematics_and_statistics,field_natural_resources_and_conservation,field_physical_sciences,field_psychology,field_social_sciences,field_other
7856,r031,"Arkansas -> Public -> U. Arkansas, Pine Bluff",Arkansas,Public,"U. Arkansas, Pine Bluff",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r032,Arkansas -> Public -> U. Central Arkansas,Arkansas,Public,U. Central Arkansas,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r033,California,California,,,1,"['3,069,609', '']","['67,000', '']","['609,630', '']","['590,785', '']","['137,795', '']","['2,368', '']","['1,387,755', '']","['1,570', '']","['551', '']","['155,840', '']","['92,000', '']","['0', '']","['24,315', '']"
7856,r034,California -> Public,California,Public,,2,"['2,114,743', '']","['67,000', '']","['24,280', '']","['590,785', '']","['105,919', '']","['368', '']","['1,230,430', '']","['1,570', '']","['551', '']","['1,840', '']","['92,000', '']","['0', '']","['0', '']"
7856,r035,"California -> Public -> California Polytechnic State U., San Luis Obispo",California,Public,"California Polytechnic State U., San Luis Obispo",3,"['67,000', '']","['67,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r036,"California -> Public -> California State Polytechnic U., Pomona",California,Public,"California State Polytechnic U., Pomona",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r037,"California -> Public -> California State U., Bakersfield",California,Public,"California State U., Bakersfield",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r038,"California -> Public -> California State U., Channel Islands",California,Public,"California State U., Channel Islands",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r039,"California -> Public -> California State U., Chico",California,Public,"California State U., Chico",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r040,"California -> Public -> California State U., Dominguez Hills",California,Public,"California State U., Dominguez Hills",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r041,"California -> Public -> California State U., East Bay",California,Public,"California State U., East Bay",3,"['10,513', '']","['0', '']","['4,480', '']","['785', '']","['919', '']","['368', '']","['0', '']","['1,570', '']","['551', '']","['1,840', '']","['0', '']","['0', '']","['0', '']"
7856,r042,"California -> Public -> California State U., Fresno",California,Public,"California State U., Fresno",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r043,"California -> Public -> California State U., Fullerton",California,Public,"California State U., Fullerton",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r044,"California -> Public -> California State U., Long Beach",California,Public,"California State U., Long Beach",3,"['63,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['63,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r045,"California -> Public -> California State U., Los Angeles",California,Public,"California State U., Los Angeles",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r046,"California -> Public -> California State U., Maritime Academy",California,Public,"California State U., Maritime Academy",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r047,"California -> Public -> California State U., Monterey Bay",California,Public,"California State U., Monterey Bay",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r048,"California -> Public -> California State U., Northridge",California,Public,"California State U., Northridge",3,"['25,000', '']","['0', '']","['0', '']","['0', '']","['25,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r049,"California -> Public -> California State U., Sacramento",California,Public,"California State U., Sacramento",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r050,"California -> Public -> California State U., San Bernardino",California,Public,"California State U., San Bernardino",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r051,"California -> Public -> California State U., San Marcos",California,Public,"California State U., San Marcos",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r052,"California -> Public -> California State U., Stanislaus",California,Public,"California State U., Stanislaus",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r053,California -> Public -> Humboldt State U.,California,Public,Humboldt State U.,3,"['120,000', '']","['0', '']","['0', '']","['40,000', '']","['80,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r054,California -> Public -> San Diego State U.,California,Public,San Diego State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r055,California -> Public -> San Francisco State U.,California,Public,San Francisco State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r056,California -> Public -> San Jose State U.,California,Public,San Jose State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r057,California -> Public -> Sonoma State U.,California,Public,Sonoma State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r058,"California -> Public -> U. California, Berkeley",California,Public,"U. California, Berkeley",3,"['550,000', '']","['0', '']","['0', '']","['550,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r059,"California -> Public -> U. California, Davis",California,Public,"U. California, Davis",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r060,"California -> Public -> U. California, Irvine",California,Public,"U. California, Irvine",3,"['188,430', '']","['0', '']","['19,800', '']","['0', '']","['0', '']","['0', '']","['168,630', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r061,"California -> Public -> U. California, Los Angeles",California,Public,"U. California, Los Angeles",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r062,"California -> Public -> U. California, Merced",California,Public,"U. California, Merced",3,"['227,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['135,000', '']","['0', '']","['0', '']","['0', '']","['92,000', '']","['0', '']","['0', '']"
7856,r063,"California -> Public -> U. California, Riverside",California,Public,"U. California, Riverside",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r064,"California -> Public -> U. California, San Diego",California,Public,"U. California, San Diego",3,"['83,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['83,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r065,"California -> Public -> U. California, San Francisco",California,Public,"U. California, San Francisco",3,"['780,800', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['780,800', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r066,"California -> Public -> U. California, Santa Barbara",California,Public,"U. California, Santa Barbara",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r067,"California -> Public -> U. California, Santa Cruz",California,Public,"U. California, Santa Cruz",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r068,California -> Private,California,Private,,2,"['954,866', '']","['0', '']","['585,350', '']","['0', '']","['31,876', '']","['2,000', '']","['157,325', '']","['0', '']","['0', '']","['154,000', '']","['0', '']","['0', '']","['24,315', '']"
7856,r069,California -> Private -> Azusa Pacific U.,California,Private,Azusa Pacific U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r070,California -> Private -> Biola U.,California,Private,Biola U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r071,California -> Private -> California Institute of Technology,California,Private,California Institute of Technology,3,"['154,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['154,000', '']","['0', '']","['0', '']","['0', '']"
7856,r072,California -> Private -> Chapman U.,California,Private,Chapman U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r073,California -> Private -> Charles R. Drew U. of Medicine and Science,California,Private,Charles R. Drew U. of Medicine and Science,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r074,California -> Private -> Claremont Graduate U.,California,Private,Claremont Graduate U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r075,California -> Private -> Claremont McKenna C.,California,Private,Claremont McKenna C.,3,"['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
7856,r076,California -> Private -> Fielding Graduate U.,California,Private,Fielding Graduate U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r077,California -> Private -> Harvey Mudd C.,California,Private,Harvey Mudd C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r078,California -> Private -> Keck Graduate Institute,California,Private,Keck Graduate Institute,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r079,California -> Private -> Loma Linda U.,California,Private,Loma Linda U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r080,California -> Private -> Loyola Marymount U.,California,Private,Loyola Marymount U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r081,California -> Private -> Marshall B. Ketchum U.,California,Private,Marshall B. Ketchum U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r082,California -> Private -> Occidental C.,California,Private,Occidental C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r083,California -> Private -> Pepperdine U.,California,Private,Pepperdine U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r084,California -> Private -> Pomona C.,California,Private,Pomona C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r085,California -> Private -> Santa Clara U.,California,Private,Santa Clara U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r086,California -> Private -> Scripps C.,California,Private,Scripps C.,3,"['500', '']","['0', '']","['500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r087,California -> Private -> Scripps Research Institute,California,Private,Scripps Research Institute,3,"['103,300', '']","['0', '']","['103,300', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r088,California -> Private -> Stanford U.,California,Private,Stanford U.,3,"['202,716', '']","['0', '']","['0', '']","['0', '']","['22,076', '']","['0', '']","['156,325', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['24,315', '']"
7856,r089,California -> Private -> Touro U.,California,Private,Touro U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r090,California -> Private -> U. of the Pacific,California,Private,U. of the Pacific,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r091,California -> Private -> U. San Diego,California,Private,U. San Diego,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r092,California -> Private -> U. San Francisco,California,Private,U. San Francisco,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r093,California -> Private -> U. Southern California,California,Private,U. Southern California,3,"['492,800', '']","['0', '']","['480,000', '']","['0', '']","['9,800', '']","['2,000', '']","['1,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r094,California -> Private -> Western U. of Health Sciences,California,Private,Western U. of Health Sciences,3,"['1,550', '']","['0', '']","['1,550', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r095,Colorado,Colorado,,,1,"['133,699', '']","['7,999', '']","['0', '']","['0', '']","['25,700', '']","['0', '']","['0', '']","['0', '']","['0', '']","['100,000', '']","['0', '']","['0', '']","['0', '']"
7856,r096,Colorado -> Public,Colorado,Public,,2,"['133,699', '']","['7,999', '']","['0', '']","['0', '']","['25,700', '']","['0', '']","['0', '']","['0', '']","['0', '']","['100,000', '']","['0', '']","['0', '']","['0', '']"
7856,r097,Colorado -> Public -> Colorado School of Mines,Colorado,Public,Colorado School of Mines,3,"['9,000', '']","['0', '']","['0', '']","['0', '']","['9,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r098,"Colorado -> Public -> Colorado State U., Fort Collins",Colorado,Public,"Colorado State U., Fort Collins",3,"['7,999', '']","['7,999', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r099,Colorado -> Public -> Fort Lewis C.,Colorado,Public,Fort Lewis C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r100,Colorado -> Public -> U. Colorado Boulder,Colorado,Public,U. Colorado Boulder,3,"['100,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['100,000', '']","['0', '']","['0', '']","['0', '']"
7856,r101,Colorado -> Public -> U. Colorado Colorado Springs,Colorado,Public,U. Colorado Colorado Springs,3,"['16,700', '']","['0', '']","['0', '']","['0', '']","['16,700', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r102,Colorado -> Public -> U. Colorado Denver and Anschutz Medical Campus,Colorado,Public,U. Colorado Denver and Anschutz Medical Campus,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r103,Colorado -> Public -> U. Northern Colorado,Colorado,Public,U. Northern Colorado,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r104,Colorado -> Private,Colorado,Private,,2,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r105,Colorado -> Private -> U. Denver,Colorado,Private,U. Denver,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r106,Connecticut,Connecticut,,,1,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r107,Connecticut -> Public,Connecticut,Public,,2,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7856,r108,Connecticut -> Public -> Eastern Connecticut State U.,Connecticut,Public,Eastern Connecticut State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
