table_id,row_id,time_period,_b_all_education_levels_b_level_1,_b_all_education_levels_b_level_2,_b_all_education_levels_b_hierarchy_depth,value
11018,r005_6,California,Bachelor's degree or higher,Non-STEM workers,2,27.0
11018,r005_7,California,Bachelor's degree or higher,STEM workers,2,12.7
11018,r005_8,California,Bachelor's degree or higher,S&E,2,6.3
11018,r005_9,California,Bachelor's degree or higher,S&E-related workers,2,5.2
11018,r005_10,California,Bachelor's degree or higher,STEM middle-skill workers,2,1.2
11018,r005_11,California,Without a bachelor's degree,Non-STEM workers,2,49.7
11018,r005_12,California,Without a bachelor's degree,STEM workers,2,10.7
11018,r005_13,California,Without a bachelor's degree,S&E workers,2,1.2
11018,r005_14,California,Without a bachelor's degree,S&E-related workers,2,2.8
11018,r005_15,California,Without a bachelor's degree,STEM middle-skill workers,2,6.7
11018,r006_1,Colorado,All education levels,Non-STEM workers,2,74.3
11018,r006_2,Colorado,All education levels,STEM workers,2,25.7
11018,r006_3,Colorado,All education levels,S&E workers,2,8.6
11018,r006_4,Colorado,All education levels,S&E-related workers,2,8.7
11018,r006_5,Colorado,All education levels,STEM middle-skill workers,2,8.4
11018,r006_6,Colorado,Bachelor's degree or higher,Non-STEM workers,2,32.3
11018,r006_7,Colorado,Bachelor's degree or higher,STEM workers,2,14.6
11018,r006_8,Colorado,Bachelor's degree or higher,S&E,2,7.1
11018,r006_9,Colorado,Bachelor's degree or higher,S&E-related workers,2,6.1
11018,r006_10,Colorado,Bachelor's degree or higher,STEM middle-skill workers,2,1.4
11018,r006_11,Colorado,Without a bachelor's degree,Non-STEM workers,2,42.0
11018,r006_12,Colorado,Without a bachelor's degree,STEM workers,2,11.1
11018,r006_13,Colorado,Without a bachelor's degree,S&E workers,2,1.5
11018,r006_14,Colorado,Without a bachelor's degree,S&E-related workers,2,2.6
11018,r006_15,Colorado,Without a bachelor's degree,STEM middle-skill workers,2,7.0
11018,r007_1,Connecticut,All education levels,Non-STEM workers,2,75.7
11018,r007_2,Connecticut,All education levels,STEM workers,2,24.3
11018,r007_3,Connecticut,All education levels,S&E workers,2,6.8
11018,r007_4,Connecticut,All education levels,S&E-related workers,2,9.6
11018,r007_5,Connecticut,All education levels,STEM middle-skill workers,2,7.9
11018,r007_6,Connecticut,Bachelor's degree or higher,Non-STEM workers,2,32.7
11018,r007_7,Connecticut,Bachelor's degree or higher,STEM workers,2,12.9
11018,r007_8,Connecticut,Bachelor's degree or higher,S&E,2,5.3
11018,r007_9,Connecticut,Bachelor's degree or higher,S&E-related workers,2,6.4
11018,r007_10,Connecticut,Bachelor's degree or higher,STEM middle-skill workers,2,1.1
11018,r007_11,Connecticut,Without a bachelor's degree,Non-STEM workers,2,43.0
11018,r007_12,Connecticut,Without a bachelor's degree,STEM workers,2,11.4
11018,r007_13,Connecticut,Without a bachelor's degree,S&E workers,2,1.5
11018,r007_14,Connecticut,Without a bachelor's degree,S&E-related workers,2,3.2
11018,r007_15,Connecticut,Without a bachelor's degree,STEM middle-skill workers,2,6.8
11018,r008_1,Delaware,All education levels,Non-STEM workers,2,75.8
11018,r008_2,Delaware,All education levels,STEM workers,2,24.2
11018,r008_3,Delaware,All education levels,S&E workers,2,5.9
11018,r008_4,Delaware,All education levels,S&E-related workers,2,8.9
11018,r008_5,Delaware,All education levels,STEM middle-skill workers,2,9.4
11018,r008_6,Delaware,Bachelor's degree or higher,Non-STEM workers,2,26.2
11018,r008_7,Delaware,Bachelor's degree or higher,STEM workers,2,10.8
11018,r008_8,Delaware,Bachelor's degree or higher,S&E,2,4.5
11018,r008_9,Delaware,Bachelor's degree or higher,S&E-related workers,2,5.0
11018,r008_10,Delaware,Bachelor's degree or higher,STEM middle-skill workers,2,1.3
11018,r008_11,Delaware,Without a bachelor's degree,Non-STEM workers,2,49.6
11018,r008_12,Delaware,Without a bachelor's degree,STEM workers,2,13.4
11018,r008_13,Delaware,Without a bachelor's degree,S&E workers,2,1.4
11018,r008_14,Delaware,Without a bachelor's degree,S&E-related workers,2,3.9
11018,r008_15,Delaware,Without a bachelor's degree,STEM middle-skill workers,2,8.1
11018,r009_1,District of Columbia,All education levels,Non-STEM workers,2,79.8
11018,r009_2,District of Columbia,All education levels,STEM workers,2,20.2
11018,r009_3,District of Columbia,All education levels,S&E workers,2,11.9
11018,r009_4,District of Columbia,All education levels,S&E-related workers,2,6.0
11018,r009_5,District of Columbia,All education levels,STEM middle-skill workers,2,2.3
11018,r009_6,District of Columbia,Bachelor's degree or higher,Non-STEM workers,2,56.4
11018,r009_7,District of Columbia,Bachelor's degree or higher,STEM workers,2,16.9
11018,r009_8,District of Columbia,Bachelor's degree or higher,S&E,2,10.8
11018,r009_9,District of Columbia,Bachelor's degree or higher,S&E-related workers,2,5.1
11018,r009_10,District of Columbia,Bachelor's degree or higher,STEM middle-skill workers,2,1.0
11018,r009_11,District of Columbia,Without a bachelor's degree,Non-STEM workers,2,23.4
11018,r009_12,District of Columbia,Without a bachelor's degree,STEM workers,2,3.3
11018,r009_13,District of Columbia,Without a bachelor's degree,S&E workers,2,1.0
11018,r009_14,District of Columbia,Without a bachelor's degree,S&E-related workers,2,1.0
11018,r009_15,District of Columbia,Without a bachelor's degree,STEM middle-skill workers,2,1.3
11018,r010_1,Florida,All education levels,Non-STEM workers,2,78.4
11018,r010_2,Florida,All education levels,STEM workers,2,21.6
11018,r010_3,Florida,All education levels,S&E workers,2,4.6
11018,r010_4,Florida,All education levels,S&E-related workers,2,8.8
11018,r010_5,Florida,All education levels,STEM middle-skill workers,2,8.2
11018,r010_6,Florida,Bachelor's degree or higher,Non-STEM workers,2,25.9
11018,r010_7,Florida,Bachelor's degree or higher,STEM workers,2,9.5
11018,r010_8,Florida,Bachelor's degree or higher,S&E,2,3.3
11018,r010_9,Florida,Bachelor's degree or higher,S&E-related workers,2,5.2
11018,r010_10,Florida,Bachelor's degree or higher,STEM middle-skill workers,2,1.0
11018,r010_11,Florida,Without a bachelor's degree,Non-STEM workers,2,52.5
11018,r010_12,Florida,Without a bachelor's degree,STEM workers,2,12.1
11018,r010_13,Florida,Without a bachelor's degree,S&E workers,2,1.3
11018,r010_14,Florida,Without a bachelor's degree,S&E-related workers,2,3.6
11018,r010_15,Florida,Without a bachelor's degree,STEM middle-skill workers,2,7.2
11018,r011_1,Georgia,All education levels,Non-STEM workers,2,76.7
11018,r011_2,Georgia,All education levels,STEM workers,2,23.3
11018,r011_3,Georgia,All education levels,S&E workers,2,6.0
11018,r011_4,Georgia,All education levels,S&E-related workers,2,8.4
11018,r011_5,Georgia,All education levels,STEM middle-skill workers,2,8.9
11018,r011_6,Georgia,Bachelor's degree or higher,Non-STEM workers,2,27.8
11018,r011_7,Georgia,Bachelor's degree or higher,STEM workers,2,10.6
11018,r011_8,Georgia,Bachelor's degree or higher,S&E,2,4.5
11018,r011_9,Georgia,Bachelor's degree or higher,S&E-related workers,2,5.1
11018,r011_10,Georgia,Bachelor's degree or higher,STEM middle-skill workers,2,1.0
11018,r011_11,Georgia,Without a bachelor's degree,Non-STEM workers,2,48.9
11018,r011_12,Georgia,Without a bachelor's degree,STEM workers,2,12.7
11018,r011_13,Georgia,Without a bachelor's degree,S&E workers,2,1.5
11018,r011_14,Georgia,Without a bachelor's degree,S&E-related workers,2,3.3
11018,r011_15,Georgia,Without a bachelor's degree,STEM middle-skill workers,2,7.9
11018,r012_1,Hawaii,All education levels,Non-STEM workers,2,78.8
11018,r012_2,Hawaii,All education levels,STEM workers,2,21.2
11018,r012_3,Hawaii,All education levels,S&E workers,2,4.4
11018,r012_4,Hawaii,All education levels,S&E-related workers,2,8.1
11018,r012_5,Hawaii,All education levels,STEM middle-skill workers,2,8.7
11018,r012_6,Hawaii,Bachelor's degree or higher,Non-STEM workers,2,29.1
11018,r012_7,Hawaii,Bachelor's degree or higher,STEM workers,2,10.2
11018,r012_8,Hawaii,Bachelor's degree or higher,S&E,2,3.3
11018,r012_9,Hawaii,Bachelor's degree or higher,S&E-related workers,2,5.3
11018,r012_10,Hawaii,Bachelor's degree or higher,STEM middle-skill workers,2,1.6
11018,r012_11,Hawaii,Without a bachelor's degree,Non-STEM workers,2,49.7
11018,r012_12,Hawaii,Without a bachelor's degree,STEM workers,2,11.0
11018,r012_13,Hawaii,Without a bachelor's degree,S&E workers,2,1.2
11018,r012_14,Hawaii,Without a bachelor's degree,S&E-related workers,2,2.7
11018,r012_15,Hawaii,Without a bachelor's degree,STEM middle-skill workers,2,7.2
11018,r013_1,Idaho,All education levels,Non-STEM workers,2,76.7
11018,r013_2,Idaho,All education levels,STEM workers,2,23.3
11018,r013_3,Idaho,All education levels,S&E workers,2,4.5
11018,r013_4,Idaho,All education levels,S&E-related workers,2,8.2
11018,r013_5,Idaho,All education levels,STEM middle-skill workers,2,10.6
11018,r013_6,Idaho,Bachelor's degree or higher,Non-STEM workers,2,22.0
11018,r013_7,Idaho,Bachelor's degree or higher,STEM workers,2,9.2
11018,r013_8,Idaho,Bachelor's degree or higher,S&E,2,3.1
11018,r013_9,Idaho,Bachelor's degree or higher,S&E-related workers,2,4.9
11018,r013_10,Idaho,Bachelor's degree or higher,STEM middle-skill workers,2,1.2
11018,r013_11,Idaho,Without a bachelor's degree,Non-STEM workers,2,54.6
11018,r013_12,Idaho,Without a bachelor's degree,STEM workers,2,14.2
11018,r013_13,Idaho,Without a bachelor's degree,S&E workers,2,1.4
11018,r013_14,Idaho,Without a bachelor's degree,S&E-related workers,2,3.4
11018,r013_15,Idaho,Without a bachelor's degree,STEM middle-skill workers,2,9.4
11018,r014_1,Illinois,All education levels,Non-STEM workers,2,76.3
11018,r014_2,Illinois,All education levels,STEM workers,2,23.7
11018,r014_3,Illinois,All education levels,S&E workers,2,6.0
11018,r014_4,Illinois,All education levels,S&E-related workers,2,8.8
11018,r014_5,Illinois,All education levels,STEM middle-skill workers,2,8.8
11018,r014_6,Illinois,Bachelor's degree or higher,Non-STEM workers,2,30.4
11018,r014_7,Illinois,Bachelor's degree or higher,STEM workers,2,11.9
11018,r014_8,Illinois,Bachelor's degree or higher,S&E,2,4.8
11018,r014_9,Illinois,Bachelor's degree or higher,S&E-related workers,2,5.9
11018,r014_10,Illinois,Bachelor's degree or higher,STEM middle-skill workers,2,1.2
11018,r014_11,Illinois,Without a bachelor's degree,Non-STEM workers,2,45.9
11018,r014_12,Illinois,Without a bachelor's degree,STEM workers,2,11.8
11018,r014_13,Illinois,Without a bachelor's degree,S&E workers,2,1.2
11018,r014_14,Illinois,Without a bachelor's degree,S&E-related workers,2,3.0
11018,r014_15,Illinois,Without a bachelor's degree,STEM middle-skill workers,2,7.6
11018,r015_1,Indiana,All education levels,Non-STEM workers,2,74.2
11018,r015_2,Indiana,All education levels,STEM workers,2,25.8
11018,r015_3,Indiana,All education levels,S&E workers,2,4.8
11018,r015_4,Indiana,All education levels,S&E-related workers,2,9.2
11018,r015_5,Indiana,All education levels,STEM middle-skill workers,2,11.8
11018,r015_6,Indiana,Bachelor's degree or higher,Non-STEM workers,2,23.0
11018,r015_7,Indiana,Bachelor's degree or higher,STEM workers,2,10.1
11018,r015_8,Indiana,Bachelor's degree or higher,S&E,2,3.5
11018,r015_9,Indiana,Bachelor's degree or higher,S&E-related workers,2,5.4
11018,r015_10,Indiana,Bachelor's degree or higher,STEM middle-skill workers,2,1.3
11018,r015_11,Indiana,Without a bachelor's degree,Non-STEM workers,2,51.3
11018,r015_12,Indiana,Without a bachelor's degree,STEM workers,2,15.6
11018,r015_13,Indiana,Without a bachelor's degree,S&E workers,2,1.3
11018,r015_14,Indiana,Without a bachelor's degree,S&E-related workers,2,3.8
11018,r015_15,Indiana,Without a bachelor's degree,STEM middle-skill workers,2,10.5
11018,r016_1,Iowa,All education levels,Non-STEM workers,2,75.0
11018,r016_2,Iowa,All education levels,STEM workers,2,25.0
11018,r016_3,Iowa,All education levels,S&E workers,2,4.9
11018,r016_4,Iowa,All education levels,S&E-related workers,2,8.4
11018,r016_5,Iowa,All education levels,STEM middle-skill workers,2,11.7
11018,r016_6,Iowa,Bachelor's degree or higher,Non-STEM workers,2,24.0
11018,r016_7,Iowa,Bachelor's degree or higher,STEM workers,2,9.1
11018,r016_8,Iowa,Bachelor's degree or higher,S&E,2,3.5
11018,r016_9,Iowa,Bachelor's degree or higher,S&E-related workers,2,4.3
11018,r016_10,Iowa,Bachelor's degree or higher,STEM middle-skill workers,2,1.3
11018,r016_11,Iowa,Without a bachelor's degree,Non-STEM workers,2,51.0
11018,r016_12,Iowa,Without a bachelor's degree,STEM workers,2,15.9
11018,r016_13,Iowa,Without a bachelor's degree,S&E workers,2,1.4
11018,r016_14,Iowa,Without a bachelor's degree,S&E-related workers,2,4.1
11018,r016_15,Iowa,Without a bachelor's degree,STEM middle-skill workers,2,10.4
11018,r017_1,Kansas,All education levels,Non-STEM workers,2,74.5
11018,r017_2,Kansas,All education levels,STEM workers,2,25.5
11018,r017_3,Kansas,All education levels,S&E workers,2,5.5
11018,r017_4,Kansas,All education levels,S&E-related workers,2,9.3
11018,r017_5,Kansas,All education levels,STEM middle-skill workers,2,10.7
11018,r017_6,Kansas,Bachelor's degree or higher,Non-STEM workers,2,26.7
11018,r017_7,Kansas,Bachelor's degree or higher,STEM workers,2,11.5
11018,r017_8,Kansas,Bachelor's degree or higher,S&E,2,4.2
11018,r017_9,Kansas,Bachelor's degree or higher,S&E-related workers,2,5.9
11018,r017_10,Kansas,Bachelor's degree or higher,STEM middle-skill workers,2,1.4
11018,r017_11,Kansas,Without a bachelor's degree,Non-STEM workers,2,47.8
11018,r017_12,Kansas,Without a bachelor's degree,STEM workers,2,14.0
11018,r017_13,Kansas,Without a bachelor's degree,S&E workers,2,1.2
11018,r017_14,Kansas,Without a bachelor's degree,S&E-related workers,2,3.4
11018,r017_15,Kansas,Without a bachelor's degree,STEM middle-skill workers,2,9.3
11018,r018_1,Kentucky,All education levels,Non-STEM workers,2,75.8
11018,r018_2,Kentucky,All education levels,STEM workers,2,24.2
11018,r018_3,Kentucky,All education levels,S&E workers,2,4.2
11018,r018_4,Kentucky,All education levels,S&E-related workers,2,9.5
11018,r018_5,Kentucky,All education levels,STEM middle-skill workers,2,10.5
11018,r018_6,Kentucky,Bachelor's degree or higher,Non-STEM workers,2,23.3
11018,r018_7,Kentucky,Bachelor's degree or higher,STEM workers,2,9.6
11018,r018_8,Kentucky,Bachelor's degree or higher,S&E,2,3.0
11018,r018_9,Kentucky,Bachelor's degree or higher,S&E-related workers,2,5.5
11018,r018_10,Kentucky,Bachelor's degree or higher,STEM middle-skill workers,2,1.2
11018,r018_11,Kentucky,Without a bachelor's degree,Non-STEM workers,2,52.5
11018,r018_12,Kentucky,Without a bachelor's degree,STEM workers,2,14.6
11018,r018_13,Kentucky,Without a bachelor's degree,S&E workers,2,1.2
11018,r018_14,Kentucky,Without a bachelor's degree,S&E-related workers,2,4.0
11018,r018_15,Kentucky,Without a bachelor's degree,STEM middle-skill workers,2,9.4
11018,r019_1,Louisiana,All education levels,Non-STEM workers,2,76.2
11018,r019_2,Louisiana,All education levels,STEM workers,2,23.8
11018,r019_3,Louisiana,All education levels,S&E workers,2,3.4
11018,r019_4,Louisiana,All education levels,S&E-related workers,2,10.2
11018,r019_5,Louisiana,All education levels,STEM middle-skill workers,2,10.3
11018,r019_6,Louisiana,Bachelor's degree or higher,Non-STEM workers,2,22.0
11018,r019_7,Louisiana,Bachelor's degree or higher,STEM workers,2,9.2
11018,r019_8,Louisiana,Bachelor's degree or higher,S&E,2,2.5
11018,r019_9,Louisiana,Bachelor's degree or higher,S&E-related workers,2,5.8
11018,r019_10,Louisiana,Bachelor's degree or higher,STEM middle-skill workers,2,0.9
11018,r019_11,Louisiana,Without a bachelor's degree,Non-STEM workers,2,54.2
11018,r019_12,Louisiana,Without a bachelor's degree,STEM workers,2,14.6
11018,r019_13,Louisiana,Without a bachelor's degree,S&E workers,2,0.9
11018,r019_14,Louisiana,Without a bachelor's degree,S&E-related workers,2,4.4
11018,r019_15,Louisiana,Without a bachelor's degree,STEM middle-skill workers,2,9.4
11018,r020_1,Maine,All education levels,Non-STEM workers,2,76.3
11018,r020_2,Maine,All education levels,STEM workers,2,23.7
11018,r020_3,Maine,All education levels,S&E workers,2,5.2
11018,r020_4,Maine,All education levels,S&E-related workers,2,8.8
11018,r020_5,Maine,All education levels,STEM middle-skill workers,2,9.7
11018,r020_6,Maine,Bachelor's degree or higher,Non-STEM workers,2,28.1
11018,r020_7,Maine,Bachelor's degree or higher,STEM workers,2,10.6
11018,r020_8,Maine,Bachelor's degree or higher,S&E,2,3.7
11018,r020_9,Maine,Bachelor's degree or higher,S&E-related workers,2,5.7
11018,r020_10,Maine,Bachelor's degree or higher,STEM middle-skill workers,2,1.2
11018,r020_11,Maine,Without a bachelor's degree,Non-STEM workers,2,48.2
11018,r020_12,Maine,Without a bachelor's degree,STEM workers,2,13.1
11018,r020_13,Maine,Without a bachelor's degree,S&E workers,2,1.5
11018,r020_14,Maine,Without a bachelor's degree,S&E-related workers,2,3.1
11018,r020_15,Maine,Without a bachelor's degree,STEM middle-skill workers,2,8.5
11018,r021_1,Maryland,All education levels,Non-STEM workers,2,73.2
11018,r021_2,Maryland,All education levels,STEM workers,2,26.8
11018,r021_3,Maryland,All education levels,S&E workers,2,10.3
11018,r021_4,Maryland,All education levels,S&E-related workers,2,8.8
11018,r021_5,Maryland,All education levels,STEM middle-skill workers,2,7.7
11018,r021_6,Maryland,Bachelor's degree or higher,Non-STEM workers,2,31.1
11018,r021_7,Maryland,Bachelor's degree or higher,STEM workers,2,15.2
11018,r021_8,Maryland,Bachelor's degree or higher,S&E,2,8.1
11018,r021_9,Maryland,Bachelor's degree or higher,S&E-related workers,2,6.1
11018,r021_10,Maryland,Bachelor's degree or higher,STEM middle-skill workers,2,1.0
11018,r021_11,Maryland,Without a bachelor's degree,Non-STEM workers,2,42.0
11018,r021_12,Maryland,Without a bachelor's degree,STEM workers,2,11.6
11018,r021_13,Maryland,Without a bachelor's degree,S&E workers,2,2.2
11018,r021_14,Maryland,Without a bachelor's degree,S&E-related workers,2,2.7
11018,r021_15,Maryland,Without a bachelor's degree,STEM middle-skill workers,2,6.7
11018,r022_1,Massachusetts,All education levels,Non-STEM workers,2,73.5
11018,r022_2,Massachusetts,All education levels,STEM workers,2,26.5
11018,r022_3,Massachusetts,All education levels,S&E workers,2,9.0
11018,r022_4,Massachusetts,All education levels,S&E-related workers,2,10.1
11018,r022_5,Massachusetts,All education levels,STEM middle-skill workers,2,7.4
11018,r022_6,Massachusetts,Bachelor's degree or higher,Non-STEM workers,2,35.6
11018,r022_7,Massachusetts,Bachelor's degree or higher,STEM workers,2,16.1
11018,r022_8,Massachusetts,Bachelor's degree or higher,S&E,2,7.7
11018,r022_9,Massachusetts,Bachelor's degree or higher,S&E-related workers,2,7.1
11018,r022_10,Massachusetts,Bachelor's degree or higher,STEM middle-skill workers,2,1.3
11018,r022_11,Massachusetts,Without a bachelor's degree,Non-STEM workers,2,37.9
11018,r022_12,Massachusetts,Without a bachelor's degree,STEM workers,2,10.4
11018,r022_13,Massachusetts,Without a bachelor's degree,S&E workers,2,1.3
11018,r022_14,Massachusetts,Without a bachelor's degree,S&E-related workers,2,3.0
11018,r022_15,Massachusetts,Without a bachelor's degree,STEM middle-skill workers,2,6.1
11018,r023_1,Michigan,All education levels,Non-STEM workers,2,74.1
11018,r023_2,Michigan,All education levels,STEM workers,2,25.9
11018,r023_3,Michigan,All education levels,S&E workers,2,6.6
11018,r023_4,Michigan,All education levels,S&E-related workers,2,9.0
11018,r023_5,Michigan,All education levels,STEM middle-skill workers,2,10.2
11018,r023_6,Michigan,Bachelor's degree or higher,Non-STEM workers,2,24.6
11018,r023_7,Michigan,Bachelor's degree or higher,STEM workers,2,11.6
11018,r023_8,Michigan,Bachelor's degree or higher,S&E,2,5.0
11018,r023_9,Michigan,Bachelor's degree or higher,S&E-related workers,2,5.6
11018,r023_10,Michigan,Bachelor's degree or higher,STEM middle-skill workers,2,1.0
11018,r023_11,Michigan,Without a bachelor's degree,Non-STEM workers,2,49.6
11018,r023_12,Michigan,Without a bachelor's degree,STEM workers,2,14.3
11018,r023_13,Michigan,Without a bachelor's degree,S&E workers,2,1.7
11018,r023_14,Michigan,Without a bachelor's degree,S&E-related workers,2,3.5
11018,r023_15,Michigan,Without a bachelor's degree,STEM middle-skill workers,2,9.1
11018,r024_1,Minnesota,All education levels,Non-STEM workers,2,73.8
11018,r024_2,Minnesota,All education levels,STEM workers,2,26.2
11018,r024_3,Minnesota,All education levels,S&E workers,2,6.7
11018,r024_4,Minnesota,All education levels,S&E-related workers,2,10.0
11018,r024_5,Minnesota,All education levels,STEM middle-skill workers,2,9.5
11018,r024_6,Minnesota,Bachelor's degree or higher,Non-STEM workers,2,28.6
11018,r024_7,Minnesota,Bachelor's degree or higher,STEM workers,2,12.7
11018,r024_8,Minnesota,Bachelor's degree or higher,S&E,2,5.0
11018,r024_9,Minnesota,Bachelor's degree or higher,S&E-related workers,2,6.4
11018,r024_10,Minnesota,Bachelor's degree or higher,STEM middle-skill workers,2,1.3
11018,r024_11,Minnesota,Without a bachelor's degree,Non-STEM workers,2,45.2
11018,r024_12,Minnesota,Without a bachelor's degree,STEM workers,2,13.5
11018,r024_13,Minnesota,Without a bachelor's degree,S&E workers,2,1.7
11018,r024_14,Minnesota,Without a bachelor's degree,S&E-related workers,2,3.7
11018,r024_15,Minnesota,Without a bachelor's degree,STEM middle-skill workers,2,8.2
11018,r025_1,Mississippi,All education levels,Non-STEM workers,2,76.9
11018,r025_2,Mississippi,All education levels,STEM workers,2,23.1
11018,r025_3,Mississippi,All education levels,S&E workers,2,2.7
11018,r025_4,Mississippi,All education levels,S&E-related workers,2,9.6
11018,r025_5,Mississippi,All education levels,STEM middle-skill workers,2,10.8
11018,r025_6,Mississippi,Bachelor's degree or higher,Non-STEM workers,2,21.1
11018,r025_7,Mississippi,Bachelor's degree or higher,STEM workers,2,7.6
11018,r025_8,Mississippi,Bachelor's degree or higher,S&E,2,1.7
11018,r025_9,Mississippi,Bachelor's degree or higher,S&E-related workers,2,4.7
11018,r025_10,Mississippi,Bachelor's degree or higher,STEM middle-skill workers,2,1.2
11018,r025_11,Mississippi,Without a bachelor's degree,Non-STEM workers,2,55.8
11018,r025_12,Mississippi,Without a bachelor's degree,STEM workers,2,15.5
11018,r025_13,Mississippi,Without a bachelor's degree,S&E workers,2,0.9
11018,r025_14,Mississippi,Without a bachelor's degree,S&E-related workers,2,4.9
11018,r025_15,Mississippi,Without a bachelor's degree,STEM middle-skill workers,2,9.6
11018,r026_1,Missouri,All education levels,Non-STEM workers,2,75.3
11018,r026_2,Missouri,All education levels,STEM workers,2,24.7
11018,r026_3,Missouri,All education levels,S&E workers,2,5.3
11018,r026_4,Missouri,All education levels,S&E-related workers,2,9.8
11018,r026_5,Missouri,All education levels,STEM middle-skill workers,2,9.7
11018,r026_6,Missouri,Bachelor's degree or higher,Non-STEM workers,2,25.8
