table_id,row_id,_b_ethnicity_race_and_citizenship_status_b_full_path,_b_ethnicity_race_and_citizenship_status_b_level_1,_b_ethnicity_race_and_citizenship_status_b_level_2,_b_ethnicity_race_and_citizenship_status_b_level_3,_b_ethnicity_race_and_citizenship_status_b_level_4,_b_ethnicity_race_and_citizenship_status_b_hierarchy_depth,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021
7530,r015,Female doctorate recipients -> Not Hispanic or Latino -> Asian -> U.S. citizen or permanent resident,Female doctorate recipients,Not Hispanic or Latino,Asian,U.S. citizen or permanent resident,4,1569,1631,1628,1638,1713,1652,1842,1740,1792,1682,1580
7530,r016,Female doctorate recipients -> Not Hispanic or Latino -> Asian -> Temporary visa holder,Female doctorate recipients,Not Hispanic or Latino,Asian,Temporary visa holder,4,3320,3481,3753,3820,3874,3849,3732,4149,4186,4207,4077
7530,r017,Female doctorate recipients -> Not Hispanic or Latino -> Asian -> Unknown citizenship,Female doctorate recipients,Not Hispanic or Latino,Asian,Unknown citizenship,4,15,5,11,7,11,12,14,10,21,13,8
7530,r018,Female doctorate recipients -> Not Hispanic or Latino -> Black or African American,Female doctorate recipients,Not Hispanic or Latino,Black or African American,,3,1396,1481,1554,1503,1660,1661,1747,1726,1831,1773,1797
7530,r019,Female doctorate recipients -> Not Hispanic or Latino -> Black or African American -> U.S. citizen or permanent resident,Female doctorate recipients,Not Hispanic or Latino,Black or African American,U.S. citizen or permanent resident,4,1233,1314,1371,1351,1468,1495,1550,1526,1619,1536,1552
7530,r020,Female doctorate recipients -> Not Hispanic or Latino -> Black or African American -> Temporary visa holder,Female doctorate recipients,Not Hispanic or Latino,Black or African American,Temporary visa holder,4,156,166,182,148,187,161,183,197,205,229,235
7530,r021,Female doctorate recipients -> Not Hispanic or Latino -> Black or African American -> Unknown citizenship,Female doctorate recipients,Not Hispanic or Latino,Black or African American,Unknown citizenship,4,7,1,1,4,5,5,14,3,7,8,10
7530,r022,Female doctorate recipients -> Not Hispanic or Latino -> White,Female doctorate recipients,Not Hispanic or Latino,White,,3,12572,12941,13263,13323,13518,13611,13397,13572,13191,13207,11841
7530,r023,Female doctorate recipients -> Not Hispanic or Latino -> White -> U.S. citizen or permanent resident,Female doctorate recipients,Not Hispanic or Latino,White,U.S. citizen or permanent resident,4,11541,11842,12167,12239,12397,12469,12177,12317,11847,11847,10661
7530,r024,Female doctorate recipients -> Not Hispanic or Latino -> White -> Temporary visa holder,Female doctorate recipients,Not Hispanic or Latino,White,Temporary visa holder,4,1003,1072,1065,1065,1079,1121,1182,1235,1293,1336,1159
7530,r025,Female doctorate recipients -> Not Hispanic or Latino -> White -> Unknown citizenship,Female doctorate recipients,Not Hispanic or Latino,White,Unknown citizenship,4,28,27,31,19,42,21,38,20,51,24,21
7530,r026,Female doctorate recipients -> Not Hispanic or Latino -> More than one race,Female doctorate recipients,Not Hispanic or Latino,More than one race,,3,399,484,497,488,535,605,593,655,678,644,652
7530,r027,Female doctorate recipients -> Not Hispanic or Latino -> More than one race -> U.S. citizen or permanent resident,Female doctorate recipients,Not Hispanic or Latino,More than one race,U.S. citizen or permanent resident,4,376,460,470,468,509,578,553,615,626,604,603
7530,r028,Female doctorate recipients -> Not Hispanic or Latino -> More than one race -> Temporary visa holder,Female doctorate recipients,Not Hispanic or Latino,More than one race,Temporary visa holder,4,23,24,27,20,25,27,,40,,,
7530,r029,Female doctorate recipients -> Not Hispanic or Latino -> More than one race -> Unknown citizenship,Female doctorate recipients,Not Hispanic or Latino,More than one race,Unknown citizenship,4,0,0,0,0,1,0,,0,,,
7530,r030,Female doctorate recipients -> Not Hispanic or Latino -> Other race or race not reported,Female doctorate recipients,Not Hispanic or Latino,Other race or race not reported,,3,191,202,204,162,167,192,312,333,373,353,342
7530,r031,Female doctorate recipients -> Not Hispanic or Latino -> Other race or race not reported -> U.S. citizen or permanent resident,Female doctorate recipients,Not Hispanic or Latino,Other race or race not reported,U.S. citizen or permanent resident,4,112,145,131,110,97,123,202,156,174,178,167
7530,r032,Female doctorate recipients -> Not Hispanic or Latino -> Other race or race not reported -> Temporary visa holder,Female doctorate recipients,Not Hispanic or Latino,Other race or race not reported,Temporary visa holder,4,,,,,,,88,171,177,161,150
7530,r033,Female doctorate recipients -> Not Hispanic or Latino -> Other race or race not reported -> Unknown citizenship,Female doctorate recipients,Not Hispanic or Latino,Other race or race not reported,Unknown citizenship,4,,,,,,,22,6,22,14,25
7530,r034,Female doctorate recipients -> Not Hispanic or Latino -> Ethnicity not reported,Female doctorate recipients,Not Hispanic or Latino,Ethnicity not reported,,3,1737,1721,1841,2258,2128,1761,1624,1326,1361,1363,1786
7530,r035,Female doctorate recipients -> Not Hispanic or Latino -> Ethnicity not reported -> U.S. citizen or permanent resident,Female doctorate recipients,Not Hispanic or Latino,Ethnicity not reported,U.S. citizen or permanent resident,4,325,258,354,292,266,345,401,236,300,208,239
7530,r036,Female doctorate recipients -> Not Hispanic or Latino -> Ethnicity not reported -> Temporary visa holder,Female doctorate recipients,Not Hispanic or Latino,Ethnicity not reported,Temporary visa holder,4,150,111,175,172,183,203,99,132,200,155,142
7530,r037,Female doctorate recipients -> Not Hispanic or Latino -> Ethnicity not reported -> Unknown citizenship,Female doctorate recipients,Not Hispanic or Latino,Ethnicity not reported,Unknown citizenship,4,1262,1352,1312,1794,1679,1213,1124,958,861,1000,1405
