table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_total_all_r_d_expenditures_received,field_total_from_educational_pass_through_entities,field_total_from_business,field_total_from_nonprofit_organizations,field_total_from_other_pass_through_entities,field_federally_financed_all_r_d_expenditures_received,field_federally_financed_from_educational_pass_through_entities,field_federally_financed_from_business,field_federally_financed_from_nonprofit_organizations,field_federally_financed_from_other_pass_through_entities
3188,r035,"United States -> Arkansas -> Public -> U. Arkansas, Pine Bluff",United States,Arkansas,Public,"U. Arkansas, Pine Bluff",4,"['290', '']","['201', '']","['0', '']","['0', '']","['89', '']","['145', '']","['145', '']","['0', '']","['0', '']","['0', '']"
3188,r036,United States -> Arkansas -> Public -> U. Central Arkansas,United States,Arkansas,Public,U. Central Arkansas,4,"['962', '']","['792', '']","['0', '']","['0', '']","['170', '']","['906', '']","['766', '']","['0', '']","['0', '']","['140', '']"
3188,r037,United States -> California,United States,California,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r038,United States -> California -> Public,United States,California,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r039,"United States -> California -> Public -> California Polytechnic State U., San Luis Obispo",United States,California,Public,"California Polytechnic State U., San Luis Obispo",4,"['3,267', '']","['1,346', '']","['1,145', '']","['483', '']","['293', '']","['3,162', '']","['1,346', '']","['1,145', '']","['467', '']","['204', '']"
3188,r040,"United States -> California -> Public -> California State Polytechnic U., Pomona",United States,California,Public,"California State Polytechnic U., Pomona",4,"['1,377', '']","['695', '']","['152', '']","['0', '']","['530', '']","['1,368', '']","['686', '']","['152', '']","['0', '']","['530', '']"
3188,r041,"United States -> California -> Public -> California State U., Bakersfield",United States,California,Public,"California State U., Bakersfield",4,"['138', '']","['138', '']","['0', '']","['0', '']","['0', '']","['104', '']","['104', '']","['0', '']","['0', '']","['0', '']"
3188,r042,"United States -> California -> Public -> California State U., Channel Islands",United States,California,Public,"California State U., Channel Islands",4,"['163', '']","['85', '']","['18', '']","['0', '']","['60', '']","['56', '']","['56', '']","['0', '']","['0', '']","['0', '']"
3188,r043,"United States -> California -> Public -> California State U., Chico",United States,California,Public,"California State U., Chico",4,"['321', '']","['241', '']","['2', '']","['0', '']","['78', '']","['138', '']","['58', '']","['2', '']","['0', '']","['78', '']"
3188,r044,"United States -> California -> Public -> California State U., Dominguez Hills",United States,California,Public,"California State U., Dominguez Hills",4,"['226', '']","['217', '']","['0', '']","['0', '']","['9', '']","['217', '']","['217', '']","['0', '']","['0', '']","['0', '']"
3188,r045,"United States -> California -> Public -> California State U., Fresno",United States,California,Public,"California State U., Fresno",4,"['1,865', '']","['1,730', '']","['76', '']","['1', '']","['58', '']","['403', '']","['268', '']","['76', '']","['1', '']","['58', '']"
3188,r046,"United States -> California -> Public -> California State U., Fullerton",United States,California,Public,"California State U., Fullerton",4,"['606', '']","['534', '']","['19', '']","['43', '']","['10', '']","['476', '']","['419', '']","['19', '']","['28', '']","['10', '']"
3188,r047,"United States -> California -> Public -> California State U., Long Beach",United States,California,Public,"California State U., Long Beach",4,"['4,774', '']","['2,359', '']","['679', '']","['468', '']","['1,268', '']","['1,146', '']","['989', '']","['1', '']","['2', '']","['154', '']"
3188,r048,"United States -> California -> Public -> California State U., Los Angeles",United States,California,Public,"California State U., Los Angeles",4,"['1,178', '']","['1,079', '']","['0', '']","['99', '']","['0', '']","['906', '']","['807', '']","['0', '']","['99', '']","['0', '']"
3188,r049,"United States -> California -> Public -> California State U., Maritime Academy",United States,California,Public,"California State U., Maritime Academy",4,"['284', '']","['84', '']","['0', '']","['0', '']","['200', '']","['72', '']","['33', '']","['0', '']","['0', '']","['39', '']"
3188,r050,"United States -> California -> Public -> California State U., Monterey Bay",United States,California,Public,"California State U., Monterey Bay",4,"['3,327', '']","['728', '']","['41', '']","['2,124', '']","['434', '']","['2,885', '']","['547', '']","['0', '']","['2,124', '']","['214', '']"
3188,r051,"United States -> California -> Public -> California State U., Northridge",United States,California,Public,"California State U., Northridge",4,"['1,919', '']","['1,516', '']","['1', '']","['269', '']","['133', '']","['1,366', '']","['1,073', '']","['1', '']","['201', '']","['91', '']"
3188,r052,"United States -> California -> Public -> California State U., Sacramento",United States,California,Public,"California State U., Sacramento",4,"['1,593', 'i']","['420', '']","['124', 'i']","['306', 'i']","['743', 'i']","['1,120', '']","['262', '']","['26', '']","['167', '']","['665', '']"
3188,r053,"United States -> California -> Public -> California State U., San Bernardino",United States,California,Public,"California State U., San Bernardino",4,"['126', '']","['108', '']","['0', '']","['0', '']","['18', '']","['126', '']","['108', '']","['0', '']","['0', '']","['18', '']"
3188,r054,"United States -> California -> Public -> California State U., San Marcos",United States,California,Public,"California State U., San Marcos",4,"['682', '']","['244', '']","['0', '']","['248', '']","['190', '']","['229', '']","['179', '']","['0', '']","['50', '']","['0', '']"
3188,r055,"United States -> California -> Public -> California State U., Stanislaus",United States,California,Public,"California State U., Stanislaus",4,"['432', '']","['342', '']","['0', '']","['5', '']","['85', '']","['422', '']","['337', '']","['0', '']","['0', '']","['85', '']"
3188,r056,United States -> California -> Public -> Humboldt State U.,United States,California,Public,Humboldt State U.,4,"['2,194', '']","['967', '']","['195', '']","['401', '']","['631', '']","['1,305', '']","['462', '']","['20', '']","['270', '']","['553', '']"
3188,r057,United States -> California -> Public -> Naval Postgraduate School,United States,California,Public,Naval Postgraduate School,4,"['959', '']","['388', '']","['523', '']","['48', '']","['0', '']","['314', '']","['43', '']","['271', '']","['0', '']","['0', '']"
3188,r058,United States -> California -> Public -> San Diego State U.,United States,California,Public,San Diego State U.,4,"['9,853', '']","['6,308', '']","['469', '']","['2,683', '']","['393', '']","['8,516', '']","['5,010', '']","['467', '']","['2,683', '']","['356', '']"
3188,r059,United States -> California -> Public -> San Francisco State U.,United States,California,Public,San Francisco State U.,4,"['2,270', '']","['1,924', '']","['42', '']","['128', '']","['176', '']","['1,786', '']","['1,633', '']","['42', '']","['91', '']","['20', '']"
3188,r060,United States -> California -> Public -> San Jose State U.,United States,California,Public,San Jose State U.,4,"['6,776', 'i']","['4,242', 'i']","['194', 'i']","['169', 'i']","['2,171', 'i']","['6,653', '']","['4,183', '']","['184', '']","['155', '']","['2,131', '']"
3188,r061,"United States -> California -> Public -> U. California, Berkeley",United States,California,Public,"U. California, Berkeley",4,"['43,239', '']","['32,404', '']","['3,759', '']","['4,649', '']","['2,427', '']","['32,287', '']","['24,950', '']","['2,559', '']","['2,644', '']","['2,134', '']"
3188,r062,"United States -> California -> Public -> U. California, Davis",United States,California,Public,"U. California, Davis",4,"['60,115', '']","['31,034', '']","['8,375', '']","['11,592', '']","['9,114', '']","['49,928', '']","['27,938', '']","['5,169', '']","['9,875', '']","['6,946', '']"
3188,r063,"United States -> California -> Public -> U. California, Irvine",United States,California,Public,"U. California, Irvine",4,"['40,749', '']","['24,236', '']","['9,427', '']","['6,590', '']","['496', '']","['33,202', '']","['21,702', '']","['5,556', '']","['5,723', '']","['221', '']"
3188,r064,"United States -> California -> Public -> U. California, Los Angeles",United States,California,Public,"U. California, Los Angeles",4,"['102,809', '']","['59,233', '']","['14,515', '']","['24,501', '']","['4,560', '']","['90,327', '']","['52,535', '']","['11,393', '']","['22,079', '']","['4,320', '']"
3188,r065,"United States -> California -> Public -> U. California, Merced",United States,California,Public,"U. California, Merced",4,"['2,161', '']","['1,244', '']","['312', '']","['303', '']","['302', '']","['1,600', '']","['1,063', '']","['312', '']","['27', '']","['198', '']"
3188,r066,"United States -> California -> Public -> U. California, Office of the President",United States,California,Public,"U. California, Office of the President",4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3188,r067,"United States -> California -> Public -> U. California, Riverside",United States,California,Public,"U. California, Riverside",4,"['15,164', '']","['8,348', '']","['3,295', '']","['1,869', '']","['1,652', '']","['13,241', '']","['7,608', '']","['2,383', '']","['1,677', '']","['1,573', '']"
3188,r068,"United States -> California -> Public -> U. California, San Diego",United States,California,Public,"U. California, San Diego",4,"['110,624', '']","['60,336', '']","['12,830', '']","['31,661', '']","['5,797', '']","['94,070', '']","['49,461', '']","['11,540', '']","['28,731', '']","['4,338', '']"
3188,r069,"United States -> California -> Public -> U. California, San Francisco",United States,California,Public,"U. California, San Francisco",4,"['122,465', '']","['51,155', '']","['6,949', '']","['58,469', '']","['5,892', '']","['109,677', '']","['46,261', '']","['6,119', '']","['51,489', '']","['5,808', '']"
3188,r070,"United States -> California -> Public -> U. California, Santa Barbara",United States,California,Public,"U. California, Santa Barbara",4,"['32,223', '']","['18,923', '']","['5,011', '']","['7,762', '']","['527', '']","['28,576', '']","['15,927', '']","['4,704', '']","['7,423', '']","['522', '']"
3188,r071,"United States -> California -> Public -> U. California, Santa Cruz",United States,California,Public,"U. California, Santa Cruz",4,"['11,530', '']","['8,033', '']","['569', '']","['2,761', '']","['167', '']","['9,581', '']","['6,630', '']","['569', '']","['2,215', '']","['167', '']"
3188,r072,United States -> California -> Private,United States,California,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r073,United States -> California -> Private -> Azusa Pacific U.,United States,California,Private,Azusa Pacific U.,4,"['109', '']","['63', '']","['17', '']","['23', '']","['6', '']","['109', '']","['63', '']","['17', '']","['23', '']","['6', '']"
3188,r074,United States -> California -> Private -> Biola U.,United States,California,Private,Biola U.,4,"['94', 'i']","['52', 'i']","['13', 'i']","['22', 'i']","['7', 'i']","['80', 'i']","['48', 'i']","['10', 'i']","['17', 'i']","['5', 'i']"
3188,r075,United States -> California -> Private -> California Institute of Technology,United States,California,Private,California Institute of Technology,4,"['37,799', '']","['27,953', '']","['1,844', '']","['8,002', '']","['0', '']","['33,028', '']","['24,382', '']","['1,209', '']","['7,437', '']","['0', '']"
3188,r076,United States -> California -> Private -> California Lutheran U.,United States,California,Private,California Lutheran U.,4,"['155', '']","['155', '']","['0', '']","['0', '']","['0', '']","['155', '']","['155', '']","['0', '']","['0', '']","['0', '']"
3188,r077,United States -> California -> Private -> Chapman U.,United States,California,Private,Chapman U.,4,"['726', 'i']","['515', 'i']","['121', 'i']","['90', 'i']","['0', 'i']","['600', '']","['459', '']","['121', '']","['20', '']","['0', '']"
3188,r078,United States -> California -> Private -> Charles R. Drew U. of Medicine and Science,United States,California,Private,Charles R. Drew U. of Medicine and Science,4,"['1,237', '']","['81', '']","['0', '']","['0', '']","['1,156', '']","['1,237', '']","['81', '']","['0', '']","['0', '']","['1,156', '']"
3188,r079,United States -> California -> Private -> Claremont Graduate U.,United States,California,Private,Claremont Graduate U.,4,"['674', '']","['148', '']","['0', '']","['393', '']","['133', '']","['674', '']","['148', '']","['0', '']","['393', '']","['133', '']"
3188,r080,United States -> California -> Private -> Claremont McKenna C.,United States,California,Private,Claremont McKenna C.,4,"['27', '']","['27', '']","['0', '']","['0', '']","['0', '']","['27', '']","['27', '']","['0', '']","['0', '']","['0', '']"
3188,r081,United States -> California -> Private -> Harvey Mudd C.,United States,California,Private,Harvey Mudd C.,4,"['204', '']","['150', '']","['0', '']","['54', '']","['0', '']","['204', '']","['150', '']","['0', '']","['54', '']","['0', '']"
3188,r082,United States -> California -> Private -> Keck Graduate Institute,United States,California,Private,Keck Graduate Institute,4,"['128', 'i']","['18', 'i']","['110', 'i']","['0', 'i']","['0', 'i']","['110', 'i']","['0', 'i']","['110', 'i']","['0', 'i']","['0', 'i']"
3188,r083,United States -> California -> Private -> La Sierra U.,United States,California,Private,La Sierra U.,4,"['14', '']","['14', '']","['0', '']","['0', '']","['0', '']","['14', '']","['14', '']","['0', '']","['0', '']","['0', '']"
3188,r084,United States -> California -> Private -> Loma Linda U.,United States,California,Private,Loma Linda U.,4,"['2,561', 'i']","['858', 'i']","['1,264', 'i']","['44', 'i']","['395', 'i']","['2,416', 'i']","['800', 'i']","['1,185', 'i']","['44', 'i']","['387', 'i']"
3188,r085,United States -> California -> Private -> Loyola Marymount U.,United States,California,Private,Loyola Marymount U.,4,"['100', '']","['0', '']","['0', '']","['100', '']","['0', '']","['100', '']","['0', '']","['0', '']","['100', '']","['0', '']"
3188,r086,United States -> California -> Private -> Marshall B. Ketchum U.,United States,California,Private,Marshall B. Ketchum U.,4,"['37', 'i']","['37', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['37', 'i']","['37', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
3188,r087,United States -> California -> Private -> Mills C.,United States,California,Private,Mills C.,4,"['95', '']","['48', '']","['0', '']","['47', '']","['0', '']","['47', '']","['0', '']","['0', '']","['47', '']","['0', '']"
3188,r088,United States -> California -> Private -> Occidental C.,United States,California,Private,Occidental C.,4,"['2', '']","['2', '']","['0', '']","['0', '']","['0', '']","['2', '']","['2', '']","['0', '']","['0', '']","['0', '']"
3188,r089,United States -> California -> Private -> Pepperdine U.,United States,California,Private,Pepperdine U.,4,"['134', '']","['56', '']","['0', '']","['78', '']","['0', '']","['38', '']","['17', '']","['0', '']","['21', '']","['0', '']"
3188,r090,United States -> California -> Private -> Pomona C.,United States,California,Private,Pomona C.,4,"['161', '']","['161', '']","['0', '']","['0', '']","['0', '']","['161', '']","['161', '']","['0', '']","['0', '']","['0', '']"
3188,r091,United States -> California -> Private -> Santa Clara U.,United States,California,Private,Santa Clara U.,4,"['180', '']","['123', '']","['1', '']","['40', '']","['16', '']","['180', '']","['123', '']","['1', '']","['40', '']","['16', '']"
3188,r092,United States -> California -> Private -> Scripps Research Institute,United States,California,Private,Scripps Research Institute,4,"['25,216', '']","['16,780', '']","['772', '']","['7,217', '']","['447', '']","['23,274', '']","['16,235', '']","['772', '']","['5,820', '']","['447', '']"
3188,r093,United States -> California -> Private -> Stanford U.,United States,California,Private,Stanford U.,4,"['114,984', '']","['74,636', '']","['14,286', '']","['22,841', '']","['3,221', '']","['90,097', '']","['63,542', '']","['8,924', '']","['16,673', '']","['958', '']"
3188,r094,United States -> California -> Private -> Touro U.,United States,California,Private,Touro U.,4,"['481', '']","['481', '']","['0', '']","['0', '']","['0', '']","['481', '']","['481', '']","['0', '']","['0', '']","['0', '']"
3188,r095,United States -> California -> Private -> U. of the Pacific,United States,California,Private,U. of the Pacific,4,"['181', '']","['172', '']","['0', '']","['9', '']","['0', '']","['173', '']","['172', '']","['0', '']","['1', '']","['0', '']"
3188,r096,United States -> California -> Private -> U. San Diego,United States,California,Private,U. San Diego,4,"['279', '']","['201', '']","['25', '']","['53', '']","['0', '']","['265', '']","['189', '']","['23', '']","['53', '']","['0', '']"
3188,r097,United States -> California -> Private -> U. San Francisco,United States,California,Private,U. San Francisco,4,"['13', '']","['1', '']","['0', '']","['0', '']","['12', '']","['13', '']","['1', '']","['0', '']","['0', '']","['12', '']"
3188,r098,United States -> California -> Private -> U. Southern California,United States,California,Private,U. Southern California,4,"['77,998', '']","['48,095', '']","['12,658', '']","['14,164', '']","['3,081', '']","['72,205', '']","['44,256', '']","['12,393', '']","['12,628', '']","['2,928', '']"
3188,r099,United States -> California -> Private -> Western U. of Health Sciences,United States,California,Private,Western U. of Health Sciences,4,"['406', '']","['321', '']","['85', '']","['0', '']","['0', '']","['321', '']","['321', '']","['0', '']","['0', '']","['0', '']"
3188,r100,United States -> Colorado,United States,Colorado,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r101,United States -> Colorado -> Public,United States,Colorado,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r102,United States -> Colorado -> Public -> Colorado School of Mines,United States,Colorado,Public,Colorado School of Mines,4,"['9,458', '']","['6,214', '']","['2,349', '']","['249', '']","['646', '']","['9,458', '']","['6,214', '']","['2,349', '']","['249', '']","['646', '']"
3188,r103,"United States -> Colorado -> Public -> Colorado State U., Fort Collins",United States,Colorado,Public,"Colorado State U., Fort Collins",4,"['30,235', 'i']","['18,170', 'i']","['3,071', 'i']","['4,773', 'i']","['4,221', 'i']","['29,761', '']","['18,020', '']","['3,071', '']","['4,601', '']","['4,069', '']"
3188,r104,"United States -> Colorado -> Public -> Colorado State U., Pueblo",United States,Colorado,Public,"Colorado State U., Pueblo",4,"['53', '']","['53', '']","['0', '']","['0', '']","['0', '']","['53', '']","['53', '']","['0', '']","['0', '']","['0', '']"
3188,r105,United States -> Colorado -> Public -> Fort Lewis C.,United States,Colorado,Public,Fort Lewis C.,4,"['240', '']","['240', '']","['0', '']","['0', '']","['0', '']","['240', '']","['240', '']","['0', '']","['0', '']","['0', '']"
3188,r106,United States -> Colorado -> Public -> U. Colorado Boulder,United States,Colorado,Public,U. Colorado Boulder,4,"['65,023', 'i']","['29,547', 'i']","['12,609', 'i']","['7,745', 'i']","['15,122', 'i']","['63,005', '']","['29,003', '']","['12,026', '']","['7,336', '']","['14,640', '']"
3188,r107,United States -> Colorado -> Public -> U. Colorado Colorado Springs,United States,Colorado,Public,U. Colorado Colorado Springs,4,"['717', '']","['400', '']","['314', '']","['3', '']","['0', '']","['717', '']","['400', '']","['314', '']","['3', '']","['0', '']"
3188,r108,United States -> Colorado -> Public -> U. Colorado Denver and Anschutz Medical Campus,United States,Colorado,Public,U. Colorado Denver and Anschutz Medical Campus,4,"['66,107', 'i']","['33,309', 'i']","['5,789', 'i']","['11,634', 'i']","['15,375', 'i']","['63,488', '']","['32,412', '']","['5,357', '']","['11,187', '']","['14,532', '']"
3188,r109,United States -> Colorado -> Public -> U. Northern Colorado,United States,Colorado,Public,U. Northern Colorado,4,"['246', '']","['207', '']","['39', '']","['0', '']","['0', '']","['246', '']","['207', '']","['39', '']","['0', '']","['0', '']"
3188,r110,United States -> Colorado -> Public -> U.S. Air Force Academy,United States,Colorado,Public,U.S. Air Force Academy,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3188,r111,United States -> Colorado -> Private,United States,Colorado,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r112,United States -> Colorado -> Private -> Colorado C.,United States,Colorado,Private,Colorado C.,4,"['116', '']","['116', '']","['0', '']","['0', '']","['0', '']","['116', '']","['116', '']","['0', '']","['0', '']","['0', '']"
3188,r113,United States -> Colorado -> Private -> U. Denver,United States,Colorado,Private,U. Denver,4,"['4,955', '']","['2,887', '']","['793', '']","['1,241', '']","['34', '']","['4,724', '']","['2,706', '']","['774', '']","['1,210', '']","['34', '']"
3188,r114,United States -> Connecticut,United States,Connecticut,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3188,r115,United States -> Connecticut -> Public,United States,Connecticut,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
