table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_total_all_r_d_expenditures,field_total_clinical_trials,field_federal_all_r_d_expenditures,field_federal_clinical_trials,field_nonfederal_all_r_d_expenditures,field_nonfederal_clinical_trials
10165,r054,District of Columbia -> Private -> George Washington U.,District of Columbia,Private,George Washington U.,3,"['275,483', '']","['24,120', '']","['161,867', '']","['21,673', '']","['113,616', '']","['2,447', '']"
10165,r055,District of Columbia -> Private -> Georgetown U.,District of Columbia,Private,Georgetown U.,3,"['313,220', '']","['13,406', '']","['127,213', '']","['10', '']","['186,007', '']","['13,396', '']"
10165,r056,District of Columbia -> Private -> Howard U.,District of Columbia,Private,Howard U.,3,"['67,594', '']","['538', '']","['37,331', '']","['37', '']","['30,263', '']","['501', '']"
10165,r057,Florida,Florida,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r058,Florida -> Public,Florida,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r059,Florida -> Public -> Florida Atlantic U.,Florida,Public,Florida Atlantic U.,3,"['61,748', '']","['277', '']","['28,641', '']","['264', '']","['33,107', '']","['13', '']"
10165,r060,Florida -> Public -> Florida International U.,Florida,Public,Florida International U.,3,"['281,665', '']","['10,540', '']","['129,683', '']","['9,534', '']","['151,982', '']","['1,006', '']"
10165,r061,Florida -> Public -> Florida State U.,Florida,Public,Florida State U.,3,"['355,986', '']","['5,424', '']","['163,744', '']","['4,371', '']","['192,242', '']","['1,053', '']"
10165,r062,Florida -> Public -> U. Central Florida,Florida,Public,U. Central Florida,3,"['221,488', '']","['2,396', '']","['110,131', '']","['2,359', '']","['111,357', '']","['37', '']"
10165,r063,Florida -> Public -> U. Florida,Florida,Public,U. Florida,3,"['1,085,834', '']","['44,222', '']","['467,739', '']","['16,615', '']","['618,095', '']","['27,607', '']"
10165,r064,Florida -> Public -> U. South Florida<sup>b</sup>,Florida,Public,U. South Florida<sup>b</sup>,3,"['405,166', '']","['16,176', '']","['206,552', '']","['1,573', '']","['198,614', '']","['14,603', '']"
10165,r065,Florida -> Private,Florida,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r066,Florida -> Private -> Nova Southeastern U.,Florida,Private,Nova Southeastern U.,3,"['31,189', '']","['258', '']","['9,314', '']","['0', '']","['21,875', '']","['258', '']"
10165,r067,Florida -> Private -> U. Miami,Florida,Private,U. Miami,3,"['439,300', '']","['46,133', '']","['265,212', '']","['14,046', '']","['174,088', '']","['32,087', '']"
10165,r068,Georgia,Georgia,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r069,Georgia -> Public,Georgia,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r070,Georgia -> Public -> Augusta U.,Georgia,Public,Augusta U.,3,"['127,313', '']","['3,684', '']","['64,609', '']","['59', '']","['62,704', '']","['3,625', '']"
10165,r071,Georgia -> Public -> U. Georgia,Georgia,Public,U. Georgia,3,"['545,631', '']","['1,115', '']","['220,343', '']","['718', '']","['325,288', '']","['397', '']"
10165,r072,Georgia -> Private,Georgia,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r073,Georgia -> Private -> Emory U.,Georgia,Private,Emory U.,3,"['958,281', '']","['66,715', '']","['568,149', '']","['15,146', '']","['390,132', '']","['51,569', '']"
10165,r074,Georgia -> Private -> Mercer U.,Georgia,Private,Mercer U.,3,"['50,222', '']","['261', '']","['32,504', '']","['0', '']","['17,718', '']","['261', '']"
10165,r075,Georgia -> Private -> Morehouse School of Medicine,Georgia,Private,Morehouse School of Medicine,3,"['42,489', '']","['413', '']","['31,339', '']","['0', '']","['11,150', '']","['413', '']"
10165,r076,Hawaii,Hawaii,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r077,Hawaii -> Public,Hawaii,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r078,"Hawaii -> Public -> U. Hawaii, Manoa",Hawaii,Public,"U. Hawaii, Manoa",3,"['277,323', '']","['183', '']","['169,762', '']","['0', '']","['107,561', '']","['183', '']"
10165,r079,Illinois,Illinois,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r080,Illinois -> Public,Illinois,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r081,"Illinois -> Public -> Southern Illinois U., Carbondale",Illinois,Public,"Southern Illinois U., Carbondale",3,"['46,967', '']","['1,333', '']","['13,582', '']","['0', '']","['33,385', '']","['1,333', '']"
10165,r082,"Illinois -> Public -> U. Illinois, Chicago",Illinois,Public,"U. Illinois, Chicago",3,"['440,573', '']","['27,889', '']","['251,328', '']","['22,540', '']","['189,245', '']","['5,349', '']"
10165,r083,"Illinois -> Public -> U. Illinois, Urbana-Champaign",Illinois,Public,"U. Illinois, Urbana-Champaign",3,"['765,909', '']","['576', '']","['420,953', '']","['507', '']","['344,956', '']","['69', '']"
10165,r084,Illinois -> Private,Illinois,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r085,"Illinois -> Private -> Loyola U., Chicago",Illinois,Private,"Loyola U., Chicago",3,"['46,169', '']","['3,879', '']","['26,972', '']","['476', '']","['19,197', '']","['3,403', '']"
10165,r086,Illinois -> Private -> Midwestern U.,Illinois,Private,Midwestern U.,3,"['11,069', '']","['10', '']","['1,609', '']","['0', '']","['9,460', '']","['10', '']"
10165,r087,Illinois -> Private -> Northwestern U.,Illinois,Private,Northwestern U.,3,"['1,000,695', '']","['378,292', '']","['618,771', '']","['310,950', '']","['381,924', '']","['67,342', '']"
10165,r088,Illinois -> Private -> Rosalind Franklin U. of Medicine and Science,Illinois,Private,Rosalind Franklin U. of Medicine and Science,3,"['12,988', '']","['36', '']","['7,292', '']","['0', '']","['5,696', '']","['36', '']"
10165,r089,Illinois -> Private -> Rush U.,Illinois,Private,Rush U.,3,"['114,874', '']","['24,573', '']","['79,647', '']","['9,251', '']","['35,227', '']","['15,322', '']"
10165,r090,Illinois -> Private -> U. Chicago,Illinois,Private,U. Chicago,3,"['591,805', '']","['40,050', '']","['456,806', '']","['73', '']","['134,999', '']","['39,977', '']"
10165,r091,Indiana,Indiana,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r092,Indiana -> Public,Indiana,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r093,Indiana -> Public -> Ball State U.,Indiana,Public,Ball State U.,3,"['9,932', '']","['2,642', '']","['5,302', '']","['2,642', '']","['4,630', '']","['0', '']"
10165,r094,"Indiana -> Public -> Indiana U., Bloomington",Indiana,Public,"Indiana U., Bloomington",3,"['751,309', '']","['56,297', '']","['360,300', '']","['24,339', '']","['391,009', '']","['31,958', '']"
10165,r095,"Indiana -> Public -> Indiana U.-Purdue U., Indianapolis",Indiana,Public,"Indiana U.-Purdue U., Indianapolis",3,"['64,162', '']","['3,136', '']","['29,353', '']","['2,600', '']","['34,809', '']","['536', '']"
10165,r096,Iowa,Iowa,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r097,Iowa -> Public,Iowa,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r098,Iowa -> Public -> U. Iowa,Iowa,Public,U. Iowa,3,"['594,215', '']","['21,944', '']","['314,346', '']","['0', '']","['279,869', '']","['21,944', '']"
10165,r099,Iowa -> Private,Iowa,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r100,Iowa -> Private -> Des Moines U.,Iowa,Private,Des Moines U.,3,"['5,307', '']","['36', '']","['1,589', '']","['35', '']","['3,718', '']","['1', '']"
10165,r101,"Iowa -> Private -> Palmer C. of Chiropractic, Davenport",Iowa,Private,"Palmer C. of Chiropractic, Davenport",3,"['2,050', '']","['1,500', '']","['1,550', '']","['1,500', '']","['500', '']","['0', '']"
10165,r102,Kansas,Kansas,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r103,Kansas -> Public,Kansas,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r104,Kansas -> Public -> U. Kansas,Kansas,Public,U. Kansas,3,"['405,267', '']","['25,922', '']","['200,117', '']","['1,112', '']","['205,150', '']","['24,810', '']"
10165,r105,Kentucky,Kentucky,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r106,Kentucky -> Public,Kentucky,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r107,Kentucky -> Public -> U. Kentucky,Kentucky,Public,U. Kentucky,3,"['476,517', '']","['12,914', '']","['253,852', '']","['5,031', '']","['222,665', '']","['7,883', '']"
10165,r108,Kentucky -> Public -> U. Louisville,Kentucky,Public,U. Louisville,3,"['229,582', '']","['11,868', '']","['117,363', '']","['4,136', '']","['112,219', '']","['7,732', '']"
10165,r109,Louisiana,Louisiana,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r110,Louisiana -> Public,Louisiana,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r111,"Louisiana -> Public -> Louisiana State U., Baton Rouge",Louisiana,Public,"Louisiana State U., Baton Rouge",3,"['344,556', '']","['15,573', '']","['111,886', '']","['11,079', '']","['232,670', '']","['4,494', '']"
10165,r112,"Louisiana -> Public -> Louisiana State U., Health Sciences Center, New Orleans",Louisiana,Public,"Louisiana State U., Health Sciences Center, New Orleans",3,"['53,995', '']","['1,307', '']","['33,087', '']","['223', '']","['20,908', '']","['1,084', '']"
10165,r113,"Louisiana -> Public -> Louisiana State U., Health Sciences Center, Shreveport",Louisiana,Public,"Louisiana State U., Health Sciences Center, Shreveport",3,"['29,502', '']","['1,404', '']","['15,503', '']","['425', '']","['13,999', '']","['979', '']"
10165,r114,Louisiana -> Private,Louisiana,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r115,Louisiana -> Private -> Tulane U.,Louisiana,Private,Tulane U.,3,"['222,605', '']","['10,910', '']","['127,544', '']","['116', '']","['95,061', '']","['10,794', '']"
10165,r116,Maine,Maine,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r117,Maine -> Private,Maine,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r118,Maine -> Private -> U. New England,Maine,Private,U. New England,3,"['6,664', '']","['80', '']","['3,660', '']","['80', '']","['3,004', '']","['0', '']"
10165,r119,Maryland,Maryland,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r120,Maryland -> Public,Maryland,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r121,Maryland -> Public -> U. Maryland<sup>c</sup>,Maryland,Public,U. Maryland<sup>c</sup>,3,"['1,228,550', '']","['33,505', '']","['750,447', '']","['4,911', '']","['478,103', '']","['28,594', '']"
10165,r122,Maryland -> Private,Maryland,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r123,Maryland -> Private -> Johns Hopkins U.<sup>d</sup>,Maryland,Private,Johns Hopkins U.<sup>d</sup>,3,"['3,420,312', '']","['48,389', '']","['2,971,816', '']","['819', '']","['448,496', '']","['47,570', '']"
10165,r124,Massachusetts,Massachusetts,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r125,Massachusetts -> Public,Massachusetts,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r126,"Massachusetts -> Public -> U. Massachusetts, Medical School",Massachusetts,Public,"U. Massachusetts, Medical School",3,"['358,204', '']","['8,132', '']","['258,147', '']","['541', '']","['100,057', '']","['7,591', '']"
10165,r127,Massachusetts -> Private,Massachusetts,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r128,Massachusetts -> Private -> Boston C.,Massachusetts,Private,Boston C.,3,"['68,958', '']","['685', '']","['36,560', '']","['685', '']","['32,398', '']","['0', '']"
10165,r129,Massachusetts -> Private -> Boston U.,Massachusetts,Private,Boston U.,3,"['725,402', '']","['2,200', '']","['413,102', '']","['240', '']","['312,300', '']","['1,960', '']"
10165,r130,Massachusetts -> Private -> Harvard U.,Massachusetts,Private,Harvard U.,3,"['1,308,458', '']","['59,642', '']","['628,683', '']","['54,165', '']","['679,775', '']","['5,477', '']"
10165,r131,Massachusetts -> Private -> New England C. of Optometry,Massachusetts,Private,New England C. of Optometry,3,"['1,868', '']","['695', '']","['1,609', '']","['634', '']","['259', '']","['61', '']"
10165,r132,Massachusetts -> Private -> Tufts U.,Massachusetts,Private,Tufts U.,3,"['231,224', '']","['2,047', '']","['150,081', '']","['1,329', '']","['81,143', '']","['718', '']"
10165,r133,Michigan,Michigan,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r134,Michigan -> Public,Michigan,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r135,Michigan -> Public -> Central Michigan U.,Michigan,Public,Central Michigan U.,3,"['25,105', '']","['182', '']","['9,773', '']","['109', '']","['15,332', '']","['73', '']"
10165,r136,Michigan -> Public -> Grand Valley State U.,Michigan,Public,Grand Valley State U.,3,"['6,695', '']","['847', '']","['1,819', '']","['847', '']","['4,876', '']","['0', '']"
10165,r137,Michigan -> Public -> Michigan State U.,Michigan,Public,Michigan State U.,3,"['759,229', '']","['4,142', '']","['381,504', '']","['3,175', '']","['377,725', '']","['967', '']"
10165,r138,Michigan -> Public -> Michigan Technological U.,Michigan,Public,Michigan Technological U.,3,"['91,084', '']","['55', '']","['48,766', '']","['55', '']","['42,318', '']","['0', '']"
10165,r139,Michigan -> Public -> Oakland U.,Michigan,Public,Oakland U.,3,"['38,061', '']","['39', '']","['9,533', '']","['0', '']","['28,528', '']","['39', '']"
10165,r140,"Michigan -> Public -> U. Michigan, Ann Arbor",Michigan,Public,"U. Michigan, Ann Arbor",3,"['1,770,708', '']","['42,101', '']","['970,636', '']","['5,197', '']","['800,072', '']","['36,904', '']"
10165,r141,Michigan -> Public -> Wayne State U.,Michigan,Public,Wayne State U.,3,"['242,247', '']","['10,842', '']","['126,814', '']","['734', '']","['115,433', '']","['10,108', '']"
10165,r142,Michigan -> Public -> Western Michigan U. and Homer Stryker M.D. School of Medicine,Michigan,Public,Western Michigan U. and Homer Stryker M.D. School of Medicine,3,"['27,768', '']","['322', '']","['12,895', '']","['29', '']","['14,873', '']","['293', '']"
10165,r143,Minnesota,Minnesota,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r144,Minnesota -> Public,Minnesota,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r145,"Minnesota -> Public -> U. Minnesota, Twin Cities",Minnesota,Public,"U. Minnesota, Twin Cities",3,"['1,202,084', '']","['101,716', '']","['652,384', '']","['77,838', '']","['549,700', '']","['23,878', '']"
10165,r146,Minnesota -> Private,Minnesota,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r147,Minnesota -> Private -> St. Catherine U.,Minnesota,Private,St. Catherine U.,3,"['933', '']","['30', '']","['300', '']","['0', '']","['633', '']","['30', '']"
10165,r148,Mississippi,Mississippi,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r149,Mississippi -> Public,Mississippi,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r150,Mississippi -> Public -> U. Mississippi,Mississippi,Public,U. Mississippi,3,"['152,903', '']","['5,766', '']","['84,270', '']","['4,589', '']","['68,633', '']","['1,177', '']"
10165,r151,Missouri,Missouri,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r152,Missouri -> Public,Missouri,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r153,"Missouri -> Public -> U. Missouri, Columbia",Missouri,Public,"U. Missouri, Columbia",3,"['432,310', '']","['3,946', '']","['182,432', '']","['784', '']","['249,878', '']","['3,162', '']"
10165,r154,"Missouri -> Public -> U. Missouri, Kansas City",Missouri,Public,"U. Missouri, Kansas City",3,"['52,657', '']","['73', '']","['31,134', '']","['0', '']","['21,523', '']","['73', '']"
10165,r155,Missouri -> Private,Missouri,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r156,Missouri -> Private -> Saint Louis U.,Missouri,Private,Saint Louis U.,3,"['82,740', '']","['3,242', '']","['42,170', '']","['180', '']","['40,570', '']","['3,062', '']"
10165,r157,"Missouri -> Private -> Washington U., Saint Louis",Missouri,Private,"Washington U., Saint Louis",3,"['1,047,098', '']","['46,637', '']","['681,353', '']","['17,342', 'i']","['365,745', '']","['29,295', 'i']"
10165,r158,Montana,Montana,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r159,Montana -> Public,Montana,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r160,"Montana -> Public -> Montana State U., Bozeman",Montana,Public,"Montana State U., Bozeman",3,"['200,820', '']","['1,438', '']","['118,974', '']","['1,424', '']","['81,846', '']","['14', '']"
10165,r161,Nebraska,Nebraska,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r162,Nebraska -> Public,Nebraska,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r163,"Nebraska -> Public -> U. Nebraska, Lincoln",Nebraska,Public,"U. Nebraska, Lincoln",3,"['340,260', '']","['2,366', '']","['113,248', '']","['2,120', '']","['227,012', '']","['246', '']"
10165,r164,"Nebraska -> Public -> U. Nebraska, Medical Center",Nebraska,Public,"U. Nebraska, Medical Center",3,"['205,253', '']","['16,289', '']","['114,754', '']","['10,650', '']","['90,499', '']","['5,639', '']"
10165,r165,Nebraska -> Private,Nebraska,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r166,Nebraska -> Private -> Creighton U.,Nebraska,Private,Creighton U.,3,"['27,609', '']","['1,609', 'i']","['12,022', '']","['452', 'i']","['15,587', '']","['1,157', 'i']"
10165,r167,Nevada,Nevada,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r168,Nevada -> Public,Nevada,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10165,r169,"Nevada -> Public -> U. Nevada, Las Vegas",Nevada,Public,"U. Nevada, Las Vegas",3,"['94,967', '']","['132', '']","['28,867', '']","['0', '']","['66,100', '']","['132', '']"
10165,r170,"Nevada -> Public -> U. Nevada, Reno",Nevada,Public,"U. Nevada, Reno",3,"['181,782', '']","['681', '']","['83,631', '']","['635', '']","['98,151', '']","['46', '']"
10165,r171,Nevada -> Private,Nevada,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
