table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2019,field_2020,field_2021_all_non_s_e_fields,field_2021_business_management_and_business_administration,field_2021_communication_and_communications_technologies,field_2021_education,field_2021_humanities,field_2021_law,field_2021_social_work,field_2021_visual_and_performing_arts,field_2021_other
8005,r014,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,13,"['22,034', '']","['21,966', '']","['19,390', '']","['45', '']","['0', '']","['19,161', '']","['7', '']","['0', '']","['0', '']","['0', '']","['177', '']"
8005,r015,All institutions -> U. Florida,All institutions,U. Florida,2,14,"['18,905', '']","['21,625', '']","['18,722', '']","['2,847', '']","['769', '']","['12,327', '']","['135', '']","['90', '']","['0', '']","['517', '']","['2,037', '']"
8005,r016,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,15,"['11,488', '']","['19,161', '']","['18,506', '']","['0', '']","['177', '']","['14,641', '']","['70', '']","['152', '']","['383', '']","['0', '']","['3,083', '']"
8005,r017,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,16,"['15,303', '']","['15,364', '']","['18,398', '']","['355', '']","['1,648', '']","['12,276', '']","['0', '']","['619', '']","['3,500', '']","['0', '']","['0', '']"
8005,r018,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,17,"['13,557', '']","['15,773', '']","['17,666', '']","['3,141', '']","['750', '']","['8,127', '']","['487', '']","['730', '']","['4,378', '']","['53', '']","['0', '']"
8005,r019,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,18,"['4,059', '']","['14,125', '']","['17,648', '']","['6,954', '']","['252', '']","['5,329', '']","['4,699', '']","['0', '']","['0', '']","['116', '']","['298', '']"
8005,r020,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,19,"['18,643', '']","['12,964', '']","['17,615', '']","['995', '']","['110', '']","['3,755', '']","['197', '']","['0', '']","['0', '']","['5', '']","['12,553', '']"
8005,r021,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,20,"['11,623', '']","['14,855', '']","['17,410', '']","['0', '']","['0', '']","['70', '']","['30', '']","['0', '']","['17,310', '']","['0', '']","['0', '']"
8005,r022,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,21,"['9,860', '']","['15,767', '']","['17,136', '']","['557', '']","['0', '']","['16,515', '']","['24', '']","['0', '']","['0', '']","['40', '']","['0', '']"
8005,r023,All institutions -> Washington State U.,All institutions,Washington State U.,2,22,"['21,558', '']","['19,600', '']","['17,081', '']","['2,173', '']","['750', '']","['11,030', '']","['237', '']","['0', '']","['36', '']","['0', '']","['2,855', '']"
8005,r024,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,23,"['9,288', '']","['6,685', '']","['16,343', '']","['3,175', '']","['524', '']","['9,739', '']","['1,754', '']","['233', '']","['899', '']","['19', '']","['0', '']"
8005,r025,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,24,"['14,612', '']","['15,517', '']","['16,017', '']","['642', '']","['4,055', '']","['4,961', '']","['820', '']","['764', '']","['0', '']","['0', '']","['4,775', '']"
8005,r026,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,25,"['17,219', '']","['16,093', '']","['15,927', '']","['632', '']","['24', '']","['13,959', '']","['223', '']","['10', '']","['0', '']","['0', '']","['1,079', '']"
8005,r027,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,26,"['14,831', '']","['14,656', '']","['15,444', '']","['73', '']","['191', '']","['14,271', '']","['486', '']","['0', '']","['11', '']","['0', '']","['412', '']"
8005,r028,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,27,"['14,982', '']","['15,393', '']","['15,435', '']","['1,295', '']","['153', '']","['13,674', '']","['179', '']","['0', '']","['0', '']","['0', '']","['134', '']"
8005,r029,All institutions -> Texas State U.,All institutions,Texas State U.,2,28,"['16,111', '']","['13,652', '']","['15,180', '']","['86', '']","['0', '']","['5,167', '']","['0', '']","['9,583', '']","['0', '']","['127', '']","['217', '']"
8005,r030,All institutions -> U. Southern California,All institutions,U. Southern California,2,29,"['12,636', '']","['12,592', '']","['15,153', '']","['986', '']","['586', '']","['3,216', '']","['83', '']","['739', '']","['6,406', '']","['1,505', '']","['1,632', '']"
8005,r031,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,30,"['12,974', '']","['12,811', '']","['14,850', '']","['644', '']","['1,465', '']","['12,268', '']","['14', '']","['316', '']","['0', '']","['30', '']","['113', '']"
8005,r032,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,31,"['19,322', '']","['17,919', '']","['14,801', '']","['0', '']","['0', '']","['11,172', '']","['2,272', '']","['356', '']","['0', '']","['10', '']","['991', '']"
8005,r033,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,32,"['7,525', '']","['9,624', '']","['14,134', '']","['258', '']","['745', '']","['7,329', '']","['563', '']","['0', '']","['0', '']","['585', '']","['4,654', '']"
8005,r034,All institutions -> U. Oregon,All institutions,U. Oregon,2,33,"['16,171', '']","['15,096', '']","['13,625', '']","['166', '']","['540', '']","['10,494', '']","['50', '']","['42', '']","['0', '']","['0', '']","['2,333', '']"
8005,r035,All institutions -> New York U.,All institutions,New York U.,2,34,"['20,713', '']","['15,252', '']","['12,475', '']","['227', '']","['0', '']","['8,575', '']","['213', '']","['136', '']","['1,322', '']","['0', '']","['2,002', '']"
8005,r036,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,35,"['5,215', '']","['4,088', '']","['12,251', '']","['510', '']","['178', '']","['10,502', '']","['0', '']","['0', '']","['76', '']","['32', '']","['953', '']"
8005,r037,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,36,"['13,200', '']","['11,348', '']","['12,238', '']","['604', '']","['49', '']","['2,185', '']","['147', '']","['106', '']","['2,661', '']","['184', '']","['6,302', '']"
8005,r038,"All institutions -> U. North Carolina, Greensboro",All institutions,"U. North Carolina, Greensboro",2,37,"['7,396', '']","['9,868', '']","['12,066', '']","['62', '']","['0', '']","['9,269', '']","['0', '']","['0', '']","['1,058', '']","['344', '']","['1,333', '']"
8005,r039,All institutions -> U. Utah,All institutions,U. Utah,2,38,"['20,428', '']","['7,394', '']","['10,897', '']","['65', '']","['1,730', '']","['1,216', '']","['3', '']","['0', '']","['1,426', '']","['1,070', '']","['5,387', '']"
8005,r040,All institutions -> U. Baltimore,All institutions,U. Baltimore,2,39,"['7,794', '']","['10,724', '']","['10,844', '']","['20', '']","['0', '']","['29', '']","['0', '']","['532', '']","['0', '']","['0', '']","['10,263', '']"
8005,r041,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,40,"['13,495', '']","['11,863', '']","['10,275', '']","['681', '']","['1,464', '']","['6,180', '']","['752', '']","['0', '']","['318', '']","['0', '']","['880', '']"
8005,r042,All institutions -> U. Denver,All institutions,U. Denver,2,41,"['8,855', '']","['10,202', '']","['9,902', '']","['85', '']","['0', '']","['2,689', '']","['0', '']","['185', '']","['6,943', '']","['0', '']","['0', '']"
8005,r043,All institutions -> U. West Florida,All institutions,U. West Florida,2,42,"['10,296', '']","['9,681', '']","['9,624', '']","['8,371', '']","['0', '']","['1,019', '']","['0', '']","['0', '']","['71', '']","['0', '']","['163', '']"
8005,r044,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,43,"['6,897', '']","['7,501', '']","['8,958', '']","['440', '']","['0', '']","['5,542', '']","['327', '']","['28', '']","['1,944', '']","['264', '']","['413', '']"
8005,r045,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,44,"['1,142', '']","['625', '']","['8,825', '']","['193', '']","['0', '']","['128', '']","['0', '']","['0', '']","['0', '']","['19', '']","['8,485', '']"
8005,r046,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,45,"['8,966', '']","['12,568', '']","['8,735', '']","['0', '']","['0', '']","['8,386', '']","['179', '']","['0', '']","['0', '']","['170', '']","['0', '']"
8005,r047,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,46,"['2,325', '']","['4,759', '']","['8,657', '']","['5,088', '']","['16', '']","['729', '']","['303', '']","['0', '']","['0', '']","['271', '']","['2,250', '']"
8005,r048,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,47,"['8,000', '']","['8,799', '']","['8,284', '']","['41', '']","['0', '']","['1,659', '']","['9', '']","['0', '']","['0', '']","['0', '']","['6,575', '']"
8005,r049,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,48,"['10,651', '']","['10,678', '']","['8,249', '']","['688', '']","['191', '']","['5,161', '']","['936', '']","['343', '']","['303', '']","['30', '']","['597', '']"
8005,r050,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,49,"['8,309', '']","['10,237', '']","['7,834', '']","['0', '']","['88', '']","['141', '']","['1,914', '']","['459', '']","['20', '']","['164', '']","['5,048', '']"
8005,r051,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,50,"['7,677', '']","['7,040', '']","['7,809', '']","['105', '']","['0', '']","['2,691', '']","['1,288', '']","['0', '']","['1,293', '']","['0', '']","['2,432', '']"
8005,r052,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,51,"['4,683', '']","['5,819', '']","['7,491', '']","['1,025', '']","['78', '']","['3,016', '']","['16', '']","['0', '']","['3,350', '']","['0', '']","['6', '']"
8005,r053,All institutions -> Harvard U.,All institutions,Harvard U.,2,52,"['7,282', '']","['7,290', '']","['7,279', '']","['0', '']","['80', '']","['6,019', '']","['813', '']","['367', '']","['0', '']","['0', '']","['0', '']"
8005,r054,All institutions -> Temple U.,All institutions,Temple U.,2,53,"['11,472', '']","['8,036', '']","['7,215', '']","['1,463', '']","['174', '']","['4,292', '']","['71', '']","['339', '']","['342', '']","['17', '']","['517', '']"
8005,r055,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,54,"['10,578', '']","['7,257', '']","['6,982', '']","['1,679', '']","['530', '']","['2,077', '']","['261', '']","['0', '']","['1,242', '']","['0', '']","['1,193', '']"
8005,r056,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,55,"['8,459', '']","['6,715', '']","['6,711', '']","['797', '']","['148', '']","['3,613', '']","['64', '']","['0', '']","['551', '']","['0', '']","['1,538', '']"
8005,r057,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,56,"['6,273', '']","['4,886', '']","['6,331', '']","['628', '']","['755', '']","['4,752', '']","['145', '']","['51', '']","['0', '']","['0', '']","['0', '']"
8005,r058,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,57,"['3,694', '']","['4,601', '']","['6,268', '']","['0', '']","['1', '']","['880', '']","['17', '']","['99', '']","['3,137', '']","['0', '']","['2,134', '']"
8005,r059,All institutions -> Clemson U.,All institutions,Clemson U.,2,58,"['8,745', '']","['7,765', '']","['6,152', '']","['11', '']","['0', '']","['851', '']","['24', '']","['0', '']","['0', '']","['0', '']","['5,266', '']"
8005,r060,All institutions -> Yale U.,All institutions,Yale U.,2,59,"['3,285', '']","['2,595', '']","['6,126', '']","['2,297', '']","['0', '']","['3,253', '']","['522', '']","['0', '']","['0', '']","['0', '']","['54', '']"
8005,r061,All institutions -> Western Michigan U. and Homer Stryker M.D. School of Medicine,All institutions,Western Michigan U. and Homer Stryker M.D. School of Medicine,2,60,"['8,745', '']","['7,813', '']","['6,091', '']","['0', '']","['0', '']","['6,030', '']","['0', '']","['0', '']","['0', '']","['0', '']","['61', '']"
8005,r062,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,61,"['14,940', '']","['6,830', '']","['6,051', '']","['192', '']","['20', '']","['1,788', '']","['222', '']","['0', '']","['541', '']","['11', '']","['3,277', '']"
8005,r063,All institutions -> Boston U.,All institutions,Boston U.,2,62,"['4,841', '']","['5,785', '']","['5,758', '']","['110', '']","['0', '']","['3,341', '']","['0', '']","['30', '']","['2,277', '']","['0', '']","['0', '']"
8005,r064,All institutions -> Portland State U.,All institutions,Portland State U.,2,63,"['6,754', '']","['6,563', '']","['5,745', '']","['0', '']","['0', '']","['1,633', '']","['153', '']","['0', '']","['1,469', '']","['0', '']","['2,490', '']"
8005,r065,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,64,"['4,470', '']","['4,318', '']","['5,735', '']","['566', '']","['0', '']","['2,663', '']","['234', '']","['0', '']","['0', '']","['2', '']","['2,270', '']"
8005,r066,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,65,"['5,790', '']","['5,848', '']","['5,648', '']","['0', '']","['0', '']","['41', '']","['18', '']","['0', '']","['0', '']","['0', '']","['5,589', '']"
8005,r067,All institutions -> Boston C.,All institutions,Boston C.,2,66,"['4,458', '']","['5,825', '']","['5,519', '']","['58', '']","['0', '']","['1,944', '']","['0', '']","['0', '']","['3,517', '']","['0', '']","['0', '']"
8005,r068,All institutions -> Naval Postgraduate School,All institutions,Naval Postgraduate School,2,67,"['5,190', '']","['3,161', '']","['5,489', '']","['2,021', '']","['83', '']","['1,314', '']","['0', '']","['15', '']","['0', '']","['0', '']","['2,056', '']"
8005,r069,All institutions -> William & Mary,All institutions,William & Mary,2,68,"['4,871', '']","['4,976', '']","['5,395', '']","['334', '']","['0', '']","['4,646', '']","['21', '']","['291', '']","['0', '']","['0', '']","['103', '']"
8005,r070,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,69,"['8,352', '']","['7,133', '']","['5,387', '']","['0', '']","['0', '']","['0', '']","['4,814', '']","['0', '']","['0', '']","['0', '']","['573', '']"
8005,r071,All institutions -> U. North Florida,All institutions,U. North Florida,2,70,"['2,774', '']","['3,401', '']","['5,350', '']","['1,655', '']","['0', '']","['3,695', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8005,r072,All institutions -> Drexel U.,All institutions,Drexel U.,2,71,"['3,321', '']","['4,611', '']","['5,319', '']","['0', '']","['0', '']","['0', '']","['1,649', '']","['0', '']","['0', '']","['30', '']","['3,640', '']"
8005,r073,All institutions -> U. Louisville,All institutions,U. Louisville,2,72,"['4,142', '']","['4,625', '']","['5,251', '']","['0', '']","['401', '']","['1,554', '']","['0', '']","['401', '']","['2,729', '']","['0', '']","['166', '']"
8005,r074,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,73,"['6,179', '']","['6,558', '']","['5,243', '']","['272', '']","['0', '']","['3,161', '']","['15', '']","['5', '']","['467', '']","['0', '']","['1,323', '']"
8005,r075,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,74,"['2,258', '']","['3,415', '']","['5,197', '']","['223', '']","['0', '']","['2,682', '']","['58', '']","['0', '']","['0', '']","['0', '']","['2,234', '']"
8005,r076,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,75,"['1,223', '']","['920', '']","['5,193', '']","['0', '']","['414', '']","['542', '']","['121', '']","['0', '']","['468', '']","['29', '']","['3,619', '']"
8005,r077,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,76,"['629', '']","['505', '']","['5,177', '']","['4,763', '']","['22', '']","['356', '']","['0', '']","['0', '']","['0', '']","['0', '']","['36', '']"
8005,r078,All institutions -> U. Iowa,All institutions,U. Iowa,2,77,"['3,924', '']","['4,022', '']","['5,148', '']","['273', '']","['109', '']","['2,450', '']","['1,792', '']","['110', '']","['414', '']","['0', '']","['0', '']"
8005,r079,"All institutions -> California State U., East Bay",All institutions,"California State U., East Bay",2,78,"['ne', '']","['1,330', '']","['5,117', '']","['0', '']","['0', '']","['5,093', '']","['0', '']","['0', '']","['22', '']","['0', '']","['2', '']"
8005,r080,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,79,"['3,245', '']","['3,114', '']","['5,092', '']","['350', '']","['0', '']","['847', '']","['2', '']","['0', '']","['0', '']","['0', '']","['3,893', '']"
8005,r081,All institutions -> U. Delaware,All institutions,U. Delaware,2,80,"['4,369', '']","['4,460', '']","['5,060', '']","['588', '']","['912', '']","['3,540', '']","['0', '']","['0', '']","['0', '']","['20', '']","['0', '']"
8005,r082,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,81,"['4,076', '']","['4,287', '']","['4,986', '']","['119', '']","['0', '']","['0', '']","['73', '']","['0', '']","['0', '']","['0', '']","['4,794', '']"
8005,r083,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,82,"['3,001', '']","['3,498', '']","['4,940', '']","['22', '']","['0', '']","['0', '']","['13', '']","['63', '']","['0', '']","['0', '']","['4,842', '']"
8005,r084,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,83,"['4,474', '']","['4,146', '']","['4,934', '']","['0', '']","['0', '']","['3,105', '']","['1,829', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8005,r085,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,84,"['5,660', '']","['4,323', '']","['4,846', '']","['997', '']","['335', '']","['436', '']","['0', '']","['2,402', '']","['0', '']","['0', '']","['676', '']"
8005,r086,All institutions -> Florida International U.,All institutions,Florida International U.,2,85,"['6,845', '']","['5,608', '']","['4,839', '']","['1,857', '']","['0', '']","['2,921', '']","['55', '']","['0', '']","['0', '']","['6', '']","['0', '']"
8005,r087,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,86,"['4,099', '']","['4,521', '']","['4,780', '']","['572', '']","['257', '']","['2,814', '']","['16', '']","['775', '']","['0', '']","['202', '']","['144', '']"
8005,r088,All institutions -> Naval War C.,All institutions,Naval War C.,2,87,"['4,381', '']","['5,220', '']","['4,748', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4,748', '']"
8005,r089,All institutions -> Illinois State U.,All institutions,Illinois State U.,2,88,"['5,437', '']","['5,080', '']","['4,593', '']","['129', '']","['0', '']","['4,055', '']","['0', '']","['0', '']","['0', '']","['0', '']","['409', '']"
8005,r090,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,89,"['4,106', '']","['3,897', '']","['4,488', '']","['33', '']","['10', '']","['3,002', '']","['406', '']","['0', '']","['0', '']","['1,037', '']","['0', '']"
8005,r091,All institutions -> Cornell U.,All institutions,Cornell U.,2,90,"['3,147', '']","['3,675', '']","['4,358', '']","['228', '']","['952', '']","['0', '']","['161', '']","['17', '']","['0', '']","['518', '']","['2,482', '']"
8005,r092,All institutions -> U. Houston,All institutions,U. Houston,2,91,"['1,675', '']","['2,792', '']","['4,255', '']","['0', '']","['125', '']","['1,662', '']","['0', '']","['30', '']","['2,197', '']","['52', '']","['189', '']"
8005,r093,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,92,"['7,296', '']","['3,624', '']","['4,203', '']","['314', '']","['29', '']","['2,061', '']","['16', '']","['27', '']","['0', '']","['0', '']","['1,756', '']"
8005,r094,All institutions -> U. Chicago,All institutions,U. Chicago,2,93,"['4,939', '']","['4,713', '']","['4,177', '']","['243', '']","['0', '']","['1,173', '']","['234', '']","['0', '']","['2,487', '']","['0', '']","['40', '']"
8005,r095,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,94,"['3,033', '']","['2,202', '']","['4,085', '']","['234', '']","['136', '']","['1,731', '']","['140', '']","['61', '']","['9', '']","['0', '']","['1,774', '']"
8005,r096,All institutions -> U. Memphis,All institutions,U. Memphis,2,95,"['1,296', '']","['2,136', '']","['4,040', '']","['272', '']","['0', '']","['1,533', '']","['0', '']","['0', '']","['1,008', '']","['0', '']","['1,227', '']"
8005,r097,All institutions -> Delaware State U.,All institutions,Delaware State U.,2,96,"['243', '']","['3,478', 'i']","['3,999', '']","['0', '']","['0', '']","['3,709', '']","['0', '']","['0', '']","['0', '']","['0', '']","['290', '']"
8005,r098,All institutions -> North Carolina Agricultural and Technical State U.,All institutions,North Carolina Agricultural and Technical State U.,2,97,"['2,939', '']","['3,168', '']","['3,920', '']","['1,155', '']","['0', '']","['569', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,196', '']"
8005,r099,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,98,"['2,647', '']","['3,322', '']","['3,846', '']","['23', '']","['31', '']","['1,303', '']","['28', '']","['0', '']","['2,461', '']","['0', '']","['0', '']"
8005,r100,All institutions -> George Mason U.,All institutions,George Mason U.,2,99,"['4,930', '']","['4,738', '']","['3,802', '']","['0', '']","['772', '']","['2,477', '']","['133', '']","['0', '']","['0', '']","['0', '']","['420', '']"
8005,r101,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,100,"['5,642', '']","['5,819', '']","['3,744', '']","['67', '']","['0', '']","['2,597', '']","['5', '']","['0', '']","['1,075', '']","['0', '']","['0', '']"
8005,r102,All institutions -> St. Edward's U.,All institutions,St. Edward's U.,2,101,"['1,607', '']","['3,132', '']","['3,620', '']","['0', '']","['0', '']","['3,620', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8005,r103,All institutions -> U. Georgia,All institutions,U. Georgia,2,102,"['3,320', '']","['4,004', '']","['3,604', '']","['266', '']","['90', '']","['2,204', '']","['197', '']","['0', '']","['0', '']","['0', '']","['847', '']"
8005,r104,All institutions -> Colorado C.,All institutions,Colorado C.,2,103,"['122', '']","['105', '']","['3,528', '']","['2,424', '']","['0', '']","['168', '']","['0', '']","['0', '']","['0', '']","['929', '']","['7', '']"
8005,r105,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,104,"['4,164', '']","['4,013', '']","['3,484', '']","['0', '']","['0', '']","['2,809', '']","['113', '']","['0', '']","['0', '']","['415', '']","['147', '']"
8005,r106,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,105,"['3,524', '']","['4,557', '']","['3,434', '']","['484', '']","['0', '']","['1,493', '']","['858', '']","['159', '']","['66', '']","['68', '']","['306', '']"
8005,r107,All institutions -> Rhode Island C.,All institutions,Rhode Island C.,2,106,"['2,606', '']","['3,026', '']","['3,424', '']","['539', '']","['0', '']","['2,480', '']","['0', '']","['0', '']","['405', '']","['0', '']","['0', '']"
8005,r108,All institutions -> Brown U.,All institutions,Brown U.,2,107,"['2,611', '']","['2,496', '']","['3,272', '']","['0', '']","['0', '']","['2,666', '']","['18', '']","['10', '']","['0', '']","['0', '']","['578', '']"
8005,r109,All institutions -> East Carolina U.,All institutions,East Carolina U.,2,108,"['1,884', '']","['3,585', '']","['3,180', '']","['30', '']","['0', '']","['3,021', '']","['0', '']","['0', '']","['44', '']","['0', '']","['85', '']"
8005,r110,All institutions -> Sam Houston State U.,All institutions,Sam Houston State U.,2,109,"['1,407', '']","['2,320', '']","['3,160', '']","['0', '']","['0', '']","['3,157', '']","['3', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8005,r111,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,110,"['4,560', '']","['3,696', '']","['3,100', '']","['704', '']","['1,148', '']","['1,059', '']","['79', '']","['110', '']","['0', '']","['0', '']","['0', '']"
8005,r112,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,111,"['1,920', '']","['2,068', '']","['3,086', '']","['410', '']","['32', '']","['2,213', '']","['48', '']","['0', '']","['367', '']","['0', '']","['16', '']"
8005,r113,All institutions -> Southern Methodist U.,All institutions,Southern Methodist U.,2,112,"['2,650', '']","['2,193', '']","['3,083', '']","['0', '']","['0', '']","['2,926', '']","['97', '']","['0', '']","['0', '']","['60', '']","['0', '']"
