table_id,row_id,time_period,all_doctoral_scientists_and_engineers_level_1,all_doctoral_scientists_and_engineers_level_2,all_doctoral_scientists_and_engineers_level_3,all_doctoral_scientists_and_engineers_hierarchy_depth,value
6341,r032,Total -> Gender -> Male,All doctoral scientists and engineers,SE,,2,1475
6341,r033,Total -> Gender -> Male,Not working in 2015,Total,Number,3,23450
6341,r034,Total -> Gender -> Male,Not working in 2015,Total,SE,3,750
6341,r035,Total -> Gender -> Male,Not working in 2015,Employed in 2017,Number,3,7300
6341,r036,Total -> Gender -> Male,Not working in 2015,Employed in 2017,SE,3,475
6341,r037,Total -> Gender -> Male,Not working in 2015,Unemployed in 2017,Number,3,2450
6341,r038,Total -> Gender -> Male,Not working in 2015,Unemployed in 2017,SE,3,300
6341,r039,Total -> Gender -> Male,Not working in 2015,Not in labor force in 2017,Number,3,13650
6341,r040,Total -> Gender -> Male,Not working in 2015,Not in labor force in 2017,SE,3,575
6341,r041,Total -> Gender -> Male,Not working in 2015,Employed in 2019,Number,3,7700
6341,r042,Total -> Gender -> Male,Not working in 2015,Employed in 2019,SE,3,525
6341,r043,Total -> Gender -> Male,Not working in 2015,Unemployed in 2019,Number,3,1800
6341,r044,Total -> Gender -> Male,Not working in 2015,Unemployed in 2019,SE,3,300
6341,r045,Total -> Gender -> Male,Not working in 2015,Not in labor force in 2019,Number,3,13950
6341,r046,Total -> Gender -> Male,Not working in 2015,Not in labor force in 2019,SE,3,575
6341,r047,Total -> Gender -> Male,Working in 2015,Total,Number,3,533350
6341,r048,Total -> Gender -> Male,Working in 2015,Total,SE,3,1500
6341,r049,Total -> Gender -> Male,Working in 2015,Employed in 2017,Number,3,514900
6341,r050,Total -> Gender -> Male,Working in 2015,Employed in 2017,SE,3,1650
6341,r051,Total -> Gender -> Male,Working in 2015,Unemployed in 2017,Number,3,6100
6341,r052,Total -> Gender -> Male,Working in 2015,Unemployed in 2017,SE,3,575
6341,r053,Total -> Gender -> Male,Working in 2015,Not in labor force in 2017,Number,3,12350
6341,r054,Total -> Gender -> Male,Working in 2015,Not in labor force in 2017,SE,3,625
6341,r055,Total -> Gender -> Male,Working in 2015,Employed in 2019,Number,3,500950
6341,r056,Total -> Gender -> Male,Working in 2015,Employed in 2019,SE,3,1575
6341,r057,Total -> Gender -> Male,Working in 2015,Unemployed in 2019,Number,3,5500
6341,r058,Total -> Gender -> Male,Working in 2015,Unemployed in 2019,SE,3,550
6341,r059,Total -> Gender -> Male,Working in 2015,Not in labor force in 2019,Number,3,26850
6341,r060,Total -> Gender -> Male,Working in 2015,Not in labor force in 2019,SE,3,825
6341,r061,Total -> Gender -> Female,All doctoral scientists and engineers,Total,,2,299300
6341,r062,Total -> Gender -> Female,All doctoral scientists and engineers,SE,,2,950
6341,r063,Total -> Gender -> Female,Not working in 2015,Total,Number,3,25300
6341,r064,Total -> Gender -> Female,Not working in 2015,Total,SE,3,800
6341,r065,Total -> Gender -> Female,Not working in 2015,Employed in 2017,Number,3,7700
6341,r066,Total -> Gender -> Female,Not working in 2015,Employed in 2017,SE,3,450
6341,r067,Total -> Gender -> Female,Not working in 2015,Unemployed in 2017,Number,3,1750
6341,r068,Total -> Gender -> Female,Not working in 2015,Unemployed in 2017,SE,3,175
6341,r069,Total -> Gender -> Female,Not working in 2015,Not in labor force in 2017,Number,3,15850
6341,r070,Total -> Gender -> Female,Not working in 2015,Not in labor force in 2017,SE,3,625
6341,r071,Total -> Gender -> Female,Not working in 2015,Employed in 2019,Number,3,9450
6341,r072,Total -> Gender -> Female,Not working in 2015,Employed in 2019,SE,3,525
6341,r073,Total -> Gender -> Female,Not working in 2015,Unemployed in 2019,Number,3,950
6341,r074,Total -> Gender -> Female,Not working in 2015,Unemployed in 2019,SE,3,125
6341,r075,Total -> Gender -> Female,Not working in 2015,Not in labor force in 2019,Number,3,14900
6341,r076,Total -> Gender -> Female,Not working in 2015,Not in labor force in 2019,SE,3,625
6341,r077,Total -> Gender -> Female,Working in 2015,Total,Number,3,273950
6341,r078,Total -> Gender -> Female,Working in 2015,Total,SE,3,1225
6341,r079,Total -> Gender -> Female,Working in 2015,Employed in 2017,Number,3,262550
6341,r080,Total -> Gender -> Female,Working in 2015,Employed in 2017,SE,3,1225
6341,r081,Total -> Gender -> Female,Working in 2015,Unemployed in 2017,Number,3,3400
6341,r082,Total -> Gender -> Female,Working in 2015,Unemployed in 2017,SE,3,300
6341,r083,Total -> Gender -> Female,Working in 2015,Not in labor force in 2017,Number,3,8050
6341,r084,Total -> Gender -> Female,Working in 2015,Not in labor force in 2017,SE,3,400
6341,r085,Total -> Gender -> Female,Working in 2015,Employed in 2019,Number,3,255450
6341,r086,Total -> Gender -> Female,Working in 2015,Employed in 2019,SE,3,1350
6341,r087,Total -> Gender -> Female,Working in 2015,Unemployed in 2019,Number,3,3000
6341,r088,Total -> Gender -> Female,Working in 2015,Unemployed in 2019,SE,3,300
6341,r089,Total -> Gender -> Female,Working in 2015,Not in labor force in 2019,Number,3,15500
6341,r090,Total -> Gender -> Female,Working in 2015,Not in labor force in 2019,SE,3,600
6341,r091,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,All doctoral scientists and engineers,Total,,2,43100
6341,r092,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,All doctoral scientists and engineers,SE,,2,475
6341,r093,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Not working in 2015,Total,Number,3,2350
6341,r094,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Not working in 2015,Total,SE,3,200
6341,r095,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Not working in 2015,Employed in 2017,Number,3,1000
6341,r096,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Not working in 2015,Employed in 2017,SE,3,150
6341,r097,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Not working in 2015,Unemployed in 2017,Number,3,300
6341,r098,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Not working in 2015,Unemployed in 2017,SE,3,100
6341,r099,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Not working in 2015,Not in labor force in 2017,Number,3,1050
6341,r100,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Not working in 2015,Not in labor force in 2017,SE,3,150
6341,r101,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Not working in 2015,Employed in 2019,Number,3,1050
6341,r102,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Not working in 2015,Employed in 2019,SE,3,150
6341,r103,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Not working in 2015,Unemployed in 2019,Number,3,250
6341,r104,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Not working in 2015,Unemployed in 2019,SE,3,100
6341,r105,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Not working in 2015,Not in labor force in 2019,Number,3,1050
6341,r106,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Not working in 2015,Not in labor force in 2019,SE,3,150
6341,r107,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Working in 2015,Total,Number,3,40750
6341,r108,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Working in 2015,Total,SE,3,525
6341,r109,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Working in 2015,Employed in 2017,Number,3,39400
6341,r110,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Working in 2015,Employed in 2017,SE,3,525
6341,r111,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Working in 2015,Unemployed in 2017,Number,3,650
6341,r112,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Working in 2015,Unemployed in 2017,SE,3,100
6341,r113,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Working in 2015,Not in labor force in 2017,Number,3,750
6341,r114,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Working in 2015,Not in labor force in 2017,SE,3,125
6341,r115,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Working in 2015,Employed in 2019,Number,3,39000
6341,r116,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Working in 2015,Employed in 2019,SE,3,550
6341,r117,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Working in 2015,Unemployed in 2019,Number,3,550
6341,r118,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Working in 2015,Unemployed in 2019,SE,3,100
6341,r119,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Working in 2015,Not in labor force in 2019,Number,3,1200
6341,r120,Total -> Ethnicity and race -> Hispanic or Latino<sup>a</sup>,Working in 2015,Not in labor force in 2019,SE,3,150
6341,r121,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> American Indian or Alaska Native,All doctoral scientists and engineers,Total,,2,2450
6341,r122,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> American Indian or Alaska Native,All doctoral scientists and engineers,SE,,2,200
6341,r123,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> American Indian or Alaska Native,Not working in 2015,Total,Number,3,150
6341,r124,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> American Indian or Alaska Native,Not working in 2015,Total,SE,3,75
6341,r125,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> American Indian or Alaska Native,Not working in 2015,Not in labor force in 2017,Number,3,100
6341,r126,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> American Indian or Alaska Native,Not working in 2015,Not in labor force in 2017,SE,3,50
6341,r127,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> American Indian or Alaska Native,Not working in 2015,Not in labor force in 2019,Number,3,100
6341,r128,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> American Indian or Alaska Native,Not working in 2015,Not in labor force in 2019,SE,3,50
6341,r129,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> American Indian or Alaska Native,Working in 2015,Total,Number,3,2250
6341,r130,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> American Indian or Alaska Native,Working in 2015,Total,SE,3,200
6341,r131,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> American Indian or Alaska Native,Working in 2015,Employed in 2017,Number,3,2200
6341,r132,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> American Indian or Alaska Native,Working in 2015,Employed in 2017,SE,3,200
6341,r133,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> American Indian or Alaska Native,Working in 2015,Employed in 2019,Number,3,2150
6341,r134,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> American Indian or Alaska Native,Working in 2015,Employed in 2019,SE,3,200
6341,r135,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> American Indian or Alaska Native,Working in 2015,Not in labor force in 2019,Number,3,50
6341,r136,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> American Indian or Alaska Native,Working in 2015,Not in labor force in 2019,SE,3,50
6341,r137,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,All doctoral scientists and engineers,Total,,2,237150
6341,r138,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,All doctoral scientists and engineers,SE,,2,1000
6341,r139,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Not working in 2015,Total,Number,3,11350
6341,r140,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Not working in 2015,Total,SE,3,625
6341,r141,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Not working in 2015,Employed in 2017,Number,3,5100
6341,r142,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Not working in 2015,Employed in 2017,SE,3,375
6341,r143,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Not working in 2015,Unemployed in 2017,Number,3,1200
6341,r144,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Not working in 2015,Unemployed in 2017,SE,3,225
6341,r145,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Not working in 2015,Not in labor force in 2017,Number,3,5100
6341,r146,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Not working in 2015,Not in labor force in 2017,SE,3,500
6341,r147,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Not working in 2015,Employed in 2019,Number,3,5750
6341,r148,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Not working in 2015,Employed in 2019,SE,3,425
6341,r149,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Not working in 2015,Unemployed in 2019,Number,3,700
6341,r150,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Not working in 2015,Unemployed in 2019,SE,3,175
6341,r151,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Not working in 2015,Not in labor force in 2019,Number,3,4900
6341,r152,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Not working in 2015,Not in labor force in 2019,SE,3,450
6341,r153,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Working in 2015,Total,Number,3,225800
6341,r154,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Working in 2015,Total,SE,3,1175
6341,r155,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Working in 2015,Employed in 2017,Number,3,218050
6341,r156,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Working in 2015,Employed in 2017,SE,3,1350
6341,r157,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Working in 2015,Unemployed in 2017,Number,3,3100
6341,r158,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Working in 2015,Unemployed in 2017,SE,3,350
6341,r159,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Working in 2015,Not in labor force in 2017,Number,3,4650
6341,r160,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Working in 2015,Not in labor force in 2017,SE,3,475
6341,r161,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Working in 2015,Employed in 2019,Number,3,214650
6341,r162,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Working in 2015,Employed in 2019,SE,3,1300
6341,r163,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Working in 2015,Unemployed in 2019,Number,3,2400
6341,r164,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Working in 2015,Unemployed in 2019,SE,3,325
6341,r165,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Working in 2015,Not in labor force in 2019,Number,3,8750
6341,r166,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Asian,Working in 2015,Not in labor force in 2019,SE,3,575
6341,r167,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,All doctoral scientists and engineers,Total,,2,29050
6341,r168,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,All doctoral scientists and engineers,SE,,2,400
6341,r169,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Not working in 2015,Total,Number,3,1450
6341,r170,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Not working in 2015,Total,SE,3,150
6341,r171,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Not working in 2015,Employed in 2017,Number,3,750
6341,r172,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Not working in 2015,Employed in 2017,SE,3,100
6341,r173,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Not working in 2015,Unemployed in 2017,Number,3,200
6341,r174,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Not working in 2015,Unemployed in 2017,SE,3,75
6341,r175,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Not working in 2015,Not in labor force in 2017,Number,3,500
6341,r176,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Not working in 2015,Not in labor force in 2017,SE,3,100
6341,r177,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Not working in 2015,Employed in 2019,Number,3,750
6341,r178,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Not working in 2015,Employed in 2019,SE,3,100
6341,r179,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Not working in 2015,Unemployed in 2019,Number,3,150
6341,r180,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Not working in 2015,Unemployed in 2019,SE,3,50
6341,r181,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Not working in 2015,Not in labor force in 2019,Number,3,600
6341,r182,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Not working in 2015,Not in labor force in 2019,SE,3,100
6341,r183,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Working in 2015,Total,Number,3,27600
6341,r184,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Working in 2015,Total,SE,3,400
6341,r185,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Working in 2015,Employed in 2017,Number,3,26450
6341,r186,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Working in 2015,Employed in 2017,SE,3,425
6341,r187,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Working in 2015,Unemployed in 2017,Number,3,500
6341,r188,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Working in 2015,Unemployed in 2017,SE,3,100
6341,r189,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Working in 2015,Not in labor force in 2017,Number,3,700
6341,r190,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Working in 2015,Not in labor force in 2017,SE,3,125
6341,r191,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Working in 2015,Employed in 2019,Number,3,26100
6341,r192,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Working in 2015,Employed in 2019,SE,3,425
6341,r193,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Working in 2015,Unemployed in 2019,Number,3,500
6341,r194,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Working in 2015,Unemployed in 2019,SE,3,125
6341,r195,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Working in 2015,Not in labor force in 2019,Number,3,1000
6341,r196,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> Black or African American,Working in 2015,Not in labor force in 2019,SE,3,150
6341,r197,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,All doctoral scientists and engineers,Total,,2,534100
6341,r198,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,All doctoral scientists and engineers,SE,,2,1650
6341,r199,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Not working in 2015,Total,Number,3,32950
6341,r200,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Not working in 2015,Total,SE,3,775
6341,r201,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Not working in 2015,Employed in 2017,Number,3,7850
6341,r202,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Not working in 2015,Employed in 2017,SE,3,450
6341,r203,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Not working in 2015,Unemployed in 2017,Number,3,2550
6341,r204,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Not working in 2015,Unemployed in 2017,SE,3,250
6341,r205,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Not working in 2015,Not in labor force in 2017,Number,3,22550
6341,r206,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Not working in 2015,Not in labor force in 2017,SE,3,725
6341,r207,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Not working in 2015,Employed in 2019,Number,3,9350
6341,r208,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Not working in 2015,Employed in 2019,SE,3,525
6341,r209,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Not working in 2015,Unemployed in 2019,Number,3,1600
6341,r210,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Not working in 2015,Unemployed in 2019,SE,3,250
6341,r211,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Not working in 2015,Not in labor force in 2019,Number,3,21950
6341,r212,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Not working in 2015,Not in labor force in 2019,SE,3,650
6341,r213,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Working in 2015,Total,Number,3,501150
6341,r214,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Working in 2015,Total,SE,3,1825
6341,r215,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Working in 2015,Employed in 2017,Number,3,481900
6341,r216,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Working in 2015,Employed in 2017,SE,3,2025
6341,r217,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Working in 2015,Unemployed in 2017,Number,3,5150
6341,r218,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Working in 2015,Unemployed in 2017,SE,3,500
6341,r219,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Working in 2015,Not in labor force in 2017,Number,3,14100
6341,r220,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Working in 2015,Not in labor force in 2017,SE,3,575
6341,r221,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Working in 2015,Employed in 2019,Number,3,465400
6341,r222,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Working in 2015,Employed in 2019,SE,3,1975
6341,r223,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Working in 2015,Unemployed in 2019,Number,3,4900
6341,r224,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Working in 2015,Unemployed in 2019,SE,3,500
6341,r225,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Working in 2015,Not in labor force in 2019,Number,3,30850
6341,r226,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> White,Working in 2015,Not in labor force in 2019,SE,3,875
6341,r227,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,All doctoral scientists and engineers,Total,,2,10150
6341,r228,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,All doctoral scientists and engineers,SE,,2,450
6341,r229,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,Not working in 2015,Total,Number,3,500
6341,r230,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,Not working in 2015,Total,SE,3,100
6341,r231,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,Not working in 2015,Employed in 2017,Number,3,250
6341,r232,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,Not working in 2015,Employed in 2017,SE,3,75
6341,r233,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,Not working in 2015,Not in labor force in 2017,Number,3,250
6341,r234,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,Not working in 2015,Not in labor force in 2017,SE,3,75
6341,r235,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,Not working in 2015,Employed in 2019,Number,3,250
6341,r236,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,Not working in 2015,Employed in 2019,SE,3,75
6341,r237,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,Not working in 2015,Not in labor force in 2019,Number,3,200
6341,r238,Total -> Ethnicity and race -> Not Hispanic or Latino<sup>b</sup> -> More than one race<sup>c</sup>,Not working in 2015,Not in labor force in 2019,SE,3,75
