table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2021,field_2022,field_2023_all_non_s_e_fields,field_2023_business_management_and_business_administration,field_2023_communication_and_communications_technologies,field_2023_education,field_2023_humanities,field_2023_law,field_2023_social_work,field_2023_visual_and_performing_arts,field_2023_non_s_e_nec
12706,r011,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,10,"['27,114', '']","['28,963', '']","['29,703', '']","['557', '']","['0', '']","['8,347', '']","['187', '']","['408', '']","['19,614', '']","['0', '']","['590', '']"
12706,r012,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,11,"['18,506', '']","['20,709', '']","['28,754', '']","['116', '']","['76', '']","['19,204', '']","['214', '']","['186', '']","['325', '']","['0', '']","['8,633', '']"
12706,r013,All institutions -> U. Maryland<sup>a</sup>,All institutions,U. Maryland<sup>a</sup>,2,12,"['19,989', '']","['19,789', '']","['27,044', '']","['1,076', '']","['296', '']","['8,297', '']","['294', '']","['226', '']","['13,073', '']","['0', '']","['3,782', '']"
12706,r014,All institutions -> Washington State U.,All institutions,Washington State U.,2,13,"['17,081', '']","['23,985', '']","['26,619', '']","['4,045', '']","['1,515', '']","['19,407', '']","['616', '']","['0', '']","['569', '']","['2', '']","['465', '']"
12706,r015,All institutions -> Stanford U.,All institutions,Stanford U.,2,14,"['26,065', '']","['24,794', '']","['26,395', '']","['57', '']","['540', '']","['25,611', '']","['43', '']","['136', '']","['0', '']","['0', '']","['8', '']"
12706,r016,All institutions -> U. South Florida,All institutions,U. South Florida,2,15,"['24,086', '']","['19,061', '']","['25,518', '']","['383', '']","['189', '']","['24,041', '']","['225', '']","['0', '']","['190', '']","['63', '']","['427', '']"
12706,r017,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,16,"['17,410', '']","['19,218', '']","['25,299', '']","['0', '']","['0', '']","['0', '']","['231', '']","['6', '']","['25,054', '']","['0', '']","['8', '']"
12706,r018,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,17,"['19,390', '']","['21,318', '']","['25,137', '']","['0', '']","['0', '']","['24,885', '']","['21', '']","['9', '']","['0', '']","['11', '']","['211', '']"
12706,r019,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,18,"['15,444', '']","['19,870', '']","['23,837', '']","['0', '']","['1,608', '']","['19,805', '']","['1,276', '']","['204', '']","['21', '']","['0', '']","['923', '']"
12706,r020,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,19,"['17,648', '']","['20,572', '']","['22,635', '']","['7,971', '']","['0', '']","['9,503', '']","['4,787', '']","['0', '']","['0', '']","['125', '']","['249', '']"
12706,r021,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,20,"['15,927', '']","['20,456', '']","['22,569', '']","['827', '']","['0', '']","['18,190', '']","['573', '']","['9', '']","['0', '']","['0', '']","['2,970', '']"
12706,r022,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,21,"['19,474', '']","['21,941', '']","['22,076', '']","['0', '']","['14', '']","['20,288', '']","['276', '']","['0', '']","['441', '']","['8', '']","['1,049', '']"
12706,r023,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,22,"['16,017', '']","['19,812', '']","['21,371', '']","['912', '']","['6,956', '']","['5,428', '']","['1,281', '']","['980', '']","['0', '']","['332', '']","['5,482', '']"
12706,r024,All institutions -> Texas State U.,All institutions,Texas State U.,2,23,"['15,180', '']","['20,181', '']","['21,115', '']","['0', '']","['0', '']","['5,619', '']","['260', '']","['14,575', '']","['0', '']","['0', '']","['661', '']"
12706,r025,All institutions -> U. Southern California,All institutions,U. Southern California,2,24,"['15,153', '']","['18,166', '']","['19,884', '']","['512', '']","['438', '']","['3,033', '']","['152', '']","['179', '']","['5,111', '']","['3,169', '']","['7,290', '']"
12706,r026,All institutions -> New York U.,All institutions,New York U.,2,25,"['12,475', '']","['15,767', '']","['19,638', '']","['307', '']","['0', '']","['12,518', '']","['39', '']","['620', '']","['3,037', '']","['36', '']","['3,081', '']"
12706,r027,All institutions -> U. Florida,All institutions,U. Florida,2,26,"['18,722', '']","['17,766', '']","['19,340', '']","['2,305', '']","['720', '']","['12,693', '']","['249', '']","['46', '']","['0', '']","['570', '']","['2,757', '']"
12706,r028,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,27,"['17,615', '']","['17,765', '']","['18,608', '']","['1,150', '']","['533', '']","['4,534', '']","['141', '']","['0', '']","['0', '']","['21', '']","['12,229', '']"
12706,r029,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,28,"['14,850', '']","['20,027', '']","['18,369', '']","['2,152', '']","['378', '']","['14,802', '']","['144', '']","['131', '']","['0', '']","['667', '']","['95', '']"
12706,r030,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,29,"['18,398', '']","['16,205', '']","['17,965', '']","['638', '']","['1,945', '']","['12,034', '']","['234', '']","['37', '']","['1,914', '']","['0', '']","['1,163', '']"
12706,r031,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,30,"['14,134', '']","['13,768', '']","['16,872', '']","['324', '']","['2,499', '']","['11,590', '']","['361', '']","['10', '']","['0', '']","['574', '']","['1,514', '']"
12706,r032,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,31,"['12,238', '']","['13,675', '']","['16,184', '']","['692', '']","['35', '']","['3,356', '']","['268', '']","['24', '']","['2,365', '']","['135', '']","['9,309', '']"
12706,r033,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,32,"['17,136', '']","['14,611', '']","['16,109', '']","['156', '']","['0', '']","['15,641', '']","['182', '']","['125', '']","['0', '']","['5', '']","['0', '']"
12706,r034,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,33,"['10,275', '']","['12,202', '']","['15,909', '']","['1,640', '']","['2,219', '']","['8,746', '']","['913', '']","['0', '']","['1,035', '']","['30', '']","['1,326', '']"
12706,r035,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,34,"['16,343', '']","['16,991', '']","['15,458', '']","['3,066', '']","['794', '']","['8,832', '']","['1,089', '']","['809', '']","['836', '']","['32', '']","['0', '']"
12706,r036,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,35,"['15,435', '']","['15,952', '']","['15,430', '']","['1,334', '']","['765', '']","['11,686', '']","['205', '']","['0', '']","['105', '']","['0', '']","['1,335', '']"
12706,r037,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,36,"['2,442', '']","['9,161', '']","['14,747', '']","['223', '']","['86', '']","['1,443', '']","['73', '']","['0', '']","['0', '']","['0', '']","['12,922', '']"
12706,r038,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,37,"['12,251', '']","['13,473', '']","['14,411', '']","['174', '']","['140', '']","['12,463', '']","['15', '']","['0', '']","['432', '']","['6', '']","['1,181', '']"
12706,r039,All institutions -> U. Oregon,All institutions,U. Oregon,2,38,"['13,625', '']","['14,397', '']","['14,287', '']","['17', '']","['582', '']","['11,087', '']","['105', '']","['30', '']","['0', '']","['36', '']","['2,430', '']"
12706,r040,"All institutions -> U. North Carolina, Greensboro",All institutions,"U. North Carolina, Greensboro",2,39,"['12,066', '']","['14,360', '']","['13,862', '']","['57', '']","['0', '']","['12,127', '']","['131', '']","['0', '']","['643', '']","['0', '']","['904', '']"
12706,r041,All institutions -> U. Denver,All institutions,U. Denver,2,40,"['9,902', '']","['10,496', '']","['13,229', '']","['0', '']","['28', '']","['3,514', '']","['46', '']","['0', '']","['9,527', '']","['0', '']","['114', '']"
12706,r042,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,41,"['5,092', '']","['5,534', '']","['12,405', '']","['399', '']","['0', '']","['2,640', '']","['0', '']","['576', '']","['0', '']","['0', '']","['8,790', '']"
12706,r043,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,42,"['4,986', '']","['6,852', '']","['12,163', '']","['70', '']","['0', '']","['0', '']","['404', '']","['134', '']","['0', '']","['34', '']","['11,521', '']"
12706,r044,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,43,"['6,331', '']","['9,024', '']","['11,675', '']","['2,057', '']","['867', '']","['7,137', '']","['448', '']","['1,128', '']","['0', '']","['0', '']","['38', '']"
12706,r045,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,44,"['5,193', '']","['2,794', '']","['11,613', '']","['0', '']","['136', '']","['411', '']","['14', '']","['0', '']","['628', '']","['2,600', '']","['7,824', '']"
12706,r046,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,45,"['8,284', '']","['9,710', '']","['11,445', '']","['136', '']","['0', '']","['1,887', '']","['1', '']","['0', '']","['0', '']","['0', '']","['9,421', '']"
12706,r047,All institutions -> U. Utah,All institutions,U. Utah,2,46,"['10,897', '']","['8,505', '']","['11,358', '']","['166', '']","['1,736', '']","['1,377', '']","['41', '']","['15', '']","['0', '']","['977', '']","['7,046', '']"
12706,r048,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,47,"['6,982', '']","['8,213', '']","['11,047', '']","['2,371', '']","['485', '']","['3,721', '']","['532', '']","['0', '']","['2,353', '']","['19', '']","['1,566', '']"
12706,r049,All institutions -> Harvard U.,All institutions,Harvard U.,2,48,"['7,279', '']","['8,186', '']","['10,734', '']","['0', '']","['0', '']","['8,183', '']","['2,284', '']","['267', '']","['0', '']","['0', '']","['0', '']"
12706,r050,All institutions -> Boston U.,All institutions,Boston U.,2,49,"['5,758', '']","['6,951', '']","['10,662', '']","['209', '']","['0', '']","['7,883', '']","['15', '']","['15', '']","['2,540', '']","['0', '']","['0', '']"
12706,r051,All institutions -> Clemson U.,All institutions,Clemson U.,2,50,"['6,152', '']","['10,391', '']","['10,329', '']","['3', '']","['182', '']","['3,418', '']","['46', '']","['0', '']","['0', '']","['0', '']","['6,680', '']"
12706,r052,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,51,"['8,958', '']","['9,046', '']","['10,014', '']","['377', '']","['0', '']","['5,880', '']","['352', '']","['0', '']","['3,165', '']","['114', '']","['126', '']"
12706,r053,All institutions -> U. West Florida,All institutions,U. West Florida,2,52,"['9,624', '']","['11,381', '']","['9,796', '']","['8,825', '']","['0', '']","['971', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12706,r054,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,53,"['7,491', '']","['8,283', '']","['9,417', '']","['1,114', '']","['47', '']","['4,520', '']","['18', '']","['0', '']","['3,565', '']","['0', '']","['153', '']"
12706,r055,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,54,"['8,249', '']","['9,022', '']","['9,355', '']","['456', '']","['58', '']","['7,049', '']","['719', '']","['269', '']","['558', '']","['0', '']","['246', '']"
12706,r056,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,55,"['8,735', '']","['8,308', '']","['9,345', '']","['0', '']","['0', '']","['9,086', '']","['0', '']","['0', '']","['0', '']","['259', '']","['0', '']"
12706,r057,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,56,"['4,846', '']","['5,487', '']","['9,160', '']","['3,900', '']","['534', '']","['265', '']","['38', '']","['2,844', '']","['422', '']","['0', '']","['1,157', '']"
12706,r058,All institutions -> U. Georgia,All institutions,U. Georgia,2,57,"['3,604', '']","['5,838', '']","['8,973', '']","['267', '']","['414', '']","['2,486', '']","['77', '']","['39', '']","['4,265', '']","['0', '']","['1,425', '']"
12706,r059,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,58,"['7,834', '']","['6,723', '']","['8,534', '']","['19', '']","['180', '']","['4,842', '']","['2,570', '']","['307', '']","['196', '']","['221', '']","['199', '']"
12706,r060,All institutions -> San Diego State U.,All institutions,San Diego State U.,2,59,"['3,086', '']","['4,624', '']","['8,223', '']","['676', '']","['48', '']","['3,748', '']","['83', '']","['0', '']","['3,065', '']","['0', '']","['603', '']"
12706,r061,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,60,"['7,809', '']","['8,085', '']","['8,139', '']","['93', '']","['0', '']","['2,558', '']","['2,234', '']","['0', '']","['920', '']","['6', '']","['2,328', '']"
12706,r062,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,61,"['5,735', '']","['7,113', '']","['7,735', '']","['144', '']","['263', '']","['3,444', '']","['322', '']","['0', '']","['0', '']","['107', '']","['3,455', '']"
12706,r063,All institutions -> Drexel U.,All institutions,Drexel U.,2,62,"['5,319', '']","['6,305', '']","['7,697', '']","['24', '']","['0', '']","['2,281', '']","['250', '']","['0', '']","['0', '']","['20', '']","['5,122', '']"
12706,r064,All institutions -> Temple U.,All institutions,Temple U.,2,63,"['7,215', '']","['5,177', '']","['7,356', '']","['2,387', '']","['1', '']","['2,150', '']","['1', '']","['464', '']","['795', '']","['25', '']","['1,533', '']"
12706,r065,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,64,"['4,780', '']","['5,771', '']","['7,150', '']","['479', '']","['275', '']","['3,515', '']","['324', '']","['942', '']","['0', '']","['667', '']","['948', '']"
12706,r066,All institutions -> Boston C.,All institutions,Boston C.,2,65,"['5,519', '']","['5,720', '']","['7,027', '']","['0', '']","['0', '']","['3,491', '']","['0', '']","['0', '']","['3,536', '']","['0', '']","['0', '']"
12706,r067,All institutions -> American U.,All institutions,American U.,2,66,"['3,012', '']","['4,407', '']","['6,843', '']","['331', '']","['835', '']","['741', '']","['0', '']","['1,161', '']","['0', '']","['0', '']","['3,775', '']"
12706,r068,All institutions -> Florida Gulf Coast U.,All institutions,Florida Gulf Coast U.,2,67,"['2,057', '']","['2,474', '']","['6,802', '']","['748', '']","['0', '']","['4,155', '']","['4', '']","['0', '']","['0', '']","['0', '']","['1,895', '']"
12706,r069,All institutions -> Portland State U.,All institutions,Portland State U.,2,68,"['5,745', '']","['5,746', '']","['6,539', '']","['0', '']","['0', '']","['2,323', '']","['0', '']","['0', '']","['1,264', '']","['0', '']","['2,952', '']"
12706,r070,All institutions -> Illinois State U.,All institutions,Illinois State U.,2,69,"['4,593', '']","['2,876', '']","['6,503', '']","['0', '']","['10', '']","['6,185', '']","['27', '']","['0', '']","['0', '']","['0', '']","['281', '']"
12706,r071,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,70,"['2,860', '']","['3,164', '']","['6,479', '']","['104', '']","['0', '']","['1,887', '']","['0', '']","['35', '']","['944', '']","['3', '']","['3,506', '']"
12706,r072,"All institutions -> California State U., East Bay",All institutions,"California State U., East Bay",2,71,"['1,858', '']","['6,615', '']","['6,407', '']","['0', '']","['0', '']","['6,309', '']","['0', '']","['0', '']","['98', '']","['0', '']","['0', '']"
12706,r073,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,72,"['5,702', '']","['5,779', '']","['6,281', '']","['474', '']","['63', '']","['2,208', '']","['188', '']","['38', '']","['856', '']","['7', '']","['2,447', '']"
12706,r074,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,73,"['4,488', '']","['5,429', '']","['6,266', '']","['1', '']","['416', '']","['3,345', '']","['105', '']","['0', '']","['0', '']","['2,399', '']","['0', '']"
12706,r075,All institutions -> U. Chicago,All institutions,U. Chicago,2,74,"['4,177', '']","['7,350', '']","['6,172', '']","['611', '']","['0', '']","['1,745', '']","['423', '']","['0', '']","['3,353', '']","['40', '']","['0', '']"
12706,r076,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,75,"['5,648', '']","['5,865', '']","['6,099', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['6,099', '']"
12706,r077,All institutions -> U. Iowa,All institutions,U. Iowa,2,76,"['5,148', '']","['6,812', '']","['6,085', '']","['910', '']","['352', '']","['1,702', '']","['2,686', '']","['223', '']","['206', '']","['0', '']","['6', '']"
12706,r078,All institutions -> Cornell U.,All institutions,Cornell U.,2,77,"['4,358', '']","['4,677', '']","['5,983', '']","['48', '']","['1,864', '']","['417', '']","['266', '']","['137', '']","['0', '']","['23', '']","['3,228', '']"
12706,r079,All institutions -> Florida International U.,All institutions,Florida International U.,2,78,"['4,839', '']","['4,517', '']","['5,957', '']","['3,237', '']","['0', '']","['2,499', '']","['168', '']","['0', '']","['0', '']","['50', '']","['3', '']"
12706,r080,All institutions -> Howard U.,All institutions,Howard U.,2,79,"['536', '']","['635', '']","['5,891', '']","['1,186', '']","['4,129', '']","['516', '']","['0', '']","['0', '']","['60', '']","['0', '']","['0', '']"
12706,r081,All institutions -> U. Delaware,All institutions,U. Delaware,2,80,"['5,060', '']","['5,401', '']","['5,879', '']","['856', '']","['461', '']","['4,381', '']","['91', '']","['0', '']","['0', '']","['0', '']","['90', '']"
12706,r082,All institutions -> U. Houston,All institutions,U. Houston,2,81,"['4,255', '']","['5,608', '']","['5,737', '']","['0', '']","['102', '']","['2,853', '']","['100', '']","['34', '']","['2,421', '']","['0', '']","['227', '']"
12706,r083,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,82,"['6,711', '']","['7,494', '']","['5,614', '']","['130', '']","['7', '']","['3,911', '']","['0', '']","['38', '']","['995', '']","['0', '']","['533', '']"
12706,r084,All institutions -> Yale U.,All institutions,Yale U.,2,83,"['6,126', '']","['3,226', '']","['5,542', '']","['128', '']","['0', '']","['4,517', '']","['722', '']","['0', '']","['0', '']","['69', '']","['106', '']"
12706,r085,All institutions -> Naval Postgraduate School,All institutions,Naval Postgraduate School,2,84,"['5,489', '']","['4,316', '']","['5,289', '']","['933', '']","['236', '']","['679', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,441', '']"
12706,r086,All institutions -> Naval War C.,All institutions,Naval War C.,2,85,"['4,748', '']","['4,600', '']","['5,019', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5,019', '']"
12706,r087,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,86,"['2,604', '']","['3,401', '']","['4,999', '']","['25', '']","['30', '']","['1,635', '']","['153', '']","['0', '']","['2,644', '']","['48', '']","['464', '']"
12706,r088,"All institutions -> U. Nebraska, Lincoln and Medical Center<sup>b</sup>",All institutions,"U. Nebraska, Lincoln and Medical Center<sup>b</sup>",2,87,"['na', '']","['na', '']","['4,809', '']","['103', '']","['7', '']","['2,448', '']","['794', '']","['15', '']","['0', '']","['23', '']","['1,419', '']"
12706,r089,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,88,"['4,934', '']","['5,423', '']","['4,781', '']","['0', '']","['0', '']","['2,161', '']","['2,620', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12706,r090,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,89,"['1,721', '']","['2,549', '']","['4,772', '']","['0', '']","['790', '']","['2,718', '']","['10', '']","['0', '']","['8', '']","['0', '']","['1,246', '']"
12706,r091,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,90,"['3,484', '']","['4,953', '']","['4,760', '']","['0', '']","['0', '']","['4,049', '']","['107', '']","['0', '']","['0', '']","['569', '']","['35', '']"
12706,r092,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,91,"['3,434', '']","['3,211', '']","['4,716', '']","['1,805', '']","['0', '']","['737', '']","['242', '']","['0', '']","['0', '']","['14', '']","['1,918', '']"
12706,r093,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,92,"['8,657', '']","['8,013', '']","['4,690', '']","['989', '']","['157', '']","['735', '']","['754', '']","['0', '']","['0', '']","['546', '']","['1,509', '']"
12706,r094,All institutions -> Morgan State U.,All institutions,Morgan State U.,2,93,"['1,112', '']","['3,931', '']","['4,688', '']","['191', '']","['62', '']","['3,303', '']","['117', '']","['0', '']","['501', '']","['0', '']","['514', '']"
12706,r095,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,94,"['5,243', '']","['4,480', '']","['4,622', '']","['306', '']","['0', '']","['2,491', '']","['0', '']","['6', '']","['539', '']","['22', '']","['1,258', '']"
12706,r096,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,95,"['2,137', '']","['3,700', '']","['4,513', '']","['1,040', '']","['91', '']","['585', '']","['0', '']","['0', '']","['1,344', '']","['0', '']","['1,453', '']"
12706,r097,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,96,"['3,100', '']","['3,608', '']","['4,440', '']","['1,160', '']","['984', '']","['1,902', '']","['177', '']","['217', '']","['0', '']","['0', '']","['0', '']"
12706,r098,All institutions -> U. North Florida,All institutions,U. North Florida,2,97,"['5,350', '']","['4,449', '']","['4,413', '']","['1,270', '']","['0', '']","['3,100', '']","['0', '']","['0', '']","['0', '']","['0', '']","['43', '']"
12706,r099,All institutions -> Salisbury U.,All institutions,Salisbury U.,2,98,"['2,855', '']","['3,265', '']","['4,391', '']","['629', '']","['0', '']","['2,041', '']","['39', '']","['0', '']","['1,348', '']","['0', '']","['334', '']"
12706,r100,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,99,"['3,846', '']","['4,961', '']","['4,374', '']","['21', '']","['108', '']","['877', '']","['0', '']","['0', '']","['2,857', '']","['0', '']","['511', '']"
12706,r101,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,100,"['2,129', '']","['3,607', '']","['4,326', '']","['300', '']","['1,532', '']","['1,368', '']","['33', '']","['0', '']","['101', '']","['0', '']","['992', '']"
12706,r102,All institutions -> George Mason U.,All institutions,George Mason U.,2,101,"['3,802', '']","['5,963', '']","['4,317', '']","['719', '']","['63', '']","['3,037', '']","['498', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12706,r103,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,102,"['6,268', '']","['4,360', '']","['4,214', '']","['0', '']","['0', '']","['69', '']","['46', '']","['8', '']","['2,919', '']","['0', '']","['1,172', '']"
12706,r104,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,103,"['3,033', '']","['3,672', '']","['4,206', '']","['44', '']","['429', '']","['3,387', '']","['304', '']","['0', '']","['12', '']","['30', '']","['0', '']"
12706,r105,All institutions -> U. Arizona,All institutions,U. Arizona,2,104,"['2,630', '']","['3,005', '']","['4,184', '']","['35', '']","['3', '']","['2,817', '']","['219', '']","['337', '']","['0', '']","['11', '']","['762', '']"
12706,r106,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,105,"['4,203', '']","['5,446', '']","['4,050', '']","['32', '']","['80', '']","['2,211', '']","['104', '']","['15', '']","['0', '']","['15', '']","['1,593', '']"
12706,r107,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,106,"['2,849', '']","['3,312', '']","['4,049', '']","['37', '']","['0', '']","['1,831', '']","['42', '']","['0', '']","['0', '']","['0', '']","['2,139', '']"
12706,r108,All institutions -> U. Memphis,All institutions,U. Memphis,2,107,"['4,040', '']","['3,657', '']","['4,040', '']","['29', '']","['0', '']","['1,513', '']","['0', '']","['0', '']","['248', '']","['0', '']","['2,250', '']"
12706,r109,All institutions -> George Washington U.,All institutions,George Washington U.,2,108,"['2,874', '']","['2,495', '']","['4,026', '']","['691', '']","['0', '']","['901', '']","['84', '']","['480', '']","['0', '']","['0', '']","['1,870', '']"
12706,r110,All institutions -> Southern Methodist U.,All institutions,Southern Methodist U.,2,109,"['3,083', '']","['2,882', '']","['3,994', '']","['0', '']","['0', '']","['3,994', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12706,r111,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,110,"['2,221', '']","['3,427', '']","['3,992', '']","['3,419', '']","['0', '']","['28', '']","['0', '']","['67', '']","['0', '']","['0', '']","['478', '']"
12706,r112,All institutions -> Winston-Salem State U.,All institutions,Winston-Salem State U.,2,111,"['651', '']","['4,461', '']","['3,906', '']","['0', '']","['0', '']","['420', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,486', '']"
12706,r113,All institutions -> U. Colorado Denver,All institutions,U. Colorado Denver,2,112,"['2,808', '']","['2,423', '']","['3,894', '']","['361', '']","['0', '']","['2,333', '']","['0', '']","['0', '']","['0', '']","['160', '']","['1,040', '']"
