table_id,row_id,field_sex_race_ethnicity_and_disability_status_full_path,field_sex_race_ethnicity_and_disability_status_level_1,field_sex_race_ethnicity_and_disability_status_level_2,field_sex_race_ethnicity_and_disability_status_level_3,field_sex_race_ethnicity_and_disability_status_level_4,field_sex_race_ethnicity_and_disability_status_hierarchy_depth,field_total,field_full_time_student,field_employed_in_s_e_or_s_e_related_occupationsa,field_employed_in_non_s_e_occupationsb,field_not_employed,field_median_salary_for_full_time_employedc_
3299,r041,All S&E and health fields -> Science -> Physical and related sciences,All S&E and health fields,Science,Physical and related sciences,,3,162000,37000,88000,33000,4000,41000
3299,r042,All S&E and health fields -> Science -> Physical and related sciences -> Female,All S&E and health fields,Science,Physical and related sciences,Female,4,66000,20000,24000,S,S,35000
3299,r043,All S&E and health fields -> Science -> Physical and related sciences -> Male,All S&E and health fields,Science,Physical and related sciences,Male,4,96000,17000,63000,15000,1000,43000
3299,r044,All S&E and health fields -> Science -> Physical and related sciences -> White,All S&E and health fields,Science,Physical and related sciences,White,4,100000,15000,65000,S,,35000
3299,r045,All S&E and health fields -> Science -> Physical and related sciences -> Asian,All S&E and health fields,Science,Physical and related sciences,Asian,4,20000,4000,9000,S,S,44000
3299,r046,All S&E and health fields -> Science -> Physical and related sciences -> Underrepresented minority<sup>d</sup>,All S&E and health fields,Science,Physical and related sciences,Underrepresented minority<sup>d</sup>,4,29000,S,9000,S,,41000
3299,r047,All S&E and health fields -> Science -> Physical and related sciences -> Without disability,All S&E and health fields,Science,Physical and related sciences,Without disability,4,149000,35000,79000,32000,4000,40000
3299,r048,All S&E and health fields -> Science -> Physical and related sciences -> With disability,All S&E and health fields,Science,Physical and related sciences,With disability,4,S,S,S,1000,,S
3299,r049,All S&E and health fields -> Science -> Psychology,All S&E and health fields,Science,Psychology,,3,497000,116000,70000,263000,48000,38000
3299,r050,All S&E and health fields -> Science -> Psychology -> Female,All S&E and health fields,Science,Psychology,Female,4,403000,88000,64000,213000,37000,38000
3299,r051,All S&E and health fields -> Science -> Psychology -> Male,All S&E and health fields,Science,Psychology,Male,4,95000,28000,6000,50000,11000,40000
3299,r052,All S&E and health fields -> Science -> Psychology -> White,All S&E and health fields,Science,Psychology,White,4,295000,60000,44000,159000,31000,40000
3299,r053,All S&E and health fields -> Science -> Psychology -> Asian,All S&E and health fields,Science,Psychology,Asian,4,35000,12000,3000,15000,4000,38000
3299,r054,All S&E and health fields -> Science -> Psychology -> Underrepresented minority<sup>d</sup>,All S&E and health fields,Science,Psychology,Underrepresented minority<sup>d</sup>,4,154000,42000,S,82000,11000,37000
3299,r055,All S&E and health fields -> Science -> Psychology -> Without disability,All S&E and health fields,Science,Psychology,Without disability,4,413000,98000,65000,224000,26000,39000
3299,r056,All S&E and health fields -> Science -> Psychology -> With disability,All S&E and health fields,Science,Psychology,With disability,4,85000,S,S,39000,S,25000
3299,r057,All S&E and health fields -> Science -> Social and related sciences,All S&E and health fields,Science,Social and related sciences,,3,539000,75000,70000,354000,40000,50000
3299,r058,All S&E and health fields -> Science -> Social and related sciences -> Female,All S&E and health fields,Science,Social and related sciences,Female,4,285000,39000,21000,209000,16000,44000
3299,r059,All S&E and health fields -> Science -> Social and related sciences -> Male,All S&E and health fields,Science,Social and related sciences,Male,4,254000,36000,49000,145000,S,54000
3299,r060,All S&E and health fields -> Science -> Social and related sciences -> White,All S&E and health fields,Science,Social and related sciences,White,4,337000,48000,48000,217000,S,51000
3299,r061,All S&E and health fields -> Science -> Social and related sciences -> Asian,All S&E and health fields,Science,Social and related sciences,Asian,4,43000,5000,9000,27000,S,54000
3299,r062,All S&E and health fields -> Science -> Social and related sciences -> Underrepresented minority<sup>d</sup>,All S&E and health fields,Science,Social and related sciences,Underrepresented minority<sup>d</sup>,4,140000,20000,11000,98000,11000,42000
3299,r063,All S&E and health fields -> Science -> Social and related sciences -> Without disability,All S&E and health fields,Science,Social and related sciences,Without disability,4,490000,72000,63000,315000,39000,50000
3299,r064,All S&E and health fields -> Science -> Social and related sciences -> With disability,All S&E and health fields,Science,Social and related sciences,With disability,4,49000,S,7000,39000,S,41000
3299,r065,All S&E and health fields -> Engineering,All S&E and health fields,Engineering,,,2,422000,34000,321000,54000,12000,72000
3299,r066,All S&E and health fields -> Engineering -> Female,All S&E and health fields,Engineering,Female,,3,72000,8000,57000,6000,S,68000
3299,r067,All S&E and health fields -> Engineering -> Male,All S&E and health fields,Engineering,Male,,3,349000,26000,265000,48000,11000,72000
3299,r068,All S&E and health fields -> Engineering -> White,All S&E and health fields,Engineering,White,,3,260000,13000,211000,30000,6000,73000
3299,r069,All S&E and health fields -> Engineering -> Asian,All S&E and health fields,Engineering,Asian,,3,60000,11000,37000,8000,4000,74000
3299,r070,All S&E and health fields -> Engineering -> Underrepresented minority<sup>d</sup>,All S&E and health fields,Engineering,Underrepresented minority<sup>d</sup>,,3,87000,9000,62000,15000,S,67000
3299,r071,All S&E and health fields -> Engineering -> Without disability,All S&E and health fields,Engineering,Without disability,,3,395000,31000,302000,50000,12000,72000
3299,r072,All S&E and health fields -> Engineering -> With disability,All S&E and health fields,Engineering,With disability,,3,27000,S,19000,S,0.05,67000
3299,r073,All S&E and health fields -> Health,All S&E and health fields,Health,,,2,910000,122000,555000,199000,33000,55000
3299,r074,All S&E and health fields -> Health -> Female,All S&E and health fields,Health,Female,,3,699000,97000,444000,136000,23000,54000
3299,r075,All S&E and health fields -> Health -> Male,All S&E and health fields,Health,Male,,3,210000,25000,112000,63000,S,57000
3299,r076,All S&E and health fields -> Health -> White,All S&E and health fields,Health,White,,3,574000,73000,386000,106000,10000,55000
3299,r077,All S&E and health fields -> Health -> Asian,All S&E and health fields,Health,Asian,,3,87000,S,34000,S,4000,58000
3299,r078,All S&E and health fields -> Health -> Underrepresented minority<sup>d</sup>,All S&E and health fields,Health,Underrepresented minority<sup>d</sup>,,3,215000,25000,114000,59000,17000,53000
3299,r079,All S&E and health fields -> Health -> Without disability,All S&E and health fields,Health,Without disability,,3,849000,113000,522000,192000,22000,55000
3299,r080,All S&E and health fields -> Health -> With disability,All S&E and health fields,Health,With disability,,3,61000,S,33000,7000,S,72000
