table_id,row_id,budget_function_and_agency_full_path,budget_function_and_agency_level_1,budget_function_and_agency_level_2,budget_function_and_agency_level_3,budget_function_and_agency_level_4,budget_function_and_agency_level_5,budget_function_and_agency_hierarchy_depth,field_2023_actual,field_2024_preliminarya,field_2025_proposed,field_2023_24_change_,field_2024_25_change_
12580,r011,"R&D and R&D plant -> Health care services and health research and training (551, 552) -> Department of Health and Human Services -> Health Resources and Services Administration",R&D and R&D plant,"Health care services and health research and training (551, 552)",Department of Health and Human Services,Health Resources and Services Administration,,4,28,28,28,0.0,0.0
12580,r012,"R&D and R&D plant -> Health care services and health research and training (551, 552) -> Department of Health and Human Services -> National Institutes of Health",R&D and R&D plant,"Health care services and health research and training (551, 552)",Department of Health and Human Services,National Institutes of Health,,4,47753,47188,49588,-1.2,5.1
12580,r013,R&D and R&D plant -> R&D,R&D and R&D plant,R&D,,,,2,47576,47161,49568,-0.9,5.1
12580,r014,R&D and R&D plant -> R&D -> Consumer and occupational health and safety (554) ,R&D and R&D plant,R&D,Consumer and occupational health and safety (554) ,,,3,465,465,465,0.0,0.0
12580,r015,R&D and R&D plant -> R&D -> Consumer and occupational health and safety (554)  -> Consumer Product Safety Commission,R&D and R&D plant,R&D,Consumer and occupational health and safety (554) ,Consumer Product Safety Commission,,4,1,1,1,0.0,0.0
12580,r016,R&D and R&D plant -> R&D -> Consumer and occupational health and safety (554)  -> Department of Health and Human Services,R&D and R&D plant,R&D,Consumer and occupational health and safety (554) ,Department of Health and Human Services,,4,464,464,464,0.0,0.0
12580,r017,R&D and R&D plant -> R&D -> Consumer and occupational health and safety (554)  -> Department of Health and Human Services -> Food and Drug Administration,R&D and R&D plant,R&D,Consumer and occupational health and safety (554) ,Department of Health and Human Services,Food and Drug Administration,5,464,464,464,0.0,0.0
12580,r018,"R&D and R&D plant -> R&D -> Health care services and health research and training (551, 552)",R&D and R&D plant,R&D,"Health care services and health research and training (551, 552)",,,3,47111,46696,49103,-0.9,5.2
12580,r019,"R&D and R&D plant -> R&D -> Health care services and health research and training (551, 552) -> Department of Health and Human Services",R&D and R&D plant,R&D,"Health care services and health research and training (551, 552)",Department of Health and Human Services,,4,47111,46696,49103,-0.9,5.2
12580,r020,"R&D and R&D plant -> R&D -> Health care services and health research and training (551, 552) -> Department of Health and Human Services -> Agency for Healthcare Research and Quality",R&D and R&D plant,R&D,"Health care services and health research and training (551, 552)",Department of Health and Human Services,Agency for Healthcare Research and Quality,5,357,357,398,0.0,11.5
12580,r021,"R&D and R&D plant -> R&D -> Health care services and health research and training (551, 552) -> Department of Health and Human Services -> Centers for Disease Control and Prevention",R&D and R&D plant,R&D,"Health care services and health research and training (551, 552)",Department of Health and Human Services,Centers for Disease Control and Prevention,5,404,605,605,49.8,0.0
12580,r022,"R&D and R&D plant -> R&D -> Health care services and health research and training (551, 552) -> Department of Health and Human Services -> Departmental management (other)",R&D and R&D plant,R&D,"Health care services and health research and training (551, 552)",Department of Health and Human Services,Departmental management (other),5,18,18,18,0.0,0.0
12580,r023,"R&D and R&D plant -> R&D -> Health care services and health research and training (551, 552) -> Department of Health and Human Services -> Health Resources and Services Administration",R&D and R&D plant,R&D,"Health care services and health research and training (551, 552)",Department of Health and Human Services,Health Resources and Services Administration,5,28,28,28,0.0,0.0
12580,r024,"R&D and R&D plant -> R&D -> Health care services and health research and training (551, 552) -> Department of Health and Human Services -> National Institutes of Health",R&D and R&D plant,R&D,"Health care services and health research and training (551, 552)",Department of Health and Human Services,National Institutes of Health,5,46304,45688,48054,-1.3,5.2
