table_id,row_id,_b_state_or_territory_control_and_institution_b_full_path,_b_state_or_territory_control_and_institution_b_level_1,_b_state_or_territory_control_and_institution_b_level_2,_b_state_or_territory_control_and_institution_b_level_3,_b_state_or_territory_control_and_institution_b_hierarchy_depth,field_started_in_fy_2006_or_fy_2007,field_started_in_fy_2008_or_fy_2009,field_started_in_fy_2010_or_fy_2011,field_started_in_fy_2012_or_fy_2013,field_started_in_fy_2014_or_fy_2015,field_started_in_fy_2016_or_fy_2017,field_started_in_fy_2018_or_fy_2019,field_started_in_fy_2020_or_fy_2021,field_planned_to_start_in_fy_2022_or_fy_2023,field_deferred_projects_included_in_institutional_plan,field_deferred_projects_not_included_in_institutional_plan
7857,r086,California -> Private -> Scripps C.,California,Private,Scripps C.,3,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['0', '']","['500', '']","['0', '']","['0', '']"
7857,r087,California -> Private -> Scripps Research Institute,California,Private,Scripps Research Institute,3,"['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['103,300', '']","['0', '']","['0', '']"
7857,r088,California -> Private -> Stanford U.,California,Private,Stanford U.,3,"['118,762', '']","['189,185', '']","['14,058', '']","['151,274', '']","['0', '']","['407,686', '']","['119,909', '']","['0', '']","['202,716', '']","['0', '']","['0', '']"
7857,r089,California -> Private -> Touro U.,California,Private,Touro U.,3,"['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r090,California -> Private -> U. of the Pacific,California,Private,U. of the Pacific,3,"['13,000', '']","['6,600', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r091,California -> Private -> U. San Diego,California,Private,U. San Diego,3,"['ne', '']","['ne', '']","['0', '']","['0', '']","['2,500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r092,California -> Private -> U. San Francisco,California,Private,U. San Francisco,3,"['0', '']","['0', '']","['17,770', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r093,California -> Private -> U. Southern California,California,Private,U. Southern California,3,"['0', '']","['36,800', '']","['19,329', '']","['13,872', '']","['150,000', '']","['0', '']","['30,453', '']","['0', '']","['492,800', '']","['0', '']","['0', '']"
7857,r094,California -> Private -> Western U. of Health Sciences,California,Private,Western U. of Health Sciences,3,"['315', '']","['5,507', '']","['400', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,550', '']","['700', '']","['12,500', '']"
7857,r095,Colorado,Colorado,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r096,Colorado -> Public,Colorado,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r097,Colorado -> Public -> Colorado School of Mines,Colorado,Public,Colorado School of Mines,3,"['0', '']","['0', '']","['9,144', '']","['0', '']","['7,827', '']","['25,626', '']","['0', '']","['0', '']","['9,000', '']","['0', '']","['0', '']"
7857,r098,"Colorado -> Public -> Colorado State U., Fort Collins",Colorado,Public,"Colorado State U., Fort Collins",3,"['5,549', '']","['55,083', '']","['6,314', '']","['31,207', '']","['96,519', '']","['51,108', '']","['27,513', '']","['0', '']","['7,999', '']","['0', '']","['0', '']"
7857,r099,"Colorado -> Public -> Colorado State U., Pueblo",Colorado,Public,"Colorado State U., Pueblo",3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
7857,r100,Colorado -> Public -> Fort Lewis C.,Colorado,Public,Fort Lewis C.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['2,860', '']","['0', '']","['0', '']","['0', '']"
7857,r101,Colorado -> Public -> U. Colorado Boulder,Colorado,Public,U. Colorado Boulder,3,"['0', '']","['13,377', '']","['126,425', '']","['0', '']","['81,500', '']","['35,352', '']","['9,199', '']","['0', '']","['100,000', '']","['0', '']","['0', '']"
7857,r102,Colorado -> Public -> U. Colorado Colorado Springs,Colorado,Public,U. Colorado Colorado Springs,3,"['5,026', '']","['0', '']","['0', '']","['10,588', '']","['0', '']","['0', '']","['3,079', '']","['0', '']","['16,700', '']","['0', '']","['0', '']"
7857,r103,Colorado -> Public -> U. Colorado Denver and Anschutz Medical Campus,Colorado,Public,U. Colorado Denver and Anschutz Medical Campus,3,"['0', '']","['59,480', '']","['13,260', '']","['0', '']","['8,398', '']","['0', '']","['110,849', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r104,Colorado -> Public -> U. Northern Colorado,Colorado,Public,U. Northern Colorado,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r105,Colorado -> Private,Colorado,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r106,Colorado -> Private -> U. Denver,Colorado,Private,U. Denver,3,"['0', '']","['0', '']","['0', '']","['0', '']","['22,522', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r107,Connecticut,Connecticut,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r108,Connecticut -> Public,Connecticut,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r109,Connecticut -> Public -> Eastern Connecticut State U.,Connecticut,Public,Eastern Connecticut State U.,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r110,Connecticut -> Public -> Southern Connecticut State U.,Connecticut,Public,Southern Connecticut State U.,3,"['NA', '']","['0', '']","['ne', '']","['56,762', '']","['0', '']","['0', '']","['0', '']","['22,800', '']","['0', '']","['0', '']","['0', '']"
7857,r111,Connecticut -> Public -> U. Connecticut,Connecticut,Public,U. Connecticut,3,"['0', '']","['0', '']","['0', '']","['5,439', '']","['119,803', '']","['0', '']","['3,338', '']","['94,695', '']","['0', '']","['0', '']","['0', '']"
7857,r112,Connecticut -> Private,Connecticut,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
7857,r113,Connecticut -> Private -> Connecticut C.,Connecticut,Private,Connecticut C.,3,"['NA', '']","['ne', '']","['NA', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r114,"Connecticut -> Private -> Trinity C., Hartford",Connecticut,Private,"Trinity C., Hartford",3,"['ne', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['1,705', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r115,Connecticut -> Private -> U. Hartford,Connecticut,Private,U. Hartford,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['ne', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r116,Connecticut -> Private -> U. New Haven,Connecticut,Private,U. New Haven,3,"['ne', '']","['ne', '']","['ne', '']","['ne', '']","['ne', '']","['0', '']","['3,467', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7857,r117,Connecticut -> Private -> Wesleyan U.,Connecticut,Private,Wesleyan U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['120,036', '']","['0', '']"
7857,r118,Connecticut -> Private -> Yale U.,Connecticut,Private,Yale U.,3,"['17,025', '']","['33,492', '']","['0', '']","['0', '']","['0', '']","['261,337', '']","['0', '']","['31,031', '']","['0', '']","['509,000', '']","['0', '']"
