table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_all_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
12733,r017,United States -> Arkansas -> Public -> Arkansas Tech U.,United States,Arkansas,Public,Arkansas Tech U.,4,"['393', '']","['0', '']","['0', '']","['0', '']","['62', '']","['54', '']","['0', '']","['212', '']","['65', '']","['0', '']","['0', '']"
12733,r018,United States -> Arkansas -> Public -> Southern Arkansas U.,United States,Arkansas,Public,Southern Arkansas U.,4,"['252', '']","['7', '']","['0', '']","['0', '']","['0', '']","['245', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12733,r019,United States -> Arkansas -> Private,United States,Arkansas,Private,,3,"['1,020', '']","['51', '']","['0', '']","['450', '']","['0', '']","['320', '']","['0', '']","['21', '']","['0', '']","['178', '']","['0', '']"
12733,r020,United States -> Arkansas -> Private -> Arkansas C. of Health Education,United States,Arkansas,Private,Arkansas C. of Health Education,4,"['104', '']","['51', '']","['0', '']","['53', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12733,r021,United States -> Arkansas -> Private -> Hendrix C.,United States,Arkansas,Private,Hendrix C.,4,"['538', '']","['0', '']","['0', '']","['197', '']","['0', '']","['320', '']","['0', '']","['21', '']","['0', '']","['0', '']","['0', '']"
12733,r022,United States -> Arkansas -> Private -> Ouachita Baptist U.,United States,Arkansas,Private,Ouachita Baptist U.,4,"['378', '']","['0', '']","['0', '']","['200', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['178', '']","['0', '']"
12733,r023,United States -> California,United States,California,,,2,"['2,530', '']","['58', '']","['60', '']","['1,415', '']","['110', '']","['133', '']","['300', '']","['88', '']","['291', '']","['50', '']","['25', '']"
12733,r024,United States -> California -> Public,United States,California,Public,,3,"['220', '']","['0', '']","['60', '']","['0', '']","['110', '']","['0', '']","['0', '']","['0', '']","['0', '']","['50', '']","['0', '']"
12733,r025,"United States -> California -> Public -> California State U., Maritime Academy",United States,California,Public,"California State U., Maritime Academy",4,"['220', '']","['0', '']","['60', '']","['0', '']","['110', '']","['0', '']","['0', '']","['0', '']","['0', '']","['50', '']","['0', '']"
12733,r026,United States -> California -> Private,United States,California,Private,,3,"['2,310', '']","['58', '']","['0', '']","['1,415', '']","['0', '']","['133', '']","['300', '']","['88', '']","['291', '']","['0', '']","['25', '']"
12733,r027,United States -> California -> Private -> California Baptist U.,United States,California,Private,California Baptist U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12733,r028,United States -> California -> Private -> California Lutheran U.,United States,California,Private,California Lutheran U.,4,"['490', '']","['0', '']","['0', '']","['85', '']","['0', '']","['21', '']","['0', '']","['88', '']","['290', '']","['0', '']","['6', '']"
12733,r029,United States -> California -> Private -> Dominican U. California,United States,California,Private,Dominican U. California,4,"['871', 'i']","['58', 'i']","['0', 'i']","['793', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['1', 'i']","['0', 'i']","['19', 'i']"
12733,r030,United States -> California -> Private -> Fuller Theological Seminary,United States,California,Private,Fuller Theological Seminary,4,"['75', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['75', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12733,r031,United States -> California -> Private -> Life Chiropractic C.-West,United States,California,Private,Life Chiropractic C.-West,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12733,r032,United States -> California -> Private -> Palo Alto U.,United States,California,Private,Palo Alto U.,4,"['225', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['225', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12733,r033,United States -> California -> Private -> Pitzer C.,United States,California,Private,Pitzer C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12733,r034,United States -> California -> Private -> Point Loma Nazarene U.,United States,California,Private,Point Loma Nazarene U.,4,"['34', '']","['0', '']","['0', '']","['34', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12733,r035,United States -> California -> Private -> Southern California U. of Health Sciences,United States,California,Private,Southern California U. of Health Sciences,4,"['377', '']","['0', '']","['0', '']","['377', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12733,r036,United States -> California -> Private -> Westmont C.,United States,California,Private,Westmont C.,4,"['227', 'i']","['0', 'i']","['0', 'i']","['126', 'i']","['0', 'i']","['101', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12733,r037,United States -> California -> Private -> Whittier C.,United States,California,Private,Whittier C.,4,"['11', '']","['0', '']","['0', '']","['0', '']","['0', '']","['11', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12733,r038,United States -> Colorado,United States,Colorado,,,2,"['2,023', '']","['18', '']","['7', '']","['879', '']","['57', '']","['318', '']","['0', '']","['82', '']","['0', '']","['176', '']","['486', '']"
12733,r039,United States -> Colorado -> Public,United States,Colorado,Public,,3,"['1,321', '']","['1', '']","['7', '']","['310', '']","['57', '']","['202', '']","['0', '']","['82', '']","['0', '']","['176', '']","['486', '']"
12733,r040,United States -> Colorado -> Public -> Colorado Mesa U.,United States,Colorado,Public,Colorado Mesa U.,4,"['290', '']","['0', '']","['7', '']","['50', '']","['0', '']","['151', '']","['0', '']","['82', '']","['0', '']","['0', '']","['0', '']"
12733,r041,United States -> Colorado -> Public -> Metropolitan State U. of Denver,United States,Colorado,Public,Metropolitan State U. of Denver,4,"['390', '']","['1', '']","['0', '']","['74', '']","['57', '']","['51', '']","['0', '']","['0', '']","['0', '']","['176', '']","['31', '']"
12733,r042,United States -> Colorado -> Public -> Western Colorado U.,United States,Colorado,Public,Western Colorado U.,4,"['641', '']","['0', '']","['0', '']","['186', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['455', '']"
12733,r043,United States -> Colorado -> Private,United States,Colorado,Private,,3,"['702', '']","['17', '']","['0', '']","['569', '']","['0', '']","['116', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12733,r044,United States -> Colorado -> Private -> Regis U.,United States,Colorado,Private,Regis U.,4,"['702', '']","['17', '']","['0', '']","['569', '']","['0', '']","['116', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12733,r045,United States -> Connecticut,United States,Connecticut,,,2,"['995', '']","['274', '']","['35', '']","['424', '']","['22', '']","['115', '']","['31', '']","['15', '']","['0', '']","['28', '']","['51', '']"
12733,r046,United States -> Connecticut -> Public,United States,Connecticut,Public,,3,"['144', '']","['0', '']","['0', '']","['144', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12733,r047,United States -> Connecticut -> Public -> Western Connecticut State U.,United States,Connecticut,Public,Western Connecticut State U.,4,"['144', '']","['0', '']","['0', '']","['144', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12733,r048,United States -> Connecticut -> Private,United States,Connecticut,Private,,3,"['851', '']","['274', '']","['35', '']","['280', '']","['22', '']","['115', '']","['31', '']","['15', '']","['0', '']","['28', '']","['51', '']"
12733,r049,United States -> Connecticut -> Private -> Quinnipiac U.,United States,Connecticut,Private,Quinnipiac U.,4,"['600', 'i']","['23', 'i']","['35', 'i']","['280', 'i']","['22', 'i']","['115', 'i']","['31', 'i']","['15', 'i']","['0', 'i']","['28', 'i']","['51', 'i']"
12733,r050,United States -> Connecticut -> Private -> U. Bridgeport,United States,Connecticut,Private,U. Bridgeport,4,"['251', '']","['251', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12733,r051,United States -> Florida,United States,Florida,,,2,"['2,368', '']","['0', '']","['771', '']","['476', '']","['5', '']","['416', '']","['0', '']","['158', '']","['517', '']","['0', '']","['25', '']"
12733,r052,United States -> Florida -> Private,United States,Florida,Private,,3,"['2,368', '']","['0', '']","['771', '']","['476', '']","['5', '']","['416', '']","['0', '']","['158', '']","['517', '']","['0', '']","['25', '']"
12733,r053,United States -> Florida -> Private -> Barry U.,United States,Florida,Private,Barry U.,4,"['98', '']","['0', '']","['0', '']","['0', '']","['0', '']","['74', '']","['0', '']","['0', '']","['0', '']","['0', '']","['24', '']"
12733,r054,United States -> Florida -> Private -> Bethune-Cookman U.,United States,Florida,Private,Bethune-Cookman U.,4,"['650', '']","['0', '']","['0', '']","['187', '']","['0', '']","['0', '']","['0', '']","['0', '']","['463', '']","['0', '']","['0', '']"
12733,r055,United States -> Florida -> Private -> Eckerd C.,United States,Florida,Private,Eckerd C.,4,"['632', '']","['0', '']","['561', '']","['37', '']","['0', '']","['15', '']","['0', '']","['19', '']","['0', '']","['0', '']","['0', '']"
12733,r056,United States -> Florida -> Private -> Jacksonville U.,United States,Florida,Private,Jacksonville U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12733,r057,United States -> Florida -> Private -> Keiser U.,United States,Florida,Private,Keiser U.,4,"['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12733,r058,United States -> Florida -> Private -> Rollins C.,United States,Florida,Private,Rollins C.,4,"['415', '']","['0', '']","['0', '']","['76', '']","['5', '']","['207', '']","['0', '']","['73', '']","['54', '']","['0', '']","['0', '']"
12733,r059,United States -> Florida -> Private -> Stetson U.,United States,Florida,Private,Stetson U.,4,"['452', '']","['0', '']","['210', '']","['176', '']","['0', '']","['0', '']","['0', '']","['66', '']","['0', '']","['0', '']","['0', '']"
12733,r060,United States -> Florida -> Private -> U. Tampa,United States,Florida,Private,U. Tampa,4,"['121', '']","['0', '']","['0', '']","['0', '']","['0', '']","['120', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']"
12733,r061,United States -> Georgia,United States,Georgia,,,2,"['2,768', '']","['497', '']","['198', '']","['732', '']","['249', '']","['140', '']","['219', '']","['429', '']","['11', '']","['9', '']","['284', '']"
12733,r062,United States -> Georgia -> Public,United States,Georgia,Public,,3,"['1,481', '']","['332', '']","['168', '']","['329', '']","['22', '']","['140', '']","['219', '']","['162', '']","['11', '']","['9', '']","['89', '']"
12733,r063,United States -> Georgia -> Public -> Clayton State U.,United States,Georgia,Public,Clayton State U.,4,"['642', '']","['118', '']","['0', '']","['0', '']","['16', '']","['116', '']","['219', '']","['162', '']","['11', '']","['0', '']","['0', '']"
12733,r064,United States -> Georgia -> Public -> Columbus State U.,United States,Georgia,Public,Columbus State U.,4,"['210', '']","['179', '']","['9', '']","['20', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2', '']","['0', '']"
12733,r065,United States -> Georgia -> Public -> Georgia C. and State U.,United States,Georgia,Public,Georgia C. and State U.,4,"['174', '']","['0', '']","['0', '']","['174', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12733,r066,United States -> Georgia -> Public -> Georgia Gwinnett C.,United States,Georgia,Public,Georgia Gwinnett C.,4,"['216', '']","['35', '']","['2', '']","['135', '']","['6', '']","['13', '']","['0', '']","['0', '']","['0', '']","['0', '']","['25', '']"
12733,r067,United States -> Georgia -> Public -> U. West Georgia,United States,Georgia,Public,U. West Georgia,4,"['172', '']","['0', '']","['90', '']","['0', '']","['0', '']","['11', '']","['0', '']","['0', '']","['0', '']","['7', '']","['64', '']"
12733,r068,United States -> Georgia -> Public -> Valdosta State U.,United States,Georgia,Public,Valdosta State U.,4,"['67', '']","['0', '']","['67', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12733,r069,United States -> Georgia -> Private,United States,Georgia,Private,,3,"['1,287', '']","['165', '']","['30', '']","['403', '']","['227', '']","['0', '']","['0', '']","['267', '']","['0', '']","['0', '']","['195', '']"
12733,r070,United States -> Georgia -> Private -> Agnes Scott C.,United States,Georgia,Private,Agnes Scott C.,4,"['294', 'i']","['0', 'i']","['0', 'i']","['294', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12733,r071,United States -> Georgia -> Private -> Berry C.,United States,Georgia,Private,Berry C.,4,"['993', '']","['165', '']","['30', '']","['109', '']","['227', '']","['0', '']","['0', '']","['267', '']","['0', '']","['0', '']","['195', '']"
12733,r072,United States -> Georgia -> Private -> Life U.,United States,Georgia,Private,Life U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12733,r073,United States -> Idaho,United States,Idaho,,,2,"['770', '']","['17', '']","['0', '']","['565', '']","['0', '']","['35', '']","['0', '']","['0', '']","['0', '']","['153', '']","['0', '']"
12733,r074,United States -> Idaho -> Public,United States,Idaho,Public,,3,"['468', '']","['0', '']","['0', '']","['468', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12733,r075,United States -> Idaho -> Public -> Lewis-Clark State C.,United States,Idaho,Public,Lewis-Clark State C.,4,"['468', '']","['0', '']","['0', '']","['468', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12733,r076,United States -> Idaho -> Private,United States,Idaho,Private,,3,"['302', '']","['17', '']","['0', '']","['97', '']","['0', '']","['35', '']","['0', '']","['0', '']","['0', '']","['153', '']","['0', '']"
12733,r077,United States -> Idaho -> Private -> Northwest Nazarene U.,United States,Idaho,Private,Northwest Nazarene U.,4,"['302', '']","['17', '']","['0', '']","['97', '']","['0', '']","['35', '']","['0', '']","['0', '']","['0', '']","['153', '']","['0', '']"
12733,r078,United States -> Illinois,United States,Illinois,,,2,"['1,310', '']","['4', '']","['0', '']","['621', '']","['0', '']","['183', '']","['9', '']","['0', '']","['0', '']","['85', '']","['408', '']"
12733,r079,United States -> Illinois -> Public,United States,Illinois,Public,,3,"['413', '']","['0', '']","['0', '']","['291', '']","['0', '']","['122', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12733,r080,United States -> Illinois -> Public -> Eastern Illinois U.,United States,Illinois,Public,Eastern Illinois U.,4,"['413', '']","['0', '']","['0', '']","['291', '']","['0', '']","['122', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12733,r081,United States -> Illinois -> Private,United States,Illinois,Private,,3,"['897', '']","['4', '']","['0', '']","['330', '']","['0', '']","['61', '']","['9', '']","['0', '']","['0', '']","['85', '']","['408', '']"
12733,r082,United States -> Illinois -> Private -> Augustana C.,United States,Illinois,Private,Augustana C.,4,"['159', '']","['0', '']","['0', '']","['51', '']","['0', '']","['37', '']","['0', '']","['0', '']","['0', '']","['0', '']","['71', '']"
12733,r083,United States -> Illinois -> Private -> Benedictine U.,United States,Illinois,Private,Benedictine U.,4,"['338', '']","['4', '']","['0', '']","['208', '']","['0', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']","['122', '']"
12733,r084,United States -> Illinois -> Private -> Bradley U.,United States,Illinois,Private,Bradley U.,4,"['115', '']","['0', '']","['0', '']","['28', '']","['0', '']","['2', '']","['0', '']","['0', '']","['0', '']","['85', '']","['0', '']"
12733,r085,United States -> Illinois -> Private -> Elmhurst U.,United States,Illinois,Private,Elmhurst U.,4,"['224', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['9', '']","['0', '']","['0', '']","['0', '']","['215', '']"
12733,r086,United States -> Illinois -> Private -> Illinois C. of Optometry,United States,Illinois,Private,Illinois C. of Optometry,4,"['19', '']","['0', '']","['0', '']","['19', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12733,r087,United States -> Illinois -> Private -> Lake Forest C.,United States,Illinois,Private,Lake Forest C.,4,"['42', 'i']","['0', 'i']","['0', 'i']","['24', 'i']","['0', 'i']","['18', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
12733,r088,United States -> Indiana,United States,Indiana,,,2,"['1,859', '']","['79', '']","['14', '']","['447', '']","['177', '']","['1,035', '']","['0', '']","['0', '']","['20', '']","['33', '']","['54', '']"
12733,r089,United States -> Indiana -> Public,United States,Indiana,Public,,3,"['105', '']","['0', '']","['0', '']","['26', '']","['0', '']","['5', '']","['0', '']","['0', '']","['20', '']","['0', '']","['54', '']"
12733,r090,"United States -> Indiana -> Public -> Indiana U., Kokomo",United States,Indiana,Public,"Indiana U., Kokomo",4,"['31', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5', '']","['0', '']","['0', '']","['0', '']","['0', '']","['26', '']"
12733,r091,"United States -> Indiana -> Public -> Indiana U., Northwest",United States,Indiana,Public,"Indiana U., Northwest",4,"['33', '']","['0', '']","['0', '']","['26', '']","['0', '']","['0', '']","['0', '']","['0', '']","['7', '']","['0', '']","['0', '']"
12733,r092,"United States -> Indiana -> Public -> Indiana U., Southeast",United States,Indiana,Public,"Indiana U., Southeast",4,"['41', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['13', '']","['0', '']","['28', '']"
12733,r093,United States -> Indiana -> Private,United States,Indiana,Private,,3,"['1,754', '']","['79', '']","['14', '']","['421', '']","['177', '']","['1,030', '']","['0', '']","['0', '']","['0', '']","['33', '']","['0', '']"
12733,r094,United States -> Indiana -> Private -> DePauw U.,United States,Indiana,Private,DePauw U.,4,"['102', '']","['79', '']","['0', '']","['0', '']","['0', '']","['23', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12733,r095,United States -> Indiana -> Private -> Earlham C.,United States,Indiana,Private,Earlham C.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12733,r096,United States -> Indiana -> Private -> Indiana Wesleyan U.,United States,Indiana,Private,Indiana Wesleyan U.,4,"['275', '']","['0', '']","['0', '']","['91', '']","['0', '']","['184', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12733,r097,United States -> Indiana -> Private -> Manchester U.,United States,Indiana,Private,Manchester U.,4,"['46', '']","['0', '']","['0', '']","['46', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12733,r098,United States -> Indiana -> Private -> Taylor U.,United States,Indiana,Private,Taylor U.,4,"['11', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['11', '']","['0', '']"
12733,r099,United States -> Indiana -> Private -> U. Evansville,United States,Indiana,Private,U. Evansville,4,"['190', '']","['0', '']","['0', '']","['13', '']","['177', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12733,r100,United States -> Indiana -> Private -> Valparaiso U.,United States,Indiana,Private,Valparaiso U.,4,"['920', '']","['0', '']","['14', '']","['198', '']","['0', '']","['686', '']","['0', '']","['0', '']","['0', '']","['22', '']","['0', '']"
12733,r101,United States -> Indiana -> Private -> Wabash C.,United States,Indiana,Private,Wabash C.,4,"['210', '']","['0', '']","['0', '']","['73', '']","['0', '']","['137', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12733,r102,United States -> Iowa,United States,Iowa,,,2,"['1,286', '']","['0', '']","['54', '']","['153', '']","['259', '']","['819', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']"
12733,r103,United States -> Iowa -> Private,United States,Iowa,Private,,3,"['1,286', '']","['0', '']","['54', '']","['153', '']","['259', '']","['819', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']"
12733,r104,United States -> Iowa -> Private -> Coe C.,United States,Iowa,Private,Coe C.,4,"['562', '']","['0', '']","['0', '']","['0', '']","['0', '']","['562', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12733,r105,United States -> Iowa -> Private -> Cornell C.,United States,Iowa,Private,Cornell C.,4,"['72', '']","['0', '']","['54', '']","['18', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12733,r106,United States -> Iowa -> Private -> Dordt U.,United States,Iowa,Private,Dordt U.,4,"['581', '']","['0', '']","['0', '']","['131', '']","['259', '']","['190', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1', '']"
12733,r107,United States -> Iowa -> Private -> Luther C.,United States,Iowa,Private,Luther C.,4,"['71', '']","['0', '']","['0', '']","['4', '']","['0', '']","['67', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12733,r108,United States -> Kansas,United States,Kansas,,,2,"['950', '']","['372', '']","['94', '']","['359', '']","['0', '']","['100', '']","['0', '']","['0', '']","['0', '']","['0', '']","['25', '']"
12733,r109,United States -> Kansas -> Public,United States,Kansas,Public,,3,"['950', '']","['372', '']","['94', '']","['359', '']","['0', '']","['100', '']","['0', '']","['0', '']","['0', '']","['0', '']","['25', '']"
12733,r110,United States -> Kansas -> Public -> Emporia State U.,United States,Kansas,Public,Emporia State U.,4,"['589', '']","['372', '']","['0', '']","['185', '']","['0', '']","['14', '']","['0', '']","['0', '']","['0', '']","['0', '']","['18', '']"
12733,r111,United States -> Kansas -> Public -> Fort Hays State U.,United States,Kansas,Public,Fort Hays State U.,4,"['361', '']","['0', '']","['94', '']","['174', '']","['0', '']","['86', '']","['0', '']","['0', '']","['0', '']","['0', '']","['7', '']"
12733,r112,United States -> Kentucky,United States,Kentucky,,,2,"['204', '']","['0', '']","['0', '']","['53', '']","['0', '']","['151', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12733,r113,United States -> Kentucky -> Private,United States,Kentucky,Private,,3,"['204', '']","['0', '']","['0', '']","['53', '']","['0', '']","['151', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12733,r114,United States -> Kentucky -> Private -> Centre C.,United States,Kentucky,Private,Centre C.,4,"['204', '']","['0', '']","['0', '']","['53', '']","['0', '']","['151', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12733,r115,United States -> Louisiana,United States,Louisiana,,,2,"['1,094', '']","['178', '']","['0', '']","['894', '']","['0', '']","['8', '']","['0', '']","['0', '']","['0', '']","['14', '']","['0', '']"
12733,r116,United States -> Louisiana -> Public,United States,Louisiana,Public,,3,"['1,057', '']","['178', '']","['0', '']","['860', '']","['0', '']","['5', '']","['0', '']","['0', '']","['0', '']","['14', '']","['0', '']"
12733,r117,"United States -> Louisiana -> Public -> Louisiana State U., Shreveport",United States,Louisiana,Public,"Louisiana State U., Shreveport",4,"['401', '']","['178', '']","['0', '']","['221', '']","['0', '']","['2', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12733,r118,United States -> Louisiana -> Public -> McNeese State U.,United States,Louisiana,Public,McNeese State U.,4,"['32', '']","['0', '']","['0', '']","['18', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['14', '']","['0', '']"
