table_id,row_id,_b_citizenship_ethnicity_race_and_field_b_full_path,_b_citizenship_ethnicity_race_and_field_b_level_1,_b_citizenship_ethnicity_race_and_field_b_level_2,_b_citizenship_ethnicity_race_and_field_b_level_3,_b_citizenship_ethnicity_race_and_field_b_level_4,_b_citizenship_ethnicity_race_and_field_b_level_5,_b_citizenship_ethnicity_race_and_field_b_level_6,_b_citizenship_ethnicity_race_and_field_b_hierarchy_depth,field_graduate_students_all_graduate_students_total_number,field_graduate_students_all_graduate_students_percent_female,field_graduate_students_master_s_total_number,field_graduate_students_master_s_percent_female,field_graduate_students_doctoral_total_number,field_graduate_students_doctoral_percent_female,field_postdoctoral_appointees_total_number,field_postdoctoral_appointees_percent_female,field_doctorate_holding_nonfaculty_researchers_total_number,field_doctorate_holding_nonfaculty_researchers_percent_female
6076,r062,"All surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> U.S. citizens and permanent residents<sup>a</sup>",All surveyed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",U.S. citizens and permanent residents<sup>a</sup>,,,4,9429,51.1,4861,50.6,4568,51.7,919,45.4,na,na
6076,r063,"All surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino",All surveyed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,5,943,55.5,496,54.2,447,56.8,53,56.6,na,na
6076,r064,"All surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino",All surveyed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,5,,,,,,,,,,
6076,r065,"All surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native",All surveyed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,6,31,58.1,17,52.9,14,64.3,1,100.0,na,na
6076,r066,"All surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian",All surveyed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,6,387,58.7,141,63.8,246,55.7,95,44.2,na,na
6076,r067,"All surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American",All surveyed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,6,267,51.7,148,52.7,119,50.4,21,42.9,na,na
6076,r068,"All surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander",All surveyed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,6,8,62.5,7,57.1,1,100.0,1,100.0,na,na
6076,r069,"All surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White",All surveyed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,6,7036,49.8,3703,49.6,3333,50.1,619,44.9,na,na
6076,r070,"All surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race",All surveyed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,6,366,59.6,170,52.9,196,65.3,32,56.3,na,na
6076,r071,"All surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race",All surveyed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,5,391,47.6,179,46.9,212,48.1,97,39.2,na,na
6076,r072,"All surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Temporary visa holders",All surveyed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Temporary visa holders,,,4,2363,40.2,416,43.0,1947,39.5,871,34.1,na,na
6076,r073,All surveyed fields -> Science -> Mathematics and statistics,All surveyed fields,Science,Mathematics and statistics,,,,3,31971,36.2,18284,41.1,13687,29.6,1076,21.0,201,31.3
6076,r074,All surveyed fields -> Science -> Mathematics and statistics -> U.S. citizens and permanent residents<sup>a</sup>,All surveyed fields,Science,Mathematics and statistics,U.S. citizens and permanent residents<sup>a</sup>,,,4,17150,32.8,10357,36.2,6793,27.5,513,25.1,na,na
6076,r075,All surveyed fields -> Science -> Mathematics and statistics -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All surveyed fields,Science,Mathematics and statistics,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,5,1864,31.3,1239,33.6,625,26.9,24,20.8,na,na
6076,r076,All surveyed fields -> Science -> Mathematics and statistics -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All surveyed fields,Science,Mathematics and statistics,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,5,,,,,,,,,,
6076,r077,All surveyed fields -> Science -> Mathematics and statistics -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All surveyed fields,Science,Mathematics and statistics,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,6,36,30.6,23,30.4,13,30.8,0,-,na,na
6076,r078,All surveyed fields -> Science -> Mathematics and statistics -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All surveyed fields,Science,Mathematics and statistics,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,6,2575,38.7,1742,42.1,833,31.5,79,34.2,na,na
6076,r079,All surveyed fields -> Science -> Mathematics and statistics -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All surveyed fields,Science,Mathematics and statistics,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,6,777,38.2,573,41.0,204,30.4,11,54.5,na,na
6076,r080,All surveyed fields -> Science -> Mathematics and statistics -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All surveyed fields,Science,Mathematics and statistics,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,6,12,33.3,9,11.1,3,100.0,1,0.0,na,na
6076,r081,All surveyed fields -> Science -> Mathematics and statistics -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All surveyed fields,Science,Mathematics and statistics,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,6,10392,31.5,5904,34.9,4488,26.9,329,22.5,na,na
6076,r082,All surveyed fields -> Science -> Mathematics and statistics -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All surveyed fields,Science,Mathematics and statistics,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,6,546,31.7,295,33.9,251,29.1,12,41.7,na,na
6076,r083,All surveyed fields -> Science -> Mathematics and statistics -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All surveyed fields,Science,Mathematics and statistics,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,5,948,29.9,572,34.1,376,23.4,57,21.1,na,na
6076,r084,All surveyed fields -> Science -> Mathematics and statistics -> Temporary visa holders,All surveyed fields,Science,Mathematics and statistics,Temporary visa holders,,,4,14821,40.2,7927,47.6,6894,31.6,563,17.2,na,na
6076,r085,All surveyed fields -> Science -> Multidisciplinary and interdisciplinary studies,All surveyed fields,Science,Multidisciplinary and interdisciplinary studies,,,,3,14533,52.4,10980,52.4,3553,52.6,832,45.8,679,39.5
6076,r086,All surveyed fields -> Science -> Multidisciplinary and interdisciplinary studies -> U.S. citizens and permanent residents<sup>a</sup>,All surveyed fields,Science,Multidisciplinary and interdisciplinary studies,U.S. citizens and permanent residents<sup>a</sup>,,,4,10506,54.0,8012,53.6,2494,55.0,467,51.4,na,na
6076,r087,All surveyed fields -> Science -> Multidisciplinary and interdisciplinary studies -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All surveyed fields,Science,Multidisciplinary and interdisciplinary studies,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,5,1333,55.1,1084,54.9,249,55.8,28,42.9,na,na
6076,r088,All surveyed fields -> Science -> Multidisciplinary and interdisciplinary studies -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All surveyed fields,Science,Multidisciplinary and interdisciplinary studies,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,5,,,,,,,,,,
