table_id,row_id,_b_field_of_doctorate_b_full_path,_b_field_of_doctorate_b_level_1,_b_field_of_doctorate_b_level_2,_b_field_of_doctorate_b_level_3,_b_field_of_doctorate_b_level_4,_b_field_of_doctorate_b_hierarchy_depth,field_all_doctorate_recipients,field_doctorate_recipients_with_definite_commitments,field_location_of_definite_commitments_united_states_total,field_location_of_definite_commitments_united_states_postdoctoral_study,field_location_of_definite_commitments_united_states_academic_employment,field_location_of_definite_commitments_united_states_industry_employmenta,field_location_of_definite_commitments_united_states_otherb,field_location_of_definite_commitments_abroad,field_location_of_definite_commitments_unknown
7566,r023,"Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Engineering -> Civil, environmental, and transportation engineering",Male doctorate recipients reporting postgraduation commitments,Science and engineering,Engineering,"Civil, environmental, and transportation engineering",4,703,428,364,173,28,121,42,64,0
7566,r024,Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Engineering -> Electrical and computer engineering,Male doctorate recipients reporting postgraduation commitments,Science and engineering,Engineering,Electrical and computer engineering,4,1681,1132,1030,229,77,653,71,100,2
7566,r025,Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Engineering -> Engineering technologies,Male doctorate recipients reporting postgraduation commitments,Science and engineering,Engineering,Engineering technologies,4,322,212,177,67,,89,,35,0
7566,r026,Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Engineering -> Industrial engineering and operations research,Male doctorate recipients reporting postgraduation commitments,Science and engineering,Engineering,Industrial engineering and operations research,4,434,310,274,60,53,130,31,36,0
7566,r027,Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Engineering -> Materials and mining engineering,Male doctorate recipients reporting postgraduation commitments,Science and engineering,Engineering,Materials and mining engineering,4,459,263,237,126,,100,,25,1
7566,r028,Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Engineering -> Mechanical engineering,Male doctorate recipients reporting postgraduation commitments,Science and engineering,Engineering,Mechanical engineering,4,1154,721,650,280,37,272,61,70,1
7566,r029,"Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Engineering -> Engineering, other",Male doctorate recipients reporting postgraduation commitments,Science and engineering,Engineering,"Engineering, other",4,749,468,428,178,35,151,64,39,1
7566,r030,"Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Geosciences, atmospheric, and ocean sciences",Male doctorate recipients reporting postgraduation commitments,Science and engineering,"Geosciences, atmospheric, and ocean sciences",,3,583,409,367,233,32,51,51,42,0
7566,r031,"Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Geological and earth sciences",Male doctorate recipients reporting postgraduation commitments,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Geological and earth sciences,4,359,242,217,127,18,42,30,25,0
7566,r032,"Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Geosciences, atmospheric, and ocean sciences -> Ocean/ marine sciences and atmospheric science",Male doctorate recipients reporting postgraduation commitments,Science and engineering,"Geosciences, atmospheric, and ocean sciences",Ocean/ marine sciences and atmospheric science,4,224,167,150,106,14,9,21,17,0
7566,r033,Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Health sciences,Male doctorate recipients reporting postgraduation commitments,Science and engineering,Health sciences,,3,806,531,489,213,104,111,61,41,1
7566,r034,Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Health sciences -> Nursing and nursing science,Male doctorate recipients reporting postgraduation commitments,Science and engineering,Health sciences,Nursing and nursing science,4,66,43,38,13,11,,,5,0
7566,r035,Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Health sciences -> Pharmacy and pharmaceutical sciences,Male doctorate recipients reporting postgraduation commitments,Science and engineering,Health sciences,Pharmacy and pharmaceutical sciences,4,194,125,116,54,5,53,4,9,0
7566,r036,Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Health sciences -> Public health,Male doctorate recipients reporting postgraduation commitments,Science and engineering,Health sciences,Public health,4,222,155,138,65,31,15,27,16,1
7566,r037,"Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Health sciences -> Health sciences, other",Male doctorate recipients reporting postgraduation commitments,Science and engineering,Health sciences,"Health sciences, other",4,324,208,197,81,57,,,11,0
7566,r038,Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Mathematics and statistics,Male doctorate recipients reporting postgraduation commitments,Science and engineering,Mathematics and statistics,,3,1381,908,729,331,118,241,39,178,1
7566,r039,Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Mathematics and statistics -> Applied mathematics,Male doctorate recipients reporting postgraduation commitments,Science and engineering,Mathematics and statistics,Applied mathematics,4,332,221,194,94,25,65,10,27,0
7566,r040,Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Mathematics and statistics -> Mathematics,Male doctorate recipients reporting postgraduation commitments,Science and engineering,Mathematics and statistics,Mathematics,4,641,382,260,153,49,43,15,121,1
7566,r041,Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Mathematics and statistics -> Statistics,Male doctorate recipients reporting postgraduation commitments,Science and engineering,Mathematics and statistics,Statistics,4,408,305,275,84,44,133,14,30,0
7566,r042,Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences,Male doctorate recipients reporting postgraduation commitments,Science and engineering,Multidisciplinary/ interdisciplinary sciences,,3,762,492,446,146,57,204,39,46,0
7566,r043,Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences -> Interdisciplinary computer sciences,Male doctorate recipients reporting postgraduation commitments,Science and engineering,Multidisciplinary/ interdisciplinary sciences,Interdisciplinary computer sciences,4,349,250,234,59,27,131,17,16,0
7566,r044,"Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Multidisciplinary/ interdisciplinary sciences ->  Multidisciplinary/ interdisciplinary sciences, other",Male doctorate recipients reporting postgraduation commitments,Science and engineering,Multidisciplinary/ interdisciplinary sciences," Multidisciplinary/ interdisciplinary sciences, other",4,413,242,212,87,30,73,22,30,0
7566,r045,Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Physical sciences,Male doctorate recipients reporting postgraduation commitments,Science and engineering,Physical sciences,,3,3246,2117,1889,1156,71,576,86,225,3
7566,r046,Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Physical sciences -> Astronomy and astrophysics,Male doctorate recipients reporting postgraduation commitments,Science and engineering,Physical sciences,Astronomy and astrophysics,4,162,116,106,,,12,4,10,0
7566,r047,Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Physical sciences -> Chemistry,Male doctorate recipients reporting postgraduation commitments,Science and engineering,Physical sciences,Chemistry,4,1369,897,831,493,29,276,33,64,2
7566,r048,Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Physical sciences -> Materials sciences,Male doctorate recipients reporting postgraduation commitments,Science and engineering,Physical sciences,Materials sciences,4,299,189,166,,,54,10,23,0
7566,r049,Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Physical sciences -> Physics,Male doctorate recipients reporting postgraduation commitments,Science and engineering,Physical sciences,Physics,4,1416,915,786,483,30,234,39,128,1
7566,r050,Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Psychology,Male doctorate recipients reporting postgraduation commitments,Science and engineering,Psychology,,3,1005,680,652,357,104,104,87,28,0
7566,r051,Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Psychology -> Clinical psychology,Male doctorate recipients reporting postgraduation commitments,Science and engineering,Psychology,Clinical psychology,4,317,243,237,184,12,15,26,6,0
7566,r052,Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Psychology -> Counseling and applied psychology,Male doctorate recipients reporting postgraduation commitments,Science and engineering,Psychology,Counseling and applied psychology,4,334,226,217,83,45,47,42,9,0
7566,r053,Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Psychology -> Research and experimental psychology,Male doctorate recipients reporting postgraduation commitments,Science and engineering,Psychology,Research and experimental psychology,4,229,152,,67,30,33,,,0
7566,r054,"Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Psychology -> Psychology, other",Male doctorate recipients reporting postgraduation commitments,Science and engineering,Psychology,"Psychology, other",4,125,59,,23,17,9,,,0
7566,r055,Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Social sciences,Male doctorate recipients reporting postgraduation commitments,Science and engineering,Social sciences,,3,2358,1591,1210,315,399,221,275,379,2
7566,r056,Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Social sciences -> Anthropology,Male doctorate recipients reporting postgraduation commitments,Science and engineering,Social sciences,Anthropology,4,117,63,53,28,16,5,4,10,0
7566,r057,"Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Social sciences -> Area, ethnic, cultural, gender, and group studies",Male doctorate recipients reporting postgraduation commitments,Science and engineering,Social sciences,"Area, ethnic, cultural, gender, and group studies",4,135,84,69,23,,,11,14,1
7566,r058,Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Social sciences -> Economics,Male doctorate recipients reporting postgraduation commitments,Science and engineering,Social sciences,Economics,4,870,673,451,107,115,128,101,221,1
7566,r059,Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Social sciences -> Political science and government,Male doctorate recipients reporting postgraduation commitments,Science and engineering,Social sciences,Political science and government,4,339,211,173,65,,,28,38,0
7566,r060,Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Social sciences -> Public policy analysis,Male doctorate recipients reporting postgraduation commitments,Science and engineering,Social sciences,Public policy analysis,4,169,107,94,10,29,16,39,13,0
7566,r061,"Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Social sciences -> Sociology, demography, and population studies",Male doctorate recipients reporting postgraduation commitments,Science and engineering,Social sciences,"Sociology, demography, and population studies",4,219,151,126,32,64,11,19,25,0
7566,r062,"Male doctorate recipients reporting postgraduation commitments -> Science and engineering -> Social sciences -> Social sciences, other",Male doctorate recipients reporting postgraduation commitments,Science and engineering,Social sciences,"Social sciences, other",4,509,302,244,50,87,34,73,58,0
7566,r063,Male doctorate recipients reporting postgraduation commitments -> Non-science and engineering,Male doctorate recipients reporting postgraduation commitments,Non-science and engineering,,,2,4674,2733,2304,366,1150,239,549,426,3
7566,r064,Male doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Business,Male doctorate recipients reporting postgraduation commitments,Non-science and engineering,Business,,3,756,517,393,37,256,70,30,124,0
7566,r065,Male doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Business -> Business administration and management,Male doctorate recipients reporting postgraduation commitments,Non-science and engineering,Business,Business administration and management,4,259,161,123,9,78,26,10,38,0
7566,r066,"Male doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Business -> Business, other",Male doctorate recipients reporting postgraduation commitments,Non-science and engineering,Business,"Business, other",4,497,356,270,28,178,44,20,86,0
7566,r067,Male doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Education,Male doctorate recipients reporting postgraduation commitments,Non-science and engineering,Education,,3,1111,708,646,55,312,38,241,61,1
7566,r068,Male doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Education -> Education leadership and administration,Male doctorate recipients reporting postgraduation commitments,Non-science and engineering,Education,Education leadership and administration,4,377,249,236,8,118,10,100,13,0
7566,r069,Male doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Education -> Education research,Male doctorate recipients reporting postgraduation commitments,Non-science and engineering,Education,Education research,4,370,237,218,26,109,19,64,19,0
7566,r070,Male doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Education -> Teacher education,Male doctorate recipients reporting postgraduation commitments,Non-science and engineering,Education,Teacher education,4,252,158,,15,62,,51,,1
7566,r071,"Male doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Education -> Education, other",Male doctorate recipients reporting postgraduation commitments,Non-science and engineering,Education,"Education, other",4,112,64,,6,23,,26,,0
7566,r072,Male doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Humanities,Male doctorate recipients reporting postgraduation commitments,Non-science and engineering,Humanities,,3,1619,873,745,180,329,48,188,126,2
7566,r073,"Male doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Humanities -> English language and literature, letters",Male doctorate recipients reporting postgraduation commitments,Non-science and engineering,Humanities,"English language and literature, letters",4,363,193,178,,103,,20,15,0
7566,r074,"Male doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Humanities -> Foreign languages, literatures, and linguistics",Male doctorate recipients reporting postgraduation commitments,Non-science and engineering,Humanities,"Foreign languages, literatures, and linguistics",4,217,105,90,17,52,6,15,15,0
7566,r075,Male doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Humanities -> History,Male doctorate recipients reporting postgraduation commitments,Non-science and engineering,Humanities,History,4,381,202,172,59,58,9,46,29,1
7566,r076,Male doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Humanities -> Philosophy and religious studies,Male doctorate recipients reporting postgraduation commitments,Non-science and engineering,Humanities,Philosophy and religious studies,4,379,209,170,47,77,11,35,38,1
7566,r077,"Male doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Humanities -> Humanities, other",Male doctorate recipients reporting postgraduation commitments,Non-science and engineering,Humanities,"Humanities, other",4,279,164,135,,39,,72,29,0
7566,r078,Male doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Visual and performing arts,Male doctorate recipients reporting postgraduation commitments,Non-science and engineering,Visual and performing arts,,3,349,153,127,19,63,22,23,26,0
7566,r079,Male doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Visual and performing arts -> Performing arts,Male doctorate recipients reporting postgraduation commitments,Non-science and engineering,Visual and performing arts,Performing arts,4,263,113,97,11,,,20,16,0
7566,r080,"Male doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Visual and performing arts -> Visual arts, media studies/ design",Male doctorate recipients reporting postgraduation commitments,Non-science and engineering,Visual and performing arts,"Visual arts, media studies/ design",4,86,40,30,8,,,3,10,0
7566,r081,Male doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Other non-science and engineering,Male doctorate recipients reporting postgraduation commitments,Non-science and engineering,Other non-science and engineering,,3,839,482,393,75,190,61,67,89,0
7566,r082,Male doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Other non-science and engineering -> Communications and journalism,Male doctorate recipients reporting postgraduation commitments,Non-science and engineering,Other non-science and engineering,Communications and journalism,4,221,124,105,12,73,13,7,19,0
7566,r083,Male doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Other non-science and engineering -> Multidisciplinary/ interdisciplinary studies,Male doctorate recipients reporting postgraduation commitments,Non-science and engineering,Other non-science and engineering,Multidisciplinary/ interdisciplinary studies,4,151,73,,10,28,12,,,0
7566,r084,Male doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Other non-science and engineering -> Public administration and social services,Male doctorate recipients reporting postgraduation commitments,Non-science and engineering,Other non-science and engineering,Public administration and social services,4,159,100,84,17,30,5,32,16,0
7566,r085,"Male doctorate recipients reporting postgraduation commitments -> Non-science and engineering -> Other non-science and engineering -> Non-science and engineering, other",Male doctorate recipients reporting postgraduation commitments,Non-science and engineering,Other non-science and engineering,"Non-science and engineering, other",4,308,185,,36,59,31,,,0
