table_id,row_id,_b_state_or_territory_control_and_institution_b_full_path,_b_state_or_territory_control_and_institution_b_level_1,_b_state_or_territory_control_and_institution_b_level_2,_b_state_or_territory_control_and_institution_b_level_3,_b_state_or_territory_control_and_institution_b_hierarchy_depth,field_all_fields,field_agricultural_sciences,field_biological_and_biomedical_sciences,field_computer_and_information_sciences,field_engineering,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_health_sciences,field_mathematics_and_statistics,field_natural_resources_and_conservation,field_physical_sciences,field_psychology,field_social_sciences,field_other
7860,r064,"California -> Public -> U. California, San Diego",California,Public,"U. California, San Diego",3,"['148,277', '']","['0', '']","['19,188', '']","['0', '']","['21,239', '']","['17,955', '']","['32,262', '']","['482', '']","['0', '']","['9,835', '']","['1,100', '']","['46,216', '']","['0', '']"
7860,r065,"California -> Public -> U. California, San Francisco",California,Public,"U. California, San Francisco",3,"['229,600', '']","['0', '']","['76,500', '']","['0', '']","['0', '']","['0', '']","['153,100', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7860,r066,"California -> Public -> U. California, Santa Barbara",California,Public,"U. California, Santa Barbara",3,"['7,573', '']","['0', '']","['1,132', '']","['403', '']","['1,155', '']","['0', '']","['0', '']","['395', '']","['0', '']","['4,110', '']","['378', '']","['0', '']","['0', '']"
7860,r067,"California -> Public -> U. California, Santa Cruz",California,Public,"U. California, Santa Cruz",3,"['14,861', '']","['0', '']","['0', '']","['0', '']","['12,776', '']","['1,484', '']","['0', '']","['0', '']","['0', '']","['601', '']","['0', '']","['0', '']","['0', '']"
7860,r068,California -> Private,California,Private,,2,"['157,735', '']","['4,090', '']","['54,879', '']","['0', '']","['37,333', '']","['3,051', '']","['36,104', '']","['0', '']","['0', '']","['20,070', '']","['956', '']","['1,253', '']","['0', '']"
7860,r069,California -> Private -> Azusa Pacific U.,California,Private,Azusa Pacific U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7860,r070,California -> Private -> Biola U.,California,Private,Biola U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7860,r071,California -> Private -> California Institute of Technology,California,Private,California Institute of Technology,3,"['35,486', '']","['0', '']","['3,250', '']","['0', '']","['16,697', '']","['0', '']","['0', '']","['0', '']","['0', '']","['14,287', '']","['0', '']","['1,253', '']","['0', '']"
7860,r072,California -> Private -> Chapman U.,California,Private,Chapman U.,3,"['21,530', '']","['2,630', '']","['0', '']","['0', '']","['17,000', '']","['0', '']","['1,900', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7860,r073,California -> Private -> Charles R. Drew U. of Medicine and Science,California,Private,Charles R. Drew U. of Medicine and Science,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7860,r074,California -> Private -> Claremont Graduate U.,California,Private,Claremont Graduate U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7860,r075,California -> Private -> Claremont McKenna C.,California,Private,Claremont McKenna C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7860,r076,California -> Private -> Fielding Graduate U.,California,Private,Fielding Graduate U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7860,r077,California -> Private -> Harvey Mudd C.,California,Private,Harvey Mudd C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7860,r078,California -> Private -> Keck Graduate Institute,California,Private,Keck Graduate Institute,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7860,r079,California -> Private -> Loma Linda U.,California,Private,Loma Linda U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7860,r080,California -> Private -> Loyola Marymount U.,California,Private,Loyola Marymount U.,3,"['438', '']","['0', '']","['0', '']","['0', '']","['438', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7860,r081,California -> Private -> Marshall B. Ketchum U.,California,Private,Marshall B. Ketchum U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7860,r082,California -> Private -> Occidental C.,California,Private,Occidental C.,3,"['6,470', '']","['0', '']","['6,200', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['270', '']","['0', '']","['0', '']","['0', '']"
7860,r083,California -> Private -> Pepperdine U.,California,Private,Pepperdine U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7860,r084,California -> Private -> Pomona C.,California,Private,Pomona C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7860,r085,California -> Private -> Santa Clara U.,California,Private,Santa Clara U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7860,r086,California -> Private -> Scripps C.,California,Private,Scripps C.,3,"['1,400', '']","['0', '']","['1,400', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7860,r087,California -> Private -> Scripps Research Institute,California,Private,Scripps Research Institute,3,"['31,597', '']","['0', '']","['31,597', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7860,r088,California -> Private -> Stanford U.,California,Private,Stanford U.,3,"['26,735', '']","['0', '']","['676', '']","['0', '']","['0', '']","['2,368', '']","['23,691', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7860,r089,California -> Private -> Touro U.,California,Private,Touro U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7860,r090,California -> Private -> U. of the Pacific,California,Private,U. of the Pacific,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7860,r091,California -> Private -> U. San Diego,California,Private,U. San Diego,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7860,r092,California -> Private -> U. San Francisco,California,Private,U. San Francisco,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7860,r093,California -> Private -> U. Southern California,California,Private,U. Southern California,3,"['28,955', '']","['0', '']","['10,726', '']","['0', '']","['3,198', '']","['683', '']","['7,878', '']","['0', '']","['0', '']","['5,513', '']","['956', '']","['0', '']","['0', '']"
7860,r094,California -> Private -> Western U. of Health Sciences,California,Private,Western U. of Health Sciences,3,"['5,125', '']","['1,460', '']","['1,030', '']","['0', '']","['0', '']","['0', '']","['2,635', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7860,r095,Colorado,Colorado,,,1,"['42,607', '']","['502', '']","['393', '']","['0', '']","['9,927', '']","['2,887', '']","['26,475', '']","['0', '']","['259', '']","['1,462', '']","['701', '']","['0', '']","['0', '']"
7860,r096,Colorado -> Public,Colorado,Public,,2,"['42,607', '']","['502', '']","['393', '']","['0', '']","['9,927', '']","['2,887', '']","['26,475', '']","['0', '']","['259', '']","['1,462', '']","['701', '']","['0', '']","['0', '']"
7860,r097,Colorado -> Public -> Colorado School of Mines,Colorado,Public,Colorado School of Mines,3,"['7,823', '']","['0', '']","['0', '']","['0', '']","['7,823', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7860,r098,"Colorado -> Public -> Colorado State U., Fort Collins",Colorado,Public,"Colorado State U., Fort Collins",3,"['2,876', '']","['502', '']","['0', '']","['0', '']","['755', '']","['0', '']","['497', '']","['0', '']","['0', '']","['1,123', '']","['0', '']","['0', '']","['0', '']"
7860,r099,Colorado -> Public -> Fort Lewis C.,Colorado,Public,Fort Lewis C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7860,r100,Colorado -> Public -> U. Colorado Boulder,Colorado,Public,U. Colorado Boulder,3,"['5,536', '']","['0', '']","['0', '']","['0', '']","['1,349', '']","['2,887', '']","['0', '']","['0', '']","['259', '']","['339', '']","['701', '']","['0', '']","['0', '']"
7860,r101,Colorado -> Public -> U. Colorado Colorado Springs,Colorado,Public,U. Colorado Colorado Springs,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7860,r102,Colorado -> Public -> U. Colorado Denver and Anschutz Medical Campus,Colorado,Public,U. Colorado Denver and Anschutz Medical Campus,3,"['26,372', '']","['0', '']","['393', '']","['0', '']","['0', '']","['0', '']","['25,979', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7860,r103,Colorado -> Public -> U. Northern Colorado,Colorado,Public,U. Northern Colorado,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7860,r104,Colorado -> Private,Colorado,Private,,2,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7860,r105,Colorado -> Private -> U. Denver,Colorado,Private,U. Denver,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7860,r106,Connecticut,Connecticut,,,1,"['408,911', '']","['0', '']","['94,324', '']","['0', '']","['11,132', '']","['10,697', '']","['57,573', '']","['69,254', '']","['58,582', '']","['95,123', '']","['837', '']","['11,388', '']","['0', '']"
7860,r107,Connecticut -> Public,Connecticut,Public,,2,"['23,149', '']","['0', '']","['18,473', '']","['0', '']","['0', '']","['0', '']","['4,164', '']","['0', '']","['0', '']","['0', '']","['512', '']","['0', '']","['0', '']"
7860,r108,Connecticut -> Public -> Eastern Connecticut State U.,Connecticut,Public,Eastern Connecticut State U.,3,"['1,372', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['859', '']","['0', '']","['0', '']","['0', '']","['512', '']","['0', '']","['0', '']"
