table_id,row_id,time_period,_b_all_full_time_graduate_students_b_level_1,_b_all_full_time_graduate_students_b_level_2,_b_all_full_time_graduate_students_b_level_3,_b_all_full_time_graduate_students_b_hierarchy_depth,value
3480,r140,1990,Full-time master's students,First time,Number,3,na
3480,r141,1990,Full-time master's students,First time,Percent,3,na
3480,r142,1990,Full-time doctoral students,Total,,2,na
3480,r143,1990,Full-time doctoral students,First time,Number,3,na
3480,r144,1990,Full-time doctoral students,First time,Percent,3,na
3480,r145,1991,All full-time graduate students,Total,,2,307010
3480,r146,1991,All full-time graduate students,First time,Number,3,93147
3480,r147,1991,All full-time graduate students,First time,Percent,3,30.3
3480,r148,1991,Full-time master's students,Total,,2,na
3480,r149,1991,Full-time master's students,First time,Number,3,na
3480,r150,1991,Full-time master's students,First time,Percent,3,na
3480,r151,1991,Full-time doctoral students,Total,,2,na
3480,r152,1991,Full-time doctoral students,First time,Number,3,na
3480,r153,1991,Full-time doctoral students,First time,Percent,3,na
3480,r154,1992,All full-time graduate students,Total,,2,322555
3480,r155,1992,All full-time graduate students,First time,Number,3,95802
3480,r156,1992,All full-time graduate students,First time,Percent,3,29.7
3480,r157,1992,Full-time master's students,Total,,2,na
3480,r158,1992,Full-time master's students,First time,Number,3,na
3480,r159,1992,Full-time master's students,First time,Percent,3,na
3480,r160,1992,Full-time doctoral students,Total,,2,na
3480,r161,1992,Full-time doctoral students,First time,Number,3,na
3480,r162,1992,Full-time doctoral students,First time,Percent,3,na
3480,r163,1993,All full-time graduate students,Total,,2,329644
3480,r164,1993,All full-time graduate students,First time,Number,3,92748
3480,r165,1993,All full-time graduate students,First time,Percent,3,28.1
3480,r166,1993,Full-time master's students,Total,,2,na
3480,r167,1993,Full-time master's students,First time,Number,3,na
3480,r168,1993,Full-time master's students,First time,Percent,3,na
3480,r169,1993,Full-time doctoral students,Total,,2,na
3480,r170,1993,Full-time doctoral students,First time,Number,3,na
3480,r171,1993,Full-time doctoral students,First time,Percent,3,na
3480,r172,1994,All full-time graduate students,Total,,2,332088
3480,r173,1994,All full-time graduate students,First time,Number,3,92171
3480,r174,1994,All full-time graduate students,First time,Percent,3,27.8
3480,r175,1994,Full-time master's students,Total,,2,na
3480,r176,1994,Full-time master's students,First time,Number,3,na
3480,r177,1994,Full-time master's students,First time,Percent,3,na
3480,r178,1994,Full-time doctoral students,Total,,2,na
3480,r179,1994,Full-time doctoral students,First time,Number,3,na
3480,r180,1994,Full-time doctoral students,First time,Percent,3,na
3480,r181,1995,All full-time graduate students,Total,,2,329283
3480,r182,1995,All full-time graduate students,First time,Number,3,89482
3480,r183,1995,All full-time graduate students,First time,Percent,3,27.2
3480,r184,1995,Full-time master's students,Total,,2,na
3480,r185,1995,Full-time master's students,First time,Number,3,na
3480,r186,1995,Full-time master's students,First time,Percent,3,na
3480,r187,1995,Full-time doctoral students,Total,,2,na
3480,r188,1995,Full-time doctoral students,First time,Number,3,na
3480,r189,1995,Full-time doctoral students,First time,Percent,3,na
3480,r190,1996,All full-time graduate students,Total,,2,328536
3480,r191,1996,All full-time graduate students,First time,Number,3,88984
3480,r192,1996,All full-time graduate students,First time,Percent,3,27.1
3480,r193,1996,Full-time master's students,Total,,2,na
3480,r194,1996,Full-time master's students,First time,Number,3,na
3480,r195,1996,Full-time master's students,First time,Percent,3,na
3480,r196,1996,Full-time doctoral students,Total,,2,na
3480,r197,1996,Full-time doctoral students,First time,Number,3,na
3480,r198,1996,Full-time doctoral students,First time,Percent,3,na
3480,r199,1997,All full-time graduate students,Total,,2,327289
3480,r200,1997,All full-time graduate students,First time,Number,3,89177
3480,r201,1997,All full-time graduate students,First time,Percent,3,27.2
3480,r202,1997,Full-time master's students,Total,,2,na
3480,r203,1997,Full-time master's students,First time,Number,3,na
3480,r204,1997,Full-time master's students,First time,Percent,3,na
3480,r205,1997,Full-time doctoral students,Total,,2,na
3480,r206,1997,Full-time doctoral students,First time,Number,3,na
3480,r207,1997,Full-time doctoral students,First time,Percent,3,na
3480,r208,1998,All full-time graduate students,Total,,2,327389
3480,r209,1998,All full-time graduate students,First time,Number,3,90828
3480,r210,1998,All full-time graduate students,First time,Percent,3,27.7
3480,r211,1998,Full-time master's students,Total,,2,na
3480,r212,1998,Full-time master's students,First time,Number,3,na
3480,r213,1998,Full-time master's students,First time,Percent,3,na
3480,r214,1998,Full-time doctoral students,Total,,2,na
3480,r215,1998,Full-time doctoral students,First time,Number,3,na
3480,r216,1998,Full-time doctoral students,First time,Percent,3,na
3480,r217,1999,All full-time graduate students,Total,,2,334423
3480,r218,1999,All full-time graduate students,First time,Number,3,92214
3480,r219,1999,All full-time graduate students,First time,Percent,3,27.6
3480,r220,1999,Full-time master's students,Total,,2,na
3480,r221,1999,Full-time master's students,First time,Number,3,na
3480,r222,1999,Full-time master's students,First time,Percent,3,na
3480,r223,1999,Full-time doctoral students,Total,,2,na
3480,r224,1999,Full-time doctoral students,First time,Number,3,na
3480,r225,1999,Full-time doctoral students,First time,Percent,3,na
3480,r226,2000,All full-time graduate students,Total,,2,341283
3480,r227,2000,All full-time graduate students,First time,Number,3,94340
3480,r228,2000,All full-time graduate students,First time,Percent,3,27.6
3480,r229,2000,Full-time master's students,Total,,2,na
3480,r230,2000,Full-time master's students,First time,Number,3,na
3480,r231,2000,Full-time master's students,First time,Percent,3,na
3480,r232,2000,Full-time doctoral students,Total,,2,na
3480,r233,2000,Full-time doctoral students,First time,Number,3,na
3480,r234,2000,Full-time doctoral students,First time,Percent,3,na
3480,r235,2001,All full-time graduate students,Total,,2,354522
3480,r236,2001,All full-time graduate students,First time,Number,3,98112
3480,r237,2001,All full-time graduate students,First time,Percent,3,27.7
3480,r238,2001,Full-time master's students,Total,,2,na
3480,r239,2001,Full-time master's students,First time,Number,3,na
3480,r240,2001,Full-time master's students,First time,Percent,3,na
3480,r241,2001,Full-time doctoral students,Total,,2,na
3480,r242,2001,Full-time doctoral students,First time,Number,3,na
3480,r243,2001,Full-time doctoral students,First time,Percent,3,na
3480,r244,2002,All full-time graduate students,Total,,2,378991
3480,r245,2002,All full-time graduate students,First time,Number,3,104184
3480,r246,2002,All full-time graduate students,First time,Percent,3,27.5
3480,r247,2002,Full-time master's students,Total,,2,na
3480,r248,2002,Full-time master's students,First time,Number,3,na
3480,r249,2002,Full-time master's students,First time,Percent,3,na
3480,r250,2002,Full-time doctoral students,Total,,2,na
3480,r251,2002,Full-time doctoral students,First time,Number,3,na
3480,r252,2002,Full-time doctoral students,First time,Percent,3,na
3480,r253,2003,All full-time graduate students,Total,,2,397420
3480,r254,2003,All full-time graduate students,First time,Number,3,107715
3480,r255,2003,All full-time graduate students,First time,Percent,3,27.1
3480,r256,2003,Full-time master's students,Total,,2,na
3480,r257,2003,Full-time master's students,First time,Number,3,na
3480,r258,2003,Full-time master's students,First time,Percent,3,na
3480,r259,2003,Full-time doctoral students,Total,,2,na
3480,r260,2003,Full-time doctoral students,First time,Number,3,na
3480,r261,2003,Full-time doctoral students,First time,Percent,3,na
3480,r262,2004,All full-time graduate students,Total,,2,402573
3480,r263,2004,All full-time graduate students,First time,Number,3,106544
3480,r264,2004,All full-time graduate students,First time,Percent,3,26.5
3480,r265,2004,Full-time master's students,Total,,2,na
3480,r266,2004,Full-time master's students,First time,Number,3,na
3480,r267,2004,Full-time master's students,First time,Percent,3,na
3480,r268,2004,Full-time doctoral students,Total,,2,na
3480,r269,2004,Full-time doctoral students,First time,Number,3,na
3480,r270,2004,Full-time doctoral students,First time,Percent,3,na
3480,r271,2005,All full-time graduate students,Total,,2,406620
3480,r272,2005,All full-time graduate students,First time,Number,3,110219
3480,r273,2005,All full-time graduate students,First time,Percent,3,27.1
3480,r274,2005,Full-time master's students,Total,,2,na
3480,r275,2005,Full-time master's students,First time,Number,3,na
3480,r276,2005,Full-time master's students,First time,Percent,3,na
3480,r277,2005,Full-time doctoral students,Total,,2,na
3480,r278,2005,Full-time doctoral students,First time,Number,3,na
3480,r279,2005,Full-time doctoral students,First time,Percent,3,na
3480,r280,2006,All full-time graduate students,Total,,2,419015
3480,r281,2006,All full-time graduate students,First time,Number,3,116482
3480,r282,2006,All full-time graduate students,First time,Percent,3,27.8
3480,r283,2006,Full-time master's students,Total,,2,na
3480,r284,2006,Full-time master's students,First time,Number,3,na
3480,r285,2006,Full-time master's students,First time,Percent,3,na
3480,r286,2006,Full-time doctoral students,Total,,2,na
3480,r287,2006,Full-time doctoral students,First time,Number,3,na
3480,r288,2006,Full-time doctoral students,First time,Percent,3,na
3480,r289,2007old<sup>b</sup>,All full-time graduate students,Total,,2,430860
3480,r290,2007old<sup>b</sup>,All full-time graduate students,First time,Number,3,120236
3480,r291,2007old<sup>b</sup>,All full-time graduate students,First time,Percent,3,27.9
3480,r292,2007old<sup>b</sup>,Full-time master's students,Total,,2,na
3480,r293,2007old<sup>b</sup>,Full-time master's students,First time,Number,3,na
3480,r294,2007old<sup>b</sup>,Full-time master's students,First time,Percent,3,na
3480,r295,2007old<sup>b</sup>,Full-time doctoral students,Total,,2,na
3480,r296,2007old<sup>b</sup>,Full-time doctoral students,First time,Number,3,na
3480,r297,2007old<sup>b</sup>,Full-time doctoral students,First time,Percent,3,na
3480,r298,2007new<sup>b</sup>,All full-time graduate students,Total,,2,437365
3480,r299,2007new<sup>b</sup>,All full-time graduate students,First time,Number,3,122449
3480,r300,2007new<sup>b</sup>,All full-time graduate students,First time,Percent,3,28.0
3480,r301,2007new<sup>b</sup>,Full-time master's students,Total,,2,na
3480,r302,2007new<sup>b</sup>,Full-time master's students,First time,Number,3,na
3480,r303,2007new<sup>b</sup>,Full-time master's students,First time,Percent,3,na
3480,r304,2007new<sup>b</sup>,Full-time doctoral students,Total,,2,na
3480,r305,2007new<sup>b</sup>,Full-time doctoral students,First time,Number,3,na
3480,r306,2007new<sup>b</sup>,Full-time doctoral students,First time,Percent,3,na
3480,r307,2008,All full-time graduate students,Total,,2,449613
3480,r308,2008,All full-time graduate students,First time,Number,3,130635
3480,r309,2008,All full-time graduate students,First time,Percent,3,29.1
3480,r310,2008,Full-time master's students,Total,,2,na
3480,r311,2008,Full-time master's students,First time,Number,3,na
3480,r312,2008,Full-time master's students,First time,Percent,3,na
3480,r313,2008,Full-time doctoral students,Total,,2,na
3480,r314,2008,Full-time doctoral students,First time,Number,3,na
3480,r315,2008,Full-time doctoral students,First time,Percent,3,na
3480,r316,2009,All full-time graduate students,Total,,2,456115
3480,r317,2009,All full-time graduate students,First time,Number,3,134756
3480,r318,2009,All full-time graduate students,First time,Percent,3,29.5
3480,r319,2009,Full-time master's students,Total,,2,na
3480,r320,2009,Full-time master's students,First time,Number,3,na
3480,r321,2009,Full-time master's students,First time,Percent,3,na
3480,r322,2009,Full-time doctoral students,Total,,2,na
3480,r323,2009,Full-time doctoral students,First time,Number,3,na
3480,r324,2009,Full-time doctoral students,First time,Percent,3,na
3480,r325,2010,All full-time graduate students,Total,,2,461185
3480,r326,2010,All full-time graduate students,First time,Number,3,136487
3480,r327,2010,All full-time graduate students,First time,Percent,3,29.6
3480,r328,2010,Full-time master's students,Total,,2,na
3480,r329,2010,Full-time master's students,First time,Number,3,na
3480,r330,2010,Full-time master's students,First time,Percent,3,na
3480,r331,2010,Full-time doctoral students,Total,,2,na
3480,r332,2010,Full-time doctoral students,First time,Number,3,na
3480,r333,2010,Full-time doctoral students,First time,Percent,3,na
3480,r334,2011,All full-time graduate students,Total,,2,457292
3480,r335,2011,All full-time graduate students,First time,Number,3,136610
3480,r336,2011,All full-time graduate students,First time,Percent,3,29.9
3480,r337,2011,Full-time master's students,Total,,2,na
3480,r338,2011,Full-time master's students,First time,Number,3,na
3480,r339,2011,Full-time master's students,First time,Percent,3,na
3480,r340,2011,Full-time doctoral students,Total,,2,na
3480,r341,2011,Full-time doctoral students,First time,Number,3,na
3480,r342,2011,Full-time doctoral students,First time,Percent,3,na
3480,r343,2012,All full-time graduate students,Total,,2,459498
3480,r344,2012,All full-time graduate students,First time,Number,3,137767
3480,r345,2012,All full-time graduate students,First time,Percent,3,30.0
3480,r346,2012,Full-time master's students,Total,,2,na
3480,r347,2012,Full-time master's students,First time,Number,3,na
3480,r348,2012,Full-time master's students,First time,Percent,3,na
3480,r349,2012,Full-time doctoral students,Total,,2,na
3480,r350,2012,Full-time doctoral students,First time,Number,3,na
3480,r351,2012,Full-time doctoral students,First time,Percent,3,na
3480,r352,2013,All full-time graduate students,Total,,2,468953
3480,r353,2013,All full-time graduate students,First time,Number,3,143326
3480,r354,2013,All full-time graduate students,First time,Percent,3,30.6
3480,r355,2013,Full-time master's students,Total,,2,na
3480,r356,2013,Full-time master's students,First time,Number,3,na
3480,r357,2013,Full-time master's students,First time,Percent,3,na
3480,r358,2013,Full-time doctoral students,Total,,2,na
3480,r359,2013,Full-time doctoral students,First time,Number,3,na
3480,r360,2013,Full-time doctoral students,First time,Percent,3,na
3480,r361,2014old<sup>c</sup>,All full-time graduate students,Total,,2,484880
3480,r362,2014old<sup>c</sup>,All full-time graduate students,First time,Number,3,150653
3480,r363,2014old<sup>c</sup>,All full-time graduate students,First time,Percent,3,31.1
3480,r364,2014old<sup>c</sup>,Full-time master's students,Total,,2,na
3480,r365,2014old<sup>c</sup>,Full-time master's students,First time,Number,3,na
3480,r366,2014old<sup>c</sup>,Full-time master's students,First time,Percent,3,na
3480,r367,2014old<sup>c</sup>,Full-time doctoral students,Total,,2,na
3480,r368,2014old<sup>c</sup>,Full-time doctoral students,First time,Number,3,na
3480,r369,2014old<sup>c</sup>,Full-time doctoral students,First time,Percent,3,na
3480,r370,2014new<sup>c</sup>,All full-time graduate students,Total,,2,492170
3480,r371,2014new<sup>c</sup>,All full-time graduate students,First time,Number,3,154219
3480,r372,2014new<sup>c</sup>,All full-time graduate students,First time,Percent,3,31.3
3480,r373,2014new<sup>c</sup>,Full-time master's students,Total,,2,na
3480,r374,2014new<sup>c</sup>,Full-time master's students,First time,Number,3,na
3480,r375,2014new<sup>c</sup>,Full-time master's students,First time,Percent,3,na
3480,r376,2014new<sup>c</sup>,Full-time doctoral students,Total,,2,na
3480,r377,2014new<sup>c</sup>,Full-time doctoral students,First time,Number,3,na
3480,r378,2014new<sup>c</sup>,Full-time doctoral students,First time,Percent,3,na
3480,r379,2015,All full-time graduate students,Total,,2,506262
3480,r380,2015,All full-time graduate students,First time,Number,3,161640
3480,r381,2015,All full-time graduate students,First time,Percent,3,31.9
3480,r382,2015,Full-time master's students,Total,,2,na
3480,r383,2015,Full-time master's students,First time,Number,3,na
3480,r384,2015,Full-time master's students,First time,Percent,3,na
3480,r385,2015,Full-time doctoral students,Total,,2,na
3480,r386,2015,Full-time doctoral students,First time,Number,3,na
3480,r387,2015,Full-time doctoral students,First time,Percent,3,na
3480,r388,2016,All full-time graduate students,Total,,2,508773
3480,r389,2016,All full-time graduate students,First time,Number,3,161824
3480,r390,2016,All full-time graduate students,First time,Percent,3,31.8
3480,r391,2016,Full-time master's students,Total,,2,na
3480,r392,2016,Full-time master's students,First time,Number,3,na
3480,r393,2016,Full-time master's students,First time,Percent,3,na
3480,r394,2016,Full-time doctoral students,Total,,2,na
3480,r395,2016,Full-time doctoral students,First time,Number,3,na
3480,r396,2016,Full-time doctoral students,First time,Percent,3,na
3480,r397,2017old<sup>d</sup>,All full-time graduate students,Total,,2,498619
3480,r398,2017old<sup>d</sup>,All full-time graduate students,First time,Number,3,162805
3480,r399,2017old<sup>d</sup>,All full-time graduate students,First time,Percent,3,32.7
3480,r400,2017old<sup>d</sup>,Full-time master's students,Total,,2,na
3480,r401,2017old<sup>d</sup>,Full-time master's students,First time,Number,3,na
3480,r402,2017old<sup>d</sup>,Full-time master's students,First time,Percent,3,na
3480,r403,2017old<sup>d</sup>,Full-time doctoral students,Total,,2,na
3480,r404,2017old<sup>d</sup>,Full-time doctoral students,First time,Number,3,na
3480,r405,2017old<sup>d</sup>,Full-time doctoral students,First time,Percent,3,na
3480,r406,2017new<sup>d</sup>,All full-time graduate students,Total,,2,480788
3480,r407,2017new<sup>d</sup>,All full-time graduate students,First time,Number,3,156157
3480,r408,2017new<sup>d</sup>,All full-time graduate students,First time,Percent,3,32.5
3480,r409,2017new<sup>d</sup>,Full-time master's students,Total,,2,245010
3480,r410,2017new<sup>d</sup>,Full-time master's students,First time,Number,3,110980
3480,r411,2017new<sup>d</sup>,Full-time master's students,First time,Percent,3,45.3
3480,r412,2017new<sup>d</sup>,Full-time doctoral students,Total,,2,235778
3480,r413,2017new<sup>d</sup>,Full-time doctoral students,First time,Number,3,45177
3480,r414,2017new<sup>d</sup>,Full-time doctoral students,First time,Percent,3,19.2
3480,r415,2018,All full-time graduate students,Total,,2,491449
3480,r416,2018,All full-time graduate students,First time,Number,3,159724
3480,r417,2018,All full-time graduate students,First time,Percent,3,32.5
3480,r418,2018,Full-time master's students,Total,,2,248552
3480,r419,2018,Full-time master's students,First time,Number,3,114214
3480,r420,2018,Full-time master's students,First time,Percent,3,46.0
3480,r421,2018,Full-time doctoral students,Total,,2,242897
3480,r422,2018,Full-time doctoral students,First time,Number,3,45510
3480,r423,2018,Full-time doctoral students,First time,Percent,3,18.7
3480,r424,2019,All full-time graduate students,Total,,2,502442
3480,r425,2019,All full-time graduate students,First time,Number,3,163032
3480,r426,2019,All full-time graduate students,First time,Percent,3,32.4
3480,r427,2019,Full-time master's students,Total,,2,254532
3480,r428,2019,Full-time master's students,First time,Number,3,116507
3480,r429,2019,Full-time master's students,First time,Percent,3,45.8
3480,r430,2019,Full-time doctoral students,Total,,2,247910
3480,r431,2019,Full-time doctoral students,First time,Number,3,46525
3480,r432,2019,Full-time doctoral students,First time,Percent,3,18.8
