table_id,row_id,state_full_path,state_level_1,state_level_2,state_hierarchy_depth,field_total,field_paid_for_by_the_company,field_foreign_owner,field_another_u_s_company,field_other_businesses_outside_the_united_states,field_u_s_university_or_college,field_u_s_nonprofit_organization,field_u_s_federal_government,field_u_s_state_or_local_government,field_all_other_organizations_outside_the_united_states
7388,r022,All states -> Maryland,All states,Maryland,2,"['114,774 ', '&nbsp;']","['81,522', '&nbsp;']","['3,164', '&nbsp;']","['1,542', '&nbsp;']","['0', '&nbsp;']","['1,677', '&nbsp;']","['354', '&nbsp;']","['20,661', '&nbsp;']","['5,725', '&nbsp;']","['129', '&nbsp;']"
7388,r023,All states -> Massachusetts,All states,Massachusetts,2,"['281,009 ', '&nbsp;']","['216,506', '&nbsp;']","['9,928', 'r']","['6,050', '&nbsp;']","['1,082', '&nbsp;']","['185', 'r']","['381', '&nbsp;']","['44,222', '&nbsp;']","['2,086', 'r']","['570', 'r']"
7388,r024,All states -> Michigan,All states,Michigan,2,"['49,804 ', '&nbsp;']","['28,046', '&nbsp;']","['4,228', 'r']","['1,544', 'r']","['0', '&nbsp;']","['142', '&nbsp;']","['0', '&nbsp;']","['15,844', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
7388,r025,All states -> Minnesota,All states,Minnesota,2,"['108,594 ', '&nbsp;']","['105,943', '&nbsp;']","['0', '&nbsp;']","['2,078', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['573', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
7388,r026,All states -> Mississippi,All states,Mississippi,2,"['3,086 ', '&nbsp;']","['2,781', '&nbsp;']","['0', '&nbsp;']","['305', 'r']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
7388,r027,All states -> Missouri,All states,Missouri,2,"['28,500 ', '&nbsp;']","['15,149', '&nbsp;']","['0', '&nbsp;']","['179', 'r']","['3,415', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['6,390', '&nbsp;']","['2,099', '&nbsp;']","['1,268', '&nbsp;']"
7388,r028,All states -> Montana,All states,Montana,2,"['18,083 ', '&nbsp;']","['10,786', '&nbsp;']","['0', '&nbsp;']","['1,228', 'r']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['5,792', '&nbsp;']","['276', '&nbsp;']","['0', '&nbsp;']"
7388,r029,All states -> Nebraska,All states,Nebraska,2,"['7,961 ', '&nbsp;']","['5,937', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['1,833', '&nbsp;']","['190', '&nbsp;']","['0', '&nbsp;']"
7388,r030,All states -> Nevada,All states,Nevada,2,"['62,394 ', '&nbsp;']","['50,712', '&nbsp;']","['5,440', 'r']","['3,583', 'r']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['2,660', 'r']","['0', '&nbsp;']","['0', '&nbsp;']"
7388,r031,All states -> New Hampshire,All states,New Hampshire,2,"['44,332 ', '&nbsp;']","['38,512', '&nbsp;']","['0', '&nbsp;']","['195', '&nbsp;']","['0', '&nbsp;']","['178', '&nbsp;']","['0', '&nbsp;']","['5,447', 'r']","['0', '&nbsp;']","['0', '&nbsp;']"
7388,r032,All states -> New Jersey,All states,New Jersey,2,"['117,119 ', '&nbsp;']","['99,225', '&nbsp;']","['5,160', 'r']","['8,039', 'r']","['57', 'r']","['136', 'r']","['396', '&nbsp;']","['4,107', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
7388,r033,All states -> New Mexico,All states,New Mexico,2,"['31,141 ', '&nbsp;']","['11,714', '&nbsp;']","['0', '&nbsp;']","['280', '&nbsp;']","['0', '&nbsp;']","['52', '&nbsp;']","['0', '&nbsp;']","['19,027', '&nbsp;']","['68', '&nbsp;']","['0', '&nbsp;']"
7388,r034,All states -> New York,All states,New York,2,"['219,064 ', '&nbsp;']","['194,578', '&nbsp;']","['2,739', 'r']","['7,483', 'r']","['0', '&nbsp;']","['1,065', 'r']","['190', 'r']","['13,009', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
7388,r035,All states -> North Carolina,All states,North Carolina,2,"['160,161 ', '&nbsp;']","['131,420', '&nbsp;']","['1,591', 'r']","['3,410', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['23,506', '&nbsp;']","['235', 'r']","['0', '&nbsp;']"
7388,r036,All states -> North Dakota,All states,North Dakota,2,"['18,717 ', 'r']","['13,968', 'r']","['0', '&nbsp;']","['8', '&nbsp;']","['496', '&nbsp;']","['0', '&nbsp;']","['128', '&nbsp;']","['3,960', '&nbsp;']","['157', 'r']","['0', '&nbsp;']"
7388,r037,All states -> Ohio,All states,Ohio,2,"['134,799 ', '&nbsp;']","['84,358', '&nbsp;']","['370', '&nbsp;']","['6,670', 'r']","['0', '&nbsp;']","['377', 'r']","['0', '&nbsp;']","['42,998', 'r']","['26', 'r']","['0', '&nbsp;']"
7388,r038,All states -> Oklahoma,All states,Oklahoma,2,"['6,660 ', '&nbsp;']","['6,249', '&nbsp;']","['0', '&nbsp;']","['75', 'r']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['235', 'r']","['102', 'r']","['0', '&nbsp;']"
7388,r039,All states -> Oregon,All states,Oregon,2,"['124,320 ', '&nbsp;']","['106,475', '&nbsp;']","['2,078', '&nbsp;']","['2,204', 'r']","['690', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['12,426', '&nbsp;']","['447', '&nbsp;']","['0', '&nbsp;']"
7388,r040,All states -> Pennsylvania,All states,Pennsylvania,2,"['188,263 ', '&nbsp;']","['135,650', '&nbsp;']","['1,239', '&nbsp;']","['11,493', '&nbsp;']","['6,403', 'r']","['144', '&nbsp;']","['38', 'r']","['32,808', '&nbsp;']","['446', '&nbsp;']","['43', '&nbsp;']"
7388,r041,All states -> Rhode Island,All states,Rhode Island,2,"['8,617 ', 'r']","['8,015', 'r']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['533', '&nbsp;']","['69', 'r']","['0', '&nbsp;']"
7388,r042,All states -> South Carolina,All states,South Carolina,2,"['25,515 ', '&nbsp;']","['17,360', '&nbsp;']","['112', 'r']","['581', '&nbsp;']","['222', '&nbsp;']","['25', '&nbsp;']","['0', '&nbsp;']","['7,202', 'r']","['11', '&nbsp;']","['1', '&nbsp;']"
7388,r043,All states -> South Dakota,All states,South Dakota,2,"['11,032 ', '&nbsp;']","['9,621', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['142', 'r']","['1,269', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
7388,r044,All states -> Tennessee,All states,Tennessee,2,"['34,794 ', '&nbsp;']","['31,717', '&nbsp;']","['0', '&nbsp;']","['1,280', '&nbsp;']","['0', '&nbsp;']","['78', 'r']","['0', '&nbsp;']","['1,627', '&nbsp;']","['92', '&nbsp;']","['0', '&nbsp;']"
7388,r045,All states -> Texas,All states,Texas,2,"['274,327 ', '&nbsp;']","['210,913', '&nbsp;']","['0', '&nbsp;']","['39,063', '&nbsp;']","['639', 'r']","['345', 'r']","['381', 'r']","['22,599', '&nbsp;']","['388', '&nbsp;']","['0', '&nbsp;']"
7388,r046,All states -> Utah,All states,Utah,2,"['47,905 ', '&nbsp;']","['41,670', 'r']","['0', '&nbsp;']","['2,417', 'r']","['0', '&nbsp;']","['380', '&nbsp;']","['119', 'r']","['2,796', '&nbsp;']","['522', '&nbsp;']","['0', '&nbsp;']"
7388,r047,All states -> Vermont,All states,Vermont,2,"['12,890 ', '&nbsp;']","['10,870', '&nbsp;']","['0', '&nbsp;']","['868', 'r']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['1,152', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
7388,r048,All states -> Virginia,All states,Virginia,2,"['83,631 ', '&nbsp;']","['50,889', '&nbsp;']","['0', '&nbsp;']","['13,860', 'r']","['0', '&nbsp;']","['417', 'r']","['113', 'r']","['15,229', '&nbsp;']","['3,123', 'r']","['0', '&nbsp;']"
7388,r049,All states -> Washington,All states,Washington,2,"['180,860 ', '&nbsp;']","['138,839', '&nbsp;']","['7,382', 'r']","['7,029', 'r']","['2,460', '&nbsp;']","['1,704', 'r']","['2,060', 'r']","['20,485', '&nbsp;']","['901', 'r']","['0', '&nbsp;']"
7388,r050,All states -> West Virginia,All states,West Virginia,2,"['890 ', '&nbsp;']","['369', '&nbsp;']","['0', '&nbsp;']","['93', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['428', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
7388,r051,All states -> Wisconsin,All states,Wisconsin,2,"['93,940 ', '&nbsp;']","['84,282', '&nbsp;']","['24', 'r']","['1,754', 'r']","['181', '&nbsp;']","['19', 'r']","['0', '&nbsp;']","['7,556', '&nbsp;']","['125', '&nbsp;']","['0', '&nbsp;']"
7388,r052,All states -> Wyoming,All states,Wyoming,2,"['3,685 ', 'r']","['2,579', 'r']","['0', '&nbsp;']","['57', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['13', '&nbsp;']","['1,037', 'r']","['0', '&nbsp;']","['0', '&nbsp;']"
7388,r053,All states -> Undistributed,All states,Undistributed,2,"['24,836 ', 'r']","['20,958', 'r']","['0', '&nbsp;']","['532', 'r']","['0', '&nbsp;']","['190', 'r']","['38', 'r']","['3,043', 'r']","['0', '&nbsp;']","['76', 'r']"
