table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_other_agency_r_d_expendituresa,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
5447,r034,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,33,"['26,535', '']","['1', '']","['1,590', '']","['5,091', '']","['40', '']","['460', '']","['278', '']","['747', '']","['14,500', '']","['725', '']","['3,103', '']"
5447,r035,All institutions -> Utah State U.,All institutions,Utah State U.,2,34,"['26,441', '']","['136', '']","['0', '']","['5,272', '']","['0', '']","['75', '']","['136', '']","['119', '']","['0', '']","['20,577', '']","['126', '']"
5447,r036,All institutions -> Tufts U.,All institutions,Tufts U.,2,35,"['25,219', '']","['67', '']","['69', '']","['16,036', '']","['991', '']","['10', '']","['643', '']","['41', '']","['4,346', '']","['2,293', '']","['723', '']"
5447,r037,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,36,"['24,495', '']","['0', '']","['13,165', '']","['2,932', '']","['49', '']","['124', '']","['182', '']","['1,002', '']","['0', '']","['3,046', '']","['3,995', '']"
5447,r038,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,37,"['23,186', '']","['640', '']","['7,894', '']","['1,536', '']","['472', '']","['0', '']","['288', '']","['182', '']","['487', '']","['10,821', '']","['866', '']"
5447,r039,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,38,"['23,179', '']","['0', '']","['7,325', '']","['9,526', '']","['23', '']","['403', '']","['320', '']","['1,296', '']","['112', '']","['3,137', '']","['1,037', '']"
5447,r040,All institutions -> Florida International U.,All institutions,Florida International U.,2,39,"['23,106', '']","['824', '']","['5,726', '']","['1,353', '']","['0', '']","['1,733', '']","['3,192', '']","['1,210', '']","['3', '']","['3,814', '']","['5,251', '']"
5447,r041,All institutions -> Florida State U.,All institutions,Florida State U.,2,40,"['22,336', '']","['120', '']","['2,033', '']","['1,215', '']","['143', '']","['63', '']","['383', '']","['845', '']","['0', '']","['2,436', '']","['15,098', '']"
5447,r042,All institutions -> Washington State U.,All institutions,Washington State U.,2,41,"['22,099', '']","['13', '']","['1,213', '']","['3,526', '']","['0', '']","['565', '']","['349', '']","['862', '']","['0', '']","['2,610', '']","['12,961', '']"
5447,r043,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,42,"['21,809', '']","['684', '']","['13,365', '']","['3,660', '']","['60', '']","['0', '']","['0', '']","['189', '']","['1,430', '']","['2,347', '']","['74', '']"
5447,r044,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,43,"['20,757', '']","['0', '']","['11', '']","['146', '']","['0', '']","['0', '']","['179', '']","['17', '']","['0', '']","['19,602', '']","['802', '']"
5447,r045,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,44,"['20,619', '']","['0', '']","['0', '']","['3,593', '']","['166', '']","['74', '']","['0', '']","['188', '']","['0', '']","['2,044', '']","['14,554', '']"
5447,r046,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,45,"['20,261', '']","['1,282', '']","['0', '']","['279', '']","['0', '']","['1,007', '']","['1,083', '']","['805', '']","['33', '']","['2,071', '']","['13,701', '']"
5447,r047,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,46,"['19,499', '']","['0', '']","['108', '']","['7,377', '']","['0', '']","['5,073', '']","['220', '']","['1,324', '']","['525', '']","['3,878', '']","['994', '']"
5447,r048,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,47,"['19,482', '']","['0', '']","['16,088', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['3,394', '']","['0', '']"
5447,r049,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,48,"['19,253', '']","['1,853', '']","['470', '']","['670', '']","['275', '']","['107', '']","['314', '']","['569', '']","['49', '']","['2,549', '']","['12,397', '']"
5447,r050,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,49,"['19,030', '']","['329', '']","['3,716', '']","['2,468', '']","['1', '']","['0', '']","['3,777', '']","['344', '']","['0', '']","['7,432', '']","['963', '']"
5447,r051,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,50,"['17,972', '']","['0', '']","['17,226', '']","['538', '']","['0', '']","['0', '']","['0', '']","['80', '']","['0', '']","['106', '']","['22', '']"
5447,r052,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,51,"['17,896', '']","['1,538', '']","['2,785', '']","['188', '']","['0', '']","['1,318', '']","['0', '']","['3,500', '']","['97', '']","['6,429', '']","['2,041', '']"
5447,r053,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,52,"['16,882', '']","['0', '']","['12,722', '']","['806', '']","['0', '']","['779', '']","['0', '']","['105', '']","['284', '']","['1,412', '']","['774', '']"
5447,r054,All institutions -> William & Mary,All institutions,William & Mary,2,53,"['16,757', '']","['19', '']","['8,048', '']","['215', '']","['0', '']","['22', '']","['5', '']","['4,825', '']","['0', '']","['0', '']","['3,623', '']"
5447,r055,All institutions -> U. Arizona,All institutions,U. Arizona,2,54,"['16,607', '']","['290', '']","['4,716', '']","['4,950', '']","['18', '']","['1,889', '']","['0', '']","['1,148', '']","['216', '']","['1,980', '']","['1,400', '']"
5447,r056,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,55,"['16,409', '']","['196', '']","['2,056', '']","['2,949', '']","['86', '']","['127', '']","['724', '']","['638', '']","['0', '']","['7,261', '']","['2,372', '']"
5447,r057,All institutions -> Duke U.,All institutions,Duke U.,2,56,"['16,309', '']","['0', '']","['976', '']","['10,916', '']","['0', '']","['0', '']","['74', '']","['1,817', '']","['0', '']","['2,182', '']","['344', '']"
5447,r058,All institutions -> U. Southern California,All institutions,U. Southern California,2,57,"['16,007', '']","['633', '']","['2,999', '']","['1,969', '']","['0', '']","['0', '']","['1,237', '']","['3,981', '']","['0', '']","['1,617', '']","['3,571', '']"
5447,r059,All institutions -> George Mason U.,All institutions,George Mason U.,2,58,"['15,484', '']","['3,564', '']","['2,384', '']","['503', '']","['221', '']","['66', '']","['518', '']","['2,513', '']","['0', '']","['3,868', '']","['1,847', '']"
5447,r060,All institutions -> Cornell U.,All institutions,Cornell U.,2,59,"['15,400', '']","['457', '']","['882', '']","['9,477', '']","['97', '']","['17', '']","['977', '']","['1,009', '']","['0', '']","['1,833', '']","['651', '']"
5447,r061,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,60,"['15,211', '']","['0', '']","['0', '']","['1,143', '']","['0', '']","['456', '']","['152', '']","['2,090', '']","['0', '']","['1,920', '']","['9,450', '']"
5447,r062,All institutions -> Harvard U.,All institutions,Harvard U.,2,61,"['14,952', '']","['397', '']","['2,500', '']","['1,940', '']","['677', '']","['1,033', '']","['419', '']","['2,138', '']","['0', '']","['2,515', '']","['3,333', '']"
5447,r063,"All institutions -> U. Louisiana, Lafayette",All institutions,"U. Louisiana, Lafayette",2,62,"['14,946', '']","['346', '']","['648', '']","['680', '']","['0', '']","['24', '']","['0', '']","['0', '']","['0', '']","['722', '']","['12,526', '']"
5447,r064,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,63,"['14,413', '']","['0', '']","['260', '']","['3,675', '']","['232', '']","['0', '']","['2,935', '']","['118', '']","['0', '']","['6,221', '']","['972', '']"
5447,r065,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,64,"['13,977', '']","['7', '']","['252', '']","['3,155', '']","['0', '']","['167', '']","['4,160', '']","['245', '']","['0', '']","['3,678', '']","['2,313', '']"
5447,r066,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,65,"['13,958', '']","['209', '']","['367', '']","['4,111', '']","['0', '']","['21', '']","['0', '']","['29', '']","['390', '']","['8,681', '']","['150', '']"
5447,r067,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,66,"['13,919', '']","['26', '']","['0', '']","['5,144', '']","['0', '']","['56', '']","['359', '']","['2,580', '']","['16', '']","['901', '']","['4,837', '']"
5447,r068,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,67,"['13,836', '']","['1', '']","['78', '']","['3,558', '']","['3', '']","['0', '']","['1,045', '']","['0', '']","['0', '']","['510', '']","['8,641', '']"
5447,r069,All institutions -> U. Georgia,All institutions,U. Georgia,2,68,"['13,694', '']","['0', '']","['3,173', '']","['6,842', '']","['0', '']","['0', '']","['1,381', '']","['566', '']","['29', '']","['937', '']","['766', '']"
5447,r070,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,69,"['13,507', '']","['5,598', '']","['0', '']","['0', '']","['703', '']","['490', '']","['1,116', '']","['17', '']","['38', '']","['5,545', '']","['0', '']"
5447,r071,All institutions -> U. Oregon,All institutions,U. Oregon,2,70,"['13,204', '']","['232', '']","['1,915', '']","['157', '']","['0', '']","['14', '']","['1,742', '']","['271', '']","['0', '']","['0', '']","['8,873', '']"
5447,r072,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,71,"['13,155', '']","['251', '']","['0', '']","['45', '']","['0', '']","['21', '']","['0', '']","['43', '']","['0', '']","['10,491', '']","['2,304', '']"
5447,r073,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,72,"['12,882', '']","['425', '']","['419', '']","['30', '']","['0', '']","['0', '']","['68', '']","['1,652', '']","['0', '']","['8,855', '']","['1,433', '']"
5447,r074,All institutions -> U. Iowa,All institutions,U. Iowa,2,73,"['12,704', '']","['0', '']","['7', '']","['4,200', '']","['0', '']","['46', '']","['149', '']","['1,188', '']","['0', '']","['5,988', '']","['1,126', '']"
5447,r075,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,74,"['12,650', '']","['136', '']","['5,358', '']","['2,378', '']","['17', '']","['75', '']","['90', '']","['337', '']","['3', '']","['3,811', '']","['445', '']"
5447,r076,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,75,"['12,439', '']","['3,133', '']","['347', '']","['642', '']","['0', '']","['519', '']","['248', '']","['5,123', '']","['0', '']","['286', '']","['2,141', '']"
5447,r077,All institutions -> Medical U. South Carolina,All institutions,Medical U. South Carolina,2,76,"['12,400', '']","['0', '']","['0', '']","['12,400', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5447,r078,All institutions -> Texas State U.,All institutions,Texas State U.,2,77,"['12,291', '']","['38', '']","['779', '']","['565', '']","['0', '']","['0', '']","['0', '']","['1,411', '']","['0', '']","['196', '']","['9,302', '']"
5447,r079,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,78,"['12,289', '']","['42', '']","['123', '']","['8,723', '']","['0', '']","['0', '']","['13', '']","['224', '']","['400', '']","['1,195', '']","['1,569', '']"
5447,r080,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,79,"['12,174', '']","['0', '']","['3,713', '']","['3,331', '']","['0', '']","['177', '']","['0', '']","['0', '']","['329', '']","['1,569', '']","['3,055', '']"
5447,r081,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,80,"['11,667', '']","['2,631', '']","['358', '']","['65', '']","['0', '']","['19', '']","['58', '']","['575', '']","['0', '']","['6,500', '']","['1,461', '']"
5447,r082,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,81,"['11,509', '']","['64', '']","['117', '']","['7,293', '']","['42', '']","['2', '']","['54', '']","['1,018', '']","['1', '']","['2,747', '']","['171', '']"
5447,r083,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,82,"['11,454', '']","['166', '']","['6', '']","['5,244', '']","['0', '']","['0', '']","['886', '']","['1,263', '']","['0', '']","['545', '']","['3,344', '']"
5447,r084,All institutions -> U. Baltimore,All institutions,U. Baltimore,2,83,"['11,427', '']","['0', '']","['0', '']","['0', '']","['0', '']","['45', '']","['0', '']","['681', '']","['0', '']","['0', '']","['10,701', '']"
5447,r085,All institutions -> New York U.,All institutions,New York U.,2,84,"['11,426', '']","['133', '']","['0', '']","['960', '']","['303', '']","['0', '']","['45', '']","['2,114', '']","['0', '']","['3,393', '']","['4,478', '']"
5447,r086,All institutions -> Princeton U.,All institutions,Princeton U.,2,85,"['11,220', '']","['0', '']","['6,225', '']","['2,788', '']","['0', '']","['0', '']","['43', '']","['1,109', '']","['0', '']","['399', '']","['656', '']"
5447,r087,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,86,"['11,117', '']","['0', '']","['396', '']","['103', '']","['0', '']","['1', '']","['819', '']","['1,171', '']","['0', '']","['35', '']","['8,592', '']"
5447,r088,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,87,"['10,605', '']","['518', '']","['463', '']","['5,509', '']","['0', '']","['164', '']","['0', '']","['238', '']","['0', '']","['1,086', '']","['2,627', '']"
5447,r089,"All institutions -> U. Tennessee, Knoxville<sup>d</sup>",All institutions,"U. Tennessee, Knoxville<sup>d</sup>",2,88,"['10,409', '']","['117', '']","['475', '']","['4,723', '']","['0', '']","['170', '']","['0', '']","['954', '']","['592', '']","['3,214', '']","['164', '']"
5447,r090,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,89,"['10,223', '']","['0', '']","['4,592', '']","['5,022', '']","['0', '']","['55', '']","['0', '']","['87', '']","['0', '']","['314', '']","['153', '']"
5447,r091,All institutions -> U. Colorado Denver and Anschutz Medical Campus,All institutions,U. Colorado Denver and Anschutz Medical Campus,2,90,"['10,161', '']","['179', '']","['222', '']","['7,536', '']","['0', '']","['0', '']","['0', '']","['21', '']","['0', '']","['260', '']","['1,943', '']"
5447,r092,All institutions -> Yale U.,All institutions,Yale U.,2,91,"['10,031', '']","['254', '']","['0', '']","['7,225', '']","['0', '']","['17', '']","['273', '']","['61', '']","['0', '']","['66', '']","['2,135', '']"
5447,r093,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,92,"['9,978', '']","['6', '']","['206', '']","['1,670', '']","['40', '']","['29', '']","['0', '']","['179', '']","['0', '']","['6,207', '']","['1,641', '']"
5447,r094,All institutions -> Stanford U.,All institutions,Stanford U.,2,93,"['9,906', '']","['241', '']","['533', '']","['1,274', '']","['0', '']","['1,496', '']","['150', '']","['2,263', '']","['0', '']","['3,302', '']","['647', '']"
5447,r095,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,94,"['9,901', '']","['2,943', '']","['0', '']","['183', '']","['19', '']","['163', '']","['427', '']","['647', '']","['109', '']","['1,593', '']","['3,817', '']"
5447,r096,All institutions -> U. West Florida,All institutions,U. West Florida,2,95,"['9,666', '']","['0', '']","['322', '']","['61', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['9,283', '']"
5447,r097,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,96,"['9,603', '']","['0', '']","['34', '']","['3,616', '']","['69', '']","['8', '']","['77', '']","['1,198', '']","['0', '']","['3,460', '']","['1,141', '']"
5447,r098,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,97,"['9,554', '']","['0', '']","['4', '']","['2,171', '']","['0', '']","['5,435', '']","['0', '']","['652', '']","['113', '']","['489', '']","['690', '']"
5447,r099,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,98,"['9,407', '']","['459', '']","['3,673', '']","['3,247', '']","['0', '']","['0', '']","['132', '']","['619', '']","['0', '']","['473', '']","['804', '']"
5447,r100,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,99,"['9,405', '']","['104', '']","['3,333', '']","['2,411', '']","['0', '']","['40', '']","['0', '']","['866', '']","['0', '']","['2,188', '']","['463', '']"
5447,r101,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,100,"['9,364', '']","['0', '']","['415', '']","['279', '']","['0', '']","['536', '']","['0', '']","['117', '']","['18', '']","['7,076', '']","['923', '']"
5447,r102,All institutions -> U. Maryland Center for Environmental Science,All institutions,U. Maryland Center for Environmental Science,2,101,"['9,329', '']","['0', '']","['5,958', '']","['3,045', '']","['0', '']","['102', '']","['0', '']","['0', '']","['0', '']","['42', '']","['182', '']"
5447,r103,All institutions -> George Washington U.,All institutions,George Washington U.,2,102,"['9,110', '']","['179', '']","['0', '']","['1,139', '']","['0', '']","['181', '']","['1', '']","['5,047', '']","['0', '']","['285', '']","['2,278', '']"
5447,r104,All institutions -> Texas A&M U.-Corpus Christi,All institutions,Texas A&M U.-Corpus Christi,2,103,"['8,981', '']","['0', '']","['2,467', '']","['3,950', '']","['0', '']","['1,173', '']","['0', '']","['45', '']","['11', '']","['1,098', '']","['237', '']"
5447,r105,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,104,"['8,954', '']","['875', '']","['546', '']","['1,404', '']","['0', '']","['28', '']","['0', '']","['64', '']","['0', '']","['5,217', '']","['820', '']"
5447,r106,All institutions -> Boston U.,All institutions,Boston U.,2,105,"['8,926', '']","['626', '']","['1,005', '']","['5,266', '']","['0', '']","['241', '']","['62', '']","['110', '']","['5', '']","['624', '']","['987', '']"
5447,r107,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,106,"['8,909', '']","['580', '']","['0', '']","['3,615', '']","['0', '']","['3,151', '']","['0', '']","['669', '']","['590', '']","['0', '']","['304', '']"
5447,r108,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,107,"['8,783', '']","['32', '']","['312', '']","['114', '']","['0', '']","['0', '']","['476', '']","['855', '']","['0', '']","['0', '']","['6,994', '']"
5447,r109,All institutions -> U. Maine,All institutions,U. Maine,2,108,"['8,741', '']","['35', '']","['4,673', '']","['1,520', '']","['0', '']","['0', '']","['0', '']","['3', '']","['0', '']","['2,166', '']","['344', '']"
5447,r110,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,109,"['8,662', '']","['140', '']","['463', '']","['826', '']","['0', '']","['25', '']","['755', '']","['26', '']","['848', '']","['4,892', '']","['687', '']"
5447,r111,"All institutions -> U. North Carolina, Greensboro",All institutions,"U. North Carolina, Greensboro",2,110,"['8,451', '']","['100', '']","['0', '']","['34', '']","['0', '']","['0', '']","['622', '']","['0', '']","['0', '']","['0', '']","['7,695', '']"
5447,r112,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,111,"['8,450', '']","['40', '']","['1,974', '']","['941', '']","['0', '']","['0', '']","['509', '']","['1,006', '']","['0', '']","['1,491', '']","['2,489', '']"
