table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_nasa_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
5444,r052,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,51,"['5,053', '']","['0', '']","['2,502', '']","['320', '']","['0', '']","['1,277', '']","['0', '']","['0', '']","['0', '']","['954', '']","['0', '']"
5444,r053,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,52,"['4,951', '']","['0', '']","['248', '']","['319', '']","['0', '']","['264', '']","['0', '']","['333', '']","['0', '']","['3,767', '']","['20', '']"
5444,r054,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,53,"['4,757', '']","['0', '']","['211', '']","['697', '']","['0', '']","['3,192', '']","['0', '']","['90', '']","['5', '']","['562', '']","['0', '']"
5444,r055,"All institutions -> U. Tennessee, Knoxville<sup>c</sup>",All institutions,"U. Tennessee, Knoxville<sup>c</sup>",2,54,"['4,731', '']","['105', '']","['1,463', '']","['223', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,940', '']","['0', '']"
5444,r056,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,55,"['4,580', '']","['558', '']","['607', '']","['251', '']","['0', '']","['1,552', '']","['0', '']","['0', '']","['0', '']","['1,612', '']","['0', '']"
5444,r057,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,56,"['4,579', '']","['0', '']","['202', '']","['1,057', '']","['0', '']","['1,025', '']","['0', '']","['0', '']","['0', '']","['2,295', '']","['0', '']"
5444,r058,All institutions -> Hampton U.,All institutions,Hampton U.,2,57,"['4,577', '']","['0', '']","['2,365', '']","['0', '']","['0', '']","['2,212', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5444,r059,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,58,"['4,496', '']","['0', '']","['1,534', '']","['1', '']","['0', '']","['66', '']","['0', '']","['0', '']","['0', '']","['2,895', '']","['0', '']"
5444,r060,All institutions -> U. Toledo,All institutions,U. Toledo,2,59,"['4,363', '']","['0', '']","['1,280', '']","['0', '']","['0', '']","['592', '']","['0', '']","['0', '']","['0', '']","['2,491', '']","['0', '']"
5444,r061,All institutions -> U. Delaware,All institutions,U. Delaware,2,60,"['4,276', '']","['0', '']","['333', '']","['85', '']","['0', '']","['2,551', '']","['0', '']","['0', '']","['0', '']","['1,307', '']","['0', '']"
5444,r062,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,61,"['4,170', '']","['0', '']","['434', '']","['138', '']","['0', '']","['1,540', '']","['0', '']","['0', '']","['0', '']","['2,058', '']","['0', '']"
5444,r063,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,62,"['4,049', '']","['0', '']","['329', '']","['0', '']","['0', '']","['748', '']","['0', '']","['0', '']","['0', '']","['2,972', '']","['0', '']"
5444,r064,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,63,"['4,020', '']","['64', '']","['72', '']","['0', '']","['1', '']","['706', '']","['0', '']","['0', '']","['0', '']","['3,177', '']","['0', '']"
5444,r065,All institutions -> Texas State U.,All institutions,Texas State U.,2,64,"['4,011', '']","['0', '']","['295', '']","['114', '']","['0', '']","['240', '']","['0', '']","['0', '']","['0', '']","['269', '']","['3,093', '']"
5444,r066,All institutions -> Yale U.,All institutions,Yale U.,2,65,"['3,984', '']","['0', '']","['939', '']","['1,215', '']","['154', '']","['1,135', '']","['0', '']","['0', '']","['0', '']","['541', '']","['0', '']"
5444,r067,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,66,"['3,957', '']","['0', '']","['211', '']","['2,328', '']","['31', '']","['1,094', '']","['0', '']","['0', '']","['0', '']","['293', '']","['0', '']"
5444,r068,All institutions -> Florida State U.,All institutions,Florida State U.,2,67,"['3,919', '']","['0', '']","['1,774', '']","['238', '']","['72', '']","['682', '']","['0', '']","['15', '']","['0', '']","['1,138', '']","['0', '']"
5444,r069,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,68,"['3,865', '']","['0', '']","['414', '']","['816', '']","['23', '']","['512', '']","['41', '']","['1,514', '']","['0', '']","['545', '']","['0', '']"
5444,r070,All institutions -> U. Houston,All institutions,U. Houston,2,69,"['3,765', '']","['155', '']","['759', '']","['318', '']","['0', '']","['561', '']","['14', '']","['0', '']","['0', '']","['1,958', '']","['0', '']"
5444,r071,All institutions -> U. Utah,All institutions,U. Utah,2,70,"['3,718', '']","['326', '']","['1,555', '']","['317', '']","['0', '']","['451', '']","['0', '']","['497', '']","['0', '']","['572', '']","['0', '']"
5444,r072,All institutions -> Morgan State U.,All institutions,Morgan State U.,2,71,"['3,707', '']","['13', '']","['3,303', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['389', '']","['2', '']"
5444,r073,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,72,"['3,690', '']","['0', '']","['1,744', '']","['496', '']","['0', '']","['475', '']","['0', '']","['0', '']","['0', '']","['975', '']","['0', '']"
5444,r074,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,73,"['3,689', '']","['0', '']","['0', '']","['2,511', '']","['0', '']","['0', '']","['0', '']","['1,165', '']","['0', '']","['0', '']","['13', '']"
5444,r075,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,74,"['3,669', '']","['0', '']","['1,035', '']","['566', '']","['0', '']","['2,023', '']","['0', '']","['0', '']","['45', '']","['0', '']","['0', '']"
5444,r076,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,75,"['3,619', '']","['0', '']","['108', '']","['279', '']","['24', '']","['366', '']","['0', '']","['0', '']","['0', '']","['2,842', '']","['0', '']"
5444,r077,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,76,"['3,551', '']","['50', '']","['577', '']","['226', '']","['0', '']","['1,767', '']","['0', '']","['43', '']","['0', '']","['888', '']","['0', '']"
5444,r078,All institutions -> Brown U.,All institutions,Brown U.,2,77,"['3,539', '']","['38', '']","['993', '']","['0', '']","['0', '']","['2,508', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5444,r079,All institutions -> U. Miami,All institutions,U. Miami,2,78,"['3,537', '']","['0', '']","['2,839', '']","['93', '']","['0', '']","['229', '']","['342', '']","['0', '']","['0', '']","['34', '']","['0', '']"
5444,r080,All institutions -> Rice U.,All institutions,Rice U.,2,79,"['3,525', '']","['127', '']","['775', '']","['55', '']","['0', '']","['1,548', '']","['178', '']","['0', '']","['0', '']","['842', '']","['0', '']"
5444,r081,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,80,"['3,457', '']","['0', '']","['361', '']","['204', '']","['0', '']","['1,655', '']","['0', '']","['0', '']","['0', '']","['859', '']","['378', '']"
5444,r082,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,81,"['3,449', '']","['0', '']","['1,149', '']","['0', '']","['0', '']","['2,178', '']","['0', '']","['0', '']","['0', '']","['122', '']","['0', '']"
5444,r083,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,82,"['3,347', '']","['359', '']","['472', '']","['186', '']","['0', '']","['1,059', '']","['0', '']","['0', '']","['0', '']","['1,271', '']","['0', '']"
5444,r084,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,83,"['3,302', '']","['0', '']","['0', '']","['0', '']","['58', '']","['3,197', '']","['0', '']","['0', '']","['0', '']","['47', '']","['0', '']"
5444,r085,All institutions -> American U.,All institutions,American U.,2,84,"['3,211', '']","['0', '']","['75', '']","['0', '']","['0', '']","['3,136', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5444,r086,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,85,"['3,094', '']","['765', '']","['0', '']","['0', '']","['0', '']","['371', '']","['74', '']","['0', '']","['0', '']","['1,884', '']","['0', '']"
5444,r087,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,86,"['3,057', '']","['0', '']","['1,839', '']","['0', '']","['0', '']","['1,197', '']","['0', '']","['0', '']","['0', '']","['21', '']","['0', '']"
5444,r088,"All institutions -> U. South Florida, Tampa",All institutions,"U. South Florida, Tampa",2,87,"['2,984', '']","['0', '']","['2,849', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['131', '']","['0', '']"
5444,r089,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,88,"['2,939', '']","['0', '']","['650', '']","['509', '']","['0', '']","['214', '']","['0', '']","['0', '']","['0', '']","['1,566', '']","['0', '']"
5444,r090,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,89,"['2,911', '']","['2', '']","['1,881', '']","['586', '']","['0', '']","['195', '']","['0', '']","['0', '']","['4', '']","['230', '']","['13', '']"
5444,r091,All institutions -> U. Southern California,All institutions,U. Southern California,2,90,"['2,874', '']","['211', '']","['387', '']","['287', '']","['69', '']","['696', '']","['0', '']","['0', '']","['0', '']","['1,224', '']","['0', '']"
5444,r092,All institutions -> Duke U.,All institutions,Duke U.,2,91,"['2,872', '']","['0', '']","['336', '']","['1,869', '']","['0', '']","['200', '']","['0', '']","['0', '']","['0', '']","['467', '']","['0', '']"
5444,r093,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,92,"['2,808', '']","['468', '']","['300', '']","['130', '']","['0', '']","['0', '']","['0', '']","['0', '']","['195', '']","['1,715', '']","['0', '']"
5444,r094,All institutions -> U. Idaho,All institutions,U. Idaho,2,93,"['2,700', '']","['0', '']","['218', '']","['450', '']","['0', '']","['557', '']","['0', '']","['316', '']","['0', '']","['1,159', '']","['0', '']"
5444,r095,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,94,"['2,624', '']","['55', '']","['1,204', '']","['0', '']","['0', '']","['179', '']","['0', '']","['0', '']","['0', '']","['1,186', '']","['0', '']"
5444,r096,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,95,"['2,623', '']","['36', '']","['1,099', '']","['200', '']","['0', '']","['217', '']","['0', '']","['0', '']","['0', '']","['1,071', '']","['0', '']"
5444,r097,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,96,"['2,566', '']","['52', '']","['456', '']","['1,956', '']","['0', '']","['102', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5444,r098,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,97,"['2,522', '']","['2', '']","['1,496', '']","['75', '']","['0', '']","['624', '']","['0', '']","['172', '']","['0', '']","['153', '']","['0', '']"
5444,r099,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,98,"['2,488', '']","['88', '']","['191', '']","['0', '']","['505', '']","['335', '']","['0', '']","['0', '']","['0', '']","['1,369', '']","['0', '']"
5444,r100,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,99,"['2,364', '']","['0', '']","['0', '']","['17', '']","['255', '']","['2,077', '']","['0', '']","['0', '']","['0', '']","['0', '']","['15', '']"
5444,r101,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,100,"['2,185', '']","['0', '']","['284', '']","['87', '']","['0', '']","['450', '']","['0', '']","['0', '']","['0', '']","['1,364', '']","['0', '']"
5444,r102,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,101,"['2,160', '']","['260', '']","['631', '']","['59', '']","['0', '']","['191', '']","['0', '']","['0', '']","['0', '']","['964', '']","['55', '']"
5444,r103,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,102,"['2,117', '']","['0', '']","['432', '']","['340', '']","['0', '']","['354', '']","['0', '']","['0', '']","['0', '']","['991', '']","['0', '']"
5444,r104,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,103,"['2,102', '']","['0', '']","['1,251', '']","['0', '']","['0', '']","['362', '']","['0', '']","['0', '']","['0', '']","['489', '']","['0', '']"
5444,r105,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,104,"['2,095', '']","['0', '']","['1,015', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,080', '']","['0', '']"
5444,r106,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,105,"['2,090', '']","['0', '']","['0', '']","['2,090', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5444,r107,All institutions -> Loma Linda U.,All institutions,Loma Linda U.,2,106,"['1,975', 'i']","['0', 'i']","['0', 'i']","['1,975', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
5444,r108,All institutions -> Texas A&M U.-Corpus Christi,All institutions,Texas A&M U.-Corpus Christi,2,107,"['1,878', '']","['0', '']","['477', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,401', '']","['0', '']"
5444,r109,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,108,"['1,873', '']","['0', '']","['7', '']","['135', '']","['0', '']","['21', '']","['0', '']","['0', '']","['0', '']","['1,692', '']","['18', '']"
5444,r110,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,109,"['1,864', '']","['0', '']","['1,019', '']","['48', '']","['0', '']","['13', '']","['0', '']","['0', '']","['0', '']","['784', '']","['0', '']"
5444,r111,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,110,"['1,856', '']","['0', '']","['171', '']","['0', '']","['0', '']","['1,650', '']","['0', '']","['0', '']","['0', '']","['35', '']","['0', '']"
5444,r112,All institutions -> U. Kansas,All institutions,U. Kansas,2,111,"['1,838', '']","['0', '']","['160', '']","['183', '']","['0', '']","['444', '']","['0', '']","['0', '']","['0', '']","['1,051', '']","['0', '']"
5444,r113,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,112,"['1,795', '']","['0', '']","['0', '']","['10', '']","['0', '']","['123', '']","['0', '']","['0', '']","['0', '']","['1,662', '']","['0', '']"
5444,r114,"All institutions -> California State U., Monterey Bay",All institutions,"California State U., Monterey Bay",2,113,"['1,769', '']","['0', '']","['110', '']","['1,659', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5444,r115,All institutions -> U. Rochester,All institutions,U. Rochester,2,114,"['1,729', '']","['0', '']","['370', '']","['246', '']","['0', '']","['871', '']","['0', '']","['0', '']","['0', '']","['242', '']","['0', '']"
