table_id,row_id,characteristic_full_path,characteristic_level_1,characteristic_level_2,characteristic_level_3,characteristic_level_4,characteristic_level_5,characteristic_level_6,characteristic_hierarchy_depth,field_all_other_fieldsa,field_business_management_and_administration,field_communication,field_non_s_e_fields_nec
1016,r011,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Academe,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Academe,,,4,80.3,83.3,88.8,67.1
1016,r012,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Government,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Government,,,4,5.1,,,12.2
1016,r013,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Industry or business<sup>h</sup>,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Industry or business<sup>h</sup>,,,4,9.8,10.5,6.7,10.4
1016,r014,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Nonprofit organization,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Nonprofit organization,,,4,3.7,,,7.8
1016,r015,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Other or unknown<sup>i</sup>,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Other or unknown<sup>i</sup>,,,4,1.1,0.7,0.3,2.5
1016,r016,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup>,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,,,4,,,,
1016,r017,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup> -> R&D,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,R&D,,5,34.4,43.0,19.1,25.9
1016,r018,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup> -> Teaching,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,Teaching,,5,48.0,43.4,71.0,42.2
1016,r019,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup> -> Management or administration,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,Management or administration,,5,9.9,7.8,7.3,16.7
1016,r020,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup> -> Professional services,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,Professional services,,5,5.7,4.1,2.0,11.8
1016,r021,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup> -> Other,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,Other,,5,1.9,1.8,0.7,3.3
1016,r022,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup>,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,,,4,,,,
1016,r023,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> R&D,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,R&D,,5,42.6,40.9,55.1,37.7
1016,r024,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> Teaching,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,Teaching,,5,33.1,41.9,15.2,25.9
1016,r025,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> Management or administration,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,Management or administration,,5,5.4,2.8,9.6,8.3
1016,r026,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> Professional services,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,Professional services,,5,2.9,2.5,2.0,4.5
1016,r027,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> Other,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,Other,,5,1.1,0.8,1.3,1.4
1016,r028,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> No secondary activity,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,No secondary activity,,5,14.9,11.1,16.8,22.2
1016,r029,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Activity unknown,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Activity unknown,,,4,3.2,3.7,2.9,2.3
1016,r030,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup>,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,,,,3,,,,
1016,r031,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup>,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,,,4,87.9,85.6,92.5,89.3
1016,r032,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> New England,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,New England,,5,5.5,5.7,4.7,5.6
1016,r033,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> Middle Atlantic,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,Middle Atlantic,,5,14.6,14.3,15.9,14.3
1016,r034,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> East North Central,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,East North Central,,5,13.6,13.5,13.9,13.6
1016,r035,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> West North Central,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,West North Central,,5,4.8,4.8,5.8,4.3
1016,r036,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> South Atlantic,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,South Atlantic,,5,16.7,15.4,12.5,22.1
1016,r037,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> East South Central,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,East South Central,,5,5.4,4.8,5.3,6.8
1016,r038,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> West South Central,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,West South Central,,5,9.5,10.4,9.2,8.1
1016,r039,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> Mountain,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,Mountain,,5,5.0,4.8,6.4,4.5
1016,r040,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> Pacific and insular,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,Pacific and insular,,5,11.9,11.0,18.7,9.1
1016,r041,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> Not in United States,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,Not in United States,,,4,12.0,14.3,7.5,10.7
1016,r042,All doctorate recipients (number)<sup>b</sup> -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> Location unknown,All doctorate recipients (number)<sup>b</sup>,Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,Location unknown,,,4,0.1,0.1,0.0,0.0
1016,r043,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number),All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),,,,,2,1399,846,198,355
1016,r044,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup>,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,,,,3,,,,
1016,r045,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite postgraduation study,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite postgraduation study,,,4,71,28,16,27
1016,r046,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment,,,4,857,589,106,162
1016,r047,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Seeking employment or study,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Seeking employment or study,,,4,254,112,49,93
1016,r048,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Other<sup>d</sup>,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Other<sup>d</sup>,,,4,30,21,3,6
1016,r049,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite postgraduation study (%)<sup>e</sup>,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite postgraduation study (%)<sup>e</sup>,,,4,,,,
1016,r050,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite postgraduation study (%)<sup>e</sup> -> Postdoc fellowship or research associateship,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite postgraduation study (%)<sup>e</sup>,Postdoc fellowship or research associateship,,5,88.7,85.7,93.8,88.9
1016,r051,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite postgraduation study (%)<sup>e</sup> -> Other or unknown<sup>f</sup>,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite postgraduation study (%)<sup>e</sup>,Other or unknown<sup>f</sup>,,5,11.3,14.3,6.3,11.1
1016,r052,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup>,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,,,4,,,,
1016,r053,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Academe,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Academe,,5,79.0,82.3,86.8,61.7
1016,r054,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Government,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Government,,5,5.8,,,17.3
1016,r055,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Industry or business<sup>h</sup>,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Industry or business<sup>h</sup>,,5,11.3,,,12.3
1016,r056,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Nonprofit organization,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Nonprofit organization,,5,2.8,,,5.6
1016,r057,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Other or unknown<sup>i</sup>,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Other or unknown<sup>i</sup>,,5,1.1,0.7,0.0,3.1
1016,r058,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup>,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,,5,,,,
1016,r059,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup> -> R&D,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,R&D,6,37.8,45.8,19.4,21.1
1016,r060,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup> -> Teaching,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,Teaching,6,45.2,41.1,68.0,45.3
1016,r061,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup> -> Management or administration,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,Management or administration,6,10.6,,,21.1
1016,r062,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup> -> Professional services,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,Professional services,6,5.2,,,9.9
1016,r063,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Primary activity<sup>j</sup> -> Other,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Primary activity<sup>j</sup>,Other,6,1.3,1.2,0.0,2.5
1016,r064,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup>,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,,5,,,,
1016,r065,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> R&D,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,R&D,6,41.2,39.1,53.4,41.0
1016,r066,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> Teaching,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,Teaching,6,36.8,44.6,17.5,21.7
1016,r067,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> Management or administration,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,Management or administration,6,5.5,3.2,12.6,9.3
1016,r068,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> Professional services,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,Professional services,6,2.2,,,4.3
1016,r069,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> Other,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,Other,6,0.7,,,0.0
1016,r070,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Secondary activity<sup>k</sup> -> No secondary activity,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Secondary activity<sup>k</sup>,No secondary activity,6,13.5,10.5,14.6,23.6
1016,r071,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Definite employment (%)<sup>g</sup> -> Activity unknown,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Definite employment (%)<sup>g</sup>,Activity unknown,,5,2.7,3.2,2.8,0.6
1016,r072,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup>,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,,,4,,,,
1016,r073,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup>,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,,5,85.6,84.0,92.6,86.2
1016,r074,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> New England,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,New England,6,6.1,6.3,,
1016,r075,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> Middle Atlantic,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,Middle Atlantic,6,14.0,12.6,15.6,17.5
1016,r076,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> East North Central,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,East North Central,6,12.7,13.5,14.8,9.0
1016,r077,All doctorate recipients (number)<sup>b</sup> -> Male doctorate recipients (number) -> Postgraduation status (number)<sup>c</sup> -> Postgraduation location (%)<sup>l</sup> -> United States<sup>m</sup> -> West North Central,All doctorate recipients (number)<sup>b</sup>,Male doctorate recipients (number),Postgraduation status (number)<sup>c</sup>,Postgraduation location (%)<sup>l</sup>,United States<sup>m</sup>,West North Central,6,4.7,5.2,4.1,3.7
