table_id,row_id,time_period,gdp_level_1,gdp_level_2,gdp_level_3,gdp_hierarchy_depth,value
3628,r126,1962,R&D/GDP (%),"R&D, by performer",Higher education,3,0.16
3628,r127,1962,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
3628,r128,1962,R&D/GDP (%),"R&D, by source of funding",Business,3,0.85
3628,r129,1962,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.68
3628,r130,1962,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.06
3628,r131,1963,GDP,Current $billions,,2,637.5
3628,r132,1963,GDP,Constant 2012 $billions,,2,3702.9
3628,r133,1963,GDP,Deflatora (2012 = 1.00000),,2,0.17216
3628,r134,1963,Total R&D,Current $billions,,2,17.5
3628,r135,1963,Total R&D,Constant 2012 $billions,,2,101.8
3628,r136,1963,R&D/GDP (%),Total,,2,2.75
3628,r137,1963,R&D/GDP (%),"R&D, by performer",Business,3,1.92
3628,r138,1963,R&D/GDP (%),"R&D, by performer",Federalb,3,0.58
3628,r139,1963,R&D/GDP (%),"R&D, by performer",Higher education,3,0.18
3628,r140,1963,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
3628,r141,1963,R&D/GDP (%),"R&D, by source of funding",Business,3,0.86
3628,r142,1963,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.83
3628,r143,1963,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.07
3628,r144,1964,GDP,Current $billions,,2,684.5
3628,r145,1964,GDP,Constant 2012 $billions,,2,3916.3
3628,r146,1964,GDP,Deflatora (2012 = 1.00000),,2,0.17478
3628,r147,1964,Total R&D,Current $billions,,2,19.1
3628,r148,1964,Total R&D,Constant 2012 $billions,,2,109.3
3628,r149,1964,R&D/GDP (%),Total,,2,2.79
3628,r150,1964,R&D/GDP (%),"R&D, by performer",Business,3,1.91
3628,r151,1964,R&D/GDP (%),"R&D, by performer",Federalb,3,0.62
3628,r152,1964,R&D/GDP (%),"R&D, by performer",Higher education,3,0.2
3628,r153,1964,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
3628,r154,1964,R&D/GDP (%),"R&D, by source of funding",Business,3,0.86
3628,r155,1964,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.86
3628,r156,1964,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.07
3628,r157,1965,GDP,Current $billions,,2,742.3
3628,r158,1965,GDP,Constant 2012 $billions,,2,4170.8
3628,r159,1965,GDP,Deflatora (2012 = 1.00000),,2,0.17798
3628,r160,1965,Total R&D,Current $billions,,2,20.3
3628,r161,1965,Total R&D,Constant 2012 $billions,,2,113.8
3628,r162,1965,R&D/GDP (%),Total,,2,2.73
3628,r163,1965,R&D/GDP (%),"R&D, by performer",Business,3,1.86
3628,r164,1965,R&D/GDP (%),"R&D, by performer",Federalb,3,0.59
3628,r165,1965,R&D/GDP (%),"R&D, by performer",Higher education,3,0.21
3628,r166,1965,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
3628,r167,1965,R&D/GDP (%),"R&D, by source of funding",Business,3,0.88
3628,r168,1965,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.78
3628,r169,1965,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.07
3628,r170,1966,GDP,Current $billions,,2,813.4
3628,r171,1966,GDP,Constant 2012 $billions,,2,4445.9
3628,r172,1966,GDP,Deflatora (2012 = 1.00000),,2,0.18296
3628,r173,1966,Total R&D,Current $billions,,2,22.1
3628,r174,1966,Total R&D,Constant 2012 $billions,,2,120.6
3628,r175,1966,R&D/GDP (%),Total,,2,2.71
3628,r176,1966,R&D/GDP (%),"R&D, by performer",Business,3,1.87
3628,r177,1966,R&D/GDP (%),"R&D, by performer",Federalb,3,0.56
3628,r178,1966,R&D/GDP (%),"R&D, by performer",Higher education,3,0.22
3628,r179,1966,R&D/GDP (%),"R&D, by performer",Otherc,3,0.07
3628,r180,1966,R&D/GDP (%),"R&D, by source of funding",Business,3,0.9
3628,r181,1966,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.74
3628,r182,1966,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.07
3628,r183,1967,GDP,Current $billions,,2,860.0
3628,r184,1967,GDP,Constant 2012 $billions,,2,4567.8
3628,r185,1967,GDP,Deflatora (2012 = 1.00000),,2,0.18827
3628,r186,1967,Total R&D,Current $billions,,2,23.3
3628,r187,1967,Total R&D,Constant 2012 $billions,,2,124.0
3628,r188,1967,R&D/GDP (%),Total,,2,2.71
3628,r189,1967,R&D/GDP (%),"R&D, by performer",Business,3,1.86
3628,r190,1967,R&D/GDP (%),"R&D, by performer",Federalb,3,0.56
3628,r191,1967,R&D/GDP (%),"R&D, by performer",Higher education,3,0.24
3628,r192,1967,R&D/GDP (%),"R&D, by performer",Otherc,3,0.07
3628,r193,1967,R&D/GDP (%),"R&D, by source of funding",Business,3,0.95
3628,r194,1967,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.69
3628,r195,1967,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.07
3628,r196,1968,GDP,Current $billions,,2,940.7
3628,r197,1968,GDP,Constant 2012 $billions,,2,4792.3
3628,r198,1968,GDP,Deflatora (2012 = 1.00000),,2,0.19629
3628,r199,1968,Total R&D,Current $billions,,2,24.7
3628,r200,1968,Total R&D,Constant 2012 $billions,,2,125.7
3628,r201,1968,R&D/GDP (%),Total,,2,2.62
3628,r202,1968,R&D/GDP (%),"R&D, by performer",Business,3,1.81
3628,r203,1968,R&D/GDP (%),"R&D, by performer",Federalb,3,0.52
3628,r204,1968,R&D/GDP (%),"R&D, by performer",Higher education,3,0.23
3628,r205,1968,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
3628,r206,1968,R&D/GDP (%),"R&D, by source of funding",Business,3,0.96
3628,r207,1968,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.59
3628,r208,1968,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.07
3628,r209,1969,GDP,Current $billions,,2,1017.6
3628,r210,1969,GDP,Constant 2012 $billions,,2,4942.1
3628,r211,1969,GDP,Deflatora (2012 = 1.00000),,2,0.2059
3628,r212,1969,Total R&D,Current $billions,,2,26.0
3628,r213,1969,Total R&D,Constant 2012 $billions,,2,126.3
3628,r214,1969,R&D/GDP (%),Total,,2,2.55
3628,r215,1969,R&D/GDP (%),"R&D, by performer",Business,3,1.75
3628,r216,1969,R&D/GDP (%),"R&D, by performer",Federalb,3,0.51
3628,r217,1969,R&D/GDP (%),"R&D, by performer",Higher education,3,0.22
3628,r218,1969,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
3628,r219,1969,R&D/GDP (%),"R&D, by source of funding",Business,3,0.98
3628,r220,1969,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.5
3628,r221,1969,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.07
3628,r222,1970,GDP,Current $billions,,2,1073.3
3628,r223,1970,GDP,Constant 2012 $billions,,2,4951.3
3628,r224,1970,GDP,Deflatora (2012 = 1.00000),,2,0.21677
3628,r225,1970,Total R&D,Current $billions,,2,26.3
3628,r226,1970,Total R&D,Constant 2012 $billions,,2,121.2
3628,r227,1970,R&D/GDP (%),Total,,2,2.45
3628,r228,1970,R&D/GDP (%),"R&D, by performer",Business,3,1.64
3628,r229,1970,R&D/GDP (%),"R&D, by performer",Federalb,3,0.52
3628,r230,1970,R&D/GDP (%),"R&D, by performer",Higher education,3,0.23
3628,r231,1970,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
3628,r232,1970,R&D/GDP (%),"R&D, by source of funding",Business,3,0.97
3628,r233,1970,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.4
3628,r234,1970,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.08
3628,r235,1971,GDP,Current $billions,,2,1164.9
3628,r236,1971,GDP,Constant 2012 $billions,,2,5114.3
3628,r237,1971,GDP,Deflatora (2012 = 1.00000),,2,0.22777
3628,r238,1971,Total R&D,Current $billions,,2,27.0
3628,r239,1971,Total R&D,Constant 2012 $billions,,2,118.3
3628,r240,1971,R&D/GDP (%),Total,,2,2.31
3628,r241,1971,R&D/GDP (%),"R&D, by performer",Business,3,1.53
3628,r242,1971,R&D/GDP (%),"R&D, by performer",Federalb,3,0.5
3628,r243,1971,R&D/GDP (%),"R&D, by performer",Higher education,3,0.22
3628,r244,1971,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
3628,r245,1971,R&D/GDP (%),"R&D, by source of funding",Business,3,0.93
3628,r246,1971,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.31
3628,r247,1971,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.08
3628,r248,1972,GDP,Current $billions,,2,1279.1
3628,r249,1972,GDP,Constant 2012 $billions,,2,5383.3
3628,r250,1972,GDP,Deflatora (2012 = 1.00000),,2,0.23761
3628,r251,1972,Total R&D,Current $billions,,2,28.7
3628,r252,1972,Total R&D,Constant 2012 $billions,,2,121.0
3628,r253,1972,R&D/GDP (%),Total,,2,2.25
3628,r254,1972,R&D/GDP (%),"R&D, by performer",Business,3,1.49
3628,r255,1972,R&D/GDP (%),"R&D, by performer",Federalb,3,0.49
3628,r256,1972,R&D/GDP (%),"R&D, by performer",Higher education,3,0.22
3628,r257,1972,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
3628,r258,1972,R&D/GDP (%),"R&D, by source of funding",Business,3,0.92
3628,r259,1972,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.25
3628,r260,1972,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.08
3628,r261,1973,GDP,Current $billions,,2,1425.4
3628,r262,1973,GDP,Constant 2012 $billions,,2,5687.2
3628,r263,1973,GDP,Deflatora (2012 = 1.00000),,2,0.25063
3628,r264,1973,Total R&D,Current $billions,,2,31.0
3628,r265,1973,Total R&D,Constant 2012 $billions,,2,123.5
3628,r266,1973,R&D/GDP (%),Total,,2,2.17
3628,r267,1973,R&D/GDP (%),"R&D, by performer",Business,3,1.45
3628,r268,1973,R&D/GDP (%),"R&D, by performer",Federalb,3,0.45
3628,r269,1973,R&D/GDP (%),"R&D, by performer",Higher education,3,0.21
3628,r270,1973,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
3628,r271,1973,R&D/GDP (%),"R&D, by source of funding",Business,3,0.93
3628,r272,1973,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.16
3628,r273,1973,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.07
3628,r274,1974,GDP,Current $billions,,2,1545.2
3628,r275,1974,GDP,Constant 2012 $billions,,2,5656.5
3628,r276,1974,GDP,Deflatora (2012 = 1.00000),,2,0.27317
3628,r277,1974,Total R&D,Current $billions,,2,33.4
3628,r278,1974,Total R&D,Constant 2012 $billions,,2,122.1
3628,r279,1974,R&D/GDP (%),Total,,2,2.16
3628,r280,1974,R&D/GDP (%),"R&D, by performer",Business,3,1.44
3628,r281,1974,R&D/GDP (%),"R&D, by performer",Federalb,3,0.45
3628,r282,1974,R&D/GDP (%),"R&D, by performer",Higher education,3,0.21
3628,r283,1974,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
3628,r284,1974,R&D/GDP (%),"R&D, by source of funding",Business,3,0.96
3628,r285,1974,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.12
3628,r286,1974,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.08
3628,r287,1975,GDP,Current $billions,,2,1684.9
3628,r288,1975,GDP,Constant 2012 $billions,,2,5644.8
3628,r289,1975,GDP,Deflatora (2012 = 1.00000),,2,0.29849
3628,r290,1975,Total R&D,Current $billions,,2,35.7
3628,r291,1975,Total R&D,Constant 2012 $billions,,2,119.5
3628,r292,1975,R&D/GDP (%),Total,,2,2.12
3628,r293,1975,R&D/GDP (%),"R&D, by performer",Business,3,1.39
3628,r294,1975,R&D/GDP (%),"R&D, by performer",Federalb,3,0.45
3628,r295,1975,R&D/GDP (%),"R&D, by performer",Higher education,3,0.21
3628,r296,1975,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
3628,r297,1975,R&D/GDP (%),"R&D, by source of funding",Business,3,0.94
3628,r298,1975,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.1
3628,r299,1975,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.08
3628,r300,1976,GDP,Current $billions,,2,1873.4
3628,r301,1976,GDP,Constant 2012 $billions,,2,5949.0
3628,r302,1976,GDP,Deflatora (2012 = 1.00000),,2,0.31491
3628,r303,1976,Total R&D,Current $billions,,2,39.4
3628,r304,1976,Total R&D,Constant 2012 $billions,,2,125.2
3628,r305,1976,R&D/GDP (%),Total,,2,2.1
3628,r306,1976,R&D/GDP (%),"R&D, by performer",Business,3,1.39
3628,r307,1976,R&D/GDP (%),"R&D, by performer",Federalb,3,0.44
3628,r308,1976,R&D/GDP (%),"R&D, by performer",Higher education,3,0.21
3628,r309,1976,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
3628,r310,1976,R&D/GDP (%),"R&D, by source of funding",Business,3,0.94
3628,r311,1976,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.08
3628,r312,1976,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.08
3628,r313,1977,GDP,Current $billions,,2,2081.8
3628,r314,1977,GDP,Constant 2012 $billions,,2,6224.1
3628,r315,1977,GDP,Deflatora (2012 = 1.00000),,2,0.33447
3628,r316,1977,Total R&D,Current $billions,,2,43.3
3628,r317,1977,Total R&D,Constant 2012 $billions,,2,129.6
3628,r318,1977,R&D/GDP (%),Total,,2,2.08
3628,r319,1977,R&D/GDP (%),"R&D, by performer",Business,3,1.39
3628,r320,1977,R&D/GDP (%),"R&D, by performer",Federalb,3,0.43
3628,r321,1977,R&D/GDP (%),"R&D, by performer",Higher education,3,0.21
3628,r322,1977,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
3628,r323,1977,R&D/GDP (%),"R&D, by source of funding",Business,3,0.94
3628,r324,1977,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.06
3628,r325,1977,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.08
3628,r326,1978,GDP,Current $billions,,2,2351.6
3628,r327,1978,GDP,Constant 2012 $billions,,2,6568.6
3628,r328,1978,GDP,Deflatora (2012 = 1.00000),,2,0.35801
3628,r329,1978,Total R&D,Current $billions,,2,48.7
3628,r330,1978,Total R&D,Constant 2012 $billions,,2,136.1
3628,r331,1978,R&D/GDP (%),Total,,2,2.07
3628,r332,1978,R&D/GDP (%),"R&D, by performer",Business,3,1.37
3628,r333,1978,R&D/GDP (%),"R&D, by performer",Federalb,3,0.43
3628,r334,1978,R&D/GDP (%),"R&D, by performer",Higher education,3,0.21
3628,r335,1978,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
3628,r336,1978,R&D/GDP (%),"R&D, by source of funding",Business,3,0.95
3628,r337,1978,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.04
3628,r338,1978,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.08
3628,r339,1979,GDP,Current $billions,,2,2627.3
3628,r340,1979,GDP,Constant 2012 $billions,,2,6776.6
3628,r341,1979,GDP,Deflatora (2012 = 1.00000),,2,0.3877
3628,r342,1979,Total R&D,Current $billions,,2,55.4
3628,r343,1979,Total R&D,Constant 2012 $billions,,2,142.8
3628,r344,1979,R&D/GDP (%),Total,,2,2.11
3628,r345,1979,R&D/GDP (%),"R&D, by performer",Business,3,1.41
3628,r346,1979,R&D/GDP (%),"R&D, by performer",Federalb,3,0.42
3628,r347,1979,R&D/GDP (%),"R&D, by performer",Higher education,3,0.22
3628,r348,1979,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
3628,r349,1979,R&D/GDP (%),"R&D, by source of funding",Business,3,0.99
3628,r350,1979,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.04
3628,r351,1979,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.08
3628,r352,1980,GDP,Current $billions,,2,2857.3
3628,r353,1980,GDP,Constant 2012 $billions,,2,6759.2
3628,r354,1980,GDP,Deflatora (2012 = 1.00000),,2,0.42273
3628,r355,1980,Total R&D,Current $billions,,2,63.2
3628,r356,1980,Total R&D,Constant 2012 $billions,,2,149.6
3628,r357,1980,R&D/GDP (%),Total,,2,2.21
3628,r358,1980,R&D/GDP (%),"R&D, by performer",Business,3,1.51
3628,r359,1980,R&D/GDP (%),"R&D, by performer",Federalb,3,0.42
3628,r360,1980,R&D/GDP (%),"R&D, by performer",Higher education,3,0.23
3628,r361,1980,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
3628,r362,1980,R&D/GDP (%),"R&D, by source of funding",Business,3,1.08
3628,r363,1980,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.05
3628,r364,1980,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.08
3628,r365,1981,GDP,Current $billions,,2,3207.0
3628,r366,1981,GDP,Constant 2012 $billions,,2,6930.7
3628,r367,1981,GDP,Deflatora (2012 = 1.00000),,2,0.46272
3628,r368,1981,Total R&D,Current $billions,,2,72.3
3628,r369,1981,Total R&D,Constant 2012 $billions,,2,156.2
3628,r370,1981,R&D/GDP (%),Total,,2,2.25
3628,r371,1981,R&D/GDP (%),"R&D, by performer",Business,3,1.57
3628,r372,1981,R&D/GDP (%),"R&D, by performer",Federalb,3,0.41
3628,r373,1981,R&D/GDP (%),"R&D, by performer",Higher education,3,0.22
3628,r374,1981,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
3628,r375,1981,R&D/GDP (%),"R&D, by source of funding",Business,3,1.12
3628,r376,1981,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.05
3628,r377,1981,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.08
3628,r378,1982,GDP,Current $billions,,2,3343.8
3628,r379,1982,GDP,Constant 2012 $billions,,2,6805.8
3628,r380,1982,GDP,Deflatora (2012 = 1.00000),,2,0.49132
3628,r381,1982,Total R&D,Current $billions,,2,80.7
3628,r382,1982,Total R&D,Constant 2012 $billions,,2,164.4
3628,r383,1982,R&D/GDP (%),Total,,2,2.41
3628,r384,1982,R&D/GDP (%),"R&D, by performer",Business,3,1.71
3628,r385,1982,R&D/GDP (%),"R&D, by performer",Federalb,3,0.42
3628,r386,1982,R&D/GDP (%),"R&D, by performer",Higher education,3,0.23
3628,r387,1982,R&D/GDP (%),"R&D, by performer",Otherc,3,0.06
3628,r388,1982,R&D/GDP (%),"R&D, by source of funding",Business,3,1.22
3628,r389,1982,R&D/GDP (%),"R&D, by source of funding",Federal,3,1.11
3628,r390,1982,R&D/GDP (%),"R&D, by source of funding",Otherd,3,0.09
3628,r391,1983,GDP,Current $billions,,2,3634.0
3628,r392,1983,GDP,Constant 2012 $billions,,2,7117.7
3628,r393,1983,GDP,Deflatora (2012 = 1.00000),,2,0.51056
