table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_all_federal_obligations,field_r_d,field_r_d_plant,field_facilities_and_equipment_for_instruction_in_s_e,field_s_e_fellowships_traineeships_and_training_grants,field_other_general_support_for_s_e
10402,r231,"All institutions -> U. Maine, System Office",All institutions,"U. Maine, System Office",2,230,19046,12964,0,0,1118,4964
10402,r232,All institutions -> Worcester Polytechnic Institute,All institutions,Worcester Polytechnic Institute,2,231,18961,17125,373,0,1464,0
10402,r233,"All institutions -> U. Southern Mississippi, The",All institutions,"U. Southern Mississippi, The",2,232,18791,18025,0,0,766,0
10402,r234,"All institutions -> Wright State U., Dayton",All institutions,"Wright State U., Dayton",2,233,18605,16781,0,0,43,1781
10402,r235,All institutions -> Central State U.,All institutions,Central State U.,2,234,18216,8424,0,0,2880,6913
10402,r236,All institutions -> U. System Maryland,All institutions,U. System Maryland,2,235,18165,17298,0,867,0,0
10402,r237,"All institutions -> CUNY, Hunter C.",All institutions,"CUNY, Hunter C.",2,236,18149,17463,0,0,686,0
10402,r238,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,237,17817,15435,1261,0,1109,12
10402,r239,All institutions -> American U.,All institutions,American U.,2,238,17678,15600,755,0,808,515
10402,r240,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,239,17631,15134,772,0,1277,448
10402,r241,All institutions -> Ohio U.,All institutions,Ohio U.,2,240,16922,16359,199,0,116,248
10402,r242,"All institutions -> U. California, Office of the President",All institutions,"U. California, Office of the President",2,241,16748,14891,0,0,723,1134
10402,r243,All institutions -> New York Structural Biology Center,All institutions,New York Structural Biology Center,2,242,16600,16600,0,0,0,0
10402,r244,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,243,16492,16112,0,0,380,0
10402,r245,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,244,16395,16016,0,0,349,31
10402,r246,"All institutions -> U. Texas, System Administration",All institutions,"U. Texas, System Administration",2,245,16135,15372,0,763,0,0
10402,r247,All institutions -> William & Mary,All institutions,William & Mary,2,246,16061,15606,87,0,231,137
10402,r248,"All institutions -> California State U., Northridge",All institutions,"California State U., Northridge",2,247,15868,11230,1255,0,3382,0
10402,r249,"All institutions -> Brigham Young U., Provo",All institutions,"Brigham Young U., Provo",2,248,15512,15344,0,0,168,0
10402,r250,All institutions -> Lincoln U.,All institutions,Lincoln U.,2,249,15309,7399,0,0,2102,5809
10402,r251,All institutions -> Xavier U. Louisiana,All institutions,Xavier U. Louisiana,2,250,15185,11447,0,0,3739,0
10402,r252,All institutions -> New Mexico Institute of Mining and Technology,All institutions,New Mexico Institute of Mining and Technology,2,251,14893,14765,0,128,0,0
10402,r253,All institutions -> UNAVCO Inc.,All institutions,UNAVCO Inc.,2,252,14809,14809,0,0,0,0
10402,r254,All institutions -> North Carolina Central U.,All institutions,North Carolina Central U.,2,253,14686,14002,0,0,379,304
10402,r255,All institutions -> Virginia State U.,All institutions,Virginia State U.,2,254,14446,8062,0,0,2018,4366
10402,r256,"All institutions -> State U. New York, The, Albany",All institutions,"State U. New York, The, Albany",2,255,14417,13634,0,0,333,450
10402,r257,All institutions -> U. Virgin Islands,All institutions,U. Virgin Islands,2,256,14092,10541,0,0,1431,2119
10402,r258,All institutions -> U. Maryland Center for Environmental Science,All institutions,U. Maryland Center for Environmental Science,2,257,14019,8349,0,0,827,4843
10402,r259,All institutions -> Kentucky State U.,All institutions,Kentucky State U.,2,258,13879,6579,0,0,1934,5366
10402,r260,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,259,13784,10173,180,0,3201,230
10402,r261,"All institutions -> U. North Carolina, The, Greensboro",All institutions,"U. North Carolina, The, Greensboro",2,260,13758,10836,643,0,2013,266
10402,r262,"All institutions -> Texas Tech U., System Administration",All institutions,"Texas Tech U., System Administration",2,261,13753,11856,0,0,1575,322
10402,r263,All institutions -> Southern Methodist U.,All institutions,Southern Methodist U.,2,262,13358,13128,205,0,0,25
10402,r264,"All institutions -> U. Maryland, Eastern Shore",All institutions,"U. Maryland, Eastern Shore",2,263,13290,7623,0,0,2604,3064
10402,r265,"All institutions -> U. Puerto Rico, System Office",All institutions,"U. Puerto Rico, System Office",2,264,13184,11404,0,0,1472,307
10402,r266,"All institutions -> U. Alaska, Anchorage",All institutions,"U. Alaska, Anchorage",2,265,13152,9622,0,0,3519,10
10402,r267,All institutions -> Ponce Health Sciences U.,All institutions,Ponce Health Sciences U.,2,266,12937,11726,0,0,36,1175
10402,r268,All institutions -> U. Guam,All institutions,U. Guam,2,267,12871,8669,0,0,2021,2181
10402,r269,"All institutions -> Kent State U., Kent",All institutions,"Kent State U., Kent",2,268,12556,9776,0,0,2011,769
10402,r270,All institutions -> U. Denver,All institutions,U. Denver,2,269,12500,11468,0,0,387,645
10402,r271,All institutions -> Nova Southeastern U.,All institutions,Nova Southeastern U.,2,270,12376,7850,0,0,1847,2678
10402,r272,All institutions -> Hampton U.,All institutions,Hampton U.,2,271,12353,9767,350,0,2236,0
10402,r273,All institutions -> Creighton U.,All institutions,Creighton U.,2,272,12182,10325,0,0,730,1127
10402,r274,All institutions -> Colby C.,All institutions,Colby C.,2,273,12088,8206,0,0,1900,1982
10402,r275,All institutions -> Jackson State U.,All institutions,Jackson State U.,2,274,11902,7993,0,0,3658,250
10402,r276,"All institutions -> California State U., Long Beach",All institutions,"California State U., Long Beach",2,275,11806,10472,355,0,979,0
10402,r277,"All institutions -> U. Memphis, The",All institutions,"U. Memphis, The",2,276,11798,8746,0,0,2700,352
10402,r278,All institutions -> Texas State U.,All institutions,Texas State U.,2,277,11682,9723,420,0,1408,131
10402,r279,"All institutions -> Missouri State U., Springfield",All institutions,"Missouri State U., Springfield",2,278,11621,9962,342,0,1318,0
10402,r280,All institutions -> Embry-Riddle Aeronautical U.,All institutions,Embry-Riddle Aeronautical U.,2,279,11607,11097,135,0,70,305
10402,r281,All institutions -> Langston U.,All institutions,Langston U.,2,280,11589,6320,0,0,1727,3542
10402,r282,All institutions -> Baylor U.,All institutions,Baylor U.,2,281,11486,10863,0,0,623,0
10402,r283,All institutions -> Albany Medical C.,All institutions,Albany Medical C.,2,282,11445,10991,0,0,46,408
10402,r284,"All institutions -> U. Puerto Rico, Mayaguez",All institutions,"U. Puerto Rico, Mayaguez",2,283,11401,10808,0,0,593,0
10402,r285,All institutions -> San Francisco State U.,All institutions,San Francisco State U.,2,284,11361,9097,0,0,2034,230
10402,r286,All institutions -> Connecticut Board of Regents for Higher Education,All institutions,Connecticut Board of Regents for Higher Education,2,285,11204,4541,0,0,6637,25
10402,r287,"All institutions -> Colorado State U., system office",All institutions,"Colorado State U., system office",2,286,11193,10793,0,0,400,0
10402,r288,All institutions -> Consortium of Universities of the Washington Metropolitan Area,All institutions,Consortium of Universities of the Washington Metropolitan Area,2,287,11122,11122,0,0,0,0
10402,r289,"All institutions -> U. South Dakota, The",All institutions,"U. South Dakota, The",2,288,11116,10084,282,0,750,0
10402,r290,"All institutions -> Southern U. and A&M C., Baton Rouge",All institutions,"Southern U. and A&M C., Baton Rouge",2,289,11051,5300,0,0,2074,3677
10402,r291,All institutions -> Fort Valley State U.,All institutions,Fort Valley State U.,2,290,10848,5147,0,0,1489,4212
10402,r292,All institutions -> Marquette U.,All institutions,Marquette U.,2,291,10725,9369,0,0,1356,0
10402,r293,All institutions -> South Carolina State U.,All institutions,South Carolina State U.,2,292,10252,4556,0,0,2055,3640
10402,r294,All institutions -> Missouri U. Science and Technology,All institutions,Missouri U. Science and Technology,2,293,10094,9043,16,0,543,493
10402,r295,All institutions -> Eastern Virginia Medical School,All institutions,Eastern Virginia Medical School,2,294,10079,10049,0,0,30,0
10402,r296,All institutions -> Marshall U.,All institutions,Marshall U.,2,295,9910,9168,268,0,475,0
10402,r297,All institutions -> Loma Linda U.,All institutions,Loma Linda U.,2,296,9824,7044,0,0,2780,0
10402,r298,All institutions -> Whatcom Community C.,All institutions,Whatcom Community C.,2,297,9753,2307,0,0,7446,0
10402,r299,All institutions -> Alcorn State U.,All institutions,Alcorn State U.,2,298,9734,4534,0,0,2125,3076
10402,r300,All institutions -> New York Medical C.,All institutions,New York Medical C.,2,299,9685,7998,0,0,0,1687
10402,r301,"All institutions -> U. Akron, The, Akron",All institutions,"U. Akron, The, Akron",2,300,9578,8895,0,0,484,198
10402,r302,All institutions -> Texas A&M U.-Corpus Christi,All institutions,Texas A&M U.-Corpus Christi,2,301,9461,6807,331,0,2323,0
10402,r303,All institutions -> Northeast Ohio Medical U.,All institutions,Northeast Ohio Medical U.,2,302,9459,8271,0,0,1188,0
10402,r304,"All institutions -> U. Missouri, Kansas City",All institutions,"U. Missouri, Kansas City",2,303,9437,8228,0,0,674,534
10402,r305,All institutions -> Central Michigan U.,All institutions,Central Michigan U.,2,304,9370,9025,344,0,0,0
10402,r306,"All institutions -> Colorado State U., Pueblo",All institutions,"Colorado State U., Pueblo",2,305,8936,8880,0,0,56,0
10402,r307,All institutions -> Miami U.,All institutions,Miami U.,2,306,8801,8387,0,0,414,0
10402,r308,All institutions -> East Tennessee State U.,All institutions,East Tennessee State U.,2,307,8714,8674,0,0,40,0
10402,r309,All institutions -> Charles R. Drew U. Medicine and Science,All institutions,Charles R. Drew U. Medicine and Science,2,308,8641,7609,0,0,1032,0
10402,r310,All institutions -> Western Washington U.,All institutions,Western Washington U.,2,309,8639,8127,125,0,377,10
10402,r311,All institutions -> Rowan U.,All institutions,Rowan U.,2,310,8528,7558,336,0,634,0
10402,r312,All institutions -> Appalachian State U.,All institutions,Appalachian State U.,2,311,8487,7847,265,0,0,375
10402,r313,All institutions -> Gallaudet U.,All institutions,Gallaudet U.,2,312,8276,8131,0,0,3,142
10402,r314,"All institutions -> California State U., Los Angeles",All institutions,"California State U., Los Angeles",2,313,8208,6245,452,0,1511,0
10402,r315,All institutions -> U. Alaska System of Higher Education,All institutions,U. Alaska System of Higher Education,2,314,8089,8089,0,0,0,0
10402,r316,"All institutions -> U. Puerto Rico, Rio Piedras",All institutions,"U. Puerto Rico, Rio Piedras",2,315,7817,7083,11,0,719,4
10402,r317,All institutions -> Clark Atlanta U.,All institutions,Clark Atlanta U.,2,316,7756,5711,0,0,2045,0
10402,r318,All institutions -> Eastern Iowa Community C. District,All institutions,Eastern Iowa Community C. District,2,317,7589,1518,0,0,6071,0
10402,r319,"All institutions -> U. Texas Health Science Center, The, Tyler",All institutions,"U. Texas Health Science Center, The, Tyler",2,318,7536,7291,0,0,0,244
10402,r320,All institutions -> Western U. Health Sciences,All institutions,Western U. Health Sciences,2,319,7475,4032,0,0,3443,0
10402,r321,All institutions -> Cleveland State U.,All institutions,Cleveland State U.,2,320,7232,6481,0,0,488,262
10402,r322,"All institutions -> U. Tennessee, The, Knoxville, Institute of Agriculture",All institutions,"U. Tennessee, The, Knoxville, Institute of Agriculture",2,321,7180,7180,0,0,0,0
10402,r323,All institutions -> West Virginia State U.,All institutions,West Virginia State U.,2,322,7147,3230,0,0,1453,2464
10402,r324,All institutions -> Northern Illinois U.,All institutions,Northern Illinois U.,2,323,6849,6499,342,0,8,0
10402,r325,"All institutions -> California State U., San Marcos",All institutions,"California State U., San Marcos",2,324,6846,5543,0,0,1303,0
10402,r326,All institutions -> Chapman U.,All institutions,Chapman U.,2,325,6759,6425,0,0,252,82
10402,r327,All institutions -> Clarkson U.,All institutions,Clarkson U.,2,326,6711,5271,0,0,1439,0
10402,r328,All institutions -> Prince George's Community C.,All institutions,Prince George's Community C.,2,327,6698,1340,0,0,5359,0
10402,r329,All institutions -> South Dakota School of Mines & Technology,All institutions,South Dakota School of Mines & Technology,2,328,6652,4981,0,0,1013,658
10402,r330,All institutions -> Montclair State U.,All institutions,Montclair State U.,2,329,6430,5292,740,0,398,0
10402,r331,All institutions -> Tennessee Technological U.,All institutions,Tennessee Technological U.,2,330,6287,4717,0,0,1570,0
10402,r332,All institutions -> Oakland U.,All institutions,Oakland U.,2,331,6272,5676,0,0,596,0
10402,r333,"All institutions -> California State U., Fullerton",All institutions,"California State U., Fullerton",2,332,6264,4822,0,0,1442,0
10402,r334,"All institutions -> California State U., Sacramento",All institutions,"California State U., Sacramento",2,333,6124,5035,0,0,1089,0
10402,r335,"All institutions -> CUNY, Queens C.",All institutions,"CUNY, Queens C.",2,334,6099,4866,0,0,1232,0
10402,r336,"All institutions -> CUNY, Brooklyn C.",All institutions,"CUNY, Brooklyn C.",2,335,6042,5151,159,0,369,363
10402,r337,"All institutions -> California State U., San Bernardino",All institutions,"California State U., San Bernardino",2,336,5877,3643,0,0,2035,200
10402,r338,All institutions -> Texas Southern U.,All institutions,Texas Southern U.,2,337,5635,3230,0,0,2405,0
10402,r339,All institutions -> Texas A&M U.-Kingsville,All institutions,Texas A&M U.-Kingsville,2,338,5609,3449,0,0,1795,365
10402,r340,All institutions -> Villanova U.,All institutions,Villanova U.,2,339,5506,4739,41,0,726,0
10402,r341,"All institutions -> California Polytechnic State U., San Luis Obispo",All institutions,"California Polytechnic State U., San Luis Obispo",2,340,5504,1972,0,0,3331,201
10402,r342,"All institutions -> Southern Illinois U., Carbondale",All institutions,"Southern Illinois U., Carbondale",2,341,5423,4660,0,0,716,47
10402,r343,All institutions -> Naval War C.,All institutions,Naval War C.,2,342,5372,5372,0,0,0,0
10402,r344,"All institutions -> California State U., East Bay",All institutions,"California State U., East Bay",2,343,5310,5051,259,0,0,0
10402,r345,All institutions -> Illinois State U.,All institutions,Illinois State U.,2,344,5251,3451,404,0,1396,0
10402,r346,All institutions -> U.S. Naval Academy,All institutions,U.S. Naval Academy,2,345,5234,5234,0,0,0,0
10402,r347,All institutions -> Northeast Radio Observatory Corp.,All institutions,Northeast Radio Observatory Corp.,2,346,5154,0,5154,0,0,0
10402,r348,All institutions -> Norwich U.,All institutions,Norwich U.,2,347,5021,4323,0,0,698,0
10402,r349,All institutions -> Morehouse C.,All institutions,Morehouse C.,2,348,5019,4740,0,0,272,6
10402,r350,All institutions -> MGH Institute of Health Professions,All institutions,MGH Institute of Health Professions,2,349,4997,4997,0,0,0,0
10402,r351,All institutions -> Haverford C.,All institutions,Haverford C.,2,350,4937,4937,0,0,0,0
10402,r352,All institutions -> U. Detroit Mercy,All institutions,U. Detroit Mercy,2,351,4869,2080,0,0,2136,652
10402,r353,"All institutions -> U. Massachusetts, Dartmouth",All institutions,"U. Massachusetts, Dartmouth",2,352,4851,4752,0,0,99,0
10402,r354,All institutions -> Dine C.,All institutions,Dine C.,2,353,4809,2606,0,0,1237,966
10402,r355,All institutions -> Kennesaw State U.,All institutions,Kennesaw State U.,2,354,4788,4053,0,0,609,126
10402,r356,All institutions -> Florida Institute of Technology,All institutions,Florida Institute of Technology,2,355,4775,4775,0,0,0,0
10402,r357,All institutions -> Middle Tennessee State U.,All institutions,Middle Tennessee State U.,2,356,4772,2753,0,0,1513,505
10402,r358,All institutions -> Rosalind Franklin U. Medicine and Science,All institutions,Rosalind Franklin U. Medicine and Science,2,357,4755,4630,0,0,125,0
10402,r359,"All institutions -> California State U., Fresno",All institutions,"California State U., Fresno",2,358,4742,3164,0,0,1016,562
10402,r360,All institutions -> U. New England,All institutions,U. New England,2,359,4708,2602,0,0,2106,0
10402,r361,All institutions -> U. District of Columbia,All institutions,U. District of Columbia,2,360,4673,3516,322,0,708,128
10402,r362,"All institutions -> CUNY, Lehman C.",All institutions,"CUNY, Lehman C.",2,361,4671,1940,0,0,2682,50
10402,r363,All institutions -> Barnard C.,All institutions,Barnard C.,2,362,4625,3409,170,0,1046,0
10402,r364,"All institutions -> California State Polytechnic U., Pomona",All institutions,"California State Polytechnic U., Pomona",2,363,4462,4321,0,0,141,0
10402,r365,All institutions -> Western Michigan U.,All institutions,Western Michigan U.,2,364,4452,3961,0,0,492,0
10402,r366,All institutions -> Towson U.,All institutions,Towson U.,2,365,4399,2761,0,0,1466,172
10402,r367,"All institutions -> Teachers C., Columbia U.",All institutions,"Teachers C., Columbia U.",2,366,4360,4360,0,0,0,0
10402,r368,All institutions -> American Samoa Community C.,All institutions,American Samoa Community C.,2,367,4282,1850,0,0,495,1937
10402,r369,All institutions -> DePaul U.,All institutions,DePaul U.,2,368,4270,4080,0,0,191,0
10402,r370,"All institutions -> CUNY, C. Staten Island",All institutions,"CUNY, C. Staten Island",2,369,4178,4032,146,0,0,0
10402,r371,All institutions -> U. San Diego,All institutions,U. San Diego,2,370,4166,3696,0,0,471,0
10402,r372,All institutions -> South Dakota Board of Regents,All institutions,South Dakota Board of Regents,2,371,4155,4155,0,0,0,0
10402,r373,All institutions -> Central Washington U.,All institutions,Central Washington U.,2,372,4147,3811,0,0,0,336
10402,r374,All institutions -> Texas Christian U.,All institutions,Texas Christian U.,2,373,4139,4139,0,0,0,0
10402,r375,All institutions -> U. Tulsa,All institutions,U. Tulsa,2,374,4123,3354,0,0,550,219
10402,r376,All institutions -> Norfolk State U.,All institutions,Norfolk State U.,2,375,4101,2360,742,0,1000,0
10402,r377,"All institutions -> U. Alaska, Southeast",All institutions,"U. Alaska, Southeast",2,376,3996,3430,0,0,398,168
10402,r378,All institutions -> Voorhees C.,All institutions,Voorhees C.,2,377,3940,3940,0,0,0,0
10402,r379,All institutions -> Wesleyan U.,All institutions,Wesleyan U.,2,378,3921,3845,0,0,77,0
10402,r380,All institutions -> Ball State U.,All institutions,Ball State U.,2,379,3912,3912,0,0,0,0
10402,r381,All institutions -> C. Micronesia-FSM,All institutions,C. Micronesia-FSM,2,380,3866,1805,0,0,0,2061
10402,r382,All institutions -> Pittsburg State U.,All institutions,Pittsburg State U.,2,381,3635,1400,0,0,2235,0
10402,r383,All institutions -> Amherst C.,All institutions,Amherst C.,2,382,3631,2330,1236,0,66,0
10402,r384,All institutions -> Northern Marianas C.,All institutions,Northern Marianas C.,2,383,3613,1713,0,0,0,1900
10402,r385,All institutions -> Duquesne U.,All institutions,Duquesne U.,2,384,3570,2575,1,0,543,451
10402,r386,All institutions -> Sitting Bull C.,All institutions,Sitting Bull C.,2,385,3500,1750,0,0,1750,0
10402,r387,"All institutions -> U. Tennessee, The, Chattanooga",All institutions,"U. Tennessee, The, Chattanooga",2,386,3484,2705,0,0,457,323
10402,r388,All institutions -> Western Kentucky U.,All institutions,Western Kentucky U.,2,387,3440,1628,312,0,257,1244
10402,r389,All institutions -> Hofstra U.,All institutions,Hofstra U.,2,388,3423,1346,526,0,1551,0
10402,r390,All institutions -> Bowie State U.,All institutions,Bowie State U.,2,389,3405,1966,0,0,1189,250
10402,r391,All institutions -> Navajo Technical U.,All institutions,Navajo Technical U.,2,390,3343,2244,0,0,923,176
10402,r392,"All institutions -> Pace U., New York City",All institutions,"Pace U., New York City",2,391,3325,1706,0,0,1495,123
10402,r393,"All institutions -> Bowling Green State U., Bowling Green",All institutions,"Bowling Green State U., Bowling Green",2,392,3315,3000,0,0,315,0
10402,r394,"All institutions -> Virginia Community C., System Office",All institutions,"Virginia Community C., System Office",2,393,3302,252,0,0,1010,2040
10402,r395,All institutions -> Alabama State U.,All institutions,Alabama State U.,2,394,3256,2456,0,0,800,0
10402,r396,All institutions -> U. Northern Iowa,All institutions,U. Northern Iowa,2,395,3247,3247,0,0,0,0
10402,r397,"All institutions -> CUNY, John Jay C. Criminal Justice",All institutions,"CUNY, John Jay C. Criminal Justice",2,396,3239,3223,0,0,16,0
10402,r398,All institutions -> Fordham U.,All institutions,Fordham U.,2,397,3224,2597,153,0,475,0
10402,r399,All institutions -> Spelman C.,All institutions,Spelman C.,2,398,3214,2886,0,0,328,0
10402,r400,All institutions -> Long Island U.,All institutions,Long Island U.,2,399,3203,2916,0,0,287,0
10402,r401,All institutions -> Consortium of Universities for the Advancement of Hydrologic Science Inc.,All institutions,Consortium of Universities for the Advancement of Hydrologic Science Inc.,2,400,3176,3176,0,0,0,0
10402,r402,"All institutions -> C. St. Scholastica, The",All institutions,"C. St. Scholastica, The",2,401,3001,1000,0,0,2001,0
10402,r403,All institutions -> Mount Mercy U.,All institutions,Mount Mercy U.,2,402,3000,2760,0,0,240,0
10402,r404,"All institutions -> U. Missouri, Saint Louis",All institutions,"U. Missouri, Saint Louis",2,403,2989,2982,0,0,3,4
10402,r405,All institutions -> Northeastern Illinois U.,All institutions,Northeastern Illinois U.,2,404,2984,2190,0,0,795,0
10402,r406,All institutions -> Davenport U.,All institutions,Davenport U.,2,405,2969,229,0,0,2740,0
10402,r407,All institutions -> Grand Valley State U.,All institutions,Grand Valley State U.,2,406,2962,1211,0,0,1751,0
10402,r408,All institutions -> Idaho State U.,All institutions,Idaho State U.,2,407,2909,867,131,0,1911,0
10402,r409,All institutions -> Northwest Indian C.,All institutions,Northwest Indian C.,2,408,2893,1990,0,0,672,231
10402,r410,All institutions -> James Madison U.,All institutions,James Madison U.,2,409,2891,1849,0,0,1042,0
10402,r411,All institutions -> Keck Graduate Institute,All institutions,Keck Graduate Institute,2,410,2873,2873,0,0,0,0
10402,r412,All institutions -> Salish Kootenai C.,All institutions,Salish Kootenai C.,2,411,2811,1419,0,0,1102,290
10402,r413,All institutions -> U. Health Sciences and Pharmacy in St. Louis,All institutions,U. Health Sciences and Pharmacy in St. Louis,2,412,2810,2739,0,0,70,0
10402,r414,All institutions -> Louisiana Tech U.,All institutions,Louisiana Tech U.,2,413,2804,2115,89,0,600,0
10402,r415,All institutions -> Desert Research Institute,All institutions,Desert Research Institute,2,414,2802,2802,0,0,0,0
10402,r416,All institutions -> Miami Dade C.,All institutions,Miami Dade C.,2,415,2663,1146,0,0,1032,485
10402,r417,"All institutions -> Williams C., Williamstown",All institutions,"Williams C., Williamstown",2,416,2583,2293,0,0,0,291
10402,r418,All institutions -> Columbus State Community C.,All institutions,Columbus State Community C.,2,417,2531,454,0,0,2076,0
10402,r419,All institutions -> Utah Valley U.,All institutions,Utah Valley U.,2,418,2514,662,0,0,1852,0
10402,r420,All institutions -> Vermont Law School,All institutions,Vermont Law School,2,419,2500,2500,0,0,0,0
10402,r421,"All institutions -> U. Arkansas, Pine Bluff",All institutions,"U. Arkansas, Pine Bluff",2,420,2493,167,0,0,2326,0
10402,r422,All institutions -> Fisk U.,All institutions,Fisk U.,2,421,2477,1488,0,0,989,0
10402,r423,All institutions -> Mercer U.,All institutions,Mercer U.,2,422,2455,2455,0,0,0,0
10402,r424,All institutions -> West Chester U. Pennsylvania,All institutions,West Chester U. Pennsylvania,2,423,2448,1218,0,0,1230,0
10402,r425,All institutions -> New Mexico Highlands U.,All institutions,New Mexico Highlands U.,2,424,2443,1396,150,0,897,0
10402,r426,"All institutions -> U. North Carolina, General Administration",All institutions,"U. North Carolina, General Administration",2,425,2413,2413,0,0,0,0
10402,r427,"All institutions -> U. Montana, The, Western",All institutions,"U. Montana, The, Western",2,426,2410,2410,0,0,0,0
10402,r428,"All institutions -> California State U., Monterey Bay",All institutions,"California State U., Monterey Bay",2,427,2408,1067,145,0,1195,0
10402,r429,All institutions -> Samford U.,All institutions,Samford U.,2,428,2387,250,0,0,2137,0
10402,r430,All institutions -> Texas Woman's U.,All institutions,Texas Woman's U.,2,429,2385,1210,0,0,1175,0
10402,r431,All institutions -> Georgia C. and State U.,All institutions,Georgia C. and State U.,2,430,2357,385,0,0,1941,30
10402,r432,All institutions -> Chicago State U.,All institutions,Chicago State U.,2,431,2350,322,0,0,1813,215
10402,r433,All institutions -> Aaniiih Nakoda C.,All institutions,Aaniiih Nakoda C.,2,432,2333,1218,0,0,1116,0
10402,r434,All institutions -> Middlebury C.,All institutions,Middlebury C.,2,433,2327,2327,0,0,0,0
10402,r435,"All institutions -> Southern Illinois U., Edwardsville",All institutions,"Southern Illinois U., Edwardsville",2,434,2250,413,0,0,1837,0
10402,r436,"All institutions -> California State U., Dominguez Hills",All institutions,"California State U., Dominguez Hills",2,435,2250,2250,0,0,0,0
10402,r437,"All institutions -> U. West Alabama, The",All institutions,"U. West Alabama, The",2,436,2244,524,0,0,1497,223
10402,r438,"All institutions -> U. North Carolina, The, Wilmington",All institutions,"U. North Carolina, The, Wilmington",2,437,2237,1522,650,0,65,0
10402,r439,All institutions -> Youngstown State U.,All institutions,Youngstown State U.,2,438,2229,1276,0,0,814,139
10402,r440,All institutions -> Mercy C.,All institutions,Mercy C.,2,439,2226,1218,0,0,758,249
10402,r441,All institutions -> New York Institute of Technology,All institutions,New York Institute of Technology,2,440,2222,2222,0,0,0,0
10402,r442,"All institutions -> U. St. Thomas, Saint Paul",All institutions,"U. St. Thomas, Saint Paul",2,441,2190,508,0,0,1682,0
10402,r443,All institutions -> Eastern Michigan U.,All institutions,Eastern Michigan U.,2,442,2189,1579,150,0,459,0
10402,r444,All institutions -> Western Colorado U.,All institutions,Western Colorado U.,2,443,2161,192,0,0,1970,0
10402,r445,All institutions -> Tougaloo C.,All institutions,Tougaloo C.,2,444,2149,1464,0,0,685,0
10402,r446,All institutions -> Kentucky Community and Technical C. System,All institutions,Kentucky Community and Technical C. System,2,445,2147,429,0,0,1717,0
10402,r447,All institutions -> Scripps C.,All institutions,Scripps C.,2,446,2131,2131,0,0,0,0
10402,r448,"All institutions -> State U. New York, C. Optometry",All institutions,"State U. New York, C. Optometry",2,447,2122,2085,0,0,37,0
10402,r449,All institutions -> Kean U.,All institutions,Kean U.,2,448,2118,874,0,0,1244,0
10402,r450,All institutions -> Sacred Heart U.,All institutions,Sacred Heart U.,2,449,2113,21,0,0,2092,0
10402,r451,"All institutions -> Marian U., Indianapolis",All institutions,"Marian U., Indianapolis",2,450,2103,958,0,0,1145,0
10402,r452,All institutions -> Western Carolina U.,All institutions,Western Carolina U.,2,451,2097,379,0,0,1718,0
10402,r453,All institutions -> Indiana State U.,All institutions,Indiana State U.,2,452,2095,154,0,0,1941,0
10402,r454,"All institutions -> CUNY, Borough of Manhattan Community C.",All institutions,"CUNY, Borough of Manhattan Community C.",2,453,2090,1574,0,0,517,0
10402,r455,All institutions -> Fayetteville State U.,All institutions,Fayetteville State U.,2,454,2083,1156,0,0,927,0
10402,r456,All institutions -> State U. New York C. Environmental Science and Forestry,All institutions,State U. New York C. Environmental Science and Forestry,2,455,2077,2077,0,0,0,0
10402,r457,All institutions -> Santa Clara U.,All institutions,Santa Clara U.,2,456,2060,1961,0,0,100,0
10402,r458,All institutions -> Valparaiso U.,All institutions,Valparaiso U.,2,457,2060,911,0,0,1149,0
10402,r459,All institutions -> Albany State U.,All institutions,Albany State U.,2,458,2052,110,0,0,1777,165
10402,r460,All institutions -> Winston-Salem State U.,All institutions,Winston-Salem State U.,2,459,2030,1810,0,0,220,0
10402,r461,All institutions -> Bryn Mawr C.,All institutions,Bryn Mawr C.,2,460,2022,1889,0,0,0,132
10402,r462,All institutions -> Oak Ridge Associated Universities,All institutions,Oak Ridge Associated Universities,2,461,2006,2002,4,0,0,0
10402,r463,"All institutions -> Riverside Community C. District, Riverside",All institutions,"Riverside Community C. District, Riverside",2,462,2000,1170,0,0,830,0
10402,r464,All institutions -> Wake Technical Community C.,All institutions,Wake Technical Community C.,2,463,1962,1400,0,0,562,0
10402,r465,All institutions -> Inter American U. Puerto Rico,All institutions,Inter American U. Puerto Rico,2,464,1962,998,0,0,688,276
10402,r466,All institutions -> New Jersey Sea Grant Consortium Inc.,All institutions,New Jersey Sea Grant Consortium Inc.,2,465,1874,1874,0,0,0,0
10402,r467,All institutions -> Bucknell U.,All institutions,Bucknell U.,2,466,1874,1680,0,0,72,122
10402,r468,All institutions -> Swarthmore C.,All institutions,Swarthmore C.,2,467,1855,1855,0,0,0,0
10402,r469,All institutions -> Palmer C. Chiropractic,All institutions,Palmer C. Chiropractic,2,468,1838,1838,0,0,0,0
