table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2019,field_2020,field_2021,field_2022_all_geosciences_atmospheric_sciences_and_ocean_sciences,field_2022_atmospheric_science_and_meteorology,field_2022_geological_and_earth_sciences,field_2022_ocean_sciences_and_marine_sciences,field_2022_geosciences_atmospheric_sciences_and_ocean_sciences_nec
10132,r011,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,10,"['75,900', '']","['78,288', '']","['77,515', '']","['79,949', '']","['10,448', '']","['31,192', '']","['37,609', '']","['700', '']"
10132,r012,All institutions -> U. Maryland<sup>b</sup>,All institutions,U. Maryland<sup>b</sup>,2,11,"['52,823', '']","['58,099', '']","['61,660', '']","['78,455', '']","['15,881', '']","['54,477', '']","['2,031', '']","['6,066', '']"
10132,r013,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,12,"['82,955', '']","['71,468', '']","['73,176', '']","['78,404', '']","['2,791', '']","['15,377', '']","['57,333', '']","['2,903', '']"
10132,r014,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,13,"['58,701', '']","['65,000', '']","['65,814', '']","['68,178', '']","['39,134', '']","['17,782', '']","['0', '']","['11,262', '']"
10132,r015,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,14,"['83,703', '']","['73,544', '']","['68,116', '']","['67,062', '']","['0', '']","['67,062', '']","['0', '']","['0', '']"
10132,r016,All institutions -> U. Miami,All institutions,U. Miami,2,15,"['48,427', '']","['50,684', '']","['50,826', '']","['59,693', '']","['43,791', '']","['0', '']","['15,294', '']","['608', '']"
10132,r017,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,16,"['37,101', '']","['43,338', '']","['43,295', 'i']","['57,033', '']","['2,689', '']","['46,166', '']","['208', '']","['7,970', '']"
10132,r018,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,17,"['51,155', '']","['61,145', '']","['54,009', '']","['55,612', '']","['27', '']","['43,557', '']","['9,266', '']","['2,762', '']"
10132,r019,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,18,"['50,513', '']","['42,634', '']","['52,469', '']","['54,685', '']","['11', '']","['11,031', '']","['34,107', '']","['9,536', '']"
10132,r020,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,19,"['85,500', '']","['67,642', '']","['60,073', '']","['53,708', '']","['43,583', '']","['9,147', '']","['32', '']","['946', '']"
10132,r021,All institutions -> U. Utah,All institutions,U. Utah,2,20,"['27,848', 'i']","['20,011', 'i']","['47,024', 'i']","['47,824', '']","['984', '']","['30,064', '']","['0', '']","['16,776', '']"
10132,r022,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,21,"['40,030', '']","['39,215', '']","['43,111', '']","['46,982', '']","['1,730', '']","['9,042', '']","['24,101', '']","['12,109', '']"
10132,r023,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,22,"['38,106', '']","['41,594', '']","['41,818', '']","['45,869', '']","['10,230', '']","['29,608', '']","['0', '']","['6,031', '']"
10132,r024,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,23,"['35,554', '']","['40,396', '']","['37,222', '']","['43,416', '']","['0', '']","['11,828', '']","['31,404', '']","['184', '']"
10132,r025,All institutions -> U. Maryland Center for Environmental Science,All institutions,U. Maryland Center for Environmental Science,2,24,"['43,867', '']","['43,554', '']","['40,621', '']","['42,407', '']","['105', '']","['3,538', '']","['38,725', '']","['39', '']"
10132,r026,All institutions -> Harvard U.,All institutions,Harvard U.,2,25,"['43,664', '']","['43,505', '']","['38,756', '']","['38,984', '']","['7,508', '']","['9,216', '']","['451', '']","['21,809', '']"
10132,r027,All institutions -> William & Mary,All institutions,William & Mary,2,26,"['32,425', '']","['33,084', '']","['34,838', '']","['38,810', '']","['0', '']","['404', '']","['38,406', '']","['0', '']"
10132,r028,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,27,"['26,570', '']","['29,389', '']","['31,217', '']","['35,788', '']","['0', '']","['7,990', '']","['19,192', '']","['8,606', '']"
10132,r029,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,28,"['46,390', '']","['41,590', '']","['31,930', '']","['35,715', '']","['17,891', '']","['14,664', '']","['3,160', '']","['0', '']"
10132,r030,All institutions -> U. Arizona,All institutions,U. Arizona,2,29,"['31,075', '']","['31,148', '']","['32,088', '']","['33,859', '']","['8,419', '']","['22,276', '']","['2,186', '']","['978', '']"
10132,r031,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,30,"['26,282', '']","['25,334', '']","['26,694', '']","['33,444', '']","['182', '']","['6,468', '']","['26,666', '']","['128', '']"
10132,r032,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,31,"['31,853', '']","['32,283', '']","['28,763', '']","['33,440', '']","['0', '']","['5,976', '']","['20,358', '']","['7,106', '']"
10132,r033,All institutions -> U. Delaware,All institutions,U. Delaware,2,32,"['18,346', '']","['17,697', '']","['18,173', '']","['33,416', '']","['0', '']","['6,372', '']","['18,079', '']","['8,965', '']"
10132,r034,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,33,"['29,166', '']","['30,153', '']","['30,603', '']","['32,940', '']","['3,999', '']","['2,947', '']","['4,885', '']","['21,109', '']"
10132,r035,All institutions -> Stanford U.,All institutions,Stanford U.,2,34,"['17,624', '']","['20,216', '']","['21,216', '']","['30,947', '']","['0', '']","['21,779', '']","['2,787', '']","['6,381', '']"
10132,r036,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,35,"['21,691', '']","['27,010', '']","['25,579', '']","['30,854', '']","['7,990', '']","['0', '']","['6,482', '']","['16,382', '']"
10132,r037,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,36,"['34,015', '']","['32,718', '']","['30,961', '']","['29,992', '']","['9,549', '']","['10,258', '']","['7,724', '']","['2,461', '']"
10132,r038,All institutions -> Princeton U.,All institutions,Princeton U.,2,37,"['24,755', '']","['23,819', '']","['29,203', '']","['29,942', '']","['13,198', '']","['8,865', '']","['0', '']","['7,879', '']"
10132,r039,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,38,"['29,968', '']","['29,843', '']","['26,110', '']","['27,927', '']","['0', '']","['6,014', '']","['4,736', '']","['17,177', '']"
10132,r040,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,39,"['18,036', '']","['25,634', '']","['24,326', '']","['27,807', '']","['2,820', '']","['201', '']","['24,378', '']","['408', '']"
10132,r041,All institutions -> U. Maine,All institutions,U. Maine,2,40,"['25,039', '']","['24,874', '']","['24,778', '']","['25,600', '']","['0', '']","['7,634', '']","['17,930', '']","['36', '']"
10132,r042,All institutions -> Desert Research Institute,All institutions,Desert Research Institute,2,41,"['23,991', '']","['22,889', '']","['22,791', '']","['24,804', '']","['5,625', '']","['19,179', '']","['0', '']","['0', '']"
10132,r043,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,42,"['16,922', '']","['19,242', '']","['16,879', '']","['23,339', '']","['0', '']","['5,419', '']","['12,356', '']","['5,564', '']"
10132,r044,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,43,"['16,001', '']","['17,304', '']","['17,960', '']","['23,111', '']","['21,336', '']","['1,540', '']","['207', '']","['28', '']"
10132,r045,All institutions -> U. Southern California,All institutions,U. Southern California,2,44,"['16,850', '']","['19,983', '']","['14,323', '']","['22,308', '']","['0', '']","['9,472', '']","['12,836', '']","['0', '']"
10132,r046,All institutions -> U. South Florida<sup>c</sup>,All institutions,U. South Florida<sup>c</sup>,2,45,"['25,127', '']","['24,670', '']","['19,373', '']","['22,129', '']","['168', '']","['6,802', '']","['15,159', '']","['0', '']"
10132,r047,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,46,"['14,563', '']","['15,077', '']","['19,030', '']","['20,831', '']","['458', '']","['18,925', '']","['615', '']","['833', '']"
10132,r048,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,47,"['13,585', '']","['15,158', '']","['15,087', '']","['20,378', '']","['9,157', '']","['8,487', '']","['2,445', '']","['289', '']"
10132,r049,All institutions -> U. Georgia,All institutions,U. Georgia,2,48,"['23,281', '']","['20,493', '']","['17,846', '']","['19,938', '']","['0', '']","['4,813', '']","['15,125', '']","['0', '']"
10132,r050,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,49,"['14,388', '']","['13,896', '']","['16,272', '']","['19,663', '']","['3,177', '']","['72', '']","['7,687', '']","['8,727', '']"
10132,r051,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,50,"['6,755', '']","['12,944', '']","['11,251', '']","['19,400', '']","['8,056', '']","['11,115', '']","['149', '']","['80', '']"
10132,r052,All institutions -> Florida International U.,All institutions,Florida International U.,2,51,"['14,955', '']","['16,023', '']","['16,584', '']","['18,793', '']","['6,102', '']","['1,701', '']","['10,990', '']","['0', '']"
10132,r053,All institutions -> U. Florida,All institutions,U. Florida,2,52,"['17,186', '']","['17,740', '']","['16,189', '']","['18,734', '']","['0', '']","['10,773', '']","['7,961', '']","['0', '']"
10132,r054,All institutions -> Florida State U.,All institutions,Florida State U.,2,53,"['18,343', '']","['20,816', '']","['16,252', '']","['17,014', '']","['4,282', '']","['3,371', '']","['8,283', '']","['1,078', '']"
10132,r055,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,54,"['10,928', '']","['17,335', '']","['15,520', '']","['16,607', '']","['1,177', '']","['11,275', '']","['4,046', '']","['109', '']"
10132,r056,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,55,"['12,777', '']","['13,747', '']","['14,857', '']","['16,303', '']","['2,376', '']","['584', '']","['12,491', '']","['852', '']"
10132,r057,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,56,"['15,705', '']","['14,928', '']","['15,080', '']","['15,865', '']","['0', '']","['15,865', '']","['0', '']","['0', '']"
10132,r058,All institutions -> New Mexico Institute of Mining and Technology,All institutions,New Mexico Institute of Mining and Technology,2,57,"['6,791', '']","['6,729', '']","['7,309', '']","['15,847', '']","['0', '']","['15,847', '']","['0', '']","['0', '']"
10132,r059,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,58,"['15,833', '']","['15,523', '']","['15,605', '']","['15,821', '']","['14,414', '']","['1,407', '']","['0', '']","['0', '']"
10132,r060,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,59,"['12,260', '']","['12,904', '']","['13,998', '']","['14,771', '']","['338', '']","['13,788', '']","['645', '']","['0', '']"
10132,r061,All institutions -> Texas A&M U.-Corpus Christi,All institutions,Texas A&M U.-Corpus Christi,2,60,"['13,494', '']","['11,900', '']","['12,296', '']","['14,478', '']","['515', '']","['1,606', '']","['8,063', '']","['4,294', '']"
10132,r062,All institutions -> George Mason U.,All institutions,George Mason U.,2,61,"['11,598', '']","['10,679', '']","['12,577', '']","['14,205', '']","['6,176', '']","['6,732', '']","['972', '']","['325', '']"
10132,r063,All institutions -> U. Kansas,All institutions,U. Kansas,2,62,"['10,594', '']","['10,485', '']","['11,923', '']","['13,717', '']","['1,174', '']","['12,543', '']","['0', '']","['0', '']"
10132,r064,"All institutions -> U. Massachusetts, Dartmouth",All institutions,"U. Massachusetts, Dartmouth",2,63,"['11,550', '']","['10,917', '']","['12,196', '']","['13,329', '']","['0', '']","['0', '']","['13,329', '']","['0', '']"
10132,r065,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,64,"['14,391', '']","['14,715', '']","['13,634', '']","['13,095', '']","['0', '']","['13,095', '']","['0', '']","['0', '']"
10132,r066,"All institutions -> U. Hawaii, system office",All institutions,"U. Hawaii, system office",2,65,"['10,531', '']","['11,853', '']","['11,591', '']","['12,125', '']","['12,125', '']","['0', '']","['0', '']","['0', '']"
10132,r067,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,66,"['11,580', '']","['12,705', '']","['13,034', '']","['11,555', '']","['112', '']","['11,443', '']","['0', '']","['0', '']"
10132,r068,All institutions -> Nova Southeastern U.,All institutions,Nova Southeastern U.,2,67,"['8,878', '']","['11,436', '']","['10,973', '']","['11,526', '']","['0', '']","['0', '']","['11,526', '']","['0', '']"
10132,r069,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,68,"['10,774', '']","['10,855', '']","['10,303', '']","['11,310', '']","['0', '']","['2,988', '']","['0', '']","['8,322', '']"
10132,r070,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,69,"['10,974', '']","['9,186', '']","['10,483', '']","['11,254', '']","['0', '']","['1,150', '']","['10,104', '']","['0', '']"
10132,r071,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,70,"['13,185', '']","['10,875', '']","['9,952', '']","['11,232', '']","['0', '']","['2,904', '']","['0', '']","['8,328', '']"
10132,r072,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,71,"['8,213', '']","['8,913', '']","['9,282', '']","['11,018', '']","['688', '']","['5,768', '']","['0', '']","['4,562', '']"
10132,r073,All institutions -> Washington State U.,All institutions,Washington State U.,2,72,"['10,109', '']","['9,440', '']","['8,946', '']","['10,772', '']","['1', '']","['1,676', '']","['0', '']","['9,095', '']"
10132,r074,All institutions -> U. Houston,All institutions,U. Houston,2,73,"['10,516', '']","['9,437', '']","['9,292', '']","['10,320', '']","['10,015', '']","['18', '']","['0', '']","['287', '']"
10132,r075,All institutions -> U. Chicago,All institutions,U. Chicago,2,74,"['9,370', '']","['9,090', '']","['8,854', '']","['10,117', '']","['0', '']","['10,117', '']","['0', '']","['0', '']"
10132,r076,All institutions -> Brown U.,All institutions,Brown U.,2,75,"['4,310', '']","['5,954', '']","['7,954', '']","['9,945', '']","['13', '']","['2,042', '']","['246', '']","['7,644', '']"
10132,r077,All institutions -> Boston C.,All institutions,Boston C.,2,76,"['5,130', '']","['5,836', '']","['7,414', '']","['9,912', '']","['7,610', '']","['2,302', '']","['0', '']","['0', '']"
10132,r078,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,77,"['8,238', '']","['8,916', '']","['5,713', '']","['9,411', '']","['110', '']","['8,553', '']","['0', '']","['748', '']"
10132,r079,All institutions -> Boston U.,All institutions,Boston U.,2,78,"['8,701', '']","['8,573', '']","['7,876', '']","['9,399', '']","['0', '']","['9,390', '']","['9', '']","['0', '']"
10132,r080,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,79,"['9,030', '']","['9,158', '']","['7,979', '']","['9,228', '']","['0', '']","['9,228', '']","['0', '']","['0', '']"
10132,r081,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,80,"['7,220', '']","['8,053', '']","['7,960', '']","['9,084', '']","['3,076', '']","['2,975', '']","['0', '']","['3,033', '']"
10132,r082,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,81,"['6,442', '']","['7,288', '']","['7,385', '']","['9,026', '']","['2,370', '']","['560', '']","['6,096', '']","['0', '']"
10132,r083,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,82,"['4,359', '']","['5,241', '']","['4,607', '']","['8,933', '']","['0', '']","['8,933', '']","['0', '']","['0', '']"
10132,r084,All institutions -> Texas State U.,All institutions,Texas State U.,2,83,"['7,349', '']","['7,357', '']","['7,338', '']","['8,853', '']","['12', '']","['2,871', '']","['0', '']","['5,970', '']"
10132,r085,All institutions -> U. of the Virgin Islands,All institutions,U. of the Virgin Islands,2,84,"['830', '']","['3,639', '']","['6,508', '']","['8,729', '']","['0', '']","['278', '']","['6,000', '']","['2,451', '']"
10132,r086,All institutions -> Montana Technological U.,All institutions,Montana Technological U.,2,85,"['7,235', '']","['7,825', '']","['8,222', '']","['8,666', '']","['0', '']","['8,666', '']","['0', '']","['0', '']"
10132,r087,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,86,"['9,429', '']","['9,845', '']","['7,857', '']","['8,644', '']","['5', '']","['8,639', '']","['0', '']","['0', '']"
10132,r088,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,87,"['988', '']","['9,378', '']","['9,609', '']","['8,202', '']","['137', '']","['0', '']","['8,065', '']","['0', '']"
10132,r089,All institutions -> Duke U.,All institutions,Duke U.,2,88,"['11,077', '']","['9,675', '']","['7,310', '']","['8,178', '']","['0', '']","['1,455', '']","['6,723', '']","['0', '']"
10132,r090,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,89,"['7,119', '']","['10,166', '']","['7,578', '']","['8,127', '']","['7,893', '']","['0', '']","['0', '']","['234', '']"
10132,r091,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,90,"['7,329', '']","['6,924', '']","['6,727', '']","['7,336', '']","['338', '']","['6,976', '']","['0', '']","['22', '']"
10132,r092,All institutions -> U. Guam,All institutions,U. Guam,2,91,"['2,753', '']","['2,696', '']","['5,047', '']","['6,937', '']","['0', '']","['492', '']","['6,281', '']","['164', '']"
10132,r093,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,92,"['6,713', '']","['6,781', '']","['6,234', '']","['6,874', '']","['6,214', '']","['660', '']","['0', '']","['0', '']"
10132,r094,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,93,"['5,676', '']","['5,509', '']","['6,083', '']","['6,678', '']","['0', '']","['6,678', '']","['0', '']","['0', '']"
10132,r095,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,94,"['6,868', '']","['6,281', '']","['5,521', '']","['6,575', '']","['5,175', '']","['1,400', '']","['0', '']","['0', '']"
10132,r096,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,95,"['5,244', '']","['5,435', '']","['5,695', '']","['6,532', '']","['0', '']","['6,272', '']","['0', '']","['260', '']"
10132,r097,All institutions -> Florida A&M U.,All institutions,Florida A&M U.,2,96,"['5,282', '']","['5,844', '']","['5,633', '']","['6,499', '']","['0', '']","['0', '']","['6,158', '']","['341', '']"
10132,r098,All institutions -> Cornell U.,All institutions,Cornell U.,2,97,"['6,531', '']","['8,145', '']","['6,589', '']","['6,463', '']","['59', '']","['6,120', '']","['284', '']","['0', '']"
10132,r099,All institutions -> Yale U.,All institutions,Yale U.,2,98,"['6,995', '']","['5,916', '']","['7,021', '']","['6,411', '']","['0', '']","['6,411', '']","['0', '']","['0', '']"
10132,r100,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,99,"['5,352', '']","['6,040', '']","['5,356', '']","['6,392', '']","['0', '']","['0', '']","['0', '']","['6,392', '']"
10132,r101,"All institutions -> U. North Carolina, Wilmington",All institutions,"U. North Carolina, Wilmington",2,100,"['5,193', '']","['5,206', '']","['4,311', '']","['6,351', '']","['0', '']","['385', '']","['5,827', '']","['139', '']"
10132,r102,All institutions -> U. Idaho,All institutions,U. Idaho,2,101,"['5,923', '']","['4,933', '']","['4,803', '']","['5,991', '']","['177', '']","['5,711', '']","['0', '']","['103', '']"
10132,r103,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,102,"['1,000', '']","['3,062', '']","['4,302', '']","['5,895', '']","['0', '']","['2,379', '']","['3,516', '']","['0', '']"
10132,r104,All institutions -> U. Oregon,All institutions,U. Oregon,2,102,"['4,871', '']","['6,704', '']","['6,060', '']","['5,895', '']","['0', '']","['5,319', '']","['576', '']","['0', '']"
10132,r105,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,104,"['6,376', '']","['5,878', '']","['6,212', '']","['5,818', '']","['0', '']","['2,126', '']","['3,692', '']","['0', '']"
10132,r106,All institutions -> Morgan State U.,All institutions,Morgan State U.,2,105,"['3,955', '']","['3,384', '']","['3,298', '']","['5,672', '']","['0', '']","['5,672', '']","['0', '']","['0', '']"
10132,r107,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,106,"['7,984', '']","['7,408', '']","['6,790', '']","['5,396', '']","['183', '']","['3,766', '']","['9', '']","['1,438', '']"
10132,r108,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,107,"['4,526', '']","['6,342', '']","['6,082', '']","['5,393', '']","['209', '']","['4,854', '']","['0', '']","['330', '']"
10132,r109,All institutions -> U. Toledo,All institutions,U. Toledo,2,108,"['5,659', '']","['5,748', '']","['5,309', '']","['5,367', '']","['0', '']","['5,367', '']","['0', '']","['0', '']"
10132,r110,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,109,"['4,449', '']","['3,499', '']","['5,686', '']","['5,333', '']","['0', '']","['5,333', '']","['0', '']","['0', '']"
10132,r111,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,110,"['4,486', '']","['4,008', '']","['3,951', '']","['5,319', '']","['5,286', '']","['0', '']","['33', '']","['0', '']"
10132,r112,"All institutions -> U. Alaska, Anchorage",All institutions,"U. Alaska, Anchorage",2,111,"['5,186', '']","['7,339', '']","['5,735', '']","['5,286', '']","['417', '']","['3,254', '']","['1,615', '']","['0', '']"
10132,r113,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,112,"['5,618', '']","['5,603', '']","['5,468', '']","['5,246', '']","['0', '']","['4,372', '']","['0', '']","['874', '']"
10132,r114,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,113,"['10,049', '']","['9,625', '']","['3,965', '']","['5,177', '']","['0', '']","['4,292', '']","['0', '']","['885', '']"
10132,r115,All institutions -> Naval Postgraduate School,All institutions,Naval Postgraduate School,2,114,"['6,339', '']","['6,566', '']","['6,591', '']","['5,148', '']","['1,566', '']","['195', '']","['2,553', '']","['834', '']"
10132,r116,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,115,"['4,603', '']","['4,039', '']","['4,044', '']","['5,122', '']","['0', '']","['1,168', '']","['3,954', '']","['0', '']"
10132,r117,All institutions -> San Francisco State U.,All institutions,San Francisco State U.,2,116,"['4,297', '']","['3,759', 'i']","['3,975', '']","['4,988', '']","['298', '']","['519', '']","['3,849', '']","['322', '']"
10132,r118,All institutions -> Tulane U.,All institutions,Tulane U.,2,117,"['4,317', '']","['4,825', '']","['4,217', '']","['4,967', '']","['0', '']","['4,967', '']","['0', '']","['0', '']"
10132,r119,All institutions -> Southern Methodist U.,All institutions,Southern Methodist U.,2,118,"['6,954', '']","['6,100', '']","['5,367', '']","['4,956', '']","['0', '']","['4,956', '']","['0', '']","['0', '']"
10132,r120,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,119,"['3,917', '']","['4,538', '']","['5,650', '']","['4,897', '']","['0', '']","['4,897', '']","['0', '']","['0', '']"
10132,r121,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,120,"['3,533', '']","['3,739', '']","['4,912', '']","['4,848', '']","['0', '']","['4,848', '']","['0', '']","['0', '']"
10132,r122,All institutions -> U. South Alabama,All institutions,U. South Alabama,2,121,"['4,222', '']","['5,011', '']","['4,466', '']","['4,841', '']","['0', '']","['217', '']","['4,624', '']","['0', '']"
10132,r123,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,122,"['3,908', '']","['5,381', '']","['5,067', '']","['4,830', '']","['189', '']","['1,861', '']","['0', '']","['2,780', '']"
10132,r124,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,123,"['2,690', '']","['3,460', '']","['4,008', '']","['4,791', '']","['72', '']","['3,170', '']","['92', '']","['1,457', '']"
10132,r125,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,124,"['1,178', '']","['2,354', '']","['3,429', '']","['4,787', '']","['0', '']","['2,576', '']","['129', '']","['2,082', '']"
10132,r126,All institutions -> East Carolina U.,All institutions,East Carolina U.,2,125,"['3,684', '']","['4,586', '']","['4,564', '']","['4,751', '']","['0', '']","['907', '']","['3,844', '']","['0', '']"
10132,r127,All institutions -> Rice U.,All institutions,Rice U.,2,126,"['4,341', '']","['5,152', '']","['4,786', '']","['4,738', '']","['0', '']","['4,738', '']","['0', '']","['0', '']"
10132,r128,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,127,"['4,185', '']","['3,068', '']","['3,534', '']","['4,652', '']","['149', '']","['4,480', '']","['0', '']","['23', '']"
