table_id,row_id,_b_citizenship_ethnicity_and_race_b_full_path,_b_citizenship_ethnicity_and_race_b_level_1,_b_citizenship_ethnicity_and_race_b_level_2,_b_citizenship_ethnicity_and_race_b_level_3,_b_citizenship_ethnicity_and_race_b_level_4,_b_citizenship_ethnicity_and_race_b_level_5,_b_citizenship_ethnicity_and_race_b_hierarchy_depth,field_part_time_total,field_part_time_male,field_part_time_female,field_full_time_total,field_full_time_male,field_full_time_female,field_full_time_first_time_total,field_full_time_first_time_male,field_full_time_first_time_female
8270,r022,"Doctoral students, number imputed<sup>b</sup> -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander","Doctoral students, number imputed<sup>b</sup>",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,5,8,6,2,8,3,5,1,0,1
8270,r023,"Doctoral students, number imputed<sup>b</sup> -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White","Doctoral students, number imputed<sup>b</sup>",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,5,368,187,177,3300,2128,2075,675,350,431
8270,r024,"Doctoral students, number imputed<sup>b</sup> -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race","Doctoral students, number imputed<sup>b</sup>",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,5,15,4,11,114,56,68,38,8,34
8270,r025,"Doctoral students, number imputed<sup>b</sup> -> All doctoral students -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race","Doctoral students, number imputed<sup>b</sup>",All doctoral students,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,4,53,19,35,272,144,147,50,23,32
8270,r026,"Doctoral students, number imputed<sup>b</sup> -> All doctoral students -> Temporary visa holders","Doctoral students, number imputed<sup>b</sup>",All doctoral students,Temporary visa holders,,,3,200,115,75,2944,2128,1515,488,388,180
8270,r027,"Master's students, imputation rate (%)","Master's students, imputation rate (%)",,,,,1,,,,,,,,,
8270,r028,"Master's students, imputation rate (%) -> All master's students","Master's students, imputation rate (%)",All master's students,,,,2,1.1,1.6,2.8,1.2,2.2,2.8,1.5,2.2,3.0
8270,r029,"Master's students, imputation rate (%) -> All master's students -> U.S. citizens and permanent residents<sup>a</sup>","Master's students, imputation rate (%)",All master's students,U.S. citizens and permanent residents<sup>a</sup>,,,3,,,,,,,,,
8270,r030,"Master's students, imputation rate (%) -> All master's students -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino","Master's students, imputation rate (%)",All master's students,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,4,3.1,3.0,5.5,3.8,3.4,5.1,3.1,3.3,4.3
8270,r031,"Master's students, imputation rate (%) -> All master's students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino","Master's students, imputation rate (%)",All master's students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,4,,,,,,,,,
8270,r032,"Master's students, imputation rate (%) -> All master's students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native","Master's students, imputation rate (%)",All master's students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,5,4.4,5.5,3.6,7.1,6.0,8.6,8.6,5.6,11.8
8270,r033,"Master's students, imputation rate (%) -> All master's students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian","Master's students, imputation rate (%)",All master's students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,5,2.6,2.2,3.2,2.2,1.8,3.0,1.8,1.7,2.7
8270,r034,"Master's students, imputation rate (%) -> All master's students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American","Master's students, imputation rate (%)",All master's students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,5,3.3,2.8,4.3,3.9,4.0,4.3,3.4,3.8,3.9
8270,r035,"Master's students, imputation rate (%) -> All master's students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander","Master's students, imputation rate (%)",All master's students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,5,2.9,2.1,3.6,5.0,6.1,4.3,3.3,3.3,3.4
8270,r036,"Master's students, imputation rate (%) -> All master's students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White","Master's students, imputation rate (%)",All master's students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,5,2.2,2.0,4.3,3.3,3.3,5.3,3.4,3.2,5.0
8270,r037,"Master's students, imputation rate (%) -> All master's students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race","Master's students, imputation rate (%)",All master's students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,5,1.8,1.5,2.2,2.6,2.4,3.2,2.2,2.5,2.9
8270,r038,"Master's students, imputation rate (%) -> All master's students -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race","Master's students, imputation rate (%)",All master's students,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,4,3.1,2.9,5.9,3.2,2.3,4.5,4.2,2.9,5.5
8270,r039,"Master's students, imputation rate (%) -> Temporary visa holders","Master's students, imputation rate (%)",Temporary visa holders,,,,2,4.1,4.1,5.1,1.7,1.6,2.3,1.1,1.4,1.2
8270,r040,"Master's students, number imputed<sup>b</sup>","Master's students, number imputed<sup>b</sup>",,,,,1,,,,,,,,,
8270,r041,"Master's students, number imputed<sup>b</sup> -> All master's students","Master's students, number imputed<sup>b</sup>",All master's students,,,,2,1895,1416,2515,3539,2930,4289,2281,1567,2196
8270,r042,"Master's students, number imputed<sup>b</sup> -> All master's students -> U.S. citizens and permanent residents<sup>a</sup>","Master's students, number imputed<sup>b</sup>",All master's students,U.S. citizens and permanent residents<sup>a</sup>,,,3,,,,,,,,,
8270,r043,"Master's students, number imputed<sup>b</sup> -> All master's students -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino","Master's students, number imputed<sup>b</sup>",All master's students,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,4,684,299,644,1028,324,885,380,145,332
8270,r044,"Master's students, number imputed<sup>b</sup> -> All master's students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino","Master's students, number imputed<sup>b</sup>",All master's students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,4,,,,,,,,,
8270,r045,"Master's students, number imputed<sup>b</sup> -> All master's students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native","Master's students, number imputed<sup>b</sup>",All master's students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,5,27,15,12,53,16,41,29,7,25
8270,r046,"Master's students, number imputed<sup>b</sup> -> All master's students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian","Master's students, number imputed<sup>b</sup>",All master's students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,5,495,232,269,477,172,353,203,89,163
8270,r047,"Master's students, number imputed<sup>b</sup> -> All master's students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American","Master's students, number imputed<sup>b</sup>",All master's students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,5,532,183,410,666,210,504,258,90,203
8270,r048,"Master's students, number imputed<sup>b</sup> -> All master's students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander","Master's students, number imputed<sup>b</sup>",All master's students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,5,8,3,5,16,8,8,5,2,3
8270,r049,"Master's students, number imputed<sup>b</sup> -> All master's students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White","Master's students, number imputed<sup>b</sup>",All master's students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,5,1868,890,1840,3272,1272,3103,1496,573,1327
8270,r050,"Master's students, number imputed<sup>b</sup> -> All master's students -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race","Master's students, number imputed<sup>b</sup>",All master's students,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,5,96,38,62,181,65,136,71,34,56
8270,r051,"Master's students, number imputed<sup>b</sup> -> All master's students -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race","Master's students, number imputed<sup>b</sup>",All master's students,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,4,277,122,271,239,71,199,135,41,100
8270,r052,"Master's students, number imputed<sup>b</sup> -> All master's students -> Temporary visa holders","Master's students, number imputed<sup>b</sup>",All master's students,Temporary visa holders,,,3,862,507,424,1845,1084,987,704,562,300
