table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_nasa_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
8009,r014,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,13,"['26,042', '']","['0', '']","['19,942', '']","['319', '']","['0', '']","['2,887', '']","['0', '']","['287', '']","['0', '']","['2,607', '']","['0', '']"
8009,r015,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,14,"['25,359', '']","['722', '']","['10,562', '']","['0', '']","['0', '']","['13,216', '']","['47', '']","['0', '']","['0', '']","['769', '']","['43', '']"
8009,r016,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,15,"['24,077', '']","['0', '']","['23,501', '']","['185', '']","['0', '']","['105', '']","['0', '']","['0', '']","['0', '']","['135', '']","['151', '']"
8009,r017,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,16,"['21,739', '']","['48', '']","['17,549', '']","['165', '']","['0', '']","['3,781', '']","['0', '']","['0', '']","['0', '']","['196', '']","['0', '']"
8009,r018,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,17,"['20,968', '']","['64', '']","['13,019', '']","['563', '']","['0', '']","['4,808', '']","['0', '']","['0', '']","['0', '']","['2,514', '']","['0', '']"
8009,r019,All institutions -> U. Iowa,All institutions,U. Iowa,2,18,"['20,876', '']","['0', '']","['20', '']","['0', '']","['0', '']","['19,829', '']","['0', '']","['25', '']","['0', '']","['971', '']","['31', '']"
8009,r020,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,19,"['20,873', '']","['23', '']","['8,635', '']","['1,950', '']","['0', '']","['3,409', '']","['0', '']","['0', '']","['0', '']","['6,742', '']","['114', '']"
8009,r021,All institutions -> San Jose State U.,All institutions,San Jose State U.,2,20,"['20,113', '']","['0', '']","['1,723', '']","['0', '']","['0', '']","['366', '']","['17,958', '']","['0', '']","['0', '']","['66', '']","['0', '']"
8009,r022,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,21,"['19,759', '']","['0', '']","['0', '']","['19,759', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8009,r023,All institutions -> Stanford U.,All institutions,Stanford U.,2,22,"['18,233', '']","['0', '']","['1,774', '']","['757', '']","['0', '']","['10,921', '']","['0', '']","['208', '']","['0', '']","['3,761', '']","['812', '']"
8009,r024,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,23,"['15,518', '']","['14', '']","['3,001', '']","['151', '']","['33', '']","['9,803', '']","['0', '']","['0', '']","['0', '']","['2,495', '']","['21', '']"
8009,r025,All institutions -> Princeton U.,All institutions,Princeton U.,2,24,"['14,005', '']","['0', '']","['802', '']","['0', '']","['0', '']","['12,224', '']","['0', '']","['0', '']","['0', '']","['979', '']","['0', '']"
8009,r026,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,25,"['13,954', '']","['472', '']","['2,372', '']","['293', '']","['80', '']","['2,736', '']","['0', '']","['0', '']","['0', '']","['8,001', '']","['0', '']"
8009,r027,All institutions -> Catholic U. of America,All institutions,Catholic U. of America,2,26,"['13,378', '']","['0', '']","['0', '']","['0', '']","['0', '']","['12,732', '']","['0', '']","['0', '']","['0', '']","['646', '']","['0', '']"
8009,r028,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,27,"['12,115', '']","['195', '']","['2,013', '']","['172', '']","['0', '']","['856', '']","['0', '']","['0', '']","['0', '']","['8,869', '']","['10', '']"
8009,r029,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,28,"['12,063', '']","['224', '']","['2,973', '']","['522', '']","['44', '']","['3,692', '']","['0', '']","['0', '']","['0', '']","['4,523', '']","['85', '']"
8009,r030,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,29,"['11,971', '']","['74', '']","['6,690', '']","['193', '']","['0', '']","['4,631', '']","['0', '']","['0', '']","['0', '']","['383', '']","['0', '']"
8009,r031,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,30,"['11,307', '']","['603', '']","['5,193', '']","['2,841', '']","['0', '']","['1,758', '']","['0', '']","['34', '']","['34', '']","['844', '']","['0', '']"
8009,r032,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,31,"['10,171', '']","['153', '']","['6,062', '']","['559', '']","['0', '']","['1,858', '']","['0', '']","['0', '']","['0', '']","['1,539', '']","['0', '']"
8009,r033,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,32,"['10,081', '']","['14', '']","['1,211', '']","['547', '']","['0', '']","['2,063', '']","['0', '']","['11', '']","['0', '']","['6,216', '']","['19', '']"
8009,r034,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,33,"['9,847', '']","['0', '']","['0', '']","['0', '']","['0', '']","['227', '']","['0', '']","['0', '']","['0', '']","['9,620', '']","['0', '']"
8009,r035,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,34,"['9,402', '']","['880', '']","['0', '']","['33', '']","['0', '']","['2,387', '']","['0', '']","['0', '']","['0', '']","['6,053', '']","['49', '']"
8009,r036,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,35,"['9,126', '']","['19', '']","['2,390', '']","['1,208', '']","['37', '']","['766', '']","['0', '']","['0', '']","['0', '']","['4,706', '']","['0', '']"
8009,r037,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,36,"['8,814', '']","['0', '']","['4,103', '']","['0', '']","['0', '']","['3,956', '']","['0', '']","['0', '']","['0', '']","['755', '']","['0', '']"
8009,r038,All institutions -> U. Florida,All institutions,U. Florida,2,37,"['8,687', '']","['4', '']","['479', '']","['2,266', '']","['0', '']","['1,134', '']","['0', '']","['44', '']","['0', '']","['4,754', '']","['6', '']"
8009,r039,All institutions -> Harvard U.,All institutions,Harvard U.,2,38,"['8,549', '']","['17', '']","['4,437', '']","['515', '']","['0', '']","['2,629', '']","['0', '']","['172', '']","['0', '']","['779', '']","['0', '']"
8009,r040,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,39,"['8,438', '']","['0', '']","['1,181', '']","['242', '']","['13', '']","['2,216', '']","['0', '']","['26', '']","['86', '']","['4,673', '']","['1', '']"
8009,r041,All institutions -> Boston U.,All institutions,Boston U.,2,40,"['8,154', '']","['0', '']","['3,235', '']","['58', '']","['0', '']","['3,255', '']","['0', '']","['0', '']","['0', '']","['1,282', '']","['324', '']"
8009,r042,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,41,"['7,984', '']","['0', '']","['4,088', '']","['2,207', '']","['0', '']","['0', '']","['0', '']","['0', '']","['30', '']","['1,659', '']","['0', '']"
8009,r043,All institutions -> George Mason U.,All institutions,George Mason U.,2,42,"['7,646', '']","['130', '']","['6,590', '']","['0', '']","['0', '']","['522', '']","['0', '']","['0', '']","['0', '']","['333', '']","['71', '']"
8009,r044,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,43,"['7,611', '']","['0', '']","['332', '']","['1,612', '']","['0', '']","['4,099', '']","['0', '']","['25', '']","['0', '']","['1,543', '']","['0', '']"
8009,r045,All institutions -> Cornell U.,All institutions,Cornell U.,2,44,"['7,536', '']","['0', '']","['719', '']","['526', '']","['0', '']","['4,619', '']","['0', '']","['0', '']","['0', '']","['1,672', '']","['0', '']"
8009,r046,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,45,"['7,249', '']","['0', '']","['6,856', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['393', '']","['0', '']"
8009,r047,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,46,"['7,188', '']","['0', '']","['300', '']","['766', '']","['0', '']","['4,035', '']","['0', '']","['10', '']","['770', '']","['1,192', '']","['115', '']"
8009,r048,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,47,"['6,740', '']","['0', '']","['3,600', '']","['1,526', '']","['0', '']","['947', '']","['0', '']","['0', '']","['0', '']","['667', '']","['0', '']"
8009,r049,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,48,"['6,492', '']","['9', '']","['32', '']","['130', '']","['0', '']","['1,258', '']","['0', '']","['0', '']","['0', '']","['5,063', '']","['0', '']"
8009,r050,All institutions -> U. Chicago,All institutions,U. Chicago,2,49,"['6,313', '']","['29', '']","['2,331', '']","['0', '']","['0', '']","['3,942', '']","['0', '']","['0', '']","['0', '']","['11', '']","['0', '']"
8009,r051,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,50,"['6,056', '']","['33', '']","['2,811', '']","['2,154', '']","['0', '']","['293', '']","['199', '']","['0', '']","['91', '']","['475', '']","['0', '']"
8009,r052,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,51,"['5,881', '']","['0', '']","['2,778', '']","['403', '']","['0', '']","['1,000', '']","['0', '']","['1,064', '']","['0', '']","['636', '']","['0', '']"
8009,r053,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,52,"['5,568', '']","['0', '']","['157', '']","['630', '']","['0', '']","['956', '']","['0', '']","['0', '']","['0', '']","['3,825', '']","['0', '']"
8009,r054,All institutions -> U. Toledo,All institutions,U. Toledo,2,53,"['4,620', '']","['0', '']","['1,468', '']","['0', '']","['0', '']","['580', '']","['0', '']","['0', '']","['0', '']","['2,572', '']","['0', '']"
8009,r055,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,54,"['4,581', '']","['0', '']","['270', '']","['315', '']","['42', '']","['230', '']","['0', '']","['0', '']","['0', '']","['3,724', '']","['0', '']"
8009,r056,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,55,"['4,560', '']","['0', '']","['120', '']","['552', '']","['0', '']","['3,042', '']","['0', '']","['122', '']","['3', '']","['721', '']","['0', '']"
8009,r057,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,56,"['4,344', '']","['0', '']","['1,280', '']","['0', '']","['0', '']","['40', '']","['0', '']","['2', '']","['0', '']","['3,022', '']","['0', '']"
8009,r058,All institutions -> U. Delaware,All institutions,U. Delaware,2,57,"['4,314', '']","['23', '']","['330', '']","['211', '']","['0', '']","['2,031', '']","['0', '']","['0', '']","['0', '']","['1,719', '']","['0', '']"
8009,r059,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,58,"['4,250', '']","['0', '']","['177', '']","['2,061', '']","['0', '']","['1,651', '']","['0', '']","['0', '']","['0', '']","['361', '']","['0', '']"
8009,r060,All institutions -> Hampton U.,All institutions,Hampton U.,2,59,"['4,115', '']","['0', '']","['1,697', '']","['0', '']","['0', '']","['2,418', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8009,r061,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,60,"['4,060', '']","['448', '']","['586', '']","['299', '']","['0', '']","['1,641', '']","['0', '']","['0', '']","['0', '']","['1,086', '']","['0', '']"
8009,r062,All institutions -> Texas State U.,All institutions,Texas State U.,2,61,"['4,032', '']","['0', '']","['296', '']","['310', '']","['0', '']","['247', '']","['0', '']","['0', '']","['0', '']","['395', '']","['2,784', '']"
8009,r063,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,62,"['3,977', '']","['0', '']","['798', '']","['479', '']","['0', '']","['2,570', '']","['0', '']","['0', '']","['130', '']","['0', '']","['0', '']"
8009,r064,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,63,"['3,974', '']","['0', '']","['458', '']","['0', '']","['0', '']","['2,228', '']","['0', '']","['0', '']","['0', '']","['1,237', '']","['51', '']"
8009,r065,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,64,"['3,963', '']","['0', '']","['618', '']","['723', '']","['35', '']","['398', '']","['0', '']","['1,655', '']","['0', '']","['534', '']","['0', '']"
8009,r066,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,65,"['3,948', '']","['0', '']","['392', '']","['2', '']","['0', '']","['814', '']","['0', '']","['0', '']","['0', '']","['2,740', '']","['0', '']"
8009,r067,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,66,"['3,942', '']","['2,051', '']","['0', '']","['0', '']","['0', '']","['327', '']","['0', '']","['0', '']","['0', '']","['1,564', '']","['0', '']"
8009,r068,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,67,"['3,878', '']","['179', '']","['80', '']","['0', '']","['0', '']","['853', '']","['0', '']","['0', '']","['0', '']","['2,766', '']","['0', '']"
8009,r069,All institutions -> Rice U.,All institutions,Rice U.,2,68,"['3,817', '']","['150', '']","['935', '']","['49', '']","['44', '']","['1,385', '']","['151', '']","['0', '']","['0', '']","['1,038', '']","['65', '']"
8009,r070,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,69,"['3,707', '']","['0', '']","['2,311', '']","['678', '']","['0', '']","['285', '']","['0', '']","['0', '']","['67', '']","['319', '']","['47', '']"
8009,r071,All institutions -> Brown U.,All institutions,Brown U.,2,70,"['3,692', '']","['28', '']","['2,366', '']","['0', '']","['0', '']","['1,262', '']","['0', '']","['0', '']","['0', '']","['36', '']","['0', '']"
8009,r072,All institutions -> U. Utah,All institutions,U. Utah,2,71,"['3,666', '']","['374', '']","['1,396', '']","['160', '']","['0', '']","['461', '']","['0', '']","['0', '']","['0', '']","['671', '']","['604', '']"
8009,r073,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,72,"['3,638', '']","['0', '']","['1,061', '']","['41', '']","['0', '']","['2,534', '']","['0', '']","['0', '']","['0', '']","['2', '']","['0', '']"
8009,r074,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,73,"['3,625', '']","['30', '']","['717', '']","['234', '']","['0', '']","['1,415', '']","['0', '']","['31', '']","['0', '']","['219', '']","['979', '']"
8009,r075,All institutions -> Yale U.,All institutions,Yale U.,2,74,"['3,577', '']","['0', '']","['762', '']","['1,170', '']","['10', '']","['967', '']","['0', '']","['0', '']","['0', '']","['668', '']","['0', '']"
8009,r076,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,75,"['3,469', '']","['0', '']","['1,207', '']","['116', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['2,145', '']","['0', '']"
8009,r077,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,76,"['3,426', '']","['0', '']","['1,328', '']","['557', '']","['0', '']","['787', '']","['0', '']","['0', '']","['0', '']","['754', '']","['0', '']"
8009,r078,All institutions -> Morgan State U.,All institutions,Morgan State U.,2,77,"['3,395', '']","['0', '']","['3,199', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['196', '']","['0', '']"
8009,r079,All institutions -> U. Southern California,All institutions,U. Southern California,2,78,"['3,338', '']","['402', '']","['343', '']","['457', '']","['8', '']","['472', '']","['0', '']","['0', '']","['0', '']","['1,656', '']","['0', '']"
8009,r080,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,79,"['3,213', '']","['0', '']","['215', '']","['520', '']","['0', '']","['1,174', '']","['0', '']","['0', '']","['0', '']","['1,042', '']","['262', '']"
8009,r081,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,80,"['3,206', '']","['387', '']","['182', '']","['160', '']","['0', '']","['1,153', '']","['0', '']","['0', '']","['0', '']","['1,324', '']","['0', '']"
8009,r082,All institutions -> Florida State U.,All institutions,Florida State U.,2,81,"['3,188', '']","['15', '']","['1,383', '']","['342', '']","['8', '']","['552', '']","['0', '']","['0', '']","['0', '']","['888', '']","['0', '']"
8009,r083,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,82,"['3,040', '']","['88', '']","['66', '']","['432', '']","['1', '']","['371', '']","['0', '']","['0', '']","['0', '']","['2,074', '']","['8', '']"
8009,r084,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,83,"['2,994', '']","['102', '']","['921', '']","['0', '']","['0', '']","['367', '']","['0', '']","['0', '']","['0', '']","['1,604', '']","['0', '']"
8009,r085,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,84,"['2,950', '']","['0', '']","['0', '']","['8', '']","['421', '']","['2,514', '']","['0', '']","['0', '']","['0', '']","['7', '']","['0', '']"
8009,r086,All institutions -> U. Houston,All institutions,U. Houston,2,85,"['2,935', '']","['33', '']","['639', '']","['341', '']","['0', '']","['169', '']","['13', '']","['0', '']","['0', '']","['1,740', '']","['0', '']"
8009,r087,All institutions -> American U.,All institutions,American U.,2,86,"['2,927', '']","['0', '']","['63', '']","['0', '']","['0', '']","['2,864', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8009,r088,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,87,"['2,866', '']","['0', '']","['233', '']","['553', '']","['0', '']","['266', '']","['0', '']","['0', '']","['0', '']","['981', '']","['833', '']"
8009,r089,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,88,"['2,812', '']","['0', '']","['1,965', '']","['0', '']","['0', '']","['224', '']","['0', '']","['0', '']","['0', '']","['623', '']","['0', '']"
8009,r090,All institutions -> U. Miami,All institutions,U. Miami,2,88,"['2,812', '']","['0', '']","['2,076', '']","['105', '']","['0', '']","['568', '']","['0', '']","['0', '']","['0', '']","['63', '']","['0', '']"
8009,r091,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,90,"['2,743', '']","['0', '']","['0', '']","['2,698', '']","['0', '']","['45', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8009,r092,All institutions -> U. South Florida<sup>c</sup>,All institutions,U. South Florida<sup>c</sup>,2,91,"['2,721', '']","['0', '']","['2,484', '']","['0', '']","['0', '']","['21', '']","['0', '']","['0', '']","['0', '']","['216', '']","['0', '']"
8009,r093,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,92,"['2,699', '']","['349', '']","['164', '']","['53', '']","['0', '']","['2', '']","['0', '']","['0', '']","['286', '']","['1,845', '']","['0', '']"
8009,r094,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,93,"['2,639', '']","['76', '']","['1,171', '']","['109', '']","['0', '']","['289', '']","['0', '']","['0', '']","['0', '']","['994', '']","['0', '']"
8009,r095,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,94,"['2,550', '']","['265', '']","['500', '']","['113', '']","['0', '']","['357', '']","['0', '']","['0', '']","['0', '']","['1,315', '']","['0', '']"
8009,r096,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,95,"['2,513', '']","['0', '']","['0', '']","['0', '']","['85', '']","['2,312', '']","['0', '']","['0', '']","['0', '']","['116', '']","['0', '']"
8009,r097,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,96,"['2,483', '']","['35', '']","['775', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,673', '']","['0', '']"
8009,r098,All institutions -> Duke U.,All institutions,Duke U.,2,97,"['2,454', '']","['0', '']","['318', '']","['1,422', '']","['17', '']","['214', '']","['0', '']","['0', '']","['0', '']","['483', '']","['0', '']"
8009,r099,All institutions -> U. Kansas,All institutions,U. Kansas,2,98,"['2,395', '']","['0', '']","['181', '']","['88', '']","['0', '']","['781', '']","['0', '']","['0', '']","['0', '']","['1,345', '']","['0', '']"
8009,r100,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,99,"['2,346', '']","['311', '']","['268', '']","['82', '']","['0', '']","['609', '']","['0', '']","['0', '']","['0', '']","['1,076', '']","['0', '']"
8009,r101,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,100,"['2,341', '']","['1', '']","['1,144', '']","['0', '']","['0', '']","['1,056', '']","['0', '']","['23', '']","['0', '']","['117', '']","['0', '']"
8009,r102,All institutions -> U. Idaho,All institutions,U. Idaho,2,101,"['2,339', '']","['0', '']","['222', '']","['184', '']","['0', '']","['544', '']","['0', '']","['152', '']","['0', '']","['1,237', '']","['0', '']"
8009,r103,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,102,"['2,327', '']","['0', '']","['150', '']","['0', '']","['0', '']","['409', '']","['0', '']","['0', '']","['0', '']","['1,768', '']","['0', '']"
8009,r104,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,103,"['2,254', '']","['0', '']","['0', '']","['0', '']","['55', '']","['2,175', '']","['0', '']","['0', '']","['0', '']","['24', '']","['0', '']"
8009,r105,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,104,"['2,234', '']","['0', '']","['499', '']","['614', '']","['0', '']","['270', '']","['25', '']","['0', '']","['0', '']","['826', '']","['0', '']"
8009,r106,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,105,"['2,201', '']","['0', '']","['1,059', '']","['170', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['972', '']","['0', '']"
8009,r107,"All institutions -> U. Puerto Rico, Rio Piedras",All institutions,"U. Puerto Rico, Rio Piedras",2,106,"['2,155', '']","['0', '']","['163', '']","['0', '']","['0', '']","['1,992', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8009,r108,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,107,"['2,095', '']","['33', '']","['631', '']","['265', '']","['0', '']","['631', '']","['0', '']","['0', '']","['0', '']","['535', '']","['0', '']"
8009,r109,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,108,"['2,027', '']","['0', '']","['1', '']","['110', '']","['0', '']","['188', '']","['0', '']","['0', '']","['0', '']","['1,725', '']","['3', '']"
8009,r110,All institutions -> Florida International U.,All institutions,Florida International U.,2,109,"['2,012', '']","['0', '']","['504', '']","['83', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,425', '']","['0', '']"
8009,r111,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,110,"['2,003', '']","['0', '']","['0', '']","['2,003', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
8009,r112,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,111,"['1,957', '']","['0', '']","['249', '']","['0', '']","['0', '']","['1,495', '']","['0', '']","['0', '']","['0', '']","['213', '']","['0', '']"
8009,r113,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,112,"['1,951', '']","['0', '']","['467', '']","['165', '']","['0', '']","['534', '']","['0', '']","['0', '']","['0', '']","['785', '']","['0', '']"
8009,r114,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,113,"['1,939', '']","['0', '']","['1,214', '']","['0', '']","['0', '']","['698', '']","['0', '']","['0', '']","['0', '']","['27', '']","['0', '']"
8009,r115,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,114,"['1,897', '']","['13', '']","['185', '']","['0', '']","['0', '']","['408', '']","['0', '']","['0', '']","['0', '']","['1,291', '']","['0', '']"
8009,r116,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,115,"['1,868', '']","['0', '']","['1,186', '']","['279', '']","['0', '']","['159', '']","['0', '']","['104', '']","['0', '']","['140', '']","['0', '']"
