table_id,row_id,time_period,_b_all_full_time_graduate_students_b_level_1,_b_all_full_time_graduate_students_b_level_2,_b_all_full_time_graduate_students_b_level_3,_b_all_full_time_graduate_students_b_hierarchy_depth,value
10664,r315,2008,Full-time doctoral students,First time,Percent,3,na
10664,r316,2009,All full-time graduate students,Total,,2,456115
10664,r317,2009,All full-time graduate students,First time,Number,3,134756
10664,r318,2009,All full-time graduate students,First time,Percent,3,29.5
10664,r319,2009,Full-time master's students,Total,,2,na
10664,r320,2009,Full-time master's students,First time,Number,3,na
10664,r321,2009,Full-time master's students,First time,Percent,3,na
10664,r322,2009,Full-time doctoral students,Total,,2,na
10664,r323,2009,Full-time doctoral students,First time,Number,3,na
10664,r324,2009,Full-time doctoral students,First time,Percent,3,na
10664,r325,2010,All full-time graduate students,Total,,2,461185
10664,r326,2010,All full-time graduate students,First time,Number,3,136487
10664,r327,2010,All full-time graduate students,First time,Percent,3,29.6
10664,r328,2010,Full-time master's students,Total,,2,na
10664,r329,2010,Full-time master's students,First time,Number,3,na
10664,r330,2010,Full-time master's students,First time,Percent,3,na
10664,r331,2010,Full-time doctoral students,Total,,2,na
10664,r332,2010,Full-time doctoral students,First time,Number,3,na
10664,r333,2010,Full-time doctoral students,First time,Percent,3,na
10664,r334,2011,All full-time graduate students,Total,,2,457292
10664,r335,2011,All full-time graduate students,First time,Number,3,136610
10664,r336,2011,All full-time graduate students,First time,Percent,3,29.9
10664,r337,2011,Full-time master's students,Total,,2,na
10664,r338,2011,Full-time master's students,First time,Number,3,na
10664,r339,2011,Full-time master's students,First time,Percent,3,na
10664,r340,2011,Full-time doctoral students,Total,,2,na
10664,r341,2011,Full-time doctoral students,First time,Number,3,na
10664,r342,2011,Full-time doctoral students,First time,Percent,3,na
10664,r343,2012,All full-time graduate students,Total,,2,459498
10664,r344,2012,All full-time graduate students,First time,Number,3,137767
10664,r345,2012,All full-time graduate students,First time,Percent,3,30.0
10664,r346,2012,Full-time master's students,Total,,2,na
10664,r347,2012,Full-time master's students,First time,Number,3,na
10664,r348,2012,Full-time master's students,First time,Percent,3,na
10664,r349,2012,Full-time doctoral students,Total,,2,na
10664,r350,2012,Full-time doctoral students,First time,Number,3,na
10664,r351,2012,Full-time doctoral students,First time,Percent,3,na
10664,r352,2013,All full-time graduate students,Total,,2,468953
10664,r353,2013,All full-time graduate students,First time,Number,3,143326
10664,r354,2013,All full-time graduate students,First time,Percent,3,30.6
10664,r355,2013,Full-time master's students,Total,,2,na
10664,r356,2013,Full-time master's students,First time,Number,3,na
10664,r357,2013,Full-time master's students,First time,Percent,3,na
10664,r358,2013,Full-time doctoral students,Total,,2,na
10664,r359,2013,Full-time doctoral students,First time,Number,3,na
10664,r360,2013,Full-time doctoral students,First time,Percent,3,na
10664,r361,2014old<sup>c</sup>,All full-time graduate students,Total,,2,484880
10664,r362,2014old<sup>c</sup>,All full-time graduate students,First time,Number,3,150653
10664,r363,2014old<sup>c</sup>,All full-time graduate students,First time,Percent,3,31.1
10664,r364,2014old<sup>c</sup>,Full-time master's students,Total,,2,na
10664,r365,2014old<sup>c</sup>,Full-time master's students,First time,Number,3,na
10664,r366,2014old<sup>c</sup>,Full-time master's students,First time,Percent,3,na
10664,r367,2014old<sup>c</sup>,Full-time doctoral students,Total,,2,na
10664,r368,2014old<sup>c</sup>,Full-time doctoral students,First time,Number,3,na
10664,r369,2014old<sup>c</sup>,Full-time doctoral students,First time,Percent,3,na
10664,r370,2014new<sup>c</sup>,All full-time graduate students,Total,,2,492170
10664,r371,2014new<sup>c</sup>,All full-time graduate students,First time,Number,3,154219
10664,r372,2014new<sup>c</sup>,All full-time graduate students,First time,Percent,3,31.3
10664,r373,2014new<sup>c</sup>,Full-time master's students,Total,,2,na
10664,r374,2014new<sup>c</sup>,Full-time master's students,First time,Number,3,na
10664,r375,2014new<sup>c</sup>,Full-time master's students,First time,Percent,3,na
10664,r376,2014new<sup>c</sup>,Full-time doctoral students,Total,,2,na
10664,r377,2014new<sup>c</sup>,Full-time doctoral students,First time,Number,3,na
10664,r378,2014new<sup>c</sup>,Full-time doctoral students,First time,Percent,3,na
10664,r379,2015,All full-time graduate students,Total,,2,506262
10664,r380,2015,All full-time graduate students,First time,Number,3,161640
10664,r381,2015,All full-time graduate students,First time,Percent,3,31.9
10664,r382,2015,Full-time master's students,Total,,2,na
10664,r383,2015,Full-time master's students,First time,Number,3,na
10664,r384,2015,Full-time master's students,First time,Percent,3,na
10664,r385,2015,Full-time doctoral students,Total,,2,na
10664,r386,2015,Full-time doctoral students,First time,Number,3,na
10664,r387,2015,Full-time doctoral students,First time,Percent,3,na
10664,r388,2016,All full-time graduate students,Total,,2,508773
10664,r389,2016,All full-time graduate students,First time,Number,3,161824
10664,r390,2016,All full-time graduate students,First time,Percent,3,31.8
10664,r391,2016,Full-time master's students,Total,,2,na
10664,r392,2016,Full-time master's students,First time,Number,3,na
10664,r393,2016,Full-time master's students,First time,Percent,3,na
10664,r394,2016,Full-time doctoral students,Total,,2,na
10664,r395,2016,Full-time doctoral students,First time,Number,3,na
10664,r396,2016,Full-time doctoral students,First time,Percent,3,na
10664,r397,2017old<sup>d</sup>,All full-time graduate students,Total,,2,498619
10664,r398,2017old<sup>d</sup>,All full-time graduate students,First time,Number,3,162805
10664,r399,2017old<sup>d</sup>,All full-time graduate students,First time,Percent,3,32.7
10664,r400,2017old<sup>d</sup>,Full-time master's students,Total,,2,na
10664,r401,2017old<sup>d</sup>,Full-time master's students,First time,Number,3,na
10664,r402,2017old<sup>d</sup>,Full-time master's students,First time,Percent,3,na
10664,r403,2017old<sup>d</sup>,Full-time doctoral students,Total,,2,na
10664,r404,2017old<sup>d</sup>,Full-time doctoral students,First time,Number,3,na
10664,r405,2017old<sup>d</sup>,Full-time doctoral students,First time,Percent,3,na
10664,r406,2017new<sup>d</sup>,All full-time graduate students,Total,,2,480788
10664,r407,2017new<sup>d</sup>,All full-time graduate students,First time,Number,3,156157
10664,r408,2017new<sup>d</sup>,All full-time graduate students,First time,Percent,3,32.5
10664,r409,2017new<sup>d</sup>,Full-time master's students,Total,,2,245010
10664,r410,2017new<sup>d</sup>,Full-time master's students,First time,Number,3,110980
10664,r411,2017new<sup>d</sup>,Full-time master's students,First time,Percent,3,45.3
10664,r412,2017new<sup>d</sup>,Full-time doctoral students,Total,,2,235778
10664,r413,2017new<sup>d</sup>,Full-time doctoral students,First time,Number,3,45177
10664,r414,2017new<sup>d</sup>,Full-time doctoral students,First time,Percent,3,19.2
10664,r415,2018,All full-time graduate students,Total,,2,491449
10664,r416,2018,All full-time graduate students,First time,Number,3,159724
10664,r417,2018,All full-time graduate students,First time,Percent,3,32.5
10664,r418,2018,Full-time master's students,Total,,2,248552
10664,r419,2018,Full-time master's students,First time,Number,3,114214
10664,r420,2018,Full-time master's students,First time,Percent,3,46.0
10664,r421,2018,Full-time doctoral students,Total,,2,242897
10664,r422,2018,Full-time doctoral students,First time,Number,3,45510
10664,r423,2018,Full-time doctoral students,First time,Percent,3,18.7
10664,r424,2019,All full-time graduate students,Total,,2,502442
10664,r425,2019,All full-time graduate students,First time,Number,3,163032
10664,r426,2019,All full-time graduate students,First time,Percent,3,32.4
10664,r427,2019,Full-time master's students,Total,,2,254532
10664,r428,2019,Full-time master's students,First time,Number,3,116507
10664,r429,2019,Full-time master's students,First time,Percent,3,45.8
10664,r430,2019,Full-time doctoral students,Total,,2,247910
10664,r431,2019,Full-time doctoral students,First time,Number,3,46525
10664,r432,2019,Full-time doctoral students,First time,Percent,3,18.8
10664,r433,2020,All full-time graduate students,Total,,2,491515
10664,r434,2020,All full-time graduate students,First time,Number,3,143269
10664,r435,2020,All full-time graduate students,First time,Percent,3,29.1
10664,r436,2020,Full-time master's students,Total,,2,243859
10664,r437,2020,Full-time master's students,First time,Number,3,102096
10664,r438,2020,Full-time master's students,First time,Percent,3,41.9
10664,r439,2020,Full-time doctoral students,Total,,2,247656
10664,r440,2020,Full-time doctoral students,First time,Number,3,41173
10664,r441,2020,Full-time doctoral students,First time,Percent,3,16.6
10664,r442,2021,All full-time graduate students,Total,,2,543823
10664,r443,2021,All full-time graduate students,First time,Number,3,193936
10664,r444,2021,All full-time graduate students,First time,Percent,3,35.7
10664,r445,2021,Full-time master's students,Total,,2,286954
10664,r446,2021,Full-time master's students,First time,Number,3,147266
10664,r447,2021,Full-time master's students,First time,Percent,3,51.3
10664,r448,2021,Full-time doctoral students,Total,,2,256869
10664,r449,2021,Full-time doctoral students,First time,Number,3,46670
10664,r450,2021,Full-time doctoral students,First time,Percent,3,18.2
10664,r451,2022,All full-time graduate students,Total,,2,579301
10664,r452,2022,All full-time graduate students,First time,Number,3,194733
10664,r453,2022,All full-time graduate students,First time,Percent,3,33.6
10664,r454,2022,Full-time master's students,Total,,2,319618
10664,r455,2022,Full-time master's students,First time,Number,3,147317
10664,r456,2022,Full-time master's students,First time,Percent,3,46.1
10664,r457,2022,Full-time doctoral students,Total,,2,259683
10664,r458,2022,Full-time doctoral students,First time,Number,3,47416
10664,r459,2022,Full-time doctoral students,First time,Percent,3,18.3
