table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2016,field_2017,field_2018,field_2019_all_life_sciences,field_2019_agricultural_sciences,field_2019_biological_and_biomedical_sciences,field_2019_health_sciences,field_2019_natural_resources_and_conservation,field_2019_life_sciences_nec
3158,r011,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,10,"['792,743', '']","['825,102', '']","['867,391', '']","['902,580', '']","['0', '']","['289,848', '']","['612,732', '']","['0', '']","['0', '']"
3158,r012,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,11,"['765,284', '']","['798,649', '']","['826,287', '']","['846,630', '']","['0', '']","['165,804', '']","['680,788', '']","['38', '']","['0', '']"
3158,r013,All institutions -> Stanford U.,All institutions,Stanford U.,2,12,"['700,514', '']","['745,123', '']","['780,090', '']","['837,068', '']","['0', '']","['189,727', '']","['614,159', '']","['3,933', '']","['29,249', '']"
3158,r014,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,13,"['650,484', '']","['667,478', '']","['782,882', '']","['819,167', '']","['0', '']","['64,858', '']","['754,309', '']","['0', '']","['0', '']"
3158,r015,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,14,"['654,896', '']","['707,668', '']","['740,883', '']","['814,119', '']","['74,783', '']","['261,715', '']","['472,274', '']","['626', '']","['4,721', '']"
3158,r016,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,15,"['661,793', '']","['672,672', '']","['731,083', '']","['796,337', '']","['0', '']","['354,062', '']","['442,275', '']","['0', '']","['0', '']"
3158,r017,All institutions -> Cornell U.,All institutions,Cornell U.,2,16,"['676,105', '']","['678,247', '']","['737,271', '']","['789,230', '']","['118,509', '']","['314,443', '']","['336,554', '']","['19,673', '']","['51', '']"
3158,r018,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,17,"['570,751', '']","['608,053', '']","['673,535', '']","['727,779', '']","['0', '']","['196,254', '']","['524,495', '']","['3,793', '']","['3,237', '']"
3158,r019,All institutions -> Emory U.,All institutions,Emory U.,2,18,"['559,020', '']","['609,481', '']","['650,154', '']","['727,296', '']","['0', '']","['187,084', '']","['524,939', '']","['0', '']","['15,273', '']"
3158,r020,All institutions -> Icahn School of Medicine at Mount Sinai,All institutions,Icahn School of Medicine at Mount Sinai,2,19,"['540,296', '']","['575,448', '']","['640,141', '']","['722,241', '']","['0', '']","['359,149', '']","['363,092', '']","['0', '']","['0', '']"
3158,r021,All institutions -> Harvard U.,All institutions,Harvard U.,2,20,"['599,596', '']","['633,462', '']","['656,790', '']","['704,460', '']","['0', '']","['536,371', '']","['137,745', '']","['3,435', 'i']","['26,909', 'i']"
3158,r022,All institutions -> U. Florida,All institutions,U. Florida,2,21,"['561,894', '']","['589,755', '']","['656,347', '']","['689,605', '']","['182,978', '']","['143,488', '']","['342,498', '']","['20,221', '']","['420', '']"
3158,r023,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,22,"['610,920', '']","['607,864', '']","['635,157', '']","['684,938', '']","['64,132', '']","['101,129', '']","['461,261', '']","['52,659', '']","['5,757', '']"
3158,r024,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,23,"['572,527', '']","['604,952', '']","['623,396', '']","['651,920', '']","['0', '']","['298,881', '']","['353,039', '']","['0', '']","['0', '']"
3158,r025,All institutions -> New York U.,All institutions,New York U.,2,24,"['598,566', '']","['633,746', '']","['609,745', '']","['630,246', '']","['0', '']","['250,281', '']","['377,195', '']","['0', '']","['2,770', '']"
3158,r026,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,25,"['481,869', '']","['515,893', '']","['555,160', '']","['604,875', '']","['0', '']","['141,523', '']","['446,421', '']","['2,242', '']","['14,689', '']"
3158,r027,All institutions -> U. Maryland<sup>b</sup>,All institutions,U. Maryland<sup>b</sup>,2,26,"['na', '']","['na', '']","['na', '']","['601,632', '']","['62,507', '']","['152,853', '']","['378,537', '']","['2,678', '']","['5,057', '']"
3158,r028,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,27,"['525,165', '']","['540,861', '']","['588,300', '']","['593,628', '']","['153,739', '']","['224,044', '']","['215,845', '']","['0', '']","['0', '']"
3158,r029,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,28,"['495,654', '']","['542,857', '']","['560,124', '']","['581,939', '']","['0', '']","['172,681', '']","['408,035', '']","['4', '']","['1,219', '']"
3158,r030,All institutions -> U. Southern California,All institutions,U. Southern California,2,29,"['422,781', '']","['471,334', '']","['579,028', '']","['568,194', '']","['0', '']","['140,622', '']","['408,849', '']","['0', '']","['18,723', '']"
3158,r031,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,30,"['473,816', '']","['503,648', '']","['506,398', '']","['550,461', '']","['50,853', '']","['76,202', '']","['406,318', '']","['11,731', '']","['5,357', '']"
3158,r032,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,31,"['472,114', '']","['491,477', '']","['511,345', '']","['533,536', '']","['0', '']","['137,196', '']","['396,340', '']","['0', '']","['0', '']"
3158,r033,All institutions -> U. Colorado Denver and Anschutz Medical Campus,All institutions,U. Colorado Denver and Anschutz Medical Campus,2,32,"['421,365', '']","['463,907', '']","['506,173', '']","['523,713', '']","['12', '']","['7,381', '']","['515,832', '']","['70', '']","['418', '']"
3158,r034,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,33,"['442,666', '']","['461,797', '']","['474,260', '']","['496,697', '']","['0', '']","['177,357', '']","['310,308', '']","['0', '']","['9,032', '']"
3158,r035,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,34,"['344,005', '']","['364,265', '']","['401,303', '']","['470,583', '']","['0', '']","['116,176', '']","['341,217', '']","['0', '']","['13,190', '']"
3158,r036,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,35,"['364,978', '']","['446,329', '']","['478,476', '']","['447,552', '']","['55,587', '']","['91,356', '']","['294,976', '']","['0', '']","['5,633', '']"
3158,r037,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,36,"['340,897', '']","['365,532', '']","['390,071', '']","['437,494', '']","['0', '']","['58,504', '']","['362,786', '']","['1', '']","['16,203', '']"
3158,r038,All institutions -> Scripps Research Institute,All institutions,Scripps Research Institute,2,37,"['364,670', '']","['354,582', '']","['396,839', '']","['427,734', '']","['0', '']","['427,734', '']","['0', '']","['0', '']","['0', '']"
3158,r039,All institutions -> U. Arizona,All institutions,U. Arizona,2,38,"['323,076', '']","['348,497', '']","['399,790', '']","['426,393', '']","['51,474', '']","['200,691', '']","['161,471', '']","['12,754', '']","['3', '']"
3158,r040,All institutions -> Uniformed Services U. of the Health Sciences,All institutions,Uniformed Services U. of the Health Sciences,2,39,"['237,851', '']","['286,621', '']","['298,517', '']","['406,726', '']","['0', '']","['1,512', '']","['405,214', '']","['0', '']","['0', '']"
3158,r041,All institutions -> Oregon Health and Science U.,All institutions,Oregon Health and Science U.,2,40,"['301,894', '']","['317,049', '']","['359,721', '']","['403,495', '']","['0', '']","['150,395', '']","['177,687', '']","['0', '']","['75,413', '']"
3158,r042,All institutions -> U. Iowa,All institutions,U. Iowa,2,41,"['348,075', '']","['368,252', '']","['386,776', '']","['385,909', '']","['0', '']","['122,729', '']","['260,702', '']","['0', '']","['2,478', '']"
3158,r043,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,42,"['245,218', '']","['301,356', '']","['352,154', '']","['385,793', '']","['0', '']","['212,843', '']","['172,559', '']","['391', '']","['0', '']"
3158,r044,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,43,"['346,525', '']","['348,315', '']","['371,604', '']","['377,671', '']","['0', '']","['77,957', '']","['284,229', '']","['0', '']","['15,485', '']"
3158,r045,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,44,"['292,851', '']","['323,754', '']","['340,065', '']","['353,934', '']","['136,723', '']","['119,653', '']","['65,910', '']","['15,462', '']","['16,186', '']"
3158,r046,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,45,"['329,855', '']","['349,570', '']","['342,961', '']","['351,403', '']","['184,299', '']","['72,472', '']","['77,896', '']","['13,067', '']","['3,669', '']"
3158,r047,All institutions -> U. Utah,All institutions,U. Utah,2,46,"['209,924', '']","['229,488', '']","['391,825', 'i']","['343,744', 'i']","['0', 'i']","['16,890', 'i']","['321,728', 'i']","['0', 'i']","['5,126', 'i']"
3158,r048,All institutions -> Boston U.,All institutions,Boston U.,2,47,"['260,922', '']","['265,371', '']","['272,397', '']","['338,089', '']","['0', '']","['150,669', '']","['187,252', '']","['0', '']","['168', '']"
3158,r049,All institutions -> Rockefeller U.,All institutions,Rockefeller U.,2,48,"['316,356', '']","['329,655', '']","['334,048', '']","['332,899', '']","['0', '']","['318,581', '']","['14,318', '']","['0', '']","['0', '']"
3158,r050,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,49,"['250,625', '']","['275,761', '']","['294,776', '']","['314,547', '']","['62,898', '']","['178,030', '']","['73,619', '']","['0', '']","['0', '']"
3158,r051,All institutions -> U. Chicago,All institutions,U. Chicago,2,50,"['270,358', '']","['279,975', '']","['274,000', '']","['299,549', '']","['0', '']","['86,619', '']","['212,930', '']","['0', '']","['0', '']"
3158,r052,All institutions -> Albert Einstein C. of Medicine,All institutions,Albert Einstein C. of Medicine,2,51,"['289,660', '']","['289,685', '']","['297,328', '']","['298,824', '']","['0', '']","['0', '']","['298,824', '']","['0', '']","['0', '']"
3158,r053,All institutions -> Medical U. South Carolina,All institutions,Medical U. South Carolina,2,52,"['260,098', '']","['262,267', '']","['282,253', '']","['295,600', '']","['0', '']","['67,708', '']","['99,495', '']","['0', '']","['128,397', '']"
3158,r054,All institutions -> U. Georgia,All institutions,U. Georgia,2,53,"['253,828', '']","['285,274', '']","['262,237', '']","['294,353', '']","['100,006', '']","['140,018', '']","['50,860', '']","['53', '']","['3,416', '']"
3158,r055,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,54,"['243,697', '']","['277,145', '']","['269,169', '']","['289,366', '']","['0', '']","['74,126', '']","['207,754', '']","['7,486', '']","['0', '']"
3158,r056,All institutions -> U. Miami,All institutions,U. Miami,2,55,"['262,779', '']","['271,203', '']","['274,934', '']","['284,045', '']","['0', '']","['67,787', '']","['210,762', '']","['1,403', '']","['4,093', '']"
3158,r057,"All institutions -> U. Massachusetts, Medical School",All institutions,"U. Massachusetts, Medical School",2,56,"['253,099', '']","['279,884', '']","['274,211', '']","['281,507', '']","['0', '']","['134,842', '']","['92,702', '']","['0', '']","['53,963', '']"
3158,r058,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,57,"['237,016', '']","['246,060', '']","['258,411', '']","['271,525', '']","['0', '']","['55,055', '']","['114,095', '']","['0', '']","['102,375', '']"
3158,r059,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,58,"['192,789', '']","['201,661', '']","['239,122', '']","['266,485', '']","['0', '']","['103,711', '']","['162,497', '']","['0', '']","['277', '']"
3158,r060,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,59,"['261,912', '']","['260,627', '']","['280,091', '']","['266,143', '']","['95,580', '']","['84,873', '']","['84,968', '']","['722', '']","['0', '']"
3158,r061,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,60,"['232,401', '']","['241,186', '']","['244,106', '']","['249,349', '']","['0', '']","['82,365', '']","['164,551', '']","['0', '']","['2,433', '']"
3158,r062,All institutions -> U. Rochester,All institutions,U. Rochester,2,61,"['231,254', '']","['232,649', '']","['244,380', '']","['248,086', '']","['0', '']","['53,241', '']","['194,845', '']","['0', '']","['0', '']"
3158,r063,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,62,"['227,500', '']","['234,319', '']","['231,243', '']","['244,235', '']","['111,537', '']","['120,567', '']","['0', '']","['0', '']","['12,131', '']"
3158,r064,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,63,"['212,963', '']","['224,599', '']","['234,055', '']","['239,459', '']","['5,966', '']","['104,849', '']","['61,002', '']","['67,642', '']","['0', '']"
3158,r065,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,64,"['206,928', '']","['213,713', '']","['211,371', '']","['237,317', '']","['138,419', '']","['25,238', '']","['73,660', '']","['0', '']","['0', '']"
3158,r066,All institutions -> Medical C. Wisconsin,All institutions,Medical C. Wisconsin,2,65,"['199,925', '']","['209,618', '']","['222,767', '']","['236,978', '']","['0', '']","['77,916', '']","['159,062', '']","['0', '']","['0', '']"
3158,r067,All institutions -> Wake Forest U.,All institutions,Wake Forest U.,2,66,"['165,939', '']","['179,098', '']","['188,702', '']","['230,592', '']","['0', '']","['3,042', '']","['227,411', '']","['0', '']","['139', '']"
3158,r068,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,67,"['202,597', '']","['199,917', '']","['206,379', '']","['222,994', '']","['59,210', '']","['66,393', '']","['25,462', '']","['71,929', '']","['0', '']"
3158,r069,All institutions -> Temple U.,All institutions,Temple U.,2,68,"['186,222', '']","['202,822', '']","['206,129', '']","['218,527', '']","['194', '']","['47,651', '']","['95,903', '']","['0', '']","['74,779', '']"
3158,r070,All institutions -> U. Kansas,All institutions,U. Kansas,2,69,"['179,404', '']","['187,893', '']","['202,119', '']","['212,241', '']","['858', '']","['62,491', '']","['142,295', '']","['5,670', '']","['927', '']"
3158,r071,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,70,"['212,291', '']","['131,900', '']","['161,006', '']","['211,774', '']","['50,080', '']","['40,348', '']","['37,787', '']","['73,680', '']","['9,879', '']"
3158,r072,All institutions -> Washington State U.,All institutions,Washington State U.,2,71,"['185,075', '']","['187,072', '']","['188,496', '']","['205,564', '']","['105,278', '']","['42,051', '']","['54,571', '']","['1,676', '']","['1,988', '']"
3158,r073,"All institutions -> U. South Florida, Tampa",All institutions,"U. South Florida, Tampa",2,72,"['306,387', '']","['349,420', '']","['207,171', '']","['200,585', '']","['0', '']","['115,159', '']","['83,200', '']","['0', '']","['2,226', '']"
3158,r074,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,73,"['221,801', '']","['198,911', '']","['198,326', '']","['198,424', '']","['73,691', '']","['46,123', '']","['49,883', '']","['26,604', '']","['2,123', '']"
3158,r075,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,74,"['162,794', '']","['178,006', '']","['179,025', '']","['195,353', '']","['0', '']","['90,029', '']","['99,814', '']","['949', '']","['4,561', '']"
3158,r076,"All institutions -> U. Nebraska, Medical Center",All institutions,"U. Nebraska, Medical Center",2,75,"['150,694', '']","['171,491', '']","['177,245', '']","['194,455', '']","['0', '']","['103,618', '']","['90,837', '']","['0', '']","['0', '']"
3158,r077,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,76,"['176,502', '']","['181,306', '']","['181,993', '']","['193,977', '']","['64,824', '']","['54,765', '']","['53,354', '']","['14,707', '']","['6,327', '']"
3158,r078,"All institutions -> U. Texas Health Science Center, San Antonio",All institutions,"U. Texas Health Science Center, San Antonio",2,77,"['194,885', '']","['169,200', '']","['179,219', '']","['188,483', '']","['0', '']","['62,855', '']","['104,703', '']","['0', '']","['20,925', '']"
3158,r079,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,78,"['167,690', '']","['175,917', '']","['179,692', '']","['186,531', '']","['0', '']","['30,203', '']","['153,084', '']","['0', '']","['3,244', '']"
3158,r080,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,79,"['167,768', '']","['167,275', '']","['181,220', '']","['185,744', '']","['0', '']","['50,240', '']","['121,490', '']","['0', '']","['14,014', '']"
3158,r081,All institutions -> George Washington U.,All institutions,George Washington U.,2,80,"['152,988', '']","['160,836', '']","['173,664', '']","['175,830', '']","['0', '']","['54,126', '']","['121,699', '']","['0', '']","['5', '']"
3158,r082,All institutions -> U. Texas Medical Branch,All institutions,U. Texas Medical Branch,2,81,"['176,427', '']","['183,773', '']","['179,303', '']","['173,776', '']","['0', '']","['130,473', '']","['43,303', '']","['0', '']","['0', '']"
3158,r083,All institutions -> Thomas Jefferson U.,All institutions,Thomas Jefferson U.,2,82,"['122,396', '']","['142,569', '']","['148,573', '']","['170,458', '']","['0', '']","['73,544', '']","['96,914', '']","['0', '']","['0', '']"
3158,r084,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,83,"['162,256', '']","['160,162', '']","['155,958', '']","['165,087', '']","['10,079', '']","['69,141', '']","['76,662', '']","['2,905', '']","['6,300', '']"
3158,r085,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,84,"['156,112', '']","['152,195', '']","['156,100', '']","['161,097', '']","['97,932', '']","['29,626', '']","['18,492', '']","['15,047', '']","['0', '']"
3158,r086,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,85,"['162,566', '']","['147,917', '']","['154,348', '']","['160,443', '']","['67,304', '']","['57,732', '']","['26,509', '']","['8,898', '']","['0', '']"
3158,r087,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,86,"['126,786', '']","['141,872', '']","['142,875', '']","['155,013', '']","['0', '']","['14,202', '']","['136,787', '']","['0', '']","['4,024', '']"
3158,r088,All institutions -> U. Arkansas for Medical Sciences,All institutions,U. Arkansas for Medical Sciences,2,87,"['125,378', '']","['128,508', '']","['139,187', '']","['153,135', '']","['0', '']","['52,686', '']","['99,586', '']","['0', '']","['863', '']"
3158,r089,All institutions -> Tulane U.,All institutions,Tulane U.,2,88,"['126,733', '']","['137,828', '']","['151,823', '']","['152,554', '']","['0', '']","['30,686', '']","['36,399', '']","['384', '']","['85,085', '']"
3158,r090,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,89,"['159,880', '']","['143,406', '']","['151,654', '']","['149,764', '']","['58,811', '']","['56,405', '']","['26,137', '']","['8,411', '']","['0', '']"
3158,r091,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,90,"['140,303', '']","['145,939', '']","['140,602', '']","['148,621', '']","['0', '']","['37,322', '']","['107,128', '']","['0', '']","['4,171', '']"
3158,r092,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,91,"['144,397', '']","['149,828', '']","['161,209', '']","['148,618', '']","['18', '']","['30,297', '']","['113,308', '']","['4,400', '']","['595', '']"
3158,r093,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,92,"['124,982', '']","['129,735', '']","['138,075', '']","['143,017', '']","['2,114', '']","['82,262', '']","['19,499', '']","['891', '']","['38,251', '']"
3158,r094,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,93,"['128,013', '']","['131,061', '']","['135,466', '']","['136,589', '']","['75,734', '']","['34,305', '']","['8,154', '']","['17,872', '']","['524', '']"
3158,r095,All institutions -> U. Louisville,All institutions,U. Louisville,2,94,"['138,699', '']","['144,917', '']","['144,645', '']","['135,671', '']","['4', '']","['56,822', '']","['75,188', '']","['0', '']","['3,657', '']"
3158,r096,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,95,"['127,293', '']","['129,924', '']","['134,291', '']","['133,246', '']","['85,363', '']","['30,002', '']","['17,881', '']","['0', '']","['0', '']"
3158,r097,All institutions -> Brown U.,All institutions,Brown U.,2,96,"['105,618', '']","['104,671', '']","['122,607', '']","['130,419', '']","['0', '']","['51,017', '']","['45,463', '']","['0', '']","['33,939', '']"
3158,r098,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,97,"['120,669', '']","['121,878', '']","['129,544', '']","['130,373', '']","['15,200', '']","['54,997', '']","['52,177', '']","['1,588', '']","['6,411', '']"
3158,r099,All institutions -> Cold Spring Harbor Laboratory,All institutions,Cold Spring Harbor Laboratory,2,98,"['88,943', '']","['97,288', '']","['115,870', '']","['126,773', '']","['1,622', '']","['125,151', '']","['0', '']","['0', '']","['0', '']"
3158,r100,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,99,"['115,691', '']","['118,441', '']","['112,967', '']","['118,479', '']","['95,384', '']","['6,814', '']","['1,535', '']","['14,508', '']","['238', '']"
3158,r101,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,100,"['92,464', '']","['99,548', '']","['106,832', '']","['117,953', '']","['0', '']","['60,050', '']","['57,903', '']","['0', '']","['0', '']"
3158,r102,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,101,"['78,582', '']","['94,334', '']","['119,249', '']","['117,716', '']","['83', '']","['58,063', '']","['56,232', '']","['1,467', '']","['1,871', '']"
3158,r103,All institutions -> Tufts U.,All institutions,Tufts U.,2,102,"['119,885', '']","['173,969', '']","['71,546', '']","['114,635', '']","['1,048', '']","['80,921', '']","['19,295', '']","['0', '']","['13,371', '']"
3158,r104,All institutions -> U. Vermont,All institutions,U. Vermont,2,103,"['93,995', '']","['96,175', '']","['107,706', '']","['111,873', '']","['13,453', '']","['46,795', '']","['48,324', '']","['3,215', '']","['86', '']"
3158,r105,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,104,"['85,307', '']","['85,135', '']","['101,567', '']","['104,935', '']","['54,306', '']","['13,317', '']","['28,160', '']","['1,280', '']","['7,872', '']"
3158,r106,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,105,"['102,088', '']","['109,929', '']","['103,696', '']","['104,435', '']","['14,302', '']","['18,919', '']","['60,670', '']","['9,557', '']","['987', '']"
3158,r107,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,106,"['103,685', '']","['103,145', '']","['100,736', '']","['104,204', '']","['73,697', '']","['3,364', '']","['17,936', '']","['9,207', '']","['0', '']"
3158,r108,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,107,"['72,498', '']","['83,983', '']","['91,251', '']","['103,882', '']","['0', '']","['33,394', '']","['60,209', '']","['0', '']","['10,279', '']"
3158,r109,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,108,"['73,513', '']","['74,020', '']","['93,050', '']","['101,768', '']","['0', '']","['32,595', '']","['68,363', '']","['0', '']","['810', '']"
3158,r110,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,109,"['89,938', '']","['106,171', '']","['125,014', '']","['101,129', '']","['0', '']","['67,597', '']","['31,611', '']","['764', '']","['1,157', '']"
3158,r111,All institutions -> Augusta U.,All institutions,Augusta U.,2,110,"['71,304', '']","['99,383', '']","['98,925', '']","['96,123', '']","['0', '']","['36,815', '']","['56,610', '']","['0', '']","['2,698', '']"
3158,r112,All institutions -> Princeton U.,All institutions,Princeton U.,2,111,"['66,251', '']","['75,292', '']","['86,341', '']","['95,882', '']","['0', '']","['87,248', '']","['0', '']","['8,634', '']","['0', '']"
3158,r113,"All institutions -> U. Tennessee, Health Science Center",All institutions,"U. Tennessee, Health Science Center",2,112,"['70,805', '']","['72,682', '']","['78,204', '']","['95,852', '']","['0', '']","['18,079', '']","['74,555', '']","['0', '']","['3,218', '']"
3158,r114,All institutions -> Drexel U.,All institutions,Drexel U.,2,113,"['72,577', '']","['81,990', '']","['96,074', '']","['93,762', '']","['0', '']","['41,484', '']","['49,628', '']","['2,650', '']","['0', '']"
3158,r115,All institutions -> Rush U.,All institutions,Rush U.,2,114,"['69,286', '']","['70,846', '']","['86,277', '']","['93,701', '']","['0', '']","['18,302', '']","['75,399', '']","['0', '']","['0', '']"
3158,r116,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,115,"['77,607', '']","['81,455', '']","['85,128', '']","['91,835', '']","['22,199', '']","['58,738', '']","['10,797', '']","['0', '']","['101', '']"
3158,r117,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,116,"['82,829', '']","['84,423', '']","['88,589', '']","['89,593', '']","['70,041', '']","['6,498', '']","['11,026', '']","['2,003', '']","['25', '']"
3158,r118,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,117,"['65,679', '']","['77,964', '']","['80,318', '']","['87,505', '']","['0', '']","['84,558', '']","['2,815', '']","['0', '']","['132', '']"
