table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field_2021,field_2022
12343,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['6,274', '&nbsp;']","['6,285', '&nbsp;']","['6,871', '&nbsp;']","['7,870', '&nbsp;']","['7,878', '&nbsp;']","['9,450', '&nbsp;']","['10,181', '&nbsp;']","['8,833', '&nbsp;']","['8,693', '  ']","['8,494', '  ']","['7,154', '&nbsp;']","['6,945', '&nbsp;']","['7,683', '  ']","['10,284', '  ']","['12,330', '  ']"
12343,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['175', '&nbsp;']","['86', '&nbsp;']","['131', '&nbsp;']","['98', '&nbsp;']","['59', '&nbsp;']","['63', '&nbsp;']","['61', '&nbsp;']","['41', '&nbsp;']","['49', '  ']","['96', '  ']","['131 - 138', '&nbsp;']","['120', '&nbsp;']","['94', '  ']","['77', 'i ']","['201', '  ']"
12343,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['1,089', 'i']","['266', '&nbsp;']","['142', 'i']","['339', '&nbsp;']","['661', '&nbsp;']","['631', '&nbsp;']","['1,294', '&nbsp;']","['1,245', '&nbsp;']","['0 - 4,710', '  ']","['2,270', '  ']","['4,742 - 4,753', '&nbsp;']","['5,924', '&nbsp;']","['8,152', '  ']","['9,824', '  ']","['12,242', '  ']"
12343,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['93', '&nbsp;']","['559', '&nbsp;']","['812', '&nbsp;']","['1,308', '&nbsp;']","['1,316', '&nbsp;']","['1,616', '&nbsp;']","['2,196', '&nbsp;']","['2,378', '&nbsp;']","['0 - 4,710', '  ']","['3,427', '  ']","['5,090', '&nbsp;']","['6,087', '&nbsp;']","['6,976', '  ']","['9,367', 'i ']","['12,176', '  ']"
12343,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['74', '&nbsp;']","['518', '&nbsp;']","['467', '&nbsp;']","['496', '&nbsp;']","['628', '&nbsp;']","['587', '&nbsp;']","['625', '&nbsp;']","['950', '&nbsp;']","['1,136', '  ']","['971', '  ']","['923', '&nbsp;']","['1,175', '&nbsp;']","['1,540', '  ']","['2,461', '  ']","['2,612', '  ']"
12343,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['65', '&nbsp;']","['28', '&nbsp;']","['37', '&nbsp;']","['D', '&nbsp;']","['38', '&nbsp;']","['11', '&nbsp;']","['6', '&nbsp;']","['13', '&nbsp;']","['2', '  ']","['40 - 120', '  ']","['51', '&nbsp;']","['104', '&nbsp;']","['163', '  ']","['103', '  ']","['102', 'i ']"
12343,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['41', '&nbsp;']","['37', '&nbsp;']","['D', '&nbsp;']","['3', '&nbsp;']","['D', '&nbsp;']","['*', '  ']","['0 - 79', '  ']","['0', '&nbsp;']","['4', '&nbsp;']","['0 - 6', '  ']","['D', '  ']","['1', 'i ']"
12343,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['D', '&nbsp;']","['*', 'i']","['D', '&nbsp;']","['3', '&nbsp;']","['D', '&nbsp;']","['2', '  ']","['41', '  ']","['51', '&nbsp;']","['101', '&nbsp;']","['157 - 164', '  ']","['D', '  ']","['101', 'i ']"
12343,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['6,150', '&nbsp;']","['5,328', '&nbsp;']","['5,309', '&nbsp;']","['6,424', '&nbsp;']","['6,723', '&nbsp;']","['6,418', '&nbsp;']","['6,534', '&nbsp;']","['7,653', '&nbsp;']","['5,744 - 10,877', '  ']","['10,563', '  ']","['12,758', '&nbsp;']","['14,669', '&nbsp;']","['13,668', 'i ']","['18,733', 'i ']","['19,028', 'i ']"
12343,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['200', '&nbsp;']","['126', '&nbsp;']","['148', 'i']","['D', '&nbsp;']","['57', '&nbsp;']","['41', '&nbsp;']","['65', '&nbsp;']","['58', '&nbsp;']","['57', 'i ']","['50', '  ']","['0 - 542', 'i']","['37', '&nbsp;']","['20', '  ']","['39', 'r ']","['36', '  ']"
12343,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['2,164', '&nbsp;']","['1,959', '&nbsp;']","['2,099', '&nbsp;']","['2,243', 'i']","['2,398', 'i']","['1,293', '&nbsp;']","['1,525', 'i']","['2,893', '&nbsp;']","['0 - 5,132', '  ']","['3,488', '  ']","['3,825', '&nbsp;']","['5,369', '&nbsp;']","['3,310', '  ']","['4,614', '  ']","['4,575', '  ']"
12343,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['3,544', '&nbsp;']","['2,905', '&nbsp;']","['2,696', '&nbsp;']","['3,581', '&nbsp;']","['3,810', '&nbsp;']","['4,259', '&nbsp;']","['4,546', '&nbsp;']","['4,380', '&nbsp;']","['5,416', '  ']","['6,606', '  ']","['8,394', '&nbsp;']","['8,913', 'i']","['10,007', 'i ']","['13,618', 'i ']","['13,571', 'i ']"
12343,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['0 - 4', '  ']","['16', '  ']","['30', '  ']"
12343,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['NA', '&nbsp;']","['683', '&nbsp;']","['729', '&nbsp;']","['942', '&nbsp;']","['977', '&nbsp;']","['1,398', '&nbsp;']","['1,438', '&nbsp;']","['1,520', '&nbsp;']","['1,616', '  ']","['1,869', '  ']","['2,580 - 2,594', '&nbsp;']","['2,764', '&nbsp;']","['2,877', '  ']","['4,383', '  ']","['4,073', 'i ']"
12343,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['NA', '&nbsp;']","['2,213', '&nbsp;']","['1,962', '&nbsp;']","['2,638', '&nbsp;']","['2,830', '&nbsp;']","['2,859', '&nbsp;']","['3,103', '&nbsp;']","['2,858', '&nbsp;']","['3,796', '  ']","['4,733', '  ']","['5,801', '&nbsp;']","['6,140', 'i']","['7,124', 'i ']","['9,214', 'i ']","['9,466', 'i ']"
12343,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['NA', '&nbsp;']","['9', '&nbsp;']","['5', '&nbsp;']","['1', '&nbsp;']","['2', '&nbsp;']","['3', '&nbsp;']","['4', 'i']","['3', '&nbsp;']","['4', '  ']","['3', '  ']","['1 - 12', '&nbsp;']","['8', '&nbsp;']","['2 - 6', '  ']","['5', '  ']","['2', '  ']"
12343,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['241', '&nbsp;']","['338', '&nbsp;']","['366', '&nbsp;']","['D', '&nbsp;']","['458', '&nbsp;']","['825', '&nbsp;']","['398', 'i']","['322', '&nbsp;']","['273', '  ']","['418', '  ']","['0 - 542', '&nbsp;']","['349', '&nbsp;']","['331', '  ']","['463', '  ']","['847', '  ']"
12343,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['1', '&nbsp;']","['10', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['36', '&nbsp;']","['7', '&nbsp;']","['*', '&nbsp;']","['12', 'i']","['154', '  ']","['211', '  ']","['22', '&nbsp;']","['24', '&nbsp;']","['10 - 29', '  ']","['D', '  ']","['93', '  ']"
12343,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['0 - 5,132', '  ']","['162', '  ']","['0 - 3,800', '&nbsp;']","['0 - 4,131', '&nbsp;']","['0 - 527', '  ']","['D', '  ']","['146', '  ']"
12343,r074,All companies (number of domestic employees)<sup>a</sup>,All companies (number of domestic employees)<sup>a</sup>,,,,,1,–,"['61,475', '&nbsp;']","['54,066', '&nbsp;']","['59,162', '&nbsp;']","['69,251', '&nbsp;']","['72,157', '&nbsp;']","['73,245', '&nbsp;']","['75,804', '&nbsp;']","['73,503', '&nbsp;']","['79,001', '&nbsp;']","['87,761', '  ']","['99,736', '&nbsp;']","['104,248', '&nbsp;']","['109,551', '  ']","['135,908', '  ']","['149,584', '  ']"
12343,r075,All companies (number of domestic employees)<sup>a</sup> -> Micro companies,All companies (number of domestic employees)<sup>a</sup>,Micro companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12343,r076,All companies (number of domestic employees)<sup>a</sup> -> Micro companies -> 5&#8211;9,All companies (number of domestic employees)<sup>a</sup>,Micro companies,5&#8211;9,,,3,–,"['NA', '&nbsp;']","['NA', '&nbsp;']","['178', '&nbsp;']","['83', '&nbsp;']","['99', 'i']","['52', 'i']","['95', 'i']","['118', 'i']","['145', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '  ']","['NA', '  ']","['NA', '  ']"
12343,r077,All companies (number of domestic employees)<sup>a</sup> -> Small companies,All companies (number of domestic employees)<sup>a</sup>,Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12343,r078,All companies (number of domestic employees)<sup>a</sup> -> Small companies -> 10&#8211;19,All companies (number of domestic employees)<sup>a</sup>,Small companies,10&#8211;19,,,3,–,"['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['76', '&nbsp;']","['101', '&nbsp;']","['142', '  ']","['128', '&nbsp;']","['138', '&nbsp;']","['288', '  ']","['359', '  ']","['260', '  ']"
12343,r079,All companies (number of domestic employees)<sup>a</sup> -> Small companies -> 20&#8211;49,All companies (number of domestic employees)<sup>a</sup>,Small companies,20&#8211;49,,,3,–,"['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['NA', '&nbsp;']","['373', '&nbsp;']","['337', '&nbsp;']","['429', '  ']","['569', '&nbsp;']","['452', '&nbsp;']","['604', '  ']","['907', '  ']","['941', '  ']"
12343,r080,All companies (number of domestic employees)<sup>a</sup> -> Medium companies,All companies (number of domestic employees)<sup>a</sup>,Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12343,r081,All companies (number of domestic employees)<sup>a</sup> -> Medium companies -> 50&#8211;99,All companies (number of domestic employees)<sup>a</sup>,Medium companies,50&#8211;99,,,3,–,"['976', '&nbsp;']","['509', '&nbsp;']","['688', 'i']","['539', '&nbsp;']","['628', '&nbsp;']","['351', '&nbsp;']","['547', '&nbsp;']","['407', '&nbsp;']","['364', '&nbsp;']","['471', '  ']","['684', '&nbsp;']","['737', '&nbsp;']","['796', '  ']","['864', '  ']","['962', '  ']"
12343,r082,All companies (number of domestic employees)<sup>a</sup> -> Medium companies -> 100&#8211;249,All companies (number of domestic employees)<sup>a</sup>,Medium companies,100&#8211;249,,,3,–,"['1,735', '&nbsp;']","['1,574', '&nbsp;']","['1,358', 'i']","['1,051', '&nbsp;']","['1,212', '&nbsp;']","['1,276', '&nbsp;']","['1,475', '&nbsp;']","['1,378', '&nbsp;']","['1,300', '&nbsp;']","['1,379', '  ']","['1,875', '&nbsp;']","['2,040', '&nbsp;']","['2,052', '  ']","['2,374', '  ']","['2,017', '  ']"
12343,r083,All companies (number of domestic employees)<sup>a</sup> -> Large companies,All companies (number of domestic employees)<sup>a</sup>,Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
12343,r084,All companies (number of domestic employees)<sup>a</sup> -> Large companies -> 250&#8211;499,All companies (number of domestic employees)<sup>a</sup>,Large companies,250&#8211;499,,,3,–,"['1,178', '&nbsp;']","['985', '&nbsp;']","['1,245', '&nbsp;']","['1,561', '&nbsp;']","['1,306', '&nbsp;']","['1,359', '&nbsp;']","['1,446', '&nbsp;']","['1,151', '&nbsp;']","['1,773', '&nbsp;']","['2,210', '  ']","['2,196', '&nbsp;']","['2,718', '&nbsp;']","['2,884', '  ']","['3,657', '  ']","['4,240', '  ']"
12343,r085,All companies (number of domestic employees)<sup>a</sup> -> Large companies -> 500&#8211;999,All companies (number of domestic employees)<sup>a</sup>,Large companies,500&#8211;999,,,3,–,"['1,753', '&nbsp;']","['1,992', '&nbsp;']","['1,741', '&nbsp;']","['1,396', '&nbsp;']","['1,455', '&nbsp;']","['1,650', '&nbsp;']","['2,293', '&nbsp;']","['2,437', '&nbsp;']","['2,159', '&nbsp;']","['2,437', '  ']","['2,557', '&nbsp;']","['2,925', '&nbsp;']","['3,187', '  ']","['4,825', '  ']","['4,657', '  ']"
12343,r086,"All companies (number of domestic employees)<sup>a</sup> -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees)<sup>a</sup>,Large companies,"1,000&#8211;4,999",,,3,–,"['11,350', '&nbsp;']","['10,403', '&nbsp;']","['11,674', '&nbsp;']","['12,691', '&nbsp;']","['12,419', '&nbsp;']","['13,238', '&nbsp;']","['14,343', '&nbsp;']","['13,261', '&nbsp;']","['15,587', '&nbsp;']","['14,656', '  ']","['15,195', '&nbsp;']","['16,602', '&nbsp;']","['18,518', '  ']","['20,949', '  ']","['24,407', '  ']"
12343,r087,"All companies (number of domestic employees)<sup>a</sup> -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees)<sup>a</sup>,Large companies,"5,000&#8211;9,999",,,3,–,"['7,000', '&nbsp;']","['5,692', '&nbsp;']","['6,907', '&nbsp;']","['8,126', '&nbsp;']","['10,298', '&nbsp;']","['11,430', '&nbsp;']","['12,979', '&nbsp;']","['9,541', '&nbsp;']","['8,949', '&nbsp;']","['14,232', '  ']","['15,538', '&nbsp;']","['11,919', '&nbsp;']","['11,845', '  ']","['15,576', '  ']","['13,616', '  ']"
12343,r088,"All companies (number of domestic employees)<sup>a</sup> -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees)<sup>a</sup>,Large companies,"10,000&#8211;24,999",,,3,–,"['11,785', '&nbsp;']","['10,442', '&nbsp;']","['8,856', '&nbsp;']","['12,485', '&nbsp;']","['10,317', '&nbsp;']","['9,741', '&nbsp;']","['9,366', '&nbsp;']","['11,534', '&nbsp;']","['15,515', '&nbsp;']","['14,425', '  ']","['21,787', '&nbsp;']","['23,541', '&nbsp;']","['23,073', '  ']","['28,406', '  ']","['32,036', '  ']"
12343,r089,"All companies (number of domestic employees)<sup>a</sup> -> Large companies -> 25,000 or more",All companies (number of domestic employees)<sup>a</sup>,Large companies,"25,000 or more",,,3,–,"['24,671', '&nbsp;']","['21,368', '&nbsp;']","['25,777', '&nbsp;']","['30,497', '&nbsp;']","['34,056', '&nbsp;']","['33,054', '&nbsp;']","['32,647', '&nbsp;']","['33,226', '&nbsp;']","['32,771', '&nbsp;']","['37,381', '  ']","['39,208', '&nbsp;']","['43,175', '&nbsp;']","['46,304', '  ']","['57,991', '  ']","['66,448', '  ']"
