table_id,row_id,time_period,s_e_workers_level_1,s_e_workers_level_2,s_e_workers_hierarchy_depth,value
11003,r037,All workers -> 2019,S&E workers,Employed,2,89.7
11003,r038,All workers -> 2019,S&E workers,Unemployed,2,2.0
11003,r039,All workers -> 2019,S&E workers,Not in the labor force,2,8.4
11003,r040,All workers -> 2019,S&E-related workers,Employed,2,88.4
11003,r041,All workers -> 2019,S&E-related workers,Unemployed,2,1.4
11003,r042,All workers -> 2019,S&E-related workers,Not in the labor force,2,10.2
11003,r043,All workers -> 2019,STEM middle-skill workers,Employed,2,86.3
11003,r044,All workers -> 2019,STEM middle-skill workers,Unemployed,2,2.9
11003,r045,All workers -> 2019,STEM middle-skill workers,Not in the labor force,2,10.8
11003,r046,All workers -> 2019,Non-STEM workers,Employed,2,83.0
11003,r047,All workers -> 2019,Non-STEM workers,Unemployed,2,3.5
11003,r048,All workers -> 2019,Non-STEM workers,Not in the labor force,2,13.5
11003,r049,All workers -> 2021,S&E workers,Employed,2,89.3
11003,r050,All workers -> 2021,S&E workers,Unemployed,2,2.4
11003,r051,All workers -> 2021,S&E workers,Not in the labor force,2,8.3
11003,r052,All workers -> 2021,S&E-related workers,Employed,2,87.0
11003,r053,All workers -> 2021,S&E-related workers,Unemployed,2,1.9
11003,r054,All workers -> 2021,S&E-related workers,Not in the labor force,2,11.0
11003,r055,All workers -> 2021,STEM middle-skill workers,Employed,2,82.8
11003,r056,All workers -> 2021,STEM middle-skill workers,Unemployed,2,4.6
11003,r057,All workers -> 2021,STEM middle-skill workers,Not in the labor force,2,12.6
11003,r058,All workers -> 2021,Non-STEM workers,Employed,2,79.4
11003,r059,All workers -> 2021,Non-STEM workers,Unemployed,2,5.3
11003,r060,All workers -> 2021,Non-STEM workers,Not in the labor force,2,15.3
11003,r061,All workers -> Bachelor's degree or higher -> 2016,S&E workers,Employed,2,91.0
11003,r062,All workers -> Bachelor's degree or higher -> 2016,S&E workers,Unemployed,2,1.9
11003,r063,All workers -> Bachelor's degree or higher -> 2016,S&E workers,Not in the labor force,2,7.1
11003,r064,All workers -> Bachelor's degree or higher -> 2016,S&E-related workers,Employed,2,90.3
11003,r065,All workers -> Bachelor's degree or higher -> 2016,S&E-related workers,Unemployed,2,1.2
11003,r066,All workers -> Bachelor's degree or higher -> 2016,S&E-related workers,Not in the labor force,2,8.5
11003,r067,All workers -> Bachelor's degree or higher -> 2016,STEM middle-skill workers,Employed,2,86.5
11003,r068,All workers -> Bachelor's degree or higher -> 2016,STEM middle-skill workers,Unemployed,2,2.8
11003,r069,All workers -> Bachelor's degree or higher -> 2016,STEM middle-skill workers,Not in the labor force,2,10.7
11003,r070,All workers -> Bachelor's degree or higher -> 2016,Non-STEM workers,Employed,2,85.6
11003,r071,All workers -> Bachelor's degree or higher -> 2016,Non-STEM workers,Unemployed,2,2.5
11003,r072,All workers -> Bachelor's degree or higher -> 2016,Non-STEM workers,Not in the labor force,2,11.9
11003,r073,All workers -> Bachelor's degree or higher -> 2017,S&E workers,Employed,2,90.9
11003,r074,All workers -> Bachelor's degree or higher -> 2017,S&E workers,Unemployed,2,1.8
11003,r075,All workers -> Bachelor's degree or higher -> 2017,S&E workers,Not in the labor force,2,7.3
11003,r076,All workers -> Bachelor's degree or higher -> 2017,S&E-related workers,Employed,2,89.9
11003,r077,All workers -> Bachelor's degree or higher -> 2017,S&E-related workers,Unemployed,2,1.2
11003,r078,All workers -> Bachelor's degree or higher -> 2017,S&E-related workers,Not in the labor force,2,8.9
11003,r079,All workers -> Bachelor's degree or higher -> 2017,STEM middle-skill workers,Employed,2,86.5
11003,r080,All workers -> Bachelor's degree or higher -> 2017,STEM middle-skill workers,Unemployed,2,2.8
11003,r081,All workers -> Bachelor's degree or higher -> 2017,STEM middle-skill workers,Not in the labor force,2,10.7
11003,r082,All workers -> Bachelor's degree or higher -> 2017,Non-STEM workers,Employed,2,85.9
11003,r083,All workers -> Bachelor's degree or higher -> 2017,Non-STEM workers,Unemployed,2,2.4
11003,r084,All workers -> Bachelor's degree or higher -> 2017,Non-STEM workers,Not in the labor force,2,11.7
11003,r085,All workers -> Bachelor's degree or higher -> 2018,S&E workers,Employed,2,90.8
11003,r086,All workers -> Bachelor's degree or higher -> 2018,S&E workers,Unemployed,2,1.7
11003,r087,All workers -> Bachelor's degree or higher -> 2018,S&E workers,Not in the labor force,2,7.5
11003,r088,All workers -> Bachelor's degree or higher -> 2018,S&E-related workers,Employed,2,90.0
11003,r089,All workers -> Bachelor's degree or higher -> 2018,S&E-related workers,Unemployed,2,1.1
11003,r090,All workers -> Bachelor's degree or higher -> 2018,S&E-related workers,Not in the labor force,2,8.9
11003,r091,All workers -> Bachelor's degree or higher -> 2018,STEM middle-skill workers,Employed,2,87.1
11003,r092,All workers -> Bachelor's degree or higher -> 2018,STEM middle-skill workers,Unemployed,2,2.4
11003,r093,All workers -> Bachelor's degree or higher -> 2018,STEM middle-skill workers,Not in the labor force,2,10.6
11003,r094,All workers -> Bachelor's degree or higher -> 2018,Non-STEM workers,Employed,2,86.2
11003,r095,All workers -> Bachelor's degree or higher -> 2018,Non-STEM workers,Unemployed,2,2.3
11003,r096,All workers -> Bachelor's degree or higher -> 2018,Non-STEM workers,Not in the labor force,2,11.5
11003,r097,All workers -> Bachelor's degree or higher -> 2019,S&E workers,Employed,2,91.0
11003,r098,All workers -> Bachelor's degree or higher -> 2019,S&E workers,Unemployed,2,1.6
11003,r099,All workers -> Bachelor's degree or higher -> 2019,S&E workers,Not in the labor force,2,7.4
11003,r100,All workers -> Bachelor's degree or higher -> 2019,S&E-related workers,Employed,2,90.3
11003,r101,All workers -> Bachelor's degree or higher -> 2019,S&E-related workers,Unemployed,2,1.1
11003,r102,All workers -> Bachelor's degree or higher -> 2019,S&E-related workers,Not in the labor force,2,8.6
11003,r103,All workers -> Bachelor's degree or higher -> 2019,STEM middle-skill workers,Employed,2,87.3
11003,r104,All workers -> Bachelor's degree or higher -> 2019,STEM middle-skill workers,Unemployed,2,2.3
11003,r105,All workers -> Bachelor's degree or higher -> 2019,STEM middle-skill workers,Not in the labor force,2,10.4
11003,r106,All workers -> Bachelor's degree or higher -> 2019,Non-STEM workers,Employed,2,86.6
11003,r107,All workers -> Bachelor's degree or higher -> 2019,Non-STEM workers,Unemployed,2,2.2
11003,r108,All workers -> Bachelor's degree or higher -> 2019,Non-STEM workers,Not in the labor force,2,11.2
11003,r109,All workers -> Bachelor's degree or higher -> 2021,S&E workers,Employed,2,90.7
11003,r110,All workers -> Bachelor's degree or higher -> 2021,S&E workers,Unemployed,2,1.9
11003,r111,All workers -> Bachelor's degree or higher -> 2021,S&E workers,Not in the labor force,2,7.4
11003,r112,All workers -> Bachelor's degree or higher -> 2021,S&E-related workers,Employed,2,89.3
11003,r113,All workers -> Bachelor's degree or higher -> 2021,S&E-related workers,Unemployed,2,1.5
11003,r114,All workers -> Bachelor's degree or higher -> 2021,S&E-related workers,Not in the labor force,2,9.3
11003,r115,All workers -> Bachelor's degree or higher -> 2021,STEM middle-skill workers,Employed,2,83.9
11003,r116,All workers -> Bachelor's degree or higher -> 2021,STEM middle-skill workers,Unemployed,2,4.5
11003,r117,All workers -> Bachelor's degree or higher -> 2021,STEM middle-skill workers,Not in the labor force,2,11.6
11003,r118,All workers -> Bachelor's degree or higher -> 2021,Non-STEM workers,Employed,2,84.4
11003,r119,All workers -> Bachelor's degree or higher -> 2021,Non-STEM workers,Unemployed,2,3.5
11003,r120,All workers -> Bachelor's degree or higher -> 2021,Non-STEM workers,Not in the labor force,2,12.1
11003,r121,All workers -> Without a bachelor's degree -> 2016,S&E workers,Employed,2,85.8
11003,r122,All workers -> Without a bachelor's degree -> 2016,S&E workers,Unemployed,2,3.0
11003,r123,All workers -> Without a bachelor's degree -> 2016,S&E workers,Not in the labor force,2,11.2
11003,r124,All workers -> Without a bachelor's degree -> 2016,S&E-related workers,Employed,2,85.4
11003,r125,All workers -> Without a bachelor's degree -> 2016,S&E-related workers,Unemployed,2,2.2
11003,r126,All workers -> Without a bachelor's degree -> 2016,S&E-related workers,Not in the labor force,2,12.4
11003,r127,All workers -> Without a bachelor's degree -> 2016,STEM middle-skill workers,Employed,2,84.8
11003,r128,All workers -> Without a bachelor's degree -> 2016,STEM middle-skill workers,Unemployed,2,4.0
11003,r129,All workers -> Without a bachelor's degree -> 2016,STEM middle-skill workers,Not in the labor force,2,11.2
11003,r130,All workers -> Without a bachelor's degree -> 2016,Non-STEM workers,Employed,2,79.7
11003,r131,All workers -> Without a bachelor's degree -> 2016,Non-STEM workers,Unemployed,2,5.1
11003,r132,All workers -> Without a bachelor's degree -> 2016,Non-STEM workers,Not in the labor force,2,15.2
11003,r133,All workers -> Without a bachelor's degree -> 2017,S&E workers,Employed,2,85.6
11003,r134,All workers -> Without a bachelor's degree -> 2017,S&E workers,Unemployed,2,3.0
11003,r135,All workers -> Without a bachelor's degree -> 2017,S&E workers,Not in the labor force,2,11.5
11003,r136,All workers -> Without a bachelor's degree -> 2017,S&E-related workers,Employed,2,85.8
11003,r137,All workers -> Without a bachelor's degree -> 2017,S&E-related workers,Unemployed,2,2.0
11003,r138,All workers -> Without a bachelor's degree -> 2017,S&E-related workers,Not in the labor force,2,12.3
11003,r139,All workers -> Without a bachelor's degree -> 2017,STEM middle-skill workers,Employed,2,85.8
11003,r140,All workers -> Without a bachelor's degree -> 2017,STEM middle-skill workers,Unemployed,2,3.6
11003,r141,All workers -> Without a bachelor's degree -> 2017,STEM middle-skill workers,Not in the labor force,2,10.7
11003,r142,All workers -> Without a bachelor's degree -> 2017,Non-STEM workers,Employed,2,80.2
11003,r143,All workers -> Without a bachelor's degree -> 2017,Non-STEM workers,Unemployed,2,4.7
11003,r144,All workers -> Without a bachelor's degree -> 2017,Non-STEM workers,Not in the labor force,2,15.2
11003,r145,All workers -> Without a bachelor's degree -> 2018,S&E workers,Employed,2,85.1
11003,r146,All workers -> Without a bachelor's degree -> 2018,S&E workers,Unemployed,2,2.8
11003,r147,All workers -> Without a bachelor's degree -> 2018,S&E workers,Not in the labor force,2,12.1
11003,r148,All workers -> Without a bachelor's degree -> 2018,S&E-related workers,Employed,2,85.5
11003,r149,All workers -> Without a bachelor's degree -> 2018,S&E-related workers,Unemployed,2,1.9
11003,r150,All workers -> Without a bachelor's degree -> 2018,S&E-related workers,Not in the labor force,2,12.6
11003,r151,All workers -> Without a bachelor's degree -> 2018,STEM middle-skill workers,Employed,2,86.2
11003,r152,All workers -> Without a bachelor's degree -> 2018,STEM middle-skill workers,Unemployed,2,3.2
11003,r153,All workers -> Without a bachelor's degree -> 2018,STEM middle-skill workers,Not in the labor force,2,10.6
11003,r154,All workers -> Without a bachelor's degree -> 2018,Non-STEM workers,Employed,2,80.5
11003,r155,All workers -> Without a bachelor's degree -> 2018,Non-STEM workers,Unemployed,2,4.4
11003,r156,All workers -> Without a bachelor's degree -> 2018,Non-STEM workers,Not in the labor force,2,15.0
11003,r157,All workers -> Without a bachelor's degree -> 2019,S&E workers,Employed,2,85.7
11003,r158,All workers -> Without a bachelor's degree -> 2019,S&E workers,Unemployed,2,3.0
11003,r159,All workers -> Without a bachelor's degree -> 2019,S&E workers,Not in the labor force,2,11.3
11003,r160,All workers -> Without a bachelor's degree -> 2019,S&E-related workers,Employed,2,85.6
11003,r161,All workers -> Without a bachelor's degree -> 2019,S&E-related workers,Unemployed,2,1.9
11003,r162,All workers -> Without a bachelor's degree -> 2019,S&E-related workers,Not in the labor force,2,12.5
11003,r163,All workers -> Without a bachelor's degree -> 2019,STEM middle-skill workers,Employed,2,86.2
11003,r164,All workers -> Without a bachelor's degree -> 2019,STEM middle-skill workers,Unemployed,2,3.0
11003,r165,All workers -> Without a bachelor's degree -> 2019,STEM middle-skill workers,Not in the labor force,2,10.8
11003,r166,All workers -> Without a bachelor's degree -> 2019,Non-STEM workers,Employed,2,81.3
11003,r167,All workers -> Without a bachelor's degree -> 2019,Non-STEM workers,Unemployed,2,4.1
11003,r168,All workers -> Without a bachelor's degree -> 2019,Non-STEM workers,Not in the labor force,2,14.6
11003,r169,All workers -> Without a bachelor's degree -> 2021,S&E workers,Employed,2,84.8
11003,r170,All workers -> Without a bachelor's degree -> 2021,S&E workers,Unemployed,2,3.9
11003,r171,All workers -> Without a bachelor's degree -> 2021,S&E workers,Not in the labor force,2,11.3
11003,r172,All workers -> Without a bachelor's degree -> 2021,S&E-related workers,Employed,2,83.6
11003,r173,All workers -> Without a bachelor's degree -> 2021,S&E-related workers,Unemployed,2,2.7
11003,r174,All workers -> Without a bachelor's degree -> 2021,S&E-related workers,Not in the labor force,2,13.7
11003,r175,All workers -> Without a bachelor's degree -> 2021,STEM middle-skill workers,Employed,2,82.6
11003,r176,All workers -> Without a bachelor's degree -> 2021,STEM middle-skill workers,Unemployed,2,4.7
11003,r177,All workers -> Without a bachelor's degree -> 2021,STEM middle-skill workers,Not in the labor force,2,12.7
11003,r178,All workers -> Without a bachelor's degree -> 2021,Non-STEM workers,Employed,2,76.8
11003,r179,All workers -> Without a bachelor's degree -> 2021,Non-STEM workers,Unemployed,2,6.2
11003,r180,All workers -> Without a bachelor's degree -> 2021,Non-STEM workers,Not in the labor force,2,17.0
