table_id,row_id,time_period,proportions_level_1,proportions_level_2,proportions_hierarchy_depth,value
6802,r037,Race or ethnicity,Proportions,Class 3,2,"['&nbsp;', '&nbsp;']"
6802,r038,Race or ethnicity,Proportions,Class 4,2,"['&nbsp;', '&nbsp;']"
6802,r039,Race or ethnicity,Proportions,Class 5,2,"['&nbsp;', '&nbsp;']"
6802,r040,Race or ethnicity -> Asian,Proportions,Class 1,2,"['0.222', 'a']"
6802,r041,Race or ethnicity -> Asian,Proportions,Class 2,2,"['0.195', '&nbsp;']"
6802,r042,Race or ethnicity -> Asian,Proportions,Class 3,2,"['0.231', 'a']"
6802,r043,Race or ethnicity -> Asian,Proportions,Class 4,2,"['0.317', '&nbsp;']"
6802,r044,Race or ethnicity -> Asian,Proportions,Class 5,2,"['0.475', '&nbsp;']"
6802,r045,Race or ethnicity -> Asian,Proportions,Population,2,0.273
6802,r046,Race or ethnicity -> Black,Proportions,Class 1,2,"['0.037', 'ab']"
6802,r047,Race or ethnicity -> Black,Proportions,Class 2,2,"['0.029', 'c']"
6802,r048,Race or ethnicity -> Black,Proportions,Class 3,2,"['0.032', 'ac']"
6802,r049,Race or ethnicity -> Black,Proportions,Class 4,2,"['0.044', 'b']"
6802,r050,Race or ethnicity -> Black,Proportions,Class 5,2,"['0.036', 'abc']"
6802,r051,Race or ethnicity -> Black,Proportions,Population,2,0.035
6802,r052,Race or ethnicity -> Hispanic,Proportions,Class 1,2,"['0.056', 'a']"
6802,r053,Race or ethnicity -> Hispanic,Proportions,Class 2,2,"['0.052', 'a']"
6802,r054,Race or ethnicity -> Hispanic,Proportions,Class 3,2,"['0.054', 'a']"
6802,r055,Race or ethnicity -> Hispanic,Proportions,Class 4,2,"['0.054', 'a']"
6802,r056,Race or ethnicity -> Hispanic,Proportions,Class 5,2,"['0.036', '&nbsp;']"
6802,r057,Race or ethnicity -> Hispanic,Proportions,Population,2,0.051
6802,r058,Race or ethnicity -> White,Proportions,Class 1,2,"['0.667', 'a']"
6802,r059,Race or ethnicity -> White,Proportions,Class 2,2,"['0.713', '&nbsp;']"
6802,r060,Race or ethnicity -> White,Proportions,Class 3,2,"['0.667', 'a']"
6802,r061,Race or ethnicity -> White,Proportions,Class 4,2,"['0.565', '&nbsp;']"
6802,r062,Race or ethnicity -> White,Proportions,Class 5,2,"['0.442', '&nbsp;']"
6802,r063,Race or ethnicity -> White,Proportions,Population,2,0.626
6802,r064,Race or ethnicity -> Other,Proportions,Class 1,2,"['0.018', 'a']"
6802,r065,Race or ethnicity -> Other,Proportions,Class 2,2,"['0.012', 'b']"
6802,r066,Race or ethnicity -> Other,Proportions,Class 3,2,"['0.015', 'ab']"
6802,r067,Race or ethnicity -> Other,Proportions,Class 4,2,"['0.020', 'a']"
6802,r068,Race or ethnicity -> Other,Proportions,Class 5,2,"['0.011', 'b']"
6802,r069,Race or ethnicity -> Other,Proportions,Population,2,0.015
6802,r070,Age,Proportions,Class 1,2,"['&nbsp;', '&nbsp;']"
6802,r071,Age,Proportions,Class 2,2,"['&nbsp;', '&nbsp;']"
6802,r072,Age,Proportions,Class 3,2,"['&nbsp;', '&nbsp;']"
6802,r073,Age,Proportions,Class 4,2,"['&nbsp;', '&nbsp;']"
6802,r074,Age,Proportions,Class 5,2,"['&nbsp;', '&nbsp;']"
6802,r075,Age -> < 30,Proportions,Class 1,2,"['0.010', 'a']"
6802,r076,Age -> < 30,Proportions,Class 2,2,"['0.007', 'a']"
6802,r077,Age -> < 30,Proportions,Class 3,2,"['0.010', 'a']"
6802,r078,Age -> < 30,Proportions,Class 4,2,"['0.011', 'a']"
6802,r079,Age -> < 30,Proportions,Class 5,2,"['0.008', 'a']"
6802,r080,Age -> < 30,Proportions,Population,2,0.009
6802,r081,Age -> 30&#8211;39 ,Proportions,Class 1,2,"['0.251', 'a']"
6802,r082,Age -> 30&#8211;39 ,Proportions,Class 2,2,"['0.183', '&nbsp;']"
6802,r083,Age -> 30&#8211;39 ,Proportions,Class 3,2,"['0.246', 'a']"
6802,r084,Age -> 30&#8211;39 ,Proportions,Class 4,2,"['0.277', 'b']"
6802,r085,Age -> 30&#8211;39 ,Proportions,Class 5,2,"['0.254', 'ab']"
6802,r086,Age -> 30&#8211;39 ,Proportions,Population,2,0.239
6802,r087,Age -> 40&#8211;49 ,Proportions,Class 1,2,"['0.250', '&nbsp;']"
6802,r088,Age -> 40&#8211;49 ,Proportions,Class 2,2,"['0.224', '&nbsp;']"
6802,r089,Age -> 40&#8211;49 ,Proportions,Class 3,2,"['0.284', 'a']"
6802,r090,Age -> 40&#8211;49 ,Proportions,Class 4,2,"['0.298', 'a']"
6802,r091,Age -> 40&#8211;49 ,Proportions,Class 5,2,"['0.301', 'a']"
6802,r092,Age -> 40&#8211;49 ,Proportions,Population,2,0.265
6802,r093,Age -> 50&#8211;59 ,Proportions,Class 1,2,"['0.236', 'a']"
6802,r094,Age -> 50&#8211;59 ,Proportions,Class 2,2,"['0.244', 'a']"
6802,r095,Age -> 50&#8211;59 ,Proportions,Class 3,2,"['0.277', 'b']"
6802,r096,Age -> 50&#8211;59 ,Proportions,Class 4,2,"['0.257', 'ab']"
6802,r097,Age -> 50&#8211;59 ,Proportions,Class 5,2,"['0.262', 'ab']"
6802,r098,Age -> 50&#8211;59 ,Proportions,Population,2,0.252
6802,r099,Age -> 60&#8211;69 ,Proportions,Class 1,2,"['0.192', '&nbsp;']"
6802,r100,Age -> 60&#8211;69 ,Proportions,Class 2,2,"['0.254', '&nbsp;']"
6802,r101,Age -> 60&#8211;69 ,Proportions,Class 3,2,"['0.157', 'a']"
6802,r102,Age -> 60&#8211;69 ,Proportions,Class 4,2,"['0.137', 'a']"
6802,r103,Age -> 60&#8211;69 ,Proportions,Class 5,2,"['0.147', 'a']"
6802,r104,Age -> 60&#8211;69 ,Proportions,Population,2,0.185
6802,r105,Age -> &#8805; 70 ,Proportions,Class 1,2,"['0.061', '&nbsp;']"
6802,r106,Age -> &#8805; 70 ,Proportions,Class 2,2,"['0.088', '&nbsp;']"
6802,r107,Age -> &#8805; 70 ,Proportions,Class 3,2,"['0.026', 'a']"
6802,r108,Age -> &#8805; 70 ,Proportions,Class 4,2,"['0.021', 'a']"
6802,r109,Age -> &#8805; 70 ,Proportions,Class 5,2,"['0.027', 'a']"
6802,r110,Age -> &#8805; 70 ,Proportions,Population,2,0.05
6802,r111,Years since first PhD,Proportions,Class 1,2,"['&nbsp;', '&nbsp;']"
6802,r112,Years since first PhD,Proportions,Class 2,2,"['&nbsp;', '&nbsp;']"
6802,r113,Years since first PhD,Proportions,Class 3,2,"['&nbsp;', '&nbsp;']"
6802,r114,Years since first PhD,Proportions,Class 4,2,"['&nbsp;', '&nbsp;']"
6802,r115,Years since first PhD,Proportions,Class 5,2,"['&nbsp;', '&nbsp;']"
6802,r116,Years since first PhD -> < 7 (2010 or later) ,Proportions,Class 1,2,"['0.232', 'a']"
6802,r117,Years since first PhD -> < 7 (2010 or later) ,Proportions,Class 2,2,"['0.150', '&nbsp;']"
6802,r118,Years since first PhD -> < 7 (2010 or later) ,Proportions,Class 3,2,"['0.206', 'b']"
6802,r119,Years since first PhD -> < 7 (2010 or later) ,Proportions,Class 4,2,"['0.277', '&nbsp;']"
6802,r120,Years since first PhD -> < 7 (2010 or later) ,Proportions,Class 5,2,"['0.225', 'ab']"
6802,r121,Years since first PhD -> < 7 (2010 or later) ,Proportions,Population,2,0.214
6802,r122,Years since first PhD -> 8&#8211;17 (2000&#8211;09) ,Proportions,Class 1,2,"['0.294', 'a']"
6802,r123,Years since first PhD -> 8&#8211;17 (2000&#8211;09) ,Proportions,Class 2,2,"['0.257', '&nbsp;']"
6802,r124,Years since first PhD -> 8&#8211;17 (2000&#8211;09) ,Proportions,Class 3,2,"['0.317', 'ab']"
6802,r125,Years since first PhD -> 8&#8211;17 (2000&#8211;09) ,Proportions,Class 4,2,"['0.343', 'bc']"
6802,r126,Years since first PhD -> 8&#8211;17 (2000&#8211;09) ,Proportions,Class 5,2,"['0.359', 'c']"
6802,r127,Years since first PhD -> 8&#8211;17 (2000&#8211;09) ,Proportions,Population,2,0.307
6802,r128,Years since first PhD -> 18&#8211;27 (1990&#8211;99) ,Proportions,Class 1,2,"['0.247', 'ab']"
6802,r129,Years since first PhD -> 18&#8211;27 (1990&#8211;99) ,Proportions,Class 2,2,"['0.261', 'b']"
6802,r130,Years since first PhD -> 18&#8211;27 (1990&#8211;99) ,Proportions,Class 3,2,"['0.289', 'c']"
6802,r131,Years since first PhD -> 18&#8211;27 (1990&#8211;99) ,Proportions,Class 4,2,"['0.234', 'a']"
6802,r132,Years since first PhD -> 18&#8211;27 (1990&#8211;99) ,Proportions,Class 5,2,"['0.266', 'abc']"
6802,r133,Years since first PhD -> 18&#8211;27 (1990&#8211;99) ,Proportions,Population,2,0.258
6802,r134,Years since first PhD -> 28&#8211;37 (1980&#8211;89) ,Proportions,Class 1,2,"['0.148', 'a']"
6802,r135,Years since first PhD -> 28&#8211;37 (1980&#8211;89) ,Proportions,Class 2,2,"['0.206', '&nbsp;']"
6802,r136,Years since first PhD -> 28&#8211;37 (1980&#8211;89) ,Proportions,Class 3,2,"['0.142', 'ac']"
6802,r137,Years since first PhD -> 28&#8211;37 (1980&#8211;89) ,Proportions,Class 4,2,"['0.116', 'b']"
6802,r138,Years since first PhD -> 28&#8211;37 (1980&#8211;89) ,Proportions,Class 5,2,"['0.116', 'bc']"
6802,r139,Years since first PhD -> 28&#8211;37 (1980&#8211;89) ,Proportions,Population,2,0.151
6802,r140,Years since first PhD -> 38&#8211;47 (1970&#8211;79) ,Proportions,Class 1,2,"['0.074', '&nbsp;']"
6802,r141,Years since first PhD -> 38&#8211;47 (1970&#8211;79) ,Proportions,Class 2,2,"['0.119', '&nbsp;']"
6802,r142,Years since first PhD -> 38&#8211;47 (1970&#8211;79) ,Proportions,Class 3,2,"['0.044', 'a']"
6802,r143,Years since first PhD -> 38&#8211;47 (1970&#8211;79) ,Proportions,Class 4,2,"['0.028', 'b']"
6802,r144,Years since first PhD -> 38&#8211;47 (1970&#8211;79) ,Proportions,Class 5,2,"['0.034', 'ab']"
6802,r145,Years since first PhD -> 38&#8211;47 (1970&#8211;79) ,Proportions,Population,2,0.066
6802,r146,Years since first PhD -> > 47 (prior to 1970) ,Proportions,Class 1,2,"['0.004', 'a']"
6802,r147,Years since first PhD -> > 47 (prior to 1970) ,Proportions,Class 2,2,"['0.008', '&nbsp;']"
6802,r148,Years since first PhD -> > 47 (prior to 1970) ,Proportions,Class 3,2,"['0.002', 'a']"
6802,r149,Years since first PhD -> > 47 (prior to 1970) ,Proportions,Class 4,2,"['0.002', 'a']"
6802,r150,Years since first PhD -> > 47 (prior to 1970) ,Proportions,Class 5,2,"['0.001', 'a']"
6802,r151,Years since first PhD -> > 47 (prior to 1970) ,Proportions,Population,2,0.004
6802,r152,Degree focus,Proportions,Class 1,2,"['&nbsp;', '&nbsp;']"
6802,r153,Degree focus,Proportions,Class 2,2,"['&nbsp;', '&nbsp;']"
6802,r154,Degree focus,Proportions,Class 3,2,"['&nbsp;', '&nbsp;']"
6802,r155,Degree focus,Proportions,Class 4,2,"['&nbsp;', '&nbsp;']"
6802,r156,Degree focus,Proportions,Class 5,2,"['&nbsp;', '&nbsp;']"
6802,r157,Degree focus -> Science ,Proportions,Class 1,2,"['0.784', 'a']"
6802,r158,Degree focus -> Science ,Proportions,Class 2,2,"['0.771', 'a']"
6802,r159,Degree focus -> Science ,Proportions,Class 3,2,"['0.739', 'b']"
6802,r160,Degree focus -> Science ,Proportions,Class 4,2,"['0.722', 'b']"
6802,r161,Degree focus -> Science ,Proportions,Class 5,2,"['0.666', '&nbsp;']"
6802,r162,Degree focus -> Science ,Proportions,Population,2,0.745
6802,r163,Degree focus -> Engineering ,Proportions,Class 1,2,"['0.171', 'a']"
6802,r164,Degree focus -> Engineering ,Proportions,Class 2,2,"['0.180', 'a']"
6802,r165,Degree focus -> Engineering ,Proportions,Class 3,2,"['0.219', 'b']"
6802,r166,Degree focus -> Engineering ,Proportions,Class 4,2,"['0.236', 'b']"
6802,r167,Degree focus -> Engineering ,Proportions,Class 5,2,"['0.287', '&nbsp;']"
6802,r168,Degree focus -> Engineering ,Proportions,Population,2,0.21
6802,r169,Degree focus -> Health ,Proportions,Class 1,2,"['0.045', 'a']"
6802,r170,Degree focus -> Health ,Proportions,Class 2,2,"['0.048', 'a']"
6802,r171,Degree focus -> Health ,Proportions,Class 3,2,"['0.042', 'a']"
6802,r172,Degree focus -> Health ,Proportions,Class 4,2,"['0.043', 'a']"
6802,r173,Degree focus -> Health ,Proportions,Class 5,2,"['0.047', 'a']"
6802,r174,Degree focus -> Health ,Proportions,Population,2,0.045
6802,r175,Living in the United States,Proportions,Class 1,2,"['&nbsp;', '&nbsp;']"
6802,r176,Living in the United States,Proportions,Class 2,2,"['&nbsp;', '&nbsp;']"
6802,r177,Living in the United States,Proportions,Class 3,2,"['&nbsp;', '&nbsp;']"
6802,r178,Living in the United States,Proportions,Class 4,2,"['&nbsp;', '&nbsp;']"
6802,r179,Living in the United States,Proportions,Class 5,2,"['&nbsp;', '&nbsp;']"
6802,r180,Living in the United States -> No,Proportions,Class 1,2,"['0.133', 'a']"
6802,r181,Living in the United States -> No,Proportions,Class 2,2,"['0.108', 'b']"
6802,r182,Living in the United States -> No,Proportions,Class 3,2,"['0.102', 'b']"
6802,r183,Living in the United States -> No,Proportions,Class 4,2,"['0.136', 'a']"
6802,r184,Living in the United States -> No,Proportions,Class 5,2,"['0.188', '&nbsp;']"
6802,r185,Living in the United States -> No,Proportions,Population,2,0.123
6802,r186,Living in the United States -> Yes,Proportions,Class 1,2,"['0.867', 'a']"
6802,r187,Living in the United States -> Yes,Proportions,Class 2,2,"['0.892', 'b']"
6802,r188,Living in the United States -> Yes,Proportions,Class 3,2,"['0.898', 'b']"
6802,r189,Living in the United States -> Yes,Proportions,Class 4,2,"['0.864', 'a']"
6802,r190,Living in the United States -> Yes,Proportions,Class 5,2,"['0.812', '&nbsp;']"
6802,r191,Living in the United States -> Yes,Proportions,Population,2,0.877
6802,r192,Employment sector,Proportions,Class 1,2,"['&nbsp;', '&nbsp;']"
6802,r193,Employment sector,Proportions,Class 2,2,"['&nbsp;', '&nbsp;']"
6802,r194,Employment sector,Proportions,Class 3,2,"['&nbsp;', '&nbsp;']"
6802,r195,Employment sector,Proportions,Class 4,2,"['&nbsp;', '&nbsp;']"
6802,r196,Employment sector,Proportions,Class 5,2,"['&nbsp;', '&nbsp;']"
6802,r197,Employment sector -> Education,Proportions,Class 1,2,"['0.535', '&nbsp;']"
6802,r198,Employment sector -> Education,Proportions,Class 2,2,"['0.441', 'a']"
6802,r199,Employment sector -> Education,Proportions,Class 3,2,"['0.313', '&nbsp;']"
6802,r200,Employment sector -> Education,Proportions,Class 4,2,"['0.460', 'ab']"
6802,r201,Employment sector -> Education,Proportions,Class 5,2,"['0.486', 'b']"
6802,r202,Employment sector -> Education,Proportions,Population,2,0.457
6802,r203,Employment sector -> Government,Proportions,Class 1,2,"['0.069', 'a']"
6802,r204,Employment sector -> Government,Proportions,Class 2,2,"['0.101', 'b']"
6802,r205,Employment sector -> Government,Proportions,Class 3,2,"['0.143', '&nbsp;']"
6802,r206,Employment sector -> Government,Proportions,Class 4,2,"['0.090', 'bc']"
6802,r207,Employment sector -> Government,Proportions,Class 5,2,"['0.080', 'ac']"
6802,r208,Employment sector -> Government,Proportions,Population,2,0.094
6802,r209,Employment sector -> Business or industry,Proportions,Class 1,2,"['0.395', '&nbsp;']"
6802,r210,Employment sector -> Business or industry,Proportions,Class 2,2,"['0.458', 'a']"
6802,r211,Employment sector -> Business or industry,Proportions,Class 3,2,"['0.543', '&nbsp;']"
6802,r212,Employment sector -> Business or industry,Proportions,Class 4,2,"['0.450', 'a']"
6802,r213,Employment sector -> Business or industry,Proportions,Class 5,2,"['0.433', 'a']"
6802,r214,Employment sector -> Business or industry,Proportions,Population,2,0.449
