table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_total_all_r_d_expenditures,field_total_clinical_trials,field_federal_all_r_d_expenditures,field_federal_clinical_trials,field_nonfederal_all_r_d_expenditures,field_nonfederal_clinical_trials
3186,r074,"Illinois -> Public -> Southern Illinois U., Carbondale",Illinois,Public,"Southern Illinois U., Carbondale",3,"['41,729', '']","['1,580', '']","['12,625', '']","['5', '']","['29,104', '']","['1,575', '']"
3186,r075,"Illinois -> Public -> U. Illinois, Chicago",Illinois,Public,"U. Illinois, Chicago",3,"['382,949', '']","['8,504', '']","['208,603', '']","['5,294', '']","['174,346', '']","['3,210', '']"
3186,r076,"Illinois -> Public -> U. Illinois, Urbana-Champaign",Illinois,Public,"U. Illinois, Urbana-Champaign",3,"['677,523', '']","['166', '']","['382,206', '']","['136', '']","['295,317', '']","['30', '']"
3186,r077,Illinois -> Private,Illinois,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r078,"Illinois -> Private -> Loyola U., Chicago",Illinois,Private,"Loyola U., Chicago",3,"['39,223', '']","['3,412', '']","['23,562', '']","['546', '']","['15,661', '']","['2,866', '']"
3186,r079,Illinois -> Private -> Northwestern U.,Illinois,Private,Northwestern U.,3,"['857,069', '']","['53,817', 'i']","['502,300', '']","['18,124', 'i']","['354,769', '']","['35,693', 'i']"
3186,r080,Illinois -> Private -> Rosalind Franklin U. of Medicine and Science,Illinois,Private,Rosalind Franklin U. of Medicine and Science,3,"['16,126', '']","['15', '']","['8,865', '']","['0', '']","['7,261', '']","['15', '']"
3186,r081,Illinois -> Private -> Rush U.,Illinois,Private,Rush U.,3,"['96,267', '']","['14,170', '']","['68,941', '']","['1,215', '']","['27,326', '']","['12,955', '']"
3186,r082,Illinois -> Private -> U. Chicago,Illinois,Private,U. Chicago,3,"['459,171', '']","['32,647', '']","['332,776', '']","['499', '']","['126,395', '']","['32,148', '']"
3186,r083,Indiana,Indiana,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r084,Indiana -> Public,Indiana,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r085,"Indiana -> Public -> Indiana U., Bloomington",Indiana,Public,"Indiana U., Bloomington",3,"['668,157', '']","['42,329', '']","['308,586', '']","['16,639', '']","['359,571', '']","['25,690', '']"
3186,r086,"Indiana -> Public -> Indiana U.-Purdue U., Indianapolis",Indiana,Public,"Indiana U.-Purdue U., Indianapolis",3,"['67,635', '']","['3,112', '']","['27,349', '']","['1,630', '']","['40,286', '']","['1,482', '']"
3186,r087,Iowa,Iowa,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r088,Iowa -> Public,Iowa,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r089,Iowa -> Public -> U. Iowa,Iowa,Public,U. Iowa,3,"['508,353', '']","['12,737', '']","['252,563', '']","['0', '']","['255,790', '']","['12,737', '']"
3186,r090,Iowa -> Private,Iowa,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r091,Iowa -> Private -> Des Moines U.,Iowa,Private,Des Moines U.,3,"['1,954', '']","['15', '']","['845', '']","['4', '']","['1,109', '']","['11', '']"
3186,r092,"Iowa -> Private -> Palmer C. of Chiropractic, Davenport",Iowa,Private,"Palmer C. of Chiropractic, Davenport",3,"['1,650', '']","['1,000', '']","['1,100', '']","['1,000', '']","['550', '']","['0', '']"
3186,r093,Kansas,Kansas,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r094,Kansas -> Public,Kansas,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r095,Kansas -> Public -> U. Kansas,Kansas,Public,U. Kansas,3,"['352,643', '']","['18,366', '']","['169,694', '']","['1,791', '']","['182,949', '']","['16,575', '']"
3186,r096,Kentucky,Kentucky,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r097,Kentucky -> Public,Kentucky,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r098,Kentucky -> Public -> U. Kentucky,Kentucky,Public,U. Kentucky,3,"['410,581', '']","['6,089', '']","['192,945', '']","['408', '']","['217,636', '']","['5,681', '']"
3186,r099,Kentucky -> Public -> U. Louisville,Kentucky,Public,U. Louisville,3,"['173,462', '']","['8,023', '']","['87,563', '']","['1,962', '']","['85,899', '']","['6,061', '']"
3186,r100,Louisiana,Louisiana,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r101,Louisiana -> Public,Louisiana,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r102,"Louisiana -> Public -> Louisiana State U., Baton Rouge",Louisiana,Public,"Louisiana State U., Baton Rouge",3,"['296,497', '']","['10,520', '']","['88,721', '']","['6,980', '']","['207,776', '']","['3,540', '']"
3186,r103,"Louisiana -> Public -> Louisiana State U., Health Sciences Center, New Orleans",Louisiana,Public,"Louisiana State U., Health Sciences Center, New Orleans",3,"['40,914', '']","['409', '']","['31,290', '']","['0', '']","['9,624', '']","['409', '']"
3186,r104,"Louisiana -> Public -> Louisiana State U., Health Sciences Center, Shreveport",Louisiana,Public,"Louisiana State U., Health Sciences Center, Shreveport",3,"['26,262', '']","['373', '']","['12,185', '']","['5', '']","['14,077', '']","['368', '']"
3186,r105,Louisiana -> Private,Louisiana,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r106,Louisiana -> Private -> Tulane U.,Louisiana,Private,Tulane U.,3,"['196,933', '']","['3,807', '']","['104,219', '']","['0', '']","['92,714', '']","['3,807', '']"
3186,r107,Maine,Maine,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r108,Maine -> Private,Maine,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r109,Maine -> Private -> Bowdoin C.,Maine,Private,Bowdoin C.,3,"['2,991', '']","['116', '']","['1,790', '']","['0', '']","['1,201', '']","['116', '']"
3186,r110,Maryland,Maryland,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r111,Maryland -> Public,Maryland,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r112,Maryland -> Public -> Towson U.,Maryland,Public,Towson U.,3,"['3,423', '']","['157', '']","['2,144', '']","['157', '']","['1,279', '']","['0', '']"
3186,r113,Maryland -> Public -> U. Maryland<sup>a</sup>,Maryland,Public,U. Maryland<sup>a</sup>,3,"['1,096,600', '']","['29,542', '']","['696,880', '']","['1,750', '']","['399,720', '']","['27,792', '']"
3186,r114,Maryland -> Private,Maryland,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r115,Maryland -> Private -> Johns Hopkins U.<sup>b</sup>,Maryland,Private,Johns Hopkins U.<sup>b</sup>,3,"['2,917,436', '']","['46,962', '']","['2,482,130', '']","['550', '']","['435,306', '']","['46,412', '']"
3186,r116,Massachusetts,Massachusetts,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r117,Massachusetts -> Public,Massachusetts,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r118,"Massachusetts -> Public -> U. Massachusetts, Amherst",Massachusetts,Public,"U. Massachusetts, Amherst",3,"['223,177', '']","['4,102', '']","['117,359', '']","['3,391', '']","['105,818', '']","['711', '']"
3186,r119,"Massachusetts -> Public -> U. Massachusetts, Medical School",Massachusetts,Public,"U. Massachusetts, Medical School",3,"['281,507', '']","['5,064', '']","['197,388', '']","['99', '']","['84,119', '']","['4,965', '']"
3186,r120,Massachusetts -> Private,Massachusetts,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r121,Massachusetts -> Private -> Boston C.,Massachusetts,Private,Boston C.,3,"['61,956', '']","['611', '']","['32,475', '']","['611', '']","['29,481', '']","['0', '']"
3186,r122,Massachusetts -> Private -> Boston U.,Massachusetts,Private,Boston U.,3,"['534,205', '']","['3,622', '']","['318,511', '']","['59', '']","['215,694', '']","['3,563', '']"
3186,r123,Massachusetts -> Private -> Harvard U.,Massachusetts,Private,Harvard U.,3,"['1,239,736', '']","['33,442', '']","['618,405', '']","['31,500', '']","['621,331', '']","['1,942', '']"
3186,r124,Massachusetts -> Private -> New England C. of Optometry,Massachusetts,Private,New England C. of Optometry,3,"['1,223', '']","['44', '']","['928', '']","['0', '']","['295', '']","['44', '']"
3186,r125,Massachusetts -> Private -> Tufts U.,Massachusetts,Private,Tufts U.,3,"['213,285', '']","['2,853', '']","['146,630', '']","['1,178', '']","['66,655', '']","['1,675', '']"
3186,r126,Michigan,Michigan,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r127,Michigan -> Public,Michigan,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r128,Michigan -> Public -> Central Michigan U.,Michigan,Public,Central Michigan U.,3,"['17,102', '']","['159', '']","['8,100', '']","['113', '']","['9,002', '']","['46', '']"
3186,r129,Michigan -> Public -> Grand Valley State U.,Michigan,Public,Grand Valley State U.,3,"['6,592', '']","['478', '']","['1,663', '']","['478', '']","['4,929', '']","['0', '']"
3186,r130,Michigan -> Public -> Michigan State U.,Michigan,Public,Michigan State U.,3,"['725,708', '']","['5,363', '']","['331,148', '']","['4,261', '']","['394,560', '']","['1,102', '']"
3186,r131,Michigan -> Public -> Michigan Technological U.,Michigan,Public,Michigan Technological U.,3,"['80,443', '']","['739', '']","['34,709', '']","['601', '']","['45,734', '']","['138', '']"
3186,r132,"Michigan -> Public -> U. Michigan, Ann Arbor",Michigan,Public,"U. Michigan, Ann Arbor",3,"['1,675,805', '']","['29,859', '']","['886,851', '']","['3,689', '']","['788,954', '']","['26,170', '']"
3186,r133,Michigan -> Public -> Wayne State U.,Michigan,Public,Wayne State U.,3,"['244,217', '']","['14,850', '']","['118,043', '']","['259', '']","['126,174', '']","['14,591', '']"
3186,r134,Michigan -> Public -> Western Michigan U. and Homer Stryker M.D. School of Medicine,Michigan,Public,Western Michigan U. and Homer Stryker M.D. School of Medicine,3,"['25,071', '']","['593', '']","['14,399', '']","['0', '']","['10,672', '']","['593', '']"
3186,r135,Michigan -> Private,Michigan,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r136,Michigan -> Private -> Van Andel Research Institute,Michigan,Private,Van Andel Research Institute,3,"['61,738', '']","['323', '']","['18,259', '']","['0', '']","['43,479', '']","['323', '']"
3186,r137,Minnesota,Minnesota,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r138,Minnesota -> Public,Minnesota,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r139,"Minnesota -> Public -> U. Minnesota, Twin Cities",Minnesota,Public,"U. Minnesota, Twin Cities",3,"['1,013,112', '']","['37,535', '']","['494,549', '']","['20,244', '']","['518,563', '']","['17,291', '']"
3186,r140,Mississippi,Mississippi,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r141,Mississippi -> Public,Mississippi,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r142,Mississippi -> Public -> U. Mississippi,Mississippi,Public,U. Mississippi,3,"['158,809', '']","['10,769', '']","['73,865', '']","['9,655', '']","['84,944', '']","['1,114', '']"
3186,r143,Mississippi -> Public -> U. Southern Mississippi,Mississippi,Public,U. Southern Mississippi,3,"['76,464', '']","['232', '']","['46,924', '']","['232', '']","['29,540', '']","['0', '']"
3186,r144,Missouri,Missouri,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r145,Missouri -> Public,Missouri,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r146,"Missouri -> Public -> U. Missouri, Columbia",Missouri,Public,"U. Missouri, Columbia",3,"['278,793', '']","['3,125', '']","['123,252', '']","['199', '']","['155,541', '']","['2,926', '']"
3186,r147,"Missouri -> Public -> U. Missouri, Kansas City",Missouri,Public,"U. Missouri, Kansas City",3,"['26,708', '']","['89', '']","['14,327', '']","['0', '']","['12,381', '']","['89', '']"
3186,r148,Missouri -> Private,Missouri,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r149,Missouri -> Private -> Saint Louis U.,Missouri,Private,Saint Louis U.,3,"['66,103', '']","['3,785', '']","['34,275', '']","['673', '']","['31,828', '']","['3,112', '']"
3186,r150,"Missouri -> Private -> Washington U., Saint Louis",Missouri,Private,"Washington U., Saint Louis",3,"['887,088', '']","['44,710', '']","['543,508', '']","['15,057', 'i']","['343,580', '']","['29,653', 'i']"
3186,r151,Montana,Montana,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r152,Montana -> Public,Montana,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r153,"Montana -> Public -> Montana State U., Bozeman",Montana,Public,"Montana State U., Bozeman",3,"['154,811', '']","['800', '']","['88,955', '']","['577', '']","['65,856', '']","['223', '']"
3186,r154,Nebraska,Nebraska,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r155,Nebraska -> Public,Nebraska,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r156,"Nebraska -> Public -> U. Nebraska, Kearney",Nebraska,Public,"U. Nebraska, Kearney",3,"['2,919', '']","['42', '']","['1,240', '']","['42', '']","['1,679', '']","['0', '']"
3186,r157,"Nebraska -> Public -> U. Nebraska, Lincoln",Nebraska,Public,"U. Nebraska, Lincoln",3,"['316,820', '']","['1,620', '']","['109,954', '']","['1,596', '']","['206,866', '']","['24', '']"
3186,r158,"Nebraska -> Public -> U. Nebraska, Medical Center",Nebraska,Public,"U. Nebraska, Medical Center",3,"['194,455', '']","['12,958', '']","['102,604', '']","['5,361', '']","['91,851', '']","['7,597', '']"
3186,r159,Nebraska -> Private,Nebraska,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r160,Nebraska -> Private -> Creighton U.,Nebraska,Private,Creighton U.,3,"['24,039', '']","['1,021', 'i']","['8,265', '']","['202', 'i']","['15,774', '']","['819', 'i']"
3186,r161,New Hampshire,New Hampshire,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r162,New Hampshire -> Private,New Hampshire,Private,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r163,New Hampshire -> Private -> Dartmouth C. and Dartmouth Hitchcock Medical Center,New Hampshire,Private,Dartmouth C. and Dartmouth Hitchcock Medical Center,3,"['342,142', '']","['14,994', '']","['154,597', '']","['10,909', '']","['187,545', '']","['4,085', '']"
3186,r164,New Jersey,New Jersey,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r165,New Jersey -> Public,New Jersey,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r166,New Jersey -> Public -> Rowan U.,New Jersey,Public,Rowan U.,3,"['22,892', '']","['22', '']","['12,064', '']","['0', '']","['10,828', '']","['22', '']"
3186,r167,"New Jersey -> Public -> Rutgers, State U. New Jersey, New Brunswick",New Jersey,Public,"Rutgers, State U. New Jersey, New Brunswick",3,"['657,249', '']","['16,128', '']","['297,609', '']","['6,584', '']","['359,640', '']","['9,544', '']"
3186,r168,New Mexico,New Mexico,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r169,New Mexico -> Public,New Mexico,Public,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
3186,r170,New Mexico -> Public -> U. New Mexico,New Mexico,Public,U. New Mexico,3,"['239,696', '']","['4,678', '']","['159,940', '']","['1,977', '']","['79,756', '']","['2,701', '']"
3186,r171,New York,New York,,,1,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
