table_id,row_id,time_period,population_subset_level_1,population_subset_level_2,population_subset_level_3,population_subset_hierarchy_depth,value
6155,r033,Patents dependent variable -> BA,Population subset,Creative class (CC),Coefficient estimate,3,"['-', '-']"
6155,r034,Patents dependent variable -> BA,Population subset,Creative class (CC),p-value,3,-
6155,r035,Patents dependent variable -> BA,Population subset,At least 4-year college degree (BA),Coefficient estimate,3,"['0.016 ', '**']"
6155,r036,Patents dependent variable -> BA,Population subset,At least 4-year college degree (BA),p-value,3,0.011
6155,r037,Patents dependent variable -> 1975&#8211;80 patent stock (PatStock),Population subset,Inventive class (IC),Coefficient estimate,3,"['0.082 ', '**']"
6155,r038,Patents dependent variable -> 1975&#8211;80 patent stock (PatStock),Population subset,Inventive class (IC),p-value,3,0.035
6155,r039,Patents dependent variable -> 1975&#8211;80 patent stock (PatStock),Population subset,"Science, engineering, and technical (SET) employment",Coefficient estimate,3,"['0.040 ', '&nbsp;']"
6155,r040,Patents dependent variable -> 1975&#8211;80 patent stock (PatStock),Population subset,"Science, engineering, and technical (SET) employment",p-value,3,0.392
6155,r041,Patents dependent variable -> 1975&#8211;80 patent stock (PatStock),Population subset,Creative class (CC),Coefficient estimate,3,"['0.054 ', '&nbsp;']"
6155,r042,Patents dependent variable -> 1975&#8211;80 patent stock (PatStock),Population subset,Creative class (CC),p-value,3,0.259
6155,r043,Patents dependent variable -> 1975&#8211;80 patent stock (PatStock),Population subset,At least 4-year college degree (BA),Coefficient estimate,3,"['0.026 ', '&nbsp;']"
6155,r044,Patents dependent variable -> 1975&#8211;80 patent stock (PatStock),Population subset,At least 4-year college degree (BA),p-value,3,0.673
6155,r045,Patents dependent variable -> Population density (PopDens),Population subset,Inventive class (IC),Coefficient estimate,3,"['0.057 ', '&nbsp;']"
6155,r046,Patents dependent variable -> Population density (PopDens),Population subset,Inventive class (IC),p-value,3,0.759
6155,r047,Patents dependent variable -> Population density (PopDens),Population subset,"Science, engineering, and technical (SET) employment",Coefficient estimate,3,"['0.037 ', '&nbsp;']"
6155,r048,Patents dependent variable -> Population density (PopDens),Population subset,"Science, engineering, and technical (SET) employment",p-value,3,0.842
6155,r049,Patents dependent variable -> Population density (PopDens),Population subset,Creative class (CC),Coefficient estimate,3,"['&#8722;0.058', '&nbsp;']"
6155,r050,Patents dependent variable -> Population density (PopDens),Population subset,Creative class (CC),p-value,3,0.852
6155,r051,Patents dependent variable -> Population density (PopDens),Population subset,At least 4-year college degree (BA),Coefficient estimate,3,"['&#8722;0.063', '&nbsp;']"
6155,r052,Patents dependent variable -> Population density (PopDens),Population subset,At least 4-year college degree (BA),p-value,3,0.858
6155,r053,Patents dependent variable -> Wage-rental ratio (WageRentR),Population subset,Inventive class (IC),Coefficient estimate,3,"['2.961 ', '&nbsp;']"
6155,r054,Patents dependent variable -> Wage-rental ratio (WageRentR),Population subset,Inventive class (IC),p-value,3,0.245
6155,r055,Patents dependent variable -> Wage-rental ratio (WageRentR),Population subset,"Science, engineering, and technical (SET) employment",Coefficient estimate,3,"['3.926 ', '&nbsp;']"
6155,r056,Patents dependent variable -> Wage-rental ratio (WageRentR),Population subset,"Science, engineering, and technical (SET) employment",p-value,3,0.163
6155,r057,Patents dependent variable -> Wage-rental ratio (WageRentR),Population subset,Creative class (CC),Coefficient estimate,3,"['7.060 ', '*']"
6155,r058,Patents dependent variable -> Wage-rental ratio (WageRentR),Population subset,Creative class (CC),p-value,3,0.052
6155,r059,Patents dependent variable -> Wage-rental ratio (WageRentR),Population subset,At least 4-year college degree (BA),Coefficient estimate,3,"['8.093 ', '*']"
6155,r060,Patents dependent variable -> Wage-rental ratio (WageRentR),Population subset,At least 4-year college degree (BA),p-value,3,0.066
6155,r061,Patents dependent variable -> Natural amenity rank (NatAmen),Population subset,Inventive class (IC),Coefficient estimate,3,"['2.392 ', '&nbsp;']"
6155,r062,Patents dependent variable -> Natural amenity rank (NatAmen),Population subset,Inventive class (IC),p-value,3,0.372
6155,r063,Patents dependent variable -> Natural amenity rank (NatAmen),Population subset,"Science, engineering, and technical (SET) employment",Coefficient estimate,3,"['2.084 ', '&nbsp;']"
6155,r064,Patents dependent variable -> Natural amenity rank (NatAmen),Population subset,"Science, engineering, and technical (SET) employment",p-value,3,0.467
6155,r065,Patents dependent variable -> Natural amenity rank (NatAmen),Population subset,Creative class (CC),Coefficient estimate,3,"['&#8722;0.634', '&nbsp;']"
6155,r066,Patents dependent variable -> Natural amenity rank (NatAmen),Population subset,Creative class (CC),p-value,3,0.853
6155,r067,Patents dependent variable -> Natural amenity rank (NatAmen),Population subset,At least 4-year college degree (BA),Coefficient estimate,3,"['&#8722;3.421', '&nbsp;']"
6155,r068,Patents dependent variable -> Natural amenity rank (NatAmen),Population subset,At least 4-year college degree (BA),p-value,3,0.421
6155,r069,Patents dependent variable -> University research expenditures (UniResExp),Population subset,Inventive class (IC),Coefficient estimate,3,"['0.498 ', '**']"
6155,r070,Patents dependent variable -> University research expenditures (UniResExp),Population subset,Inventive class (IC),p-value,3,0.046
6155,r071,Patents dependent variable -> University research expenditures (UniResExp),Population subset,"Science, engineering, and technical (SET) employment",Coefficient estimate,3,"['0.227 ', '&nbsp;']"
6155,r072,Patents dependent variable -> University research expenditures (UniResExp),Population subset,"Science, engineering, and technical (SET) employment",p-value,3,0.569
6155,r073,Patents dependent variable -> University research expenditures (UniResExp),Population subset,Creative class (CC),Coefficient estimate,3,"['0.261 ', '&nbsp;']"
6155,r074,Patents dependent variable -> University research expenditures (UniResExp),Population subset,Creative class (CC),p-value,3,0.533
6155,r075,Patents dependent variable -> University research expenditures (UniResExp),Population subset,At least 4-year college degree (BA),Coefficient estimate,3,"['0.067 ', '&nbsp;']"
6155,r076,Patents dependent variable -> University research expenditures (UniResExp),Population subset,At least 4-year college degree (BA),p-value,3,0.913
6155,r077,Patents dependent variable -> Location quotient for patent-intensive industries (LQPatInd),Population subset,Inventive class (IC),Coefficient estimate,3,"['&#8722;3.091', '&nbsp;']"
6155,r078,Patents dependent variable -> Location quotient for patent-intensive industries (LQPatInd),Population subset,Inventive class (IC),p-value,3,0.518
6155,r079,Patents dependent variable -> Location quotient for patent-intensive industries (LQPatInd),Population subset,"Science, engineering, and technical (SET) employment",Coefficient estimate,3,"['1.980 ', '&nbsp;']"
6155,r080,Patents dependent variable -> Location quotient for patent-intensive industries (LQPatInd),Population subset,"Science, engineering, and technical (SET) employment",p-value,3,0.635
6155,r081,Patents dependent variable -> Location quotient for patent-intensive industries (LQPatInd),Population subset,Creative class (CC),Coefficient estimate,3,"['4.279 ', '&nbsp;']"
6155,r082,Patents dependent variable -> Location quotient for patent-intensive industries (LQPatInd),Population subset,Creative class (CC),p-value,3,0.292
6155,r083,Patents dependent variable -> Location quotient for patent-intensive industries (LQPatInd),Population subset,At least 4-year college degree (BA),Coefficient estimate,3,"['9.962 ', '**']"
6155,r084,Patents dependent variable -> Location quotient for patent-intensive industries (LQPatInd),Population subset,At least 4-year college degree (BA),p-value,3,0.012
6155,r085,Patents dependent variable -> Root mean square error (RMSE),Population subset,Inventive class (IC),Coefficient estimate,3,"['33.334 ', '&nbsp;']"
6155,r086,Patents dependent variable -> Root mean square error (RMSE),Population subset,"Science, engineering, and technical (SET) employment",Coefficient estimate,3,"['35.753 ', '&nbsp;']"
6155,r087,Patents dependent variable -> Root mean square error (RMSE),Population subset,Creative class (CC),Coefficient estimate,3,"['45.747 ', '&nbsp;']"
6155,r088,Patents dependent variable -> Root mean square error (RMSE),Population subset,At least 4-year college degree (BA),Coefficient estimate,3,"['52.211 ', '&nbsp;']"
6155,r089,Patents dependent variable -> Chi-squared,Population subset,Inventive class (IC),Coefficient estimate,3,"['722.450 ', '&nbsp;']"
6155,r090,Patents dependent variable -> Chi-squared,Population subset,"Science, engineering, and technical (SET) employment",Coefficient estimate,3,"['700.830 ', '&nbsp;']"
6155,r091,Patents dependent variable -> Chi-squared,Population subset,Creative class (CC),Coefficient estimate,3,"['557.750 ', '&nbsp;']"
6155,r092,Patents dependent variable -> Chi-squared,Population subset,At least 4-year college degree (BA),Coefficient estimate,3,"['546.140 ', '&nbsp;']"
6155,r093,Patents dependent variable -> <i>p</i>-value,Population subset,Inventive class (IC),Coefficient estimate,3,"['<0.0001', '&nbsp;']"
6155,r094,Patents dependent variable -> <i>p</i>-value,Population subset,"Science, engineering, and technical (SET) employment",Coefficient estimate,3,"['<0.0001', '&nbsp;']"
6155,r095,Patents dependent variable -> <i>p</i>-value,Population subset,Creative class (CC),Coefficient estimate,3,"['<0.0001', '&nbsp;']"
6155,r096,Patents dependent variable -> <i>p</i>-value,Population subset,At least 4-year college degree (BA),Coefficient estimate,3,"['<0.0001', '&nbsp;']"
6155,r097,Patents dependent variable -> Mean variance inflation factor (VIF),Population subset,Inventive class (IC),Coefficient estimate,3,"['3.613 ', '&nbsp;']"
6155,r098,Patents dependent variable -> Mean variance inflation factor (VIF),Population subset,"Science, engineering, and technical (SET) employment",Coefficient estimate,3,"['3.622 ', '&nbsp;']"
6155,r099,Patents dependent variable -> Mean variance inflation factor (VIF),Population subset,Creative class (CC),Coefficient estimate,3,"['3.579 ', '&nbsp;']"
6155,r100,Patents dependent variable -> Mean variance inflation factor (VIF),Population subset,At least 4-year college degree (BA),Coefficient estimate,3,"['3.599 ', '&nbsp;']"
6155,r101,Population subset dependent variable,Population subset,Inventive class (IC),Coefficient estimate,3,"[' ', '']"
6155,r102,Population subset dependent variable,Population subset,"Science, engineering, and technical (SET) employment",Coefficient estimate,3,"['', '']"
6155,r103,Population subset dependent variable,Population subset,Creative class (CC),Coefficient estimate,3,"['', '']"
6155,r104,Population subset dependent variable,Population subset,At least 4-year college degree (BA),Coefficient estimate,3,"['', '&nbsp;']"
6155,r105,Population subset dependent variable -> Patents,Population subset,Inventive class (IC),Coefficient estimate,3,"['13.088 ', '***']"
6155,r106,Population subset dependent variable -> Patents,Population subset,Inventive class (IC),p-value,3,<0.001
6155,r107,Population subset dependent variable -> Patents,Population subset,"Science, engineering, and technical (SET) employment",Coefficient estimate,3,"['9.366 ', '***']"
6155,r108,Population subset dependent variable -> Patents,Population subset,"Science, engineering, and technical (SET) employment",p-value,3,<0.001
6155,r109,Population subset dependent variable -> Patents,Population subset,Creative class (CC),Coefficient estimate,3,"['40.221 ', '***']"
6155,r110,Population subset dependent variable -> Patents,Population subset,Creative class (CC),p-value,3,<0.001
6155,r111,Population subset dependent variable -> Patents,Population subset,At least 4-year college degree (BA),Coefficient estimate,3,"['59.599 ', '***']"
6155,r112,Population subset dependent variable -> Patents,Population subset,At least 4-year college degree (BA),p-value,3,<0.001
6155,r113,Population subset dependent variable -> Unemployment rate (UR),Population subset,Inventive class (IC),Coefficient estimate,3,"['&#8722;8.340', '&nbsp;']"
6155,r114,Population subset dependent variable -> Unemployment rate (UR),Population subset,Inventive class (IC),p-value,3,0.377
6155,r115,Population subset dependent variable -> Unemployment rate (UR),Population subset,"Science, engineering, and technical (SET) employment",Coefficient estimate,3,"['&#8722;2.705', '&nbsp;']"
6155,r116,Population subset dependent variable -> Unemployment rate (UR),Population subset,"Science, engineering, and technical (SET) employment",p-value,3,0.52
6155,r117,Population subset dependent variable -> Unemployment rate (UR),Population subset,Creative class (CC),Coefficient estimate,3,"['&#8722;20.520', '&nbsp;']"
6155,r118,Population subset dependent variable -> Unemployment rate (UR),Population subset,Creative class (CC),p-value,3,0.466
6155,r119,Population subset dependent variable -> Unemployment rate (UR),Population subset,At least 4-year college degree (BA),Coefficient estimate,3,"['&#8722;13.743', '&nbsp;']"
6155,r120,Population subset dependent variable -> Unemployment rate (UR),Population subset,At least 4-year college degree (BA),p-value,3,0.697
6155,r121,Population subset dependent variable -> WageRentR,Population subset,Inventive class (IC),Coefficient estimate,3,"['&#8722;96.384', '*']"
6155,r122,Population subset dependent variable -> WageRentR,Population subset,Inventive class (IC),p-value,3,0.06
6155,r123,Population subset dependent variable -> WageRentR,Population subset,"Science, engineering, and technical (SET) employment",Coefficient estimate,3,"['&#8722;54.985', '*']"
6155,r124,Population subset dependent variable -> WageRentR,Population subset,"Science, engineering, and technical (SET) employment",p-value,3,0.09
6155,r125,Population subset dependent variable -> WageRentR,Population subset,Creative class (CC),Coefficient estimate,3,"['&#8722;438.359', '**']"
6155,r126,Population subset dependent variable -> WageRentR,Population subset,Creative class (CC),p-value,3,0.024
6155,r127,Population subset dependent variable -> WageRentR,Population subset,At least 4-year college degree (BA),Coefficient estimate,3,"['&#8722;579.159', '**']"
6155,r128,Population subset dependent variable -> WageRentR,Population subset,At least 4-year college degree (BA),p-value,3,0.044
6155,r129,Population subset dependent variable -> NatAmen,Population subset,Inventive class (IC),Coefficient estimate,3,"['&#8722;51.772', '&nbsp;']"
6155,r130,Population subset dependent variable -> NatAmen,Population subset,Inventive class (IC),p-value,3,0.309
6155,r131,Population subset dependent variable -> NatAmen,Population subset,"Science, engineering, and technical (SET) employment",Coefficient estimate,3,"['&#8722;24.166', '&nbsp;']"
6155,r132,Population subset dependent variable -> NatAmen,Population subset,"Science, engineering, and technical (SET) employment",p-value,3,0.452
6155,r133,Population subset dependent variable -> NatAmen,Population subset,Creative class (CC),Coefficient estimate,3,"['26.575 ', '&nbsp;']"
6155,r134,Population subset dependent variable -> NatAmen,Population subset,Creative class (CC),p-value,3,0.891
6155,r135,Population subset dependent variable -> NatAmen,Population subset,At least 4-year college degree (BA),Coefficient estimate,3,"['215.555 ', '&nbsp;']"
6155,r136,Population subset dependent variable -> NatAmen,Population subset,At least 4-year college degree (BA),p-value,3,0.45
6155,r137,Population subset dependent variable -> Crime,Population subset,Inventive class (IC),Coefficient estimate,3,"['&#8722;2.630', '&nbsp;']"
6155,r138,Population subset dependent variable -> Crime,Population subset,Inventive class (IC),p-value,3,0.325
6155,r139,Population subset dependent variable -> Crime,Population subset,"Science, engineering, and technical (SET) employment",Coefficient estimate,3,"['&#8722;0.741', '&nbsp;']"
6155,r140,Population subset dependent variable -> Crime,Population subset,"Science, engineering, and technical (SET) employment",p-value,3,0.661
6155,r141,Population subset dependent variable -> Crime,Population subset,Creative class (CC),Coefficient estimate,3,"['&#8722;2.581', '&nbsp;']"
6155,r142,Population subset dependent variable -> Crime,Population subset,Creative class (CC),p-value,3,0.798
6155,r143,Population subset dependent variable -> Crime,Population subset,At least 4-year college degree (BA),Coefficient estimate,3,"['&#8722;0.594', '&nbsp;']"
6155,r144,Population subset dependent variable -> Crime,Population subset,At least 4-year college degree (BA),p-value,3,0.968
6155,r145,Population subset dependent variable -> Proximity to urban center (ProxUrbCen),Population subset,Inventive class (IC),Coefficient estimate,3,"['&#8722;0.235', '&nbsp;']"
6155,r146,Population subset dependent variable -> Proximity to urban center (ProxUrbCen),Population subset,Inventive class (IC),p-value,3,0.329
6155,r147,Population subset dependent variable -> Proximity to urban center (ProxUrbCen),Population subset,"Science, engineering, and technical (SET) employment",Coefficient estimate,3,"['&#8722;0.033', '&nbsp;']"
6155,r148,Population subset dependent variable -> Proximity to urban center (ProxUrbCen),Population subset,"Science, engineering, and technical (SET) employment",p-value,3,0.713
6155,r149,Population subset dependent variable -> Proximity to urban center (ProxUrbCen),Population subset,Creative class (CC),Coefficient estimate,3,"['&#8722;0.335', '&nbsp;']"
6155,r150,Population subset dependent variable -> Proximity to urban center (ProxUrbCen),Population subset,Creative class (CC),p-value,3,0.609
6155,r151,Population subset dependent variable -> Proximity to urban center (ProxUrbCen),Population subset,At least 4-year college degree (BA),Coefficient estimate,3,"['&#8722;0.165', '&nbsp;']"
6155,r152,Population subset dependent variable -> Proximity to urban center (ProxUrbCen),Population subset,At least 4-year college degree (BA),p-value,3,0.808
6155,r153,Population subset dependent variable -> LQPatInd,Population subset,Inventive class (IC),Coefficient estimate,3,"['158.979 ', '***']"
6155,r154,Population subset dependent variable -> LQPatInd,Population subset,Inventive class (IC),p-value,3,0.004
6155,r155,Population subset dependent variable -> LQPatInd,Population subset,"Science, engineering, and technical (SET) employment",Coefficient estimate,3,"['3.505 ', '&nbsp;']"
6155,r156,Population subset dependent variable -> LQPatInd,Population subset,"Science, engineering, and technical (SET) employment",p-value,3,0.919
6155,r157,Population subset dependent variable -> LQPatInd,Population subset,Creative class (CC),Coefficient estimate,3,"['&#8722;57.902', '&nbsp;']"
6155,r158,Population subset dependent variable -> LQPatInd,Population subset,Creative class (CC),p-value,3,0.78
6155,r159,Population subset dependent variable -> LQPatInd,Population subset,At least 4-year college degree (BA),Coefficient estimate,3,"['&#8722;554.310', '*']"
6155,r160,Population subset dependent variable -> LQPatInd,Population subset,At least 4-year college degree (BA),p-value,3,0.07
6155,r161,Population subset dependent variable -> RMSE,Population subset,Inventive class (IC),Coefficient estimate,3,"['593.498 ', '&nbsp;']"
6155,r162,Population subset dependent variable -> RMSE,Population subset,"Science, engineering, and technical (SET) employment",Coefficient estimate,3,"['377.385 ', '&nbsp;']"
6155,r163,Population subset dependent variable -> RMSE,Population subset,Creative class (CC),Coefficient estimate,3,"['2,266.630 ', '&nbsp;']"
6155,r164,Population subset dependent variable -> RMSE,Population subset,At least 4-year college degree (BA),Coefficient estimate,3,"['3,348.046 ', '&nbsp;']"
6155,r165,Population subset dependent variable -> Chi-squared,Population subset,Inventive class (IC),Coefficient estimate,3,"['920.386 ', '&nbsp;']"
6155,r166,Population subset dependent variable -> Chi-squared,Population subset,"Science, engineering, and technical (SET) employment",Coefficient estimate,3,"['876.182 ', '&nbsp;']"
6155,r167,Population subset dependent variable -> Chi-squared,Population subset,Creative class (CC),Coefficient estimate,3,"['751.696 ', '&nbsp;']"
6155,r168,Population subset dependent variable -> Chi-squared,Population subset,At least 4-year college degree (BA),Coefficient estimate,3,"['718.792 ', '&nbsp;']"
6155,r169,Population subset dependent variable -> <i>p</i>-value,Population subset,Inventive class (IC),Coefficient estimate,3,"['<0.0001', '&nbsp;']"
6155,r170,Population subset dependent variable -> <i>p</i>-value,Population subset,"Science, engineering, and technical (SET) employment",Coefficient estimate,3,"['<0.0001', '&nbsp;']"
6155,r171,Population subset dependent variable -> <i>p</i>-value,Population subset,Creative class (CC),Coefficient estimate,3,"['<0.0001', '&nbsp;']"
6155,r172,Population subset dependent variable -> <i>p</i>-value,Population subset,At least 4-year college degree (BA),Coefficient estimate,3,"['<0.0001', '&nbsp;']"
6155,r173,Population subset dependent variable -> Mean VIF,Population subset,Inventive class (IC),Coefficient estimate,3,"['3.357 ', '&nbsp;']"
6155,r174,Population subset dependent variable -> Mean VIF,Population subset,"Science, engineering, and technical (SET) employment",Coefficient estimate,3,"['3.357 ', '&nbsp;']"
6155,r175,Population subset dependent variable -> Mean VIF,Population subset,Creative class (CC),Coefficient estimate,3,"['3.357 ', '&nbsp;']"
6155,r176,Population subset dependent variable -> Mean VIF,Population subset,At least 4-year college degree (BA),Coefficient estimate,3,"['3.357 ', '&nbsp;']"
