table_id,row_id,_b_citizenship_ethnicity_race_and_field_b_full_path,_b_citizenship_ethnicity_race_and_field_b_level_1,_b_citizenship_ethnicity_race_and_field_b_level_2,_b_citizenship_ethnicity_race_and_field_b_level_3,_b_citizenship_ethnicity_race_and_field_b_level_4,_b_citizenship_ethnicity_race_and_field_b_level_5,_b_citizenship_ethnicity_race_and_field_b_level_6,_b_citizenship_ethnicity_race_and_field_b_hierarchy_depth,field_graduate_students_all_graduate_students_total_number,field_graduate_students_all_graduate_students_percent_female,field_graduate_students_master_s_total_number,field_graduate_students_master_s_percent_female,field_graduate_students_doctoral_total_number,field_graduate_students_doctoral_percent_female,field_postdoctoral_appointees_total_number,field_postdoctoral_appointees_percent_female,field_doctorate_holding_nonfaculty_researchers_total_number,field_doctorate_holding_nonfaculty_researchers_percent_female
3496,r020,All surveyed fields -> Science -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All surveyed fields,Science,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,5,542,55.4,382,55.0,160,56.3,28,39.3,na,na
3496,r021,All surveyed fields -> Science -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All surveyed fields,Science,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,,5,186405,51.9,103762,53.5,82643,49.8,10457,45.1,na,na
3496,r022,All surveyed fields -> Science -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All surveyed fields,Science,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,,5,10902,56.1,6339,57.4,4563,54.3,315,53.7,na,na
3496,r023,All surveyed fields -> Science -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All surveyed fields,Science,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,,4,16868,52.4,11138,55.1,5730,47.2,1815,43.6,na,na
3496,r024,All surveyed fields -> Science -> Temporary visa holders,All surveyed fields,Science,Temporary visa holders,,,,3,141323,42.4,74417,43.5,66906,41.0,21159,35.6,na,na
3496,r025,All surveyed fields -> Science -> Agricultural sciences,All surveyed fields,Science,Agricultural sciences,,,,3,9518,55.5,5629,57.8,3889,52.2,1079,42.4,645,43.9
3496,r026,All surveyed fields -> Science -> Agricultural sciences -> U.S. citizens and permanent residents<sup>a</sup>,All surveyed fields,Science,Agricultural sciences,U.S. citizens and permanent residents<sup>a</sup>,,,4,6651,57.2,4576,58.6,2075,54.1,439,49.7,na,na
3496,r027,All surveyed fields -> Science -> Agricultural sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All surveyed fields,Science,Agricultural sciences,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,5,636,59.1,470,61.3,166,53.0,40,45.0,na,na
3496,r028,All surveyed fields -> Science -> Agricultural sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All surveyed fields,Science,Agricultural sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,5,,,,,,,,,,
3496,r029,All surveyed fields -> Science -> Agricultural sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All surveyed fields,Science,Agricultural sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,6,33,48.5,23,43.5,10,60.0,3,66.7,na,na
3496,r030,All surveyed fields -> Science -> Agricultural sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All surveyed fields,Science,Agricultural sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,6,267,60.3,160,60.0,107,60.7,90,48.9,na,na
3496,r031,All surveyed fields -> Science -> Agricultural sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All surveyed fields,Science,Agricultural sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,6,329,61.7,227,62.1,102,60.8,13,23.1,na,na
3496,r032,All surveyed fields -> Science -> Agricultural sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All surveyed fields,Science,Agricultural sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,6,16,37.5,14,35.7,2,50.0,0,-,na,na
3496,r033,All surveyed fields -> Science -> Agricultural sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All surveyed fields,Science,Agricultural sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,6,5003,56.8,3425,58.5,1578,53.3,253,53.8,na,na
3496,r034,All surveyed fields -> Science -> Agricultural sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All surveyed fields,Science,Agricultural sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,6,186,60.8,134,63.4,52,53.8,2,50.0,na,na
3496,r035,All surveyed fields -> Science -> Agricultural sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All surveyed fields,Science,Agricultural sciences,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,5,181,47.0,123,43.1,58,55.2,38,36.8,na,na
3496,r036,All surveyed fields -> Science -> Agricultural sciences -> Temporary visa holders,All surveyed fields,Science,Agricultural sciences,Temporary visa holders,,,4,2867,51.8,1053,54.7,1814,50.1,640,37.3,na,na
3496,r037,All surveyed fields -> Science -> Biological and biomedical sciences,All surveyed fields,Science,Biological and biomedical sciences,,,,3,91993,58.8,38078,63.8,53915,55.4,21847,44.5,8229,47.4
3496,r038,All surveyed fields -> Science -> Biological and biomedical sciences -> U.S. citizens and permanent residents<sup>a</sup>,All surveyed fields,Science,Biological and biomedical sciences,U.S. citizens and permanent residents<sup>a</sup>,,,4,73093,59.2,32928,63.5,40165,55.6,9557,48.9,na,na
3496,r039,All surveyed fields -> Science -> Biological and biomedical sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All surveyed fields,Science,Biological and biomedical sciences,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,5,8450,59.0,3817,64.0,4633,54.8,671,49.9,na,na
3496,r040,All surveyed fields -> Science -> Biological and biomedical sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All surveyed fields,Science,Biological and biomedical sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,5,,,,,,,,,,
3496,r041,All surveyed fields -> Science -> Biological and biomedical sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All surveyed fields,Science,Biological and biomedical sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,6,276,62.7,120,65.8,156,60.3,22,50.0,na,na
3496,r042,All surveyed fields -> Science -> Biological and biomedical sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All surveyed fields,Science,Biological and biomedical sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,6,8819,58.4,4197,62.1,4622,55.0,1903,46.1,na,na
3496,r043,All surveyed fields -> Science -> Biological and biomedical sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All surveyed fields,Science,Biological and biomedical sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,6,5270,67.0,3210,68.8,2060,64.1,307,62.2,na,na
3496,r044,All surveyed fields -> Science -> Biological and biomedical sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All surveyed fields,Science,Biological and biomedical sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,6,147,56.5,92,55.4,55,58.2,10,30.0,na,na
3496,r045,All surveyed fields -> Science -> Biological and biomedical sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All surveyed fields,Science,Biological and biomedical sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,6,43821,58.5,18281,62.9,25540,55.3,5590,48.9,na,na
3496,r046,All surveyed fields -> Science -> Biological and biomedical sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All surveyed fields,Science,Biological and biomedical sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,6,2630,60.8,1193,64.2,1437,57.9,160,59.4,na,na
3496,r047,All surveyed fields -> Science -> Biological and biomedical sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All surveyed fields,Science,Biological and biomedical sciences,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,5,3680,57.4,2018,62.2,1662,51.5,894,47.9,na,na
3496,r048,All surveyed fields -> Science -> Biological and biomedical sciences -> Temporary visa holders,All surveyed fields,Science,Biological and biomedical sciences,Temporary visa holders,,,4,18900,57.5,5150,65.3,13750,54.6,12290,41.1,na,na
3496,r049,All surveyed fields -> Science -> Computer and information sciences,All surveyed fields,Science,Computer and information sciences,,,,3,101284,31.1,84092,32.1,17192,26.3,878,21.4,510,23.9
3496,r050,All surveyed fields -> Science -> Computer and information sciences -> U.S. citizens and permanent residents<sup>a</sup>,All surveyed fields,Science,Computer and information sciences,U.S. citizens and permanent residents<sup>a</sup>,,,4,47109,27.9,40769,28.2,6340,26.0,313,26.5,na,na
3496,r051,All surveyed fields -> Science -> Computer and information sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All surveyed fields,Science,Computer and information sciences,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,5,4203,26.5,3777,26.8,426,23.5,11,27.3,na,na
3496,r052,All surveyed fields -> Science -> Computer and information sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All surveyed fields,Science,Computer and information sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,5,,,,,,,,,,
3496,r053,All surveyed fields -> Science -> Computer and information sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All surveyed fields,Science,Computer and information sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,6,119,33.6,108,32.4,11,45.5,1,0.0,na,na
3496,r054,All surveyed fields -> Science -> Computer and information sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All surveyed fields,Science,Computer and information sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,6,9343,31.4,8274,31.6,1069,29.8,67,32.8,na,na
3496,r055,All surveyed fields -> Science -> Computer and information sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All surveyed fields,Science,Computer and information sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,6,5247,36.4,4803,36.5,444,35.1,7,42.9,na,na
3496,r056,All surveyed fields -> Science -> Computer and information sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All surveyed fields,Science,Computer and information sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,6,69,31.9,58,29.3,11,45.5,0,-,na,na
3496,r057,All surveyed fields -> Science -> Computer and information sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All surveyed fields,Science,Computer and information sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,6,23620,24.2,19908,24.3,3712,23.8,179,23.5,na,na
3496,r058,All surveyed fields -> Science -> Computer and information sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All surveyed fields,Science,Computer and information sciences,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,6,1587,30.4,1347,31.1,240,26.7,5,20.0,na,na
3496,r059,All surveyed fields -> Science -> Computer and information sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All surveyed fields,Science,Computer and information sciences,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,5,2921,31.2,2494,32.0,427,26.9,43,27.9,na,na
3496,r060,All surveyed fields -> Science -> Computer and information sciences -> Temporary visa holders,All surveyed fields,Science,Computer and information sciences,Temporary visa holders,,,4,54175,33.8,43323,35.7,10852,26.4,565,18.6,na,na
3496,r061,"All surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences",All surveyed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",,,,3,11878,47.5,5327,48.4,6551,46.8,1778,38.2,2177,31.0
3496,r062,"All surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> U.S. citizens and permanent residents<sup>a</sup>",All surveyed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",U.S. citizens and permanent residents<sup>a</sup>,,,4,9326,49.9,4841,48.9,4485,50.9,871,45.1,na,na
3496,r063,"All surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino",All surveyed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,5,882,53.1,472,51.1,410,55.4,56,44.6,na,na
3496,r064,"All surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino",All surveyed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,5,,,,,,,,,,
3496,r065,"All surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native",All surveyed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,6,39,51.3,22,45.5,17,58.8,1,100.0,na,na
3496,r066,"All surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian",All surveyed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,6,377,58.1,133,60.9,244,56.6,90,33.3,na,na
3496,r067,"All surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American",All surveyed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,6,258,52.3,152,52.0,106,52.8,15,46.7,na,na
3496,r068,"All surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander",All surveyed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,6,9,44.4,7,42.9,2,50.0,1,100.0,na,na
3496,r069,"All surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White",All surveyed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,6,7080,48.6,3722,47.9,3358,49.3,589,45.7,na,na
3496,r070,"All surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race",All surveyed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,6,320,60.3,154,53.2,166,66.9,29,65.5,na,na
3496,r071,"All surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race",All surveyed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,5,361,48.2,179,48.0,182,48.4,90,45.6,na,na
3496,r072,"All surveyed fields -> Science -> Geosciences, atmospheric sciences, and ocean sciences -> Temporary visa holders",All surveyed fields,Science,"Geosciences, atmospheric sciences, and ocean sciences",Temporary visa holders,,,4,2552,38.9,486,43.6,2066,37.8,907,31.5,na,na
3496,r073,All surveyed fields -> Science -> Mathematics and statistics,All surveyed fields,Science,Mathematics and statistics,,,,3,33159,37.4,19594,43.1,13565,29.1,1070,25.3,305,29.8
3496,r074,All surveyed fields -> Science -> Mathematics and statistics -> U.S. citizens and permanent residents<sup>a</sup>,All surveyed fields,Science,Mathematics and statistics,U.S. citizens and permanent residents<sup>a</sup>,,,4,16250,33.5,9639,37.8,6611,27.1,480,25.0,na,na
3496,r075,All surveyed fields -> Science -> Mathematics and statistics -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All surveyed fields,Science,Mathematics and statistics,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,5,1679,33.5,1123,36.8,556,27.0,25,32.0,na,na
3496,r076,All surveyed fields -> Science -> Mathematics and statistics -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All surveyed fields,Science,Mathematics and statistics,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,5,,,,,,,,,,
3496,r077,All surveyed fields -> Science -> Mathematics and statistics -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All surveyed fields,Science,Mathematics and statistics,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,6,57,33.3,42,35.7,15,26.7,0,-,na,na
3496,r078,All surveyed fields -> Science -> Mathematics and statistics -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All surveyed fields,Science,Mathematics and statistics,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,6,2391,40.0,1619,44.3,772,31.1,70,32.9,na,na
3496,r079,All surveyed fields -> Science -> Mathematics and statistics -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All surveyed fields,Science,Mathematics and statistics,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,6,716,39.4,519,42.6,197,31.0,9,44.4,na,na
3496,r080,All surveyed fields -> Science -> Mathematics and statistics -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All surveyed fields,Science,Mathematics and statistics,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,6,7,28.6,5,20.0,2,50.0,1,100.0,na,na
3496,r081,All surveyed fields -> Science -> Mathematics and statistics -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All surveyed fields,Science,Mathematics and statistics,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,6,9913,31.5,5425,35.6,4488,26.4,323,23.2,na,na
3496,r082,All surveyed fields -> Science -> Mathematics and statistics -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All surveyed fields,Science,Mathematics and statistics,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,6,486,31.5,256,36.3,230,26.1,10,20.0,na,na
3496,r083,All surveyed fields -> Science -> Mathematics and statistics -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All surveyed fields,Science,Mathematics and statistics,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,5,1001,34.3,650,39.4,351,24.8,42,16.7,na,na
3496,r084,All surveyed fields -> Science -> Mathematics and statistics -> Temporary visa holders,All surveyed fields,Science,Mathematics and statistics,Temporary visa holders,,,4,16909,41.2,9955,48.3,6954,31.1,590,25.6,na,na
3496,r085,All surveyed fields -> Science -> Multidisciplinary and interdisciplinary studies,All surveyed fields,Science,Multidisciplinary and interdisciplinary studies,,,,3,11181,53.0,8203,53.6,2978,51.3,972,43.9,820,35.0
3496,r086,All surveyed fields -> Science -> Multidisciplinary and interdisciplinary studies -> U.S. citizens and permanent residents<sup>a</sup>,All surveyed fields,Science,Multidisciplinary and interdisciplinary studies,U.S. citizens and permanent residents<sup>a</sup>,,,4,8114,54.6,6015,55.1,2099,53.2,512,51.6,na,na
3496,r087,All surveyed fields -> Science -> Multidisciplinary and interdisciplinary studies -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All surveyed fields,Science,Multidisciplinary and interdisciplinary studies,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,5,935,57.6,734,59.5,201,50.7,23,47.8,na,na
3496,r088,All surveyed fields -> Science -> Multidisciplinary and interdisciplinary studies -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All surveyed fields,Science,Multidisciplinary and interdisciplinary studies,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,5,,,,,,,,,,
3496,r089,All surveyed fields -> Science -> Multidisciplinary and interdisciplinary studies -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All surveyed fields,Science,Multidisciplinary and interdisciplinary studies,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,6,36,61.1,21,61.9,15,60.0,4,50.0,na,na
