table_id,row_id,industry_full_path,industry_level_1,industry_level_2,industry_level_3,industry_level_4,industry_level_5,industry_hierarchy_depth,field_naics_code,field_r_d_program_size_all_companies,field_r_d_program_size_less_than_1_million,field_r_d_program_size_1_million_9_999_million,field_r_d_program_size_10_million_49_999_million,field_r_d_program_size_50_million_99_999_million,field_r_d_program_size_100_million_or_more
9671,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['34,405', '  ']","['174', '  ']","['923', '  ']","['1,999', '  ']","['1,956', '  ']","['29,352', '  ']"
9671,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Motor vehicles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Motor vehicles, bodies, trailers, and parts",,4,3361–63,"['22,754', '  ']","['75', '  ']","['397', '  ']","['1,311', '  ']","['1,094', '  ']","['19,877', '  ']"
9671,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['9,900', '  ']","['43', '  ']","['331', '  ']","['563', '  ']","['626', '  ']","['8,337', '  ']"
9671,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engine, and aircraft parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engine, and aircraft parts",5,336411–13,"['9,293', '  ']","['39', '  ']","['303 - 332', '  ']","['234 - 564', '  ']","['360', '  ']","['7,998 - 8,338', '  ']"
9671,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missile, space vehicle, and related parts",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missile, space vehicle, and related parts",5,"336414–15, 336419","['608', '  ']","['4', '  ']","['0 - 28', '  ']","['0 - 329', '  ']","['266', '  ']","['0 - 339', '  ']"
9671,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicle, tank, and tank components",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicle, tank, and tank components",,4,336992,"['20 - 24', '  ']","['2 - 6', '  ']","['18', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9671,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['1,726 - 1,731', '  ']","['49 - 56', '  ']","['177', '  ']","['125', '  ']","['236', '  ']","['1,138', '  ']"
9671,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['423', '  ']","['39', '  ']","['143', '  ']","['241', '  ']","['0', '  ']","['0', '  ']"
9671,r043,All industries -> Manufacturing industries -> Miscellaneous,All industries,Manufacturing industries,Miscellaneous,,,3,339,"['20,822', '  ']","['233 - 250', '  ']","['1,330 - 1,346', '  ']","['2,324', '  ']","['1,714', '  ']","['15,203', '  ']"
9671,r044,All industries -> Manufacturing industries -> Miscellaneous -> Medical equipment and supplies,All industries,Manufacturing industries,Miscellaneous,Medical equipment and supplies,,4,3391,"['18,204', '  ']","['108', '  ']","['829', '  ']","['1,735', '  ']","['1,276', '  ']","['14,256', '  ']"
9671,r045,All industries -> Manufacturing industries -> Miscellaneous -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous,Other miscellaneous manufacturing,,4,3399,"['2,618', '  ']","['125 - 142', '  ']","['501 - 518', '  ']","['589', '  ']","['438', '  ']","['947', '  ']"
9671,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['240,138', '  ']","['2,360', '  ']","['15,999', '  ']","['18,143', '  ']","['8,999', '  ']","['194,637', '  ']"
9671,r047,"All industries -> Nonmanufacturing industries -> Mining, quarrying, oil and gas extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, quarrying, oil and gas extraction, and support activities",,,3,21,"['1,077 - 1,151', '  ']","['20', '  ']","['282', 'i ']","['155 - 233', '  ']","['126', '  ']","['492', '  ']"
9671,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['133 - 17,961', '  ']","['3', '  ']","['0 - 1,392', '  ']","['7 - 932', '  ']","['23 - 108', 'i ']","['100 - 17,928', '  ']"
9671,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['1,661 - 1,770', 'i ']","['371', '  ']","['1,240', 'i ']","['49 - 160', 'i ']","['0', '  ']","['0', '  ']"
9671,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['5,931 - 24,034', 'i ']","['0 - 399', '  ']","['44', '  ']","['10 - 935', '  ']","['50 - 134', '  ']","['4,419 - 23,494', 'i ']"
9671,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['7,198 - 7,200', '  ']","['0 - 59', '  ']","['88', '  ']","['537', '  ']","['50 - 109', 'i ']","['6,467', '  ']"
9671,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['146,488', '  ']","['506', '  ']","['5,022', '  ']","['8,962', '  ']","['4,333', '  ']","['127,666', '  ']"
9671,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['38,521', '  ']","['258 - 266', '  ']","['1,762 - 1,892', '  ']","['2,667', '  ']","['1,255 - 1,385', '  ']","['32,441', '  ']"
9671,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['81', '  ']","['9', '  ']","['15', '  ']","['56', 'i ']","['0', '  ']","['0', '  ']"
9671,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['38,441', '  ']","['249 - 257', '  ']","['1,747 - 1,877', '  ']","['2,611', '  ']","['1,255 - 1,385', '  ']","['32,441', '  ']"
9671,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,736 - 3,805', '  ']","['7 - 15', '  ']","['113 - 183', '  ']","['359', '  ']","['75', 'i ']","['3,175', '  ']"
9671,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['44,585', '  ']","['215 - 223', '  ']","['2,678 - 2,787', '  ']","['5,244', '  ']","['2,464 - 2,573', '  ']","['33,866', '  ']"
9671,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['59,577 - 59,647', '  ']","['11', '  ']","['245 - 337', '  ']","['692', '  ']","['353 - 445', '  ']","['58,184', '  ']"
9671,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['20,902', '  ']","['10', '  ']","['737', '  ']","['1,134', '  ']","['809', '  ']","['18,213', '  ']"
9671,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['2,095 - 2,097', '  ']","['0 - 60', '  ']","['43', '  ']","['10 - 70', '  ']","['0', '  ']","['1,985', '  ']"
9671,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['5 - 8', '  ']","['0 - 2', '  ']","['6', '  ']","['0', '  ']","['0', '  ']","['0', '  ']"
9671,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['2,087 - 2,091', '  ']","['0 - 60', '  ']","['37', '  ']","['10 - 70', '  ']","['0', '  ']","['1,985', '  ']"
9671,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['32,083', '  ']","['1,040', '  ']","['6,967', '  ']","['6,009', '  ']","['2,701', '  ']","['15,366', '  ']"
9671,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['2,553', '  ']","['207', '  ']","['1,036', '  ']","['1,121', '  ']","['189', '  ']","['0', '  ']"
9671,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['17,188', '  ']","['571', '  ']","['3,394', '  ']","['2,014', '  ']","['1,263', '  ']","['9,946', '  ']"
9671,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['6,123', '  ']","['103', '  ']","['1,485', '  ']","['1,832', '  ']","['1,078', '  ']","['1,624', '  ']"
9671,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in nanotechnology",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in nanotechnology,5,541713,"['154', '  ']","['5', '  ']","['106', '  ']","['44', 'i ']","['0', '  ']","['0', '  ']"
9671,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in biotechnology (except nanobiotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in biotechnology (except nanobiotechnology),5,541714,"['1,664', '  ']","['18', '  ']","['455', '  ']","['552', '  ']","['583', '  ']","['58', '  ']"
9671,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Research and development in the physical, engineering, and life sciences (except nanotechnology and biotechnology)",5,541715,"['4,266', '  ']","['79', '  ']","['908', '  ']","['1,217', '  ']","['495', '  ']","['1,567', '  ']"
9671,r070,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Research and development in the social sciences and humanities",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Research and development in the social sciences and humanities,5,541720,"['38', '  ']","['2', '  ']","['16', '  ']","['20', '  ']","['0', '  ']","['0', '  ']"
9671,r071,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Other professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Other professional, scientific, and technical services",,4,other 54,"['6,218', '  ']","['158', '  ']","['1,052', '  ']","['1,042', '  ']","['171', '  ']","['3,795', '  ']"
9671,r072,All industries -> Nonmanufacturing industries -> Health care services,All industries,Nonmanufacturing industries,Health care services,,,3,621–23,"['1,965 - 2,043', '  ']","['14 - 96', '  ']","['189', '  ']","['347', '  ']","['655', '  ']","['758', '  ']"
9671,r073,All industries -> Nonmanufacturing industries -> Other nonmanufacturing,All industries,Nonmanufacturing industries,Other nonmanufacturing,,,3,"23, 44–45 (excluding 454111–12), 55–56, 624, 71–72, 81","['2,501 - 3,136', '  ']","['0 - 399', '  ']","['0 - 1,392', '  ']","['0 - 925', '  ']","['171', '  ']","['100 - 2,965', '  ']"
9671,r074,All companies (number of domestic employees),All companies (number of domestic employees),,,,,1,–,"['527,804', '  ']","['5,164', '  ']","['29,864', '  ']","['41,230', '  ']","['25,406', '  ']","['426,141', '  ']"
9671,r075,All companies (number of domestic employees) -> Small companies,All companies (number of domestic employees),Small companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9671,r076,All companies (number of domestic employees) -> Small companies -> 10&#8211;19<sup>a</sup>,All companies (number of domestic employees),Small companies,10&#8211;19<sup>a</sup>,,,3,–,"['4,258', '  ']","['1,150', '  ']","['2,676', '  ']","['248', '  ']","['50 - 85', '  ']","['100 - 135', '  ']"
9671,r077,All companies (number of domestic employees) -> Small companies -> 20&#8211;49,All companies (number of domestic employees),Small companies,20&#8211;49,,,3,–,"['12,626', '  ']","['1,584 - 1,671', '  ']","['7,622', '  ']","['3,221', '  ']","['113 - 156', '  ']","['0 - 84', '  ']"
9671,r078,All companies (number of domestic employees) -> Medium companies,All companies (number of domestic employees),Medium companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9671,r079,All companies (number of domestic employees) -> Medium companies -> 50&#8211;99,All companies (number of domestic employees),Medium companies,50&#8211;99,,,3,–,"['12,488', '  ']","['1,074', '  ']","['5,178', '  ']","['5,321', '  ']","['915', '  ']","['0', '  ']"
9671,r080,All companies (number of domestic employees) -> Medium companies -> 100&#8211;249,All companies (number of domestic employees),Medium companies,100&#8211;249,,,3,–,"['20,030', '  ']","['785 - 870', '  ']","['6,824', '  ']","['7,229', '  ']","['4,122', '  ']","['984 - 1,068', '  ']"
9671,r081,All companies (number of domestic employees) -> Large companies,All companies (number of domestic employees),Large companies,,,,2,,"['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']","['&nbsp;', '&nbsp;']"
9671,r082,All companies (number of domestic employees) -> Large companies -> 250&#8211;499,All companies (number of domestic employees),Large companies,250&#8211;499,,,3,–,"['20,574', '  ']","['257', '  ']","['3,166', '  ']","['6,749', '  ']","['3,273', '  ']","['7,129', '  ']"
9671,r083,All companies (number of domestic employees) -> Large companies -> 500&#8211;999,All companies (number of domestic employees),Large companies,500&#8211;999,,,3,–,"['23,655', '  ']","['116', '  ']","['2,042', '  ']","['5,660', '  ']","['5,234', '  ']","['10,602', '  ']"
9671,r084,"All companies (number of domestic employees) -> Large companies -> 1,000&#8211;4,999",All companies (number of domestic employees),Large companies,"1,000&#8211;4,999",,,3,–,"['83,609', '  ']","['98', '  ']","['1,947', '  ']","['8,731', '  ']","['6,802', '  ']","['66,031', '  ']"
9671,r085,"All companies (number of domestic employees) -> Large companies -> 5,000&#8211;9,999",All companies (number of domestic employees),Large companies,"5,000&#8211;9,999",,,3,–,"['53,873', '  ']","['11', '  ']","['168', '  ']","['2,363', '  ']","['2,124', '  ']","['49,205', '  ']"
9671,r086,"All companies (number of domestic employees) -> Large companies -> 10,000&#8211;24,999",All companies (number of domestic employees),Large companies,"10,000&#8211;24,999",,,3,–,"['84,057', '  ']","['2', '  ']","['177', '  ']","['1,115', '  ']","['2,077', '  ']","['80,687', '  ']"
9671,r087,"All companies (number of domestic employees) -> Large companies -> 25,000 or more",All companies (number of domestic employees),Large companies,"25,000 or more",,,3,–,"['212,634', '  ']","['*', '  ']","['63', '  ']","['592', '  ']","['656', '  ']","['211,322', '  ']"
