table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020
5460,r038,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,37,"['156,996', '']","['160,038', '']","['151,240', '']","['173,464', '']","['172,380', '']","['451,508', '']","['471,055', '']","['507,553', '']","['534,811', '']","['630,449', '']","['692,746', '']"
5460,r039,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,38,"['447,874', '']","['466,061', '']","['474,700', '']","['508,799', '']","['496,314', '']","['520,220', '']","['572,527', '']","['604,952', '']","['623,396', '']","['651,920', '']","['685,641', '']"
5460,r040,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,39,"['399,358', '']","['423,766', '']","['471,620', '']","['479,145', '']","['492,501', '']","['519,994', '']","['573,204', '']","['653,611', '']","['673,959', '']","['682,018', '']","['674,384', '']"
5460,r041,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,40,"['407,170', '']","['415,502', '']","['420,737', '']","['474,192', '']","['627,076', '']","['607,257', '']","['610,648', '']","['633,789', '']","['666,368', '']","['621,194', '']","['661,656', '']"
5460,r042,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,41,"['493,386', '']","['522,769', '']","['558,022', '']","['721,587', '']","['598,531', '']","['614,011', '']","['587,264', '']","['602,641', '']","['609,984', '']","['640,880', '']","['658,561', '']"
5460,r043,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,42,"['477,145', '']","['520,001', '']","['528,140', '']","['528,564', '']","['502,457', '']","['498,887', '']","['517,879', '']","['533,598', '']","['535,826', '']","['598,411', '']","['638,715', '']"
5460,r044,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,43,"['483,862', '']","['497,680', '']","['449,108', '']","['434,882', '']","['421,475', '']","['509,586', '']","['531,492', '']","['553,651', '']","['575,060', '']","['595,361', '']","['608,545', '']"
5460,r045,All institutions -> U. Texas Southwestern Medical Center,All institutions,U. Texas Southwestern Medical Center,2,44,"['419,220', '']","['431,883', '']","['435,085', '']","['440,620', '']","['434,627', '']","['438,824', '']","['442,666', '']","['461,797', '']","['474,260', '']","['496,697', '']","['595,939', '']"
5460,r046,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,45,"['296,458', '']","['323,567', '']","['344,611', '']","['367,277', '']","['380,581', '']","['403,708', '']","['441,411', '']","['484,315', '']","['559,391', '']","['572,588', '']","['594,927', '']"
5460,r047,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,46,"['271,843', '']","['377,757', '']","['363,569', '']","['366,103', '']","['337,732', '']","['339,813', '']","['367,926', '']","['431,793', '']","['490,902', '']","['547,179', '']","['584,678', '']"
5460,r048,All institutions -> U. Utah,All institutions,U. Utah,2,47,"['375,420', '']","['410,392', '']","['425,558', '']","['486,245', '']","['476,017', '']","['509,409', '']","['322,670', '']","['318,956', '']","['534,208', 'i']","['548,714', 'i']","['577,238', 'i']"
5460,r049,All institutions -> Boston U.,All institutions,Boston U.,2,48,"['344,687', '']","['348,593', '']","['330,247', '']","['359,312', '']","['353,850', '']","['372,267', '']","['379,117', '']","['398,754', '']","['435,864', '']","['508,813', '']","['554,084', '']"
5460,r050,All institutions -> U. Colorado Denver and Anschutz Medical Campus,All institutions,U. Colorado Denver and Anschutz Medical Campus,2,49,"['376,917', '']","['407,517', '']","['422,844', '']","['400,815', '']","['401,230', '']","['400,515', '']","['432,693', '']","['472,859', '']","['517,749', '']","['535,819', '']","['547,481', '']"
5460,r051,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,50,"['393,888', '']","['445,302', '']","['448,054', '']","['487,121', '']","['502,486', '']","['495,502', '']","['512,333', '']","['511,340', '']","['520,575', '']","['532,154', '']","['546,172', '']"
5460,r052,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,51,"['357,802', '']","['374,446', '']","['400,046', '']","['413,524', '']","['440,392', '']","['462,347', '']","['479,039', '']","['488,974', '']","['497,851', '']","['523,124', '']","['528,089', '']"
5460,r053,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,52,"['393,518', '']","['419,456', '']","['408,294', '']","['414,738', '']","['399,571', '']","['408,412', '']","['401,701', '']","['427,236', '']","['464,289', '']","['513,397', '']","['511,252', '']"
5460,r054,All institutions -> U. Iowa,All institutions,U. Iowa,2,53,"['435,118', '']","['433,088', '']","['432,980', '']","['423,097', '']","['436,852', '']","['423,528', '']","['447,718', '']","['466,462', '']","['484,253', '']","['483,809', '']","['510,793', '']"
5460,r055,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,54,"['335,983', '']","['372,034', '']","['373,512', '']","['369,663', '']","['362,882', '']","['403,654', '']","['433,850', '']","['474,496', '']","['488,883', '']","['486,073', '']","['496,549', '']"
5460,r056,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,55,"['311,105', '']","['328,870', '']","['335,874', '']","['329,500', '']","['322,315', '']","['313,798', '']","['325,582', '']","['339,309', '']","['399,295', '']","['422,781', '']","['456,453', '']"
5460,r057,All institutions -> U. Chicago,All institutions,U. Chicago,2,56,"['432,943', '']","['446,512', '']","['411,864', '']","['389,900', '']","['378,322', '']","['402,777', '']","['402,491', '']","['419,996', '']","['412,791', '']","['448,263', '']","['448,404', '']"
5460,r058,All institutions -> Oregon Health and Science U.,All institutions,Oregon Health and Science U.,2,57,"['314,990', '']","['334,324', '']","['305,360', '']","['307,134', '']","['313,112', '']","['325,268', '']","['329,414', '']","['346,710', '']","['372,148', '']","['415,629', '']","['446,826', '']"
5460,r059,All institutions -> Scripps Research Institute,All institutions,Scripps Research Institute,2,58,"['387,298', '']","['400,768', '']","['398,673', '']","['399,899', '']","['386,231', '']","['384,161', '']","['364,670', '']","['354,582', '']","['396,839', '']","['427,734', '']","['444,964', '']"
5460,r060,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,59,"['417,805', '']","['428,206', '']","['430,246', '']","['422,041', '']","['417,436', '']","['400,167', '']","['403,827', '']","['406,196', '']","['430,379', '']","['435,852', '']","['437,725', '']"
5460,r061,All institutions -> U. Georgia,All institutions,U. Georgia,2,60,"['274,380', '']","['300,388', '']","['311,498', '']","['308,486', '']","['313,445', '']","['330,273', '']","['360,520', '']","['403,575', '']","['390,773', '']","['414,909', '']","['419,656', '']"
5460,r062,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,61,"['359,245', '']","['374,636', '']","['374,075', 'i']","['333,548', 'i']","['358,137', '']","['350,833', '']","['356,204', '']","['380,711', '']","['363,007', '']","['375,558', '']","['418,697', '']"
5460,r063,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,62,"['350,857', '']","['364,175', '']","['354,132', '']","['332,366', '']","['322,313', '']","['325,558', '']","['340,295', '']","['367,934', '']","['382,973', '']","['398,384', '']","['406,131', '']"
5460,r064,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,63,"['337,976', '']","['337,783', '']","['340,930', '']","['371,387', '']","['370,083', '']","['367,133', '']","['373,308', '']","['386,386', '']","['393,241', '']","['394,279', '']","['401,640', '']"
5460,r065,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,64,"['355,581', '']","['373,750', '']","['381,918', '']","['358,797', '']","['339,644', '']","['344,619', '']","['314,365', '']","['352,200', '']","['343,254', '']","['365,409', '']","['396,061', '']"
5460,r066,All institutions -> U. Rochester,All institutions,U. Rochester,2,65,"['412,704', '']","['428,144', '']","['388,401', '']","['382,399', '']","['347,161', '']","['344,921', '']","['344,489', '']","['351,924', '']","['369,072', '']","['392,275', '']","['395,774', '']"
5460,r067,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,66,"['291,621', '']","['321,130', '']","['335,336', '']","['303,461', '']","['300,572', '']","['308,785', '']","['323,068', '']","['328,221', '']","['356,951', '']","['382,252', '']","['384,044', '']"
5460,r068,All institutions -> Princeton U.,All institutions,Princeton U.,2,67,"['231,862', '']","['255,483', '']","['264,980', '']","['264,998', '']","['287,730', '']","['272,379', '']","['285,733', '']","['321,953', '']","['351,297', '']","['370,700', '']","['382,414', '']"
5460,r069,All institutions -> U. Miami,All institutions,U. Miami,2,68,"['278,664', '']","['321,830', '']","['361,772', '']","['338,568', '']","['342,852', '']","['328,082', '']","['355,690', '']","['365,310', '']","['355,132', '']","['358,621', '']","['380,470', '']"
5460,r070,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,69,"['221,376', '']","['240,956', '']","['254,992', '']","['270,898', '']","['250,497', '']","['241,829', '']","['304,383', '']","['313,145', '']","['318,218', '']","['346,356', '']","['373,131', '']"
5460,r071,All institutions -> Rockefeller U.,All institutions,Rockefeller U.,2,70,"['265,750', '']","['272,491', '']","['292,896', '']","['298,474', '']","['316,368', '']","['323,932', '']","['335,136', '']","['348,845', '']","['353,142', '']","['351,089', '']","['356,217', '']"
5460,r072,"All institutions -> SUNY, Polytechnic Institute",All institutions,"SUNY, Polytechnic Institute",2,71,"['na', '']","['na', '']","['na', '']","['na', '']","['412,851', '']","['295,313', '']","['316,680', '']","['308,843', '']","['257,316', '']","['352,788', '']","['355,519', '']"
5460,r073,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,72,"['201,187', '']","['223,828', '']","['217,177', '']","['220,916', '']","['227,104', '']","['227,568', '']","['240,239', '']","['250,627', '']","['262,863', '']","['283,375', '']","['337,624', '']"
5460,r074,All institutions -> Uniformed Services U. of the Health Sciences,All institutions,Uniformed Services U. of the Health Sciences,2,73,"['134,126', '']","['175,365', '']","['143,250', '']","['164,232', '']","['262,489', '']","['361,173', '']","['256,203', '']","['298,370', '']","['308,326', '']","['417,300', '']","['324,510', '']"
5460,r075,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,74,"['243,890', '']","['261,016', '']","['252,675', '']","['259,320', '']","['297,293', '']","['295,635', '']","['316,822', '']","['310,100', '']","['343,890', '']","['342,498', '']","['306,338', '']"
5460,r076,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,75,"['133,120', '']","['130,269', '']","['234,975', '']","['232,760', '']","['233,613', '']","['243,430', '']","['262,919', '']","['272,196', '']","['275,413', '']","['288,501', '']","['303,906', '']"
5460,r077,All institutions -> Utah State U.,All institutions,Utah State U.,2,76,"['147,612', '']","['172,563', '']","['155,305', '']","['156,774', '']","['167,256', '']","['173,848', '']","['178,830', '']","['184,746', '']","['215,994', '']","['280,476', '']","['300,894', '']"
5460,r078,All institutions -> Washington State U.,All institutions,Washington State U.,2,77,"['285,120', '']","['299,905', '']","['288,693', '']","['273,037', '']","['287,942', 'i']","['306,989', '']","['307,431', '']","['288,629', '']","['289,326', '']","['302,309', '']","['294,831', '']"
5460,r079,All institutions -> U. Kansas,All institutions,U. Kansas,2,78,"['251,992', '']","['248,076', '']","['256,310', '']","['267,050', '']","['251,186', '']","['257,766', '']","['241,656', '']","['251,140', '']","['269,494', '']","['282,642', '']","['292,485', '']"
5460,r080,"All institutions -> U. Tennessee, Knoxville<sup>c</sup>",All institutions,"U. Tennessee, Knoxville<sup>c</sup>",2,79,"['133,877', 'i']","['151,814', '']","['165,708', '']","['175,264', '']","['170,471', '']","['166,591', '']","['177,240', '']","['199,356', '']","['233,705', '']","['221,726', '']","['292,314', '']"
5460,r081,All institutions -> Albert Einstein C. of Medicine,All institutions,Albert Einstein C. of Medicine,2,80,"['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['na', '']","['289,660', '']","['289,685', '']","['297,328', '']","['298,824', '']","['288,654', '']"
5460,r082,"All institutions -> U. South Florida, Tampa",All institutions,"U. South Florida, Tampa",2,81,"['330,528', '']","['343,366', '']","['394,694', '']","['410,092', '']","['436,578', '']","['420,002', '']","['447,812', '']","['502,216', '']","['334,944', '']","['330,968', '']","['287,339', '']"
5460,r083,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,82,"['193,608', '']","['210,274', '']","['195,251', '']","['198,995', '']","['204,360', '']","['203,660', '']","['224,497', '']","['277,638', '']","['287,951', '']","['303,965', '']","['285,551', '']"
5460,r084,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,83,"['211,385', '']","['220,141', '']","['238,472', '']","['245,171', '']","['254,877', '']","['260,152', '']","['264,485', '']","['270,749', '']","['275,161', '']","['284,544', '']","['284,935', '']"
5460,r085,"All institutions -> U. Massachusetts, Medical School",All institutions,"U. Massachusetts, Medical School",2,84,"['232,039', '']","['262,714', '']","['256,090', '']","['245,923', '']","['241,869', '']","['250,338', '']","['253,099', '']","['279,884', '']","['274,211', '']","['281,507', '']","['279,096', '']"
5460,r086,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,85,"['280,432', '']","['281,221', '']","['279,019', '']","['276,748', '']","['282,462', '']","['274,001', '']","['282,574', '']","['258,402', '']","['278,075', '']","['287,203', '']","['277,811', '']"
5460,r087,All institutions -> Temple U.,All institutions,Temple U.,2,86,"['115,543', '']","['122,663', '']","['126,288', '']","['207,190', '']","['206,556', '']","['210,371', '']","['232,379', '']","['249,156', '']","['253,548', '']","['263,217', '']","['274,258', '']"
5460,r088,"All institutions -> U. Texas Health Science Center, Houston",All institutions,"U. Texas Health Science Center, Houston",2,87,"['240,772', '']","['261,172', '']","['236,250', '']","['233,256', '']","['233,737', '']","['234,299', '']","['237,016', '']","['246,060', '']","['258,411', '']","['271,525', '']","['273,862', '']"
5460,r089,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,88,"['303,085', '']","['318,316', '']","['312,311', '']","['326,402', '']","['319,818', '']","['313,046', '']","['300,864', '']","['288,294', '']","['272,971', '']","['277,704', '']","['273,320', '']"
5460,r090,All institutions -> Medical U. South Carolina,All institutions,Medical U. South Carolina,2,89,"['224,632', '']","['213,346', '']","['236,586', '']","['245,451', '']","['242,594', '']","['243,534', '']","['260,098', '']","['262,267', '']","['282,253', '']","['295,600', '']","['272,590', '']"
5460,r091,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,90,"['230,387', '']","['247,252', '']","['250,468', '']","['236,126', '']","['247,379', '']","['251,621', '']","['257,958', '']","['257,176', '']","['256,826', '']","['273,034', '']","['270,397', '']"
5460,r092,All institutions -> Florida State U.,All institutions,Florida State U.,2,91,"['208,834', '']","['216,869', '']","['208,005', '']","['224,425', '']","['231,390', '']","['237,427', '']","['243,327', '']","['247,319', '']","['260,486', '']","['257,656', '']","['270,051', '']"
5460,r093,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,92,"['223,032', '']","['217,793', '']","['222,320', '']","['197,359', '']","['200,251', '']","['216,817', '']","['229,939', '']","['233,024', '']","['235,581', '']","['255,674', '']","['264,367', '']"
5460,r094,All institutions -> Medical C. Wisconsin,All institutions,Medical C. Wisconsin,2,93,"['191,816', '']","['215,358', '']","['209,040', '']","['201,237', '']","['199,713', '']","['199,283', '']","['199,925', '']","['209,618', '']","['229,436', '']","['251,300', '']","['264,325', '']"
5460,r095,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,94,"['215,400', '']","['227,752', '']","['239,571', '']","['231,342', '']","['229,456', '']","['242,874', '']","['252,541', '']","['260,893', '']","['266,684', '']","['257,935', '']","['262,426', '']"
5460,r096,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,95,"['201,846', '']","['206,207', '']","['218,209', '']","['224,030', '']","['210,301', '']","['219,485', '']","['227,942', '']","['235,430', '']","['240,949', '']","['257,048', '']","['260,203', '']"
5460,r097,All institutions -> Brown U.,All institutions,Brown U.,2,96,"['201,116', '']","['223,455', '']","['234,906', '']","['222,945', '']","['291,917', 'i']","['286,332', 'i']","['235,373', '']","['201,253', '']","['233,689', '']","['245,883', '']","['256,871', '']"
5460,r098,All institutions -> Virginia Commonwealth U.,All institutions,Virginia Commonwealth U.,2,97,"['176,422', '']","['185,566', '']","['179,310', '']","['175,880', '']","['177,540', '']","['196,412', '']","['202,150', '']","['210,827', '']","['222,757', '']","['230,882', '']","['255,589', '']"
5460,r099,All institutions -> George Washington U.,All institutions,George Washington U.,2,98,"['189,113', '']","['189,427', '']","['187,652', '']","['192,152', '']","['213,334', '']","['226,132', '']","['214,984', '']","['226,005', '']","['242,029', '']","['249,198', '']","['249,745', '']"
5460,r100,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,99,"['217,952', '']","['217,877', '']","['222,916', '']","['225,976', '']","['225,614', '']","['213,537', '']","['219,907', '']","['225,767', '']","['223,349', '']","['230,097', '']","['241,523', '']"
