table_id,row_id,_b_state_or_territory_control_and_institution_b_full_path,_b_state_or_territory_control_and_institution_b_level_1,_b_state_or_territory_control_and_institution_b_level_2,_b_state_or_territory_control_and_institution_b_level_3,_b_state_or_territory_control_and_institution_b_hierarchy_depth,field_all_fields,field_agricultural_sciences,field_biological_and_biomedical_sciences,field_computer_and_information_sciences,field_engineering,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_health_sciences,field_mathematics_and_statistics,field_natural_resources_and_conservation,field_physical_sciences,field_psychology,field_social_sciences,field_other
7861,r032,Arkansas -> Public -> U. Central Arkansas,Arkansas,Public,U. Central Arkansas,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r033,California,California,,,1,"['971,444', '']","['21,629', '']","['210,539', '']","['12,027', '']","['70,245', '']","['50,127', '']","['388,420', '']","['7,100', '']","['47,229', '']","['49,857', '']","['29,799', '']","['81,507', '']","['2,965', '']"
7861,r034,California -> Public,California,Public,,2,"['889,073', '']","['21,029', '']","['185,906', '']","['1,729', '']","['70,245', '']","['46,980', '']","['357,733', '']","['7,100', '']","['47,229', '']","['37,318', '']","['29,799', '']","['81,040', '']","['2,965', '']"
7861,r035,"California -> Public -> California Polytechnic State U., San Luis Obispo",California,Public,"California Polytechnic State U., San Luis Obispo",3,"['1,750', '']","['1,500', '']","['0', '']","['0', '']","['250', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r036,"California -> Public -> California State Polytechnic U., Pomona",California,Public,"California State Polytechnic U., Pomona",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r037,"California -> Public -> California State U., Bakersfield",California,Public,"California State U., Bakersfield",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r038,"California -> Public -> California State U., Channel Islands",California,Public,"California State U., Channel Islands",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r039,"California -> Public -> California State U., Chico",California,Public,"California State U., Chico",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r040,"California -> Public -> California State U., Dominguez Hills",California,Public,"California State U., Dominguez Hills",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r041,"California -> Public -> California State U., East Bay",California,Public,"California State U., East Bay",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r042,"California -> Public -> California State U., Fresno",California,Public,"California State U., Fresno",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r043,"California -> Public -> California State U., Fullerton",California,Public,"California State U., Fullerton",3,"['27,000', '']","['0', '']","['15,000', '']","['0', '']","['0', '']","['12,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r044,"California -> Public -> California State U., Long Beach",California,Public,"California State U., Long Beach",3,"['63,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['63,000', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r045,"California -> Public -> California State U., Los Angeles",California,Public,"California State U., Los Angeles",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r046,"California -> Public -> California State U., Maritime Academy",California,Public,"California State U., Maritime Academy",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r047,"California -> Public -> California State U., Monterey Bay",California,Public,"California State U., Monterey Bay",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r048,"California -> Public -> California State U., Northridge",California,Public,"California State U., Northridge",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r049,"California -> Public -> California State U., Sacramento",California,Public,"California State U., Sacramento",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r050,"California -> Public -> California State U., San Bernardino",California,Public,"California State U., San Bernardino",3,"['1,004', '']","['0', '']","['1,004', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r051,"California -> Public -> California State U., San Marcos",California,Public,"California State U., San Marcos",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r052,"California -> Public -> California State U., Stanislaus",California,Public,"California State U., Stanislaus",3,"['277', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['277', '']","['0', '']","['0', '']","['0', '']"
7861,r053,California -> Public -> Humboldt State U.,California,Public,Humboldt State U.,3,"['12,100', '']","['1,729', '']","['1,729', '']","['1,729', '']","['1,729', '']","['1,729', '']","['0', '']","['0', '']","['1,729', '']","['1,729', '']","['0', '']","['0', '']","['0', '']"
7861,r054,California -> Public -> San Diego State U.,California,Public,San Diego State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r055,California -> Public -> San Francisco State U.,California,Public,San Francisco State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r056,California -> Public -> San Jose State U.,California,Public,San Jose State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r057,California -> Public -> Sonoma State U.,California,Public,Sonoma State U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r058,"California -> Public -> U. California, Berkeley",California,Public,"U. California, Berkeley",3,"['128,500', '']","['0', '']","['19,600', '']","['0', '']","['11,400', '']","['0', '']","['34,000', '']","['0', '']","['43,500', '']","['6,500', '']","['0', '']","['13,000', '']","['500', '']"
7861,r059,"California -> Public -> U. California, Davis",California,Public,"U. California, Davis",3,"['118,200', '']","['17,800', '']","['0', '']","['0', '']","['8,000', '']","['6,100', '']","['0', '']","['6,100', '']","['0', '']","['23,000', '']","['11,900', '']","['45,300', '']","['0', '']"
7861,r060,"California -> Public -> U. California, Irvine",California,Public,"U. California, Irvine",3,"['12,377', '']","['0', '']","['4,586', '']","['0', '']","['6,993', '']","['0', '']","['798', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r061,"California -> Public -> U. California, Los Angeles",California,Public,"U. California, Los Angeles",3,"['34,153', '']","['0', '']","['5,111', '']","['0', '']","['7,374', '']","['6,036', '']","['10,295', '']","['0', '']","['0', '']","['2,096', '']","['0', '']","['777', '']","['2,465', '']"
7861,r062,"California -> Public -> U. California, Merced",California,Public,"U. California, Merced",3,"['8,200', '']","['0', '']","['3,200', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,000', '']","['0', '']","['0', '']","['3,000', '']","['0', '']"
7861,r063,"California -> Public -> U. California, Riverside",California,Public,"U. California, Riverside",3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r064,"California -> Public -> U. California, San Diego",California,Public,"U. California, San Diego",3,"['173,682', '']","['0', '']","['36,500', '']","['0', '']","['34,500', '']","['11,380', '']","['54,140', '']","['1,000', '']","['0', '']","['0', '']","['17,581', '']","['18,581', '']","['0', '']"
7861,r065,"California -> Public -> U. California, San Francisco",California,Public,"U. California, San Francisco",3,"['293,200', '']","['0', '']","['97,700', '']","['0', '']","['0', '']","['0', '']","['195,500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r066,"California -> Public -> U. California, Santa Barbara",California,Public,"U. California, Santa Barbara",3,"['2,177', '']","['0', '']","['1,477', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['318', '']","['382', '']","['0', '']"
7861,r067,"California -> Public -> U. California, Santa Cruz",California,Public,"U. California, Santa Cruz",3,"['13,453', '']","['0', '']","['0', '']","['0', '']","['0', '']","['9,736', '']","['0', '']","['0', '']","['0', '']","['3,717', '']","['0', '']","['0', '']","['0', '']"
7861,r068,California -> Private,California,Private,,2,"['82,370', '']","['600', '']","['24,633', '']","['10,298', '']","['0', '']","['3,147', '']","['30,687', '']","['0', '']","['0', '']","['12,539', '']","['0', '']","['466', '']","['0', '']"
7861,r069,California -> Private -> Azusa Pacific U.,California,Private,Azusa Pacific U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r070,California -> Private -> Biola U.,California,Private,Biola U.,3,"['500', '']","['0', '']","['500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r071,California -> Private -> California Institute of Technology,California,Private,California Institute of Technology,3,"['11,728', '']","['0', '']","['707', '']","['0', '']","['0', '']","['982', '']","['0', '']","['0', '']","['0', '']","['10,039', '']","['0', '']","['0', '']","['0', '']"
7861,r072,California -> Private -> Chapman U.,California,Private,Chapman U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r073,California -> Private -> Charles R. Drew U. of Medicine and Science,California,Private,Charles R. Drew U. of Medicine and Science,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r074,California -> Private -> Claremont Graduate U.,California,Private,Claremont Graduate U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r075,California -> Private -> Claremont McKenna C.,California,Private,Claremont McKenna C.,3,"['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
7861,r076,California -> Private -> Fielding Graduate U.,California,Private,Fielding Graduate U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r077,California -> Private -> Harvey Mudd C.,California,Private,Harvey Mudd C.,3,"['2,500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,500', '']","['0', '']","['0', '']","['0', '']"
7861,r078,California -> Private -> Keck Graduate Institute,California,Private,Keck Graduate Institute,3,"['500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['500', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r079,California -> Private -> Loma Linda U.,California,Private,Loma Linda U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r080,California -> Private -> Loyola Marymount U.,California,Private,Loyola Marymount U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r081,California -> Private -> Marshall B. Ketchum U.,California,Private,Marshall B. Ketchum U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r082,California -> Private -> Occidental C.,California,Private,Occidental C.,3,"['7,150', '']","['0', '']","['5,900', '']","['0', '']","['0', '']","['1,250', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r083,California -> Private -> Pepperdine U.,California,Private,Pepperdine U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r084,California -> Private -> Pomona C.,California,Private,Pomona C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r085,California -> Private -> Santa Clara U.,California,Private,Santa Clara U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r086,California -> Private -> Scripps C.,California,Private,Scripps C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r087,California -> Private -> Scripps Research Institute,California,Private,Scripps Research Institute,3,"['15,720', '']","['0', '']","['15,720', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r088,California -> Private -> Stanford U.,California,Private,Stanford U.,3,"['36,291', '']","['0', '']","['0', '']","['10,298', '']","['0', '']","['915', '']","['25,078', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r089,California -> Private -> Touro U.,California,Private,Touro U.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r090,California -> Private -> U. of the Pacific,California,Private,U. of the Pacific,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r091,California -> Private -> U. San Diego,California,Private,U. San Diego,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r092,California -> Private -> U. San Francisco,California,Private,U. San Francisco,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r093,California -> Private -> U. Southern California,California,Private,U. Southern California,3,"['3,581', '']","['0', '']","['306', '']","['0', '']","['0', '']","['0', '']","['2,809', '']","['0', '']","['0', '']","['0', '']","['0', '']","['466', '']","['0', '']"
7861,r094,California -> Private -> Western U. of Health Sciences,California,Private,Western U. of Health Sciences,3,"['4,400', '']","['600', '']","['1,500', '']","['0', '']","['0', '']","['0', '']","['2,300', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r095,Colorado,Colorado,,,1,"['35,607', '']","['413', '']","['1,755', '']","['0', '']","['4,492', '']","['2,448', '']","['4,688', '']","['0', '']","['6,216', '']","['15,595', '']","['0', '']","['0', '']","['0', '']"
7861,r096,Colorado -> Public,Colorado,Public,,2,"['35,607', '']","['413', '']","['1,755', '']","['0', '']","['4,492', '']","['2,448', '']","['4,688', '']","['0', '']","['6,216', '']","['15,595', '']","['0', '']","['0', '']","['0', '']"
7861,r097,Colorado -> Public -> Colorado School of Mines,Colorado,Public,Colorado School of Mines,3,"['1,106', '']","['0', '']","['0', '']","['0', '']","['1,106', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r098,"Colorado -> Public -> Colorado State U., Fort Collins",Colorado,Public,"Colorado State U., Fort Collins",3,"['2,073', '']","['413', '']","['1,381', '']","['0', '']","['279', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r099,Colorado -> Public -> Fort Lewis C.,Colorado,Public,Fort Lewis C.,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r100,Colorado -> Public -> U. Colorado Boulder,Colorado,Public,U. Colorado Boulder,3,"['27,741', '']","['0', '']","['375', '']","['0', '']","['3,107', '']","['2,448', '']","['0', '']","['0', '']","['6,216', '']","['15,595', '']","['0', '']","['0', '']","['0', '']"
7861,r101,Colorado -> Public -> U. Colorado Colorado Springs,Colorado,Public,U. Colorado Colorado Springs,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r102,Colorado -> Public -> U. Colorado Denver and Anschutz Medical Campus,Colorado,Public,U. Colorado Denver and Anschutz Medical Campus,3,"['4,688', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4,688', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r103,Colorado -> Public -> U. Northern Colorado,Colorado,Public,U. Northern Colorado,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r104,Colorado -> Private,Colorado,Private,,2,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r105,Colorado -> Private -> U. Denver,Colorado,Private,U. Denver,3,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
7861,r106,Connecticut,Connecticut,,,1,"['504,558', '']","['0', '']","['192,444', '']","['0', '']","['36,775', '']","['0', '']","['101,071', '']","['0', '']","['285', '']","['58,829', '']","['108,884', '']","['6,270', '']","['0', '']"
7861,r107,Connecticut -> Public,Connecticut,Public,,2,"['33,259', '']","['0', '']","['4,009', '']","['0', '']","['0', '']","['0', '']","['3,791', '']","['0', '']","['0', '']","['25,459', '']","['0', '']","['0', '']","['0', '']"
