table_id,row_id,occupation_age_disability_status_and_sex_160_160_160_160_160_160_160_160_160_160_160_160_160_full_path,occupation_age_disability_status_and_sex_160_160_160_160_160_160_160_160_160_160_160_160_160_level_1,occupation_age_disability_status_and_sex_160_160_160_160_160_160_160_160_160_160_160_160_160_level_2,occupation_age_disability_status_and_sex_160_160_160_160_160_160_160_160_160_160_160_160_160_level_3,occupation_age_disability_status_and_sex_160_160_160_160_160_160_160_160_160_160_160_160_160_level_4,occupation_age_disability_status_and_sex_160_160_160_160_160_160_160_160_160_160_160_160_160_level_5,occupation_age_disability_status_and_sex_160_160_160_160_160_160_160_160_160_160_160_160_160_level_6,occupation_age_disability_status_and_sex_160_160_160_160_160_160_160_160_160_160_160_160_160_hierarchy_depth,field_total,field_4_year_educational_institutiona_tenured,field_4_year_educational_institutiona_not_tenured_on_tenure_track,field_4_year_educational_institutiona_not_tenured_not_on_tenure_track,field_4_year_educational_institutiona_tenure_not_applicable,field_other_employment_sectors_other_educational_institutionb,field_other_employment_sectors_private_sector_for_profitc,field_other_employment_sectors_private_sector_nonprofit,field_other_employment_sectors_federal_government,field_other_employment_sectors_state_or_local_government,field_other_employment_sectors_self_employedd,field_other_employment_sectors_othere
3380,r015,All occupations -> Male,All occupations,Male,,,,,2,546050,110100,29300,29650,42800,14300,219300,31100,31150,10950,21750,5650
3380,r016,All occupations -> Male -> Under age 40,All occupations,Male,Under age 40,,,,3,133350,6200,18450,9550,15000,1900,64350,7650,5700,2450,1100,1000
3380,r017,All occupations -> Male -> Under age 40 -> Without disability,All occupations,Male,Under age 40,Without disability,,,4,126300,6000,17300,8900,13750,1800,61650,7200,5400,2400,1000,900
3380,r018,All occupations -> Male -> Under age 40 -> With disability,All occupations,Male,Under age 40,With disability,,,4,7050,200,1150,650,1200,100,2700,450,300,50,100,S
3380,r019,All occupations -> Male -> Age 40 and over,All occupations,Male,Age 40 and over,,,,3,412700,103950,10850,20100,27800,12350,154950,23500,25450,8500,20650,4650
3380,r020,All occupations -> Male -> Age 40 and over -> Without disability,All occupations,Male,Age 40 and over,Without disability,,,4,372200,92750,10100,18150,24600,10900,141750,21550,22900,7550,17850,4100
3380,r021,All occupations -> Male -> Age 40 and over -> With disability,All occupations,Male,Age 40 and over,With disability,,,4,40550,11150,750,1950,3200,1450,13200,1950,2550,950,2800,550
3380,r022,All occupations -> S&E occupations<sup>f</sup>,All occupations,S&E occupations<sup>f</sup>,,,,,2,613400,127450,41550,39450,57850,18550,210450,34400,39750,12500,25400,6050
3380,r023,All occupations -> S&E occupations<sup>f</sup> -> Under age 40,All occupations,S&E occupations<sup>f</sup>,Under age 40,,,,3,183500,9250,27300,14550,24000,3150,77700,11100,9950,3500,1600,1400
3380,r024,All occupations -> S&E occupations<sup>f</sup> -> Under age 40 -> Without disability,All occupations,S&E occupations<sup>f</sup>,Under age 40,Without disability,,,4,174250,8900,25500,13650,22300,3000,74800,10450,9600,3300,1500,1300
3380,r025,All occupations -> S&E occupations<sup>f</sup> -> Under age 40 -> With disability,All occupations,S&E occupations<sup>f</sup>,Under age 40,With disability,,,4,9250,350,1800,850,1700,150,2950,650,350,200,100,100
3380,r026,All occupations -> S&E occupations<sup>f</sup> -> Age 40 and over,All occupations,S&E occupations<sup>f</sup>,Age 40 and over,,,,3,429900,118200,14200,24900,33850,15400,132750,23300,29800,9000,23800,4650
3380,r027,All occupations -> S&E occupations<sup>f</sup> -> Age 40 and over -> Without disability,All occupations,S&E occupations<sup>f</sup>,Age 40 and over,Without disability,,,4,388750,105600,12850,22600,30350,13650,122000,21300,27000,8250,20950,4150
3380,r028,All occupations -> S&E occupations<sup>f</sup> -> Age 40 and over -> With disability,All occupations,S&E occupations<sup>f</sup>,Age 40 and over,With disability,,,4,41100,12600,1350,2300,3500,1750,10750,2000,2750,750,2850,500
3380,r029,All occupations -> S&E occupations<sup>f</sup> -> Female,All occupations,S&E occupations<sup>f</sup>,Female,,,,3,207700,36750,16200,15550,25550,9650,56350,13800,14850,4700,12450,1850
3380,r030,All occupations -> S&E occupations<sup>f</sup> -> Female -> Under age 40,All occupations,S&E occupations<sup>f</sup>,Female,Under age 40,,,4,72050,3650,10800,6300,11500,2050,24500,5150,5150,1550,1000,500
3380,r031,All occupations -> S&E occupations<sup>f</sup> -> Female -> Under age 40 -> Without disability,All occupations,S&E occupations<sup>f</sup>,Female,Under age 40,Without disability,,5,68650,3500,10050,6000,10850,1900,23700,4900,5000,1350,950,450
3380,r032,All occupations -> S&E occupations<sup>f</sup> -> Female -> Under age 40 -> With disability,All occupations,S&E occupations<sup>f</sup>,Female,Under age 40,With disability,,5,3400,150,750,300,650,100,800,250,100,150,,
3380,r033,All occupations -> S&E occupations<sup>f</sup> -> Female -> Age 40 and over,All occupations,S&E occupations<sup>f</sup>,Female,Age 40 and over,,,4,135650,33100,5400,9250,14050,7600,31850,8700,9750,3150,11450,1350
3380,r034,All occupations -> S&E occupations<sup>f</sup> -> Female -> Age 40 and over -> Without disability,All occupations,S&E occupations<sup>f</sup>,Female,Age 40 and over,Without disability,,5,124150,29650,4700,8550,12950,6900,29800,7900,9150,2950,10350,1300
3380,r035,All occupations -> S&E occupations<sup>f</sup> -> Female -> Age 40 and over -> With disability,All occupations,S&E occupations<sup>f</sup>,Female,Age 40 and over,With disability,,5,11500,3450,700,750,1100,700,2050,750,600,200,1050,50
3380,r036,All occupations -> S&E occupations<sup>f</sup> -> Male,All occupations,S&E occupations<sup>f</sup>,Male,,,,3,405700,90700,25350,23850,32350,8900,154100,20550,24900,7800,12950,4200
3380,r037,All occupations -> S&E occupations<sup>f</sup> -> Male -> Under age 40,All occupations,S&E occupations<sup>f</sup>,Male,Under age 40,,,4,111450,5600,16500,8250,12500,1100,53200,5950,4850,1950,600,900
3380,r038,All occupations -> S&E occupations<sup>f</sup> -> Male -> Under age 40 -> Without disability,All occupations,S&E occupations<sup>f</sup>,Male,Under age 40,Without disability,,5,105550,5400,15450,7650,11500,1050,51100,5550,4600,1900,550,800
3380,r039,All occupations -> S&E occupations<sup>f</sup> -> Male -> Under age 40 -> With disability,All occupations,S&E occupations<sup>f</sup>,Male,Under age 40,With disability,,5,5850,150,1100,600,1050,S,2100,400,250,50,S,
3380,r040,All occupations -> S&E occupations<sup>f</sup> -> Male -> Age 40 and over,All occupations,S&E occupations<sup>f</sup>,Male,Age 40 and over,,,4,294250,85100,8850,15650,19800,7800,100900,14600,20050,5850,12350,3300
3380,r041,All occupations -> S&E occupations<sup>f</sup> -> Male -> Age 40 and over -> Without disability,All occupations,S&E occupations<sup>f</sup>,Male,Age 40 and over,Without disability,,5,264600,76000,8200,14050,17400,6750,92200,13350,17900,5300,10600,2850
3380,r042,All occupations -> S&E occupations<sup>f</sup> -> Male -> Age 40 and over -> With disability,All occupations,S&E occupations<sup>f</sup>,Male,Age 40 and over,With disability,,5,29600,9150,650,1550,2400,1050,8650,1250,2150,550,1800,450
3380,r043,All occupations -> S&E occupations<sup>f</sup> -> Scientist,All occupations,S&E occupations<sup>f</sup>,Scientist,,,,3,492750,108400,34900,34900,52200,18100,143100,29850,33300,10400,23250,4350
3380,r044,All occupations -> S&E occupations<sup>f</sup> -> Scientist -> Under age 40,All occupations,S&E occupations<sup>f</sup>,Scientist,Under age 40,,,4,142250,7600,22550,12600,21600,3100,51900,9650,8100,2900,1400,950
3380,r045,All occupations -> S&E occupations<sup>f</sup> -> Scientist -> Under age 40 -> Without disability,All occupations,S&E occupations<sup>f</sup>,Scientist,Under age 40,Without disability,,5,134900,7350,21200,11850,20050,2950,49850,9000,7800,2700,1300,850
3380,r046,All occupations -> S&E occupations<sup>f</sup> -> Scientist -> Under age 40 -> With disability,All occupations,S&E occupations<sup>f</sup>,Scientist,Under age 40,With disability,,5,7350,250,1350,750,1550,150,2050,600,300,150,100,100
3380,r047,All occupations -> S&E occupations<sup>f</sup> -> Scientist -> Age 40 and over,All occupations,S&E occupations<sup>f</sup>,Scientist,Age 40 and over,,,4,350500,100800,12350,22300,30600,15000,91200,20200,25200,7550,21850,3450
3380,r048,All occupations -> S&E occupations<sup>f</sup> -> Scientist -> Age 40 and over -> Without disability,All occupations,S&E occupations<sup>f</sup>,Scientist,Age 40 and over,Without disability,,5,316600,90100,11150,20250,27400,13300,83800,18550,22800,6950,19200,3100
3380,r049,All occupations -> S&E occupations<sup>f</sup> -> Scientist -> Age 40 and over -> With disability,All occupations,S&E occupations<sup>f</sup>,Scientist,Age 40 and over,With disability,,5,33900,10700,1200,2100,3200,1700,7350,1650,2400,600,2650,300
3380,r050,All occupations -> S&E occupations<sup>f</sup> -> Scientist -> Female,All occupations,S&E occupations<sup>f</sup>,Scientist,Female,,,4,188700,34300,14700,14800,24300,9500,46300,13000,13900,4150,12250,1550
3380,r051,All occupations -> S&E occupations<sup>f</sup> -> Scientist -> Female -> Under age 40,All occupations,S&E occupations<sup>f</sup>,Scientist,Female,Under age 40,,5,63400,3400,9650,5900,10850,2050,19450,4800,4750,1250,950,400
3380,r052,All occupations -> S&E occupations<sup>f</sup> -> Scientist -> Female -> Under age 40 -> Without disability,All occupations,S&E occupations<sup>f</sup>,Scientist,Female,Under age 40,Without disability,6,60350,3250,9000,5650,10250,1900,18800,4600,4600,1150,900,350
3380,r053,All occupations -> S&E occupations<sup>f</sup> -> Scientist -> Female -> Under age 40 -> With disability,All occupations,S&E occupations<sup>f</sup>,Scientist,Female,Under age 40,With disability,6,3050,150,650,250,600,100,650,250,100,150,,
3380,r054,All occupations -> S&E occupations<sup>f</sup> -> Scientist -> Female -> Age 40 and over,All occupations,S&E occupations<sup>f</sup>,Scientist,Female,Age 40 and over,,5,125300,30900,5100,8900,13450,7500,26850,8200,9150,2850,11300,1200
3380,r055,All occupations -> S&E occupations<sup>f</sup> -> Scientist -> Female -> Age 40 and over -> Without disability,All occupations,S&E occupations<sup>f</sup>,Scientist,Female,Age 40 and over,Without disability,6,114550,27550,4350,8200,12400,6800,25100,7500,8600,2700,10250,1100
3380,r056,All occupations -> S&E occupations<sup>f</sup> -> Scientist -> Female -> Age 40 and over -> With disability,All occupations,S&E occupations<sup>f</sup>,Scientist,Female,Age 40 and over,With disability,6,10750,3350,700,700,1050,700,1750,700,600,200,1050,50
3380,r057,All occupations -> S&E occupations<sup>f</sup> -> Scientist -> Male,All occupations,S&E occupations<sup>f</sup>,Scientist,Male,,,4,304050,74100,20150,20100,27900,8600,96750,16850,19450,6300,11000,2800
3380,r058,All occupations -> S&E occupations<sup>f</sup> -> Scientist -> Male -> Under age 40,All occupations,S&E occupations<sup>f</sup>,Scientist,Male,Under age 40,,5,78850,4200,12900,6700,10750,1050,32450,4850,3350,1600,450,550
3380,r059,All occupations -> S&E occupations<sup>f</sup> -> Scientist -> Male -> Under age 40 -> Without disability,All occupations,S&E occupations<sup>f</sup>,Scientist,Male,Under age 40,Without disability,6,74500,4100,12200,6200,9850,1000,31050,4450,3200,1600,400,500
3380,r060,All occupations -> S&E occupations<sup>f</sup> -> Scientist -> Male -> Under age 40 -> With disability,All occupations,S&E occupations<sup>f</sup>,Scientist,Male,Under age 40,With disability,6,4300,100,700,500,950,S,1350,400,200,,S,
3380,r061,All occupations -> S&E occupations<sup>f</sup> -> Scientist -> Male -> Age 40 and over,All occupations,S&E occupations<sup>f</sup>,Scientist,Male,Age 40 and over,,5,225250,69950,7250,13450,17150,7500,64350,12000,16050,4650,10550,2250
3380,r062,All occupations -> S&E occupations<sup>f</sup> -> Scientist -> Male -> Age 40 and over -> Without disability,All occupations,S&E occupations<sup>f</sup>,Scientist,Male,Age 40 and over,Without disability,6,202050,62550,6750,12050,15000,6500,58700,11050,14250,4250,8950,2000
3380,r063,All occupations -> S&E occupations<sup>f</sup> -> Scientist -> Male -> Age 40 and over -> With disability,All occupations,S&E occupations<sup>f</sup>,Scientist,Male,Age 40 and over,With disability,6,23200,7350,500,1400,2150,1050,5650,950,1800,400,1600,250
3380,r064,All occupations -> S&E occupations<sup>f</sup> -> Engineer,All occupations,S&E occupations<sup>f</sup>,Engineer,,,,3,120650,19050,6650,4550,5650,450,67350,4550,6450,2100,2150,1700
3380,r065,All occupations -> S&E occupations<sup>f</sup> -> Engineer -> Under age 40,All occupations,S&E occupations<sup>f</sup>,Engineer,Under age 40,,,4,41250,1650,4800,1950,2400,50,25800,1450,1850,600,200,450
3380,r066,All occupations -> S&E occupations<sup>f</sup> -> Engineer -> Under age 40 -> Without disability,All occupations,S&E occupations<sup>f</sup>,Engineer,Under age 40,Without disability,,5,39350,1550,4300,1850,2250,,24900,1400,1800,550,200,450
3380,r067,All occupations -> S&E occupations<sup>f</sup> -> Engineer -> Under age 40 -> With disability,All occupations,S&E occupations<sup>f</sup>,Engineer,Under age 40,With disability,,5,1900,S,500,100,150,,900,,S,S,,
3380,r068,All occupations -> S&E occupations<sup>f</sup> -> Engineer -> Age 40 and over,All occupations,S&E occupations<sup>f</sup>,Engineer,Age 40 and over,,,4,79350,17400,1900,2600,3250,400,41550,3100,4600,1500,1950,1250
3380,r069,All occupations -> S&E occupations<sup>f</sup> -> Engineer -> Age 40 and over -> Without disability,All occupations,S&E occupations<sup>f</sup>,Engineer,Age 40 and over,Without disability,,5,72200,15500,1750,2350,2950,350,38200,2750,4200,1350,1750,1050
3380,r070,All occupations -> S&E occupations<sup>f</sup> -> Engineer -> Age 40 and over -> With disability,All occupations,S&E occupations<sup>f</sup>,Engineer,Age 40 and over,With disability,,5,7200,1900,150,200,300,,3350,350,350,150,200,S
3380,r071,All occupations -> S&E occupations<sup>f</sup> -> Engineer -> Female,All occupations,S&E occupations<sup>f</sup>,Engineer,Female,,,4,19000,2450,1500,800,1250,100,10050,850,1000,550,200,300
3380,r072,All occupations -> S&E occupations<sup>f</sup> -> Engineer -> Female -> Under age 40,All occupations,S&E occupations<sup>f</sup>,Engineer,Female,Under age 40,,5,8650,250,1150,400,650,,5050,350,400,250,100,100
3380,r073,All occupations -> S&E occupations<sup>f</sup> -> Engineer -> Female -> Under age 40 -> Without disability,All occupations,S&E occupations<sup>f</sup>,Engineer,Female,Under age 40,Without disability,6,8300,250,1050,400,600,,4900,300,400,250,100,100
3380,r074,All occupations -> S&E occupations<sup>f</sup> -> Engineer -> Female -> Under age 40 -> With disability,All occupations,S&E occupations<sup>f</sup>,Engineer,Female,Under age 40,With disability,6,350,,S,,,,150,,,,,
3380,r075,All occupations -> S&E occupations<sup>f</sup> -> Engineer -> Female -> Age 40 and over,All occupations,S&E occupations<sup>f</sup>,Engineer,Female,Age 40 and over,,5,10350,2200,300,400,600,100,5000,500,600,300,100,200
3380,r076,All occupations -> S&E occupations<sup>f</sup> -> Engineer -> Female -> Age 40 and over -> Without disability,All occupations,S&E occupations<sup>f</sup>,Engineer,Female,Age 40 and over,Without disability,6,9600,2100,300,350,550,100,4700,400,550,250,100,200
3380,r077,All occupations -> S&E occupations<sup>f</sup> -> Engineer -> Female -> Age 40 and over -> With disability,All occupations,S&E occupations<sup>f</sup>,Engineer,Female,Age 40 and over,With disability,6,750,150,,S,,,350,S,,,,
3380,r078,All occupations -> S&E occupations<sup>f</sup> -> Engineer -> Male,All occupations,S&E occupations<sup>f</sup>,Engineer,Male,,,4,101600,16600,5200,3750,4400,300,57300,3700,5450,1550,1950,1400
3380,r079,All occupations -> S&E occupations<sup>f</sup> -> Engineer -> Male -> Under age 40,All occupations,S&E occupations<sup>f</sup>,Engineer,Male,Under age 40,,5,32600,1400,3600,1550,1750,,20800,1100,1450,350,S,350
3380,r080,All occupations -> S&E occupations<sup>f</sup> -> Engineer -> Male -> Under age 40 -> Without disability,All occupations,S&E occupations<sup>f</sup>,Engineer,Male,Under age 40,Without disability,6,31050,1350,3250,1450,1650,,20050,1100,1400,350,S,300
3380,r081,All occupations -> S&E occupations<sup>f</sup> -> Engineer -> Male -> Under age 40 -> With disability,All occupations,S&E occupations<sup>f</sup>,Engineer,Male,Under age 40,With disability,6,1550,S,400,100,S,,750,,S,,,
3380,r082,All occupations -> S&E occupations<sup>f</sup> -> Engineer -> Male -> Age 40 and over,All occupations,S&E occupations<sup>f</sup>,Engineer,Male,Age 40 and over,,5,69000,15200,1550,2200,2650,300,36550,2600,4000,1200,1800,1050
3380,r083,All occupations -> S&E occupations<sup>f</sup> -> Engineer -> Male -> Age 40 and over -> Without disability,All occupations,S&E occupations<sup>f</sup>,Engineer,Male,Age 40 and over,Without disability,6,62550,13400,1450,2000,2400,250,33500,2300,3650,1050,1650,850
3380,r084,All occupations -> S&E occupations<sup>f</sup> -> Engineer -> Male -> Age 40 and over -> With disability,All occupations,S&E occupations<sup>f</sup>,Engineer,Male,Age 40 and over,With disability,6,6450,1800,100,150,250,,3050,250,350,S,150,S
3380,r085,All occupations -> S&E-related occupations<sup>g</sup>,All occupations,S&E-related occupations<sup>g</sup>,,,,,2,92350,12800,6250,6600,10150,5950,29050,9950,4750,2900,2750,1200
3380,r086,All occupations -> S&E-related occupations<sup>g</sup> -> Under age 40,All occupations,S&E-related occupations<sup>g</sup>,Under age 40,,,,3,20050,500,2600,1850,3450,1050,6400,2550,750,400,200,300
3380,r087,All occupations -> S&E-related occupations<sup>g</sup> -> Under age 40 -> Without disability,All occupations,S&E-related occupations<sup>g</sup>,Under age 40,Without disability,,,4,19200,500,2550,1800,3250,950,6100,2500,750,400,200,300
3380,r088,All occupations -> S&E-related occupations<sup>g</sup> -> Under age 40 -> With disability,All occupations,S&E-related occupations<sup>g</sup>,Under age 40,With disability,,,4,850,,100,S,200,S,300,50,,,,
3380,r089,All occupations -> S&E-related occupations<sup>g</sup> -> Age 40 and over,All occupations,S&E-related occupations<sup>g</sup>,Age 40 and over,,,,3,72250,12350,3600,4700,6750,4900,22650,7350,3950,2500,2550,950
3380,r090,All occupations -> S&E-related occupations<sup>g</sup> -> Age 40 and over -> Without disability,All occupations,S&E-related occupations<sup>g</sup>,Age 40 and over,Without disability,,,4,65950,10750,3250,4350,6250,4600,21000,6800,3600,2200,2250,900
3380,r091,All occupations -> S&E-related occupations<sup>g</sup> -> Age 40 and over -> With disability,All occupations,S&E-related occupations<sup>g</sup>,Age 40 and over,With disability,,,4,6350,1600,350,400,500,350,1650,550,350,250,300,
3380,r092,All occupations -> S&E-related occupations<sup>g</sup> -> Female,All occupations,S&E-related occupations<sup>g</sup>,Female,,,,3,40750,6350,3850,3400,5100,2850,9150,4700,1850,1400,1350,800
3380,r093,All occupations -> S&E-related occupations<sup>g</sup> -> Female -> Under age 40,All occupations,S&E-related occupations<sup>g</sup>,Female,Under age 40,,,4,9650,250,1450,900,1750,550,2400,1400,300,250,150,250
3380,r094,All occupations -> S&E-related occupations<sup>g</sup> -> Female -> Under age 40 -> Without disability,All occupations,S&E-related occupations<sup>g</sup>,Female,Under age 40,Without disability,,5,9300,250,1400,850,1650,500,2300,1350,300,250,150,250
3380,r095,All occupations -> S&E-related occupations<sup>g</sup> -> Female -> Under age 40 -> With disability,All occupations,S&E-related occupations<sup>g</sup>,Female,Under age 40,With disability,,5,350,,S,,50,,100,50,,,,
3380,r096,All occupations -> S&E-related occupations<sup>g</sup> -> Female -> Age 40 and over,All occupations,S&E-related occupations<sup>g</sup>,Female,Age 40 and over,,,4,31100,6100,2450,2550,3350,2250,6750,3300,1500,1150,1200,550
3380,r097,All occupations -> S&E-related occupations<sup>g</sup> -> Female -> Age 40 and over -> Without disability,All occupations,S&E-related occupations<sup>g</sup>,Female,Age 40 and over,Without disability,,5,28350,5350,2150,2350,3100,2100,6300,3000,1300,1100,1050,500
3380,r098,All occupations -> S&E-related occupations<sup>g</sup> -> Female -> Age 40 and over -> With disability,All occupations,S&E-related occupations<sup>g</sup>,Female,Age 40 and over,With disability,,5,2750,700,250,200,250,200,400,300,200,S,150,
3380,r099,All occupations -> S&E-related occupations<sup>g</sup> -> Male,All occupations,S&E-related occupations<sup>g</sup>,Male,,,,3,51600,6500,2350,3150,5100,3150,19900,5250,2900,1500,1400,400
3380,r100,All occupations -> S&E-related occupations<sup>g</sup> -> Male -> Under age 40,All occupations,S&E-related occupations<sup>g</sup>,Male,Under age 40,,,4,10450,250,1200,1000,1700,500,4000,1150,450,200,,
3380,r101,All occupations -> S&E-related occupations<sup>g</sup> -> Male -> Under age 40 -> Without disability,All occupations,S&E-related occupations<sup>g</sup>,Male,Under age 40,Without disability,,5,9900,250,1150,900,1550,450,3800,1150,450,200,,
3380,r102,All occupations -> S&E-related occupations<sup>g</sup> -> Male -> Under age 40 -> With disability,All occupations,S&E-related occupations<sup>g</sup>,Male,Under age 40,With disability,,5,500,,S,,100,,200,,,,,
3380,r103,All occupations -> S&E-related occupations<sup>g</sup> -> Male -> Age 40 and over,All occupations,S&E-related occupations<sup>g</sup>,Male,Age 40 and over,,,4,41200,6250,1200,2150,3400,2650,15900,4100,2450,1300,1400,350
3380,r104,All occupations -> S&E-related occupations<sup>g</sup> -> Male -> Age 40 and over -> Without disability,All occupations,S&E-related occupations<sup>g</sup>,Male,Age 40 and over,Without disability,,5,37550,5400,1100,2000,3100,2500,14700,3800,2300,1100,1250,350
3380,r105,All occupations -> S&E-related occupations<sup>g</sup> -> Male -> Age 40 and over -> With disability,All occupations,S&E-related occupations<sup>g</sup>,Male,Age 40 and over,With disability,,5,3600,850,100,200,250,150,1250,300,150,200,150,
3380,r106,All occupations -> Non-S&E occupations<sup>h</sup>,All occupations,Non-S&E occupations<sup>h</sup>,,,,,2,151500,20250,3100,6150,12800,6400,68050,11600,5650,3400,12600,1550
3380,r107,All occupations -> Non-S&E occupations<sup>h</sup> -> Under age 40,All occupations,Non-S&E occupations<sup>h</sup>,Under age 40,,,,3,24250,550,1600,1150,2500,850,13400,1650,850,500,1100,100
3380,r108,All occupations -> Non-S&E occupations<sup>h</sup> -> Under age 40 -> Without disability,All occupations,Non-S&E occupations<sup>h</sup>,Under age 40,Without disability,,,4,23000,550,1550,1100,2350,750,12800,1550,700,500,1000,S
3380,r109,All occupations -> Non-S&E occupations<sup>h</sup> -> Under age 40 -> With disability,All occupations,Non-S&E occupations<sup>h</sup>,Under age 40,With disability,,,4,1250,S,100,50,100,,600,100,S,,100,
3380,r110,All occupations -> Non-S&E occupations<sup>h</sup> -> Age 40 and over,All occupations,Non-S&E occupations<sup>h</sup>,Age 40 and over,,,,3,127250,19650,1500,5000,10300,5550,54650,10000,4800,2900,11500,1450
3380,r111,All occupations -> Non-S&E occupations<sup>h</sup> -> Age 40 and over -> Without disability,All occupations,Non-S&E occupations<sup>h</sup>,Age 40 and over,Without disability,,,4,115750,17850,1400,4500,9350,5050,50000,9200,4400,2500,10200,1350
3380,r112,All occupations -> Non-S&E occupations<sup>h</sup> -> Age 40 and over -> With disability,All occupations,Non-S&E occupations<sup>h</sup>,Age 40 and over,With disability,,,4,11450,1800,100,500,950,500,4650,750,400,400,1300,100
3380,r113,All occupations -> Non-S&E occupations<sup>h</sup> -> Female,All occupations,Non-S&E occupations<sup>h</sup>,Female,,,,3,62750,7300,1500,3550,7400,4150,22750,6300,2250,1800,5200,500
3380,r114,All occupations -> Non-S&E occupations<sup>h</sup> -> Female -> Under age 40,All occupations,Non-S&E occupations<sup>h</sup>,Female,Under age 40,,,4,12800,200,850,850,1700,500,6300,1100,400,250,600,S
3380,r115,All occupations -> Non-S&E occupations<sup>h</sup> -> Female -> Under age 40 -> Without disability,All occupations,Non-S&E occupations<sup>h</sup>,Female,Under age 40,Without disability,,5,12200,200,800,800,1650,450,6050,1050,350,250,550,
3380,r116,All occupations -> Non-S&E occupations<sup>h</sup> -> Female -> Under age 40 -> With disability,All occupations,Non-S&E occupations<sup>h</sup>,Female,Under age 40,With disability,,5,650,,S,,50,,250,50,S,,S,
3380,r117,All occupations -> Non-S&E occupations<sup>h</sup> -> Female -> Age 40 and over,All occupations,Non-S&E occupations<sup>h</sup>,Female,Age 40 and over,,,4,49950,7100,650,2700,5700,3650,16450,5200,1850,1600,4600,450
3380,r118,All occupations -> Non-S&E occupations<sup>h</sup> -> Female -> Age 40 and over -> Without disability,All occupations,Non-S&E occupations<sup>h</sup>,Female,Age 40 and over,Without disability,,5,45800,6450,650,2400,5250,3400,15100,4800,1700,1400,4200,450
3380,r119,All occupations -> Non-S&E occupations<sup>h</sup> -> Female -> Age 40 and over -> With disability,All occupations,Non-S&E occupations<sup>h</sup>,Female,Age 40 and over,With disability,,5,4150,650,50,300,450,250,1350,350,150,200,400,
