table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2016,field_2017,field_2018,field_2019_all_social_sciences,field_2019_anthropology,field_2019_economics,field_2019_political_science_and_government,field_2019_sociology_demography_and_population_studies,field_2019_social_sciences_nec
3154,r038,All institutions -> U. Delaware,All institutions,U. Delaware,2,37,"['7,463', '']","['6,378', '']","['7,286', '']","['6,373', '']","['0', '']","['1,017', '']","['13', '']","['1,208', '']","['4,135', '']"
3154,r039,All institutions -> U. Arizona,All institutions,U. Arizona,2,38,"['7,595', '']","['6,222', '']","['4,993', '']","['6,362', '']","['1,740', '']","['375', '']","['303', '']","['667', '']","['3,277', '']"
3154,r040,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,39,"['1,368', '']","['1,535', '']","['2,354', '']","['6,019', '']","['1,570', '']","['19', '']","['0', '']","['4,097', '']","['333', '']"
3154,r041,All institutions -> New York U.,All institutions,New York U.,2,40,"['5,022', '']","['5,106', '']","['5,584', '']","['5,936', '']","['0', '']","['442', '']","['807', '']","['1,537', '']","['3,150', '']"
3154,r042,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,41,"['5,913', '']","['5,664', '']","['6,788', '']","['5,919', '']","['0', '']","['171', '']","['355', '']","['312', '']","['5,081', '']"
3154,r043,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,42,"['3,557', '']","['4,934', '']","['5,763', '']","['5,668', '']","['0', '']","['2,149', '']","['262', '']","['369', '']","['2,888', '']"
3154,r044,All institutions -> Stanford U.,All institutions,Stanford U.,2,43,"['6,971', '']","['7,010', '']","['5,498', '']","['5,655', '']","['44', '']","['627', '']","['2,630', '']","['326', '']","['2,028', '']"
3154,r045,All institutions -> Princeton U.,All institutions,Princeton U.,2,44,"['6,425', '']","['4,967', '']","['2,818', '']","['5,606', '']","['106', '']","['520', '']","['1,195', '']","['3,785', '']","['0', '']"
3154,r046,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,45,"['4,996', '']","['5,174', '']","['4,784', '']","['5,428', '']","['195', '']","['0', '']","['2,959', '']","['2,274', '']","['0', '']"
3154,r047,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,46,"['2,672', '']","['5,183', '']","['5,608', '']","['5,111', '']","['243', '']","['1,088', '']","['0', '']","['248', '']","['3,532', '']"
3154,r048,All institutions -> U. Georgia,All institutions,U. Georgia,2,47,"['3,592', '']","['5,890', '']","['6,882', '']","['5,083', '']","['501', '']","['262', '']","['119', '']","['65', '']","['4,136', '']"
3154,r049,All institutions -> U. Florida,All institutions,U. Florida,2,48,"['4,142', '']","['3,746', '']","['4,583', '']","['4,981', '']","['589', '']","['640', '']","['783', '']","['23', '']","['2,946', '']"
3154,r050,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,49,"['699', '']","['1,588', '']","['1,833', '']","['4,522', '']","['0', '']","['0', '']","['0', '']","['0', '']","['4,522', '']"
3154,r051,All institutions -> William & Mary,All institutions,William & Mary,2,50,"['5,671', '']","['5,218', '']","['5,574', '']","['4,521', '']","['70', '']","['0', '']","['38', '']","['0', '']","['4,413', '']"
3154,r052,All institutions -> Florida International U.,All institutions,Florida International U.,2,51,"['617', '']","['786', '']","['1,439', '']","['4,506', '']","['115', '']","['0', '']","['300', '']","['25', '']","['4,066', '']"
3154,r053,"All institutions -> Teachers C., Columbia U.",All institutions,"Teachers C., Columbia U.",2,52,"['7,617', '']","['6,682', '']","['5,262', '']","['4,267', '']","['0', '']","['2,792', '']","['0', '']","['0', '']","['1,475', '']"
3154,r054,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,53,"['3,575', '']","['4,137', '']","['4,220', '']","['4,231', '']","['1,331', '']","['70', '']","['31', '']","['676', '']","['2,123', '']"
3154,r055,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,54,"['5,930', '']","['5,352', '']","['4,043', '']","['4,226', '']","['0', '']","['0', '']","['0', '']","['196', '']","['4,030', '']"
3154,r056,All institutions -> U. Kansas,All institutions,U. Kansas,2,55,"['2,696', '']","['3,103', '']","['4,497', '']","['4,167', '']","['176', '']","['199', '']","['257', '']","['265', '']","['3,270', '']"
3154,r057,All institutions -> George Mason U.,All institutions,George Mason U.,2,56,"['3,949', '']","['3,839', '']","['3,375', '']","['3,999', '']","['0', '']","['94', '']","['323', '']","['154', '']","['3,428', '']"
3154,r058,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,57,"['5,117', '']","['4,160', '']","['2,799', '']","['3,890', '']","['0', '']","['946', '']","['193', '']","['1,418', '']","['1,333', '']"
3154,r059,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,58,"['2,913', '']","['3,590', '']","['3,176', '']","['3,784', '']","['69', '']","['643', '']","['719', '']","['1,616', '']","['737', '']"
3154,r060,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,59,"['3,211', '']","['3,222', '']","['4,117', '']","['3,749', '']","['156', '']","['1,011', '']","['151', '']","['2,035', '']","['396', '']"
3154,r061,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,60,"['2,106', '']","['5,787', '']","['5,024', '']","['3,667', '']","['0', '']","['387', '']","['33', '']","['1,890', '']","['1,357', '']"
3154,r062,All institutions -> Naval Postgraduate School,All institutions,Naval Postgraduate School,2,61,"['3,783', '']","['4,554', '']","['3,480', '']","['3,663', '']","['0', '']","['0', '']","['1,295', '']","['840', '']","['1,528', '']"
3154,r063,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,62,"['1,818', '']","['2,004', '']","['2,925', '']","['3,599', '']","['6', '']","['17', '']","['2,688', '']","['322', '']","['566', '']"
3154,r064,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,63,"['3,745', '']","['4,658', '']","['4,097', '']","['3,542', '']","['0', '']","['0', '']","['946', '']","['973', '']","['1,623', '']"
3154,r065,All institutions -> Washington State U.,All institutions,Washington State U.,2,64,"['4,599', '']","['3,949', '']","['4,860', '']","['3,496', '']","['53', '']","['728', '']","['2', '']","['147', '']","['2,566', '']"
3154,r066,All institutions -> Clemson U.,All institutions,Clemson U.,2,65,"['3,547', '']","['3,253', '']","['3,092', '']","['3,458', '']","['0', '']","['0', '']","['37', '']","['229', '']","['3,192', '']"
3154,r067,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,66,"['6,606', '']","['5,875', '']","['4,671', '']","['3,367', '']","['0', '']","['776', '']","['2,177', '']","['414', '']","['0', '']"
3154,r068,All institutions -> Texas State U.,All institutions,Texas State U.,2,67,"['1,296', '']","['1,626', '']","['2,110', '']","['3,217', '']","['0', '']","['0', '']","['0', '']","['957', '']","['2,260', '']"
3154,r069,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,68,"['3,008', '']","['2,561', '']","['2,794', '']","['3,176', '']","['426', '']","['144', '']","['372', '']","['1,941', '']","['293', '']"
3154,r070,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,69,"['2,565', '']","['2,387', '']","['2,923', '']","['3,151', '']","['0', '']","['2,014', '']","['268', '']","['869', '']","['0', '']"
3154,r071,All institutions -> Boise State U.,All institutions,Boise State U.,2,70,"['624', '']","['2,301', '']","['2,539', '']","['3,032', '']","['22', '']","['47', '']","['544', '']","['0', '']","['2,419', '']"
3154,r072,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,71,"['2,783', '']","['2,422', '']","['2,509', '']","['2,989', '']","['153', '']","['0', '']","['1,726', '']","['425', '']","['685', '']"
3154,r073,All institutions -> U. Iowa,All institutions,U. Iowa,2,72,"['1,940', '']","['1,954', '']","['2,465', '']","['2,976', '']","['18', '']","['249', '']","['107', '']","['559', '']","['2,043', '']"
3154,r074,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,73,"['3,912', '']","['4,121', '']","['4,042', '']","['2,951', '']","['0', '']","['0', '']","['0', '']","['2,140', '']","['811', '']"
3154,r075,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,74,"['2,891', '']","['2,499', '']","['2,672', '']","['2,950', '']","['1,037', '']","['52', '']","['261', '']","['0', '']","['1,600', '']"
3154,r076,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,75,"['2,126', '']","['2,609', '']","['2,666', '']","['2,837', '']","['0', '']","['3', '']","['60', '']","['5', '']","['2,769', '']"
3154,r077,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,76,"['2,885', '']","['3,203', '']","['2,852', '']","['2,723', '']","['3', '']","['612', '']","['0', '']","['298', '']","['1,810', '']"
3154,r078,All institutions -> Tufts U.,All institutions,Tufts U.,2,77,"['10,699', '']","['858', '']","['2,365', '']","['2,609', '']","['42', '']","['314', '']","['0', '']","['104', '']","['2,149', '']"
3154,r079,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,78,"['2,905', '']","['2,948', '']","['2,976', '']","['2,594', '']","['74', '']","['163', '']","['451', '']","['0', '']","['1,906', '']"
3154,r080,All institutions -> Boston C.,All institutions,Boston C.,2,79,"['2,561', '']","['2,540', '']","['3,046', '']","['2,549', '']","['0', '']","['225', '']","['0', '']","['1,856', '']","['468', '']"
3154,r081,All institutions -> U.S. Air Force Academy,All institutions,U.S. Air Force Academy,2,80,"['1,434', '']","['401', '']","['147', '']","['2,464', '']","['0', '']","['24', '']","['2,133', '']","['307', '']","['0', '']"
3154,r082,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,81,"['4,575', '']","['2,715', '']","['3,059', '']","['2,412', '']","['0', '']","['176', '']","['0', '']","['458', '']","['1,778', '']"
3154,r083,All institutions -> Alcorn State U.,All institutions,Alcorn State U.,2,82,"['1,889', '']","['1,954', '']","['1,961', '']","['2,377', '']","['0', '']","['2,377', '']","['0', '']","['0', '']","['0', '']"
3154,r084,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,83,"['1,561', '']","['1,982', '']","['1,787', '']","['2,352', '']","['0', '']","['0', '']","['0', '']","['2,352', '']","['0', '']"
3154,r085,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,84,"['686', '']","['732', '']","['1,634', '']","['2,342', '']","['937', '']","['650', '']","['62', '']","['159', '']","['534', '']"
3154,r086,All institutions -> U. Southern Maine,All institutions,U. Southern Maine,2,85,"['1,646', '']","['2,116', '']","['2,085', '']","['2,236', '']","['0', '']","['21', '']","['0', '']","['0', '']","['2,215', '']"
3154,r087,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,85,"['2,820', '']","['2,522', '']","['3,207', '']","['2,236', '']","['896', '']","['743', '']","['285', '']","['13', '']","['299', '']"
3154,r088,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,87,"['1,312', '']","['1,312', '']","['858', '']","['2,212', '']","['0', '']","['0', '']","['0', '']","['1,222', '']","['990', '']"
3154,r089,All institutions -> National Defense U.,All institutions,National Defense U.,2,88,"['5,670', '']","['5,673', '']","['2,219', '']","['2,155', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,155', '']"
3154,r090,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,89,"['3,196', '']","['1,884', '']","['2,022', '']","['2,126', '']","['118', '']","['0', '']","['1,346', '']","['319', '']","['343', '']"
3154,r091,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,90,"['1,782', '']","['2,076', '']","['1,666', '']","['2,098', '']","['113', '']","['118', '']","['2', '']","['205', '']","['1,660', '']"
3154,r092,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,91,"['2,970', '']","['2,360', '']","['2,405', '']","['2,076', '']","['479', '']","['14', '']","['507', '']","['1,041', '']","['35', '']"
3154,r093,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,92,"['1,947', '']","['1,883', '']","['2,500', '']","['2,068', '']","['113', '']","['0', '']","['90', '']","['560', '']","['1,305', '']"
3154,r094,All institutions -> Tuskegee U.,All institutions,Tuskegee U.,2,93,"['24', '']","['24', '']","['24', '']","['2,065', '']","['0', '']","['0', '']","['0', '']","['1,805', '']","['260', '']"
3154,r095,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,94,"['5,905', '']","['4,108', '']","['3,445', '']","['2,055', '']","['636', '']","['858', '']","['213', '']","['318', '']","['30', '']"
3154,r096,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,95,"['1,188', '']","['1,823', '']","['1,926', '']","['2,035', '']","['97', '']","['145', '']","['0', '']","['366', '']","['1,427', '']"
3154,r097,"All institutions -> CUNY, Graduate Center",All institutions,"CUNY, Graduate Center",2,96,"['706', 'i']","['584', '']","['1,601', '']","['2,033', '']","['98', '']","['0', '']","['861', '']","['78', '']","['996', '']"
3154,r098,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,97,"['2,273', '']","['2,065', '']","['2,326', '']","['2,000', '']","['1,152', '']","['0', '']","['0', '']","['837', '']","['11', '']"
3154,r099,"All institutions -> U. North Carolina, Charlotte",All institutions,"U. North Carolina, Charlotte",2,98,"['1,224', '']","['1,203', '']","['1,706', '']","['1,984', '']","['115', '']","['58', '']","['722', '']","['737', '']","['352', '']"
3154,r100,All institutions -> U. Denver,All institutions,U. Denver,2,99,"['846', '']","['1,189', '']","['2,235', '']","['1,945', '']","['0', '']","['0', '']","['1,474', '']","['22', '']","['449', '']"
3154,r101,All institutions -> Drexel U.,All institutions,Drexel U.,2,100,"['962', '']","['1,545', '']","['1,714', '']","['1,905', '']","['0', '']","['0', '']","['132', '']","['117', '']","['1,656', '']"
3154,r102,All institutions -> U. Utah,All institutions,U. Utah,2,101,"['2,211', '']","['3,775', '']","['4,479', '']","['1,897', '']","['655', '']","['0', '']","['315', '']","['742', '']","['185', '']"
3154,r103,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,102,"['1,777', '']","['2,309', '']","['2,682', '']","['1,851', '']","['0', '']","['1,162', '']","['664', '']","['25', '']","['0', '']"
3154,r104,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,103,"['1,695', '']","['1,491', '']","['1,866', '']","['1,821', '']","['110', '']","['34', '']","['0', '']","['0', '']","['1,677', '']"
3154,r105,All institutions -> U. Oregon,All institutions,U. Oregon,2,104,"['1,908', '']","['2,292', '']","['1,774', '']","['1,807', '']","['90', '']","['152', '']","['494', '']","['245', '']","['826', '']"
3154,r106,All institutions -> U. New Haven,All institutions,U. New Haven,2,105,"['0', '']","['0', '']","['3,077', '']","['1,797', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,797', '']"
3154,r107,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,106,"['4,814', '']","['3,833', '']","['4,049', '']","['1,732', '']","['0', '']","['0', '']","['59', '']","['1,673', '']","['0', '']"
3154,r108,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,107,"['1,329', '']","['999', '']","['1,186', '']","['1,684', '']","['146', '']","['61', '']","['0', '']","['0', '']","['1,477', '']"
3154,r109,All institutions -> U. Idaho,All institutions,U. Idaho,2,108,"['1,347', '']","['1,092', '']","['1,104', '']","['1,625', '']","['0', '']","['113', '']","['0', '']","['215', '']","['1,297', '']"
3154,r110,All institutions -> Hampton U.,All institutions,Hampton U.,2,109,"['2,516', '']","['2,543', '']","['1,804', '']","['1,604', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,604', '']"
3154,r111,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,110,"['1,949', '']","['1,722', '']","['1,768', '']","['1,572', '']","['315', '']","['0', '']","['0', '']","['477', '']","['780', '']"
3154,r112,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,111,"['1,479', '']","['1,460', '']","['2,310', '']","['1,568', '']","['148', '']","['301', '']","['610', '']","['496', '']","['13', '']"
3154,r113,All institutions -> Florida State U.,All institutions,Florida State U.,2,112,"['3,636', '']","['1,700', '']","['1,463', '']","['1,564', '']","['10', '']","['41', '']","['160', '']","['867', '']","['486', '']"
3154,r114,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,113,"['1,332', '']","['1,474', '']","['1,128', '']","['1,563', '']","['334', '']","['76', '']","['194', '']","['476', '']","['483', '']"
3154,r115,All institutions -> Portland State U.,All institutions,Portland State U.,2,114,"['5,632', '']","['2,401', '']","['1,645', '']","['1,518', '']","['523', '']","['22', '']","['71', '']","['132', '']","['770', '']"
3154,r116,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,115,"['2,792', '']","['2,409', '']","['2,386', '']","['1,510', '']","['315', '']","['16', '']","['348', '']","['190', '']","['641', '']"
3154,r117,All institutions -> Temple U.,All institutions,Temple U.,2,116,"['2,165', '']","['1,716', '']","['1,637', '']","['1,476', '']","['0', '']","['116', '']","['25', '']","['106', '']","['1,229', '']"
3154,r118,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,117,"['823', '']","['678', '']","['1,465', '']","['1,418', '']","['371', '']","['7', '']","['0', '']","['1,018', '']","['22', '']"
3154,r119,All institutions -> Yale U.,All institutions,Yale U.,2,118,"['2,695', '']","['2,703', '']","['2,708', '']","['1,398', '']","['444', '']","['577', '']","['8', '']","['276', '']","['93', '']"
3154,r120,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,119,"['2,988', '']","['1,626', '']","['1,543', '']","['1,397', '']","['0', '']","['87', '']","['0', '']","['0', '']","['1,310', '']"
3154,r121,All institutions -> Worcester Polytechnic Institute,All institutions,Worcester Polytechnic Institute,2,120,"['535', '']","['247', '']","['363', '']","['1,347', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,347', '']"
3154,r122,All institutions -> Boston U.,All institutions,Boston U.,2,121,"['1,066', '']","['979', '']","['950', '']","['1,333', '']","['213', '']","['524', '']","['167', '']","['133', '']","['296', '']"
3154,r123,All institutions -> Tulane U.,All institutions,Tulane U.,2,122,"['756', '']","['666', '']","['771', '']","['1,331', '']","['5', '']","['1,283', '']","['43', '']","['0', '']","['0', '']"
3154,r124,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,123,"['1,661', '']","['1,682', '']","['1,513', '']","['1,285', '']","['254', '']","['0', '']","['88', '']","['0', '']","['943', '']"
3154,r125,All institutions -> U. Baltimore,All institutions,U. Baltimore,2,124,"['3,402', '']","['2,904', '']","['1,606', '']","['1,265', '']","['0', '']","['912', '']","['0', '']","['0', '']","['353', '']"
