table_id,row_id,_b_sex_and_field_b_full_path,_b_sex_and_field_b_level_1,_b_sex_and_field_b_level_2,_b_sex_and_field_b_level_3,_b_sex_and_field_b_level_4,_b_sex_and_field_b_hierarchy_depth,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field_2020,field__change_2010_20
4652,r012,All doctorate recipients<sup>a</sup> -> Mathematics and computer sciences -> Mathematics and statistics,All doctorate recipients<sup>a</sup>,Mathematics and computer sciences,Mathematics and statistics,,3,1590,1606,1703,1817,1874,1815,1872,1844,2022,2010,2031,27.7
4652,r013,All doctorate recipients<sup>a</sup> -> Psychology and social sciences,All doctorate recipients<sup>a</sup>,Psychology and social sciences,,,2,7882,8220,8498,8580,8748,9073,9037,9034,8877,9043,8946,13.5
4652,r014,All doctorate recipients<sup>a</sup> -> Psychology and social sciences -> Psychology,All doctorate recipients<sup>a</sup>,Psychology and social sciences,Psychology,,3,3420,3576,3599,3592,3724,3776,3910,3925,3821,3909,3879,13.4
4652,r015,All doctorate recipients<sup>a</sup> -> Psychology and social sciences -> Anthropology,All doctorate recipients<sup>a</sup>,Psychology and social sciences,Anthropology,,3,507,553,547,550,523,492,460,446,424,445,448,-11.6
4652,r016,All doctorate recipients<sup>a</sup> -> Psychology and social sciences -> Economics,All doctorate recipients<sup>a</sup>,Psychology and social sciences,Economics,,3,1073,1121,1243,1183,1196,1255,1236,1239,1245,1247,1216,13.3
4652,r017,All doctorate recipients<sup>a</sup> -> Psychology and social sciences -> Political science and government,All doctorate recipients<sup>a</sup>,Psychology and social sciences,Political science and government,,3,728,685,724,803,775,859,745,743,734,707,637,-12.5
4652,r018,All doctorate recipients<sup>a</sup> -> Psychology and social sciences -> Sociology,All doctorate recipients<sup>a</sup>,Psychology and social sciences,Sociology,,3,639,656,633,636,678,741,613,683,668,632,607,-5.0
4652,r019,All doctorate recipients<sup>a</sup> -> Psychology and social sciences -> Other social sciences,All doctorate recipients<sup>a</sup>,Psychology and social sciences,Other social sciences,,3,1515,1629,1752,1816,1852,1950,2073,1998,1985,2103,2159,42.5
4652,r020,All doctorate recipients<sup>a</sup> -> Engineering,All doctorate recipients<sup>a</sup>,Engineering,,,2,7578,8032,8469,9000,9626,9875,9459,9776,10165,10298,10476,38.2
4652,r021,"All doctorate recipients<sup>a</sup> -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All doctorate recipients<sup>a</sup>,Engineering,"Aerospace, aeronautical, and astronautical engineering",,3,252,262,307,348,386,361,370,379,383,379,399,58.3
4652,r022,All doctorate recipients<sup>a</sup> -> Engineering -> Bioengineering and biomedical engineering,All doctorate recipients<sup>a</sup>,Engineering,Bioengineering and biomedical engineering,,3,824,898,943,1039,1046,1125,1089,1032,1133,1163,1083,31.4
4652,r023,All doctorate recipients<sup>a</sup> -> Engineering -> Chemical engineering,All doctorate recipients<sup>a</sup>,Engineering,Chemical engineering,,3,822,823,840,824,973,1002,921,931,981,980,994,20.9
4652,r024,All doctorate recipients<sup>a</sup> -> Engineering -> Civil engineering,All doctorate recipients<sup>a</sup>,Engineering,Civil engineering,,3,643,634,495,542,617,632,564,713,675,700,796,23.8
4652,r025,"All doctorate recipients<sup>a</sup> -> Engineering -> Electrical, electronics, and communications engineering",All doctorate recipients<sup>a</sup>,Engineering,"Electrical, electronics, and communications engineering",,3,1778,1886,1938,1897,1952,1997,1823,1879,1943,1799,1973,11.0
4652,r026,All doctorate recipients<sup>a</sup> -> Engineering -> Industrial and manufacturing engineering,All doctorate recipients<sup>a</sup>,Engineering,Industrial and manufacturing engineering,,3,215,258,226,241,298,243,256,249,272,234,304,41.4
4652,r027,All doctorate recipients<sup>a</sup> -> Engineering -> Materials science engineering,All doctorate recipients<sup>a</sup>,Engineering,Materials science engineering,,3,670,662,743,815,832,871,984,937,992,992,880,31.3
4652,r028,All doctorate recipients<sup>a</sup> -> Engineering -> Mechanical engineering,All doctorate recipients<sup>a</sup>,Engineering,Mechanical engineering,,3,983,1084,1220,1277,1331,1466,1297,1398,1503,1532,1634,66.2
4652,r029,All doctorate recipients<sup>a</sup> -> Engineering -> Other engineering,All doctorate recipients<sup>a</sup>,Engineering,Other engineering,,3,1391,1525,1757,2017,2191,2178,2155,2258,2283,2519,2413,73.5
4652,r030,All doctorate recipients<sup>a</sup> -> Education,All doctorate recipients<sup>a</sup>,Education,,,2,5287,4670,4802,4934,4789,5098,5146,4826,4818,4633,4716,-10.8
4652,r031,All doctorate recipients<sup>a</sup> -> Education -> Education administration,All doctorate recipients<sup>a</sup>,Education,Education administration,,3,1439,924,1057,965,893,920,824,922,895,839,927,-35.6
4652,r032,All doctorate recipients<sup>a</sup> -> Education -> Education research,All doctorate recipients<sup>a</sup>,Education,Education research,,3,2443,2438,2568,2703,2560,2772,2384,2418,2500,2304,2312,-5.4
4652,r033,All doctorate recipients<sup>a</sup> -> Education -> Teacher education,All doctorate recipients<sup>a</sup>,Education,Teacher education,,3,245,204,156,109,152,156,180,114,96,104,113,-53.9
4652,r034,All doctorate recipients<sup>a</sup> -> Education -> Teaching fields,All doctorate recipients<sup>a</sup>,Education,Teaching fields,,3,799,805,757,892,915,953,1166,925,959,957,940,17.6
4652,r035,All doctorate recipients<sup>a</sup> -> Education -> Other education,All doctorate recipients<sup>a</sup>,Education,Other education,,3,361,299,264,265,269,297,592,447,368,429,424,17.5
4652,r036,All doctorate recipients<sup>a</sup> -> Humanities and arts,All doctorate recipients<sup>a</sup>,Humanities and arts,,,2,5015,5225,5561,5715,5524,5594,5482,5286,5139,5051,4939,-1.5
4652,r037,All doctorate recipients<sup>a</sup> -> Humanities and arts -> Foreign languages and literature,All doctorate recipients<sup>a</sup>,Humanities and arts,Foreign languages and literature,,3,601,644,684,701,674,656,599,618,617,610,564,-6.2
4652,r038,All doctorate recipients<sup>a</sup> -> Humanities and arts -> History,All doctorate recipients<sup>a</sup>,Humanities and arts,History,,3,1005,1065,1086,1148,1186,1146,1148,1058,948,912,887,-11.7
4652,r039,All doctorate recipients<sup>a</sup> -> Humanities and arts -> Letters,All doctorate recipients<sup>a</sup>,Humanities and arts,Letters,,3,1516,1513,1638,1606,1551,1583,1531,1462,1439,1386,1392,-8.2
4652,r040,All doctorate recipients<sup>a</sup> -> Humanities and arts -> Other humanities and arts,All doctorate recipients<sup>a</sup>,Humanities and arts,Other humanities and arts,,3,1893,2003,2153,2260,2113,2209,2204,2148,2135,2143,2096,10.7
4652,r041,All doctorate recipients<sup>a</sup> -> Other<sup>b</sup>,All doctorate recipients<sup>a</sup>,Other<sup>b</sup>,,,2,2729,2683,2734,3023,3043,3019,2941,3152,2978,3026,3006,10.2
4652,r042,All doctorate recipients<sup>a</sup> -> Other<sup>b</sup> -> Business management and administration,All doctorate recipients<sup>a</sup>,Other<sup>b</sup>,Business management and administration,,3,1366,1327,1404,1551,1584,1582,1509,1565,1474,1532,1466,7.3
4652,r043,All doctorate recipients<sup>a</sup> -> Other<sup>b</sup> -> Communication,All doctorate recipients<sup>a</sup>,Other<sup>b</sup>,Communication,,3,638,650,595,645,663,667,672,622,630,543,593,-7.1
4652,r044,All doctorate recipients<sup>a</sup> -> Other<sup>b</sup> -> Non-S&E fields nec,All doctorate recipients<sup>a</sup>,Other<sup>b</sup>,Non-S&E fields nec,,3,725,706,735,827,796,770,760,965,874,951,947,30.6
4652,r045,All doctorate recipients<sup>a</sup> -> Male,All doctorate recipients<sup>a</sup>,Male,,,2,25524,26188,27362,28326,29008,29532,29572,29081,29746,30113,29886,17.1
4652,r046,All doctorate recipients<sup>a</sup> -> Male -> Life sciences,All doctorate recipients<sup>a</sup>,Male,Life sciences,,3,5101,5243,5335,5492,5514,5563,5628,5612,5648,5807,5553,8.9
4652,r047,All doctorate recipients<sup>a</sup> -> Male -> Life sciences -> Agricultural sciences and natural resources,All doctorate recipients<sup>a</sup>,Male,Life sciences,Agricultural sciences and natural resources,4,609,652,698,702,691,746,755,755,746,758,746,22.5
4652,r048,All doctorate recipients<sup>a</sup> -> Male -> Life sciences -> Biological and biomedical sciences,All doctorate recipients<sup>a</sup>,Male,Life sciences,Biological and biomedical sciences,4,3823,3878,3891,3941,4088,4100,4154,4056,4079,4192,3892,1.8
4652,r049,All doctorate recipients<sup>a</sup> -> Male -> Life sciences -> Health sciences,All doctorate recipients<sup>a</sup>,Male,Life sciences,Health sciences,4,669,713,746,849,735,717,719,801,823,857,915,36.8
4652,r050,All doctorate recipients<sup>a</sup> -> Male -> Physical sciences and earth sciences,All doctorate recipients<sup>a</sup>,Male,Physical sciences and earth sciences,,3,3379,3629,3684,3717,3968,3928,4285,4068,4212,4363,4177,23.6
4652,r051,All doctorate recipients<sup>a</sup> -> Male -> Physical sciences and earth sciences -> Chemistry,All doctorate recipients<sup>a</sup>,Male,Physical sciences and earth sciences,Chemistry,4,1440,1508,1521,1497,1642,1592,1712,1667,1742,1788,1669,15.9
4652,r052,"All doctorate recipients<sup>a</sup> -> Male -> Physical sciences and earth sciences -> Geosciences, atmospheric sciences, and ocean sciences",All doctorate recipients<sup>a</sup>,Male,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",4,496,522,538,539,622,600,716,644,659,738,737,48.6
4652,r053,All doctorate recipients<sup>a</sup> -> Male -> Physical sciences and earth sciences -> Physics and astronomy,All doctorate recipients<sup>a</sup>,Male,Physical sciences and earth sciences,Physics and astronomy,4,1443,1599,1625,1681,1704,1736,1857,1757,1811,1837,1771,22.7
4652,r054,All doctorate recipients<sup>a</sup> -> Male -> Mathematics and computer sciences,All doctorate recipients<sup>a</sup>,Male,Mathematics and computer sciences,,3,2409,2456,2638,2792,2912,2877,2994,2867,3036,3138,3297,36.9
4652,r055,All doctorate recipients<sup>a</sup> -> Male -> Mathematics and computer sciences -> Computer and information sciences,All doctorate recipients<sup>a</sup>,Male,Mathematics and computer sciences,Computer and information sciences,4,1286,1312,1419,1502,1580,1581,1662,1548,1565,1712,1859,44.6
4652,r056,All doctorate recipients<sup>a</sup> -> Male -> Mathematics and computer sciences -> Mathematics and statistics,All doctorate recipients<sup>a</sup>,Male,Mathematics and computer sciences,Mathematics and statistics,4,1123,1144,1219,1290,1332,1296,1332,1319,1471,1426,1438,28.0
4652,r057,All doctorate recipients<sup>a</sup> -> Male -> Psychology and social sciences,All doctorate recipients<sup>a</sup>,Male,Psychology and social sciences,,3,3357,3332,3539,3501,3507,3757,3741,3670,3636,3666,3588,6.9
4652,r058,All doctorate recipients<sup>a</sup> -> Male -> Psychology and social sciences -> Psychology,All doctorate recipients<sup>a</sup>,Male,Psychology and social sciences,Psychology,4,1031,1003,1040,997,1063,1057,1133,1123,1095,1113,1082,4.9
4652,r059,All doctorate recipients<sup>a</sup> -> Male -> Psychology and social sciences -> Anthropology,All doctorate recipients<sup>a</sup>,Male,Psychology and social sciences,Anthropology,4,201,223,187,188,195,185,171,155,126,155,145,-27.9
4652,r060,All doctorate recipients<sup>a</sup> -> Male -> Psychology and social sciences -> Economics,All doctorate recipients<sup>a</sup>,Male,Psychology and social sciences,Economics,4,703,734,840,767,785,821,819,812,849,818,809,15.1
4652,r061,All doctorate recipients<sup>a</sup> -> Male -> Psychology and social sciences -> Political science and government,All doctorate recipients<sup>a</sup>,Male,Psychology and social sciences,Political science and government,4,434,389,420,469,433,527,462,449,429,433,388,-10.6
4652,r062,All doctorate recipients<sup>a</sup> -> Male -> Psychology and social sciences -> Sociology,All doctorate recipients<sup>a</sup>,Male,Psychology and social sciences,Sociology,4,250,254,230,259,247,284,257,263,250,229,243,-2.8
4652,r063,All doctorate recipients<sup>a</sup> -> Male -> Psychology and social sciences -> Other social sciences,All doctorate recipients<sup>a</sup>,Male,Psychology and social sciences,Other social sciences,4,738,729,822,821,784,883,899,868,887,918,921,24.8
4652,r064,All doctorate recipients<sup>a</sup> -> Male -> Engineering,All doctorate recipients<sup>a</sup>,Male,Engineering,,3,5829,6242,6565,6946,7401,7578,7267,7341,7711,7830,7882,35.2
4652,r065,"All doctorate recipients<sup>a</sup> -> Male -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All doctorate recipients<sup>a</sup>,Male,Engineering,"Aerospace, aeronautical, and astronautical engineering",4,215,228,268,293,330,308,314,336,337,323,329,53.0
4652,r066,All doctorate recipients<sup>a</sup> -> Male -> Engineering -> Bioengineering and biomedical engineering,All doctorate recipients<sup>a</sup>,Male,Engineering,Bioengineering and biomedical engineering,4,509,563,608,684,660,698,686,605,687,720,653,28.3
4652,r067,All doctorate recipients<sup>a</sup> -> Male -> Engineering -> Chemical engineering,All doctorate recipients<sup>a</sup>,Male,Engineering,Chemical engineering,4,574,566,583,566,682,685,624,659,688,664,695,21.1
4652,r068,All doctorate recipients<sup>a</sup> -> Male -> Engineering -> Civil engineering,All doctorate recipients<sup>a</sup>,Male,Engineering,Civil engineering,4,473,486,388,417,465,457,437,508,505,541,586,23.9
4652,r069,"All doctorate recipients<sup>a</sup> -> Male -> Engineering -> Electrical, electronics, and communications engineering",All doctorate recipients<sup>a</sup>,Male,Engineering,"Electrical, electronics, and communications engineering",4,1462,1579,1594,1616,1614,1704,1529,1524,1599,1501,1630,11.5
4652,r070,All doctorate recipients<sup>a</sup> -> Male -> Engineering -> Industrial and manufacturing engineering,All doctorate recipients<sup>a</sup>,Male,Engineering,Industrial and manufacturing engineering,4,159,180,164,176,209,154,185,168,204,172,209,31.4
4652,r071,All doctorate recipients<sup>a</sup> -> Male -> Engineering -> Materials science engineering,All doctorate recipients<sup>a</sup>,Male,Engineering,Materials science engineering,4,495,496,556,598,617,648,721,688,718,701,638,28.9
4652,r072,All doctorate recipients<sup>a</sup> -> Male -> Engineering -> Mechanical engineering,All doctorate recipients<sup>a</sup>,Male,Engineering,Mechanical engineering,4,858,934,1042,1081,1126,1265,1096,1159,1285,1283,1373,60.0
4652,r073,All doctorate recipients<sup>a</sup> -> Male -> Engineering -> Other engineering,All doctorate recipients<sup>a</sup>,Male,Engineering,Other engineering,4,1084,1210,1362,1515,1698,1659,1675,1694,1688,1925,1769,63.2
4652,r074,All doctorate recipients<sup>a</sup> -> Male -> Education,All doctorate recipients<sup>a</sup>,Male,Education,,3,1661,1432,1500,1570,1468,1605,1545,1519,1494,1422,1456,-12.3
4652,r075,All doctorate recipients<sup>a</sup> -> Male -> Education -> Education administration,All doctorate recipients<sup>a</sup>,Male,Education,Education administration,4,547,349,389,372,371,344,304,344,323,342,346,-36.7
4652,r076,All doctorate recipients<sup>a</sup> -> Male -> Education -> Education research,All doctorate recipients<sup>a</sup>,Male,Education,Education research,4,706,699,761,826,723,849,718,772,762,654,675,-4.4
4652,r077,All doctorate recipients<sup>a</sup> -> Male -> Education -> Teacher education,All doctorate recipients<sup>a</sup>,Male,Education,Teacher education,4,59,38,43,22,35,36,43,21,18,20,28,-52.5
4652,r078,All doctorate recipients<sup>a</sup> -> Male -> Education -> Teaching fields,All doctorate recipients<sup>a</sup>,Male,Education,Teaching fields,4,233,250,229,275,265,294,313,263,271,259,292,25.3
4652,r079,All doctorate recipients<sup>a</sup> -> Male -> Education -> Other education,All doctorate recipients<sup>a</sup>,Male,Education,Other education,4,116,96,78,75,74,82,167,119,120,147,115,-0.9
4652,r080,All doctorate recipients<sup>a</sup> -> Male -> Humanities and arts,All doctorate recipients<sup>a</sup>,Male,Humanities and arts,,3,2462,2571,2741,2829,2760,2763,2639,2580,2564,2478,2516,2.2
4652,r081,All doctorate recipients<sup>a</sup> -> Male -> Humanities and arts -> Foreign languages and literature,All doctorate recipients<sup>a</sup>,Male,Humanities and arts,Foreign languages and literature,4,218,248,238,271,248,238,228,237,247,215,223,2.3
4652,r082,All doctorate recipients<sup>a</sup> -> Male -> Humanities and arts -> History,All doctorate recipients<sup>a</sup>,Male,Humanities and arts,History,4,556,586,602,632,664,632,621,594,513,529,512,-7.9
4652,r083,All doctorate recipients<sup>a</sup> -> Male -> Humanities and arts -> Letters,All doctorate recipients<sup>a</sup>,Male,Humanities and arts,Letters,4,625,615,659,665,657,647,600,591,585,560,589,-5.8
4652,r084,All doctorate recipients<sup>a</sup> -> Male -> Humanities and arts -> Other humanities and arts,All doctorate recipients<sup>a</sup>,Male,Humanities and arts,Other humanities and arts,4,1063,1122,1242,1261,1191,1246,1190,1158,1219,1174,1192,12.1
4652,r085,All doctorate recipients<sup>a</sup> -> Male -> Other<sup>b</sup>,All doctorate recipients<sup>a</sup>,Male,Other<sup>b</sup>,,3,1326,1283,1360,1479,1478,1461,1473,1424,1445,1409,1417,6.9
4652,r086,All doctorate recipients<sup>a</sup> -> Male -> Other<sup>b</sup> -> Business management and administration,All doctorate recipients<sup>a</sup>,Male,Other<sup>b</sup>,Business management and administration,4,814,792,837,909,909,934,932,872,863,872,851,4.5
4652,r087,All doctorate recipients<sup>a</sup> -> Male -> Other<sup>b</sup> -> Communication,All doctorate recipients<sup>a</sup>,Male,Other<sup>b</sup>,Communication,4,247,233,244,244,277,256,261,197,234,205,230,-6.9
4652,r088,All doctorate recipients<sup>a</sup> -> Male -> Other<sup>b</sup> -> Non-S&E fields nec,All doctorate recipients<sup>a</sup>,Male,Other<sup>b</sup>,Non-S&E fields nec,4,265,258,279,326,292,271,280,355,348,332,336,26.8
4652,r089,All doctorate recipients<sup>a</sup> -> Female,All doctorate recipients<sup>a</sup>,Female,,,2,22488,22699,23526,24365,24813,25347,25222,25449,25311,25491,25392,12.9
4652,r090,All doctorate recipients<sup>a</sup> -> Female -> Life sciences,All doctorate recipients<sup>a</sup>,Female,Life sciences,,3,6213,6289,6614,6712,6930,6929,6908,6937,7101,6945,7007,12.8
4652,r091,All doctorate recipients<sup>a</sup> -> Female -> Life sciences -> Agricultural sciences and natural resources,All doctorate recipients<sup>a</sup>,Female,Life sciences,Agricultural sciences and natural resources,4,490,554,554,622,646,688,623,736,693,730,725,48.0
4652,r092,All doctorate recipients<sup>a</sup> -> Female -> Life sciences -> Biological and biomedical sciences,All doctorate recipients<sup>a</sup>,Female,Life sciences,Biological and biomedical sciences,4,4219,4272,4422,4410,4747,4682,4707,4508,4700,4488,4526,7.3
4652,r093,All doctorate recipients<sup>a</sup> -> Female -> Life sciences -> Health sciences,All doctorate recipients<sup>a</sup>,Female,Life sciences,Health sciences,4,1504,1463,1638,1680,1537,1559,1578,1693,1708,1727,1756,16.8
4652,r094,All doctorate recipients<sup>a</sup> -> Female -> Physical sciences and earth sciences,All doctorate recipients<sup>a</sup>,Female,Physical sciences and earth sciences,,3,1615,1640,1730,1864,1924,1987,1963,2013,2116,2212,2068,28.0
4652,r095,All doctorate recipients<sup>a</sup> -> Female -> Physical sciences and earth sciences -> Chemistry,All doctorate recipients<sup>a</sup>,Female,Physical sciences and earth sciences,Chemistry,4,864,922,894,985,1021,1074,991,1031,1066,1151,1092,26.4
4652,r096,"All doctorate recipients<sup>a</sup> -> Female -> Physical sciences and earth sciences -> Geosciences, atmospheric sciences, and ocean sciences",All doctorate recipients<sup>a</sup>,Female,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",4,366,330,403,449,475,457,510,525,526,533,506,38.3
4652,r097,All doctorate recipients<sup>a</sup> -> Female -> Physical sciences and earth sciences -> Physics and astronomy,All doctorate recipients<sup>a</sup>,Female,Physical sciences and earth sciences,Physics and astronomy,4,385,388,433,430,428,456,462,457,524,528,470,22.1
4652,r098,All doctorate recipients<sup>a</sup> -> Female -> Mathematics and computer sciences,All doctorate recipients<sup>a</sup>,Female,Mathematics and computer sciences,,3,814,813,855,868,934,939,959,974,982,1092,1095,34.5
4652,r099,All doctorate recipients<sup>a</sup> -> Female -> Mathematics and computer sciences -> Computer and information sciences,All doctorate recipients<sup>a</sup>,Female,Mathematics and computer sciences,Computer and information sciences,4,347,353,374,341,400,422,420,450,434,508,502,44.7
4652,r100,All doctorate recipients<sup>a</sup> -> Female -> Mathematics and computer sciences -> Mathematics and statistics,All doctorate recipients<sup>a</sup>,Female,Mathematics and computer sciences,Mathematics and statistics,4,467,460,481,527,534,517,539,524,548,584,593,27.0
4652,r101,All doctorate recipients<sup>a</sup> -> Female -> Psychology and social sciences,All doctorate recipients<sup>a</sup>,Female,Psychology and social sciences,,3,4524,4887,4955,5077,5217,5315,5295,5360,5239,5377,5358,18.4
4652,r102,All doctorate recipients<sup>a</sup> -> Female -> Psychology and social sciences -> Psychology,All doctorate recipients<sup>a</sup>,Female,Psychology and social sciences,Psychology,4,2389,2573,2558,2594,2648,2719,2776,2802,2726,2796,2797,17.1
4652,r103,All doctorate recipients<sup>a</sup> -> Female -> Psychology and social sciences -> Anthropology,All doctorate recipients<sup>a</sup>,Female,Psychology and social sciences,Anthropology,4,306,330,360,362,328,307,289,291,298,290,303,-1.0
4652,r104,All doctorate recipients<sup>a</sup> -> Female -> Psychology and social sciences -> Economics,All doctorate recipients<sup>a</sup>,Female,Psychology and social sciences,Economics,4,369,387,402,416,404,434,417,425,396,429,407,10.3
4652,r105,All doctorate recipients<sup>a</sup> -> Female -> Psychology and social sciences -> Political science and government,All doctorate recipients<sup>a</sup>,Female,Psychology and social sciences,Political science and government,4,294,296,303,333,341,332,283,294,304,274,249,-15.3
4652,r106,All doctorate recipients<sup>a</sup> -> Female -> Psychology and social sciences -> Sociology,All doctorate recipients<sup>a</sup>,Female,Psychology and social sciences,Sociology,4,389,402,402,377,431,457,356,419,418,403,364,-6.4
4652,r107,All doctorate recipients<sup>a</sup> -> Female -> Psychology and social sciences -> Other social sciences,All doctorate recipients<sup>a</sup>,Female,Psychology and social sciences,Other social sciences,4,777,899,930,995,1065,1066,1174,1129,1097,1185,1238,59.3
4652,r108,All doctorate recipients<sup>a</sup> -> Female -> Engineering,All doctorate recipients<sup>a</sup>,Female,Engineering,,3,1746,1782,1887,2052,2184,2297,2189,2429,2450,2466,2593,48.5
4652,r109,"All doctorate recipients<sup>a</sup> -> Female -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All doctorate recipients<sup>a</sup>,Female,Engineering,"Aerospace, aeronautical, and astronautical engineering",4,37,34,39,55,55,53,56,43,46,56,70,89.2
4652,r110,All doctorate recipients<sup>a</sup> -> Female -> Engineering -> Bioengineering and biomedical engineering,All doctorate recipients<sup>a</sup>,Female,Engineering,Bioengineering and biomedical engineering,4,315,335,335,355,384,427,403,427,445,443,430,36.5
4652,r111,All doctorate recipients<sup>a</sup> -> Female -> Engineering -> Chemical engineering,All doctorate recipients<sup>a</sup>,Female,Engineering,Chemical engineering,4,248,256,256,258,290,317,296,271,293,316,299,20.6
4652,r112,All doctorate recipients<sup>a</sup> -> Female -> Engineering -> Civil engineering,All doctorate recipients<sup>a</sup>,Female,Engineering,Civil engineering,4,169,147,106,125,147,175,127,203,170,159,210,24.3
4652,r113,"All doctorate recipients<sup>a</sup> -> Female -> Engineering -> Electrical, electronics, and communications engineering",All doctorate recipients<sup>a</sup>,Female,Engineering,"Electrical, electronics, and communications engineering",4,315,301,336,279,325,293,293,355,344,297,343,8.9
4652,r114,All doctorate recipients<sup>a</sup> -> Female -> Engineering -> Industrial and manufacturing engineering,All doctorate recipients<sup>a</sup>,Female,Engineering,Industrial and manufacturing engineering,4,55,78,62,65,89,89,71,80,68,62,95,72.7
4652,r115,All doctorate recipients<sup>a</sup> -> Female -> Engineering -> Materials science engineering,All doctorate recipients<sup>a</sup>,Female,Engineering,Materials science engineering,4,175,166,184,217,211,223,262,249,274,290,242,38.3
4652,r116,All doctorate recipients<sup>a</sup> -> Female -> Engineering -> Mechanical engineering,All doctorate recipients<sup>a</sup>,Female,Engineering,Mechanical engineering,4,125,150,177,196,197,201,201,239,216,249,261,108.8
4652,r117,All doctorate recipients<sup>a</sup> -> Female -> Engineering -> Other engineering,All doctorate recipients<sup>a</sup>,Female,Engineering,Other engineering,4,307,315,392,502,486,519,480,562,594,594,643,109.4
4652,r118,All doctorate recipients<sup>a</sup> -> Female -> Education,All doctorate recipients<sup>a</sup>,Female,Education,,3,3624,3234,3298,3364,3311,3492,3601,3305,3323,3211,3259,-10.1
4652,r119,All doctorate recipients<sup>a</sup> -> Female -> Education -> Education administration,All doctorate recipients<sup>a</sup>,Female,Education,Education administration,4,892,574,665,593,522,576,520,578,572,497,580,-35.0
4652,r120,All doctorate recipients<sup>a</sup> -> Female -> Education -> Education research,All doctorate recipients<sup>a</sup>,Female,Education,Education research,4,1736,1736,1807,1877,1828,1922,1666,1645,1737,1650,1637,-5.7
4652,r121,All doctorate recipients<sup>a</sup> -> Female -> Education -> Teacher education,All doctorate recipients<sup>a</sup>,Female,Education,Teacher education,4,186,166,113,87,117,120,137,92,78,84,85,-54.3
4652,r122,All doctorate recipients<sup>a</sup> -> Female -> Education -> Teaching fields,All doctorate recipients<sup>a</sup>,Female,Education,Teaching fields,4,566,555,527,617,649,659,853,662,688,698,648,14.5
