table_id,row_id,time_period,2017_satisfaction_class_level_1,2017_satisfaction_class_level_2,2017_satisfaction_class_hierarchy_depth,value
9170,r004_4,,2017 satisfaction class,Dissatisfied with Advancement (Class 4),2,0.069
9170,r004_5,,2017 satisfaction class,Somewhat Satisfied with Everything (Class 5),2,0.109
9170,r004_6,,2015 employment sector,,1,Entire sample
9170,r005_1,Very Satisfied with Everything (Class 2),2017 satisfaction class,Very Satisfied with Independence (Class 1),2,0.069
9170,r005_2,Very Satisfied with Everything (Class 2),2017 satisfaction class,Very Satisfied with Everything (Class 2),2,0.782
9170,r005_3,Very Satisfied with Everything (Class 2),2017 satisfaction class,Very Satisfied with Benefits (Class 3),2,0.099
9170,r005_4,Very Satisfied with Everything (Class 2),2017 satisfaction class,Dissatisfied with Advancement (Class 4),2,0.012
9170,r005_5,Very Satisfied with Everything (Class 2),2017 satisfaction class,Somewhat Satisfied with Everything (Class 5),2,0.038
9170,r005_6,Very Satisfied with Everything (Class 2),2015 employment sector,,1,Education
9170,r006_1,,2017 satisfaction class,Very Satisfied with Independence (Class 1),2,0.034
9170,r006_2,,2017 satisfaction class,Very Satisfied with Everything (Class 2),2,0.778
9170,r006_3,,2017 satisfaction class,Very Satisfied with Benefits (Class 3),2,0.152
9170,r006_4,,2017 satisfaction class,Dissatisfied with Advancement (Class 4),2,0.011
9170,r006_5,,2017 satisfaction class,Somewhat Satisfied with Everything (Class 5),2,0.026
9170,r006_6,,2015 employment sector,,1,Government
9170,r007_1,,2017 satisfaction class,Very Satisfied with Independence (Class 1),2,0.087
9170,r007_2,,2017 satisfaction class,Very Satisfied with Everything (Class 2),2,0.741
9170,r007_3,,2017 satisfaction class,Very Satisfied with Benefits (Class 3),2,0.118
9170,r007_4,,2017 satisfaction class,Dissatisfied with Advancement (Class 4),2,0.015
9170,r007_5,,2017 satisfaction class,Somewhat Satisfied with Everything (Class 5),2,0.039
9170,r007_6,,2015 employment sector,,1,Business and industry
9170,r008_1,,2017 satisfaction class,Very Satisfied with Independence (Class 1),2,0.079
9170,r008_2,,2017 satisfaction class,Very Satisfied with Everything (Class 2),2,0.759
9170,r008_3,,2017 satisfaction class,Very Satisfied with Benefits (Class 3),2,0.112
9170,r008_4,,2017 satisfaction class,Dissatisfied with Advancement (Class 4),2,0.014
9170,r008_5,,2017 satisfaction class,Somewhat Satisfied with Everything (Class 5),2,0.036
9170,r008_6,,2015 employment sector,,1,Entire sample
9170,r009_1,Very Satisfied with Benefits (Class 3),2017 satisfaction class,Very Satisfied with Independence (Class 1),2,0.023
9170,r009_2,Very Satisfied with Benefits (Class 3),2017 satisfaction class,Very Satisfied with Everything (Class 2),2,0.207
9170,r009_3,Very Satisfied with Benefits (Class 3),2017 satisfaction class,Very Satisfied with Benefits (Class 3),2,0.686
9170,r009_4,Very Satisfied with Benefits (Class 3),2017 satisfaction class,Dissatisfied with Advancement (Class 4),2,0.035
9170,r009_5,Very Satisfied with Benefits (Class 3),2017 satisfaction class,Somewhat Satisfied with Everything (Class 5),2,0.048
9170,r009_6,Very Satisfied with Benefits (Class 3),2015 employment sector,,1,Education
9170,r010_1,,2017 satisfaction class,Very Satisfied with Independence (Class 1),2,0.032
9170,r010_2,,2017 satisfaction class,Very Satisfied with Everything (Class 2),2,0.157
9170,r010_3,,2017 satisfaction class,Very Satisfied with Benefits (Class 3),2,0.694
9170,r010_4,,2017 satisfaction class,Dissatisfied with Advancement (Class 4),2,0.062
9170,r010_5,,2017 satisfaction class,Somewhat Satisfied with Everything (Class 5),2,0.055
9170,r010_6,,2015 employment sector,,1,Government
9170,r011_1,,2017 satisfaction class,Very Satisfied with Independence (Class 1),2,0.03
9170,r011_2,,2017 satisfaction class,Very Satisfied with Everything (Class 2),2,0.162
9170,r011_3,,2017 satisfaction class,Very Satisfied with Benefits (Class 3),2,0.685
9170,r011_4,,2017 satisfaction class,Dissatisfied with Advancement (Class 4),2,0.063
9170,r011_5,,2017 satisfaction class,Somewhat Satisfied with Everything (Class 5),2,0.06
9170,r011_6,,2015 employment sector,,1,Business and industry
9170,r012_1,,2017 satisfaction class,Very Satisfied with Independence (Class 1),2,0.033
9170,r012_2,,2017 satisfaction class,Very Satisfied with Everything (Class 2),2,0.166
9170,r012_3,,2017 satisfaction class,Very Satisfied with Benefits (Class 3),2,0.694
9170,r012_4,,2017 satisfaction class,Dissatisfied with Advancement (Class 4),2,0.053
9170,r012_5,,2017 satisfaction class,Somewhat Satisfied with Everything (Class 5),2,0.054
9170,r012_6,,2015 employment sector,,1,Entire sample
9170,r013_1,Dissatisfied with Advancement (Class 4),2017 satisfaction class,Very Satisfied with Independence (Class 1),2,0.154
9170,r013_2,Dissatisfied with Advancement (Class 4),2017 satisfaction class,Very Satisfied with Everything (Class 2),2,0.046
9170,r013_3,Dissatisfied with Advancement (Class 4),2017 satisfaction class,Very Satisfied with Benefits (Class 3),2,0.045
9170,r013_4,Dissatisfied with Advancement (Class 4),2017 satisfaction class,Dissatisfied with Advancement (Class 4),2,0.628
9170,r013_5,Dissatisfied with Advancement (Class 4),2017 satisfaction class,Somewhat Satisfied with Everything (Class 5),2,0.127
9170,r013_6,Dissatisfied with Advancement (Class 4),2015 employment sector,,1,Education
9170,r014_1,,2017 satisfaction class,Very Satisfied with Independence (Class 1),2,0.1
9170,r014_2,,2017 satisfaction class,Very Satisfied with Everything (Class 2),2,0.053
9170,r014_3,,2017 satisfaction class,Very Satisfied with Benefits (Class 3),2,0.148
9170,r014_4,,2017 satisfaction class,Dissatisfied with Advancement (Class 4),2,0.586
9170,r014_5,,2017 satisfaction class,Somewhat Satisfied with Everything (Class 5),2,0.114
9170,r014_6,,2015 employment sector,,1,Government
9170,r015_1,,2017 satisfaction class,Very Satisfied with Independence (Class 1),2,0.123
9170,r015_2,,2017 satisfaction class,Very Satisfied with Everything (Class 2),2,0.045
9170,r015_3,,2017 satisfaction class,Very Satisfied with Benefits (Class 3),2,0.109
9170,r015_4,,2017 satisfaction class,Dissatisfied with Advancement (Class 4),2,0.583
9170,r015_5,,2017 satisfaction class,Somewhat Satisfied with Everything (Class 5),2,0.139
9170,r015_6,,2015 employment sector,,1,Business and industry
9170,r016_1,,2017 satisfaction class,Very Satisfied with Independence (Class 1),2,0.134
9170,r016_2,,2017 satisfaction class,Very Satisfied with Everything (Class 2),2,0.042
9170,r016_3,,2017 satisfaction class,Very Satisfied with Benefits (Class 3),2,0.082
9170,r016_4,,2017 satisfaction class,Dissatisfied with Advancement (Class 4),2,0.617
9170,r016_5,,2017 satisfaction class,Somewhat Satisfied with Everything (Class 5),2,0.126
9170,r016_6,,2015 employment sector,,1,Entire sample
9170,r017_1,Somewhat Satisfied with Everything (Class 5),2017 satisfaction class,Very Satisfied with Independence (Class 1),2,0.197
9170,r017_2,Somewhat Satisfied with Everything (Class 5),2017 satisfaction class,Very Satisfied with Everything (Class 2),2,0.054
9170,r017_3,Somewhat Satisfied with Everything (Class 5),2017 satisfaction class,Very Satisfied with Benefits (Class 3),2,0.041
9170,r017_4,Somewhat Satisfied with Everything (Class 5),2017 satisfaction class,Dissatisfied with Advancement (Class 4),2,0.098
9170,r017_5,Somewhat Satisfied with Everything (Class 5),2017 satisfaction class,Somewhat Satisfied with Everything (Class 5),2,0.61
9170,r017_6,Somewhat Satisfied with Everything (Class 5),2015 employment sector,,1,Education
9170,r018_1,,2017 satisfaction class,Very Satisfied with Independence (Class 1),2,0.187
9170,r018_2,,2017 satisfaction class,Very Satisfied with Everything (Class 2),2,0.031
9170,r018_3,,2017 satisfaction class,Very Satisfied with Benefits (Class 3),2,0.096
9170,r018_4,,2017 satisfaction class,Dissatisfied with Advancement (Class 4),2,0.128
9170,r018_5,,2017 satisfaction class,Somewhat Satisfied with Everything (Class 5),2,0.558
9170,r018_6,,2015 employment sector,,1,Government
9170,r019_1,,2017 satisfaction class,Very Satisfied with Independence (Class 1),2,0.139
9170,r019_2,,2017 satisfaction class,Very Satisfied with Everything (Class 2),2,0.062
9170,r019_3,,2017 satisfaction class,Very Satisfied with Benefits (Class 3),2,0.104
9170,r019_4,,2017 satisfaction class,Dissatisfied with Advancement (Class 4),2,0.124
9170,r019_5,,2017 satisfaction class,Somewhat Satisfied with Everything (Class 5),2,0.57
9170,r019_6,,2015 employment sector,,1,Business and industry
9170,r020_1,,2017 satisfaction class,Very Satisfied with Independence (Class 1),2,0.17
9170,r020_2,,2017 satisfaction class,Very Satisfied with Everything (Class 2),2,0.052
9170,r020_3,,2017 satisfaction class,Very Satisfied with Benefits (Class 3),2,0.068
9170,r020_4,,2017 satisfaction class,Dissatisfied with Advancement (Class 4),2,0.113
9170,r020_5,,2017 satisfaction class,Somewhat Satisfied with Everything (Class 5),2,0.597
9170,r020_6,,2015 employment sector,,1,Entire sample
