table_id,row_id,citizenship_ethnicity_race_sex_and_enrollment_status_full_path,citizenship_ethnicity_race_sex_and_enrollment_status_level_1,citizenship_ethnicity_race_sex_and_enrollment_status_level_2,citizenship_ethnicity_race_sex_and_enrollment_status_level_3,citizenship_ethnicity_race_sex_and_enrollment_status_level_4,citizenship_ethnicity_race_sex_and_enrollment_status_level_5,citizenship_ethnicity_race_sex_and_enrollment_status_level_6,citizenship_ethnicity_race_sex_and_enrollment_status_hierarchy_depth,field_2006,field_2007,field_2008,field_2009,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016
1142,r029,All enrolled -> Male -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All enrolled,Male,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,4,768194,814219,890045,977194,1080213,1150295,1192499,1244864,1290405,1325225,1366586
1142,r030,All enrolled -> Male -> U.S. citizen and permanent resident -> Non-Hispanic or Latino  ,All enrolled,Male,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,,,4,5668036,5828896,6082167,6520151,6652715,6549805,6382962,6253873,6106201,5961859,5829439
1142,r031,All enrolled -> Male -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> American Indian or Alaska Native,All enrolled,Male,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,American Indian or Alaska Native,,5,61026,62911,65444,70133,67576,63896,59635,56658,53621,50917,49225
1142,r032,All enrolled -> Male -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Asian,All enrolled,Male,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Asian,,5,na,na,na,na,na,458338,454892,460093,467134,472932,480465
1142,r033,All enrolled -> Male -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Asian or Pacific Islander<sup>b</sup> ,All enrolled,Male,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Asian or Pacific Islander<sup>b</sup> ,,5,427220,447206,468213,484026,480824,na,na,na,na,na,na
1142,r034,All enrolled -> Male -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Black or African American ,All enrolled,Male,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Black or African American ,,5,667693,701437,759136,853635,907357,928173,907589,899935,875317,841275,805909
1142,r035,All enrolled -> Male -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Native Hawaiian or Other Pacific Islander ,All enrolled,Male,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Native Hawaiian or Other Pacific Islander ,,5,na,na,na,na,na,29074,28129,27178,26281,25475,23566
1142,r036,All enrolled -> Male -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> White,All enrolled,Male,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,White,,5,4057283,4126848,4248160,4430667,4498357,4411200,4296553,4189070,4070103,3969390,3881036
1142,r037,All enrolled -> Male -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> More than one race<sup>c</sup>,All enrolled,Male,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,More than one race<sup>c</sup>,,5,na,na,na,na,na,154111,183447,206191,229253,240787,244613
1142,r038,All enrolled -> Male -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Other or unknown race or ethnicity,All enrolled,Male,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Other or unknown race or ethnicity,,5,454814,490494,541214,681690,698601,505013,452717,414748,384492,361083,344625
1142,r039,All enrolled -> Male -> Temporary resident ,All enrolled,Male,Temporary resident ,,,,3,155802,164197,177831,187064,200549,216909,236381,257537,286546,306822,308859
1142,r040,All enrolled -> Full time,All enrolled,Full time,,,,,2,9725280,9997250,10419587,11315673,11642967,11556002,11288386,11123780,10969865,10783668,10603412
1142,r041,All enrolled -> Full time -> U.S. citizen and permanent resident,All enrolled,Full time,U.S. citizen and permanent resident,,,,3,9469710,9727792,10129326,11010895,11318539,11207720,10912349,10716340,10520792,10305743,10117740
1142,r042,All enrolled -> Full time -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All enrolled,Full time,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,,4,1020077,1073810,1160534,1308170,1458581,1567870,1608719,1673429,1728507,1757129,1794339
1142,r043,All enrolled -> Full time -> U.S. citizen and permanent resident -> Non-Hispanic or Latino  ,All enrolled,Full time,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,,,4,8449633,8653982,8968792,9702725,9859958,9639850,9303630,9042911,8792285,8548614,8323401
1142,r044,All enrolled -> Full time -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> American Indian or Alaska Native,All enrolled,Full time,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,American Indian or Alaska Native,,5,93171,96148,98669,107904,102643,96863,89586,83184,77848,73399,71009
1142,r045,All enrolled -> Full time -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Asian,All enrolled,Full time,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Asian,,5,na,na,na,na,na,623515,624949,634395,649399,662813,674421
1142,r046,All enrolled -> Full time -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Asian or Pacific Islander<sup>b</sup> ,All enrolled,Full time,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Asian or Pacific Islander<sup>b</sup> ,,5,585939,612470,639795,662862,656054,na,na,na,na,na,na
1142,r047,All enrolled -> Full time -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Black or African American ,All enrolled,Full time,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Black or African American ,,5,1140808,1190197,1276222,1455302,1516543,1528238,1455052,1412014,1360928,1303106,1241496
1142,r048,All enrolled -> Full time -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Native Hawaiian or Other Pacific Islander ,All enrolled,Full time,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Native Hawaiian or Other Pacific Islander ,,5,na,na,na,na,na,39301,36732,35760,34801,32527,30921
1142,r049,All enrolled -> Full time -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> White,All enrolled,Full time,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,White,,5,6017352,6111160,6249240,6571599,6633167,6447714,6228242,6032027,5841665,5682892,5527868
1142,r050,All enrolled -> Full time -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> More than one race<sup>c</sup>,All enrolled,Full time,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,More than one race<sup>c</sup>,,5,na,na,na,na,na,249352,294057,329088,369218,380798,378564
1142,r051,All enrolled -> Full time -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Other or unknown race or ethnicity,All enrolled,Full time,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Other or unknown race or ethnicity,,5,612363,644007,704866,905058,951551,654867,575012,516443,458426,413079,399122
1142,r052,All enrolled -> Full time -> Temporary resident ,All enrolled,Full time,Temporary resident ,,,,3,255570,269458,290261,304778,324428,348282,376037,407440,449073,477925,485672
1142,r053,All enrolled -> Full time -> Female,All enrolled,Full time,Female,,,,3,5399036,5536984,5775279,6267371,6445159,6401981,6222665,6094698,6013036,5896098,5803733
1142,r054,All enrolled -> Full time -> Female -> U.S. citizen and permanent resident,All enrolled,Full time,Female,U.S. citizen and permanent resident,,,4,5270903,5403081,5632211,6118714,6288710,6236382,6048304,5908926,5811876,5682344,5586161
1142,r055,All enrolled -> Full time -> Female -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All enrolled,Full time,Female,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,5,596676,624689,675509,755436,838898,901242,922263,955908,989185,1006267,1028728
1142,r056,All enrolled -> Full time -> Female -> U.S. citizen and permanent resident -> Non-Hispanic or Latino  ,All enrolled,Full time,Female,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,,5,4674227,4778392,4956702,5363278,5449812,5335140,5126041,4953018,4822691,4676077,4557433
1142,r057,All enrolled -> Full time -> Female -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> American Indian or Alaska Native,All enrolled,Full time,Female,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,American Indian or Alaska Native,6,54833,56711,58012,62681,59996,56949,52574,48515,45143,42779,41644
1142,r058,All enrolled -> Full time -> Female -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Asian,All enrolled,Full time,Female,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Asian,6,na,na,na,na,na,320578,320861,326106,335461,343471,350600
1142,r059,All enrolled -> Full time -> Female -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Asian or Pacific Islander<sup>b</sup> ,All enrolled,Full time,Female,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Asian or Pacific Islander<sup>b</sup> ,6,307361,319665,334184,344926,339576,na,na,na,na,na,na
1142,r060,All enrolled -> Full time -> Female -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Black or African American ,All enrolled,Full time,Female,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Black or African American ,6,712074,739866,793792,901189,932584,939985,885553,845752,816919,778204,742073
1142,r061,All enrolled -> Full time -> Female -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Native Hawaiian or Other Pacific Islander ,All enrolled,Full time,Female,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Native Hawaiian or Other Pacific Islander ,6,na,na,na,na,na,21750,20011,19505,19000,17535,16904
1142,r062,All enrolled -> Full time -> Female -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> White,All enrolled,Full time,Female,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,White,6,3257590,3302424,3377106,3541192,3578585,3489116,3361417,3241331,3143799,3053291,2971891
1142,r063,All enrolled -> Full time -> Female -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> More than one race<sup>c</sup>,All enrolled,Full time,Female,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,More than one race<sup>c</sup>,6,na,na,na,na,na,143124,166845,185828,210225,216157,213654
1142,r064,All enrolled -> Full time -> Female -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Other or unknown race or ethnicity,All enrolled,Full time,Female,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Other or unknown race or ethnicity,6,342369,359726,393608,513290,539071,363638,318780,285981,252144,224640,220667
1142,r065,All enrolled -> Full time -> Female -> Temporary resident ,All enrolled,Full time,Female,Temporary resident ,,,4,128133,133903,143068,148657,156449,165599,174361,185772,201160,213754,217572
1142,r066,All enrolled -> Full time -> Male,All enrolled,Full time,Male,,,,3,4326244,4460266,4644308,5048302,5197808,5154021,5065721,5029082,4956829,4887570,4799679
1142,r067,All enrolled -> Full time -> Male -> U.S. citizen and permanent resident,All enrolled,Full time,Male,U.S. citizen and permanent resident,,,4,4198807,4324711,4497115,4892181,5029829,4971338,4864045,4807414,4708916,4623399,4531579
1142,r068,All enrolled -> Full time -> Male -> U.S. citizen and permanent resident -> Hispanic or Latino<sup>a</sup>,All enrolled,Full time,Male,U.S. citizen and permanent resident,Hispanic or Latino<sup>a</sup>,,5,423401,449121,485025,552734,619683,666628,686456,717521,739322,750862,765611
1142,r069,All enrolled -> Full time -> Male -> U.S. citizen and permanent resident -> Non-Hispanic or Latino  ,All enrolled,Full time,Male,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,,5,3775406,3875590,4012090,4339447,4410146,4304710,4177589,4089893,3969594,3872537,3765968
1142,r070,All enrolled -> Full time -> Male -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> American Indian or Alaska Native,All enrolled,Full time,Male,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,American Indian or Alaska Native,6,38338,39437,40657,45223,42647,39914,37012,34669,32705,30620,29365
1142,r071,All enrolled -> Full time -> Male -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Asian,All enrolled,Full time,Male,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Asian,6,na,na,na,na,na,302937,304088,308289,313938,319342,323821
1142,r072,All enrolled -> Full time -> Male -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Asian or Pacific Islander<sup>b</sup> ,All enrolled,Full time,Male,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Asian or Pacific Islander<sup>b</sup> ,6,278578,292805,305611,317936,316478,na,na,na,na,na,na
1142,r073,All enrolled -> Full time -> Male -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Black or African American ,All enrolled,Full time,Male,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Black or African American ,6,428734,450331,482430,554113,583959,588253,569499,566262,544009,524902,499423
1142,r074,All enrolled -> Full time -> Male -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Native Hawaiian or Other Pacific Islander ,All enrolled,Full time,Male,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Native Hawaiian or Other Pacific Islander ,6,na,na,na,na,na,17551,16721,16255,15801,14992,14017
1142,r075,All enrolled -> Full time -> Male -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> White,All enrolled,Full time,Male,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,White,6,2759762,2808736,2872134,3030407,3054582,2958598,2866825,2790696,2697866,2629601,2555977
1142,r076,All enrolled -> Full time -> Male -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> More than one race<sup>c</sup>,All enrolled,Full time,Male,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,More than one race<sup>c</sup>,6,na,na,na,na,na,106228,127212,143260,158993,164641,164910
1142,r077,All enrolled -> Full time -> Male -> U.S. citizen and permanent resident -> Non-Hispanic or Latino   -> Other or unknown race or ethnicity,All enrolled,Full time,Male,U.S. citizen and permanent resident,Non-Hispanic or Latino  ,Other or unknown race or ethnicity,6,269994,284281,311258,391768,412480,291229,256232,230462,206282,188439,178455
1142,r078,All enrolled -> Full time -> Male -> Temporary resident ,All enrolled,Full time,Male,Temporary resident ,,,4,127437,135555,147193,156121,167979,182683,201676,221668,247913,264171,268100
