table_id,row_id,industry_and_company_size_full_path,industry_and_company_size_level_1,industry_and_company_size_level_2,industry_and_company_size_level_3,industry_and_company_size_level_4,industry_and_company_size_level_5,industry_and_company_size_hierarchy_depth,field_naics_code,field_worldwide_r_d_performance_total,field_worldwide_r_d_performance_paid_for_by_company,field_worldwide_r_d_performance_paid_for_by_others,field_domestic_r_d_performance_total,field_domestic_r_d_performance_paid_for_by_company,field_domestic_r_d_performance_paid_for_by_others,field_foreign_r_d_performance_total,field_foreign_r_d_performance_paid_for_by_company,field_foreign_r_d_performance_paid_for_by_others
727,r030,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Electromedical, electrotherapeutic, and irradiation apparatuses ",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Electromedical, electrotherapeutic, and irradiation apparatuses ",5,"334510, 334517","['3,681', '&nbsp;']","['3,445', '&nbsp;']","['236', '&nbsp;']","['2,758', '&nbsp;']","['2,525', '&nbsp;']","['233', '&nbsp;']","['923', '&nbsp;']","['920', '&nbsp;']","['3', '&nbsp;']"
727,r031,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments","Search, detection, navigation, guidance, aeronautical, and nautical systems and instruments",5,334511,"['8,033', '&nbsp;']","['3,444', '&nbsp;']","['4,589', '&nbsp;']","['7,360', '&nbsp;']","['2,881', '&nbsp;']","['4,480', '&nbsp;']","['673', '&nbsp;']","['563', '&nbsp;']","['110', '&nbsp;']"
727,r032,"All industries -> Manufacturing industries -> Computer and electronic products -> Navigational, measuring, electromedical, and control instruments -> Other measuring and controlling devices ",All industries,Manufacturing industries,Computer and electronic products,"Navigational, measuring, electromedical, and control instruments",Other measuring and controlling devices ,5,other 3345,"['5,228', '&nbsp;']","['5,016', '&nbsp;']","['213', '&nbsp;']","['4,011', '&nbsp;']","['3,813', '&nbsp;']","['197', '&nbsp;']","['1,218', '&nbsp;']","['1,203', '&nbsp;']","['15', '&nbsp;']"
727,r033,All industries -> Manufacturing industries -> Computer and electronic products -> Other computer and electronic products,All industries,Manufacturing industries,Computer and electronic products,Other computer and electronic products,,4,other 334,"['12,444', '&nbsp;']","['12,193', '&nbsp;']","['251', '&nbsp;']","['8,106', '&nbsp;']","['7,951', '&nbsp;']","['154', '&nbsp;']","['4,338', '&nbsp;']","['4,242', '&nbsp;']","['96', 'i']"
727,r034,"All industries -> Manufacturing industries -> Electrical equipment, appliances, and components",All industries,Manufacturing industries,"Electrical equipment, appliances, and components",,,3,335,"['5,687', '&nbsp;']","['5,201', '&nbsp;']","['485', 'i']","['4,335', '&nbsp;']","['3,852', '&nbsp;']","['483', 'i']","['1,351', '&nbsp;']","['1,349', '&nbsp;']","['2', 'i']"
727,r035,All industries -> Manufacturing industries -> Transportation equipment,All industries,Manufacturing industries,Transportation equipment,,,3,336,"['57,687', '&nbsp;']","['37,001', '&nbsp;']","['20,686', 'i']","['49,274', '&nbsp;']","['29,224', '&nbsp;']","['20,050', 'i']","['8,413', '&nbsp;']","['7,777', '&nbsp;']","['636', 'i']"
727,r036,"All industries -> Manufacturing industries -> Transportation equipment -> Automobiles, bodies, trailers, and parts",All industries,Manufacturing industries,Transportation equipment,"Automobiles, bodies, trailers, and parts",,4,3361–63,"['25,698', '&nbsp;']","['22,862', '&nbsp;']","['2,837', '&nbsp;']","['19,078', '&nbsp;']","['16,636', '&nbsp;']","['2,441', '&nbsp;']","['6,621', '&nbsp;']","['6,225', '&nbsp;']","['395', 'i']"
727,r037,All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts,All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,,4,3364,"['29,139', '&nbsp;']","['D', '&nbsp;']","['D', ' ']","['27,464', '&nbsp;']","['11,138', '&nbsp;']","['16,326', 'i']","['1,674', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
727,r038,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Aircraft, aircraft engines, and aircraft parts ",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Aircraft, aircraft engines, and aircraft parts ",5,336411–13,"['27,489', '&nbsp;']","['D', '&nbsp;']","['D', ' ']","['25,817', '&nbsp;']","['10,754', '&nbsp;']","['15,063', 'i']","['1,672', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
727,r039,"All industries -> Manufacturing industries -> Transportation equipment -> Aerospace products and parts -> Guided missiles, space vehicles, and related parts ",All industries,Manufacturing industries,Transportation equipment,Aerospace products and parts,"Guided missiles, space vehicles, and related parts ",5,"336414–15, 336419","['1,649', 'i']","['385', 'i']","['1,265', 'i']","['1,647', 'i']","['385', 'i']","['1,263', 'i']","['2', '&nbsp;']","['0', '&nbsp;']","['2', '&nbsp;']"
727,r040,"All industries -> Manufacturing industries -> Transportation equipment -> Military armored vehicles, tanks, and tank components ",All industries,Manufacturing industries,Transportation equipment,"Military armored vehicles, tanks, and tank components ",,4,336992,"['16', '&nbsp;']","['5', '&nbsp;']","['12', '&nbsp;']","['16', '&nbsp;']","['5', '&nbsp;']","['12', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']","['0', '&nbsp;']"
727,r041,All industries -> Manufacturing industries -> Transportation equipment -> Other transportation,All industries,Manufacturing industries,Transportation equipment,Other transportation,,4,other 336,"['2,834', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['2,716', '&nbsp;']","['1,445', '&nbsp;']","['1,271', '&nbsp;']","['118', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']"
727,r042,All industries -> Manufacturing industries -> Furniture and related products,All industries,Manufacturing industries,Furniture and related products,,,3,337,"['477', '&nbsp;']","['468', '&nbsp;']","['9', 'i']","['452', '&nbsp;']","['443', '&nbsp;']","['9', 'i']","['25', '&nbsp;']","['25', '&nbsp;']","['0', '&nbsp;']"
727,r043,All industries -> Manufacturing industries -> Miscellaneous ,All industries,Manufacturing industries,Miscellaneous ,,,3,339,"['15,873', '&nbsp;']","['15,523', '&nbsp;']","['350', 'i']","['13,690', '&nbsp;']","['13,365', '&nbsp;']","['326', 'i']","['2,183', '&nbsp;']","['2,159', '&nbsp;']","['24', '&nbsp;']"
727,r044,All industries -> Manufacturing industries -> Miscellaneous  -> Medical equipment and supplies ,All industries,Manufacturing industries,Miscellaneous ,Medical equipment and supplies ,,4,3391,"['13,170', '&nbsp;']","['12,975', '&nbsp;']","['195', '&nbsp;']","['11,382', '&nbsp;']","['11,211', '&nbsp;']","['171', '&nbsp;']","['1,788', '&nbsp;']","['1,764', '&nbsp;']","['24', '&nbsp;']"
727,r045,All industries -> Manufacturing industries -> Miscellaneous  -> Other miscellaneous manufacturing,All industries,Manufacturing industries,Miscellaneous ,Other miscellaneous manufacturing,,4,3399,"['2,703', 'i']","['2,548', 'i']","['155', 'i']","['2,309', 'i']","['2,154', 'i']","['155', 'i']","['394', 'i']","['394', 'i']","['*', 'i']"
727,r046,All industries -> Nonmanufacturing industries,All industries,Nonmanufacturing industries,,,,2,"21–23, 42–81","['141,461', '&nbsp;']","['118,092', '&nbsp;']","['23,369', '&nbsp;']","['119,690', '&nbsp;']","['100,885', '&nbsp;']","['18,804', '&nbsp;']","['21,771', '&nbsp;']","['17,207', '&nbsp;']","['4,565', '&nbsp;']"
727,r047,"All industries -> Nonmanufacturing industries -> Mining, extraction, and support activities",All industries,Nonmanufacturing industries,"Mining, extraction, and support activities",,,3,21,"['4,348', '&nbsp;']","['3,701', '&nbsp;']","['646', '&nbsp;']","['4,012', '&nbsp;']","['3,393', '&nbsp;']","['619', '&nbsp;']","['336', '&nbsp;']","['308', '&nbsp;']","['28', 'i']"
727,r048,All industries -> Nonmanufacturing industries -> Utilities,All industries,Nonmanufacturing industries,Utilities,,,3,22,"['483', '&nbsp;']","['449', '&nbsp;']","['34', '&nbsp;']","['480', '&nbsp;']","['446', '&nbsp;']","['34', '&nbsp;']","['3', '&nbsp;']","['3', '&nbsp;']","['0', '&nbsp;']"
727,r049,All industries -> Nonmanufacturing industries -> Wholesale trade,All industries,Nonmanufacturing industries,Wholesale trade,,,3,42,"['1,793', 'i']","['1,709', 'i']","['84', 'i']","['1,768', 'i']","['1,684', 'i']","['84', 'i']","['25', 'i']","['25', 'i']","['0', '&nbsp;']"
727,r050,All industries -> Nonmanufacturing industries -> Electronic shopping and electronic auctions,All industries,Nonmanufacturing industries,Electronic shopping and electronic auctions,,,3,454111–12,"['D', ' ']","['D', ' ']","['16', '&nbsp;']","['1,533', 'i']","['1,517', 'i']","['16', 'i']","['D', ' ']","['D', ' ']","['0', '&nbsp;']"
727,r051,All industries -> Nonmanufacturing industries -> Transportation and warehousing,All industries,Nonmanufacturing industries,Transportation and warehousing,,,3,48–49,"['416', '&nbsp;']","['415', '&nbsp;']","['*', '&nbsp;']","['403', '&nbsp;']","['403', '&nbsp;']","['*', 'i']","['13', '&nbsp;']","['13', '&nbsp;']","['0', '&nbsp;']"
727,r052,All industries -> Nonmanufacturing industries -> Information,All industries,Nonmanufacturing industries,Information,,,3,51,"['78,035', '&nbsp;']","['77,085', '&nbsp;']","['950', '&nbsp;']","['65,513', '&nbsp;']","['64,578', '&nbsp;']","['935', '&nbsp;']","['12,523', '&nbsp;']","['12,507', '&nbsp;']","['15', '&nbsp;']"
727,r053,All industries -> Nonmanufacturing industries -> Information -> Publishing,All industries,Nonmanufacturing industries,Information,Publishing,,4,511,"['42,187', '&nbsp;']","['41,431', '&nbsp;']","['756', '&nbsp;']","['33,346', '&nbsp;']","['32,598', '&nbsp;']","['747', '&nbsp;']","['8,841', '&nbsp;']","['8,833', '&nbsp;']","['9', '&nbsp;']"
727,r054,"All industries -> Nonmanufacturing industries -> Information -> Publishing -> Newspaper, periodical, book, and directory publishers",All industries,Nonmanufacturing industries,Information,Publishing,"Newspaper, periodical, book, and directory publishers",5,5111,"['107', 'i']","['107', 'i']","['*', 'i']","['98', 'i']","['98', 'i']","['*', 'i']","['9', '&nbsp;']","['9', '&nbsp;']","['0', '&nbsp;']"
727,r055,All industries -> Nonmanufacturing industries -> Information -> Publishing -> Software publishers,All industries,Nonmanufacturing industries,Information,Publishing,Software publishers,5,5112,"['42,080', '&nbsp;']","['41,324', '&nbsp;']","['756', '&nbsp;']","['33,248', '&nbsp;']","['32,500', '&nbsp;']","['747', '&nbsp;']","['8,832', '&nbsp;']","['8,823', '&nbsp;']","['9', '&nbsp;']"
727,r056,All industries -> Nonmanufacturing industries -> Information -> Telecommunications,All industries,Nonmanufacturing industries,Information,Telecommunications,,4,517,"['3,648', '&nbsp;']","['3,577', '&nbsp;']","['71', 'i']","['3,607', '&nbsp;']","['3,537', '&nbsp;']","['70', 'i']","['41', '&nbsp;']","['41', '&nbsp;']","['1', 'i']"
727,r057,"All industries -> Nonmanufacturing industries -> Information -> Data processing, hosting, and related services",All industries,Nonmanufacturing industries,Information,"Data processing, hosting, and related services",,4,518,"['10,677', '&nbsp;']","['10,572', '&nbsp;']","['105', '&nbsp;']","['9,416', '&nbsp;']","['9,314', '&nbsp;']","['102', '&nbsp;']","['1,261', '&nbsp;']","['1,258', '&nbsp;']","['3', '&nbsp;']"
727,r058,All industries -> Nonmanufacturing industries -> Information -> Other information,All industries,Nonmanufacturing industries,Information,Other information,,4,other 51,"['21,523', '&nbsp;']","['21,505', '&nbsp;']","['18', '&nbsp;']","['19,144', '&nbsp;']","['19,129', '&nbsp;']","['16', '&nbsp;']","['2,379', '&nbsp;']","['2,376', '&nbsp;']","['3', '&nbsp;']"
727,r059,All industries -> Nonmanufacturing industries -> Finance and insurance,All industries,Nonmanufacturing industries,Finance and insurance,,,3,52,"['6,292', '&nbsp;']","['6,254', '&nbsp;']","['38', '&nbsp;']","['5,366', '&nbsp;']","['5,329', '&nbsp;']","['38', '&nbsp;']","['926', '&nbsp;']","['925', '&nbsp;']","['*', 'i']"
727,r060,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,,,3,53,"['314', '&nbsp;']","['313', '&nbsp;']","['1', 'i']","['301', '&nbsp;']","['301', '&nbsp;']","['1', 'i']","['13', '&nbsp;']","['13', '&nbsp;']","['0', '&nbsp;']"
727,r061,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Lessors of nonfinancial intangible assets (except copyrighted works),All industries,Nonmanufacturing industries,Real estate and rental and leasing,Lessors of nonfinancial intangible assets (except copyrighted works),,4,533,"['D', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']","['68', '&nbsp;']","['68', '&nbsp;']","['0', '&nbsp;']","['D', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']"
727,r062,All industries -> Nonmanufacturing industries -> Real estate and rental and leasing -> Other real estate and rental and leasing,All industries,Nonmanufacturing industries,Real estate and rental and leasing,Other real estate and rental and leasing,,4,other 53,"['D', '&nbsp;']","['D', '&nbsp;']","['1', 'i']","['233', '&nbsp;']","['232', '&nbsp;']","['1', 'i']","['D', '&nbsp;']","['D', '&nbsp;']","['0', '&nbsp;']"
727,r063,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",,,3,54,"['46,276', '&nbsp;']","['25,054', '&nbsp;']","['21,222', '&nbsp;']","['38,626', '&nbsp;']","['21,915', '&nbsp;']","['16,710', '&nbsp;']","['7,650', '&nbsp;']","['3,139', '&nbsp;']","['4,511', '&nbsp;']"
727,r064,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Architectural, engineering, and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services","Architectural, engineering, and related services",,4,5413,"['4,187', 'i']","['2,276', 'i']","['1,911', '&nbsp;']","['4,128', 'i']","['2,247', 'i']","['1,881', '&nbsp;']","['58', '&nbsp;']","['28', '&nbsp;']","['30', '&nbsp;']"
727,r065,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Computer systems design and related services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Computer systems design and related services,,4,5415,"['17,225', '&nbsp;']","['15,130', '&nbsp;']","['2,095', 'i']","['14,333', '&nbsp;']","['12,418', '&nbsp;']","['1,915', 'i']","['2,892', '&nbsp;']","['2,713', '&nbsp;']","['180', '&nbsp;']"
727,r066,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,,4,5417,"['20,707', '&nbsp;']","['3,973', '&nbsp;']","['16,734', '&nbsp;']","['16,329', '&nbsp;']","['3,896', '&nbsp;']","['12,433', '&nbsp;']","['4,378', '&nbsp;']","['77', '&nbsp;']","['4,300', '&nbsp;']"
727,r067,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Biotechnology research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Biotechnology research and development,5,541711,"['7,211', 'i']","['1,561', '&nbsp;']","['5,650', 'i']","['5,693', 'i']","['1,536', 'i']","['4,157', 'i']","['1,518', '&nbsp;']","['25', '&nbsp;']","['1,493', '&nbsp;']"
727,r068,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Physical, engineering, and life sciences (except biotechnology) research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,"Physical, engineering, and life sciences (except biotechnology) research and development",5,541712,"['12,787', '&nbsp;']","['2,400', '&nbsp;']","['10,387', '&nbsp;']","['9,931', '&nbsp;']","['2,348', '&nbsp;']","['7,583', '&nbsp;']","['2,856', '&nbsp;']","['52', '&nbsp;']","['2,804', '&nbsp;']"
727,r069,"All industries -> Nonmanufacturing industries -> Professional, scientific, and technical services -> Scientific research and development services -> Social sciences and humanities research and development",All industries,Nonmanufacturing industries,"Professional, scientific, and technical services",Scientific research and development services,Social sciences and humanities research and development,5,541720,"['708', '&nbsp;']","['12', 'i']","['697', '&nbsp;']","['705', '&nbsp;']","['12', 'i']","['693', '&nbsp;']","['3', '&nbsp;']","['0', '&nbsp;']","['3', '&nbsp;']"
