table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2019,field_2020,field_2021,field_2022_all_physical_sciences,field_2022_astronomy_and_astrophysics,field_2022_chemistry,field_2022_materials_science,field_2022_physics,field_2022_physical_sciences_nec
10141,r013,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,12,"['47,019', '']","['49,002', '']","['54,485', '']","['67,979', '']","['170', '']","['27,997', '']","['0', '']","['38,163', '']","['1,649', '']"
10141,r014,All institutions -> Harvard U.,All institutions,Harvard U.,2,13,"['53,614', '']","['55,363', '']","['59,262', '']","['66,072', '']","['6,151', '']","['20,608', '']","['0', '']","['37,997', '']","['1,316', '']"
10141,r015,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,14,"['52,807', '']","['58,512', '']","['60,580', '']","['65,819', '']","['1,983', '']","['23,999', '']","['0', '']","['24,029', '']","['15,808', '']"
10141,r016,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,15,"['53,535', '']","['56,570', '']","['59,786', '']","['65,599', '']","['6,851', '']","['8,569', '']","['34,701', '']","['15,478', '']","['0', '']"
10141,r017,All institutions -> U. Chicago,All institutions,U. Chicago,2,16,"['43,322', '']","['43,904', '']","['47,425', '']","['59,248', '']","['11,387', '']","['26,860', '']","['4,290', '']","['16,277', '']","['434', '']"
10141,r018,All institutions -> Princeton U.,All institutions,Princeton U.,2,17,"['54,879', '']","['60,336', '']","['56,283', '']","['58,459', '']","['20,960', '']","['13,432', '']","['0', '']","['23,951', '']","['116', '']"
10141,r019,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,18,"['49,064', '']","['52,913', '']","['52,053', '']","['56,218', '']","['8,036', '']","['23,761', '']","['1,140', '']","['19,998', '']","['3,283', '']"
10141,r020,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,19,"['56,943', '']","['54,776', '']","['53,869', '']","['53,722', '']","['10,174', '']","['13,319', '']","['12,886', '']","['17,343', '']","['0', '']"
10141,r021,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,20,"['48,539', '']","['49,164', '']","['49,944', '']","['51,602', '']","['5,414', '']","['18,398', '']","['0', '']","['27,787', '']","['3', '']"
10141,r022,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,21,"['49,120', '']","['46,669', '']","['49,661', '']","['50,617', '']","['2,219', '']","['22,536', '']","['13,457', '']","['10,229', '']","['2,176', '']"
10141,r023,All institutions -> U. Iowa,All institutions,U. Iowa,2,22,"['21,267', '']","['18,913', '']","['28,692', '']","['50,134', '']","['458', '']","['4,215', '']","['0', '']","['45,461', '']","['0', '']"
10141,r024,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,23,"['38,560', '']","['36,695', '']","['34,841', '']","['48,512', '']","['2,093', '']","['5,850', '']","['13,827', '']","['19,648', '']","['7,094', '']"
10141,r025,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,24,"['38,518', '']","['38,206', '']","['39,630', '']","['46,353', '']","['0', '']","['17,415', '']","['11,925', '']","['17,013', '']","['0', '']"
10141,r026,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,25,"['29,085', '']","['31,519', '']","['40,994', '']","['43,442', '']","['7,437', '']","['14,752', '']","['5,216', '']","['16,037', '']","['0', '']"
10141,r027,"All institutions -> U. California, San Francisco",All institutions,"U. California, San Francisco",2,26,"['38,491', '']","['41,413', '']","['37,312', '']","['42,570', '']","['0', '']","['42,570', '']","['0', '']","['0', '']","['0', '']"
10141,r028,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,27,"['39,856', '']","['37,430', '']","['36,246', '']","['42,141', '']","['0', '']","['17,355', '']","['0', '']","['24,786', '']","['0', '']"
10141,r029,All institutions -> Florida State U.,All institutions,Florida State U.,2,28,"['35,376', '']","['42,211', '']","['37,224', '']","['40,242', '']","['432', '']","['11,140', '']","['3,438', '']","['25,129', '']","['103', '']"
10141,r030,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,29,"['37,944', '']","['35,572', '']","['38,670', '']","['39,773', '']","['3,277', '']","['20,011', '']","['0', '']","['16,485', '']","['0', '']"
10141,r031,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,30,"['32,009', '']","['30,902', '']","['33,285', '']","['34,829', '']","['1,925', '']","['10,457', '']","['0', '']","['22,447', '']","['0', '']"
10141,r032,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,31,"['24,236', '']","['27,083', '']","['25,924', '']","['34,295', '']","['1,202', '']","['22,796', '']","['0', '']","['7,468', '']","['2,829', '']"
10141,r033,All institutions -> Yale U.,All institutions,Yale U.,2,32,"['33,736', '']","['28,840', '']","['29,641', '']","['33,421', '']","['850', '']","['16,105', '']","['0', '']","['16,466', '']","['0', '']"
10141,r034,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,33,"['33,493', '']","['32,576', '']","['32,702', '']","['32,029', '']","['1,603', '']","['13,989', '']","['0', '']","['16,437', '']","['0', '']"
10141,r035,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,34,"['29,077', '']","['28,853', '']","['29,976', '']","['29,426', '']","['0', '']","['18,107', '']","['0', '']","['11,319', '']","['0', '']"
10141,r036,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,35,"['27,916', '']","['26,725', '']","['24,451', '']","['28,779', '']","['0', '']","['15,716', '']","['0', '']","['13,063', '']","['0', '']"
10141,r037,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,36,"['20,328', '']","['21,579', '']","['24,204', '']","['27,908', '']","['0', '']","['16,510', '']","['0', '']","['11,398', '']","['0', '']"
10141,r038,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,37,"['35,564', '']","['44,079', '']","['30,584', '']","['27,702', '']","['2,700', '']","['6,883', '']","['65', '']","['18,054', '']","['0', '']"
10141,r039,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,38,"['21,954', '']","['21,208', '']","['22,946', '']","['27,656', '']","['1,361', '']","['11,112', '']","['2,727', '']","['11,657', '']","['799', '']"
10141,r040,All institutions -> U. Delaware,All institutions,U. Delaware,2,39,"['21,923', '']","['19,931', '']","['21,099', '']","['26,652', '']","['1,175', '']","['9,278', '']","['11,411', '']","['4,788', '']","['0', '']"
10141,r041,All institutions -> Boston U.,All institutions,Boston U.,2,40,"['19,469', '']","['20,726', '']","['23,002', '']","['24,802', '']","['1,890', '']","['10,572', '']","['0', '']","['12,340', '']","['0', '']"
10141,r042,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,41,"['25,466', '']","['17,815', '']","['20,463', '']","['23,640', '']","['0', '']","['11,116', '']","['0', '']","['12,524', '']","['0', '']"
10141,r043,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,42,"['17,554', '']","['17,230', '']","['17,078', '']","['23,183', '']","['0', '']","['12,099', '']","['0', '']","['8,529', '']","['2,555', '']"
10141,r044,All institutions -> Catholic U. of America,All institutions,Catholic U. of America,2,43,"['16,992', '']","['17,261', '']","['18,569', '']","['23,076', '']","['0', '']","['12', '']","['0', '']","['19,597', '']","['3,467', '']"
10141,r045,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,44,"['25,844', '']","['22,417', '']","['22,213', '']","['22,817', '']","['0', '']","['15,762', '']","['0', '']","['7,055', '']","['0', '']"
10141,r046,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,45,"['18,300', '']","['18,837', '']","['20,915', '']","['22,509', '']","['0', '']","['2,548', '']","['0', '']","['19,961', '']","['0', '']"
10141,r047,All institutions -> U. Florida,All institutions,U. Florida,2,46,"['15,416', '']","['16,445', '']","['17,471', '']","['21,896', '']","['1,048', '']","['9,638', '']","['0', '']","['11,210', '']","['0', '']"
10141,r048,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,47,"['18,746', '']","['18,393', '']","['20,017', '']","['21,448', '']","['0', '']","['8,850', '']","['6,479', '']","['6,119', '']","['0', '']"
10141,r049,All institutions -> Duke U.,All institutions,Duke U.,2,48,"['18,436', '']","['19,178', '']","['19,826', '']","['20,898', '']","['0', '']","['11,135', '']","['0', '']","['9,763', '']","['0', '']"
10141,r050,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,49,"['17,967', '']","['19,333', '']","['20,408', '']","['20,481', '']","['2,855', '']","['7,895', '']","['0', '']","['9,731', '']","['0', '']"
10141,r051,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,50,"['18,857', '']","['17,786', '']","['16,509', '']","['19,723', '']","['1,096', '']","['10,128', '']","['0', '']","['8,499', '']","['0', '']"
10141,r052,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,51,"['20,230', '']","['21,233', '']","['19,340', '']","['19,586', '']","['529', '']","['11,725', '']","['0', '']","['7,332', '']","['0', '']"
10141,r053,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,52,"['15,755', '']","['17,723', '']","['16,115', '']","['19,002', '']","['5,462', '']","['8,006', '']","['0', '']","['5,534', '']","['0', '']"
10141,r054,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,53,"['18,047', '']","['15,583', '']","['15,445', '']","['18,966', '']","['0', '']","['7,271', '']","['0', '']","['11,693', '']","['2', '']"
10141,r055,All institutions -> Florida International U.,All institutions,Florida International U.,2,54,"['9,893', '']","['11,642', '']","['14,476', '']","['18,951', '']","['0', '']","['16,674', '']","['0', '']","['2,262', '']","['15', '']"
10141,r056,All institutions -> Rice U.,All institutions,Rice U.,2,55,"['17,279', '']","['16,313', '']","['17,271', '']","['18,067', '']","['1,162', '']","['6,657', '']","['5', '']","['10,243', '']","['0', '']"
10141,r057,All institutions -> New York U.,All institutions,New York U.,2,56,"['19,720', '']","['18,606', '']","['19,664', '']","['17,913', '']","['0', '']","['10,225', '']","['0', '']","['7,688', '']","['0', '']"
10141,r058,All institutions -> U. Utah,All institutions,U. Utah,2,57,"['31,461', '']","['19,006', '']","['19,543', '']","['17,611', '']","['8,609', '']","['9,002', '']","['0', '']","['0', '']","['0', '']"
10141,r059,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,58,"['14,774', '']","['17,092', '']","['17,339', '']","['17,591', '']","['11,891', '']","['1,987', '']","['92', '']","['3,621', '']","['0', '']"
10141,r060,All institutions -> Emory U.,All institutions,Emory U.,2,59,"['15,695', '']","['15,380', '']","['18,181', '']","['17,121', '']","['0', '']","['14,402', '']","['0', '']","['2,719', '']","['0', '']"
10141,r061,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,60,"['12,859', '']","['13,194', '']","['16,081', '']","['17,077', '']","['0', '']","['7,517', '']","['0', '']","['9,555', '']","['5', '']"
10141,r062,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,61,"['13,392', '']","['13,657', '']","['15,032', '']","['16,847', '']","['0', '']","['7,854', '']","['0', '']","['7,960', '']","['1,033', '']"
10141,r063,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,62,"['14,537', '']","['15,195', '']","['15,636', '']","['16,621', '']","['0', '']","['9,796', '']","['0', '']","['6,825', '']","['0', '']"
10141,r064,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,63,"['16,405', '']","['18,261', '']","['15,054', '']","['16,202', '']","['3,960', '']","['6,492', '']","['0', '']","['5,750', '']","['0', '']"
10141,r065,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,64,"['12,908', '']","['14,276', '']","['14,667', '']","['15,648', '']","['0', '']","['9,452', '']","['0', '']","['6,196', '']","['0', '']"
10141,r066,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,65,"['9,941', '']","['10,533', '']","['12,875', '']","['15,452', '']","['0', '']","['6,233', '']","['0', '']","['9,219', '']","['0', '']"
10141,r067,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,66,"['14,250', '']","['13,854', '']","['13,944', '']","['14,686', '']","['14', '']","['9,174', '']","['82', '']","['5,300', '']","['116', '']"
10141,r068,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,67,"['11,735', '']","['12,385', '']","['14,065', '']","['14,612', '']","['0', '']","['4,492', '']","['0', '']","['10,119', '']","['1', '']"
10141,r069,All institutions -> Washington State U.,All institutions,Washington State U.,2,68,"['18,436', '']","['14,813', '']","['16,946', '']","['14,433', '']","['189', '']","['5,918', '']","['1,052', '']","['7,274', '']","['0', '']"
10141,r070,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,69,"['17,498', '']","['19,021', '']","['16,519', '']","['14,059', '']","['9,283', '']","['1,205', '']","['0', '']","['3,488', '']","['83', '']"
10141,r071,"All institutions -> U. Tennessee, Knoxville<sup>c</sup>",All institutions,"U. Tennessee, Knoxville<sup>c</sup>",2,70,"['16,674', '']","['12,121', '']","['11,804', '']","['13,906', '']","['0', '']","['4,331', '']","['0', '']","['9,575', '']","['0', '']"
10141,r072,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,71,"['9,213', '']","['9,595', '']","['10,716', '']","['13,902', '']","['11,925', '']","['165', '']","['0', '']","['1,722', '']","['90', '']"
10141,r073,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,72,"['9,841', '']","['10,794', '']","['16,551', '']","['13,784', '']","['0', '']","['5,469', '']","['0', '']","['8,315', '']","['0', '']"
10141,r074,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,73,"['17,535', '']","['12,991', '']","['13,160', '']","['13,707', '']","['1,067', '']","['3,264', '']","['1,695', '']","['7,519', '']","['162', '']"
10141,r075,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,74,"['10,233', '']","['11,165', '']","['11,139', '']","['13,327', '']","['347', '']","['5,091', '']","['1,107', '']","['6,575', '']","['207', '']"
10141,r076,All institutions -> U. Southern California,All institutions,U. Southern California,2,75,"['12,667', '']","['13,605', '']","['13,175', '']","['13,210', '']","['5,716', '']","['7,494', '']","['0', '']","['0', '']","['0', '']"
10141,r077,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,76,"['11,130', '']","['9,101', '']","['12,051', '']","['12,936', '']","['0', '']","['9,016', '']","['0', '']","['3,356', '']","['564', '']"
10141,r078,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,77,"['12,967', '']","['13,295', '']","['13,940', '']","['12,932', '']","['0', '']","['4,636', '']","['0', '']","['8,020', '']","['276', '']"
10141,r079,All institutions -> U. Kansas,All institutions,U. Kansas,2,78,"['7,110', '']","['6,488', '']","['12,448', '']","['12,742', '']","['726', '']","['9,108', '']","['0', '']","['2,908', '']","['0', '']"
10141,r080,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,79,"['10,106', '']","['7,884', '']","['10,355', '']","['12,006', '']","['0', '']","['7,643', '']","['977', '']","['3,053', '']","['333', '']"
10141,r081,All institutions -> Brown U.,All institutions,Brown U.,2,80,"['14,103', '']","['11,133', '']","['11,410', '']","['11,868', '']","['0', '']","['3,763', '']","['0', '']","['5,729', '']","['2,376', '']"
10141,r082,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,81,"['7,459', '']","['8,422', '']","['8,778', '']","['11,568', '']","['0', '']","['2,520', '']","['0', '']","['9,048', '']","['0', '']"
10141,r083,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,82,"['9,357', '']","['8,527', '']","['11,564', '']","['11,417', '']","['0', '']","['11,271', '']","['0', '']","['0', '']","['146', '']"
10141,r084,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,83,"['7,404', '']","['9,353', '']","['9,963', '']","['11,243', '']","['116', '']","['3,293', '']","['2,783', '']","['4,850', '']","['201', '']"
10141,r085,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,84,"['12,491', '']","['11,446', '']","['8,751', '']","['11,218', '']","['0', '']","['6,981', '']","['0', '']","['4,237', '']","['0', '']"
10141,r086,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,85,"['8,207', '']","['11,202', '']","['11,048', '']","['11,112', '']","['0', '']","['1,527', '']","['0', '']","['9,585', '']","['0', '']"
10141,r087,All institutions -> U. Oregon,All institutions,U. Oregon,2,86,"['8,572', '']","['9,034', '']","['9,747', '']","['10,590', '']","['0', '']","['5,429', '']","['305', '']","['2,556', '']","['2,300', '']"
10141,r088,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,87,"['6,303', '']","['7,751', '']","['9,181', '']","['10,411', '']","['0', '']","['4,388', '']","['0', '']","['6,023', '']","['0', '']"
10141,r089,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,88,"['11,524', '']","['13,754', '']","['10,035', '']","['10,406', '']","['3,052', '']","['4,929', '']","['0', '']","['2,425', '']","['0', '']"
10141,r090,All institutions -> Temple U.,All institutions,Temple U.,2,89,"['11,881', '']","['10,820', '']","['10,707', '']","['10,386', '']","['0', '']","['4,372', '']","['0', '']","['3,258', '']","['2,756', '']"
10141,r091,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,90,"['5,133', '']","['7,424', '']","['8,304', '']","['10,109', '']","['0', '']","['2,764', '']","['0', '']","['7,318', '']","['27', '']"
10141,r092,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,91,"['6,681', '']","['7,007', '']","['7,213', '']","['9,999', '']","['0', '']","['4,496', '']","['0', '']","['3,771', '']","['1,732', '']"
10141,r093,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,92,"['9,827', '']","['8,746', '']","['9,082', '']","['9,933', '']","['0', '']","['1,834', '']","['0', '']","['8,099', '']","['0', '']"
10141,r094,All institutions -> Tufts U.,All institutions,Tufts U.,2,93,"['2,102', '']","['6,118', '']","['8,268', '']","['9,794', '']","['93', '']","['7,192', '']","['0', '']","['2,509', '']","['0', '']"
10141,r095,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,94,"['7,812', '']","['9,295', '']","['9,314', '']","['9,735', '']","['3,359', '']","['3,448', '']","['0', '']","['2,928', '']","['0', '']"
10141,r096,All institutions -> Boston C.,All institutions,Boston C.,2,95,"['7,406', '']","['7,098', '']","['8,597', '']","['9,471', '']","['0', '']","['7,144', '']","['0', '']","['2,327', '']","['0', '']"
10141,r097,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,96,"['7,777', '']","['7,218', '']","['6,779', '']","['9,444', '']","['3,517', '']","['4,076', '']","['274', '']","['1,577', '']","['0', '']"
10141,r098,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,97,"['8,077', '']","['7,787', '']","['8,426', '']","['9,087', '']","['0', '']","['304', '']","['0', '']","['2,990', '']","['5,793', '']"
10141,r099,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,98,"['9,634', '']","['9,919', '']","['11,116', '']","['9,045', '']","['8,958', '']","['67', '']","['0', '']","['6', '']","['14', '']"
10141,r100,All institutions -> U. Toledo,All institutions,U. Toledo,2,99,"['4,915', '']","['5,136', '']","['7,627', '']","['9,009', '']","['726', '']","['3,024', '']","['0', '']","['5,259', '']","['0', '']"
10141,r101,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,100,"['6,320', '']","['7,146', '']","['6,179', '']","['8,996', '']","['1,842', '']","['2,785', '']","['0', '']","['4,363', '']","['6', '']"
10141,r102,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,101,"['9,683', '']","['8,805', '']","['8,900', '']","['8,912', '']","['1,512', '']","['3,118', '']","['0', '']","['4,282', '']","['0', '']"
10141,r103,All institutions -> U. Houston,All institutions,U. Houston,2,102,"['6,147', '']","['6,336', '']","['6,931', '']","['8,607', '']","['0', '']","['5,173', '']","['0', '']","['3,255', '']","['179', '']"
10141,r104,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,103,"['8,044', '']","['8,354', '']","['8,145', '']","['8,524', '']","['6,192', '']","['757', '']","['0', '']","['1,575', '']","['0', '']"
10141,r105,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,104,"['6,696', '']","['8,124', '']","['7,346', '']","['8,473', '']","['0', '']","['4,189', '']","['0', '']","['4,284', '']","['0', '']"
10141,r106,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,105,"['7,922', '']","['8,114', '']","['8,179', '']","['8,306', '']","['0', '']","['0', '']","['0', '']","['8,306', '']","['0', '']"
10141,r107,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,106,"['9,127', '']","['7,140', '']","['8,073', '']","['8,255', '']","['0', '']","['2,465', '']","['0', '']","['5,790', '']","['0', '']"
10141,r108,All institutions -> Air Force Institute of Technology,All institutions,Air Force Institute of Technology,2,107,"['4,457', '']","['4,973', '']","['8,037', '']","['8,136', '']","['0', '']","['0', '']","['0', '']","['8,136', '']","['0', '']"
10141,r109,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,108,"['7,714', '']","['7,195', '']","['8,075', '']","['8,088', '']","['0', '']","['6,337', '']","['0', '']","['1,751', '']","['0', '']"
10141,r110,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,109,"['6,607', '']","['6,785', '']","['7,061', '']","['7,897', '']","['0', '']","['4,657', '']","['0', '']","['3,240', '']","['0', '']"
10141,r111,All institutions -> Clemson U.,All institutions,Clemson U.,2,110,"['6,692', '']","['6,157', '']","['6,037', '']","['7,828', '']","['0', '']","['3,076', '']","['0', '']","['4,752', '']","['0', '']"
10141,r112,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,111,"['18,114', '']","['18,373', '']","['14,524', '']","['7,819', '']","['3,873', '']","['783', '']","['0', '']","['1,355', '']","['1,808', '']"
10141,r113,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,112,"['8,213', '']","['7,203', '']","['7,538', '']","['7,764', '']","['198', '']","['2,285', '']","['3,586', '']","['1,695', '']","['0', '']"
10141,r114,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,113,"['6,107', '']","['6,866', '']","['6,649', '']","['7,721', '']","['413', '']","['2,214', '']","['178', '']","['4,791', '']","['125', '']"
10141,r115,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,114,"['9,706', '']","['7,993', '']","['7,712', '']","['7,655', '']","['0', '']","['1,945', '']","['0', '']","['5,710', '']","['0', '']"
10141,r116,All institutions -> Xavier U. Louisiana,All institutions,Xavier U. Louisiana,2,115,"['5,797', '']","['7,077', '']","['8,325', '']","['7,504', '']","['0', '']","['7,426', '']","['0', '']","['78', '']","['0', '']"
10141,r117,"All institutions -> CUNY, Advanced Science Research Center",All institutions,"CUNY, Advanced Science Research Center",2,116,"['2,115', '']","['3,018', '']","['4,719', '']","['7,392', '']","['0', '']","['1,760', '']","['0', '']","['5,277', '']","['355', '']"
10141,r118,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,117,"['7,884', '']","['5,010', '']","['7,800', '']","['7,058', '']","['5,333', '']","['572', '']","['0', '']","['1,153', '']","['0', '']"
10141,r119,All institutions -> Jackson State U.,All institutions,Jackson State U.,2,118,"['8,463', '']","['9,305', '']","['7,625', '']","['6,788', '']","['0', '']","['5,101', '']","['0', '']","['1,687', '']","['0', '']"
10141,r120,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,119,"['6,686', '']","['7,654', '']","['6,710', '']","['6,664', '']","['0', '']","['4,739', '']","['0', '']","['1,925', '']","['0', '']"
10141,r121,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,120,"['3,546', '']","['2,853', '']","['6,937', '']","['6,438', '']","['0', '']","['5,516', '']","['481', '']","['441', '']","['0', '']"
