table_id,row_id,sex_and_field_full_path,sex_and_field_level_1,sex_and_field_level_2,sex_and_field_level_3,sex_and_field_level_4,sex_and_field_hierarchy_depth,field_2010,field_2011,field_2012,field_2013,field_2014,field_2015,field_2016,field_2017,field_2018,field_2019,field__change_2010_19
2813,r023,All doctorate recipients<sup>a</sup> -> Engineering -> Chemical engineering,All doctorate recipients<sup>a</sup>,Engineering,Chemical engineering,,3,822,823,840,824,973,1002,921,931,981,981,19.3
2813,r024,All doctorate recipients<sup>a</sup> -> Engineering -> Civil engineering,All doctorate recipients<sup>a</sup>,Engineering,Civil engineering,,3,643,634,495,542,617,632,564,713,676,701,9.0
2813,r025,"All doctorate recipients<sup>a</sup> -> Engineering -> Electrical, electronics, and communications engineering",All doctorate recipients<sup>a</sup>,Engineering,"Electrical, electronics, and communications engineering",,3,1778,1886,1938,1897,1952,1997,1823,1879,1944,1799,1.2
2813,r026,All doctorate recipients<sup>a</sup> -> Engineering -> Industrial and manufacturing engineering,All doctorate recipients<sup>a</sup>,Engineering,Industrial and manufacturing engineering,,3,215,258,226,241,298,243,256,249,272,234,8.8
2813,r027,All doctorate recipients<sup>a</sup> -> Engineering -> Materials science engineering,All doctorate recipients<sup>a</sup>,Engineering,Materials science engineering,,3,670,662,743,815,832,871,984,937,993,992,48.1
2813,r028,All doctorate recipients<sup>a</sup> -> Engineering -> Mechanical engineering,All doctorate recipients<sup>a</sup>,Engineering,Mechanical engineering,,3,983,1084,1220,1277,1331,1466,1297,1399,1503,1533,56.0
2813,r029,All doctorate recipients<sup>a</sup> -> Engineering -> Other engineering,All doctorate recipients<sup>a</sup>,Engineering,Other engineering,,3,1391,1525,1757,2017,2191,2178,2155,2257,2281,2520,81.2
2813,r030,All doctorate recipients<sup>a</sup> -> Education,All doctorate recipients<sup>a</sup>,Education,,,2,5287,4670,4802,4934,4789,5098,5146,4826,4824,4635,-12.3
2813,r031,All doctorate recipients<sup>a</sup> -> Education -> Education administration,All doctorate recipients<sup>a</sup>,Education,Education administration,,3,1439,924,1057,965,893,920,824,922,896,839,-41.7
2813,r032,All doctorate recipients<sup>a</sup> -> Education -> Education research,All doctorate recipients<sup>a</sup>,Education,Education research,,3,2443,2438,2568,2703,2560,2772,2384,2418,2503,2303,-5.7
2813,r033,All doctorate recipients<sup>a</sup> -> Education -> Teacher education,All doctorate recipients<sup>a</sup>,Education,Teacher education,,3,245,204,156,109,152,156,180,114,96,104,-57.6
2813,r034,All doctorate recipients<sup>a</sup> -> Education -> Teaching fields,All doctorate recipients<sup>a</sup>,Education,Teaching fields,,3,799,805,757,892,915,953,1166,925,960,960,20.2
2813,r035,All doctorate recipients<sup>a</sup> -> Education -> Other education,All doctorate recipients<sup>a</sup>,Education,Other education,,3,361,299,264,265,269,297,592,447,369,429,18.8
2813,r036,All doctorate recipients<sup>a</sup> -> Humanities and arts,All doctorate recipients<sup>a</sup>,Humanities and arts,,,2,5015,5225,5561,5715,5524,5594,5482,5286,5140,5054,0.8
2813,r037,All doctorate recipients<sup>a</sup> -> Humanities and arts -> Foreign languages and literature,All doctorate recipients<sup>a</sup>,Humanities and arts,Foreign languages and literature,,3,601,644,684,701,674,656,599,618,617,610,1.5
2813,r038,All doctorate recipients<sup>a</sup> -> Humanities and arts -> History,All doctorate recipients<sup>a</sup>,Humanities and arts,History,,3,1005,1065,1086,1148,1186,1146,1148,1058,948,912,-9.3
2813,r039,All doctorate recipients<sup>a</sup> -> Humanities and arts -> Letters,All doctorate recipients<sup>a</sup>,Humanities and arts,Letters,,3,1516,1513,1638,1606,1551,1583,1531,1462,1439,1387,-8.5
2813,r040,All doctorate recipients<sup>a</sup> -> Humanities and arts -> Other humanities and arts,All doctorate recipients<sup>a</sup>,Humanities and arts,Other humanities and arts,,3,1893,2003,2153,2260,2113,2209,2204,2148,2136,2145,13.3
2813,r041,All doctorate recipients<sup>a</sup> -> Other<sup>b</sup>,All doctorate recipients<sup>a</sup>,Other<sup>b</sup>,,,2,2729,2683,2734,3023,3043,3019,2941,3152,2981,3034,11.2
2813,r042,All doctorate recipients<sup>a</sup> -> Other<sup>b</sup> -> Business management and administration,All doctorate recipients<sup>a</sup>,Other<sup>b</sup>,Business management and administration,,3,1366,1327,1404,1551,1584,1582,1509,1565,1475,1536,12.4
2813,r043,All doctorate recipients<sup>a</sup> -> Other<sup>b</sup> -> Communication,All doctorate recipients<sup>a</sup>,Other<sup>b</sup>,Communication,,3,638,650,595,645,663,667,672,622,630,543,-14.9
2813,r044,All doctorate recipients<sup>a</sup> -> Other<sup>b</sup> -> Non-S&E fields nec,All doctorate recipients<sup>a</sup>,Other<sup>b</sup>,Non-S&E fields nec,,3,725,706,735,827,796,770,760,962,876,955,31.7
2813,r045,All doctorate recipients<sup>a</sup> -> Other<sup>b</sup> -> Unknown field,All doctorate recipients<sup>a</sup>,Other<sup>b</sup>,Unknown field,,3,0,0,0,0,0,0,0,3,0,0,0.0
2813,r046,All doctorate recipients<sup>a</sup> -> Male,All doctorate recipients<sup>a</sup>,Male,,,2,25524,26188,27362,28326,29008,29532,29572,29081,29754,30151,18.1
2813,r047,All doctorate recipients<sup>a</sup> -> Male -> Life sciences,All doctorate recipients<sup>a</sup>,Male,Life sciences,,3,5101,5243,5335,5492,5514,5563,5628,5612,5650,5819,14.1
2813,r048,All doctorate recipients<sup>a</sup> -> Male -> Life sciences -> Agricultural sciences and natural resources,All doctorate recipients<sup>a</sup>,Male,Life sciences,Agricultural sciences and natural resources,4,609,652,698,702,691,746,755,755,746,761,25.0
2813,r049,All doctorate recipients<sup>a</sup> -> Male -> Life sciences -> Biological and biomedical sciences,All doctorate recipients<sup>a</sup>,Male,Life sciences,Biological and biomedical sciences,4,3823,3878,3891,3941,4088,4100,4154,4056,4081,4200,9.9
2813,r050,All doctorate recipients<sup>a</sup> -> Male -> Life sciences -> Health sciences,All doctorate recipients<sup>a</sup>,Male,Life sciences,Health sciences,4,669,713,746,849,735,717,719,801,823,858,28.3
2813,r051,All doctorate recipients<sup>a</sup> -> Male -> Physical sciences and earth sciences,All doctorate recipients<sup>a</sup>,Male,Physical sciences and earth sciences,,3,3379,3629,3684,3717,3968,3928,4285,4068,4212,4368,29.3
2813,r052,All doctorate recipients<sup>a</sup> -> Male -> Physical sciences and earth sciences -> Chemistry,All doctorate recipients<sup>a</sup>,Male,Physical sciences and earth sciences,Chemistry,4,1440,1508,1521,1497,1642,1592,1712,1667,1742,1790,24.3
2813,r053,"All doctorate recipients<sup>a</sup> -> Male -> Physical sciences and earth sciences -> Geosciences, atmospheric sciences, and ocean sciences",All doctorate recipients<sup>a</sup>,Male,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",4,496,522,538,539,622,600,716,644,659,740,49.2
2813,r054,All doctorate recipients<sup>a</sup> -> Male -> Physical sciences and earth sciences -> Physics and astronomy,All doctorate recipients<sup>a</sup>,Male,Physical sciences and earth sciences,Physics and astronomy,4,1443,1599,1625,1681,1704,1736,1857,1757,1811,1838,27.4
2813,r055,All doctorate recipients<sup>a</sup> -> Male -> Mathematics and computer sciences,All doctorate recipients<sup>a</sup>,Male,Mathematics and computer sciences,,3,2409,2456,2638,2792,2912,2877,2994,2867,3038,3144,30.5
2813,r056,All doctorate recipients<sup>a</sup> -> Male -> Mathematics and computer sciences -> Computer and information sciences,All doctorate recipients<sup>a</sup>,Male,Mathematics and computer sciences,Computer and information sciences,4,1286,1312,1419,1502,1580,1581,1662,1548,1566,1717,33.5
2813,r057,All doctorate recipients<sup>a</sup> -> Male -> Mathematics and computer sciences -> Mathematics and statistics,All doctorate recipients<sup>a</sup>,Male,Mathematics and computer sciences,Mathematics and statistics,4,1123,1144,1219,1290,1332,1296,1332,1319,1472,1427,27.1
2813,r058,All doctorate recipients<sup>a</sup> -> Male -> Psychology and social sciences,All doctorate recipients<sup>a</sup>,Male,Psychology and social sciences,,3,3357,3332,3539,3501,3507,3757,3741,3670,3636,3672,9.4
2813,r059,All doctorate recipients<sup>a</sup> -> Male -> Psychology and social sciences -> Psychology,All doctorate recipients<sup>a</sup>,Male,Psychology and social sciences,Psychology,4,1031,1003,1040,997,1063,1057,1133,1123,1095,1118,8.4
2813,r060,All doctorate recipients<sup>a</sup> -> Male -> Psychology and social sciences -> Anthropology,All doctorate recipients<sup>a</sup>,Male,Psychology and social sciences,Anthropology,4,201,223,187,188,195,185,171,155,126,155,-22.9
2813,r061,All doctorate recipients<sup>a</sup> -> Male -> Psychology and social sciences -> Economics,All doctorate recipients<sup>a</sup>,Male,Psychology and social sciences,Economics,4,703,734,840,767,785,821,819,812,849,818,16.4
2813,r062,All doctorate recipients<sup>a</sup> -> Male -> Psychology and social sciences -> Political science and government,All doctorate recipients<sup>a</sup>,Male,Psychology and social sciences,Political science and government,4,434,389,420,469,433,527,462,449,429,433,-0.2
2813,r063,All doctorate recipients<sup>a</sup> -> Male -> Psychology and social sciences -> Sociology,All doctorate recipients<sup>a</sup>,Male,Psychology and social sciences,Sociology,4,250,254,230,259,247,284,257,263,250,229,-8.4
2813,r064,All doctorate recipients<sup>a</sup> -> Male -> Psychology and social sciences -> Other social sciences,All doctorate recipients<sup>a</sup>,Male,Psychology and social sciences,Other social sciences,4,738,729,822,821,784,883,899,868,887,919,24.5
2813,r065,All doctorate recipients<sup>a</sup> -> Male -> Engineering,All doctorate recipients<sup>a</sup>,Male,Engineering,,3,5829,6242,6565,6946,7401,7578,7267,7341,7712,7833,34.4
2813,r066,"All doctorate recipients<sup>a</sup> -> Male -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All doctorate recipients<sup>a</sup>,Male,Engineering,"Aerospace, aeronautical, and astronautical engineering",4,215,228,268,293,330,308,314,336,337,323,50.2
2813,r067,All doctorate recipients<sup>a</sup> -> Male -> Engineering -> Bioengineering and biomedical engineering,All doctorate recipients<sup>a</sup>,Male,Engineering,Bioengineering and biomedical engineering,4,509,563,608,684,660,698,686,605,687,720,41.5
2813,r068,All doctorate recipients<sup>a</sup> -> Male -> Engineering -> Chemical engineering,All doctorate recipients<sup>a</sup>,Male,Engineering,Chemical engineering,4,574,566,583,566,682,685,624,659,688,665,15.9
2813,r069,All doctorate recipients<sup>a</sup> -> Male -> Engineering -> Civil engineering,All doctorate recipients<sup>a</sup>,Male,Engineering,Civil engineering,4,473,486,388,417,465,457,437,508,506,542,14.6
2813,r070,"All doctorate recipients<sup>a</sup> -> Male -> Engineering -> Electrical, electronics, and communications engineering",All doctorate recipients<sup>a</sup>,Male,Engineering,"Electrical, electronics, and communications engineering",4,1462,1579,1594,1616,1614,1704,1529,1524,1600,1501,2.7
2813,r071,All doctorate recipients<sup>a</sup> -> Male -> Engineering -> Industrial and manufacturing engineering,All doctorate recipients<sup>a</sup>,Male,Engineering,Industrial and manufacturing engineering,4,159,180,164,176,209,154,185,168,204,172,8.2
2813,r072,All doctorate recipients<sup>a</sup> -> Male -> Engineering -> Materials science engineering,All doctorate recipients<sup>a</sup>,Male,Engineering,Materials science engineering,4,495,496,556,598,617,648,721,688,719,701,41.6
2813,r073,All doctorate recipients<sup>a</sup> -> Male -> Engineering -> Mechanical engineering,All doctorate recipients<sup>a</sup>,Male,Engineering,Mechanical engineering,4,858,934,1042,1081,1126,1265,1096,1160,1285,1283,49.5
2813,r074,All doctorate recipients<sup>a</sup> -> Male -> Engineering -> Other engineering,All doctorate recipients<sup>a</sup>,Male,Engineering,Other engineering,4,1084,1210,1362,1515,1698,1659,1675,1693,1686,1926,77.7
2813,r075,All doctorate recipients<sup>a</sup> -> Male -> Education,All doctorate recipients<sup>a</sup>,Male,Education,,3,1661,1432,1500,1570,1468,1605,1545,1519,1495,1422,-14.4
2813,r076,All doctorate recipients<sup>a</sup> -> Male -> Education -> Education administration,All doctorate recipients<sup>a</sup>,Male,Education,Education administration,4,547,349,389,372,371,344,304,344,323,342,-37.5
2813,r077,All doctorate recipients<sup>a</sup> -> Male -> Education -> Education research,All doctorate recipients<sup>a</sup>,Male,Education,Education research,4,706,699,761,826,723,849,718,772,764,653,-7.5
2813,r078,All doctorate recipients<sup>a</sup> -> Male -> Education -> Teacher education,All doctorate recipients<sup>a</sup>,Male,Education,Teacher education,4,59,38,43,22,35,36,43,21,18,20,-66.1
2813,r079,All doctorate recipients<sup>a</sup> -> Male -> Education -> Teaching fields,All doctorate recipients<sup>a</sup>,Male,Education,Teaching fields,4,233,250,229,275,265,294,313,263,271,260,11.6
2813,r080,All doctorate recipients<sup>a</sup> -> Male -> Education -> Other education,All doctorate recipients<sup>a</sup>,Male,Education,Other education,4,116,96,78,75,74,82,167,119,119,147,26.7
2813,r081,All doctorate recipients<sup>a</sup> -> Male -> Humanities and arts,All doctorate recipients<sup>a</sup>,Male,Humanities and arts,,3,2462,2571,2741,2829,2760,2763,2639,2580,2565,2479,0.7
2813,r082,All doctorate recipients<sup>a</sup> -> Male -> Humanities and arts -> Foreign languages and literature,All doctorate recipients<sup>a</sup>,Male,Humanities and arts,Foreign languages and literature,4,218,248,238,271,248,238,228,237,247,215,-1.4
2813,r083,All doctorate recipients<sup>a</sup> -> Male -> Humanities and arts -> History,All doctorate recipients<sup>a</sup>,Male,Humanities and arts,History,4,556,586,602,632,664,632,621,594,513,529,-4.9
2813,r084,All doctorate recipients<sup>a</sup> -> Male -> Humanities and arts -> Letters,All doctorate recipients<sup>a</sup>,Male,Humanities and arts,Letters,4,625,615,659,665,657,647,600,591,585,560,-10.4
2813,r085,All doctorate recipients<sup>a</sup> -> Male -> Humanities and arts -> Other humanities and arts,All doctorate recipients<sup>a</sup>,Male,Humanities and arts,Other humanities and arts,4,1063,1122,1242,1261,1191,1246,1190,1158,1220,1175,10.5
2813,r086,All doctorate recipients<sup>a</sup> -> Male -> Other<sup>b</sup>,All doctorate recipients<sup>a</sup>,Male,Other<sup>b</sup>,,3,1326,1283,1360,1479,1478,1461,1473,1424,1446,1414,6.6
2813,r087,All doctorate recipients<sup>a</sup> -> Male -> Other<sup>b</sup> -> Business management and administration,All doctorate recipients<sup>a</sup>,Male,Other<sup>b</sup>,Business management and administration,4,814,792,837,909,909,934,932,872,863,874,7.4
2813,r088,All doctorate recipients<sup>a</sup> -> Male -> Other<sup>b</sup> -> Communication,All doctorate recipients<sup>a</sup>,Male,Other<sup>b</sup>,Communication,4,247,233,244,244,277,256,261,197,234,205,-17.0
2813,r089,All doctorate recipients<sup>a</sup> -> Male -> Other<sup>b</sup> -> Non-S&E fields nec,All doctorate recipients<sup>a</sup>,Male,Other<sup>b</sup>,Non-S&E fields nec,4,265,258,279,326,292,271,280,353,349,335,26.4
2813,r090,All doctorate recipients<sup>a</sup> -> Male -> Other<sup>b</sup> -> Unknown field,All doctorate recipients<sup>a</sup>,Male,Other<sup>b</sup>,Unknown field,4,0,0,0,0,0,0,0,2,0,0,0.0
2813,r091,All doctorate recipients<sup>a</sup> -> Female,All doctorate recipients<sup>a</sup>,Female,,,2,22488,22699,23526,24365,24813,25347,25222,25451,25321,25542,13.6
2813,r092,All doctorate recipients<sup>a</sup> -> Female -> Life sciences,All doctorate recipients<sup>a</sup>,Female,Life sciences,,3,6213,6289,6614,6712,6930,6929,6908,6937,7101,6961,12.0
2813,r093,All doctorate recipients<sup>a</sup> -> Female -> Life sciences -> Agricultural sciences and natural resources,All doctorate recipients<sup>a</sup>,Female,Life sciences,Agricultural sciences and natural resources,4,490,554,554,622,646,688,623,736,694,730,49.0
2813,r094,All doctorate recipients<sup>a</sup> -> Female -> Life sciences -> Biological and biomedical sciences,All doctorate recipients<sup>a</sup>,Female,Life sciences,Biological and biomedical sciences,4,4219,4272,4422,4410,4747,4682,4707,4508,4699,4501,6.7
2813,r095,All doctorate recipients<sup>a</sup> -> Female -> Life sciences -> Health sciences,All doctorate recipients<sup>a</sup>,Female,Life sciences,Health sciences,4,1504,1463,1638,1680,1537,1559,1578,1693,1708,1730,15.0
2813,r096,All doctorate recipients<sup>a</sup> -> Female -> Physical sciences and earth sciences,All doctorate recipients<sup>a</sup>,Female,Physical sciences and earth sciences,,3,1615,1640,1730,1864,1924,1987,1963,2013,2117,2213,37.0
2813,r097,All doctorate recipients<sup>a</sup> -> Female -> Physical sciences and earth sciences -> Chemistry,All doctorate recipients<sup>a</sup>,Female,Physical sciences and earth sciences,Chemistry,4,864,922,894,985,1021,1074,991,1031,1067,1151,33.2
2813,r098,"All doctorate recipients<sup>a</sup> -> Female -> Physical sciences and earth sciences -> Geosciences, atmospheric sciences, and ocean sciences",All doctorate recipients<sup>a</sup>,Female,Physical sciences and earth sciences,"Geosciences, atmospheric sciences, and ocean sciences",4,366,330,403,449,475,457,510,525,526,533,45.6
2813,r099,All doctorate recipients<sup>a</sup> -> Female -> Physical sciences and earth sciences -> Physics and astronomy,All doctorate recipients<sup>a</sup>,Female,Physical sciences and earth sciences,Physics and astronomy,4,385,388,433,430,428,456,462,457,524,529,37.4
2813,r100,All doctorate recipients<sup>a</sup> -> Female -> Mathematics and computer sciences,All doctorate recipients<sup>a</sup>,Female,Mathematics and computer sciences,,3,814,813,855,868,934,939,959,974,982,1095,34.5
2813,r101,All doctorate recipients<sup>a</sup> -> Female -> Mathematics and computer sciences -> Computer and information sciences,All doctorate recipients<sup>a</sup>,Female,Mathematics and computer sciences,Computer and information sciences,4,347,353,374,341,400,422,420,450,434,510,47.0
2813,r102,All doctorate recipients<sup>a</sup> -> Female -> Mathematics and computer sciences -> Mathematics and statistics,All doctorate recipients<sup>a</sup>,Female,Mathematics and computer sciences,Mathematics and statistics,4,467,460,481,527,534,517,539,524,548,585,25.3
2813,r103,All doctorate recipients<sup>a</sup> -> Female -> Psychology and social sciences,All doctorate recipients<sup>a</sup>,Female,Psychology and social sciences,,3,4524,4887,4955,5077,5217,5315,5295,5362,5241,5399,19.3
2813,r104,All doctorate recipients<sup>a</sup> -> Female -> Psychology and social sciences -> Psychology,All doctorate recipients<sup>a</sup>,Female,Psychology and social sciences,Psychology,4,2389,2573,2558,2594,2648,2719,2776,2803,2728,2818,18.0
2813,r105,All doctorate recipients<sup>a</sup> -> Female -> Psychology and social sciences -> Anthropology,All doctorate recipients<sup>a</sup>,Female,Psychology and social sciences,Anthropology,4,306,330,360,362,328,307,289,291,298,290,-5.2
2813,r106,All doctorate recipients<sup>a</sup> -> Female -> Psychology and social sciences -> Economics,All doctorate recipients<sup>a</sup>,Female,Psychology and social sciences,Economics,4,369,387,402,416,404,434,417,425,396,429,16.3
2813,r107,All doctorate recipients<sup>a</sup> -> Female -> Psychology and social sciences -> Political science and government,All doctorate recipients<sup>a</sup>,Female,Psychology and social sciences,Political science and government,4,294,296,303,333,341,332,283,294,304,274,-6.8
2813,r108,All doctorate recipients<sup>a</sup> -> Female -> Psychology and social sciences -> Sociology,All doctorate recipients<sup>a</sup>,Female,Psychology and social sciences,Sociology,4,389,402,402,377,431,457,356,419,418,404,3.9
2813,r109,All doctorate recipients<sup>a</sup> -> Female -> Psychology and social sciences -> Other social sciences,All doctorate recipients<sup>a</sup>,Female,Psychology and social sciences,Other social sciences,4,777,899,930,995,1065,1066,1174,1130,1097,1184,52.4
2813,r110,All doctorate recipients<sup>a</sup> -> Female -> Engineering,All doctorate recipients<sup>a</sup>,Female,Engineering,,3,1746,1782,1887,2052,2184,2297,2189,2429,2450,2468,41.4
2813,r111,"All doctorate recipients<sup>a</sup> -> Female -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All doctorate recipients<sup>a</sup>,Female,Engineering,"Aerospace, aeronautical, and astronautical engineering",4,37,34,39,55,55,53,56,43,46,56,51.4
2813,r112,All doctorate recipients<sup>a</sup> -> Female -> Engineering -> Bioengineering and biomedical engineering,All doctorate recipients<sup>a</sup>,Female,Engineering,Bioengineering and biomedical engineering,4,315,335,335,355,384,427,403,427,445,444,41.0
2813,r113,All doctorate recipients<sup>a</sup> -> Female -> Engineering -> Chemical engineering,All doctorate recipients<sup>a</sup>,Female,Engineering,Chemical engineering,4,248,256,256,258,290,317,296,271,293,316,27.4
2813,r114,All doctorate recipients<sup>a</sup> -> Female -> Engineering -> Civil engineering,All doctorate recipients<sup>a</sup>,Female,Engineering,Civil engineering,4,169,147,106,125,147,175,127,203,170,159,-5.9
2813,r115,"All doctorate recipients<sup>a</sup> -> Female -> Engineering -> Electrical, electronics, and communications engineering",All doctorate recipients<sup>a</sup>,Female,Engineering,"Electrical, electronics, and communications engineering",4,315,301,336,279,325,293,293,355,344,297,-5.7
2813,r116,All doctorate recipients<sup>a</sup> -> Female -> Engineering -> Industrial and manufacturing engineering,All doctorate recipients<sup>a</sup>,Female,Engineering,Industrial and manufacturing engineering,4,55,78,62,65,89,89,71,80,68,62,12.7
2813,r117,All doctorate recipients<sup>a</sup> -> Female -> Engineering -> Materials science engineering,All doctorate recipients<sup>a</sup>,Female,Engineering,Materials science engineering,4,175,166,184,217,211,223,262,249,274,290,65.7
2813,r118,All doctorate recipients<sup>a</sup> -> Female -> Engineering -> Mechanical engineering,All doctorate recipients<sup>a</sup>,Female,Engineering,Mechanical engineering,4,125,150,177,196,197,201,201,239,216,250,100.0
2813,r119,All doctorate recipients<sup>a</sup> -> Female -> Engineering -> Other engineering,All doctorate recipients<sup>a</sup>,Female,Engineering,Other engineering,4,307,315,392,502,486,519,480,562,594,594,93.5
2813,r120,All doctorate recipients<sup>a</sup> -> Female -> Education,All doctorate recipients<sup>a</sup>,Female,Education,,3,3624,3234,3298,3364,3311,3492,3601,3305,3328,3213,-11.3
2813,r121,All doctorate recipients<sup>a</sup> -> Female -> Education -> Education administration,All doctorate recipients<sup>a</sup>,Female,Education,Education administration,4,892,574,665,593,522,576,520,578,573,497,-44.3
2813,r122,All doctorate recipients<sup>a</sup> -> Female -> Education -> Education research,All doctorate recipients<sup>a</sup>,Female,Education,Education research,4,1736,1736,1807,1877,1828,1922,1666,1645,1738,1650,-5.0
2813,r123,All doctorate recipients<sup>a</sup> -> Female -> Education -> Teacher education,All doctorate recipients<sup>a</sup>,Female,Education,Teacher education,4,186,166,113,87,117,120,137,92,78,84,-54.8
2813,r124,All doctorate recipients<sup>a</sup> -> Female -> Education -> Teaching fields,All doctorate recipients<sup>a</sup>,Female,Education,Teaching fields,4,566,555,527,617,649,659,853,662,689,700,23.7
2813,r125,All doctorate recipients<sup>a</sup> -> Female -> Education -> Other education,All doctorate recipients<sup>a</sup>,Female,Education,Other education,4,244,203,186,190,195,215,425,328,250,282,15.6
2813,r126,All doctorate recipients<sup>a</sup> -> Female -> Humanities and arts,All doctorate recipients<sup>a</sup>,Female,Humanities and arts,,3,2552,2654,2818,2885,2760,2830,2842,2705,2572,2573,0.8
