table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_total_all_r_d_expenditures_passed_through,field_total_to_higher_education_subrecipients,field_total_to_businesses,field_total_to_nonprofit_organizations,field_total_to_other_subrecipients,field_federally_financed_all_r_d_expenditures_passed_through,field_federally_financed_to_higher_education_subrecipients,field_federally_financed_to_businesses,field_federally_financed_to_nonprofit_organizations,field_federally_financed_to_other_subrecipients
10169,r034,"United States -> Arkansas -> Public -> U. Arkansas, Little Rock",United States,Arkansas,Public,"U. Arkansas, Little Rock",4,"['1,910', '']","['1,910', '']","['0', '']","['0', '']","['0', '']","['1,910', '']","['1,910', '']","['0', '']","['0', '']","['0', '']"
10169,r035,"United States -> Arkansas -> Public -> U. Arkansas, Pine Bluff",United States,Arkansas,Public,"U. Arkansas, Pine Bluff",4,"['212', '']","['167', '']","['45', '']","['0', '']","['0', '']","['212', '']","['167', '']","['45', '']","['0', '']","['0', '']"
10169,r036,United States -> Arkansas -> Public -> U. Central Arkansas,United States,Arkansas,Public,U. Central Arkansas,4,"['186', '']","['179', '']","['0', '']","['0', '']","['7', '']","['75', '']","['75', '']","['0', '']","['0', '']","['0', '']"
10169,r037,United States -> California,United States,California,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10169,r038,United States -> California -> Public,United States,California,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10169,r039,"United States -> California -> Public -> California Polytechnic State U., San Luis Obispo",United States,California,Public,"California Polytechnic State U., San Luis Obispo",4,"['1,317', '']","['726', '']","['52', '']","['323', '']","['216', '']","['700', '']","['429', '']","['0', '']","['55', '']","['216', '']"
10169,r040,"United States -> California -> Public -> California State Polytechnic U., Humboldt",United States,California,Public,"California State Polytechnic U., Humboldt",4,"['1,435', '']","['153', '']","['318', '']","['5', '']","['959', '']","['111', '']","['0', '']","['111', '']","['0', '']","['0', '']"
10169,r041,"United States -> California -> Public -> California State Polytechnic U., Pomona",United States,California,Public,"California State Polytechnic U., Pomona",4,"['472', '']","['472', '']","['0', '']","['0', '']","['0', '']","['417', '']","['417', '']","['0', '']","['0', '']","['0', '']"
10169,r042,"United States -> California -> Public -> California State U., Bakersfield",United States,California,Public,"California State U., Bakersfield",4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10169,r043,"United States -> California -> Public -> California State U., Channel Islands",United States,California,Public,"California State U., Channel Islands",4,"['115', '']","['115', '']","['0', '']","['0', '']","['0', '']","['101', '']","['101', '']","['0', '']","['0', '']","['0', '']"
10169,r044,"United States -> California -> Public -> California State U., Chico",United States,California,Public,"California State U., Chico",4,"['752', '']","['600', '']","['119', '']","['33', '']","['0', '']","['722', '']","['570', '']","['119', '']","['33', '']","['0', '']"
10169,r045,"United States -> California -> Public -> California State U., Dominguez Hills",United States,California,Public,"California State U., Dominguez Hills",4,"['150', '']","['150', '']","['0', '']","['0', '']","['0', '']","['150', '']","['150', '']","['0', '']","['0', '']","['0', '']"
10169,r046,"United States -> California -> Public -> California State U., East Bay",United States,California,Public,"California State U., East Bay",4,"['5,072', '']","['243', '']","['0', '']","['2,182', '']","['2,647', '']","['4,571', '']","['107', '']","['0', '']","['2,182', '']","['2,282', '']"
10169,r047,"United States -> California -> Public -> California State U., Fresno",United States,California,Public,"California State U., Fresno",4,"['590', '']","['553', '']","['32', '']","['5', '']","['0', '']","['349', '']","['317', '']","['32', '']","['0', '']","['0', '']"
10169,r048,"United States -> California -> Public -> California State U., Fullerton",United States,California,Public,"California State U., Fullerton",4,"['283', '']","['172', '']","['110', '']","['1', '']","['0', '']","['282', '']","['172', '']","['110', '']","['0', '']","['0', '']"
10169,r049,"United States -> California -> Public -> California State U., Long Beach",United States,California,Public,"California State U., Long Beach",4,"['745', '']","['548', '']","['0', '']","['152', '']","['45', '']","['528', '']","['528', '']","['0', '']","['0', '']","['0', '']"
10169,r050,"United States -> California -> Public -> California State U., Los Angeles",United States,California,Public,"California State U., Los Angeles",4,"['326', '']","['247', '']","['0', '']","['79', '']","['0', '']","['273', '']","['194', '']","['0', '']","['79', '']","['0', '']"
10169,r051,"United States -> California -> Public -> California State U., Maritime Academy",United States,California,Public,"California State U., Maritime Academy",4,"['22', '']","['22', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10169,r052,"United States -> California -> Public -> California State U., Monterey Bay",United States,California,Public,"California State U., Monterey Bay",4,"['1,280', '']","['1,280', '']","['0', '']","['0', '']","['0', '']","['673', '']","['673', '']","['0', '']","['0', '']","['0', '']"
10169,r053,"United States -> California -> Public -> California State U., Northridge",United States,California,Public,"California State U., Northridge",4,"['761', '']","['711', '']","['0', '']","['50', '']","['0', '']","['665', '']","['635', '']","['0', '']","['30', '']","['0', '']"
10169,r054,"United States -> California -> Public -> California State U., Sacramento",United States,California,Public,"California State U., Sacramento",4,"['3,419', '']","['935', '']","['2,455', '']","['5', '']","['24', '']","['71', '']","['51', '']","['0', '']","['5', '']","['15', '']"
10169,r055,"United States -> California -> Public -> California State U., San Bernardino",United States,California,Public,"California State U., San Bernardino",4,"['526', '']","['526', '']","['0', '']","['0', '']","['0', '']","['156', '']","['156', '']","['0', '']","['0', '']","['0', '']"
10169,r056,"United States -> California -> Public -> California State U., San Marcos",United States,California,Public,"California State U., San Marcos",4,"['555', '']","['514', '']","['0', '']","['41', '']","['0', '']","['541', '']","['500', '']","['0', '']","['41', '']","['0', '']"
10169,r057,"United States -> California -> Public -> California State U., Stanislaus",United States,California,Public,"California State U., Stanislaus",4,"['49', '']","['49', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10169,r058,United States -> California -> Public -> Naval Postgraduate School,United States,California,Public,Naval Postgraduate School,4,"['1,194', 'i']","['1,194', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['1,194', 'i']","['1,194', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
10169,r059,United States -> California -> Public -> San Diego State U.,United States,California,Public,San Diego State U.,4,"['5,956', '']","['3,546', '']","['200', '']","['1,493', '']","['717', '']","['5,132', '']","['3,156', '']","['200', '']","['1,255', '']","['521', '']"
10169,r060,United States -> California -> Public -> San Francisco State U.,United States,California,Public,San Francisco State U.,4,"['1,558', '']","['1,247', '']","['59', '']","['106', '']","['146', '']","['1,217', '']","['1,082', '']","['0', '']","['36', '']","['99', '']"
10169,r061,United States -> California -> Public -> San Jose State U.,United States,California,Public,San Jose State U.,4,"['3,527', '']","['3,465', '']","['0', '']","['28', '']","['34', '']","['974', '']","['933', '']","['0', '']","['28', '']","['13', '']"
10169,r062,United States -> California -> Public -> Sonoma State U.,United States,California,Public,Sonoma State U.,4,"['723', '']","['231', '']","['33', '']","['459', '']","['0', '']","['723', '']","['231', '']","['33', '']","['459', '']","['0', '']"
10169,r063,"United States -> California -> Public -> U. California, Berkeley",United States,California,Public,"U. California, Berkeley",4,"['82,865', '']","['46,816', 'i']","['15,622', 'i']","['10,939', 'i']","['9,488', 'i']","['64,337', '']","['36,617', 'i']","['12,192', 'i']","['8,606', 'i']","['6,922', 'i']"
10169,r064,"United States -> California -> Public -> U. California, Davis",United States,California,Public,"U. California, Davis",4,"['52,099', '']","['29,640', 'i']","['9,876', 'i']","['6,969', 'i']","['5,614', 'i']","['51,877', '']","['29,524', 'i']","['9,832', 'i']","['6,939', 'i']","['5,582', 'i']"
10169,r065,"United States -> California -> Public -> U. California, Irvine",United States,California,Public,"U. California, Irvine",4,"['28,949', '']","['24,531', 'i']","['1,522', 'i']","['2,705', 'i']","['191', 'i']","['25,173', '']","['21,398', 'i']","['1,257', 'i']","['2,518', 'i']","['0', 'i']"
10169,r066,"United States -> California -> Public -> U. California, Los Angeles",United States,California,Public,"U. California, Los Angeles",4,"['196,118', '']","['107,303', 'i']","['38,369', 'i']","['26,827', 'i']","['23,619', 'i']","['148,407', '']","['84,467', 'i']","['28,125', 'i']","['19,856', 'i']","['15,959', 'i']"
10169,r067,"United States -> California -> Public -> U. California, Merced",United States,California,Public,"U. California, Merced",4,"['1,775', '']","['490', 'i']","['174', 'i']","['122', 'i']","['989', 'i']","['887', '']","['490', 'i']","['174', 'i']","['122', 'i']","['101', 'i']"
10169,r068,"United States -> California -> Public -> U. California, Office of the President",United States,California,Public,"U. California, Office of the President",4,"['25', '']","['0', 'i']","['0', 'i']","['0', 'i']","['25', 'i']","['0', '']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
10169,r069,"United States -> California -> Public -> U. California, Riverside",United States,California,Public,"U. California, Riverside",4,"['13,642', '']","['12,837', 'i']","['342', 'i']","['463', 'i']","['0', 'i']","['10,662', '']","['9,967', 'i']","['232', 'i']","['463', 'i']","['0', 'i']"
10169,r070,"United States -> California -> Public -> U. California, San Diego",United States,California,Public,"U. California, San Diego",4,"['126,465', '']","['70,675', 'i']","['24,126', 'i']","['16,873', 'i']","['14,791', 'i']","['95,158', '']","['54,158', 'i']","['18,033', 'i']","['12,729', 'i']","['10,238', 'i']"
10169,r071,"United States -> California -> Public -> U. California, San Francisco",United States,California,Public,"U. California, San Francisco",4,"['145,634', '']","['80,539', 'i']","['28,097', 'i']","['19,633', 'i']","['17,365', 'i']","['106,666', '']","['60,708', 'i']","['20,214', 'i']","['14,269', 'i']","['11,475', 'i']"
10169,r072,"United States -> California -> Public -> U. California, Santa Barbara",United States,California,Public,"U. California, Santa Barbara",4,"['25,474', '']","['19,070', 'i']","['2,192', 'i']","['798', 'i']","['3,414', 'i']","['17,937', '']","['14,549', 'i']","['2,192', 'i']","['798', 'i']","['398', 'i']"
10169,r073,"United States -> California -> Public -> U. California, Santa Cruz",United States,California,Public,"U. California, Santa Cruz",4,"['14,816', '']","['10,667', 'i']","['2,473', 'i']","['1,676', 'i']","['0', 'i']","['12,998', '']","['9,086', 'i']","['2,236', 'i']","['1,676', 'i']","['0', 'i']"
10169,r074,United States -> California -> Private,United States,California,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10169,r075,United States -> California -> Private -> Azusa Pacific U.,United States,California,Private,Azusa Pacific U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10169,r076,United States -> California -> Private -> Biola U.,United States,California,Private,Biola U.,4,"['120', 'i']","['62', 'i']","['18', 'i']","['31', 'i']","['9', 'i']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10169,r077,United States -> California -> Private -> California Institute of Technology,United States,California,Private,California Institute of Technology,4,"['64,169', '']","['40,688', '']","['17,892', '']","['2,369', '']","['3,220', '']","['54,927', '']","['35,371', '']","['15,578', '']","['2,197', '']","['1,781', '']"
10169,r078,United States -> California -> Private -> California Lutheran U.,United States,California,Private,California Lutheran U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10169,r079,United States -> California -> Private -> Chapman U.,United States,California,Private,Chapman U.,4,"['3,888', '']","['3,810', '']","['0', '']","['78', '']","['0', '']","['2,578', '']","['2,500', '']","['0', '']","['78', '']","['0', '']"
10169,r080,United States -> California -> Private -> Charles R. Drew U. of Medicine and Science,United States,California,Private,Charles R. Drew U. of Medicine and Science,4,"['1,098', '']","['0', '']","['0', '']","['1,098', '']","['0', '']","['1,098', '']","['0', '']","['0', '']","['1,098', '']","['0', '']"
10169,r081,United States -> California -> Private -> Claremont Graduate U.,United States,California,Private,Claremont Graduate U.,4,"['304', '']","['304', '']","['0', '']","['0', '']","['0', '']","['11', '']","['11', '']","['0', '']","['0', '']","['0', '']"
10169,r082,United States -> California -> Private -> Claremont McKenna C.,United States,California,Private,Claremont McKenna C.,4,"['300', '']","['300', '']","['0', '']","['0', '']","['0', '']","['300', '']","['300', '']","['0', '']","['0', '']","['0', '']"
10169,r083,United States -> California -> Private -> Harvey Mudd C.,United States,California,Private,Harvey Mudd C.,4,"['46', '']","['46', '']","['0', '']","['0', '']","['0', '']","['46', '']","['46', '']","['0', '']","['0', '']","['0', '']"
10169,r084,United States -> California -> Private -> High Tech High Graduate School of Ed.,United States,California,Private,High Tech High Graduate School of Ed.,4,"['113', '']","['113', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10169,r085,United States -> California -> Private -> Keck Graduate Institute,United States,California,Private,Keck Graduate Institute,4,"['6', '']","['6', '']","['0', '']","['0', '']","['0', '']","['6', '']","['6', '']","['0', '']","['0', '']","['0', '']"
10169,r086,United States -> California -> Private -> La Sierra U.,United States,California,Private,La Sierra U.,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10169,r087,United States -> California -> Private -> Loma Linda U.,United States,California,Private,Loma Linda U.,4,"['1,116', '']","['808', '']","['174', '']","['112', '']","['22', '']","['778', '']","['643', '']","['1', '']","['112', '']","['22', '']"
10169,r088,United States -> California -> Private -> Loyola Marymount U.,United States,California,Private,Loyola Marymount U.,4,"['332', '']","['310', '']","['0', '']","['22', '']","['0', '']","['270', '']","['270', '']","['0', '']","['0', '']","['0', '']"
10169,r089,United States -> California -> Private -> Marshall B. Ketchum U.,United States,California,Private,Marshall B. Ketchum U.,4,"['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
10169,r090,United States -> California -> Private -> Occidental C.,United States,California,Private,Occidental C.,4,"['133', 'i']","['117', 'i']","['0', 'i']","['0', 'i']","['16', 'i']","['117', 'i']","['117', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
10169,r091,United States -> California -> Private -> Pepperdine U.,United States,California,Private,Pepperdine U.,4,"['260', '']","['159', '']","['0', '']","['101', '']","['0', '']","['24', '']","['24', '']","['0', '']","['0', '']","['0', '']"
10169,r092,United States -> California -> Private -> Pomona C.,United States,California,Private,Pomona C.,4,"['11', '']","['11', '']","['0', '']","['0', '']","['0', '']","['11', '']","['11', '']","['0', '']","['0', '']","['0', '']"
10169,r093,United States -> California -> Private -> Santa Clara U.,United States,California,Private,Santa Clara U.,4,"['147', '']","['57', '']","['0', '']","['90', '']","['0', '']","['147', '']","['57', '']","['0', '']","['90', '']","['0', '']"
10169,r094,United States -> California -> Private -> Scripps Research Institute,United States,California,Private,Scripps Research Institute,4,"['58,159', '']","['15,920', '']","['14,390', '']","['26,409', '']","['1,440', '']","['57,362', '']","['15,123', '']","['14,390', '']","['26,409', '']","['1,440', '']"
10169,r095,United States -> California -> Private -> Stanford U.,United States,California,Private,Stanford U.,4,"['97,533', '']","['62,587', '']","['6,138', '']","['17,823', '']","['10,985', '']","['81,595', '']","['53,454', '']","['4,731', '']","['15,256', '']","['8,154', '']"
10169,r096,"United States -> California -> Private -> Touro U., California",United States,California,Private,"Touro U., California",4,"['10', '']","['10', '']","['0', '']","['0', '']","['0', '']","['10', '']","['10', '']","['0', '']","['0', '']","['0', '']"
10169,r097,United States -> California -> Private -> U. of the Pacific,United States,California,Private,U. of the Pacific,4,"['22', '']","['18', '']","['4', '']","['0', '']","['0', '']","['22', '']","['18', '']","['4', '']","['0', '']","['0', '']"
10169,r098,United States -> California -> Private -> U. San Diego,United States,California,Private,U. San Diego,4,"['1,679', '']","['1,250', '']","['47', '']","['360', '']","['22', '']","['1,329', '']","['1,114', '']","['0', '']","['215', '']","['0', '']"
10169,r099,United States -> California -> Private -> U. San Francisco,United States,California,Private,U. San Francisco,4,"['27', '']","['27', '']","['0', '']","['0', '']","['0', '']","['24', '']","['24', '']","['0', '']","['0', '']","['0', '']"
10169,r100,United States -> California -> Private -> U. Southern California,United States,California,Private,U. Southern California,4,"['150,298', '']","['91,990', '']","['19,903', '']","['36,352', '']","['2,053', '']","['114,922', '']","['75,554', '']","['11,772', '']","['25,908', '']","['1,688', '']"
10169,r101,United States -> California -> Private -> Western U. of Health Sciences,United States,California,Private,Western U. of Health Sciences,4,"['789', '']","['411', '']","['301', '']","['0', '']","['77', '']","['789', '']","['411', '']","['301', '']","['0', '']","['77', '']"
10169,r102,United States -> Colorado,United States,Colorado,,,2,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10169,r103,United States -> Colorado -> Public,United States,Colorado,Public,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
10169,r104,United States -> Colorado -> Public -> Colorado School of Mines,United States,Colorado,Public,Colorado School of Mines,4,"['8,248', '']","['5,747', '']","['1,846', '']","['422', '']","['233', '']","['7,814', '']","['5,370', '']","['1,826', '']","['400', '']","['218', '']"
10169,r105,"United States -> Colorado -> Public -> Colorado State U., Fort Collins",United States,Colorado,Public,"Colorado State U., Fort Collins",4,"['25,024', '']","['17,241', '']","['3,174', '']","['1,807', '']","['2,802', '']","['22,190', '']","['15,469', '']","['2,852', '']","['1,515', '']","['2,354', '']"
10169,r106,"United States -> Colorado -> Public -> Colorado State U., Pueblo",United States,Colorado,Public,"Colorado State U., Pueblo",4,"['84', '']","['84', '']","['0', '']","['0', '']","['0', '']","['84', '']","['84', '']","['0', '']","['0', '']","['0', '']"
10169,r107,United States -> Colorado -> Public -> Fort Lewis C.,United States,Colorado,Public,Fort Lewis C.,4,"['336', '']","['336', '']","['0', '']","['0', '']","['0', '']","['336', '']","['336', '']","['0', '']","['0', '']","['0', '']"
10169,r108,United States -> Colorado -> Public -> U. Colorado Anschutz Medical Campus<sup>a</sup>,United States,Colorado,Public,U. Colorado Anschutz Medical Campus<sup>a</sup>,4,"['58,673', '']","['33,197', '']","['6,156', '']","['12,824', '']","['6,496', '']","['47,983', '']","['29,741', '']","['4,788', '']","['10,569', '']","['2,885', '']"
10169,r109,United States -> Colorado -> Public -> U. Colorado Boulder,United States,Colorado,Public,U. Colorado Boulder,4,"['80,995', '']","['35,087', '']","['38,561', '']","['3,858', '']","['3,489', '']","['75,375', '']","['32,399', '']","['37,282', '']","['2,934', '']","['2,760', '']"
10169,r110,United States -> Colorado -> Public -> U. Colorado Colorado Springs,United States,Colorado,Public,U. Colorado Colorado Springs,4,"['863', '']","['825', '']","['24', '']","['14', '']","['0', '']","['840', '']","['802', '']","['24', '']","['14', '']","['0', '']"
10169,r111,United States -> Colorado -> Public -> U. Colorado Denver<sup>a</sup>,United States,Colorado,Public,U. Colorado Denver<sup>a</sup>,4,"['490', '']","['343', '']","['84', '']","['3', '']","['60', '']","['398', '']","['340', '']","['55', '']","['3', '']","['0', '']"
10169,r112,United States -> Colorado -> Public -> U. Northern Colorado,United States,Colorado,Public,U. Northern Colorado,4,"['184', '']","['161', '']","['23', '']","['0', '']","['0', '']","['184', '']","['161', '']","['23', '']","['0', '']","['0', '']"
10169,r113,United States -> Colorado -> Public -> U.S. Air Force Academy,United States,Colorado,Public,U.S. Air Force Academy,4,"['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
10169,r114,United States -> Colorado -> Private,United States,Colorado,Private,,3,"['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']","['', '']"
