table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_2017,field_2018,field_2019,field_2020
5463,r061,Georgia -> Public -> Georgia Gwinnett C.,Georgia,Public,Georgia Gwinnett C.,3,"['492', '']","['522', '']","['610', '']","['478', '']"
5463,r062,Georgia -> Public -> Middle Georgia State U.,Georgia,Public,Middle Georgia State U.,3,"['ne', '']","['ne', '']","['250', '']","['335', '']"
5463,r063,Georgia -> Public -> U. West Georgia,Georgia,Public,U. West Georgia,3,"['510', '']","['397', '']","['508', '']","['483', '']"
5463,r064,Georgia -> Public -> Valdosta State U.,Georgia,Public,Valdosta State U.,3,"['384', '']","['444', '']","['424', '']","['496', '']"
5463,r065,Georgia -> Private,Georgia,Private,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r066,Georgia -> Private -> Agnes Scott C.,Georgia,Private,Agnes Scott C.,3,"['313', '']","['287', '']","['229', '']","['152', '']"
5463,r067,Georgia -> Private -> Berry C.,Georgia,Private,Berry C.,3,"['409', '']","['301', '']","['553', '']","['646', '']"
5463,r068,Georgia -> Private -> Life U.,Georgia,Private,Life U.,3,"['179', '']","['176', '']","['207', '']","['429', '']"
5463,r069,Hawaii,Hawaii,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r070,Hawaii -> Public,Hawaii,Public,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r071,"Hawaii -> Public -> U. Hawaii, Maui C.",Hawaii,Public,"U. Hawaii, Maui C.",3,"['ne', '']","['284', '']","['833', '']","['1,033', '']"
5463,r072,Idaho,Idaho,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r073,Idaho -> Public,Idaho,Public,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r074,Idaho -> Public -> Lewis-Clark State C.,Idaho,Public,Lewis-Clark State C.,3,"['378', '']","['627', '']","['599', '']","['660', '']"
5463,r075,Idaho -> Private,Idaho,Private,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r076,Idaho -> Private -> Northwest Nazarene U.,Idaho,Private,Northwest Nazarene U.,3,"['696', '']","['686', '']","['447', '']","['408', '']"
5463,r077,Illinois,Illinois,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r078,Illinois -> Public,Illinois,Public,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r079,Illinois -> Public -> Chicago State U.,Illinois,Public,Chicago State U.,3,"['1,861', '']","['1,154', '']","['898', '']","['980', '']"
5463,r080,Illinois -> Public -> Eastern Illinois U.,Illinois,Public,Eastern Illinois U.,3,"['901', '']","['743', '']","['700', '']","['540', '']"
5463,r081,Illinois -> Public -> Governors State U.,Illinois,Public,Governors State U.,3,"['655', '']","['698', '']","['735', '']","['508', '']"
5463,r082,Illinois -> Private,Illinois,Private,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r083,Illinois -> Private -> Augustana C.,Illinois,Private,Augustana C.,3,"['255', '']","['284', '']","['237', '']","['205', '']"
5463,r084,Illinois -> Private -> Elmhurst U.,Illinois,Private,Elmhurst U.,3,"['ne', '']","['154', '']","['224', '']","['209', '']"
5463,r085,Illinois -> Private -> Illinois C. of Optometry,Illinois,Private,Illinois C. of Optometry,3,"['329', '']","['179', '']","['326', '']","['478', '']"
5463,r086,Illinois -> Private -> Lake Forest C.,Illinois,Private,Lake Forest C.,3,"['457', 'i']","['459', '']","['416', 'i']","['372', '']"
5463,r087,Indiana,Indiana,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r088,Indiana -> Public,Indiana,Public,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r089,"Indiana -> Public -> Indiana U., Kokomo",Indiana,Public,"Indiana U., Kokomo",3,"['335', '']","['405', '']","['393', '']","['483', '']"
5463,r090,"Indiana -> Public -> Indiana U., Northwest",Indiana,Public,"Indiana U., Northwest",3,"['355', '']","['200', '']","['509', '']","['488', '']"
5463,r091,"Indiana -> Public -> Indiana U., South Bend",Indiana,Public,"Indiana U., South Bend",3,"['1,039', '']","['958', '']","['968', '']","['1,249', '']"
5463,r092,"Indiana -> Public -> Indiana U., Southeast",Indiana,Public,"Indiana U., Southeast",3,"['505', '']","['588', '']","['557', '']","['582', '']"
5463,r093,Indiana -> Public -> U. Southern Indiana,Indiana,Public,U. Southern Indiana,3,"['ne', '']","['298', '']","['362', '']","['300', '']"
5463,r094,Indiana -> Private,Indiana,Private,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r095,Indiana -> Private -> Butler U.,Indiana,Private,Butler U.,3,"['525', '']","['938', '']","['680', '']","['679', '']"
5463,r096,Indiana -> Private -> DePauw U.,Indiana,Private,DePauw U.,3,"['327', '']","['308', '']","['308', '']","['253', '']"
5463,r097,Indiana -> Private -> Earlham C.,Indiana,Private,Earlham C.,3,"['603', '']","['451', '']","['456', '']","['165', '']"
5463,r098,Indiana -> Private -> Indiana Wesleyan U.,Indiana,Private,Indiana Wesleyan U.,3,"['615', '']","['418', '']","['706', '']","['316', '']"
5463,r099,Indiana -> Private -> Manchester U.,Indiana,Private,Manchester U.,3,"['469', '']","['551', '']","['541', '']","['286', '']"
5463,r100,Indiana -> Private -> Taylor U.,Indiana,Private,Taylor U.,3,"['212', '']","['205', '']","['225', '']","['232', '']"
5463,r101,Indiana -> Private -> U. Evansville,Indiana,Private,U. Evansville,3,"['389', '']","['268', '']","['350', '']","['245', '']"
5463,r102,Indiana -> Private -> Valparaiso U.,Indiana,Private,Valparaiso U.,3,"['1,956', 'i']","['870', '']","['763', '']","['718', '']"
5463,r103,Iowa,Iowa,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r104,Iowa -> Private,Iowa,Private,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r105,Iowa -> Private -> Coe C.,Iowa,Private,Coe C.,3,"['546', '']","['623', '']","['699', '']","['561', '']"
5463,r106,Iowa -> Private -> Cornell C.,Iowa,Private,Cornell C.,3,"['510', '']","['423', '']","['397', 'i']","['370', '']"
5463,r107,Iowa -> Private -> Dordt U.,Iowa,Private,Dordt U.,3,"['641', '']","['848', '']","['920', '']","['1,106', '']"
5463,r108,Iowa -> Private -> Drake U.,Iowa,Private,Drake U.,3,"['1,215', '']","['1,103', '']","['865', '']","['1,201', '']"
5463,r109,Iowa -> Private -> Luther C.,Iowa,Private,Luther C.,3,"['838', '']","['685', '']","['451', '']","['365', '']"
5463,r110,Kansas,Kansas,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r111,Kansas -> Public,Kansas,Public,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r112,Kansas -> Public -> Emporia State U.,Kansas,Public,Emporia State U.,3,"['367', '']","['732', '']","['777', '']","['594', '']"
5463,r113,Kentucky,Kentucky,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r114,Kentucky -> Private,Kentucky,Private,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r115,Kentucky -> Private -> Centre C.,Kentucky,Private,Centre C.,3,"['498', '']","['495', '']","['506', '']","['376', '']"
5463,r116,Louisiana,Louisiana,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r117,Louisiana -> Public,Louisiana,Public,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r118,"Louisiana -> Public -> Louisiana State U., Shreveport",Louisiana,Public,"Louisiana State U., Shreveport",3,"['705', '']","['707', '']","['572', '']","['494', '']"
5463,r119,Louisiana -> Public -> McNeese State U.,Louisiana,Public,McNeese State U.,3,"['1,467', '']","['416', '']","['370', '']","['585', '']"
5463,r120,Louisiana -> Public -> Nicholls State U.,Louisiana,Public,Nicholls State U.,3,"['866', '']","['496', '']","['738', '']","['650', '']"
5463,r121,"Louisiana -> Public -> Southern U., New Orleans",Louisiana,Public,"Southern U., New Orleans",3,"['264', '']","['597', '']","['596', '']","['310', '']"
5463,r122,Louisiana -> Private,Louisiana,Private,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r123,"Louisiana -> Private -> Loyola U., New Orleans",Louisiana,Private,"Loyola U., New Orleans",3,"['541', '']","['461', '']","['443', '']","['338', '']"
5463,r124,Maine,Maine,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r125,Maine -> Public,Maine,Public,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r126,Maine -> Public -> U. Maine Farmington,Maine,Public,U. Maine Farmington,3,"['ne', '']","['ne', '']","['526', 'i']","['961', 'i']"
5463,r127,Maryland,Maryland,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r128,Maryland -> Public,Maryland,Public,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r129,Maryland -> Public -> Coppin State U.,Maryland,Public,Coppin State U.,3,"['230', '']","['233', '']","['243', '']","['202', '']"
5463,r130,Maryland -> Public -> St. Mary's C. Maryland,Maryland,Public,St. Mary's C. Maryland,3,"['662', '']","['295', '']","['369', '']","['556', '']"
5463,r131,Maryland -> Private,Maryland,Private,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r132,Maryland -> Private -> Goucher C.,Maryland,Private,Goucher C.,3,"['336', '']","['328', '']","['450', '']","['245', '']"
5463,r133,"Maryland -> Private -> Loyola U., Maryland",Maryland,Private,"Loyola U., Maryland",3,"['784', '']","['614', '']","['663', '']","['672', '']"
5463,r134,Maryland -> Private -> Maryland Institute C. of Art,Maryland,Private,Maryland Institute C. of Art,3,"['499', '']","['624', '']","['494', '']","['618', '']"
5463,r135,Massachusetts,Massachusetts,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r136,Massachusetts -> Public,Massachusetts,Public,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r137,Massachusetts -> Public -> Bridgewater State U.,Massachusetts,Public,Bridgewater State U.,3,"['393', '']","['190', '']","['331', '']","['345', '']"
5463,r138,Massachusetts -> Private,Massachusetts,Private,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r139,Massachusetts -> Private -> Bentley U.,Massachusetts,Private,Bentley U.,3,"['562', '']","['620', '']","['465', '']","['777', '']"
5463,r140,Massachusetts -> Private -> C. of the Holy Cross,Massachusetts,Private,C. of the Holy Cross,3,"['673', '']","['612', '']","['477', '']","['321', '']"
5463,r141,Massachusetts -> Private -> Hampshire C.,Massachusetts,Private,Hampshire C.,3,"['585', '']","['348', '']","['225', '']","['212', '']"
5463,r142,Massachusetts -> Private -> Hult International Business School,Massachusetts,Private,Hult International Business School,3,"['1,014', 'i']","['973', 'i']","['959', 'i']","['910', 'i']"
5463,r143,Massachusetts -> Private -> Lasell U.,Massachusetts,Private,Lasell U.,3,"['ne', '']","['ne', '']","['163', '']","['189', '']"
5463,r144,Massachusetts -> Private -> MCPHS U.,Massachusetts,Private,MCPHS U.,3,"['720', '']","['600', '']","['606', '']","['473', '']"
5463,r145,Massachusetts -> Private -> Simmons U.,Massachusetts,Private,Simmons U.,3,"['306', '']","['386', '']","['472', '']","['604', '']"
5463,r146,Massachusetts -> Private -> Western New England U.,Massachusetts,Private,Western New England U.,3,"['610', '']","['479', '']","['283', '']","['505', '']"
5463,r147,"Massachusetts -> Private -> Wheaton C., Norton",Massachusetts,Private,"Wheaton C., Norton",3,"['223', '']","['185', '']","['240', '']","['281', '']"
5463,r148,Michigan,Michigan,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r149,Michigan -> Public,Michigan,Public,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r150,Michigan -> Public -> Ferris State U.,Michigan,Public,Ferris State U.,3,"['728', '']","['597', '']","['366', '']","['394', '']"
5463,r151,Michigan -> Public -> Lake Superior State U.,Michigan,Public,Lake Superior State U.,3,"['1,067', '']","['633', '']","['830', '']","['935', '']"
5463,r152,Michigan -> Private,Michigan,Private,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r153,Michigan -> Private -> Kalamazoo C.,Michigan,Private,Kalamazoo C.,3,"['671', '']","['644', 'i']","['635', 'i']","['603', 'i']"
5463,r154,Minnesota,Minnesota,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r155,Minnesota -> Public,Minnesota,Public,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r156,Minnesota -> Public -> Metropolitan State U.,Minnesota,Public,Metropolitan State U.,3,"['ne', '']","['ne', '']","['150', 'i']","['156', 'i']"
5463,r157,"Minnesota -> Public -> Minnesota State U., Moorhead",Minnesota,Public,"Minnesota State U., Moorhead",3,"['604', '']","['327', '']","['209', '']","['169', '']"
5463,r158,"Minnesota -> Public -> U. Minnesota, Crookston",Minnesota,Public,"U. Minnesota, Crookston",3,"['ne', '']","['449', '']","['282', '']","['210', '']"
5463,r159,"Minnesota -> Public -> U. Minnesota, Rochester",Minnesota,Public,"U. Minnesota, Rochester",3,"['617', '']","['636', '']","['639', '']","['733', '']"
5463,r160,Minnesota -> Public -> Winona State U.,Minnesota,Public,Winona State U.,3,"['349', '']","['462', '']","['480', '']","['516', '']"
5463,r161,Minnesota -> Private,Minnesota,Private,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r162,Minnesota -> Private -> Augsburg U.,Minnesota,Private,Augsburg U.,3,"['1,141', '']","['1,051', '']","['991', '']","['883', '']"
5463,r163,Minnesota -> Private -> Bethany Global U.,Minnesota,Private,Bethany Global U.,3,"['ne', '']","['ne', '']","['ne', '']","['150', 'i']"
5463,r164,"Minnesota -> Private -> Concordia C., Moorhead",Minnesota,Private,"Concordia C., Moorhead",3,"['ne', '']","['ne', '']","['ne', '']","['275', '']"
5463,r165,Minnesota -> Private -> Gustavus Adolphus C.,Minnesota,Private,Gustavus Adolphus C.,3,"['641', '']","['597', '']","['808', '']","['843', '']"
5463,r166,Minnesota -> Private -> Saint Mary's U. Minnesota,Minnesota,Private,Saint Mary's U. Minnesota,3,"['153', '']","['680', '']","['603', '']","['610', '']"
5463,r167,Minnesota -> Private -> St. Catherine U.,Minnesota,Private,St. Catherine U.,3,"['605', '']","['814', '']","['267', '']","['963', '']"
5463,r168,Mississippi,Mississippi,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r169,Mississippi -> Public,Mississippi,Public,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r170,Mississippi -> Public -> Delta State U.,Mississippi,Public,Delta State U.,3,"['483', '']","['489', '']","['204', '']","['592', '']"
5463,r171,Mississippi -> Public -> Mississippi Valley State U.,Mississippi,Public,Mississippi Valley State U.,3,"['806', '']","['944', '']","['986', '']","['653', '']"
5463,r172,Mississippi -> Private,Mississippi,Private,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r173,Mississippi -> Private -> Millsaps C.,Mississippi,Private,Millsaps C.,3,"['839', '']","['552', '']","['243', '']","['228', '']"
5463,r174,Missouri,Missouri,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r175,Missouri -> Public,Missouri,Public,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r176,Missouri -> Public -> Missouri Western State U.,Missouri,Public,Missouri Western State U.,3,"['286', '']","['500', '']","['176', '']","['306', '']"
5463,r177,Missouri -> Public -> Northwest Missouri State U.,Missouri,Public,Northwest Missouri State U.,3,"['586', '']","['234', '']","['192', '']","['239', '']"
5463,r178,Missouri -> Public -> Southeast Missouri State U.,Missouri,Public,Southeast Missouri State U.,3,"['604', '']","['511', '']","['372', '']","['232', '']"
5463,r179,Missouri -> Public -> Truman State U.,Missouri,Public,Truman State U.,3,"['374', '']","['332', '']","['285', '']","['296', '']"
5463,r180,Missouri -> Public -> U. Central Missouri,Missouri,Public,U. Central Missouri,3,"['289', '']","['315', '']","['415', '']","['401', '']"
5463,r181,Missouri -> Private,Missouri,Private,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r182,Missouri -> Private -> A. T. Still U.,Missouri,Private,A. T. Still U.,3,"['782', '']","['1,492', '']","['644', '']","['656', '']"
5463,r183,Missouri -> Private -> Graduate School of the Stowers Institute for Medical Research,Missouri,Private,Graduate School of the Stowers Institute for Medical Research,3,"['ne', '']","['ne', '']","['ne', '']","['416', '']"
5463,r184,Missouri -> Private -> Kansas City U. of Medicine and Biosciences,Missouri,Private,Kansas City U. of Medicine and Biosciences,3,"['896', '']","['251', '']","['245', '']","['235', '']"
5463,r185,Montana,Montana,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r186,Montana -> Public,Montana,Public,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r187,"Montana -> Public -> Montana State U., Billings",Montana,Public,"Montana State U., Billings",3,"['573', '']","['593', '']","['545', '']","['399', '']"
5463,r188,"Montana -> Public -> Montana State U., Northern",Montana,Public,"Montana State U., Northern",3,"['481', '']","['258', '']","['236', '']","['322', '']"
5463,r189,Nevada,Nevada,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r190,Nevada -> Public,Nevada,Public,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r191,Nevada -> Public -> C. Southern Nevada,Nevada,Public,C. Southern Nevada,3,"['ne', '']","['211', '']","['232', '']","['194', '']"
5463,r192,Nevada -> Public -> Nevada State C.,Nevada,Public,Nevada State C.,3,"['ne', '']","['796', '']","['701', '']","['561', '']"
5463,r193,New Hampshire,New Hampshire,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r194,New Hampshire -> Public,New Hampshire,Public,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r195,New Hampshire -> Public -> Plymouth State U.,New Hampshire,Public,Plymouth State U.,3,"['1,131', '']","['990', '']","['880', '']","['664', '']"
5463,r196,New Jersey,New Jersey,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r197,New Jersey -> Public,New Jersey,Public,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r198,New Jersey -> Public -> Ramapo C. New Jersey,New Jersey,Public,Ramapo C. New Jersey,3,"['383', '']","['401', '']","['351', '']","['441', '']"
5463,r199,New Jersey -> Private,New Jersey,Private,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r200,New Jersey -> Private -> Fairleigh Dickinson U.,New Jersey,Private,Fairleigh Dickinson U.,3,"['643', '']","['917', '']","['791', '']","['656', '']"
5463,r201,New Jersey -> Private -> Rider U.,New Jersey,Private,Rider U.,3,"['1,565', '']","['1,363', '']","['228', '']","['170', '']"
5463,r202,New Mexico,New Mexico,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r203,New Mexico -> Public,New Mexico,Public,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r204,"New Mexico -> Public -> Eastern New Mexico U., Portales",New Mexico,Public,"Eastern New Mexico U., Portales",3,"['492', '']","['341', '']","['292', '']","['358', '']"
5463,r205,New Mexico -> Public -> Northern New Mexico C.,New Mexico,Public,Northern New Mexico C.,3,"['ne', '']","['844', '']","['581', '']","['404', '']"
5463,r206,New York,New York,,,1,"['', '']","['', '']","['', '']","['', '']"
5463,r207,New York -> Public,New York,Public,,2,"['', '']","['', '']","['', '']","['', '']"
5463,r208,"New York -> Public -> SUNY, C. Cortland",New York,Public,"SUNY, C. Cortland",3,"['611', '']","['463', '']","['527', '']","['255', '']"
5463,r209,"New York -> Public -> SUNY, C. Old Westbury",New York,Public,"SUNY, C. Old Westbury",3,"['ne', '']","['ne', '']","['ne', '']","['150', 'i']"
5463,r210,"New York -> Public -> SUNY, Cobleskill",New York,Public,"SUNY, Cobleskill",3,"['ne', '']","['ne', '']","['ne', '']","['625', '']"
5463,r211,"New York -> Public -> SUNY, Delhi",New York,Public,"SUNY, Delhi",3,"['169', '']","['280', '']","['634', '']","['726', '']"
5463,r212,"New York -> Public -> SUNY, Farmingdale State C.",New York,Public,"SUNY, Farmingdale State C.",3,"['ne', '']","['ne', '']","['ne', '']","['589', '']"
5463,r213,"New York -> Public -> SUNY, New Paltz",New York,Public,"SUNY, New Paltz",3,"['578', '']","['668', '']","['494', '']","['330', '']"
