table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2017,field_2018,field_2019_all_engineering,field_2019_aerospace_aeronautical_and_astronautical_engineering,field_2019_bioengineering_and_biomedical_engineering,field_2019_chemical_engineering,field_2019_civil_engineering,field_2019_electrical_electronic_and_communications_engineering,field_2019_industrial_and_manufacturing_engineering,field_2019_mechanical_engineering,field_2019_metallurgical_and_materials_engineering,field_2019_engineering_nec_
3169,r011,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,10,"['105,798', '']","['105,657', '']","['111,292', '']","['14,283', '']","['5,974', '']","['8,601', '']","['5,938', '']","['24,966', '']","['5,438', '']","['15,425', '']","['9,769', '']","['20,898', '']"
3169,r012,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,11,"['98,022', '']","['103,714', '']","['108,560', '']","['7,087', '']","['19,498', '']","['6,200', '']","['14,018', '']","['25,978', '']","['1,238', '']","['9,090', '']","['4,186', '']","['21,265', '']"
3169,r013,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,12,"['84,497', '']","['98,261', '']","['104,138', '']","['8,239', '']","['11,108', '']","['2,136', '']","['8,098', '']","['29,778', '']","['7,712', '']","['14,827', '']","['7,178', '']","['15,062', '']"
3169,r014,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,13,"['85,054', '']","['86,829', '']","['92,099', '']","['42,269', '']","['9,435', '']","['8,543', '']","['10,754', '']","['9,646', '']","['0', '']","['8,076', '']","['947', '']","['2,429', '']"
3169,r015,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,14,"['83,799', '']","['84,304', '']","['91,264', '']","['277', '']","['6,037', '']","['11,518', '']","['5,641', '']","['27,532', '']","['1,874', '']","['7,880', '']","['14,587', '']","['15,918', '']"
3169,r016,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,15,"['67,172', '']","['73,246', '']","['88,846', '']","['0', '']","['33,201', '']","['0', '']","['0', '']","['37,286', '']","['0', '']","['9,667', '']","['0', '']","['8,692', '']"
3169,r017,All institutions -> U. Maryland<sup>b</sup>,All institutions,U. Maryland<sup>b</sup>,2,16,"['na', '']","['na', '']","['86,168', '']","['11,492', '']","['12,174', '']","['4,537', '']","['11,381', '']","['14,035', '']","['0', '']","['9,160', '']","['9,778', '']","['13,611', '']"
3169,r018,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,17,"['75,799', '']","['84,724', '']","['85,547', '']","['194', '']","['2,561', '']","['6,329', '']","['2,250', '']","['18,135', '']","['3,510', '']","['29,705', '']","['16,525', '']","['6,338', '']"
3169,r019,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,18,"['73,820', '']","['75,316', '']","['81,194', '']","['0', '']","['0', '']","['3,413', '']","['4,274', '']","['63,110', '']","['0', '']","['0', '']","['0', '']","['10,397', '']"
3169,r020,All institutions -> Stanford U.,All institutions,Stanford U.,2,19,"['86,833', '']","['91,628', '']","['79,988', '']","['8,538', '']","['17,937', '']","['6,698', '']","['8,930', '']","['13,205', '']","['0', '']","['17,682', '']","['3,644', '']","['3,354', '']"
3169,r021,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,20,"['62,158', '']","['70,000', '']","['77,456', '']","['8,027', '']","['12,212', '']","['6,183', '']","['16,318', '']","['8,980', '']","['2,207', '']","['5,624', '']","['6,557', '']","['11,348', '']"
3169,r022,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,21,"['60,045', '']","['61,096', '']","['72,655', '']","['0', '']","['8,785', '']","['3,151', '']","['10,846', '']","['31,355', '']","['1,035', '']","['8,222', '']","['2,305', '']","['6,956', '']"
3169,r023,All institutions -> Duke U.,All institutions,Duke U.,2,22,"['63,439', '']","['64,601', '']","['72,560', '']","['0', '']","['27,783', '']","['0', '']","['3,649', '']","['28,827', '']","['0', '']","['6,041', '']","['4,091', '']","['2,169', '']"
3169,r024,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,23,"['52,263', '']","['52,285', '']","['72,016', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['72,016', '']"
3169,r025,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,24,"['63,781', '']","['67,776', '']","['71,695', '']","['9,227', '']","['16,647', '']","['12,842', '']","['5,953', '']","['13,274', '']","['666', '']","['9,433', '']","['3,653', '']","['0', '']"
3169,r026,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,25,"['87,881', '']","['63,684', '']","['68,617', '']","['0', '']","['7,339', '']","['6,464', '']","['4,914', '']","['9,953', '']","['2,001', '']","['6,174', '']","['5,946', '']","['25,826', '']"
3169,r027,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,26,"['61,438', '']","['62,428', '']","['67,165', '']","['12,713', '']","['1,674', '']","['3,754', '']","['7,050', '']","['14,633', '']","['11,821', '']","['0', '']","['6,192', '']","['9,328', '']"
3169,r028,All institutions -> Cornell U.,All institutions,Cornell U.,2,27,"['51,604', '']","['55,763', '']","['63,696', '']","['865', '']","['11,618', '']","['6,579', '']","['5,428', '']","['11,498', '']","['2,621', '']","['12,439', '']","['10,666', '']","['1,982', '']"
3169,r029,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,28,"['36,564', '']","['48,634', '']","['61,116', '']","['0', '']","['4,746', '']","['3,279', '']","['7,740', '']","['22,858', '']","['9,138', '']","['11,496', '']","['0', '']","['1,859', '']"
3169,r030,All institutions -> U. Florida,All institutions,U. Florida,2,29,"['49,985', '']","['49,486', '']","['60,844', '']","['3,799', '']","['13,433', '']","['3,173', '']","['416', '']","['17,509', '']","['832', '']","['7,053', '']","['6,915', '']","['7,714', '']"
3169,r031,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,30,"['57,636', '']","['61,834', '']","['59,672', '']","['2,541', '']","['15,619', '']","['4,754', '']","['1,610', '']","['3,199', '']","['772', '']","['3,370', '']","['0', '']","['27,807', '']"
3169,r032,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,31,"['37,648', '']","['41,611', '']","['53,994', '']","['0', '']","['4,857', '']","['3,104', '']","['14,996', '']","['1,753', '']","['0', '']","['474', '']","['0', '']","['28,810', '']"
3169,r033,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,32,"['44,770', '']","['47,036', '']","['52,742', '']","['0', '']","['10,259', '']","['5,706', '']","['8,964', '']","['21,503', '']","['0', '']","['4,928', '']","['0', '']","['1,382', '']"
3169,r034,All institutions -> U. Southern California,All institutions,U. Southern California,2,33,"['39,663', '']","['46,803', '']","['52,737', '']","['1,017', '']","['7,010', '']","['1,903', '']","['3,497', '']","['29,629', '']","['1,874', '']","['4,960', '']","['0', '']","['2,847', '']"
3169,r035,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,34,"['44,469', '']","['50,048', '']","['52,488', '']","['0', '']","['4,798', '']","['6,457', '']","['2,659', '']","['21,690', '']","['0', '']","['8,335', '']","['4,229', '']","['4,320', '']"
3169,r036,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,35,"['54,253', '']","['53,279', '']","['50,811', '']","['11,801', '']","['5,009', '']","['7,138', '']","['4,743', '']","['2,768', '']","['7,662', '']","['10,544', '']","['0', '']","['1,146', '']"
3169,r037,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,36,"['55,895', '']","['53,672', '']","['49,854', '']","['943', '']","['5,791', '']","['5,208', '']","['2,295', '']","['15,871', '']","['0', '']","['8,878', '']","['4,941', '']","['5,927', '']"
3169,r038,All institutions -> U. Delaware,All institutions,U. Delaware,2,37,"['31,785', '']","['37,656', '']","['47,975', '']","['0', '']","['3,485', '']","['26,055', '']","['6,828', '']","['6,067', '']","['0', '']","['5,539', '']","['0', '']","['1', '']"
3169,r039,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,38,"['48,089', '']","['48,724', '']","['47,948', '']","['0', '']","['8,256', '']","['9,065', '']","['2,223', '']","['9,057', '']","['2,131', '']","['3,991', '']","['10,752', '']","['2,473', '']"
3169,r040,All institutions -> Harvard U.,All institutions,Harvard U.,2,39,"['62,792', '']","['51,742', '']","['45,835', '']","['0', '']","['28,223', '']","['0', '']","['1,126', '']","['6,584', '']","['0', '']","['567', '']","['9,335', '']","['0', '']"
3169,r041,All institutions -> Boston U.,All institutions,Boston U.,2,40,"['36,082', '']","['42,903', '']","['45,017', '']","['1,354', '']","['18,196', '']","['0', '']","['0', '']","['12,283', '']","['9', '']","['6,328', '']","['0', '']","['6,847', '']"
3169,r042,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,41,"['30,045', '']","['38,600', '']","['43,878', '']","['0', '']","['10,673', '']","['1,601', '']","['5,412', '']","['11,668', '']","['0', '']","['6,396', '']","['7,077', '']","['1,051', '']"
3169,r043,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,42,"['40,035', '']","['43,677', '']","['43,241', '']","['2,666', '']","['0', '']","['4,207', '']","['10,797', '']","['11,967', '']","['1,907', '']","['4,562', '']","['0', '']","['7,135', '']"
3169,r044,All institutions -> Princeton U.,All institutions,Princeton U.,2,43,"['47,262', '']","['42,147', '']","['41,480', '']","['2,247', '']","['3,799', '']","['2,071', '']","['3,377', '']","['10,064', '']","['1,818', '']","['5,436', '']","['9,232', '']","['3,436', '']"
3169,r045,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,44,"['37,603', '']","['36,062', '']","['40,258', '']","['11,816', '']","['0', '']","['4,380', '']","['9,682', '']","['13,774', '']","['0', '']","['0', '']","['606', '']","['0', '']"
3169,r046,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,45,"['35,965', '']","['36,750', '']","['39,422', '']","['0', '']","['12,518', '']","['5,619', '']","['0', '']","['9,224', '']","['0', '']","['12,038', '']","['0', '']","['23', '']"
3169,r047,All institutions -> Clemson U.,All institutions,Clemson U.,2,46,"['30,795', '']","['33,781', '']","['39,395', '']","['0', '']","['6,968', '']","['2,936', '']","['8,804', '']","['4,997', '']","['2,343', '']","['4,144', '']","['8,203', '']","['1,000', '']"
3169,r048,All institutions -> Florida State U.,All institutions,Florida State U.,2,47,"['31,794', '']","['39,060', '']","['39,126', '']","['1,176', '']","['3,604', '']","['2,492', '']","['2,310', '']","['11,813', '']","['1,217', '']","['14,781', '']","['1,733', '']","['0', '']"
3169,r049,All institutions -> Rice U.,All institutions,Rice U.,2,48,"['36,165', '']","['34,520', '']","['37,781', '']","['0', '']","['14,464', '']","['2,613', '']","['5,431', '']","['9,950', '']","['0', '']","['1,733', '']","['3,452', '']","['138', '']"
3169,r050,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,49,"['36,558', '']","['38,086', '']","['37,724', '']","['8,369', '']","['5,508', '']","['3,525', '']","['638', '']","['3,029', '']","['0', '']","['4,284', '']","['11,903', '']","['468', '']"
3169,r051,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,50,"['34,594', '']","['35,375', '']","['37,549', '']","['0', '']","['14,459', '']","['1,982', '']","['7,703', '']","['9,917', '']","['0', '']","['907', '']","['0', '']","['2,581', '']"
3169,r052,"All institutions -> SUNY, Polytechnic Institute",All institutions,"SUNY, Polytechnic Institute",2,51,"['38,545', '']","['39,897', '']","['36,816', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['59', '']","['0', '']","['36,757', '']"
3169,r053,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,52,"['33,223', '']","['34,437', '']","['36,090', '']","['29', '']","['1,509', '']","['3,210', '']","['6,270', '']","['8,609', '']","['2,176', '']","['6,431', '']","['285', '']","['7,571', '']"
3169,r054,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,53,"['38,224', '']","['35,299', '']","['35,917', '']","['0', '']","['3,396', '']","['2,531', '']","['160', '']","['4,551', '']","['351', '']","['5,246', '']","['2,599', '']","['17,083', '']"
3169,r055,All institutions -> U. Arizona,All institutions,U. Arizona,2,54,"['29,669', '']","['30,716', '']","['35,880', '']","['1,229', '']","['2,939', '']","['2,657', '']","['1,063', '']","['20,328', '']","['1,752', '']","['2,108', '']","['1,723', '']","['2,081', '']"
3169,r056,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,55,"['26,419', '']","['24,187', '']","['33,935', '']","['5,819', '']","['650', '']","['3,138', '']","['3,950', '']","['2,887', '']","['2,233', '']","['11,172', '']","['1,033', '']","['3,053', '']"
3169,r057,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,56,"['36,323', '']","['35,964', '']","['33,589', '']","['0', '']","['9,078', '']","['4,058', '']","['0', '']","['13,908', '']","['0', '']","['5,128', '']","['914', '']","['503', '']"
3169,r058,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,57,"['23,499', '']","['33,002', '']","['33,413', '']","['12,553', '']","['0', '']","['0', '']","['1,434', '']","['5,074', '']","['3,208', '']","['4,795', '']","['2,236', '']","['4,113', '']"
3169,r059,All institutions -> U. Utah,All institutions,U. Utah,2,58,"['30,543', '']","['25,847', '']","['32,365', '']","['0', '']","['6,647', '']","['1,554', '']","['1,994', '']","['6,726', '']","['0', '']","['7,227', '']","['3,154', '']","['5,063', '']"
3169,r060,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,59,"['22,595', '']","['24,961', '']","['31,957', '']","['20,480', '']","['0', '']","['362', '']","['1,905', '']","['4,026', '']","['3,139', '']","['1,517', '']","['308', '']","['220', '']"
3169,r061,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,60,"['27,229', '']","['27,599', '']","['31,347', '']","['0', '']","['9,458', '']","['7,409', '']","['2,033', '']","['4,282', '']","['1,432', '']","['6,733', '']","['0', '']","['0', '']"
3169,r062,All institutions -> George Mason U.,All institutions,George Mason U.,2,61,"['8,870', '']","['13,550', '']","['31,276', '']","['98', '']","['2,058', '']","['0', '']","['3,486', '']","['2,568', '']","['22,526', '']","['230', '']","['0', '']","['310', '']"
3169,r063,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,62,"['28,929', '']","['29,104', '']","['31,135', '']","['0', '']","['512', '']","['2,290', '']","['11,796', '']","['8,370', '']","['0', '']","['7,922', '']","['0', '']","['245', '']"
3169,r064,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,63,"['20,764', '']","['23,277', '']","['31,066', '']","['160', '']","['1,242', '']","['3,955', '']","['3,833', '']","['551', '']","['0', '']","['4,630', '']","['11,826', '']","['4,869', '']"
3169,r065,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,64,"['27,345', '']","['27,521', '']","['30,449', '']","['5,050', '']","['755', '']","['3,257', '']","['3,320', '']","['8,984', '']","['420', '']","['1,582', '']","['736', '']","['6,345', '']"
3169,r066,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,65,"['27,668', '']","['27,900', '']","['29,787', '']","['0', '']","['2,971', '']","['6,156', '']","['3,236', '']","['9,671', '']","['0', '']","['5,024', '']","['0', '']","['2,729', '']"
3169,r067,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,66,"['31,395', '']","['33,187', '']","['29,335', '']","['0', '']","['14,309', '']","['5,003', '']","['695', '']","['3,736', '']","['0', '']","['5,509', '']","['0', '']","['83', '']"
3169,r068,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,67,"['23,967', '']","['25,067', '']","['28,999', '']","['2,123', '']","['733', '']","['3,875', '']","['6,283', '']","['743', '']","['39', '']","['1,432', '']","['3,253', '']","['10,518', '']"
3169,r069,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,68,"['20,059', '']","['30,506', '']","['28,684', '']","['0', '']","['0', '']","['437', '']","['25,091', '']","['236', '']","['0', '']","['57', '']","['143', '']","['2,720', '']"
3169,r070,All institutions -> U.S. Air Force Academy,All institutions,U.S. Air Force Academy,2,69,"['31,629', '']","['26,453', '']","['28,489', '']","['2,830', '']","['0', '']","['0', '']","['50', '']","['140', '']","['0', '']","['25,090', '']","['0', '']","['379', '']"
3169,r071,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,70,"['29,363', '']","['28,136', '']","['28,307', '']","['0', '']","['3,604', '']","['3,049', '']","['1,657', '']","['5,608', '']","['572', '']","['11,090', '']","['2,249', '']","['478', '']"
3169,r072,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,71,"['27,264', '']","['27,568', '']","['26,896', '']","['0', '']","['277', '']","['10,932', '']","['4,636', '']","['6,373', '']","['0', '']","['4,202', '']","['0', '']","['476', '']"
3169,r073,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,72,"['22,275', '']","['22,920', '']","['26,390', '']","['0', '']","['2,458', '']","['2,818', '']","['8,245', '']","['5,707', '']","['0', '']","['2,693', '']","['3,756', '']","['713', '']"
3169,r074,All institutions -> Tufts U.,All institutions,Tufts U.,2,73,"['13,858', '']","['22,470', '']","['26,143', '']","['225', '']","['16,838', '']","['3,155', '']","['1,737', '']","['2,273', '']","['0', '']","['1,788', '']","['0', '']","['127', '']"
3169,r075,All institutions -> Wright State U.,All institutions,Wright State U.,2,74,"['20,850', '']","['28,136', '']","['25,868', '']","['0', '']","['15,119', '']","['0', '']","['0', '']","['6,811', '']","['1,267', '']","['1,051', '']","['0', '']","['1,620', '']"
3169,r076,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,75,"['23,274', '']","['21,497', '']","['25,694', '']","['1,411', '']","['194', '']","['1,700', '']","['2,039', '']","['3,102', '']","['2,288', '']","['6,268', '']","['281', '']","['8,411', '']"
3169,r077,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,76,"['21,460', '']","['18,845', '']","['25,568', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,087', '']","['0', '']","['0', '']","['0', '']","['23,481', '']"
3169,r078,All institutions -> Mercer U.,All institutions,Mercer U.,2,77,"['18,153', '']","['17,021', '']","['25,358', '']","['7,515', '']","['0', '']","['0', '']","['12', '']","['165', '']","['0', '']","['11,748', '']","['5,918', '']","['0', '']"
3169,r079,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,78,"['17,969', '']","['18,950', '']","['25,349', '']","['0', '']","['2,179', '']","['791', '']","['5,035', '']","['1,638', '']","['0', '']","['1,521', '']","['0', '']","['14,185', '']"
3169,r080,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,79,"['28,501', '']","['22,700', '']","['24,690', '']","['5,250', '']","['222', '']","['5,203', '']","['9,074', '']","['1,628', '']","['0', '']","['368', '']","['0', '']","['2,945', '']"
3169,r081,All institutions -> Yale U.,All institutions,Yale U.,2,80,"['19,546', '']","['23,606', '']","['24,674', '']","['75', '']","['9,718', '']","['2,329', '']","['53', '']","['7,324', '']","['0', '']","['5,171', '']","['0', '']","['4', '']"
3169,r082,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,81,"['26,637', '']","['26,914', '']","['24,021', '']","['0', '']","['6,684', '']","['5,191', '']","['1,967', '']","['5,392', '']","['0', '']","['4,505', '']","['0', '']","['282', '']"
3169,r083,All institutions -> U. Houston,All institutions,U. Houston,2,82,"['19,323', '']","['21,593', '']","['23,838', '']","['1,783', '']","['6,420', '']","['4,179', '']","['4,022', '']","['2,686', '']","['0', '']","['2,618', '']","['972', '']","['1,158', '']"
3169,r084,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,83,"['17,734', '']","['13,677', '']","['22,954', '']","['21,745', '']","['0', '']","['0', '']","['0', '']","['301', '']","['203', '']","['547', '']","['0', '']","['158', '']"
3169,r085,"All institutions -> U. South Florida, Tampa",All institutions,"U. South Florida, Tampa",2,84,"['24,425', '']","['24,747', '']","['22,743', '']","['0', '']","['1,515', '']","['1,192', '']","['15,960', '']","['1,768', '']","['170', '']","['2,125', '']","['0', '']","['13', '']"
3169,r086,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,85,"['17,441', '']","['20,698', '']","['22,053', '']","['1,790', '']","['2,547', '']","['0', '']","['1,866', '']","['4,129', '']","['8,027', '']","['1,790', '']","['0', '']","['1,904', '']"
3169,r087,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,86,"['16,068', '']","['19,638', '']","['21,801', '']","['0', '']","['1,196', '']","['966', '']","['1,096', '']","['6,378', '']","['0', '']","['10,761', '']","['1,265', '']","['139', '']"
3169,r088,All institutions -> U. Iowa,All institutions,U. Iowa,2,87,"['23,137', '']","['22,494', '']","['21,473', '']","['0', '']","['48', '']","['252', '']","['10,050', '']","['2,945', '']","['450', '']","['638', '']","['0', '']","['7,090', '']"
3169,r089,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,88,"['20,668', '']","['21,403', '']","['21,279', '']","['0', '']","['8,751', '']","['3,376', '']","['421', '']","['2,306', '']","['0', '']","['6,425', '']","['0', '']","['0', '']"
3169,r090,All institutions -> Drexel U.,All institutions,Drexel U.,2,89,"['20,342', '']","['21,222', '']","['20,443', '']","['0', '']","['3,381', '']","['4,661', '']","['2,194', '']","['2,713', '']","['0', '']","['2,754', '']","['3,851', '']","['889', '']"
3169,r091,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,90,"['18,514', '']","['18,358', '']","['20,375', '']","['0', '']","['2,599', '']","['480', '']","['8,411', '']","['4,240', '']","['0', '']","['2,279', '']","['2,314', '']","['52', '']"
3169,r092,All institutions -> Naval Postgraduate School,All institutions,Naval Postgraduate School,2,91,"['16,272', '']","['17,019', '']","['20,124', '']","['6,037', '']","['7', '']","['0', '']","['12', '']","['3,793', '']","['19', '']","['930', '']","['570', '']","['8,756', '']"
3169,r093,All institutions -> Florida International U.,All institutions,Florida International U.,2,92,"['15,502', '']","['17,220', '']","['19,899', '']","['0', '']","['3,392', '']","['0', '']","['7,443', '']","['6,032', '']","['0', '']","['407', '']","['1,082', '']","['1,543', '']"
3169,r094,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,93,"['18,587', '']","['18,904', '']","['19,835', '']","['17', '']","['0', '']","['2,237', '']","['2,190', '']","['3,057', '']","['1,458', '']","['8,237', '']","['284', '']","['2,355', '']"
3169,r095,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,94,"['14,837', '']","['15,884', '']","['19,512', '']","['0', '']","['9,776', '']","['0', '']","['0', '']","['4,079', '']","['215', '']","['2,850', '']","['1,602', '']","['990', '']"
3169,r096,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,95,"['18,086', '']","['19,456', '']","['19,251', '']","['0', '']","['6,384', '']","['0', '']","['9,188', '']","['0', '']","['3,679', '']","['0', '']","['0', '']","['0', '']"
3169,r097,All institutions -> Stevens Institute of Technology,All institutions,Stevens Institute of Technology,2,96,"['17,298', '']","['16,994', '']","['18,945', '']","['126', '']","['1,187', '']","['1,125', '']","['86', '']","['1,172', '']","['0', '']","['1,171', '']","['87', '']","['13,991', '']"
3169,r098,All institutions -> Washington State U.,All institutions,Washington State U.,2,97,"['19,209', '']","['19,156', '']","['18,943', '']","['0', '']","['755', '']","['2,386', '']","['3,164', '']","['3,975', '']","['0', '']","['2,145', '']","['3,687', '']","['2,831', '']"
3169,r099,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,98,"['21,173', '']","['20,596', '']","['18,895', '']","['0', '']","['6,845', '']","['5,326', '']","['896', '']","['3,696', '']","['0', '']","['0', '']","['1,485', '']","['647', '']"
