table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_level_3,_b_institution_b_hierarchy_depth,field_rank,field_doctorate_recipients
4646,r100,"Not Hispanic or Latino -> More than one race (345 institutions) -> U. Michigan, Ann Arbor",Not Hispanic or Latino,More than one race (345 institutions),"U. Michigan, Ann Arbor",3,7,87
4646,r101,Not Hispanic or Latino -> More than one race (345 institutions) -> Stanford U.,Not Hispanic or Latino,More than one race (345 institutions),Stanford U.,3,8,85
4646,r102,Not Hispanic or Latino -> More than one race (345 institutions) -> U. Wisconsin-Madison,Not Hispanic or Latino,More than one race (345 institutions),U. Wisconsin-Madison,3,9,83
4646,r103,"Not Hispanic or Latino -> More than one race (345 institutions) -> U. California, Irvine",Not Hispanic or Latino,More than one race (345 institutions),"U. California, Irvine",3,10,81
4646,r104,"Not Hispanic or Latino -> More than one race (345 institutions) -> U. California, San Diego",Not Hispanic or Latino,More than one race (345 institutions),"U. California, San Diego",3,11,80
4646,r105,"Not Hispanic or Latino -> More than one race (345 institutions) -> U. Hawaii, Manoa",Not Hispanic or Latino,More than one race (345 institutions),"U. Hawaii, Manoa",3,12,77
4646,r106,"Not Hispanic or Latino -> More than one race (345 institutions) -> U. Illinois, Urbana-Champaign",Not Hispanic or Latino,More than one race (345 institutions),"U. Illinois, Urbana-Champaign",3,13,70
4646,r107,Not Hispanic or Latino -> More than one race (345 institutions) -> Massachusetts Institute of Technology,Not Hispanic or Latino,More than one race (345 institutions),Massachusetts Institute of Technology,3,14,68
4646,r108,"Not Hispanic or Latino -> More than one race (345 institutions) -> U. North Carolina, Chapel Hill",Not Hispanic or Latino,More than one race (345 institutions),"U. North Carolina, Chapel Hill",3,15,64
4646,r109,Not Hispanic or Latino -> More than one race (345 institutions) -> Yale U.,Not Hispanic or Latino,More than one race (345 institutions),Yale U.,3,15,64
4646,r110,Not Hispanic or Latino -> More than one race (345 institutions) -> U. Pennsylvania,Not Hispanic or Latino,More than one race (345 institutions),U. Pennsylvania,3,17,63
4646,r111,Not Hispanic or Latino -> More than one race (345 institutions) -> Columbia U. in the City of New York,Not Hispanic or Latino,More than one race (345 institutions),Columbia U. in the City of New York,3,18,61
4646,r112,"Not Hispanic or Latino -> More than one race (345 institutions) -> Ohio State U., Columbus",Not Hispanic or Latino,More than one race (345 institutions),"Ohio State U., Columbus",3,18,61
4646,r113,"Not Hispanic or Latino -> More than one race (345 institutions) -> U. California, Santa Barbara",Not Hispanic or Latino,More than one race (345 institutions),"U. California, Santa Barbara",3,20,58
