table_id,row_id,demographic_characteristic_and_field_full_path,demographic_characteristic_and_field_level_1,demographic_characteristic_and_field_level_2,demographic_characteristic_and_field_level_3,demographic_characteristic_and_field_level_4,demographic_characteristic_and_field_level_5,demographic_characteristic_and_field_hierarchy_depth,field_total_number_,field_parental_education_attainment_all,field_parental_education_attainment_high_school_or_less,field_parental_education_attainment_some_collegea,field_parental_education_attainment_bachelor_s_degree,field_parental_education_attainment_master_s_degree,field_parental_education_attainment_professional_degreeb,field_parental_education_attainment_research_doctoral_degree
2825,r012,All doctorate recipients -> Citizenship status -> U.S. citizen or permanent resident,All doctorate recipients,Citizenship status,U.S. citizen or permanent resident,,,3,,,,,,,,
2825,r013,All doctorate recipients -> Citizenship status -> U.S. citizen or permanent resident -> Father's education,All doctorate recipients,Citizenship status,U.S. citizen or permanent resident,Father's education,,4,31768,100.0,21.2,14.4,24.7,18.7,10.3,10.7
2825,r014,All doctorate recipients -> Citizenship status -> U.S. citizen or permanent resident -> Mother's education,All doctorate recipients,Citizenship status,U.S. citizen or permanent resident,Mother's education,,4,32132,100.0,21.3,19.1,28.8,21.0,5.1,4.8
2825,r015,All doctorate recipients -> Citizenship status -> Temporary visa holder,All doctorate recipients,Citizenship status,Temporary visa holder,,,3,,,,,,,,
2825,r016,All doctorate recipients -> Citizenship status -> Temporary visa holder -> Father's education,All doctorate recipients,Citizenship status,Temporary visa holder,Father's education,,4,16028,100.0,27.8,12.3,32.2,14.6,4.7,8.4
2825,r017,All doctorate recipients -> Citizenship status -> Temporary visa holder -> Mother's education,All doctorate recipients,Citizenship status,Temporary visa holder,Mother's education,,4,16076,100.0,38.6,13.7,30.3,11.1,2.7,3.6
2825,r018,All doctorate recipients -> Ethnicity and race (U.S. citizens and permanent residents),All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),,,,2,,,,,,,,
2825,r019,All doctorate recipients -> Ethnicity and race (U.S. citizens and permanent residents) -> Hispanic or Latino,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Hispanic or Latino,,,3,,,,,,,,
2825,r020,All doctorate recipients -> Ethnicity and race (U.S. citizens and permanent residents) -> Hispanic or Latino -> Father's education,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Hispanic or Latino,Father's education,,4,2524,100.0,35.3,15.7,21.1,12.5,8.4,7.1
2825,r021,All doctorate recipients -> Ethnicity and race (U.S. citizens and permanent residents) -> Hispanic or Latino -> Mother's education,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Hispanic or Latino,Mother's education,,4,2580,100.0,34.9,19.6,23.7,13.3,4.1,4.5
2825,r022,All doctorate recipients -> Ethnicity and race (U.S. citizens and permanent residents) -> Not Hispanic or Latino,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,,,3,,,,,,,,
2825,r023,All doctorate recipients -> Ethnicity and race (U.S. citizens and permanent residents) -> Not Hispanic or Latino -> American Indian or Alaska Native,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,American Indian or Alaska Native,,4,,,,,,,,
2825,r024,All doctorate recipients -> Ethnicity and race (U.S. citizens and permanent residents) -> Not Hispanic or Latino -> American Indian or Alaska Native -> Father's education,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,American Indian or Alaska Native,Father's education,5,93,100.0,,24.7,10.8,11.8,,5.4
2825,r025,All doctorate recipients -> Ethnicity and race (U.S. citizens and permanent residents) -> Not Hispanic or Latino -> American Indian or Alaska Native -> Mother's education,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,American Indian or Alaska Native,Mother's education,5,99,100.0,32.3,27.3,19.2,15.2,,
2825,r026,All doctorate recipients -> Ethnicity and race (U.S. citizens and permanent residents) -> Not Hispanic or Latino -> Asian,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Asian,,4,,,,,,,,
2825,r027,All doctorate recipients -> Ethnicity and race (U.S. citizens and permanent residents) -> Not Hispanic or Latino -> Asian -> Father's education,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Asian,Father's education,5,3113,100.0,18.9,9.2,23.4,19.0,7.5,22.0
2825,r028,All doctorate recipients -> Ethnicity and race (U.S. citizens and permanent residents) -> Not Hispanic or Latino -> Asian -> Mother's education,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Asian,Mother's education,5,3129,100.0,26.9,14.1,29.0,18.5,4.9,6.5
2825,r029,All doctorate recipients -> Ethnicity and race (U.S. citizens and permanent residents) -> Not Hispanic or Latino -> Black or African American,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Black or African American,,4,,,,,,,,
2825,r030,All doctorate recipients -> Ethnicity and race (U.S. citizens and permanent residents) -> Not Hispanic or Latino -> Black or African American -> Father's education,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Black or African American,Father's education,5,2040,100.0,42.1,20.8,17.4,11.0,5.0,3.7
2825,r031,All doctorate recipients -> Ethnicity and race (U.S. citizens and permanent residents) -> Not Hispanic or Latino -> Black or African American -> Mother's education,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Black or African American,Mother's education,5,2159,100.0,33.3,25.2,18.3,16.2,3.5,3.5
2825,r032,All doctorate recipients -> Ethnicity and race (U.S. citizens and permanent residents) -> Not Hispanic or Latino -> White,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,White,,4,,,,,,,,
2825,r033,All doctorate recipients -> Ethnicity and race (U.S. citizens and permanent residents) -> Not Hispanic or Latino -> White -> Father's education,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,White,Father's education,5,22626,100.0,18.1,14.4,26.2,20.0,11.3,10.1
2825,r034,All doctorate recipients -> Ethnicity and race (U.S. citizens and permanent residents) -> Not Hispanic or Latino -> White -> Mother's education,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,White,Mother's education,5,22772,100.0,17.9,19.1,30.4,22.5,5.3,4.7
2825,r035,All doctorate recipients -> Ethnicity and race (U.S. citizens and permanent residents) -> Not Hispanic or Latino -> More than one race,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,More than one race,,4,,,,,,,,
2825,r036,All doctorate recipients -> Ethnicity and race (U.S. citizens and permanent residents) -> Not Hispanic or Latino -> More than one race -> Father's education,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,More than one race,Father's education,5,1052,100.0,18.7,16.2,20.2,20.3,11.1,13.5
2825,r037,All doctorate recipients -> Ethnicity and race (U.S. citizens and permanent residents) -> Not Hispanic or Latino -> More than one race -> Mother's education,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,More than one race,Mother's education,5,1071,100.0,19.1,18.5,27.0,23.1,,
2825,r038,All doctorate recipients -> Ethnicity and race (U.S. citizens and permanent residents) -> Not Hispanic or Latino -> Other race or race not reported,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Other race or race not reported,,4,,,,,,,,
2825,r039,All doctorate recipients -> Ethnicity and race (U.S. citizens and permanent residents) -> Not Hispanic or Latino -> Other race or race not reported -> Father's education,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Other race or race not reported,Father's education,5,237,100.0,,13.9,21.5,20.3,,14.3
2825,r040,All doctorate recipients -> Ethnicity and race (U.S. citizens and permanent residents) -> Not Hispanic or Latino -> Other race or race not reported -> Mother's education,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Not Hispanic or Latino,Other race or race not reported,Mother's education,5,237,100.0,21.1,18.1,25.7,20.7,7.6,6.8
2825,r041,All doctorate recipients -> Ethnicity and race (U.S. citizens and permanent residents) -> Ethnicity not reported,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Ethnicity not reported,,,3,,,,,,,,
2825,r042,All doctorate recipients -> Ethnicity and race (U.S. citizens and permanent residents) -> Ethnicity not reported -> Father's education,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Ethnicity not reported,Father's education,,4,83,100.0,22.9,9.6,26.5,22.9,12.0,6.0
2825,r043,All doctorate recipients -> Ethnicity and race (U.S. citizens and permanent residents) -> Ethnicity not reported -> Mother's education,All doctorate recipients,Ethnicity and race (U.S. citizens and permanent residents),Ethnicity not reported,Mother's education,,4,85,100.0,17.6,21.2,29.4,22.4,5.9,3.5
2825,r044,All doctorate recipients -> Field of study,All doctorate recipients,Field of study,,,,2,,,,,,,,
2825,r045,All doctorate recipients -> Field of study -> Life sciences<sup>e</sup>,All doctorate recipients,Field of study,Life sciences<sup>e</sup>,,,3,,,,,,,,
2825,r046,All doctorate recipients -> Field of study -> Life sciences<sup>e</sup> -> Father's education,All doctorate recipients,Field of study,Life sciences<sup>e</sup>,Father's education,,4,11324,100.0,22.6,13.9,27.0,17.4,9.2,9.9
2825,r047,All doctorate recipients -> Field of study -> Life sciences<sup>e</sup> -> Mother's education,All doctorate recipients,Field of study,Life sciences<sup>e</sup>,Mother's education,,4,11422,100.0,25.1,17.8,29.6,18.2,4.9,4.4
2825,r048,All doctorate recipients -> Field of study -> Physical sciences and earth sciences,All doctorate recipients,Field of study,Physical sciences and earth sciences,,,3,,,,,,,,
2825,r049,All doctorate recipients -> Field of study -> Physical sciences and earth sciences -> Father's education,All doctorate recipients,Field of study,Physical sciences and earth sciences,Father's education,,4,5796,100.0,23.8,13.9,28.5,16.5,7.3,10.0
2825,r050,All doctorate recipients -> Field of study -> Physical sciences and earth sciences -> Mother's education,All doctorate recipients,Field of study,Physical sciences and earth sciences,Mother's education,,4,5843,100.0,27.3,16.4,30.6,16.9,4.6,4.2
2825,r051,All doctorate recipients -> Field of study -> Mathematics and computer sciences,All doctorate recipients,Field of study,Mathematics and computer sciences,,,3,,,,,,,,
2825,r052,All doctorate recipients -> Field of study -> Mathematics and computer sciences -> Father's education,All doctorate recipients,Field of study,Mathematics and computer sciences,Father's education,,4,3636,100.0,21.1,12.2,30.9,16.6,7.4,11.8
2825,r053,All doctorate recipients -> Field of study -> Mathematics and computer sciences -> Mother's education,All doctorate recipients,Field of study,Mathematics and computer sciences,Mother's education,,4,3642,100.0,27.8,15.8,31.3,16.1,4.4,4.7
2825,r054,All doctorate recipients -> Field of study -> Psychology and social sciences,All doctorate recipients,Field of study,Psychology and social sciences,,,3,,,,,,,,
2825,r055,All doctorate recipients -> Field of study -> Psychology and social sciences -> Father's education,All doctorate recipients,Field of study,Psychology and social sciences,Father's education,,4,7600,100.0,23.7,14.5,24.0,18.0,10.2,9.7
2825,r056,All doctorate recipients -> Field of study -> Psychology and social sciences -> Mother's education,All doctorate recipients,Field of study,Psychology and social sciences,Mother's education,,4,7705,100.0,24.9,18.4,27.2,19.3,4.8,5.3
2825,r057,All doctorate recipients -> Field of study -> Engineering,All doctorate recipients,Field of study,Engineering,,,3,,,,,,,,
2825,r058,All doctorate recipients -> Field of study -> Engineering -> Father's education,All doctorate recipients,Field of study,Engineering,Father's education,,4,8858,100.0,21.6,12.4,32.2,17.8,5.8,10.2
2825,r059,All doctorate recipients -> Field of study -> Engineering -> Mother's education,All doctorate recipients,Field of study,Engineering,Mother's education,,4,8871,100.0,29.4,15.6,32.5,15.2,3.5,3.7
2825,r060,All doctorate recipients -> Field of study -> Education,All doctorate recipients,Field of study,Education,,,3,,,,,,,,
2825,r061,All doctorate recipients -> Field of study -> Education -> Father's education,All doctorate recipients,Field of study,Education,Father's education,,4,3945,100.0,32.8,18.4,21.0,14.8,6.7,6.4
2825,r062,All doctorate recipients -> Field of study -> Education -> Mother's education,All doctorate recipients,Field of study,Education,Mother's education,,4,4011,100.0,33.9,21.5,22.0,17.2,2.1,3.3
2825,r063,All doctorate recipients -> Field of study -> Humanities and arts,All doctorate recipients,Field of study,Humanities and arts,,,3,,,,,,,,
2825,r064,All doctorate recipients -> Field of study -> Humanities and arts -> Father's education,All doctorate recipients,Field of study,Humanities and arts,Father's education,,4,4240,100.0,20.8,11.8,23.6,20.0,12.7,11.1
2825,r065,All doctorate recipients -> Field of study -> Humanities and arts -> Mother's education,All doctorate recipients,Field of study,Humanities and arts,Mother's education,,4,4295,100.0,22.1,16.3,28.9,21.9,5.8,5.0
2825,r066,All doctorate recipients -> Field of study -> Other<sup>f</sup>,All doctorate recipients,Field of study,Other<sup>f</sup>,,,3,,,,,,,,
2825,r067,All doctorate recipients -> Field of study -> Other<sup>f</sup> -> Father's education,All doctorate recipients,Field of study,Other<sup>f</sup>,Father's education,,4,2422,100.0,24.6,12.9,27.4,16.3,7.6,11.1
2825,r068,All doctorate recipients -> Field of study -> Other<sup>f</sup> -> Mother's education,All doctorate recipients,Field of study,Other<sup>f</sup>,Mother's education,,4,2443,100.0,30.9,16.4,28.5,16.3,3.0,5.0
