table_id,row_id,_b_characteristic_b_full_path,_b_characteristic_b_level_1,_b_characteristic_b_level_2,_b_characteristic_b_level_3,_b_characteristic_b_level_4,_b_characteristic_b_hierarchy_depth,field_all_fields,field_science_and_engineering_total,field_science_and_engineering_agricultural_sciences_and_natural_resources,field_science_and_engineering_biological_and_biomedical_sciences,field_science_and_engineering_computer_and_information_sciences,field_science_and_engineering_engineering,field_science_and_engineering_geosciences_atmospheric_and_ocean_sciences,field_science_and_engineering_health_sciences,field_science_and_engineering_mathematics_and_statistics,field_science_and_engineering_multidisciplinary_interdisciplinary_sciences,field_science_and_engineering_physical_sciences,field_science_and_engineering_psychology,field_science_and_engineering_social_sciences
7659,r011,All doctorate recipients (number)<sup>a</sup> -> Marital status (%) -> Never married,All doctorate recipients (number)<sup>a</sup>,Marital status (%),Never married,,3,35.2,38.4,30.8,39.1,38.8,43.8,38.4,26.1,49.4,37.7,46.6,27.7,30.6
7659,r012,All doctorate recipients (number)<sup>a</sup> -> Marital status (%) -> Married,All doctorate recipients (number)<sup>a</sup>,Marital status (%),Married,,3,39.6,37.3,44.0,36.5,39.5,36.0,35.4,48.1,29.8,37.4,30.9,35.9,43.4
7659,r013,All doctorate recipients (number)<sup>a</sup> -> Marital status (%) -> Marriage-like relationship,All doctorate recipients (number)<sup>a</sup>,Marital status (%),Marriage-like relationship,,3,9.9,10.4,10.2,13.5,6.3,7.2,15.1,6.9,9.3,9.3,11.7,13.2,11.3
7659,r014,"All doctorate recipients (number)<sup>a</sup> -> Marital status (%) -> Separated, divorced, widowed",All doctorate recipients (number)<sup>a</sup>,Marital status (%),"Separated, divorced, widowed",,3,3.2,2.5,2.5,1.9,2.0,1.5,2.1,5.8,1.1,3.3,1.1,3.9,4.5
7659,r015,All doctorate recipients (number)<sup>a</sup> -> Marital status (%) -> Unknown,All doctorate recipients (number)<sup>a</sup>,Marital status (%),Unknown,,3,12.2,11.5,12.5,9.0,13.4,11.5,8.9,13.1,10.3,12.2,9.7,19.3,10.1
7659,r016,All doctorate recipients (number)<sup>a</sup> -> Has dependent age 18 or younger (%),All doctorate recipients (number)<sup>a</sup>,Has dependent age 18 or younger (%),,,2,21.3,18.0,24.2,15.6,21.0,16.5,15.0,32.9,11.5,20.6,10.8,18.6,24.1
7659,r017,All doctorate recipients (number)<sup>a</sup> -> Has one or more functional limitations (%),All doctorate recipients (number)<sup>a</sup>,Has one or more functional limitations (%),,,2,11.3,10.8,11.1,11.9,9.9,8.2,11.1,10.5,10.1,10.8,10.3,13.1,13.2
7659,r018,All doctorate recipients (number)<sup>a</sup> -> Age at doctorate (median years),All doctorate recipients (number)<sup>a</sup>,Age at doctorate (median years),,,2,31.4,30.8,31.7,30.4,31.3,30.2,30.7,34.5,29.4,31.6,29.2,31.2,33.1
7659,r019,All doctorate recipients (number)<sup>a</sup> -> Bachelor's in same field as doctorate (%)<sup>b</sup>,All doctorate recipients (number)<sup>a</sup>,Bachelor's in same field as doctorate (%)<sup>b</sup>,,,2,61.7,65.8,49.6,64.3,40.9,82.3,53.0,44.5,80.1,12.3,78.6,72.7,56.2
7659,r020,All doctorate recipients (number)<sup>a</sup> -> Master's earned (%),All doctorate recipients (number)<sup>a</sup>,Master's earned (%),,,2,75.1,70.1,78.3,45.0,77.6,76.6,69.9,80.3,72.4,78.9,52.7,91.0,90.0
7659,r021,All doctorate recipients (number)<sup>a</sup> -> Master's earned (%) -> Master's earned at same doctorate institution (%),All doctorate recipients (number)<sup>a</sup>,Master's earned (%),Master's earned at same doctorate institution (%),,3,45.7,48.9,32.6,38.4,48.6,50.2,44.2,33.7,56.5,47.0,58.0,66.8,47.1
7659,r022,All doctorate recipients (number)<sup>a</sup> -> Time to doctorate (median years),All doctorate recipients (number)<sup>a</sup>,Time to doctorate (median years),,,2,,,,,,,,,,,,,
7659,r023,All doctorate recipients (number)<sup>a</sup> -> Time to doctorate (median years) -> Years since earning bachelor's degree,All doctorate recipients (number)<sup>a</sup>,Time to doctorate (median years),Years since earning bachelor's degree,,3,8.7,8.0,8.6,8.0,8.8,7.5,8.0,11.3,7.0,8.9,6.6,8.6,10.0
7659,r024,All doctorate recipients (number)<sup>a</sup> -> Time to doctorate (median years) -> From graduate school start,All doctorate recipients (number)<sup>a</sup>,Time to doctorate (median years),From graduate school start,,3,7.3,6.8,7.3,6.3,7.3,6.7,6.8,8.9,6.1,7.6,5.9,6.9,8.4
7659,r025,All doctorate recipients (number)<sup>a</sup> -> Time to doctorate (median years) -> From doctoral program start<sup>c</sup>,All doctorate recipients (number)<sup>a</sup>,Time to doctorate (median years),From doctoral program start<sup>c</sup>,,3,5.7,5.6,5.0,5.8,5.8,5.3,5.3,5.3,5.3,5.5,5.5,6.0,6.0
7659,r026,All doctorate recipients (number)<sup>a</sup> -> Received tuition remission (%),All doctorate recipients (number)<sup>a</sup>,Received tuition remission (%),,,2,84.5,86.2,85.4,89.2,85.1,85.7,88.4,70.9,93.5,84.5,90.7,80.8,87.3
7659,r027,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number),All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),,,2,28082,23408,602,3946,1669,7050,583,806,1381,762,3246,1005,2358
7659,r028,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Citizenship status (%),All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Citizenship status (%),,3,,,,,,,,,,,,,
7659,r029,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Citizenship status (%) -> U.S. citizen or permanent resident,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Citizenship status (%),U.S. citizen or permanent resident,4,54.2,51.6,52.3,70.0,30.7,37.6,59.2,65.5,44.0,46.2,55.4,84.2,57.9
7659,r030,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Citizenship status (%) -> Temporary visa holder,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Citizenship status (%),Temporary visa holder,4,40.6,43.5,43.7,26.3,62.4,57.6,36.7,28.0,52.1,47.8,40.6,7.1,37.0
7659,r031,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Citizenship status (%) -> Unknown,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Citizenship status (%),Unknown,4,5.2,4.8,4.0,3.6,6.9,4.8,4.1,6.5,3.9,6.0,4.0,8.8,5.0
7659,r032,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Marital status (%),All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Marital status (%),,3,,,,,,,,,,,,,
7659,r033,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Marital status (%) -> Never married,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Marital status (%),Never married,4,38.0,41.1,27.6,39.5,39.9,44.7,40.5,31.9,51.4,41.3,47.4,29.3,30.7
7659,r034,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Marital status (%) -> Married,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Marital status (%),Married,4,39.5,37.2,49.0,37.3,38.9,36.6,37.2,45.8,28.4,37.9,30.9,38.4,44.8
7659,r035,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Marital status (%) -> Marriage-like relationship,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Marital status (%),Marriage-like relationship,4,9.0,9.2,9.5,12.5,6.4,6.5,12.0,6.7,8.5,7.7,11.2,12.2,10.9
7659,r036,"All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Marital status (%) -> Separated, divorced, widowed",All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Marital status (%),"Separated, divorced, widowed",4,2.0,1.7,1.5,1.6,1.7,1.3,1.5,2.4,1.2,2.5,0.8,2.2,3.5
7659,r037,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Marital status (%) -> Unknown,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Marital status (%),Unknown,4,11.6,10.8,12.5,9.0,13.1,10.9,8.7,13.3,10.5,10.5,9.7,17.9,10.1
7659,r038,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Has dependent age 18 or younger (%),All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Has dependent age 18 or younger (%),,3,21.5,18.6,29.1,17.6,21.2,17.8,17.7,30.3,11.5,20.2,11.5,24.6,25.5
7659,r039,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Has one or more functional limitations (%),All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Has one or more functional limitations (%),,3,10.0,9.8,11.2,11.4,9.1,7.9,8.9,10.1,10.6,9.6,8.8,14.3,11.7
7659,r040,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Age at doctorate (median years),All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Age at doctorate (median years),,3,31.3,30.7,32.0,30.8,31.3,30.3,31.0,33.0,29.5,31.5,29.3,31.8,33.1
7659,r041,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Bachelor's in same field as doctorate (%)<sup>b</sup>,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Bachelor's in same field as doctorate (%)<sup>b</sup>,,3,64.5,67.7,52.9,62.7,41.7,83.8,55.0,36.0,79.7,12.8,78.6,69.6,58.4
7659,r042,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Master's earned (%),All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Master's earned (%),,3,73.9,70.0,81.0,44.7,77.2,78.2,72.3,73.7,70.6,78.4,54.4,89.4,89.0
7659,r043,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Master's earned (%) -> Master's earned at same doctorate institution (%),All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Master's earned (%),Master's earned at same doctorate institution (%),4,45.9,48.6,29.7,38.4,48.8,50.1,43.0,35.1,54.3,47.1,57.8,65.9,45.6
7659,r044,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Time to doctorate (median years),All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Time to doctorate (median years),,3,,,,,,,,,,,,,
7659,r045,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Time to doctorate (median years) -> Years since earning bachelor's degree,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Time to doctorate (median years),Years since earning bachelor's degree,4,8.3,8.0,8.6,8.0,8.6,7.6,8.0,10.0,7.0,8.4,6.7,8.6,9.8
7659,r046,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Time to doctorate (median years) -> From graduate school start,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Time to doctorate (median years),From graduate school start,4,7.0,6.8,7.3,6.5,7.3,6.8,6.9,7.8,6.1,7.3,6.0,7.0,8.3
7659,r047,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Time to doctorate (median years) -> From doctoral program start<sup>c</sup>,All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Time to doctorate (median years),From doctoral program start<sup>c</sup>,4,5.7,5.5,4.9,5.8,5.8,5.3,5.3,5.3,5.3,5.7,5.8,5.9,5.8
7659,r048,All doctorate recipients (number)<sup>a</sup> -> Male doctorate recipients (number) -> Received tuition remission (%),All doctorate recipients (number)<sup>a</sup>,Male doctorate recipients (number),Received tuition remission (%),,3,85.8,87.1,84.0,90.1,85.8,85.2,88.4,75.2,94.0,83.4,90.8,81.9,87.5
7659,r049,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number),All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),,,2,24156,17939,621,4312,526,2511,461,1776,534,536,1563,2711,2388
7659,r050,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Citizenship status (%),All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Citizenship status (%),,3,,,,,,,,,,,,,
7659,r051,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Citizenship status (%) -> U.S. citizen or permanent resident,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Citizenship status (%),U.S. citizen or permanent resident,4,68.1,65.9,61.2,72.2,36.3,45.2,69.4,76.5,44.9,60.1,58.4,82.0,68.1
7659,r052,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Citizenship status (%) -> Temporary visa holder,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Citizenship status (%),Temporary visa holder,4,25.8,28.3,34.5,23.9,55.5,48.0,26.5,17.0,50.0,33.6,37.2,8.8,26.7
7659,r053,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Citizenship status (%) -> Unknown,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Citizenship status (%),Unknown,4,6.1,5.8,4.3,4.0,8.2,6.8,4.1,6.5,5.1,6.3,4.4,9.2,5.2
7659,r054,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Marital status (%),All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Marital status (%),,3,,,,,,,,,,,,,
7659,r055,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Marital status (%) -> Never married,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Marital status (%),Never married,4,31.9,34.9,34.0,38.8,35.2,41.2,35.8,23.5,44.2,32.6,45.0,27.2,30.6
7659,r056,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Marital status (%) -> Married,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Marital status (%),Married,4,39.8,37.4,39.1,35.7,41.4,34.6,33.2,49.1,33.5,36.8,31.0,35.0,42.1
7659,r057,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Marital status (%) -> Marriage-like relationship,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Marital status (%),Marriage-like relationship,4,10.9,11.9,11.0,14.5,6.3,9.2,19.1,6.9,11.2,11.6,12.7,13.5,11.8
7659,r058,"All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Marital status (%) -> Separated, divorced, widowed",All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Marital status (%),"Separated, divorced, widowed",4,4.5,3.5,3.4,2.1,2.9,2.0,2.8,7.4,1.1,4.5,1.7,4.6,5.5
7659,r059,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Marital status (%) -> Unknown,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Marital status (%),Unknown,4,12.9,12.2,12.6,9.0,14.3,13.0,9.1,13.1,9.9,14.6,9.5,19.8,10.1
7659,r060,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Has dependent age 18 or younger (%),All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Has dependent age 18 or younger (%),,3,21.1,17.3,19.4,13.8,20.6,12.8,11.5,34.1,11.6,21.1,9.5,16.3,22.8
7659,r061,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Has one or more functional limitations (%),All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Has one or more functional limitations (%),,3,12.7,12.0,10.9,12.3,12.4,9.0,13.9,10.8,8.6,12.6,13.3,12.7,14.6
7659,r062,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Age at doctorate (median years),All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Age at doctorate (median years),,3,31.7,30.8,31.4,30.2,31.4,29.8,30.2,35.5,29.3,31.6,28.8,31.0,33.1
7659,r063,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Bachelor's in same field as doctorate (%)<sup>b</sup>,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Bachelor's in same field as doctorate (%)<sup>b</sup>,,3,58.3,63.4,46.3,65.7,38.4,78.0,50.6,48.3,80.9,11.5,78.4,73.8,54.0
7659,r064,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Master's earned (%),All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Master's earned (%),,3,76.4,70.4,75.6,45.3,78.9,71.8,67.0,83.3,77.1,79.8,49.1,91.6,91.1
7659,r065,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Master's earned (%) -> Master's earned at same doctorate institution (%),All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Master's earned (%),Master's earned at same doctorate institution (%),4,45.3,49.3,35.7,38.4,48.1,50.6,45.9,33.1,61.8,46.9,58.2,67.2,48.6
7659,r066,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Time to doctorate (median years),All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Time to doctorate (median years),,3,,,,,,,,,,,,,
7659,r067,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Time to doctorate (median years) -> Years since earning bachelor's degree,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Time to doctorate (median years),Years since earning bachelor's degree,4,9.0,8.3,8.4,7.8,9.1,7.2,7.8,12.0,7.0,9.1,6.3,8.6,10.3
7659,r068,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Time to doctorate (median years) -> From graduate school start,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Time to doctorate (median years),From graduate school start,4,7.6,6.9,7.0,6.3,7.4,6.3,6.7,9.6,6.2,7.8,5.8,6.9,8.7
7659,r069,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Time to doctorate (median years) -> From doctoral program start<sup>c</sup>,All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Time to doctorate (median years),From doctoral program start<sup>c</sup>,4,5.8,5.7,5.0,5.7,5.6,5.3,5.3,5.2,5.3,5.4,5.3,6.0,6.0
7659,r070,All doctorate recipients (number)<sup>a</sup> -> Female doctorate recipients (number) -> Received tuition remission (%),All doctorate recipients (number)<sup>a</sup>,Female doctorate recipients (number),Received tuition remission (%),,3,83.0,85.0,86.8,88.3,82.8,87.1,88.5,68.9,92.2,86.1,90.4,80.4,87.0
