table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_doe_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
12709,r011,"All institutions -> U. Michigan, Ann Arbor",All institutions,"U. Michigan, Ann Arbor",2,10,"['48,259', '']","['14', '']","['137', '']","['2,006', '']","['0', '']","['8,546', '']","['0', '']","['20', '']","['0', '']","['37,536', '']","['0', '']"
12709,r012,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,11,"['47,421', '']","['353', '']","['1,694', '']","['3,550', '']","['135', '']","['13,841', '']","['0', '']","['567', '']","['144', '']","['26,447', '']","['690', '']"
12709,r013,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,12,"['45,265', '']","['193', '']","['3,185', '']","['3,226', '']","['10', '']","['15,708', '']","['0', '']","['39', '']","['13,028', '']","['9,865', '']","['11', '']"
12709,r014,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,13,"['44,141', '']","['1,065', '']","['4,312', '']","['3,161', '']","['604', '']","['6,934', '']","['101', '']","['1,118', '']","['0', '']","['26,553', '']","['293', '']"
12709,r015,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,14,"['41,413', '']","['106', '']","['2,306', '']","['5,428', '']","['54', '']","['20,441', '']","['0', '']","['0', '']","['0', '']","['12,782', '']","['296', '']"
12709,r016,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,15,"['38,680', '']","['326', '']","['2,202', '']","['3,814', '']","['0', '']","['22,112', '']","['0', '']","['476', '']","['0', '']","['8,289', '']","['1,461', '']"
12709,r017,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,16,"['35,887', '']","['1,681', '']","['251', '']","['1,988', '']","['0', '']","['9,270', '']","['0', '']","['263', '']","['0', '']","['22,294', '']","['140', '']"
12709,r018,All institutions -> U. Colorado Boulder,All institutions,U. Colorado Boulder,2,17,"['34,983', '']","['443', '']","['3,580', '']","['47', '']","['376', '']","['13,851', '']","['0', '']","['0', '']","['28', '']","['16,658', '']","['0', '']"
12709,r019,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,18,"['34,045', '']","['0', '']","['716', '']","['3,427', '']","['119', '']","['17,374', '']","['0', '']","['0', '']","['0', '']","['12,235', '']","['174', '']"
12709,r020,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,19,"['33,607', '']","['898', '']","['97', '']","['1,447', '']","['0', '']","['16,747', '']","['0', '']","['4,383', '']","['433', '']","['9,602', '']","['0', '']"
12709,r021,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,20,"['32,099', '']","['723', '']","['231', '']","['1,695', '']","['23', '']","['8,692', '']","['0', '']","['144', '']","['297', '']","['20,264', '']","['30', '']"
12709,r022,All institutions -> Stanford U.,All institutions,Stanford U.,2,21,"['31,180', '']","['1,657', '']","['2,034', '']","['1,909', '']","['0', '']","['7,401', '']","['0', '']","['0', '']","['0', '']","['18,179', '']","['0', '']"
12709,r023,All institutions -> Cornell U.,All institutions,Cornell U.,2,22,"['31,129', '']","['402', '']","['173', '']","['1,639', '']","['34', '']","['12,931', '']","['0', '']","['0', '']","['0', '']","['15,950', '']","['0', '']"
12709,r024,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,23,"['29,033', '']","['413', '']","['224', '']","['1,562', '']","['209', '']","['6,071', '']","['0', '']","['0', '']","['0', '']","['20,536', '']","['18', '']"
12709,r025,All institutions -> Princeton U.,All institutions,Princeton U.,2,24,"['28,060', '']","['470', '']","['1,080', '']","['1,155', '']","['0', '']","['11,854', '']","['0', '']","['0', '']","['0', '']","['13,501', '']","['0', '']"
12709,r026,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,25,"['28,058', '']","['186', '']","['87', '']","['3,194', '']","['0', '']","['13,334', '']","['0', '']","['157', '']","['17', '']","['11,069', '']","['14', '']"
12709,r027,All institutions -> New Mexico Institute of Mining and Technology,All institutions,New Mexico Institute of Mining and Technology,2,26,"['27,550', '']","['305', '']","['1,442', '']","['55', '']","['0', '']","['172', '']","['0', '']","['0', '']","['0', '']","['25,557', '']","['19', '']"
12709,r028,All institutions -> U. Maryland<sup>a</sup>,All institutions,U. Maryland<sup>a</sup>,2,27,"['26,542', '']","['2,509', '']","['829', '']","['528', '']","['0', '']","['10,193', '']","['0', '']","['74', '']","['0', '']","['12,409', '']","['0', '']"
12709,r029,All institutions -> Georgia Institute of Technology,All institutions,Georgia Institute of Technology,2,28,"['26,089', '']","['283', '']","['630', '']","['620', '']","['0', '']","['1,431', '']","['0', '']","['0', '']","['0', '']","['22,888', '']","['237', '']"
12709,r030,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,29,"['25,289', '']","['424', '']","['1,205', '']","['293', '']","['53', '']","['6,565', '']","['0', '']","['445', '']","['236', '']","['16,068', '']","['0', '']"
12709,r031,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,30,"['25,171', '']","['1,049', '']","['1,741', '']","['500', '']","['0', '']","['7,081', '']","['0', '']","['108', '']","['0', '']","['14,692', '']","['0', '']"
12709,r032,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,31,"['24,864', '']","['647', '']","['172', '']","['0', '']","['0', '']","['6,355', '']","['0', '']","['91', '']","['374', '']","['17,225', '']","['0', '']"
12709,r033,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,32,"['24,003', '']","['297', '']","['1,494', '']","['320', '']","['279', '']","['13,574', '']","['0', '']","['0', '']","['2,234', '']","['5,805', '']","['0', '']"
12709,r034,All institutions -> California Institute of Technology,All institutions,California Institute of Technology,2,33,"['23,660', '']","['324', '']","['1,180', '']","['0', '']","['0', '']","['13,348', '']","['0', '']","['0', '']","['0', '']","['8,808', '']","['0', '']"
12709,r035,All institutions -> Arizona State U.,All institutions,Arizona State U.,2,34,"['23,210', '']","['80', '']","['47', '']","['3,191', '']","['186', '']","['6,329', '']","['2', '']","['892', '']","['141', '']","['12,255', '']","['87', '']"
12709,r036,All institutions -> Washington State U.,All institutions,Washington State U.,2,35,"['21,866', '']","['95', '']","['2,078', '']","['3,141', '']","['66', '']","['8,532', '']","['0', '']","['0', '']","['527', '']","['7,143', '']","['284', '']"
12709,r037,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,36,"['21,818', '']","['237', '']","['2,291', '']","['933', '']","['0', '']","['11,642', '']","['0', '']","['0', '']","['0', '']","['6,715', '']","['0', '']"
12709,r038,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,37,"['21,728', '']","['0', '']","['1,739', '']","['2,622', '']","['0', '']","['6,279', '']","['0', '']","['64', '']","['31', '']","['10,993', '']","['0', '']"
12709,r039,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,38,"['21,400', '']","['847', '']","['286', '']","['6,755', '']","['260', '']","['5,769', '']","['0', '']","['225', '']","['0', '']","['7,049', '']","['209', '']"
12709,r040,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,39,"['20,901', '']","['0', '']","['85', '']","['0', '']","['0', '']","['61', '']","['0', '']","['23', '']","['0', '']","['20,732', '']","['0', '']"
12709,r041,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,40,"['20,667', '']","['0', '']","['1,363', '']","['1,744', '']","['38', '']","['805', '']","['0', '']","['0', '']","['0', '']","['16,707', '']","['10', '']"
12709,r042,All institutions -> Harvard U.,All institutions,Harvard U.,2,41,"['20,120', '']","['317', '']","['542', '']","['3,713', '']","['0', '']","['14,228', '']","['0', '']","['227', '']","['0', '']","['1,093', '']","['0', '']"
12709,r043,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,42,"['19,297', '']","['1,039', '']","['277', '']","['559', '']","['106', '']","['2,445', '']","['0', '']","['0', '']","['0', '']","['14,871', '']","['0', '']"
12709,r044,All institutions -> U. Chicago,All institutions,U. Chicago,2,43,"['19,106', '']","['2,264', '']","['758', '']","['321', '']","['186', '']","['7,132', '']","['0', '']","['188', '']","['0', '']","['8,257', '']","['0', '']"
12709,r045,All institutions -> Duke U.,All institutions,Duke U.,2,44,"['18,482', '']","['16', '']","['1,172', '']","['1,178', '']","['102', '']","['10,718', '']","['0', '']","['0', '']","['0', '']","['5,296', '']","['0', '']"
12709,r046,All institutions -> U. Georgia,All institutions,U. Georgia,2,45,"['16,977', '']","['0', '']","['114', '']","['15,216', '']","['35', '']","['387', '']","['0', '']","['386', '']","['0', '']","['839', '']","['0', '']"
12709,r047,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,46,"['16,363', '']","['2,035', '']","['197', '']","['0', '']","['0', '']","['5,434', '']","['0', '']","['17', '']","['0', '']","['8,680', '']","['0', '']"
12709,r048,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,47,"['15,960', '']","['35', '']","['0', '']","['333', '']","['0', '']","['7,726', '']","['0', '']","['150', '']","['0', '']","['7,716', '']","['0', '']"
12709,r049,All institutions -> U. Florida,All institutions,U. Florida,2,48,"['15,711', '']","['466', '']","['129', '']","['3,575', '']","['0', '']","['5,373', '']","['0', '']","['0', '']","['0', '']","['6,168', '']","['0', '']"
12709,r050,All institutions -> U. Delaware,All institutions,U. Delaware,2,49,"['15,436', '']","['169', '']","['517', '']","['510', '']","['23', '']","['2,468', '']","['0', '']","['0', '']","['521', '']","['11,228', '']","['0', '']"
12709,r051,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,50,"['15,424', '']","['0', '']","['0', '']","['216', '']","['0', '']","['12,415', '']","['0', '']","['0', '']","['0', '']","['2,526', '']","['267', '']"
12709,r052,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,51,"['15,295', '']","['1,190', '']","['263', '']","['1,443', '']","['452', '']","['2,172', '']","['28', '']","['23', '']","['0', '']","['9,592', '']","['132', '']"
12709,r053,All institutions -> U. Maine,All institutions,U. Maine,2,52,"['14,654', '']","['0', '']","['0', '']","['22', '']","['0', '']","['1,458', '']","['0', '']","['0', '']","['0', '']","['13,174', '']","['0', '']"
12709,r054,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,53,"['13,777', '']","['0', '']","['1,336', '']","['853', '']","['0', '']","['2,719', '']","['0', '']","['67', '']","['0', '']","['8,802', '']","['0', '']"
12709,r055,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,54,"['13,314', '']","['323', '']","['110', '']","['133', '']","['0', '']","['6,272', '']","['0', '']","['111', '']","['0', '']","['6,299', '']","['66', '']"
12709,r056,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,55,"['13,238', '']","['0', '']","['143', '']","['165', '']","['1', '']","['3,679', '']","['0', '']","['0', '']","['0', '']","['9,250', '']","['0', '']"
12709,r057,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,56,"['12,844', '']","['47', '']","['397', '']","['0', '']","['0', '']","['6,773', '']","['0', '']","['0', '']","['0', '']","['5,627', '']","['0', '']"
12709,r058,"All institutions -> U. Nebraska, Lincoln and Medical Center<sup>b</sup>",All institutions,"U. Nebraska, Lincoln and Medical Center<sup>b</sup>",2,57,"['12,226', '']","['144', '']","['0', '']","['3,555', '']","['20', '']","['3,731', '']","['0', '']","['0', '']","['0', '']","['4,776', '']","['0', '']"
12709,r059,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,58,"['12,148', '']","['377', '']","['4,295', '']","['265', '']","['0', '']","['334', '']","['0', '']","['0', '']","['0', '']","['6,877', '']","['0', '']"
12709,r060,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,59,"['11,932', '']","['1,273', '']","['0', '']","['141', '']","['0', '']","['1,953', '']","['0', '']","['0', '']","['0', '']","['8,475', '']","['90', '']"
12709,r061,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,60,"['11,714', '']","['131', '']","['0', '']","['0', '']","['159', '']","['1,218', '']","['0', '']","['0', '']","['0', '']","['9,232', '']","['974', '']"
12709,r062,All institutions -> Johns Hopkins U.<sup>c</sup>,All institutions,Johns Hopkins U.<sup>c</sup>,2,61,"['11,671', '']","['634', '']","['331', '']","['19', '']","['168', '']","['3,979', '']","['0', '']","['208', '']","['219', '']","['6,113', '']","['0', '']"
12709,r063,All institutions -> Rice U.,All institutions,Rice U.,2,62,"['11,116', '']","['1,526', '']","['1,843', '']","['255', '']","['139', '']","['3,958', '']","['0', '']","['0', '']","['0', '']","['3,395', '']","['0', '']"
12709,r064,All institutions -> U. Arizona,All institutions,U. Arizona,2,63,"['10,952', '']","['171', '']","['505', '']","['2,156', '']","['240', '']","['3,130', '']","['0', '']","['17', '']","['0', '']","['4,543', '']","['190', '']"
12709,r065,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,64,"['10,896', '']","['1,610', '']","['3,273', '']","['0', '']","['0', '']","['1,024', '']","['0', '']","['79', '']","['0', '']","['4,904', '']","['6', '']"
12709,r066,All institutions -> Florida State U.,All institutions,Florida State U.,2,65,"['10,765', '']","['129', '']","['27', '']","['0', '']","['137', '']","['6,344', '']","['0', '']","['0', '']","['101', '']","['4,010', '']","['17', '']"
12709,r067,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,66,"['10,693', '']","['242', '']","['259', '']","['478', '']","['0', '']","['9,630', '']","['0', '']","['0', '']","['0', '']","['84', '']","['0', '']"
12709,r068,All institutions -> Yale U.,All institutions,Yale U.,2,67,"['10,539', '']","['0', '']","['218', '']","['1,109', '']","['0', '']","['8,034', '']","['0', '']","['0', '']","['0', '']","['1,169', '']","['9', '']"
12709,r069,All institutions -> U. Southern California,All institutions,U. Southern California,2,68,"['10,477', '']","['2,842', '']","['278', '']","['1,202', '']","['0', '']","['2,690', '']","['0', '']","['108', '']","['0', '']","['3,357', '']","['0', '']"
12709,r070,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,69,"['10,455', '']","['44', '']","['105', '']","['299', '']","['0', '']","['2,133', '']","['0', '']","['0', '']","['66', '']","['7,751', '']","['57', '']"
12709,r071,All institutions -> Florida International U.,All institutions,Florida International U.,2,70,"['10,226', '']","['0', '']","['8', '']","['0', '']","['0', '']","['1,660', '']","['0', '']","['0', '']","['0', '']","['8,558', '']","['0', '']"
12709,r072,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,71,"['10,157', '']","['88', '']","['0', '']","['3,589', '']","['217', '']","['216', '']","['0', '']","['869', '']","['0', '']","['5,098', '']","['80', '']"
12709,r073,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,72,"['9,990', '']","['61', '']","['0', '']","['56', '']","['0', '']","['853', '']","['0', '']","['0', '']","['0', '']","['8,980', '']","['40', '']"
12709,r074,"All institutions -> CUNY, Queens C.",All institutions,"CUNY, Queens C.",2,73,"['9,893', '']","['0', '']","['51', '']","['9,468', '']","['0', '']","['374', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12709,r075,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,74,"['9,876', '']","['5,745', '']","['122', '']","['0', '']","['0', '']","['643', '']","['0', '']","['4', '']","['0', '']","['3,362', '']","['0', '']"
12709,r076,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,75,"['9,640', '']","['144', '']","['2,406', '']","['888', '']","['0', '']","['1,442', '']","['0', '']","['765', '']","['0', '']","['3,971', '']","['24', '']"
12709,r077,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,76,"['9,551', '']","['2,316', '']","['170', '']","['308', '']","['0', '']","['1,208', '']","['0', '']","['0', '']","['0', '']","['5,549', '']","['0', '']"
12709,r078,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,77,"['9,402', '']","['0', '']","['4,163', '']","['484', '']","['0', '']","['259', '']","['0', '']","['66', '']","['6', '']","['4,424', '']","['0', '']"
12709,r079,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,78,"['9,349', '']","['71', '']","['0', '']","['970', '']","['0', '']","['5,850', '']","['0', '']","['0', '']","['0', '']","['2,458', '']","['0', '']"
12709,r080,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,79,"['9,314', '']","['0', '']","['1,770', '']","['272', '']","['0', '']","['3,619', '']","['0', '']","['19', '']","['29', '']","['3,605', '']","['0', '']"
12709,r081,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,80,"['9,245', '']","['0', '']","['304', '']","['1,263', '']","['90', '']","['3,806', '']","['0', '']","['0', '']","['0', '']","['3,710', '']","['72', '']"
12709,r082,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,81,"['9,088', '']","['0', '']","['124', '']","['1,403', '']","['0', '']","['1,246', '']","['0', '']","['0', '']","['0', '']","['6,315', '']","['0', '']"
12709,r083,All institutions -> U. Oregon,All institutions,U. Oregon,2,82,"['9,006', '']","['3,314', '']","['137', '']","['623', '']","['0', '']","['4,828', '']","['0', '']","['0', '']","['0', '']","['0', '']","['104', '']"
12709,r084,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,83,"['8,592', '']","['18', '']","['0', '']","['282', '']","['34', '']","['3,183', '']","['0', '']","['22', '']","['0', '']","['5,053', '']","['0', '']"
12709,r085,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,84,"['8,503', '']","['116', '']","['550', '']","['697', '']","['0', '']","['2,638', '']","['0', '']","['0', '']","['0', '']","['4,502', '']","['0', '']"
12709,r086,All institutions -> U. Houston,All institutions,U. Houston,2,85,"['8,303', '']","['127', '']","['930', '']","['19', '']","['0', '']","['1,632', '']","['0', '']","['0', '']","['69', '']","['5,321', '']","['205', '']"
12709,r087,All institutions -> Clemson U.,All institutions,Clemson U.,2,86,"['8,141', '']","['31', '']","['0', '']","['1,522', '']","['26', '']","['458', '']","['0', '']","['0', '']","['0', '']","['6,104', '']","['0', '']"
12709,r088,All institutions -> Boston U.,All institutions,Boston U.,2,87,"['8,055', '']","['772', '']","['307', '']","['1,114', '']","['0', '']","['3,552', '']","['0', '']","['0', '']","['0', '']","['2,310', '']","['0', '']"
12709,r089,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,88,"['7,985', '']","['0', '']","['251', '']","['814', '']","['0', '']","['4,353', '']","['0', '']","['62', '']","['0', '']","['2,505', '']","['0', '']"
12709,r090,All institutions -> Missouri U. of Science and Technology,All institutions,Missouri U. of Science and Technology,2,89,"['7,851', '']","['89', '']","['0', '']","['0', '']","['0', '']","['301', '']","['0', '']","['0', '']","['0', '']","['7,461', '']","['0', '']"
12709,r091,All institutions -> Brown U.,All institutions,Brown U.,2,90,"['7,733', '']","['0', '']","['72', '']","['0', '']","['862', '']","['4,410', '']","['0', '']","['0', '']","['82', '']","['2,307', '']","['0', '']"
12709,r092,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,91,"['7,693', '']","['617', '']","['278', '']","['787', '']","['117', '']","['2,459', '']","['0', '']","['0', '']","['0', '']","['3,435', '']","['0', '']"
12709,r093,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,92,"['7,663', '']","['270', '']","['253', '']","['163', '']","['0', '']","['851', '']","['0', '']","['0', '']","['0', '']","['6,105', '']","['21', '']"
12709,r094,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,93,"['7,136', '']","['5', '']","['582', '']","['39', '']","['21', '']","['999', '']","['0', '']","['0', '']","['0', '']","['5,490', '']","['0', '']"
12709,r095,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,94,"['6,895', '']","['123', '']","['720', '']","['3', '']","['0', '']","['4,938', '']","['0', '']","['0', '']","['0', '']","['1,111', '']","['0', '']"
12709,r096,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,95,"['6,662', '']","['0', '']","['1,263', '']","['348', '']","['0', '']","['137', '']","['0', '']","['10', '']","['0', '']","['4,904', '']","['0', '']"
12709,r097,All institutions -> Lehigh U.,All institutions,Lehigh U.,2,96,"['6,430', '']","['94', '']","['0', '']","['0', '']","['0', '']","['426', '']","['0', '']","['560', '']","['0', '']","['5,350', '']","['0', '']"
12709,r098,All institutions -> Illinois Institute of Technology,All institutions,Illinois Institute of Technology,2,97,"['6,361', '']","['881', '']","['0', '']","['60', '']","['37', '']","['2,247', '']","['0', '']","['0', '']","['0', '']","['3,136', '']","['0', '']"
12709,r099,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,98,"['6,277', '']","['0', '']","['580', '']","['259', '']","['0', '']","['4,379', '']","['0', '']","['504', '']","['0', '']","['555', '']","['0', '']"
12709,r100,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,99,"['6,220', '']","['689', '']","['77', '']","['381', '']","['0', '']","['3,373', '']","['0', '']","['76', '']","['66', '']","['1,558', '']","['0', '']"
12709,r101,All institutions -> Desert Research Institute,All institutions,Desert Research Institute,2,100,"['6,210', '']","['0', '']","['6,210', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
12709,r102,All institutions -> U. Toledo,All institutions,U. Toledo,2,100,"['6,210', '']","['0', '']","['1,864', '']","['0', '']","['0', '']","['2,776', '']","['0', '']","['0', '']","['0', '']","['1,414', '']","['156', '']"
12709,r103,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,102,"['6,113', '']","['353', '']","['0', '']","['351', '']","['97', '']","['2,560', '']","['0', '']","['0', '']","['0', '']","['2,752', '']","['0', '']"
12709,r104,"All institutions -> Oklahoma State U., Stillwater",All institutions,"Oklahoma State U., Stillwater",2,103,"['6,090', '']","['0', '']","['660', '']","['1,082', '']","['0', '']","['1,479', '']","['0', '']","['13', '']","['0', '']","['2,823', '']","['33', '']"
12709,r105,All institutions -> U. Kansas,All institutions,U. Kansas,2,104,"['6,051', '']","['80', '']","['1,376', '']","['372', '']","['0', '']","['2,131', '']","['0', '']","['38', '']","['0', '']","['2,012', '']","['42', '']"
12709,r106,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,105,"['5,913', '']","['634', '']","['648', '']","['66', '']","['0', '']","['589', '']","['0', '']","['0', '']","['0', '']","['3,976', '']","['0', '']"
12709,r107,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,106,"['5,895', '']","['479', '']","['1,324', '']","['136', '']","['0', '']","['2,380', '']","['0', '']","['0', '']","['599', '']","['977', '']","['0', '']"
12709,r108,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,107,"['5,837', '']","['23', '']","['0', '']","['17', '']","['35', '']","['1,462', '']","['0', '']","['0', '']","['0', '']","['4,300', '']","['0', '']"
12709,r109,"All institutions -> U. Nevada, Las Vegas",All institutions,"U. Nevada, Las Vegas",2,108,"['5,695', '']","['175', '']","['283', '']","['225', '']","['0', '']","['2,772', '']","['0', '']","['0', '']","['0', '']","['2,240', '']","['0', '']"
12709,r110,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,109,"['5,618', '']","['0', '']","['0', '']","['366', '']","['17', '']","['630', '']","['0', '']","['79', '']","['0', '']","['4,526', '']","['0', '']"
12709,r111,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,110,"['5,599', '']","['120', '']","['276', '']","['188', '']","['123', '']","['1,934', '']","['0', '']","['0', '']","['0', '']","['2,958', '']","['0', '']"
12709,r112,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,111,"['5,360', '']","['0', '']","['1,344', '']","['5', '']","['0', '']","['986', '']","['0', '']","['753', '']","['0', '']","['2,272', '']","['0', '']"
12709,r113,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,112,"['5,355', '']","['0', '']","['1,238', '']","['2,477', '']","['0', '']","['484', '']","['0', '']","['0', '']","['0', '']","['1,156', '']","['0', '']"
