table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2020,field_2021,field_2022,field_2023_all_physical_sciences,field_2023_astronomy_and_astrophysics,field_2023_chemistry,field_2023_materials_science,field_2023_physics,field_2023_physical_sciences_nec
12695,r057,All institutions -> Emory U.,All institutions,Emory U.,2,56,"['22,505', '']","['25,676', '']","['28,576', '']","['31,085', '']","['0', '']","['26,564', '']","['0', '']","['4,521', '']","['0', '']"
12695,r058,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,57,"['33,608', '']","['30,322', '']","['31,360', '']","['30,417', '']","['1,723', '']","['17,814', '']","['0', '']","['10,880', '']","['0', '']"
12695,r059,All institutions -> New York U.,All institutions,New York U.,2,58,"['26,698', '']","['26,417', '']","['26,391', '']","['30,409', '']","['0', '']","['15,549', '']","['0', '']","['14,860', '']","['0', '']"
12695,r060,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,59,"['28,017', '']","['30,077', '']","['28,937', '']","['30,399', '']","['0', '']","['18,843', '']","['0', '']","['11,556', '']","['0', '']"
12695,r061,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,60,"['23,401', '']","['24,320', '']","['25,954', '']","['30,262', '']","['0', '']","['12,316', '']","['8,355', '']","['9,591', '']","['0', '']"
12695,r062,All institutions -> Duke U.,All institutions,Duke U.,2,61,"['22,396', '']","['22,131', '']","['23,281', '']","['29,127', '']","['0', '']","['16,182', '']","['0', '']","['12,945', '']","['0', '']"
12695,r063,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,62,"['23,464', '']","['28,455', '']","['27,486', '']","['28,745', '']","['0', '']","['16,370', '']","['0', '']","['12,147', '']","['228', '']"
12695,r064,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,63,"['15,752', '']","['17,718', '']","['21,497', '']","['28,674', '']","['0', '']","['13,743', '']","['0', '']","['14,931', '']","['0', '']"
12695,r065,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,64,"['25,703', '']","['23,111', '']","['32,108', '']","['28,283', '']","['1,908', '']","['6,825', '']","['1,398', '']","['16,794', '']","['1,358', '']"
12695,r066,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,65,"['27,628', '']","['27,304', '']","['27,721', '']","['27,920', '']","['3,805', '']","['13,274', '']","['0', '']","['10,841', '']","['0', '']"
12695,r067,All institutions -> U. Houston,All institutions,U. Houston,2,66,"['50,164', '']","['52,230', '']","['60,462', '']","['27,682', '']","['293', '']","['15,585', '']","['536', '']","['8,983', '']","['2,285', '']"
12695,r068,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,67,"['28,757', '']","['22,250', '']","['23,286', '']","['27,580', '']","['5,992', '']","['11,743', '']","['0', '']","['9,845', '']","['0', '']"
12695,r069,All institutions -> Washington State U.,All institutions,Washington State U.,2,68,"['24,243', '']","['26,256', '']","['25,553', '']","['27,495', '']","['439', '']","['11,562', '']","['4,719', '']","['10,674', '']","['101', '']"
12695,r070,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,69,"['17,990', '']","['23,329', '']","['19,778', '']","['27,448', '']","['0', '']","['7,929', '']","['0', '']","['19,519', '']","['0', '']"
12695,r071,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,70,"['21,580', '']","['21,109', '']","['23,841', '']","['27,237', '']","['1,504', '']","['11,099', '']","['1,894', '']","['12,681', '']","['59', '']"
12695,r072,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,71,"['18,278', '']","['19,202', '']","['20,806', '']","['25,604', '']","['15,705', '']","['4,802', '']","['468', '']","['4,629', '']","['0', '']"
12695,r073,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,72,"['29,491', '']","['26,381', '']","['23,293', '']","['25,554', '']","['18,708', '']","['2,333', '']","['0', '']","['4,508', '']","['5', '']"
12695,r074,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,73,"['21,239', '']","['20,809', '']","['23,139', '']","['25,471', '']","['0', '']","['8,885', '']","['0', '']","['16,586', '']","['0', '']"
12695,r075,All institutions -> U. Utah,All institutions,U. Utah,2,74,"['30,170', 'i']","['30,441', 'i']","['18,579', '']","['24,991', '']","['0', '']","['17,148', '']","['0', '']","['7,843', '']","['0', '']"
12695,r076,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,75,"['21,219', '']","['26,312', '']","['24,806', '']","['24,630', '']","['0', '']","['11,869', '']","['33', '']","['12,728', '']","['0', '']"
12695,r077,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,76,"['19,060', '']","['17,572', '']","['19,651', '']","['23,775', '']","['0', '']","['0', '']","['0', '']","['23,775', '']","['0', '']"
12695,r078,All institutions -> Wayne State U.,All institutions,Wayne State U.,2,77,"['16,895', '']","['19,885', '']","['20,880', '']","['23,226', '']","['0', '']","['13,686', '']","['0', '']","['4,286', '']","['5,254', '']"
12695,r079,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,78,"['24,214', '']","['24,374', '']","['23,394', '']","['22,452', '']","['394', '']","['13,571', '']","['1,448', '']","['6,660', '']","['379', '']"
12695,r080,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,79,"['18,739', '']","['16,497', '']","['18,730', '']","['21,859', '']","['0', '']","['12,341', '']","['0', '']","['9,518', '']","['0', '']"
12695,r081,"All institutions -> U. Texas, Arlington",All institutions,"U. Texas, Arlington",2,80,"['17,257', '']","['16,864', '']","['18,905', '']","['20,371', '']","['0', '']","['6,773', '']","['0', '']","['12,488', '']","['1,110', '']"
12695,r082,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,81,"['13,905', '']","['13,926', '']","['14,286', '']","['20,189', '']","['0', '']","['6,723', '']","['0', '']","['13,466', '']","['0', '']"
12695,r083,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,82,"['15,247', '']","['15,214', '']","['17,011', '']","['19,616', '']","['909', '']","['8,154', '']","['242', '']","['10,216', '']","['95', '']"
12695,r084,All institutions -> U. Kansas,All institutions,U. Kansas,2,83,"['7,502', '']","['15,492', '']","['16,123', '']","['19,261', '']","['683', '']","['13,643', '']","['0', '']","['4,935', '']","['0', '']"
12695,r085,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,84,"['13,353', '']","['15,071', '']","['17,852', '']","['19,243', '']","['15,296', '']","['1,065', '']","['22', '']","['2,839', '']","['21', '']"
12695,r086,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,85,"['9,791', '']","['8,111', '']","['10,739', '']","['19,209', '']","['0', '']","['5,658', '']","['11', '']","['10,730', '']","['2,810', '']"
12695,r087,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,86,"['11,356', '']","['12,947', '']","['14,885', '']","['19,169', '']","['0', '']","['12,002', '']","['1,158', '']","['5,625', '']","['384', '']"
12695,r088,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,87,"['19,395', '']","['17,588', '']","['18,277', '']","['19,102', '']","['4,443', '']","['8,045', '']","['0', '']","['6,614', '']","['0', '']"
12695,r089,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,88,"['19,144', '']","['18,308', '']","['18,186', '']","['19,076', '']","['0', '']","['3,538', '']","['0', '']","['15,538', '']","['0', '']"
12695,r090,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,89,"['11,346', '']","['10,812', '']","['12,923', '']","['18,977', '']","['345', '']","['5,333', '']","['5,646', '']","['6,694', '']","['959', '']"
12695,r091,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,90,"['17,037', '']","['17,559', '']","['17,938', '']","['18,535', '']","['0', '']","['10,291', '']","['0', '']","['8,244', '']","['0', '']"
12695,r092,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,91,"['16,781', '']","['15,415', '']","['17,202', '']","['18,434', '']","['8,650', '']","['4,408', '']","['756', '']","['4,620', '']","['0', '']"
12695,r093,All institutions -> U. Southern California,All institutions,U. Southern California,2,92,"['23,644', '']","['21,413', '']","['17,696', '']","['18,195', '']","['6,542', '']","['11,653', '']","['0', '']","['0', '']","['0', '']"
12695,r094,All institutions -> U. Oregon,All institutions,U. Oregon,2,93,"['12,984', '']","['13,881', '']","['15,315', '']","['18,110', '']","['0', '']","['9,391', '']","['1,457', '']","['3,578', '']","['3,684', '']"
12695,r095,All institutions -> Brown U.,All institutions,Brown U.,2,94,"['17,745', '']","['17,072', '']","['18,299', '']","['18,064', '']","['0', '']","['6,157', '']","['0', '']","['9,713', '']","['2,194', '']"
12695,r096,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,95,"['17,759', '']","['16,444', '']","['16,709', '']","['17,707', '']","['4,669', '']","['5,695', '']","['0', '']","['5,916', '']","['1,427', '']"
12695,r097,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,96,"['13,701', '']","['12,459', '']","['16,778', '']","['17,131', '']","['4,779', '']","['5,785', '']","['552', '']","['5,890', '']","['125', '']"
12695,r098,"All institutions -> SUNY, Binghamton U.",All institutions,"SUNY, Binghamton U.",2,97,"['18,586', '']","['14,568', '']","['14,636', '']","['16,702', '']","['0', '']","['12,376', '']","['84', '']","['4,145', '']","['97', '']"
12695,r099,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,98,"['12,678', '']","['12,431', '']","['13,067', '']","['16,296', '']","['3,269', '']","['5,502', '']","['0', '']","['7,525', '']","['0', '']"
12695,r100,All institutions -> Temple U.,All institutions,Temple U.,2,99,"['18,447', '']","['17,979', '']","['17,215', '']","['15,792', '']","['0', '']","['6,851', '']","['0', '']","['3,844', '']","['5,097', '']"
12695,r101,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,100,"['13,830', '']","['12,388', '']","['14,979', '']","['15,762', '']","['0', '']","['774', '']","['0', '']","['4,680', '']","['10,308', '']"
12695,r102,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,101,"['18,546', '']","['17,682', '']","['11,245', '']","['15,372', '']","['0', '']","['7,895', '']","['0', '']","['7,477', '']","['0', '']"
12695,r103,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,102,"['11,161', '']","['13,431', '']","['11,990', '']","['15,320', '']","['0', '']","['11,496', '']","['3', '']","['3,821', '']","['0', '']"
12695,r104,All institutions -> Texas Tech U.,All institutions,Texas Tech U.,2,103,"['15,103', '']","['15,784', '']","['15,739', '']","['15,057', '']","['0', '']","['8,268', '']","['645', '']","['6,144', '']","['0', '']"
12695,r105,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,104,"['9,151', '']","['10,525', '']","['15,192', '']","['13,835', '']","['0', '']","['3,021', '']","['0', '']","['7,933', '']","['2,881', '']"
12695,r106,All institutions -> Mississippi State U.,All institutions,Mississippi State U.,2,105,"['10,381', '']","['10,755', '']","['12,061', '']","['13,806', '']","['341', '']","['5,085', '']","['3,621', '']","['4,696', '']","['63', '']"
12695,r107,All institutions -> U. Mississippi,All institutions,U. Mississippi,2,106,"['11,652', '']","['10,803', '']","['11,784', '']","['13,565', '']","['0', '']","['4,420', '']","['0', '']","['9,145', '']","['0', '']"
12695,r108,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,107,"['15,551', '']","['16,441', '']","['13,832', '']","['13,507', '']","['12,620', '']","['73', '']","['0', '']","['512', '']","['302', '']"
12695,r109,All institutions -> Boston C.,All institutions,Boston C.,2,108,"['9,306', '']","['11,863', '']","['12,202', '']","['13,121', '']","['0', '']","['9,250', '']","['0', '']","['3,871', '']","['0', '']"
12695,r110,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,109,"['13,422', '']","['14,672', '']","['14,071', '']","['12,954', '']","['0', '']","['10,393', '']","['0', '']","['0', '']","['2,561', '']"
12695,r111,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,110,"['26,366', '']","['20,108', '']","['13,339', '']","['12,826', '']","['8,259', '']","['1,647', '']","['0', '']","['1,994', '']","['926', '']"
12695,r112,All institutions -> Rensselaer Polytechnic Institute,All institutions,Rensselaer Polytechnic Institute,2,111,"['12,143', '']","['12,251', '']","['15,894', '']","['12,723', '']","['0', '']","['6,945', '']","['156', '']","['2,955', '']","['2,667', '']"
12695,r113,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,112,"['7,719', '']","['6,791', '']","['7,299', '']","['12,431', '']","['0', '']","['9,793', '']","['0', '']","['2,638', '']","['0', '']"
12695,r114,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,113,"['12,583', '']","['12,736', '']","['14,709', '']","['12,230', '']","['0', '']","['2,995', '']","['0', '']","['9,235', '']","['0', '']"
12695,r115,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,114,"['11,234', '']","['11,547', '']","['12,128', '']","['12,226', '']","['0', '']","['7,586', '']","['0', '']","['4,640', '']","['0', '']"
12695,r116,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,115,"['6,775', '']","['9,092', '']","['10,021', '']","['12,207', '']","['0', '']","['8,656', '']","['0', '']","['3,551', '']","['0', '']"
12695,r117,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,116,"['8,874', '']","['9,189', '']","['10,335', '']","['12,181', '']","['0', '']","['7,651', '']","['0', '']","['4,530', '']","['0', '']"
12695,r118,All institutions -> Clemson U.,All institutions,Clemson U.,2,117,"['10,823', '']","['10,139', '']","['11,923', '']","['12,096', '']","['0', '']","['5,323', '']","['402', '']","['6,050', '']","['321', '']"
12695,r119,All institutions -> U. Toledo,All institutions,U. Toledo,2,118,"['7,445', '']","['10,594', '']","['11,637', '']","['11,716', '']","['932', '']","['3,251', '']","['0', '']","['7,520', '']","['13', '']"
12695,r120,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,119,"['9,566', '']","['8,025', '']","['10,640', '']","['11,696', '']","['1,147', '']","['5,421', '']","['434', '']","['3,975', '']","['719', '']"
