table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_nsf_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
10156,r035,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,34,"['52,153', '']","['10,795', '']","['2,320', '']","['2,152', '']","['587', '']","['4,720', '']","['579', '']","['1,848', '']","['0', '']","['26,098', '']","['3,054', '']"
10156,r036,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,35,"['52,117', '']","['1,229', '']","['22,754', '']","['9,716', '']","['673', '']","['3,199', '']","['321', '']","['577', '']","['2,050', '']","['7,912', '']","['3,686', '']"
10156,r037,All institutions -> U. Arizona,All institutions,U. Arizona,2,36,"['51,132', '']","['2,952', '']","['6,221', '']","['12,769', '']","['1,902', '']","['11,100', '']","['107', '']","['3,289', '']","['1,603', '']","['9,647', '']","['1,542', '']"
10156,r038,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,37,"['51,087', '']","['5,067', '']","['1,429', '']","['10,396', '']","['1,770', '']","['7,052', '']","['291', '']","['870', '']","['0', '']","['23,330', '']","['882', '']"
10156,r039,All institutions -> Harvard U.,All institutions,Harvard U.,2,38,"['49,923', '']","['4,031', '']","['2,912', '']","['8,827', '']","['2,261', '']","['14,347', '']","['420', '']","['2,201', '']","['14', '']","['12,616', '']","['2,294', '']"
10156,r040,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,39,"['49,528', '']","['7,264', '']","['3,604', '']","['6,850', '']","['2,539', '']","['9,412', '']","['1,492', '']","['1,123', '']","['0', '']","['14,527', '']","['2,717', '']"
10156,r041,All institutions -> U. Southern California,All institutions,U. Southern California,2,40,"['46,412', '']","['11,164', '']","['8,754', '']","['3,247', '']","['1,061', '']","['3,698', '']","['279', '']","['1,024', '']","['0', '']","['12,873', '']","['4,312', '']"
10156,r042,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,41,"['44,315', '']","['0', '']","['29,096', '']","['4,006', '']","['168', '']","['2,039', '']","['0', '']","['666', '']","['6,526', '']","['1,094', '']","['720', '']"
10156,r043,All institutions -> U. Utah,All institutions,U. Utah,2,42,"['43,706', '']","['13,982', '']","['29', '']","['5,576', '']","['3,508', '']","['8,052', '']","['743', '']","['807', '']","['0', '']","['9,988', '']","['1,021', '']"
10156,r044,All institutions -> New York U.,All institutions,New York U.,2,43,"['43,497', '']","['3,831', '']","['77', '']","['5,219', '']","['6,631', '']","['6,306', '']","['3,407', '']","['3,764', '']","['0', '']","['11,255', '']","['3,007', '']"
10156,r045,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,44,"['43,464', '']","['3,292', '']","['3,131', '']","['16,885', '']","['2,920', '']","['4,821', '']","['383', '']","['1,455', '']","['6', '']","['8,862', '']","['1,709', '']"
10156,r046,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,45,"['42,302', '']","['10,736', '']","['4,230', '']","['5,070', '']","['3,719', '']","['8,479', '']","['489', '']","['2,279', '']","['0', '']","['1,712', '']","['5,588', '']"
10156,r047,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,46,"['42,275', '']","['4,170', '']","['4,923', '']","['11,041', '']","['4,020', '']","['6,093', '']","['394', '']","['135', '']","['0', '']","['8,821', '']","['2,678', '']"
10156,r048,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,47,"['42,254', '']","['1,533', '']","['2,792', '']","['24,596', '']","['1,372', '']","['2,740', '']","['923', '']","['417', '']","['39', '']","['6,661', '']","['1,181', '']"
10156,r049,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,48,"['41,201', '']","['5,781', '']","['3,519', '']","['2,882', '']","['1,878', '']","['16,903', '']","['487', '']","['435', '']","['1,963', '']","['6,873', '']","['480', '']"
10156,r050,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,49,"['40,851', '']","['7,942', '']","['3,587', '']","['5,428', '']","['1,657', '']","['5,584', '']","['344', '']","['1,518', '']","['1,241', '']","['10,607', '']","['2,943', '']"
10156,r051,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,50,"['39,770', '']","['15,620', '']","['1,253', '']","['5,260', '']","['1,086', '']","['7,599', '']","['1,403', '']","['1,666', '']","['154', '']","['2,462', '']","['3,267', '']"
10156,r052,All institutions -> U. Delaware,All institutions,U. Delaware,2,51,"['39,581', '']","['1,548', '']","['8,476', '']","['2,926', '']","['1,172', '']","['9,858', '']","['476', '']","['1,385', '']","['1,077', '']","['10,686', '']","['1,977', '']"
10156,r053,All institutions -> U. Georgia,All institutions,U. Georgia,2,52,"['39,153', '']","['1,036', '']","['4,459', '']","['23,688', '']","['763', '']","['1,222', '']","['1,436', '']","['967', '']","['38', '']","['3,506', '']","['2,038', '']"
10156,r054,All institutions -> Johns Hopkins U.<sup>b</sup>,All institutions,Johns Hopkins U.<sup>b</sup>,2,53,"['38,498', '']","['3,260', '']","['2,609', '']","['4,011', '']","['1,474', '']","['10,828', '']","['1,023', '']","['268', '']","['0', '']","['14,310', '']","['715', '']"
10156,r055,All institutions -> Duke U.,All institutions,Duke U.,2,54,"['37,887', '']","['4,944', '']","['1,192', '']","['6,921', '']","['3,382', '']","['6,026', '']","['237', '']","['2,187', '']","['10', '']","['12,247', '']","['741', '']"
10156,r056,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,55,"['36,895', '']","['7,658', '']","['1,143', '']","['4,433', '']","['1,402', '']","['5,786', '']","['1,048', '']","['1,988', '']","['0', '']","['10,705', '']","['2,732', '']"
10156,r057,All institutions -> Rice U.,All institutions,Rice U.,2,56,"['36,776', '']","['3,341', '']","['961', '']","['3,027', '']","['2,161', '']","['7,220', '']","['594', '']","['700', '']","['415', '']","['16,487', '']","['1,870', '']"
10156,r058,All institutions -> Boston U.,All institutions,Boston U.,2,57,"['35,437', '']","['3,719', '']","['1,712', '']","['2,687', '']","['783', '']","['7,284', '']","['1,121', '']","['521', '']","['1,352', '']","['13,805', '']","['2,453', '']"
10156,r059,All institutions -> Yale U.,All institutions,Yale U.,2,58,"['34,189', '']","['4,082', '']","['1,851', '']","['10,003', '']","['1,761', '']","['4,994', '']","['667', '']","['1,303', '']","['0', '']","['8,128', '']","['1,400', '']"
10156,r060,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,59,"['33,906', '']","['1,904', '']","['1,463', '']","['7,913', '']","['864', '']","['3,471', '']","['327', '']","['185', '']","['0', '']","['15,832', '']","['1,947', '']"
10156,r061,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,60,"['33,534', '']","['1,356', '']","['7,902', '']","['8,498', '']","['1,425', '']","['4,275', '']","['774', '']","['439', '']","['170', '']","['6,646', '']","['2,049', '']"
10156,r062,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,61,"['33,465', '']","['2,787', '']","['997', '']","['6,279', '']","['1,647', '']","['6,272', '']","['462', '']","['614', '']","['2,918', '']","['9,453', '']","['2,036', '']"
10156,r063,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,62,"['32,276', '']","['2,740', '']","['0', '']","['2,140', '']","['2,533', '']","['11,837', '']","['519', '']","['568', '']","['451', '']","['10,735', '']","['753', '']"
10156,r064,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,63,"['30,193', '']","['2,321', '']","['18,886', '']","['2,078', '']","['366', '']","['3,849', '']","['4', '']","['490', '']","['165', '']","['1,973', '']","['61', '']"
10156,r065,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,64,"['30,032', '']","['3,296', '']","['528', '']","['9,360', '']","['970', '']","['9,455', '']","['158', '']","['420', '']","['15', '']","['3,721', '']","['2,109', '']"
10156,r066,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,65,"['28,973', '']","['4,161', '']","['1,137', '']","['7,944', '']","['1,035', '']","['5,183', '']","['411', '']","['511', '']","['0', '']","['8,332', '']","['259', '']"
10156,r067,All institutions -> Brown U.,All institutions,Brown U.,2,66,"['28,913', '']","['3,039', '']","['2,871', '']","['5,274', '']","['6,576', '']","['5,007', '']","['0', '']","['306', '']","['1,315', '']","['4,497', '']","['28', '']"
10156,r068,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,67,"['28,587', '']","['1,819', '']","['4,458', '']","['4,736', '']","['428', '']","['2,833', '']","['14', '']","['1,697', '']","['70', '']","['10,561', '']","['1,971', '']"
10156,r069,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,68,"['27,889', '']","['4,755', '']","['468', '']","['3,743', '']","['752', '']","['2,633', '']","['1,736', '']","['390', '']","['0', '']","['6,362', '']","['7,050', '']"
10156,r070,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,69,"['26,828', '']","['7,408', '']","['1,916', '']","['2,079', '']","['514', '']","['4,308', '']","['365', '']","['73', '']","['0', '']","['9,249', '']","['916', '']"
10156,r071,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,70,"['25,742', '']","['3,162', '']","['0', '']","['990', '']","['629', '']","['3,453', '']","['79', '']","['458', '']","['16', '']","['14,763', '']","['2,192', '']"
10156,r072,All institutions -> U. Kansas,All institutions,U. Kansas,2,71,"['25,253', '']","['1,880', '']","['3,649', '']","['9,196', '']","['441', '']","['4,861', '']","['371', '']","['690', '']","['0', '']","['3,418', '']","['747', '']"
10156,r073,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,72,"['23,792', '']","['4,498', '']","['12', '']","['2,322', '']","['2,122', '']","['5,862', '']","['143', '']","['82', '']","['0', '']","['6,639', '']","['2,112', '']"
10156,r074,All institutions -> Florida International U.,All institutions,Florida International U.,2,73,"['23,519', '']","['6,819', '']","['3,013', '']","['2,581', '']","['422', '']","['2,504', '']","['391', '']","['276', '']","['560', '']","['6,903', '']","['50', '']"
10156,r075,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,74,"['22,317', '']","['3,022', '']","['516', '']","['4,120', '']","['677', '']","['2,720', '']","['556', '']","['227', '']","['774', '']","['8,812', '']","['893', '']"
10156,r076,All institutions -> Clemson U.,All institutions,Clemson U.,2,75,"['21,701', '']","['2,458', '']","['0', '']","['1,273', '']","['860', '']","['2,186', '']","['411', '']","['917', '']","['0', '']","['11,680', '']","['1,916', '']"
10156,r077,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,76,"['20,371', '']","['2,616', '']","['1,204', '']","['3,911', '']","['1,291', '']","['3,577', '']","['84', '']","['852', '']","['1,100', '']","['5,614', '']","['122', '']"
10156,r078,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,77,"['20,306', '']","['3,269', '']","['1,174', '']","['1,759', '']","['730', '']","['3,067', '']","['1,580', '']","['1,014', '']","['741', '']","['6,704', '']","['268', '']"
10156,r079,All institutions -> U. Rochester,All institutions,U. Rochester,2,78,"['20,026', '']","['1,848', '']","['1,774', '']","['2,117', '']","['174', '']","['5,929', '']","['398', '']","['276', '']","['625', '']","['4,842', '']","['2,043', '']"
10156,r080,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,79,"['20,019', '']","['766', '']","['7,105', '']","['8,179', '']","['508', '']","['1,171', '']","['55', '']","['779', '']","['0', '']","['1,360', '']","['96', '']"
10156,r081,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,80,"['19,687', '']","['613', '']","['9,322', '']","['1,924', '']","['0', '']","['1,055', '']","['0', '']","['13', '']","['3,639', '']","['2,726', '']","['395', '']"
10156,r082,"All institutions -> U. Oklahoma, Norman and Health Science Center",All institutions,"U. Oklahoma, Norman and Health Science Center",2,81,"['19,652', '']","['3,334', '']","['4,741', '']","['3,135', '']","['429', '']","['2,690', '']","['70', '']","['871', '']","['0', '']","['3,828', '']","['554', '']"
10156,r083,All institutions -> U. Houston,All institutions,U. Houston,2,82,"['19,494', '']","['1,235', '']","['1,018', '']","['1,407', '']","['2,501', '']","['2,993', '']","['1,208', '']","['852', '']","['0', '']","['7,648', '']","['632', '']"
10156,r084,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,83,"['19,130', '']","['2,603', '']","['310', '']","['4,616', '']","['665', '']","['3,383', '']","['29', '']","['321', '']","['1', '']","['6,777', '']","['425', '']"
10156,r085,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,84,"['18,453', '']","['1,465', '']","['283', '']","['4,361', '']","['276', '']","['1,551', '']","['0', '']","['826', '']","['0', '']","['8,209', '']","['1,482', '']"
10156,r086,All institutions -> U. Oregon,All institutions,U. Oregon,2,85,"['17,940', '']","['1,056', '']","['2,343', '']","['2,316', '']","['1,185', '']","['5,234', '']","['303', '']","['812', '']","['0', '']","['521', '']","['4,170', '']"
10156,r087,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,86,"['17,662', '']","['2,537', '']","['1,129', '']","['4,614', '']","['29', '']","['2,508', '']","['136', '']","['442', '']","['0', '']","['6,009', '']","['258', '']"
10156,r088,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,87,"['17,315', '']","['1,878', '']","['5,244', '']","['1,881', '']","['267', '']","['3,732', '']","['97', '']","['587', '']","['0', '']","['3,493', '']","['136', '']"
10156,r089,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,88,"['17,249', '']","['709', '']","['421', '']","['6,500', '']","['241', '']","['3,092', '']","['66', '']","['467', '']","['49', '']","['4,006', '']","['1,698', '']"
10156,r090,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,89,"['16,817', '']","['2,777', '']","['2,580', '']","['4,422', '']","['214', '']","['2,342', '']","['517', '']","['189', '']","['0', '']","['3,733', '']","['43', '']"
10156,r091,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,90,"['16,783', '']","['530', '']","['6,164', '']","['2,894', '']","['423', '']","['1,103', '']","['13', '']","['285', '']","['0', '']","['4,530', '']","['841', '']"
10156,r092,All institutions -> Washington State U.,All institutions,Washington State U.,2,91,"['16,555', '']","['2,481', '']","['1,552', '']","['3,824', '']","['112', '']","['1,946', '']","['164', '']","['443', '']","['407', '']","['4,365', '']","['1,261', '']"
10156,r093,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,92,"['16,481', '']","['915', '']","['2,307', '']","['2,642', '']","['1,054', '']","['4,881', '']","['61', '']","['416', '']","['91', '']","['3,605', '']","['509', '']"
10156,r094,"All institutions -> U. Missouri, Columbia",All institutions,"U. Missouri, Columbia",2,93,"['16,283', '']","['1,186', '']","['553', '']","['6,177', '']","['667', '']","['1,087', '']","['934', '']","['255', '']","['844', '']","['2,423', '']","['2,157', '']"
10156,r095,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,94,"['15,959', '']","['1,818', '']","['1,311', '']","['5,318', '']","['624', '']","['771', '']","['0', '']","['524', '']","['0', '']","['2,808', '']","['2,785', '']"
10156,r096,All institutions -> Drexel U.,All institutions,Drexel U.,2,95,"['15,944', '']","['3,175', '']","['0', '']","['1,478', '']","['630', '']","['885', '']","['58', '']","['1,027', '']","['94', '']","['6,670', '']","['1,927', '']"
10156,r097,All institutions -> U. South Florida<sup>c</sup>,All institutions,U. South Florida<sup>c</sup>,2,96,"['15,319', '']","['1,666', '']","['2,957', '']","['1,368', '']","['647', '']","['2,402', '']","['195', '']","['681', '']","['157', '']","['4,916', '']","['330', '']"
10156,r098,All institutions -> George Mason U.,All institutions,George Mason U.,2,97,"['15,240', '']","['3,957', '']","['1,268', '']","['913', '']","['646', '']","['1,318', '']","['547', '']","['549', '']","['35', '']","['4,318', '']","['1,689', '']"
10156,r099,All institutions -> Colorado School of Mines,All institutions,Colorado School of Mines,2,98,"['15,207', '']","['1,514', '']","['2,145', '']","['265', '']","['330', '']","['4,323', '']","['90', '']","['125', '']","['0', '']","['5,838', '']","['577', '']"
10156,r100,All institutions -> Utah State U.,All institutions,Utah State U.,2,99,"['15,007', '']","['1,843', '']","['834', '']","['3,537', '']","['203', '']","['874', '']","['71', '']","['27', '']","['0', '']","['6,749', '']","['869', '']"
10156,r101,"All institutions -> U. Texas, Dallas",All institutions,"U. Texas, Dallas",2,100,"['14,536', '']","['3,430', '']","['316', '']","['344', '']","['647', '']","['2,049', '']","['185', '']","['511', '']","['0', '']","['6,445', '']","['609', '']"
10156,r102,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,101,"['14,445', '']","['4,458', '']","['1,476', '']","['2,316', '']","['285', '']","['1,001', '']","['408', '']","['401', '']","['0', '']","['3,572', '']","['528', '']"
10156,r103,All institutions -> U. Maine,All institutions,U. Maine,2,102,"['14,226', '']","['523', '']","['3,198', '']","['3,794', '']","['26', '']","['984', '']","['0', '']","['0', '']","['3,596', '']","['1,430', '']","['675', '']"
10156,r104,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,103,"['13,996', '']","['707', '']","['1,642', '']","['2,935', '']","['713', '']","['3,489', '']","['0', '']","['65', '']","['949', '']","['3,181', '']","['315', '']"
10156,r105,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,104,"['13,750', '']","['502', '']","['919', '']","['3,417', '']","['422', '']","['2,674', '']","['0', '']","['237', '']","['57', '']","['5,184', '']","['338', '']"
10156,r106,All institutions -> U. Idaho,All institutions,U. Idaho,2,105,"['13,493', '']","['2,260', '']","['877', '']","['7,087', '']","['65', '']","['24', '']","['0', '']","['421', '']","['0', '']","['1,363', '']","['1,396', '']"
10156,r107,All institutions -> Tufts U.,All institutions,Tufts U.,2,106,"['13,418', '']","['430', '']","['238', '']","['2,109', '']","['1,652', '']","['2,342', '']","['246', '']","['557', '']","['0', '']","['5,284', '']","['560', '']"
