table_id,row_id,_b_state_institutional_control_and_institution_b_full_path,_b_state_institutional_control_and_institution_b_level_1,_b_state_institutional_control_and_institution_b_level_2,_b_state_institutional_control_and_institution_b_level_3,_b_state_institutional_control_and_institution_b_level_4,_b_state_institutional_control_and_institution_b_hierarchy_depth,field_all_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
5380,r022,United States -> California -> Private -> Claremont School of Theology,United States,California,Private,Claremont School of Theology,4,"['443', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['443', 'i']"
5380,r023,United States -> California -> Private -> Dominican U. California,United States,California,Private,Dominican U. California,4,"['786', 'i']","['0', 'i']","['0', 'i']","['786', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
5380,r024,United States -> California -> Private -> Fielding Graduate U.,United States,California,Private,Fielding Graduate U.,4,"['1,073', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,073', '']","['0', '']","['0', '']","['0', '']"
5380,r025,United States -> California -> Private -> International Technological U.,United States,California,Private,International Technological U.,4,"['410', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['410', '']","['0', '']"
5380,r026,United States -> California -> Private -> Palo Alto U.,United States,California,Private,Palo Alto U.,4,"['417', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['417', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5380,r027,United States -> California -> Private -> Pitzer C.,United States,California,Private,Pitzer C.,4,"['313', '']","['0', '']","['28', '']","['5', '']","['10', '']","['0', '']","['13', '']","['76', '']","['0', '']","['0', '']","['181', '']"
5380,r028,United States -> California -> Private -> Point Loma Nazarene U.,United States,California,Private,Point Loma Nazarene U.,4,"['237', '']","['162', '']","['4', '']","['0', '']","['0', '']","['0', '']","['0', '']","['56', '']","['15', '']","['0', '']","['0', '']"
5380,r029,United States -> California -> Private -> Westmont C.,United States,California,Private,Westmont C.,4,"['211', '']","['0', '']","['0', '']","['40', '']","['0', '']","['153', '']","['0', '']","['18', '']","['0', '']","['0', '']","['0', '']"
5380,r030,United States -> California -> Private -> Whittier C.,United States,California,Private,Whittier C.,4,"['248', '']","['0', '']","['0', '']","['58', '']","['11', '']","['27', '']","['0', '']","['58', '']","['0', '']","['0', '']","['94', '']"
5380,r031,United States -> Colorado,United States,Colorado,,,2,"['1,830', '']","['21', '']","['77', '']","['1,054', '']","['38', '']","['150', '']","['4', '']","['76', '']","['131', '']","['2', '']","['277', '']"
5380,r032,United States -> Colorado -> Public,United States,Colorado,Public,,3,"['1,519', '']","['16', '']","['77', '']","['855', '']","['36', '']","['97', '']","['0', '']","['73', '']","['131', '']","['2', '']","['232', '']"
5380,r033,United States -> Colorado -> Public -> Colorado Mesa U.,United States,Colorado,Public,Colorado Mesa U.,4,"['452', '']","['16', '']","['44', '']","['327', '']","['0', '']","['0', '']","['0', '']","['63', '']","['0', '']","['2', '']","['0', '']"
5380,r034,United States -> Colorado -> Public -> Metropolitan State U. of Denver,United States,Colorado,Public,Metropolitan State U. of Denver,4,"['496', '']","['0', '']","['1', '']","['10', '']","['36', '']","['86', '']","['0', '']","['0', '']","['131', '']","['0', '']","['232', '']"
5380,r035,United States -> Colorado -> Public -> Western Colorado U.,United States,Colorado,Public,Western Colorado U.,4,"['571', '']","['0', '']","['32', '']","['518', '']","['0', '']","['11', '']","['0', '']","['10', '']","['0', '']","['0', '']","['0', '']"
5380,r036,United States -> Colorado -> Private,United States,Colorado,Private,,3,"['311', '']","['5', '']","['0', '']","['199', '']","['2', '']","['53', '']","['4', '']","['3', '']","['0', '']","['0', '']","['45', '']"
5380,r037,United States -> Colorado -> Private -> Regis U.,United States,Colorado,Private,Regis U.,4,"['311', '']","['5', '']","['0', '']","['199', '']","['2', '']","['53', '']","['4', '']","['3', '']","['0', '']","['0', '']","['45', '']"
5380,r038,United States -> Connecticut,United States,Connecticut,,,2,"['3,674', '']","['64', '']","['1', '']","['943', '']","['32', '']","['403', '']","['39', '']","['502', '']","['401', '']","['171', '']","['1,118', '']"
5380,r039,United States -> Connecticut -> Public,United States,Connecticut,Public,,3,"['937', '']","['30', '']","['0', '']","['435', '']","['0', '']","['249', '']","['6', '']","['68', '']","['0', '']","['0', '']","['149', '']"
5380,r040,United States -> Connecticut -> Public -> U.S. Coast Guard Academy,United States,Connecticut,Public,U.S. Coast Guard Academy,4,"['398', '']","['30', '']","['0', '']","['0', '']","['0', '']","['241', '']","['0', '']","['47', '']","['0', '']","['0', '']","['80', '']"
5380,r041,United States -> Connecticut -> Public -> Western Connecticut State U.,United States,Connecticut,Public,Western Connecticut State U.,4,"['539', '']","['0', '']","['0', '']","['435', '']","['0', '']","['8', '']","['6', '']","['21', '']","['0', '']","['0', '']","['69', '']"
5380,r042,United States -> Connecticut -> Private,United States,Connecticut,Private,,3,"['2,737', '']","['34', '']","['1', '']","['508', '']","['32', '']","['154', '']","['33', '']","['434', '']","['401', '']","['171', '']","['969', '']"
5380,r043,United States -> Connecticut -> Private -> Hartford Seminary,United States,Connecticut,Private,Hartford Seminary,4,"['345', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['345', '']","['0', '']","['0', '']","['0', '']"
5380,r044,United States -> Connecticut -> Private -> Quinnipiac U.,United States,Connecticut,Private,Quinnipiac U.,4,"['930', 'i']","['34', 'i']","['1', 'i']","['356', 'i']","['32', 'i']","['154', 'i']","['33', 'i']","['78', 'i']","['19', 'i']","['47', 'i']","['176', 'i']"
5380,r045,United States -> Connecticut -> Private -> Sacred Heart U.,United States,Connecticut,Private,Sacred Heart U.,4,"['1,298', '']","['0', '']","['0', '']","['151', '']","['0', '']","['0', '']","['0', '']","['0', '']","['382', '']","['0', '']","['765', '']"
5380,r046,United States -> Connecticut -> Private -> U. Bridgeport,United States,Connecticut,Private,U. Bridgeport,4,"['164', '']","['0', '']","['0', '']","['1', '']","['0', '']","['0', '']","['0', '']","['11', '']","['0', '']","['124', '']","['28', '']"
5380,r047,United States -> Florida,United States,Florida,,,2,"['4,963', '']","['88', '']","['1,103', '']","['1,852', '']","['133', '']","['462', '']","['20', '']","['345', '']","['24', '']","['12', '']","['924', '']"
5380,r048,United States -> Florida -> Public,United States,Florida,Public,,3,"['999', '']","['19', '']","['118', '']","['567', '']","['36', '']","['45', '']","['0', '']","['105', '']","['0', '']","['0', '']","['109', '']"
5380,r049,United States -> Florida -> Public -> New C. Florida,United States,Florida,Public,New C. Florida,4,"['999', '']","['19', '']","['118', '']","['567', '']","['36', '']","['45', '']","['0', '']","['105', '']","['0', '']","['0', '']","['109', '']"
5380,r050,United States -> Florida -> Private,United States,Florida,Private,,3,"['3,964', '']","['69', '']","['985', '']","['1,285', '']","['97', '']","['417', '']","['20', '']","['240', '']","['24', '']","['12', '']","['815', '']"
5380,r051,United States -> Florida -> Private -> Barry U.,United States,Florida,Private,Barry U.,4,"['237', '']","['0', '']","['0', '']","['205', '']","['0', '']","['9', '']","['0', '']","['23', '']","['0', '']","['0', '']","['0', '']"
5380,r052,United States -> Florida -> Private -> Bethune-Cookman U.,United States,Florida,Private,Bethune-Cookman U.,4,"['636', '']","['20', '']","['351', '']","['170', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['95', '']"
5380,r053,United States -> Florida -> Private -> Eckerd C.,United States,Florida,Private,Eckerd C.,4,"['406', '']","['0', '']","['299', '']","['12', '']","['75', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['20', '']"
5380,r054,United States -> Florida -> Private -> Jacksonville U.,United States,Florida,Private,Jacksonville U.,4,"['459', '']","['0', '']","['257', '']","['202', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5380,r055,United States -> Florida -> Private -> Keiser U.,United States,Florida,Private,Keiser U.,4,"['423', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['423', '']"
5380,r056,United States -> Florida -> Private -> Rollins C.,United States,Florida,Private,Rollins C.,4,"['414', '']","['21', '']","['0', '']","['18', '']","['0', '']","['214', '']","['5', '']","['40', '']","['24', '']","['0', '']","['92', '']"
5380,r057,"United States -> Florida -> Private -> St. Thomas U., Miami Gardens",United States,Florida,Private,"St. Thomas U., Miami Gardens",4,"['160', '']","['17', '']","['0', '']","['77', '']","['22', '']","['27', '']","['0', '']","['0', '']","['0', '']","['0', '']","['17', '']"
5380,r058,United States -> Florida -> Private -> Stetson U.,United States,Florida,Private,Stetson U.,4,"['670', '']","['0', '']","['78', '']","['352', '']","['0', '']","['0', '']","['0', '']","['149', '']","['0', '']","['12', '']","['79', '']"
5380,r059,United States -> Florida -> Private -> U. Tampa,United States,Florida,Private,U. Tampa,4,"['559', '']","['11', '']","['0', '']","['249', '']","['0', '']","['167', '']","['15', '']","['28', '']","['0', '']","['0', '']","['89', '']"
5380,r060,United States -> Georgia,United States,Georgia,,,2,"['3,635', '']","['352', '']","['293', '']","['1,145', '']","['323', '']","['300', '']","['48', '']","['411', '']","['84', '']","['0', '']","['679', '']"
5380,r061,United States -> Georgia -> Public,United States,Georgia,Public,,3,"['2,408', '']","['351', '']","['293', '']","['556', '']","['269', '']","['236', '']","['15', '']","['222', '']","['76', '']","['0', '']","['390', '']"
5380,r062,United States -> Georgia -> Public -> Clayton State U.,United States,Georgia,Public,Clayton State U.,4,"['346', '']","['0', '']","['0', '']","['0', '']","['0', '']","['13', '']","['0', '']","['0', '']","['68', '']","['0', '']","['265', '']"
5380,r063,United States -> Georgia -> Public -> Georgia C. and State U.,United States,Georgia,Public,Georgia C. and State U.,4,"['270', '']","['0', '']","['49', '']","['146', '']","['0', '']","['17', '']","['11', '']","['47', '']","['0', '']","['0', '']","['0', '']"
5380,r064,United States -> Georgia -> Public -> Georgia Gwinnett C.,United States,Georgia,Public,Georgia Gwinnett C.,4,"['478', '']","['72', '']","['0', '']","['128', '']","['114', '']","['140', '']","['4', '']","['6', '']","['8', '']","['0', '']","['6', '']"
5380,r065,United States -> Georgia -> Public -> Middle Georgia State U.,United States,Georgia,Public,Middle Georgia State U.,4,"['335', '']","['171', '']","['0', '']","['85', '']","['0', '']","['0', '']","['0', '']","['79', '']","['0', '']","['0', '']","['0', '']"
5380,r066,United States -> Georgia -> Public -> U. West Georgia,United States,Georgia,Public,U. West Georgia,4,"['483', '']","['0', '']","['112', '']","['172', '']","['129', '']","['41', '']","['0', '']","['18', '']","['0', '']","['0', '']","['11', '']"
5380,r067,United States -> Georgia -> Public -> Valdosta State U.,United States,Georgia,Public,Valdosta State U.,4,"['496', '']","['108', '']","['132', '']","['25', '']","['26', '']","['25', '']","['0', '']","['72', '']","['0', '']","['0', '']","['108', '']"
5380,r068,United States -> Georgia -> Private,United States,Georgia,Private,,3,"['1,227', '']","['1', '']","['0', '']","['589', '']","['54', '']","['64', '']","['33', '']","['189', '']","['8', '']","['0', '']","['289', '']"
5380,r069,United States -> Georgia -> Private -> Agnes Scott C.,United States,Georgia,Private,Agnes Scott C.,4,"['152', '']","['0', '']","['0', '']","['0', '']","['28', '']","['61', '']","['29', '']","['5', '']","['0', '']","['0', '']","['29', '']"
5380,r070,United States -> Georgia -> Private -> Berry C.,United States,Georgia,Private,Berry C.,4,"['646', '']","['1', '']","['0', '']","['160', '']","['26', '']","['3', '']","['4', '']","['184', '']","['8', '']","['0', '']","['260', '']"
5380,r071,United States -> Georgia -> Private -> Life U.,United States,Georgia,Private,Life U.,4,"['429', '']","['0', '']","['0', '']","['429', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5380,r072,United States -> Hawaii,United States,Hawaii,,,2,"['1,033', '']","['470', '']","['0', '']","['425', '']","['0', '']","['0', '']","['0', '']","['47', '']","['0', '']","['0', '']","['91', '']"
5380,r073,United States -> Hawaii -> Public,United States,Hawaii,Public,,3,"['1,033', '']","['470', '']","['0', '']","['425', '']","['0', '']","['0', '']","['0', '']","['47', '']","['0', '']","['0', '']","['91', '']"
5380,r074,"United States -> Hawaii -> Public -> U. Hawaii, Maui C.",United States,Hawaii,Public,"U. Hawaii, Maui C.",4,"['1,033', '']","['470', '']","['0', '']","['425', '']","['0', '']","['0', '']","['0', '']","['47', '']","['0', '']","['0', '']","['91', '']"
5380,r075,United States -> Idaho,United States,Idaho,,,2,"['1,068', '']","['38', '']","['0', '']","['457', '']","['0', '']","['53', '']","['0', '']","['331', '']","['0', '']","['189', '']","['0', '']"
5380,r076,United States -> Idaho -> Public,United States,Idaho,Public,,3,"['660', '']","['0', '']","['0', '']","['329', '']","['0', '']","['0', '']","['0', '']","['331', '']","['0', '']","['0', '']","['0', '']"
5380,r077,United States -> Idaho -> Public -> Lewis-Clark State C.,United States,Idaho,Public,Lewis-Clark State C.,4,"['660', '']","['0', '']","['0', '']","['329', '']","['0', '']","['0', '']","['0', '']","['331', '']","['0', '']","['0', '']","['0', '']"
5380,r078,United States -> Idaho -> Private,United States,Idaho,Private,,3,"['408', '']","['38', '']","['0', '']","['128', '']","['0', '']","['53', '']","['0', '']","['0', '']","['0', '']","['189', '']","['0', '']"
5380,r079,United States -> Idaho -> Private -> Northwest Nazarene U.,United States,Idaho,Private,Northwest Nazarene U.,4,"['408', '']","['38', '']","['0', '']","['128', '']","['0', '']","['53', '']","['0', '']","['0', '']","['0', '']","['189', '']","['0', '']"
5380,r080,United States -> Illinois,United States,Illinois,,,2,"['3,292', '']","['0', '']","['5', '']","['1,581', '']","['8', '']","['1,078', '']","['35', '']","['196', '']","['0', '']","['0', '']","['389', '']"
5380,r081,United States -> Illinois -> Public,United States,Illinois,Public,,3,"['2,028', '']","['0', '']","['0', '']","['938', '']","['2', '']","['932', '']","['4', '']","['124', '']","['0', '']","['0', '']","['28', '']"
5380,r082,United States -> Illinois -> Public -> Chicago State U.,United States,Illinois,Public,Chicago State U.,4,"['980', '']","['0', '']","['0', '']","['0', '']","['0', '']","['869', '']","['0', '']","['111', '']","['0', '']","['0', '']","['0', '']"
5380,r083,United States -> Illinois -> Public -> Eastern Illinois U.,United States,Illinois,Public,Eastern Illinois U.,4,"['540', '']","['0', '']","['0', '']","['430', '']","['2', '']","['63', '']","['4', '']","['13', '']","['0', '']","['0', '']","['28', '']"
5380,r084,United States -> Illinois -> Public -> Governors State U.,United States,Illinois,Public,Governors State U.,4,"['508', '']","['0', '']","['0', '']","['508', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5380,r085,United States -> Illinois -> Private,United States,Illinois,Private,,3,"['1,264', '']","['0', '']","['5', '']","['643', '']","['6', '']","['146', '']","['31', '']","['72', '']","['0', '']","['0', '']","['361', '']"
5380,r086,United States -> Illinois -> Private -> Augustana C.,United States,Illinois,Private,Augustana C.,4,"['205', '']","['0', '']","['4', '']","['65', '']","['0', '']","['62', '']","['1', '']","['3', '']","['0', '']","['0', '']","['70', '']"
5380,r087,United States -> Illinois -> Private -> Elmhurst U.,United States,Illinois,Private,Elmhurst U.,4,"['209', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['23', '']","['0', '']","['0', '']","['186', '']"
5380,r088,United States -> Illinois -> Private -> Illinois C. of Optometry,United States,Illinois,Private,Illinois C. of Optometry,4,"['478', '']","['0', '']","['0', '']","['478', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
5380,r089,United States -> Illinois -> Private -> Lake Forest C.,United States,Illinois,Private,Lake Forest C.,4,"['372', '']","['0', '']","['1', '']","['100', '']","['6', '']","['84', '']","['30', '']","['46', '']","['0', '']","['0', '']","['105', '']"
5380,r090,United States -> Indiana,United States,Indiana,,,2,"['5,996', '']","['261', '']","['23', '']","['1,984', '']","['172', '']","['1,083', '']","['229', '']","['321', '']","['350', '']","['139', '']","['1,434', '']"
5380,r091,United States -> Indiana -> Public,United States,Indiana,Public,,3,"['3,102', '']","['116', '']","['10', '']","['741', '']","['17', '']","['376', '']","['205', '']","['190', '']","['350', '']","['59', '']","['1,038', '']"
5380,r092,"United States -> Indiana -> Public -> Indiana U., Kokomo",United States,Indiana,Public,"Indiana U., Kokomo",4,"['483', '']","['0', '']","['0', '']","['22', '']","['0', '']","['16', '']","['8', '']","['47', '']","['1', '']","['0', '']","['389', '']"
5380,r093,"United States -> Indiana -> Public -> Indiana U., Northwest",United States,Indiana,Public,"Indiana U., Northwest",4,"['488', '']","['5', '']","['1', '']","['255', '']","['1', '']","['21', '']","['9', '']","['65', '']","['41', '']","['0', '']","['90', '']"
5380,r094,"United States -> Indiana -> Public -> Indiana U., South Bend",United States,Indiana,Public,"Indiana U., South Bend",4,"['1,249', '']","['111', '']","['3', '']","['269', '']","['0', '']","['307', '']","['173', '']","['19', '']","['268', '']","['0', '']","['99', '']"
5380,r095,"United States -> Indiana -> Public -> Indiana U., Southeast",United States,Indiana,Public,"Indiana U., Southeast",4,"['582', '']","['0', '']","['0', '']","['27', '']","['0', '']","['31', '']","['0', '']","['59', '']","['40', '']","['0', '']","['425', '']"
5380,r096,United States -> Indiana -> Public -> U. Southern Indiana,United States,Indiana,Public,U. Southern Indiana,4,"['300', '']","['0', '']","['6', '']","['168', '']","['16', '']","['1', '']","['15', '']","['0', '']","['0', '']","['59', '']","['35', '']"
5380,r097,United States -> Indiana -> Private,United States,Indiana,Private,,3,"['2,894', '']","['145', '']","['13', '']","['1,243', '']","['155', '']","['707', '']","['24', '']","['131', '']","['0', '']","['80', '']","['396', '']"
5380,r098,United States -> Indiana -> Private -> Butler U.,United States,Indiana,Private,Butler U.,4,"['679', '']","['3', '']","['0', '']","['383', '']","['0', '']","['112', '']","['1', '']","['28', '']","['0', '']","['0', '']","['152', '']"
5380,r099,United States -> Indiana -> Private -> DePauw U.,United States,Indiana,Private,DePauw U.,4,"['253', '']","['41', '']","['0', '']","['64', '']","['24', '']","['75', '']","['4', '']","['12', '']","['0', '']","['0', '']","['33', '']"
5380,r100,United States -> Indiana -> Private -> Earlham C.,United States,Indiana,Private,Earlham C.,4,"['165', '']","['0', '']","['0', '']","['66', '']","['0', '']","['9', '']","['0', '']","['0', '']","['0', '']","['0', '']","['90', '']"
5380,r101,United States -> Indiana -> Private -> Indiana Wesleyan U.,United States,Indiana,Private,Indiana Wesleyan U.,4,"['316', '']","['1', '']","['0', '']","['107', '']","['0', '']","['91', '']","['11', '']","['44', '']","['0', '']","['0', '']","['62', '']"
5380,r102,United States -> Indiana -> Private -> Manchester U.,United States,Indiana,Private,Manchester U.,4,"['286', '']","['0', '']","['0', '']","['275', '']","['0', '']","['6', '']","['0', '']","['0', '']","['0', '']","['0', '']","['5', '']"
5380,r103,United States -> Indiana -> Private -> Taylor U.,United States,Indiana,Private,Taylor U.,4,"['232', '']","['100', '']","['0', '']","['48', '']","['5', '']","['20', '']","['1', '']","['25', '']","['0', '']","['10', '']","['23', '']"
5380,r104,United States -> Indiana -> Private -> U. Evansville,United States,Indiana,Private,U. Evansville,4,"['245', '']","['0', '']","['0', '']","['53', '']","['65', '']","['87', '']","['7', '']","['2', '']","['0', '']","['0', '']","['31', '']"
5380,r105,United States -> Indiana -> Private -> Valparaiso U.,United States,Indiana,Private,Valparaiso U.,4,"['718', '']","['0', '']","['13', '']","['247', '']","['61', '']","['307', '']","['0', '']","['20', '']","['0', '']","['70', '']","['0', '']"
5380,r106,United States -> Iowa,United States,Iowa,,,2,"['3,603', '']","['300', '']","['88', '']","['948', '']","['261', '']","['852', '']","['153', '']","['200', '']","['0', '']","['47', '']","['754', '']"
5380,r107,United States -> Iowa -> Private,United States,Iowa,Private,,3,"['3,603', '']","['300', '']","['88', '']","['948', '']","['261', '']","['852', '']","['153', '']","['200', '']","['0', '']","['47', '']","['754', '']"
5380,r108,United States -> Iowa -> Private -> Coe C.,United States,Iowa,Private,Coe C.,4,"['561', '']","['0', '']","['0', '']","['4', '']","['10', '']","['448', '']","['0', '']","['28', '']","['0', '']","['0', '']","['71', '']"
5380,r109,United States -> Iowa -> Private -> Cornell C.,United States,Iowa,Private,Cornell C.,4,"['370', '']","['5', '']","['59', '']","['136', '']","['0', '']","['30', '']","['97', '']","['26', '']","['0', '']","['6', '']","['11', '']"
5380,r110,United States -> Iowa -> Private -> Dordt U.,United States,Iowa,Private,Dordt U.,4,"['1,106', '']","['288', '']","['0', '']","['395', '']","['241', '']","['29', '']","['1', '']","['100', '']","['0', '']","['41', '']","['11', '']"
5380,r111,United States -> Iowa -> Private -> Drake U.,United States,Iowa,Private,Drake U.,4,"['1,201', '']","['4', '']","['0', '']","['347', '']","['2', '']","['195', '']","['45', '']","['24', '']","['0', '']","['0', '']","['584', '']"
5380,r112,United States -> Iowa -> Private -> Luther C.,United States,Iowa,Private,Luther C.,4,"['365', '']","['3', '']","['29', '']","['66', '']","['8', '']","['150', '']","['10', '']","['22', '']","['0', '']","['0', '']","['77', '']"
5380,r113,United States -> Kansas,United States,Kansas,,,2,"['594', '']","['0', '']","['0', '']","['381', '']","['0', '']","['72', '']","['12', '']","['110', '']","['0', '']","['0', '']","['19', '']"
5380,r114,United States -> Kansas -> Public,United States,Kansas,Public,,3,"['594', '']","['0', '']","['0', '']","['381', '']","['0', '']","['72', '']","['12', '']","['110', '']","['0', '']","['0', '']","['19', '']"
5380,r115,United States -> Kansas -> Public -> Emporia State U.,United States,Kansas,Public,Emporia State U.,4,"['594', '']","['0', '']","['0', '']","['381', '']","['0', '']","['72', '']","['12', '']","['110', '']","['0', '']","['0', '']","['19', '']"
5380,r116,United States -> Kentucky,United States,Kentucky,,,2,"['376', '']","['19', '']","['0', '']","['97', '']","['31', '']","['56', '']","['4', '']","['38', '']","['39', '']","['14', '']","['78', '']"
5380,r117,United States -> Kentucky -> Private,United States,Kentucky,Private,,3,"['376', '']","['19', '']","['0', '']","['97', '']","['31', '']","['56', '']","['4', '']","['38', '']","['39', '']","['14', '']","['78', '']"
