table_id,row_id,_b_citizenship_ethnicity_race_and_field_b_full_path,_b_citizenship_ethnicity_race_and_field_b_level_1,_b_citizenship_ethnicity_race_and_field_b_level_2,_b_citizenship_ethnicity_race_and_field_b_level_3,_b_citizenship_ethnicity_race_and_field_b_level_4,_b_citizenship_ethnicity_race_and_field_b_level_5,_b_citizenship_ethnicity_race_and_field_b_level_6,_b_citizenship_ethnicity_race_and_field_b_hierarchy_depth,field_graduate_students_all_graduate_students_total_number,field_graduate_students_all_graduate_students_percent_female,field_graduate_students_master_s_total_number,field_graduate_students_master_s_percent_female,field_graduate_students_doctoral_total_number,field_graduate_students_doctoral_percent_female,field_postdoctoral_appointees_total_number,field_postdoctoral_appointees_percent_female,field_doctorate_holding_nonfaculty_researchers_total_number,field_doctorate_holding_nonfaculty_researchers_percent_female
10680,r011,All surveyed fields -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All surveyed fields,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,,,3,23428,51.6,15345,53.6,8083,47.8,2685,46.4,na,na
10680,r012,All surveyed fields -> Temporary visa holders,All surveyed fields,Temporary visa holders,,,,,2,298235,38.1,179306,38.3,118929,37.8,35461,38.5,na,na
10680,r013,All surveyed fields -> Engineering,All surveyed fields,Engineering,,,,,2,176000,27.9,103020,27.0,72980,29.1,8335,27.5,4355,23.7
10680,r014,All surveyed fields -> Engineering -> U.S. citizens and permanent residents<sup>a</sup>,All surveyed fields,Engineering,U.S. citizens and permanent residents<sup>a</sup>,,,,3,85274,29.0,53603,27.0,31671,32.3,2839,32.5,na,na
10680,r015,All surveyed fields -> Engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino,All surveyed fields,Engineering,U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,,4,10629,28.9,7379,27.0,3250,33.1,183,36.6,na,na
10680,r016,All surveyed fields -> Engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino,All surveyed fields,Engineering,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,,4,,,,,,,,,,
10680,r017,All surveyed fields -> Engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native,All surveyed fields,Engineering,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,,5,339,52.2,253,58.1,86,34.9,10,30.0,na,na
10680,r018,All surveyed fields -> Engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian,All surveyed fields,Engineering,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,,5,13268,33.0,8383,31.7,4885,35.4,774,27.1,na,na
10680,r019,All surveyed fields -> Engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American,All surveyed fields,Engineering,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,,5,4752,33.0,2983,29.6,1769,38.7,85,47.1,na,na
10680,r020,All surveyed fields -> Engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander,All surveyed fields,Engineering,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,,5,80,33.8,54,27.8,26,46.2,2,50.0,na,na
10680,r021,All surveyed fields -> Engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White,All surveyed fields,Engineering,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,,5,48988,27.1,30174,25.0,18814,30.6,1445,33.4,na,na
10680,r022,All surveyed fields -> Engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race,All surveyed fields,Engineering,U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,,5,3430,32.4,2060,29.4,1370,36.9,67,44.8,na,na
10680,r023,All surveyed fields -> Engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race,All surveyed fields,Engineering,U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,,4,3788,28.2,2317,26.8,1471,30.5,273,32.2,na,na
10680,r024,All surveyed fields -> Engineering -> Temporary visa holders,All surveyed fields,Engineering,Temporary visa holders,,,,3,90726,26.9,49417,27.1,41309,26.6,5496,24.9,na,na
10680,r025,"All surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering",All surveyed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",,,,3,8095,19.3,5263,19.2,2832,19.4,244,16.4,153,19.6
10680,r026,"All surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering -> U.S. citizens and permanent residents<sup>a</sup>",All surveyed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",U.S. citizens and permanent residents<sup>a</sup>,,,4,6119,19.0,4353,18.4,1766,20.2,77,16.9,na,na
10680,r027,"All surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino",All surveyed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,5,703,17.1,536,18.1,167,13.8,3,0.0,na,na
10680,r028,"All surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino",All surveyed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,5,,,,,,,,,,
10680,r029,"All surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native",All surveyed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,6,12,16.7,10,10.0,2,50.0,0,-,na,na
10680,r030,"All surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian",All surveyed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,6,868,20.0,632,20.3,236,19.5,22,9.1,na,na
10680,r031,"All surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American",All surveyed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,6,176,23.3,114,22.8,62,24.2,1,0.0,na,na
10680,r032,"All surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander",All surveyed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,6,10,30.0,8,25.0,2,50.0,0,-,na,na
10680,r033,"All surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White",All surveyed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,6,3894,18.8,2741,17.9,1153,20.8,44,20.5,na,na
10680,r034,"All surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race",All surveyed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,6,274,22.3,179,20.7,95,25.3,1,0.0,na,na
10680,r035,"All surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race",All surveyed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,5,182,14.8,133,15.0,49,14.3,6,33.3,na,na
10680,r036,"All surveyed fields -> Engineering -> Aerospace, aeronautical, and astronautical engineering -> Temporary visa holders",All surveyed fields,Engineering,"Aerospace, aeronautical, and astronautical engineering",Temporary visa holders,,,4,1976,20.4,910,23.1,1066,18.1,167,16.2,na,na
10680,r037,"All surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering",All surveyed fields,Engineering,"Biological, biomedical, and biosystems engineering",,,,3,14442,48.0,5177,50.9,9265,46.4,1540,38.5,685,38.4
10680,r038,"All surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering -> U.S. citizens and permanent residents<sup>a</sup>",All surveyed fields,Engineering,"Biological, biomedical, and biosystems engineering",U.S. citizens and permanent residents<sup>a</sup>,,,4,9419,48.6,3462,49.8,5957,47.9,645,40.2,na,na
10680,r039,"All surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino",All surveyed fields,Engineering,"Biological, biomedical, and biosystems engineering",U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,5,1119,48.2,439,48.7,680,47.8,49,36.7,na,na
10680,r040,"All surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino",All surveyed fields,Engineering,"Biological, biomedical, and biosystems engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,5,,,,,,,,,,
10680,r041,"All surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native",All surveyed fields,Engineering,"Biological, biomedical, and biosystems engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,6,20,55.0,7,57.1,13,53.8,1,100.0,na,na
10680,r042,"All surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian",All surveyed fields,Engineering,"Biological, biomedical, and biosystems engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,6,1863,49.5,751,52.9,1112,47.3,171,35.7,na,na
10680,r043,"All surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American",All surveyed fields,Engineering,"Biological, biomedical, and biosystems engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,6,562,52.7,217,48.8,345,55.1,24,37.5,na,na
10680,r044,"All surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander",All surveyed fields,Engineering,"Biological, biomedical, and biosystems engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,6,11,36.4,5,40.0,6,33.3,1,100.0,na,na
10680,r045,"All surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White",All surveyed fields,Engineering,"Biological, biomedical, and biosystems engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,6,5010,47.7,1766,48.2,3244,47.4,324,42.3,na,na
10680,r046,"All surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race",All surveyed fields,Engineering,"Biological, biomedical, and biosystems engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,6,411,52.6,153,55.6,258,50.8,14,85.7,na,na
10680,r047,"All surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race",All surveyed fields,Engineering,"Biological, biomedical, and biosystems engineering",U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,5,423,47.3,124,52.4,299,45.2,61,32.8,na,na
10680,r048,"All surveyed fields -> Engineering -> Biological, biomedical, and biosystems engineering -> Temporary visa holders",All surveyed fields,Engineering,"Biological, biomedical, and biosystems engineering",Temporary visa holders,,,4,5023,47.0,1715,53.1,3308,43.8,895,37.3,na,na
10680,r049,"All surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering",All surveyed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",,,,3,10601,34.1,3011,33.4,7590,34.4,1239,28.8,313,27.2
10680,r050,"All surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering -> U.S. citizens and permanent residents<sup>a</sup>",All surveyed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",U.S. citizens and permanent residents<sup>a</sup>,,,4,5129,35.1,1579,35.6,3550,34.9,395,30.1,na,na
10680,r051,"All surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino",All surveyed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,5,558,36.9,225,34.7,333,38.4,26,42.3,na,na
10680,r052,"All surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino",All surveyed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,5,,,,,,,,,,
10680,r053,"All surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native",All surveyed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,6,20,35.0,7,14.3,13,46.2,1,0.0,na,na
10680,r054,"All surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian",All surveyed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,6,899,39.8,277,43.3,622,38.3,101,22.8,na,na
10680,r055,"All surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American",All surveyed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,6,238,37.4,94,34.0,144,39.6,7,85.7,na,na
10680,r056,"All surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander",All surveyed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,6,6,66.7,3,100.0,3,33.3,0,-,na,na
10680,r057,"All surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White",All surveyed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,6,3049,33.8,855,33.9,2194,33.8,218,31.7,na,na
10680,r058,"All surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race",All surveyed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,6,173,28.3,47,31.9,126,27.0,13,30.8,na,na
10680,r059,"All surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race",All surveyed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,5,186,30.6,71,32.4,115,29.6,29,20.7,na,na
10680,r060,"All surveyed fields -> Engineering -> Chemical, petroleum, and chemical-related engineering -> Temporary visa holders",All surveyed fields,Engineering,"Chemical, petroleum, and chemical-related engineering",Temporary visa holders,,,4,5472,33.1,1432,30.9,4040,33.9,844,28.2,na,na
10680,r061,"All surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields",All surveyed fields,Engineering,"Civil, environmental, transportation and related engineering fields",,,,3,20375,34.4,12621,34.3,7754,34.7,1018,31.0,569,23.9
10680,r062,"All surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields -> U.S. citizens and permanent residents<sup>a</sup>",All surveyed fields,Engineering,"Civil, environmental, transportation and related engineering fields",U.S. citizens and permanent residents<sup>a</sup>,,,4,9687,39.6,7209,37.9,2478,44.5,342,41.8,na,na
10680,r063,"All surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino",All surveyed fields,Engineering,"Civil, environmental, transportation and related engineering fields",U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,5,1471,41.3,1169,39.4,302,48.7,24,62.5,na,na
10680,r064,"All surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino",All surveyed fields,Engineering,"Civil, environmental, transportation and related engineering fields",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,5,,,,,,,,,,
10680,r065,"All surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native",All surveyed fields,Engineering,"Civil, environmental, transportation and related engineering fields",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,6,54,37.0,38,44.7,16,18.8,1,100.0,na,na
10680,r066,"All surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian",All surveyed fields,Engineering,"Civil, environmental, transportation and related engineering fields",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,6,1088,42.1,825,41.6,263,43.7,81,28.4,na,na
10680,r067,"All surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American",All surveyed fields,Engineering,"Civil, environmental, transportation and related engineering fields",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,6,562,35.2,398,32.9,164,40.9,8,37.5,na,na
10680,r068,"All surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander",All surveyed fields,Engineering,"Civil, environmental, transportation and related engineering fields",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,6,10,50.0,4,50.0,6,50.0,1,0.0,na,na
10680,r069,"All surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White",All surveyed fields,Engineering,"Civil, environmental, transportation and related engineering fields",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,6,5820,38.7,4302,37.1,1518,43.3,169,42.6,na,na
10680,r070,"All surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race",All surveyed fields,Engineering,"Civil, environmental, transportation and related engineering fields",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,6,345,46.4,244,41.8,101,57.4,8,62.5,na,na
10680,r071,"All surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields -> U.S. citizens and permanent residents<sup>a</sup> -> Unknown ethnicity and race",All surveyed fields,Engineering,"Civil, environmental, transportation and related engineering fields",U.S. citizens and permanent residents<sup>a</sup>,Unknown ethnicity and race,,5,337,39.2,229,34.9,108,48.1,50,48.0,na,na
10680,r072,"All surveyed fields -> Engineering -> Civil, environmental, transportation and related engineering fields -> Temporary visa holders",All surveyed fields,Engineering,"Civil, environmental, transportation and related engineering fields",Temporary visa holders,,,4,10688,29.7,5412,29.4,5276,30.1,676,25.6,na,na
10680,r073,"All surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering",All surveyed fields,Engineering,"Electrical, electronics, communications and computer engineering",,,,3,49901,23.5,32316,25.0,17585,20.8,1217,20.4,734,14.9
10680,r074,"All surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering -> U.S. citizens and permanent residents<sup>a</sup>",All surveyed fields,Engineering,"Electrical, electronics, communications and computer engineering",U.S. citizens and permanent residents<sup>a</sup>,,,4,17290,18.8,11854,18.2,5436,20.0,377,24.7,na,na
10680,r075,"All surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Hispanic or Latino",All surveyed fields,Engineering,"Electrical, electronics, communications and computer engineering",U.S. citizens and permanent residents<sup>a</sup>,Hispanic or Latino,,5,2141,15.8,1647,15.1,494,18.2,22,18.2,na,na
10680,r076,"All surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino",All surveyed fields,Engineering,"Electrical, electronics, communications and computer engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,,5,,,,,,,,,,
10680,r077,"All surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> American Indian or Alaska Native",All surveyed fields,Engineering,"Electrical, electronics, communications and computer engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,American Indian or Alaska Native,6,130,76.9,122,82.0,8,0.0,1,0.0,na,na
10680,r078,"All surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Asian",All surveyed fields,Engineering,"Electrical, electronics, communications and computer engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Asian,6,3595,25.6,2564,25.9,1031,25.0,114,22.8,na,na
10680,r079,"All surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Black or African American",All surveyed fields,Engineering,"Electrical, electronics, communications and computer engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Black or African American,6,1018,21.4,703,19.8,315,25.1,15,53.3,na,na
10680,r080,"All surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> Native Hawaiian or Other Pacific Islander",All surveyed fields,Engineering,"Electrical, electronics, communications and computer engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,Native Hawaiian or Other Pacific Islander,6,12,16.7,10,20.0,2,0.0,0,-,na,na
10680,r081,"All surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> White",All surveyed fields,Engineering,"Electrical, electronics, communications and computer engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,White,6,8815,15.1,5765,14.1,3050,16.9,179,22.3,na,na
10680,r082,"All surveyed fields -> Engineering -> Electrical, electronics, communications and computer engineering -> U.S. citizens and permanent residents<sup>a</sup> -> Not Hispanic or Latino -> More than one race",All surveyed fields,Engineering,"Electrical, electronics, communications and computer engineering",U.S. citizens and permanent residents<sup>a</sup>,Not Hispanic or Latino,More than one race,6,706,22.0,476,18.3,230,29.6,12,33.3,na,na
