table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_2017,field_2018,field_2019,field_2020_all_social_sciences,field_2020_anthropology,field_2020_economics,field_2020_political_science_and_government,field_2020_sociology_demography_and_population_studies,field_2020_social_sciences_nec
5435,r023,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,22,"['9,029', '']","['9,066', '']","['9,604', '']","['10,339', '']","['775', '']","['194', '']","['232', '']","['6,719', '']","['2,419', '']"
5435,r024,"All institutions -> Indiana U., Bloomington",All institutions,"Indiana U., Bloomington",2,23,"['8,627', '']","['9,127', '']","['10,425', '']","['9,632', '']","['85', '']","['808', '']","['3,453', '']","['1,220', '']","['4,066', '']"
5435,r025,"All institutions -> U. California, Los Angeles",All institutions,"U. California, Los Angeles",2,24,"['7,507', '']","['11,416', '']","['9,826', '']","['9,105', '']","['0', '']","['13', '']","['2', '']","['1,329', '']","['7,761', '']"
5435,r026,All institutions -> George Washington U.,All institutions,George Washington U.,2,25,"['9,356', '']","['9,194', '']","['8,306', '']","['8,955', '']","['1,280', '']","['513', '']","['13', '']","['1,280', '']","['5,869', '']"
5435,r027,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,26,"['7,168', '']","['9,652', '']","['9,649', '']","['8,838', '']","['2,236', '']","['864', '']","['517', '']","['651', '']","['4,570', '']"
5435,r028,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,27,"['3,601', '']","['4,918', '']","['7,399', '']","['8,715', '']","['2,247', '']","['1,732', '']","['205', '']","['2,254', '']","['2,277', '']"
5435,r029,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,28,"['7,225', '']","['5,326', '']","['6,433', '']","['8,526', '']","['155', '']","['1,260', '']","['201', '']","['0', '']","['6,910', '']"
5435,r030,All institutions -> U. Utah,All institutions,U. Utah,2,29,"['3,775', '']","['4,479', '']","['1,897', '']","['8,098', '']","['819', '']","['11', '']","['568', '']","['3,201', '']","['3,499', '']"
5435,r031,All institutions -> Cornell U.,All institutions,Cornell U.,2,30,"['13,661', '']","['11,736', '']","['9,839', '']","['7,441', '']","['51', '']","['1,573', '']","['2', '']","['3,273', '']","['2,542', '']"
5435,r032,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,31,"['1,535', '']","['2,354', '']","['6,019', '']","['7,078', '']","['1,149', '']","['0', '']","['47', '']","['4,848', '']","['1,034', '']"
5435,r033,"All institutions -> U. Nebraska, Lincoln",All institutions,"U. Nebraska, Lincoln",2,32,"['3,821', '']","['5,467', '']","['6,886', '']","['6,959', '']","['0', '']","['486', '']","['66', '']","['6,113', '']","['294', '']"
5435,r034,All institutions -> American U.,All institutions,American U.,2,33,"['3,492', '']","['4,905', '']","['7,055', '']","['6,887', '']","['0', '']","['102', '']","['506', '']","['1,982', '']","['4,297', '']"
5435,r035,All institutions -> Brandeis U.,All institutions,Brandeis U.,2,34,"['9,821', '']","['7,395', '']","['9,093', '']","['6,882', '']","['1', '']","['0', '']","['0', '']","['4,660', '']","['2,221', '']"
5435,r036,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,35,"['6,612', '']","['6,057', '']","['6,863', '']","['6,531', '']","['0', '']","['0', '']","['6,531', '']","['0', '']","['0', '']"
5435,r037,All institutions -> U. Delaware,All institutions,U. Delaware,2,36,"['6,378', '']","['7,286', '']","['6,373', '']","['6,459', '']","['0', '']","['1,384', '']","['37', '']","['1,344', '']","['3,694', '']"
5435,r038,All institutions -> Massachusetts Institute of Technology,All institutions,Massachusetts Institute of Technology,2,37,"['4,934', '']","['5,763', '']","['5,668', '']","['6,424', '']","['0', '']","['1,887', '']","['303', '']","['0', '']","['4,234', '']"
5435,r039,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,38,"['11,349', '']","['10,318', '']","['6,874', '']","['6,333', '']","['24', '']","['0', '']","['1,352', '']","['3,989', '']","['968', '']"
5435,r040,All institutions -> U. Arizona,All institutions,U. Arizona,2,39,"['6,222', '']","['4,993', '']","['6,362', '']","['6,264', '']","['1,626', '']","['254', '']","['323', '']","['708', '']","['3,353', '']"
5435,r041,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,40,"['4,160', '']","['2,799', '']","['3,890', '']","['6,208', '']","['0', '']","['1,032', '']","['38', '']","['1,347', '']","['3,791', '']"
5435,r042,All institutions -> U. Georgia,All institutions,U. Georgia,2,41,"['5,890', '']","['6,882', '']","['5,083', '']","['6,118', '']","['318', '']","['4,198', '']","['44', '']","['0', '']","['1,558', '']"
5435,r043,All institutions -> George Mason U.,All institutions,George Mason U.,2,42,"['3,839', '']","['3,375', '']","['3,999', '']","['6,074', '']","['0', '']","['36', '']","['311', '']","['120', '']","['5,607', '']"
5435,r044,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,43,"['3,833', '']","['4,049', '']","['1,732', '']","['5,955', '']","['0', '']","['2,837', '']","['78', '']","['3,040', '']","['0', '']"
5435,r045,All institutions -> Georgia State U.,All institutions,Georgia State U.,2,44,"['3,590', '']","['3,176', '']","['3,784', '']","['5,873', '']","['103', '']","['770', '']","['231', '']","['2,179', '']","['2,590', '']"
5435,r046,All institutions -> Princeton U.,All institutions,Princeton U.,2,45,"['4,967', '']","['2,818', '']","['5,606', '']","['5,802', '']","['171', '']","['717', '']","['1,303', '']","['3,407', '']","['204', '']"
5435,r047,"All institutions -> U. Maryland, Baltimore County",All institutions,"U. Maryland, Baltimore County",2,46,"['6,175', '']","['7,698', '']","['7,192', '']","['5,801', '']","['0', '']","['46', '']","['92', '']","['633', '']","['5,030', '']"
5435,r048,"All institutions -> U. California, Berkeley",All institutions,"U. California, Berkeley",2,47,"['6,402', '']","['5,761', '']","['6,390', '']","['5,489', '']","['71', '']","['2,746', '']","['377', '']","['299', '']","['1,996', '']"
5435,r049,All institutions -> New York U.,All institutions,New York U.,2,48,"['5,106', '']","['5,584', '']","['5,936', '']","['5,450', '']","['0', '']","['499', '']","['399', '']","['2,099', '']","['2,453', '']"
5435,r050,All institutions -> Stanford U.,All institutions,Stanford U.,2,49,"['7,010', '']","['5,498', '']","['5,655', '']","['5,291', '']","['225', '']","['419', '']","['2,352', '']","['253', '']","['2,042', '']"
5435,r051,All institutions -> William & Mary,All institutions,William & Mary,2,50,"['5,218', '']","['5,574', '']","['4,521', '']","['5,018', '']","['69', '']","['0', '']","['0', '']","['0', '']","['4,949', '']"
5435,r052,"All institutions -> SUNY, U. Albany",All institutions,"SUNY, U. Albany",2,51,"['5,174', '']","['4,784', '']","['5,428', '']","['5,008', '']","['86', '']","['24', '']","['2,856', '']","['2,042', '']","['0', '']"
5435,r053,All institutions -> U. Florida,All institutions,U. Florida,2,52,"['3,746', '']","['4,583', '']","['4,981', '']","['4,981', '']","['639', '']","['963', '']","['984', '']","['0', '']","['2,395', '']"
5435,r054,All institutions -> Johns Hopkins U.<sup>b</sup>,All institutions,Johns Hopkins U.<sup>b</sup>,2,53,"['9,345', '']","['6,083', '']","['7,453', '']","['4,910', '']","['7', '']","['0', '']","['0', '']","['4,611', '']","['292', '']"
5435,r055,All institutions -> Northeastern U.,All institutions,Northeastern U.,2,54,"['4,658', '']","['4,097', '']","['3,542', '']","['4,688', '']","['0', '']","['646', '']","['766', '']","['905', '']","['2,371', '']"
5435,r056,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,55,"['5,664', '']","['6,788', '']","['5,919', '']","['4,678', '']","['0', '']","['270', '']","['121', '']","['196', '']","['4,091', '']"
5435,r057,All institutions -> Naval Postgraduate School,All institutions,Naval Postgraduate School,2,56,"['4,554', '']","['3,480', '']","['3,663', '']","['4,623', '']","['0', '']","['0', '']","['2,359', '']","['1,116', '']","['1,148', '']"
5435,r058,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,57,"['4,137', '']","['4,220', '']","['4,231', '']","['4,420', '']","['1,152', '']","['261', '']","['42', '']","['689', '']","['2,276', '']"
5435,r059,All institutions -> U. Kansas,All institutions,U. Kansas,2,58,"['3,103', '']","['4,497', '']","['4,167', '']","['4,390', '']","['136', '']","['296', '']","['128', '']","['108', '']","['3,722', '']"
5435,r060,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,59,"['5,787', '']","['5,024', '']","['3,667', '']","['4,272', '']","['0', '']","['1,495', '']","['37', '']","['1,488', '']","['1,252', '']"
5435,r061,All institutions -> North Dakota State U.,All institutions,North Dakota State U.,2,60,"['5,352', '']","['4,043', '']","['4,226', '']","['4,244', '']","['0', '']","['178', '']","['0', '']","['174', '']","['3,892', '']"
5435,r062,All institutions -> Kansas State U.,All institutions,Kansas State U.,2,61,"['858', '']","['725', '']","['720', '']","['4,175', '']","['0', '']","['3,103', '']","['185', '']","['541', '']","['346', '']"
5435,r063,All institutions -> Washington State U.,All institutions,Washington State U.,2,62,"['3,949', '']","['4,860', '']","['3,496', '']","['4,140', '']","['129', '']","['1,279', '']","['0', '']","['68', '']","['2,664', '']"
5435,r064,All institutions -> Texas State U.,All institutions,Texas State U.,2,63,"['1,626', '']","['2,110', '']","['3,217', '']","['3,931', '']","['0', '']","['0', '']","['0', '']","['1,003', '']","['2,928', '']"
5435,r065,"All institutions -> Teachers C., Columbia U.",All institutions,"Teachers C., Columbia U.",2,64,"['6,682', '']","['5,262', '']","['4,267', '']","['3,856', '']","['0', '']","['3,625', '']","['0', '']","['0', '']","['231', '']"
5435,r066,All institutions -> Clemson U.,All institutions,Clemson U.,2,65,"['3,253', '']","['3,092', '']","['3,458', '']","['3,840', '']","['0', '']","['0', '']","['28', '']","['330', '']","['3,482', '']"
5435,r067,All institutions -> U. Connecticut,All institutions,U. Connecticut,2,66,"['3,222', '']","['4,117', '']","['3,749', '']","['3,621', '']","['221', '']","['886', '']","['219', '']","['1,856', '']","['439', '']"
5435,r068,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,67,"['2,387', '']","['2,923', '']","['3,151', '']","['3,537', '']","['0', '']","['1,937', '']","['201', '']","['1,399', '']","['0', '']"
5435,r069,"All institutions -> U. Massachusetts, Boston",All institutions,"U. Massachusetts, Boston",2,68,"['2,561', '']","['2,794', '']","['3,176', '']","['3,481', '']","['349', '']","['0', '']","['272', '']","['2,625', '']","['235', '']"
5435,r070,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,69,"['4,121', '']","['4,042', '']","['2,951', '']","['3,357', '']","['0', '']","['0', '']","['0', '']","['2,321', '']","['1,036', '']"
5435,r071,All institutions -> Boston C.,All institutions,Boston C.,2,70,"['2,540', '']","['3,046', '']","['2,549', '']","['3,307', '']","['0', '']","['309', '']","['27', '']","['2,340', '']","['631', '']"
5435,r072,"All institutions -> Indiana U.-Purdue U., Indianapolis",All institutions,"Indiana U.-Purdue U., Indianapolis",2,71,"['2,004', '']","['2,925', '']","['3,599', '']","['3,292', '']","['3', '']","['13', '']","['2,615', '']","['185', '']","['476', '']"
5435,r073,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,72,"['2,076', '']","['1,666', '']","['2,098', '']","['3,246', '']","['118', '']","['582', '']","['89', '']","['263', '']","['2,194', '']"
5435,r074,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,73,"['3,203', '']","['2,852', '']","['2,723', '']","['3,220', '']","['3', '']","['509', '']","['0', '']","['273', '']","['2,435', '']"
5435,r075,All institutions -> U. Idaho,All institutions,U. Idaho,2,74,"['1,092', '']","['1,104', '']","['1,625', '']","['3,073', '']","['0', '']","['1,039', '']","['0', '']","['553', '']","['1,481', '']"
5435,r076,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,75,"['1,491', '']","['1,866', '']","['1,821', '']","['3,051', '']","['228', '']","['0', '']","['0', '']","['111', '']","['2,712', '']"
5435,r077,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,76,"['1,312', '']","['858', '']","['2,212', '']","['3,021', '']","['0', '']","['0', '']","['0', '']","['1,639', '']","['1,382', '']"
5435,r078,All institutions -> Syracuse U.,All institutions,Syracuse U.,2,77,"['2,422', '']","['2,509', '']","['2,989', '']","['3,007', '']","['80', '']","['0', '']","['1,719', '']","['403', '']","['805', '']"
5435,r079,All institutions -> U. Texas M. D. Anderson Cancer Center,All institutions,U. Texas M. D. Anderson Cancer Center,2,78,"['1,982', '']","['1,787', '']","['2,352', '']","['2,968', '']","['0', '']","['0', '']","['0', '']","['2,968', '']","['0', '']"
5435,r080,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,79,"['5,875', '']","['4,671', '']","['3,367', '']","['2,924', '']","['0', '']","['480', '']","['2,129', '']","['315', '']","['0', '']"
5435,r081,All institutions -> Florida International U.,All institutions,Florida International U.,2,80,"['786', '']","['1,439', '']","['4,506', '']","['2,885', '']","['69', '']","['51', '']","['676', '']","['40', '']","['2,049', '']"
5435,r082,All institutions -> Alcorn State U.,All institutions,Alcorn State U.,2,81,"['1,954', '']","['1,961', '']","['2,377', '']","['2,807', '']","['0', '']","['2,807', '']","['0', '']","['0', '']","['0', '']"
5435,r083,All institutions -> U. Southern Mississippi,All institutions,U. Southern Mississippi,2,82,"['1,588', '']","['1,833', '']","['4,522', '']","['2,799', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,799', '']"
5435,r084,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,83,"['2,609', '']","['2,666', '']","['2,837', '']","['2,573', '']","['0', '']","['128', '']","['29', '']","['0', '']","['2,416', '']"
5435,r085,All institutions -> U. Iowa,All institutions,U. Iowa,2,84,"['1,954', '']","['2,465', '']","['2,976', '']","['2,393', '']","['0', '']","['127', '']","['94', '']","['416', '']","['1,756', '']"
5435,r086,All institutions -> National Defense U.,All institutions,National Defense U.,2,85,"['5,673', '']","['2,219', '']","['2,155', '']","['2,383', '']","['0', '']","['0', '']","['2,383', '']","['0', '']","['0', '']"
5435,r087,All institutions -> U. Cincinnati,All institutions,U. Cincinnati,2,86,"['1,883', '']","['2,500', '']","['2,068', '']","['2,376', '']","['150', '']","['0', '']","['80', '']","['623', '']","['1,523', '']"
5435,r088,"All institutions -> U. Pittsburgh, Pittsburgh",All institutions,"U. Pittsburgh, Pittsburgh",2,87,"['2,948', '']","['2,976', '']","['2,594', '']","['2,348', '']","['48', '']","['110', '']","['480', '']","['51', '']","['1,659', '']"
5435,r089,All institutions -> U. Wisconsin-Milwaukee,All institutions,U. Wisconsin-Milwaukee,2,88,"['678', '']","['1,465', '']","['1,418', '']","['2,273', '']","['252', '']","['0', '']","['0', '']","['1,948', '']","['73', '']"
5435,r090,"All institutions -> U. North Carolina, Charlotte",All institutions,"U. North Carolina, Charlotte",2,89,"['1,203', '']","['1,706', '']","['1,984', '']","['2,252', '']","['41', '']","['83', '']","['1,331', '']","['520', '']","['277', '']"
5435,r091,"All institutions -> U. Nevada, Reno",All institutions,"U. Nevada, Reno",2,90,"['732', '']","['1,634', '']","['2,342', '']","['2,237', '']","['873', '']","['882', '']","['18', '']","['129', '']","['335', '']"
5435,r092,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,91,"['2,499', '']","['2,672', '']","['2,950', '']","['2,192', '']","['367', '']","['0', '']","['200', '']","['0', '']","['1,625', '']"
5435,r093,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,92,"['1,884', '']","['2,022', '']","['2,126', '']","['2,189', '']","['89', '']","['10', '']","['1,687', '']","['1', '']","['402', '']"
5435,r094,All institutions -> Tulane U.,All institutions,Tulane U.,2,93,"['666', '']","['771', '']","['1,331', '']","['2,175', '']","['29', '']","['2,081', '']","['0', '']","['65', '']","['0', '']"
5435,r095,All institutions -> Tuskegee U.,All institutions,Tuskegee U.,2,94,"['24', '']","['24', '']","['2,065', '']","['2,109', '']","['0', '']","['0', '']","['0', '']","['1,841', '']","['268', '']"
5435,r096,All institutions -> U. Southern Maine,All institutions,U. Southern Maine,2,95,"['2,116', '']","['2,085', '']","['2,236', '']","['2,034', '']","['0', '']","['0', '']","['0', '']","['0', '']","['2,034', '']"
5435,r097,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,96,"['1,474', '']","['1,128', '']","['1,563', '']","['2,031', '']","['173', '']","['375', '']","['227', '']","['969', '']","['287', '']"
5435,r098,All institutions -> U. Denver,All institutions,U. Denver,2,97,"['1,189', '']","['2,235', '']","['1,945', '']","['1,944', '']","['0', '']","['0', '']","['1,423', '']","['0', '']","['521', '']"
5435,r099,All institutions -> U. Oregon,All institutions,U. Oregon,2,98,"['2,292', '']","['1,774', '']","['1,807', '']","['1,893', '']","['43', '']","['293', '']","['548', '']","['48', '']","['961', '']"
5435,r100,All institutions -> Boise State U.,All institutions,Boise State U.,2,99,"['2,301', '']","['2,539', '']","['3,032', '']","['1,884', '']","['0', '']","['30', '']","['363', '']","['0', '']","['1,491', '']"
5435,r101,All institutions -> Yale U.,All institutions,Yale U.,2,100,"['2,703', '']","['2,708', '']","['1,398', '']","['1,833', '']","['375', '']","['766', '']","['474', '']","['180', '']","['38', '']"
5435,r102,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,101,"['2,409', '']","['2,386', '']","['1,510', '']","['1,829', '']","['160', '']","['49', '']","['509', '']","['252', '']","['859', '']"
5435,r103,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,102,"['4,108', '']","['3,445', '']","['2,055', '']","['1,795', '']","['305', '']","['1,058', '']","['47', '']","['339', '']","['46', '']"
5435,r104,All institutions -> Rice U.,All institutions,Rice U.,2,103,"['1,084', '']","['842', '']","['701', '']","['1,719', '']","['186', '']","['194', '']","['327', '']","['983', '']","['29', '']"
5435,r105,"All institutions -> U. Tennessee, Knoxville<sup>c</sup>",All institutions,"U. Tennessee, Knoxville<sup>c</sup>",2,104,"['2,522', '']","['3,207', '']","['2,236', '']","['1,645', '']","['815', '']","['522', '']","['185', '']","['5', '']","['118', '']"
5435,r106,All institutions -> Temple U.,All institutions,Temple U.,2,105,"['1,716', '']","['1,637', '']","['1,476', '']","['1,614', '']","['0', '']","['116', '']","['27', '']","['97', '']","['1,374', '']"
5435,r107,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,106,"['999', '']","['1,186', '']","['1,684', '']","['1,606', '']","['100', '']","['1', '']","['0', '']","['0', '']","['1,505', '']"
5435,r108,"All institutions -> U. Texas, San Antonio",All institutions,"U. Texas, San Antonio",2,107,"['1,722', '']","['1,768', '']","['1,572', '']","['1,596', '']","['250', '']","['0', '']","['0', '']","['504', '']","['842', '']"
5435,r109,All institutions -> Worcester Polytechnic Institute,All institutions,Worcester Polytechnic Institute,2,108,"['247', '']","['363', '']","['1,347', '']","['1,580', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,580', '']"
5435,r110,"All institutions -> U. Alaska, Anchorage",All institutions,"U. Alaska, Anchorage",2,109,"['941', '']","['788', '']","['896', '']","['1,564', '']","['19', '']","['74', '']","['0', '']","['0', '']","['1,471', '']"
5435,r111,"All institutions -> U. Alabama, Tuscaloosa",All institutions,"U. Alabama, Tuscaloosa",2,110,"['1,823', '']","['1,926', '']","['2,035', '']","['1,549', '']","['104', '']","['103', '']","['0', '']","['312', '']","['1,030', '']"
5435,r112,"All institutions -> U. Illinois, Chicago",All institutions,"U. Illinois, Chicago",2,110,"['1,626', '']","['1,543', '']","['1,397', '']","['1,549', '']","['0', '']","['264', '']","['0', '']","['0', '']","['1,285', '']"
5435,r113,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,112,"['923', '']","['952', '']","['941', '']","['1,538', '']","['119', '']","['0', '']","['0', '']","['20', '']","['1,399', '']"
5435,r114,All institutions -> U. Rhode Island,All institutions,U. Rhode Island,2,113,"['903', '']","['1,195', '']","['1,154', '']","['1,518', '']","['0', '']","['886', '']","['0', '']","['13', '']","['619', '']"
5435,r115,All institutions -> Portland State U.,All institutions,Portland State U.,2,114,"['2,401', '']","['1,645', '']","['1,518', '']","['1,476', '']","['476', '']","['17', '']","['168', '']","['109', '']","['706', '']"
5435,r116,All institutions -> Florida State U.,All institutions,Florida State U.,2,115,"['1,700', '']","['1,463', '']","['1,564', '']","['1,463', '']","['2', '']","['5', '']","['132', '']","['684', '']","['640', '']"
5435,r117,"All institutions -> U. Alabama, Huntsville",All institutions,"U. Alabama, Huntsville",2,116,"['2,309', '']","['2,682', '']","['1,851', '']","['1,449', '']","['0', '']","['1,439', '']","['0', '']","['10', '']","['0', '']"
5435,r118,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,117,"['5,183', '']","['5,608', '']","['5,111', '']","['1,439', '']","['255', '']","['793', '']","['0', '']","['185', '']","['206', '']"
5435,r119,"All institutions -> SUNY, U. Buffalo",All institutions,"SUNY, U. Buffalo",2,118,"['2,065', '']","['2,326', '']","['2,000', '']","['1,433', '']","['669', '']","['0', '']","['0', '']","['764', '']","['0', '']"
5435,r120,All institutions -> U. Notre Dame,All institutions,U. Notre Dame,2,119,"['1,460', '']","['2,310', '']","['1,568', '']","['1,391', '']","['48', '']","['408', '']","['586', '']","['200', '']","['149', '']"
5435,r121,"All institutions -> U. Arkansas, Fayetteville",All institutions,"U. Arkansas, Fayetteville",2,120,"['888', '']","['1,450', '']","['704', '']","['1,364', '']","['179', '']","['579', '']","['12', '']","['566', '']","['28', '']"
5435,r122,"All institutions -> CUNY, Graduate Center",All institutions,"CUNY, Graduate Center",2,121,"['584', '']","['1,601', '']","['2,033', '']","['1,334', '']","['161', '']","['24', '']","['424', '']","['46', '']","['679', '']"
5435,r123,All institutions -> San Francisco State U.,All institutions,San Francisco State U.,2,122,"['659', '']","['771', '']","['1,256', '']","['1,309', 'i']","['0', 'i']","['51', 'i']","['0', 'i']","['0', 'i']","['1,258', 'i']"
5435,r124,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,123,"['4,381', '']","['903', '']","['727', '']","['1,308', '']","['168', '']","['857', '']","['47', '']","['71', '']","['165', '']"
