table_id,row_id,_b_institution_b_full_path,_b_institution_b_level_1,_b_institution_b_level_2,_b_institution_b_hierarchy_depth,field_rank,field_nasa_r_d_expenditures,field_computer_and_information_sciences,field_geosciences_atmospheric_sciences_and_ocean_sciences,field_life_sciences,field_mathematics_and_statistics,field_physical_sciences,field_psychology,field_social_sciences,field_sciences_nec,field_engineering,field_all_non_s_e_fields
3174,r018,"All institutions -> U. Washington, Seattle",All institutions,"U. Washington, Seattle",2,17,"['20,804', '']","['35', '']","['12,108', '']","['1,547', '']","['55', '']","['3,091', '']","['0', '']","['0', '']","['0', '']","['3,962', '']","['6', '']"
3174,r019,All institutions -> Columbia U. in the City of New York,All institutions,Columbia U. in the City of New York,2,18,"['20,499', '']","['0', '']","['12,923', '']","['855', '']","['0', '']","['3,652', '']","['0', '']","['0', '']","['0', '']","['3,069', '']","['0', '']"
3174,r020,All institutions -> U. New Hampshire,All institutions,U. New Hampshire,2,19,"['19,213', '']","['0', '']","['17,892', '']","['250', '']","['0', '']","['88', '']","['0', '']","['0', '']","['0', '']","['619', '']","['364', '']"
3174,r021,"All institutions -> Pennsylvania State U., University Park and Hershey Medical Center",All institutions,"Pennsylvania State U., University Park and Hershey Medical Center",2,20,"['18,524', '']","['230', '']","['4,307', '']","['54', '']","['17', '']","['11,828', '']","['91', '']","['26', '']","['0', '']","['1,968', '']","['3', '']"
3174,r022,All institutions -> Baylor C. of Medicine,All institutions,Baylor C. of Medicine,2,21,"['18,414', '']","['0', '']","['0', '']","['18,414', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r023,All institutions -> Utah State U.,All institutions,Utah State U.,2,22,"['18,277', '']","['0', '']","['41', '']","['435', '']","['0', '']","['642', '']","['0', '']","['0', '']","['0', '']","['17,159', '']","['0', '']"
3174,r024,"All institutions -> U. Alaska, Fairbanks",All institutions,"U. Alaska, Fairbanks",2,23,"['18,059', '']","['22', '']","['13,248', '']","['536', '']","['0', '']","['3,316', '']","['0', '']","['0', '']","['393', '']","['544', '']","['0', '']"
3174,r025,"All institutions -> U. Texas, Austin",All institutions,"U. Texas, Austin",2,24,"['17,529', '']","['1,503', '']","['2,322', '']","['637', '']","['155', '']","['2,475', '']","['0', '']","['0', '']","['0', '']","['10,437', '']","['0', '']"
3174,r026,All institutions -> Princeton U.,All institutions,Princeton U.,2,25,"['15,165', '']","['0', '']","['975', '']","['0', '']","['0', '']","['11,963', '']","['0', '']","['3', '']","['0', '']","['2,224', '']","['0', '']"
3174,r027,All institutions -> U. Iowa,All institutions,U. Iowa,2,26,"['14,128', '']","['0', '']","['256', '']","['2', '']","['0', '']","['12,312', '']","['0', '']","['0', '']","['0', '']","['1,547', '']","['11', '']"
3174,r028,"All institutions -> U. California, San Diego",All institutions,"U. California, San Diego",2,27,"['13,221', '']","['83', '']","['9,166', '']","['678', '']","['0', '']","['2,250', '']","['0', '']","['0', '']","['0', '']","['1,044', '']","['0', '']"
3174,r029,"All institutions -> U. Hawaii, Manoa",All institutions,"U. Hawaii, Manoa",2,28,"['12,706', '']","['58', '']","['7,281', '']","['45', '']","['21', '']","['4,760', '']","['0', '']","['20', '']","['0', '']","['521', '']","['0', '']"
3174,r030,All institutions -> Cornell U.,All institutions,Cornell U.,2,29,"['12,034', '']","['56', '']","['875', '']","['232', '']","['0', '']","['9,250', '']","['0', '']","['0', '']","['0', '']","['1,621', '']","['0', '']"
3174,r031,All institutions -> U. Wisconsin-Madison,All institutions,U. Wisconsin-Madison,2,30,"['11,862', '']","['0', '']","['6,640', '']","['2,688', '']","['0', '']","['2,078', '']","['0', '']","['7', '']","['0', '']","['439', '']","['10', '']"
3174,r032,"All institutions -> U. Alabama, Birmingham",All institutions,"U. Alabama, Birmingham",2,31,"['11,500', '']","['0', '']","['0', '']","['47', '']","['0', '']","['128', '']","['0', '']","['0', '']","['0', '']","['11,325', '']","['0', '']"
3174,r033,"All institutions -> U. Minnesota, Twin Cities",All institutions,"U. Minnesota, Twin Cities",2,32,"['11,391', '']","['32', '']","['1,083', '']","['2,334', '']","['4', '']","['5,159', '']","['0', '']","['0', '']","['0', '']","['2,779', '']","['0', '']"
3174,r034,All institutions -> Catholic U. of America,All institutions,Catholic U. of America,2,33,"['10,428', '']","['0', '']","['0', '']","['0', '']","['0', '']","['9,949', '']","['0', '']","['0', '']","['0', '']","['479', '']","['0', '']"
3174,r035,All institutions -> Ohio State U.,All institutions,Ohio State U.,2,34,"['10,014', '']","['0', '']","['1,461', '']","['231', '']","['19', '']","['2,312', '']","['0', '']","['62', '']","['63', '']","['5,865', '']","['1', '']"
3174,r036,"All institutions -> Colorado State U., Fort Collins",All institutions,"Colorado State U., Fort Collins",2,35,"['9,328', '']","['0', '']","['3,828', '']","['2,459', '']","['0', '']","['78', '']","['0', '']","['0', '']","['13', '']","['2,816', '']","['134', '']"
3174,r037,All institutions -> Harvard U.,All institutions,Harvard U.,2,36,"['8,446', '']","['0', '']","['3,076', '']","['887', '']","['0', '']","['3,826', '']","['0', '']","['239', '']","['0', '']","['418', '']","['0', '']"
3174,r038,"All institutions -> U. Illinois, Urbana-Champaign",All institutions,"U. Illinois, Urbana-Champaign",2,37,"['8,403', '']","['116', '']","['938', '']","['698', '']","['41', '']","['1,316', '']","['2', '']","['3', '']","['0', '']","['5,270', '']","['19', '']"
3174,r039,"All institutions -> U. California, Irvine",All institutions,"U. California, Irvine",2,38,"['8,076', '']","['0', '']","['4,140', '']","['1,577', '']","['0', '']","['1,179', '']","['0', '']","['0', '']","['0', '']","['1,180', '']","['0', '']"
3174,r040,All institutions -> U. Central Florida,All institutions,U. Central Florida,2,39,"['7,772', '']","['518', '']","['0', '']","['0', '']","['0', '']","['1,929', '']","['0', '']","['0', '']","['0', '']","['5,219', '']","['106', '']"
3174,r041,"All institutions -> Purdue U., West Lafayette",All institutions,"Purdue U., West Lafayette",2,40,"['7,770', '']","['37', '']","['1,246', '']","['135', '']","['0', '']","['1,043', '']","['0', '']","['0', '']","['0', '']","['5,309', '']","['0', '']"
3174,r042,"All institutions -> Washington U., Saint Louis",All institutions,"Washington U., Saint Louis",2,41,"['7,088', '']","['0', '']","['3,666', '']","['18', '']","['0', '']","['2,853', '']","['0', '']","['0', '']","['0', '']","['551', '']","['0', '']"
3174,r043,All institutions -> George Mason U.,All institutions,George Mason U.,2,42,"['6,957', '']","['0', '']","['4,596', '']","['0', '']","['19', '']","['1,352', '']","['0', '']","['0', '']","['0', '']","['776', '']","['214', '']"
3174,r044,"All institutions -> Texas A&M U., College Station and Health Science Center",All institutions,"Texas A&M U., College Station and Health Science Center",2,43,"['6,772', '']","['0', '']","['2,277', '']","['348', '']","['173', '']","['851', '']","['0', '']","['0', '']","['0', '']","['3,081', '']","['42', '']"
3174,r045,All institutions -> Oregon State U.,All institutions,Oregon State U.,2,44,"['6,760', '']","['0', '']","['3,962', '']","['1,685', '']","['0', '']","['122', '']","['78', '']","['0', '']","['307', '']","['517', '']","['89', '']"
3174,r046,All institutions -> Woods Hole Oceanographic Institution,All institutions,Woods Hole Oceanographic Institution,2,45,"['6,624', '']","['0', '']","['5,485', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,139', '']","['0', '']"
3174,r047,All institutions -> Boston U.,All institutions,Boston U.,2,46,"['6,618', '']","['0', '']","['2,662', '']","['165', '']","['37', '']","['2,379', '']","['0', '']","['0', '']","['0', '']","['946', '']","['429', '']"
3174,r048,"All institutions -> U. California, Santa Barbara",All institutions,"U. California, Santa Barbara",2,47,"['6,128', '']","['0', '']","['2,948', '']","['668', '']","['0', '']","['1,533', '']","['0', '']","['0', '']","['0', '']","['979', '']","['0', '']"
3174,r049,All institutions -> U. Chicago,All institutions,U. Chicago,2,48,"['6,033', '']","['28', '']","['2,698', '']","['110', '']","['0', '']","['3,197', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r050,All institutions -> U. Florida,All institutions,U. Florida,2,49,"['5,810', '']","['57', '']","['148', '']","['1,448', '']","['0', '']","['570', '']","['0', '']","['106', '']","['0', '']","['3,462', '']","['19', '']"
3174,r051,"All institutions -> U. Tennessee, Knoxville",All institutions,"U. Tennessee, Knoxville",2,50,"['5,395', '']","['140', '']","['2,064', '']","['121', '']","['0', '']","['25', '']","['0', '']","['0', '']","['0', '']","['3,045', '']","['0', '']"
3174,r052,All institutions -> West Virginia U.,All institutions,West Virginia U.,2,51,"['5,245', '']","['0', '']","['53', '']","['0', '']","['18', '']","['384', '']","['0', '']","['2', '']","['0', '']","['4,788', '']","['0', '']"
3174,r053,"All institutions -> Montana State U., Bozeman",All institutions,"Montana State U., Bozeman",2,52,"['5,146', '']","['0', '']","['38', '']","['829', '']","['0', '']","['2,945', '']","['0', '']","['11', '']","['798', '']","['372', '']","['153', '']"
3174,r054,All institutions -> Michigan Technological U.,All institutions,Michigan Technological U.,2,53,"['5,027', '']","['0', '']","['1,464', '']","['0', '']","['0', '']","['60', '']","['0', '']","['0', '']","['0', '']","['3,503', '']","['0', '']"
3174,r055,All institutions -> Hampton U.,All institutions,Hampton U.,2,54,"['4,998', '']","['0', '']","['2,633', '']","['0', '']","['0', '']","['2,365', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r056,All institutions -> Virginia Polytechnic Institute and State U.,All institutions,Virginia Polytechnic Institute and State U.,2,55,"['4,914', '']","['0', '']","['185', '']","['430', '']","['0', '']","['285', '']","['0', '']","['80', '']","['0', '']","['3,776', '']","['158', '']"
3174,r057,All institutions -> Texas State U.,All institutions,Texas State U.,2,56,"['4,777', '']","['0', '']","['244', '']","['141', '']","['0', '']","['608', '']","['0', '']","['0', '']","['0', '']","['271', '']","['3,513', '']"
3174,r058,All institutions -> New Mexico State U.,All institutions,New Mexico State U.,2,57,"['4,659', '']","['0', '']","['447', '']","['200', '']","['0', '']","['1,600', '']","['0', '']","['0', '']","['0', '']","['2,412', '']","['0', '']"
3174,r059,All institutions -> U. Toledo,All institutions,U. Toledo,2,58,"['4,606', '']","['0', '']","['1,624', '']","['0', '']","['4', '']","['465', '']","['0', '']","['0', '']","['0', '']","['2,513', '']","['0', '']"
3174,r060,All institutions -> Morgan State U.,All institutions,Morgan State U.,2,59,"['4,469', '']","['0', '']","['3,935', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['490', '']","['44', '']"
3174,r061,All institutions -> Yale U.,All institutions,Yale U.,2,60,"['4,436', '']","['0', '']","['996', '']","['1,476', '']","['141', '']","['1,223', '']","['0', '']","['0', '']","['0', '']","['595', '']","['5', '']"
3174,r062,All institutions -> Brown U.,All institutions,Brown U.,2,61,"['4,342', '']","['434', '']","['546', '']","['0', '']","['0', '']","['3,362', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r063,All institutions -> U. Pennsylvania,All institutions,U. Pennsylvania,2,62,"['4,338', '']","['0', '']","['150', '']","['2,393', '']","['0', '']","['1,728', '']","['0', '']","['5', '']","['0', '']","['62', '']","['0', '']"
3174,r064,All institutions -> Vanderbilt U. and Vanderbilt U. Medical Center,All institutions,Vanderbilt U. and Vanderbilt U. Medical Center,2,63,"['4,141', '']","['0', '']","['209', '']","['2,007', '']","['0', '']","['551', '']","['0', '']","['0', '']","['0', '']","['1,374', '']","['0', '']"
3174,r065,"All institutions -> Rutgers, State U. New Jersey, New Brunswick",All institutions,"Rutgers, State U. New Jersey, New Brunswick",2,64,"['4,110', '']","['0', '']","['1,391', '']","['1,474', '']","['0', '']","['485', '']","['0', '']","['0', '']","['0', '']","['647', '']","['113', '']"
3174,r066,"All institutions -> U. Virginia, Charlottesville",All institutions,"U. Virginia, Charlottesville",2,65,"['4,056', '']","['193', '']","['548', '']","['45', '']","['0', '']","['1,653', '']","['0', '']","['0', '']","['0', '']","['1,617', '']","['0', '']"
3174,r067,All institutions -> Northwestern U.,All institutions,Northwestern U.,2,66,"['3,961', '']","['0', '']","['513', '']","['286', '']","['0', '']","['1,876', '']","['0', '']","['0', '']","['0', '']","['694', '']","['592', '']"
3174,r068,All institutions -> Dartmouth C. and Dartmouth Hitchcock Medical Center,All institutions,Dartmouth C. and Dartmouth Hitchcock Medical Center,2,67,"['3,904', '']","['0', '']","['186', '']","['503', '']","['0', '']","['2,585', '']","['0', '']","['84', '']","['15', '']","['531', '']","['0', '']"
3174,r069,"All institutions -> U. California, Davis",All institutions,"U. California, Davis",2,68,"['3,840', '']","['0', '']","['403', '']","['943', '']","['0', '']","['991', '']","['0', '']","['0', '']","['0', '']","['1,503', '']","['0', '']"
3174,r070,All institutions -> U. Miami,All institutions,U. Miami,2,69,"['3,765', '']","['0', '']","['2,880', '']","['43', '']","['0', '']","['743', '']","['0', '']","['0', '']","['0', '']","['99', '']","['0', '']"
3174,r071,All institutions -> U. Delaware,All institutions,U. Delaware,2,70,"['3,697', '']","['0', '']","['324', '']","['78', '']","['0', '']","['2,549', '']","['0', '']","['0', '']","['0', '']","['746', '']","['0', '']"
3174,r072,All institutions -> Florida State U.,All institutions,Florida State U.,2,71,"['3,673', '']","['0', '']","['1,757', '']","['195', '']","['42', '']","['538', '']","['0', '']","['50', '']","['0', '']","['1,091', '']","['0', '']"
3174,r073,All institutions -> U. Houston,All institutions,U. Houston,2,72,"['3,666', '']","['194', '']","['411', '']","['246', '']","['0', '']","['588', '']","['16', '']","['0', '']","['0', '']","['2,211', '']","['0', '']"
3174,r074,"All institutions -> Louisiana State U., Baton Rouge",All institutions,"Louisiana State U., Baton Rouge",2,73,"['3,548', '']","['60', '']","['500', '']","['239', '']","['0', '']","['1,650', '']","['0', '']","['18', '']","['0', '']","['1,081', '']","['0', '']"
3174,r075,"All institutions -> U. South Carolina, Columbia",All institutions,"U. South Carolina, Columbia",2,74,"['3,487', '']","['0', '']","['7', '']","['303', '']","['0', '']","['114', '']","['0', '']","['0', '']","['0', '']","['3,063', '']","['0', '']"
3174,r076,All institutions -> U. Utah,All institutions,U. Utah,2,75,"['3,430', '']","['346', '']","['1,852', '']","['162', '']","['0', '']","['223', '']","['2', '']","['0', '']","['0', '']","['214', '']","['631', '']"
3174,r077,All institutions -> Rice U.,All institutions,Rice U.,2,76,"['3,406', '']","['132', '']","['432', '']","['50', '']","['34', '']","['1,305', '']","['378', '']","['0', '']","['0', '']","['906', '']","['169', '']"
3174,r078,All institutions -> Case Western Reserve U.,All institutions,Case Western Reserve U.,2,77,"['3,377', '']","['0', '']","['443', '']","['0', '']","['0', '']","['429', '']","['0', '']","['0', '']","['0', '']","['2,505', '']","['0', '']"
3174,r079,"All institutions -> SUNY, Stony Brook U.",All institutions,"SUNY, Stony Brook U.",2,78,"['3,308', '']","['5', '']","['2,357', '']","['609', '']","['0', '']","['251', '']","['0', '']","['0', '']","['0', '']","['86', '']","['0', '']"
3174,r080,All institutions -> Duke U.,All institutions,Duke U.,2,79,"['3,269', '']","['0', '']","['409', '']","['2,076', '']","['0', '']","['103', '']","['0', '']","['0', '']","['0', '']","['681', '']","['0', '']"
3174,r081,"All institutions -> U. California, Santa Cruz",All institutions,"U. California, Santa Cruz",2,80,"['3,076', '']","['0', '']","['1,047', '']","['0', '']","['0', '']","['1,856', '']","['0', '']","['0', '']","['0', '']","['173', '']","['0', '']"
3174,r082,All institutions -> Carnegie Mellon U.,All institutions,Carnegie Mellon U.,2,81,"['3,043', '']","['506', '']","['0', '']","['0', '']","['0', '']","['342', '']","['0', '']","['0', '']","['0', '']","['2,195', '']","['0', '']"
3174,r083,All institutions -> U. Idaho,All institutions,U. Idaho,2,81,"['3,043', '']","['0', '']","['201', '']","['693', '']","['0', '']","['563', '']","['0', '']","['86', '']","['0', '']","['1,500', '']","['0', '']"
3174,r084,All institutions -> Old Dominion U.,All institutions,Old Dominion U.,2,83,"['2,993', '']","['146', '']","['390', '']","['0', '']","['694', '']","['542', '']","['0', '']","['0', '']","['0', '']","['1,221', '']","['0', '']"
3174,r085,"All institutions -> U. California, Riverside",All institutions,"U. California, Riverside",2,84,"['2,904', '']","['0', '']","['1,792', '']","['0', '']","['0', '']","['1,078', '']","['0', '']","['0', '']","['0', '']","['34', '']","['0', '']"
3174,r086,All institutions -> New Jersey Institute of Technology,All institutions,New Jersey Institute of Technology,2,85,"['2,903', '']","['0', '']","['0', '']","['0', '']","['57', '']","['2,793', '']","['0', '']","['0', '']","['0', '']","['53', '']","['0', '']"
3174,r087,All institutions -> Michigan State U.,All institutions,Michigan State U.,2,86,"['2,890', '']","['0', '']","['480', '']","['537', '']","['28', '']","['445', '']","['86', '']","['938', '']","['3', '']","['373', '']","['0', '']"
3174,r088,All institutions -> Northern Arizona U.,All institutions,Northern Arizona U.,2,87,"['2,712', '']","['0', '']","['793', '']","['293', '']","['0', '']","['1,626', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r089,"All institutions -> U. Massachusetts, Amherst",All institutions,"U. Massachusetts, Amherst",2,88,"['2,694', '']","['377', '']","['128', '']","['209', '']","['5', '']","['949', '']","['0', '']","['0', '']","['0', '']","['1,026', '']","['0', '']"
3174,r090,All institutions -> U. Southern California,All institutions,U. Southern California,2,89,"['2,676', '']","['299', '']","['676', '']","['31', '']","['41', '']","['811', '']","['0', '']","['0', '']","['0', '']","['818', '']","['0', '']"
3174,r091,"All institutions -> U. South Florida, Tampa",All institutions,"U. South Florida, Tampa",2,90,"['2,635', '']","['0', '']","['2,531', '']","['1', '']","['1', '']","['2', '']","['0', '']","['0', '']","['0', '']","['95', '']","['5', '']"
3174,r092,All institutions -> North Carolina State U.,All institutions,North Carolina State U.,2,91,"['2,633', '']","['0', '']","['718', '']","['315', '']","['71', '']","['186', '']","['102', '']","['0', '']","['0', '']","['1,241', '']","['0', '']"
3174,r093,"All institutions -> Auburn U., Auburn",All institutions,"Auburn U., Auburn",2,92,"['2,616', '']","['0', '']","['0', '']","['61', '']","['0', '']","['1,111', '']","['0', '']","['0', '']","['0', '']","['1,444', '']","['0', '']"
3174,r094,All institutions -> American U.,All institutions,American U.,2,93,"['2,595', '']","['0', '']","['65', '']","['0', '']","['0', '']","['2,530', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r095,"All institutions -> U. Montana, Missoula",All institutions,"U. Montana, Missoula",2,94,"['2,466', '']","['67', '']","['358', '']","['1,850', '']","['0', '']","['181', '']","['0', '']","['10', '']","['0', '']","['0', '']","['0', '']"
3174,r096,All institutions -> U. Kansas,All institutions,U. Kansas,2,95,"['2,364', '']","['7', '']","['74', '']","['136', '']","['0', '']","['252', '']","['0', '']","['0', '']","['0', '']","['1,895', '']","['0', '']"
3174,r097,All institutions -> Rochester Institute of Technology,All institutions,Rochester Institute of Technology,2,96,"['2,270', '']","['0', '']","['0', '']","['16', '']","['83', '']","['2,126', '']","['0', '']","['0', '']","['0', '']","['0', '']","['45', '']"
3174,r098,All institutions -> Wichita State U.,All institutions,Wichita State U.,2,97,"['2,237', '']","['0', '']","['0', '']","['120', '']","['0', '']","['120', '']","['0', '']","['0', '']","['0', '']","['1,997', '']","['0', '']"
3174,r099,"All institutions -> U. North Carolina, Chapel Hill",All institutions,"U. North Carolina, Chapel Hill",2,98,"['2,167', '']","['0', '']","['1,258', '']","['0', '']","['0', '']","['400', '']","['0', '']","['306', '']","['0', '']","['203', '']","['0', '']"
3174,r100,"All institutions -> U. Texas, El Paso",All institutions,"U. Texas, El Paso",2,99,"['2,166', '']","['423', '']","['291', '']","['67', '']","['0', '']","['0', '']","['68', '']","['0', '']","['109', '']","['1,208', '']","['0', '']"
3174,r101,"All institutions -> California State U., Monterey Bay",All institutions,"California State U., Monterey Bay",2,100,"['2,110', '']","['0', '']","['21', '']","['2,089', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r102,All institutions -> Iowa State U.,All institutions,Iowa State U.,2,101,"['2,108', '']","['0', '']","['53', '']","['288', '']","['0', '']","['132', '']","['0', '']","['0', '']","['114', '']","['1,512', '']","['9', '']"
3174,r103,All institutions -> Tulane U.,All institutions,Tulane U.,2,102,"['2,093', '']","['0', '']","['2', '']","['0', '']","['0', '']","['2,091', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r104,All institutions -> U. North Dakota,All institutions,U. North Dakota,2,103,"['1,998', '']","['0', '']","['1,665', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['333', '']","['0', '']"
3174,r105,All institutions -> U. New Mexico,All institutions,U. New Mexico,2,104,"['1,979', '']","['236', '']","['749', '']","['95', '']","['0', '']","['122', '']","['52', '']","['0', '']","['0', '']","['721', '']","['4', '']"
3174,r106,All institutions -> U. Wyoming,All institutions,U. Wyoming,2,105,"['1,966', '']","['0', '']","['548', '']","['0', '']","['0', '']","['248', '']","['0', '']","['0', '']","['510', '']","['660', '']","['0', '']"
3174,r107,All institutions -> U. Rochester,All institutions,U. Rochester,2,106,"['1,946', '']","['0', '']","['181', '']","['630', '']","['0', '']","['1,046', '']","['0', '']","['0', '']","['0', '']","['89', '']","['0', '']"
3174,r108,All institutions -> Georgetown U.,All institutions,Georgetown U.,2,107,"['1,917', '']","['0', '']","['0', '']","['1,596', '']","['0', '']","['0', '']","['0', '']","['308', '']","['0', '']","['0', '']","['13', '']"
3174,r109,All institutions -> Loma Linda U.,All institutions,Loma Linda U.,2,108,"['1,913', 'i']","['0', 'i']","['0', 'i']","['1,913', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']","['0', 'i']"
3174,r110,"All institutions -> CUNY, City C.",All institutions,"CUNY, City C.",2,109,"['1,905', '']","['0', '']","['1,378', '']","['244', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['283', '']","['0', '']"
3174,r111,"All institutions -> U. Massachusetts, Lowell",All institutions,"U. Massachusetts, Lowell",2,110,"['1,812', '']","['0', '']","['150', '']","['0', '']","['0', '']","['1,534', '']","['0', '']","['0', '']","['0', '']","['128', '']","['0', '']"
3174,r112,"All institutions -> Brigham Young U., Provo",All institutions,"Brigham Young U., Provo",2,111,"['1,804', '']","['0', '']","['78', '']","['0', '']","['91', '']","['756', '']","['0', '']","['0', '']","['0', '']","['879', '']","['0', '']"
3174,r113,All institutions -> Emory U.,All institutions,Emory U.,2,112,"['1,772', '']","['0', '']","['45', '']","['1,346', '']","['0', '']","['381', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']"
3174,r114,All institutions -> U. Kentucky,All institutions,U. Kentucky,2,113,"['1,733', '']","['0', '']","['34', '']","['0', '']","['0', '']","['231', '']","['0', '']","['0', '']","['0', '']","['1,465', '']","['3', '']"
3174,r115,All institutions -> Texas A&M U.-Corpus Christi,All institutions,Texas A&M U.-Corpus Christi,2,114,"['1,724', '']","['0', '']","['628', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['0', '']","['1,096', '']","['0', '']"
3174,r116,All institutions -> Boise State U.,All institutions,Boise State U.,2,115,"['1,694', '']","['43', '']","['122', '']","['133', '']","['0', '']","['670', '']","['0', '']","['86', '']","['0', '']","['640', '']","['0', '']"
